SED_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
SED51104,0,0,0,0,5,3,7,6,0,17,0,0,9,47,14,6,3,0,5,94,0,0,0,3,7,5,4,3,0,20,0,0,0,9,0,0,0,0,0,10,0,3,0,11,9,7,25,27,12,94,17,114,175,543,250,179,99,35,9,1414,0,0,0,6,4,3,0,0,0,16,0,0,7,16,0,0,0,0,0,29,0,3,4,6,0,3,3,0,0,17,0,30,48,156,69,33,15,6,0,362,0,3,3,18,14,14,21,0,6,77,0,0,0,0,0,0,4,0,0,9,3,47,62,185,133,71,70,38,18,623,0,4,5,17,17,14,8,0,0,74,13,94,183,408,260,117,72,23,0,1174,0,0,0,10,0,3,0,0,0,20,0,0,0,19,0,0,0,0,0,20,0,7,14,70,13,6,4,0,0,120,0,0,0,3,5,0,0,0,0,6,0,6,7,26,14,13,3,0,0,73
SED51205,0,0,0,0,0,0,0,3,0,5,0,11,24,84,16,13,9,3,0,154,0,4,26,110,68,59,60,22,13,351,3,3,59,198,8,6,0,0,0,288,0,0,0,7,9,4,24,17,10,80,0,37,64,158,82,93,42,15,3,499,0,0,0,0,0,0,0,0,0,0,9,28,23,135,17,5,4,4,0,220,0,0,0,5,7,8,0,0,0,18,5,83,159,392,153,103,41,11,3,949,0,0,0,6,5,10,18,8,6,50,0,0,0,0,0,0,0,0,0,7,0,0,3,23,13,29,23,29,14,125,0,15,47,124,40,50,55,33,5,379,0,3,28,63,34,25,17,6,3,178,0,20,24,131,37,15,16,12,0,257,0,4,0,119,11,4,0,0,0,144,0,12,37,83,38,26,15,10,0,213,5,6,8,43,35,12,8,6,0,124,0,7,8,19,8,9,4,6,0,53
SED51304,0,0,0,0,3,0,4,0,0,5,0,0,0,3,0,5,5,0,0,19,0,0,0,3,0,5,14,4,0,29,0,0,0,0,0,0,0,0,0,0,0,3,5,14,12,10,30,16,3,92,3,14,26,109,82,100,71,9,3,404,0,0,0,4,4,6,0,0,0,9,0,0,0,3,0,0,0,0,0,6,0,0,0,7,9,5,0,0,0,14,0,3,5,19,13,14,15,9,0,79,0,0,0,32,10,17,31,5,9,98,0,0,0,0,0,0,0,0,0,0,0,13,28,37,62,61,63,35,6,317,0,5,5,13,11,23,26,9,0,103,0,44,64,184,136,132,54,33,16,681,0,0,0,9,0,0,4,4,0,18,0,0,0,3,0,0,5,0,0,12,0,3,0,21,16,8,4,0,0,52,0,0,0,4,6,0,0,0,0,3,0,12,21,48,24,7,19,3,0,133
SED51401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,0,0,0,7,0,13,25,19,5,75,4,16,24,116,87,125,73,12,4,467,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,6,0,27,27,96,42,40,8,3,0,241,0,0,0,5,4,0,3,3,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,28,22,11,3,93,0,0,0,4,7,5,3,0,0,16,0,9,9,39,23,34,14,0,0,127,0,0,0,4,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,3,0,3,3,6,12,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,4,0,14,7,5,9,0,0,42
SED51504,0,0,0,0,0,0,0,3,0,5,0,3,5,10,6,4,0,3,0,37,0,0,0,0,8,8,3,6,8,30,0,0,19,62,3,0,0,0,0,83,6,4,4,7,19,4,15,12,12,92,0,19,19,87,72,62,63,19,8,348,0,0,0,7,3,0,4,3,0,16,0,3,0,20,0,4,3,0,0,32,0,0,0,4,7,3,4,0,0,13,0,5,5,50,21,9,4,3,0,100,0,0,0,14,16,13,19,5,4,68,0,0,0,0,3,0,0,0,0,5,0,6,20,40,48,44,23,13,16,203,4,17,17,54,46,26,22,21,0,204,3,31,61,126,104,64,51,25,15,484,0,5,6,34,15,12,16,10,8,93,0,0,0,28,3,8,0,6,0,43,0,5,11,26,11,14,0,0,0,67,0,0,0,3,4,0,0,0,0,4,8,30,15,56,25,23,14,7,4,182
SED51605,0,0,0,0,0,0,0,0,0,7,0,0,0,27,4,7,8,0,0,46,0,4,0,7,5,5,0,0,5,25,0,3,6,21,0,0,0,0,0,39,0,0,0,8,4,16,5,9,4,38,10,38,79,266,128,83,50,12,0,653,0,0,0,0,0,0,0,0,0,5,0,3,5,30,5,3,0,0,0,49,0,0,0,0,3,7,0,0,0,5,4,72,129,311,141,62,25,8,0,758,0,0,0,27,17,12,18,4,0,80,0,0,0,0,0,3,0,0,0,3,0,9,11,72,37,58,42,17,7,261,3,4,11,66,35,49,22,7,0,188,0,20,56,167,116,61,30,8,4,466,0,6,7,21,13,7,3,3,0,69,0,3,0,33,4,5,0,0,0,42,0,10,20,58,31,18,3,0,0,138,0,0,0,6,0,0,0,0,0,4,0,13,6,33,11,4,6,3,0,81
SED51706,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,0,0,0,0,10,0,0,0,9,0,3,4,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,5,14,10,32,21,5,83,4,35,49,174,103,119,63,21,4,567,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,14,0,0,0,4,6,3,0,0,0,12,0,15,15,89,33,15,16,0,0,180,0,0,0,6,0,0,3,0,10,18,0,0,0,0,0,0,0,0,0,0,0,0,5,17,15,35,23,19,3,122,0,0,0,14,8,11,3,0,0,30,0,17,29,86,83,31,28,13,7,285,0,0,0,0,0,0,0,0,0,3,0,0,0,53,0,0,0,0,0,50,0,3,0,26,14,5,6,5,3,59,0,0,0,4,0,0,0,0,0,0,0,0,4,12,13,14,12,3,0,64
SED51804,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,4,0,0,12,0,0,0,0,5,0,0,4,3,12,0,0,0,3,0,0,0,0,0,5,0,11,4,10,10,12,13,14,4,77,3,3,22,81,63,77,54,25,6,343,0,0,0,0,0,0,0,0,0,9,0,0,4,0,3,4,0,0,0,8,0,0,0,5,9,5,0,0,0,21,0,7,10,27,10,7,6,0,0,68,0,6,3,12,12,13,18,3,6,78,0,0,0,0,0,0,0,0,0,8,4,3,14,32,41,41,31,21,21,217,0,23,27,37,31,32,27,18,0,201,5,21,50,152,107,68,57,26,13,503,0,0,0,16,14,16,6,7,0,62,0,0,0,13,6,0,0,0,0,21,0,8,9,20,15,0,3,0,0,55,0,0,0,6,0,3,0,0,0,8,5,37,38,81,50,30,37,13,3,297
SED51902,0,0,0,0,0,3,3,0,0,8,0,0,0,25,4,0,6,0,0,41,0,0,0,5,3,3,4,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,17,24,15,49,32,9,148,4,56,68,235,137,135,66,12,0,708,0,0,0,0,0,0,0,0,0,4,0,6,4,23,4,0,0,0,0,34,0,3,7,11,11,0,0,0,0,29,0,20,26,97,43,21,9,0,0,215,0,0,0,8,0,5,3,0,0,23,0,0,0,0,0,0,0,0,0,4,0,5,8,52,39,56,47,24,0,235,0,4,6,21,21,11,9,0,0,68,0,19,58,150,105,49,32,4,0,422,0,0,0,8,3,0,6,0,0,21,0,0,0,8,0,0,0,0,0,11,0,0,6,31,20,9,4,0,0,66,0,0,0,0,0,0,0,0,0,0,0,6,13,24,9,13,5,3,0,75
SED52006,0,0,0,0,0,0,6,4,0,9,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,14,4,11,45,37,5,115,5,34,65,169,159,149,117,37,9,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,0,0,0,9,0,15,24,106,41,35,14,3,0,247,0,0,0,3,4,5,7,5,0,26,0,0,0,3,0,0,0,0,0,3,0,7,17,35,32,70,72,44,8,284,0,0,0,4,10,13,11,4,0,43,0,25,55,121,102,56,34,15,5,416,0,0,0,4,0,4,3,3,0,20,0,0,0,3,0,0,0,0,0,5,0,9,15,47,33,11,7,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,6,14,8,13,21,3,0,69
SED52102,0,0,0,0,0,3,5,0,0,6,0,0,3,20,8,4,5,7,0,43,0,4,25,78,38,29,28,11,4,216,0,0,3,19,0,0,0,0,0,26,0,0,0,10,7,8,16,22,7,65,3,49,71,239,136,127,64,15,5,718,0,0,0,4,0,0,0,0,0,4,0,11,5,31,9,5,0,0,0,56,0,0,14,8,3,3,0,0,0,23,0,34,80,182,104,47,45,6,0,494,0,0,0,4,3,10,15,6,0,34,0,0,0,5,0,0,0,0,0,4,0,0,5,16,19,35,37,31,10,151,0,0,5,39,15,26,24,3,0,109,0,16,19,76,45,22,18,4,0,210,0,0,8,42,13,3,11,3,0,83,0,0,0,19,3,0,3,0,0,34,0,9,14,63,29,13,10,0,0,136,0,0,5,4,6,0,0,0,0,20,0,6,6,9,4,11,9,0,0,42
SED52205,0,0,0,0,0,0,6,0,0,3,0,0,0,11,0,7,7,0,0,25,0,0,0,0,0,3,5,4,0,15,0,0,0,4,3,0,0,0,0,12,0,6,0,30,11,20,12,13,8,101,4,8,28,171,90,103,52,11,3,481,0,0,0,0,0,3,3,0,0,13,0,0,0,6,0,0,0,0,0,9,0,0,0,4,3,6,0,0,0,18,5,30,44,104,43,29,15,3,4,274,0,0,0,17,8,8,12,3,3,59,0,0,0,0,0,0,0,0,0,0,0,0,8,58,31,47,43,33,15,234,0,6,3,23,5,16,11,0,0,68,0,5,21,82,48,37,30,7,5,228,0,0,0,10,0,4,0,0,0,16,0,0,0,20,0,0,0,0,0,25,0,0,8,36,21,16,7,0,0,87,0,5,0,4,0,0,0,3,0,14,0,13,17,90,17,17,15,4,0,186
SED52301,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,4,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,9,0,0,0,9,3,0,14,8,3,41,0,12,22,91,49,76,48,18,0,326,0,0,0,0,0,0,3,0,0,6,0,0,0,15,0,0,0,0,0,16,0,0,0,4,4,0,0,0,0,9,3,15,27,116,52,44,27,4,0,289,0,0,0,4,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,11,0,7,0,8,17,21,21,10,4,97,0,0,0,3,3,7,0,8,0,19,0,15,19,83,67,30,23,7,0,251,0,5,3,5,6,0,0,0,0,24,0,0,0,20,0,0,0,0,0,21,5,10,3,39,28,18,4,0,0,105,0,0,0,0,0,0,0,0,0,0,0,3,4,17,6,13,7,4,0,50
