SED_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
SED55202,0,0,0,0,10,71,334,325,58,50,35,74,38,27,12,1026,0,0,0,6,3,9,106,76,4,10,11,7,6,0,0,230,0,0,8,9,12,3,12,6,0,0,0,0,0,0,0,45,0,0,0,8,17,40,366,190,28,24,28,39,10,0,15,770,0,0,7,3,0,9,7,0,0,0,0,0,0,0,7,42,3,4,6,0,4,3,10,17,5,0,0,0,0,0,0,49,0,0,0,6,13,5,14,16,0,0,0,0,0,0,0,46,22,34,18,13,34,16,12,12,0,0,0,0,0,0,5,171,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,4,10,9,25,15,0,5,0,3,4,0,5,93,5,8,75,108,78,93,703,539,79,75,159,208,41,9,37,2220,0,3,0,11,56,103,216,101,13,20,18,31,14,3,9,601,0,0,0,3,4,3,31,63
SED55306,0,0,0,0,0,0,10,35,0,0,5,7,0,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,8,18,42,19,6,0,0,0,0,4,0,135,3,0,0,0,0,4,9,9,0,3,4,6,0,0,3,49,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,16,19,12,33,28,55,33,11,5,9,7,3,0,8,256,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,3,3,0,0,0,0,0,0,0,20,7,0,24,5,0,7,40,35,9,6,14,8,0,0,5,166,0,3,0,0,5,10,23,17,0,4,6,0,6,0,4,82,0,0,0,0,0,0,0,0
SED55405,0,0,0,0,8,17,32,39,3,9,0,9,0,0,0,124,0,0,4,0,0,4,12,34,4,22,21,12,5,6,5,127,0,0,7,13,10,30,39,11,7,0,3,5,0,4,0,134,0,0,5,3,32,62,315,330,77,90,94,109,25,5,21,1166,4,8,14,0,5,7,5,0,0,0,0,0,0,0,0,45,0,0,5,4,4,3,9,17,5,0,9,3,5,0,6,72,0,3,0,0,7,0,4,0,0,0,0,0,0,0,0,26,15,9,18,11,21,17,35,22,3,0,5,6,9,0,3,183,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,16,0,3,7,10,30,29,48,41,20,20,27,13,25,8,3,292,10,13,47,55,46,56,333,329,161,144,227,265,123,15,64,1892,3,5,0,14,37,116,214,115,25,42,54,69,31,9,19,743,0,0,0,3,11,17,36,59
SED55504,0,0,0,0,8,14,27,5,0,0,0,0,0,0,0,53,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,13,0,0,4,17,12,10,23,21,0,0,0,0,0,0,0,84,0,0,0,0,6,4,89,42,11,5,14,14,0,0,4,191,0,13,15,7,0,9,9,0,0,0,0,0,0,0,0,54,0,0,3,6,3,9,25,35,7,3,0,0,0,3,0,93,0,0,0,0,4,7,11,6,0,0,0,4,0,0,0,30,16,15,12,21,57,24,37,19,0,0,0,3,0,0,4,212,0,6,5,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3,7,6,10,13,5,0,0,5,0,0,0,48,3,5,27,33,21,35,462,310,33,21,35,46,16,0,17,1056,0,0,0,5,9,22,37,16,6,0,3,0,11,0,0,112,0,0,0,4,7,21,29,21
SED55605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,14,0,0,8,6,11,17,34,18,4,6,0,0,5,0,0,115,0,0,0,0,5,9,19,17,0,7,3,10,0,0,0,69,0,0,18,5,3,12,3,0,0,0,0,0,0,0,0,38,4,3,0,0,0,0,4,3,0,0,0,0,0,0,0,22,0,0,0,3,0,5,3,14,0,0,0,0,0,0,0,22,7,29,34,21,28,5,46,18,0,5,4,0,0,0,3,205,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,3,5,5,3,0,0,0,0,0,0,0,23,7,4,15,17,7,8,39,15,3,0,3,0,0,0,0,127,0,0,3,3,5,17,18,32,3,3,10,7,3,0,4,112,0,0,0,0,0,0,0,3
SED55706,0,0,0,0,0,0,35,37,9,10,5,20,4,5,5,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,14,17,26,24,3,0,6,9,0,0,0,130,0,0,0,0,0,0,16,13,3,3,0,7,0,0,6,52,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,6,3,5,0,0,0,0,0,0,0,0,0,0,17,32,32,25,21,59,25,63,35,0,0,3,7,0,0,7,322,3,14,5,9,0,0,0,3,0,0,0,0,0,0,5,29,0,0,9,0,3,4,0,7,0,0,0,0,0,0,0,23,4,7,28,6,0,9,14,22,3,0,3,0,0,0,3,100,0,3,5,0,3,4,10,17,4,8,0,4,6,0,0,67,0,0,0,0,0,0,0,3
SED55802,0,0,0,0,6,37,115,118,19,20,12,10,12,4,16,360,0,0,0,10,0,3,16,17,0,0,0,0,0,0,0,52,0,0,3,9,8,3,21,7,0,6,0,5,0,0,0,53,0,0,0,0,25,28,108,49,11,3,5,8,3,0,7,249,0,3,27,8,3,24,27,0,0,0,0,0,0,0,4,99,0,0,0,0,0,0,24,7,0,0,0,4,0,0,0,51,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,13,9,12,11,9,22,26,33,3,0,0,0,3,0,0,3,136,0,0,12,7,0,5,0,4,0,0,0,0,0,0,0,28,0,0,0,3,15,18,27,19,4,0,0,0,5,0,0,105,11,5,65,52,74,87,1182,816,136,123,117,153,53,13,18,2895,0,6,0,3,15,37,44,25,6,10,4,9,6,0,5,166,0,0,0,0,6,22,43,73
SED55905,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,11,15,12,0,3,11,9,4,0,0,60,0,0,10,10,5,12,20,16,7,6,4,0,9,0,3,112,0,0,0,7,31,39,116,102,16,13,6,26,3,0,8,357,5,41,143,55,37,58,21,0,0,0,0,0,0,0,5,368,3,8,10,3,3,0,0,0,0,0,0,0,0,0,0,43,0,0,0,3,3,0,5,9,0,0,3,0,0,0,3,29,19,14,18,14,21,28,42,30,0,7,0,5,0,0,5,206,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,17,0,0,9,20,13,25,17,19,8,4,9,3,0,0,0,131,10,3,55,36,38,45,91,58,24,18,34,31,7,8,14,456,0,3,0,12,42,82,82,35,11,13,5,11,10,3,8,325,0,0,0,0,14,15,30,17
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,4,0,24,0,0,0,0,0,0,0,0,0,0,0,7,6,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,9,3,0,0,0,0,0,8,9,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,7,0,0,0,4,4,0,0,3,30,0,0,0,0,0,3,3,0,0,5,0,4,0,0,5,15,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0
