SED_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
SED51104,0,0,0,0,0,12,38,3,0,0,0,0,0,0,0,60,0,0,0,0,0,3,13,3,0,0,0,0,0,0,0,24,0,0,3,3,15,9,42,16,0,3,3,0,0,0,0,105,0,0,0,0,4,16,48,23,4,9,3,10,9,12,0,136,0,0,9,5,8,14,5,9,0,0,0,0,0,0,0,55,0,0,7,3,5,18,26,23,5,0,10,0,7,0,6,107,0,0,0,0,4,10,8,6,0,0,0,0,0,0,0,33,13,21,18,25,36,12,77,23,0,3,6,3,0,0,5,246,0,7,7,0,6,0,0,3,0,0,0,0,0,0,0,24,0,0,6,6,4,9,17,13,0,0,3,6,0,0,4,52,4,0,21,22,14,20,207,133,17,10,23,27,14,3,5,520,0,0,0,0,7,16,30,23,4,15,3,5,16,4,3,127,0,0,0,4,5,12,16,19
SED51205,0,0,0,0,3,30,127,90,11,3,19,31,8,7,0,334,0,0,0,3,0,8,82,90,12,7,12,11,9,0,0,234,0,0,4,9,8,8,19,11,0,0,3,0,0,0,3,68,0,6,0,12,81,124,765,483,139,142,95,101,45,0,45,2028,0,3,18,8,0,23,3,0,0,0,0,0,0,0,0,52,0,3,9,8,3,3,20,12,5,3,0,0,0,4,0,69,0,0,0,3,5,0,6,0,0,0,0,3,0,0,0,19,22,18,18,13,23,11,16,7,3,0,6,3,0,0,0,137,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,9,17,33,29,86,105,23,11,19,30,15,3,7,399,8,8,80,81,54,97,1156,1005,416,299,590,632,148,16,89,4676,0,3,3,19,48,234,480,167,41,40,25,54,31,9,18,1167,0,0,0,7,11,20,39,55
SED51304,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,22,29,19,54,24,3,3,0,0,0,0,5,169,0,0,5,4,15,30,123,54,10,14,6,17,7,0,0,283,3,11,24,11,7,8,3,3,0,0,0,0,0,0,0,64,0,8,10,12,4,5,11,5,0,0,0,0,0,0,0,50,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,31,17,20,17,43,17,69,29,4,0,4,3,9,0,3,265,3,20,23,5,7,0,8,0,0,0,0,0,0,0,3,62,0,0,4,9,17,10,12,7,0,4,6,3,0,0,3,81,7,7,52,31,25,53,86,36,8,4,0,18,4,0,6,335,0,10,6,3,9,17,11,11,3,5,0,0,0,0,0,82,0,0,0,0,9,12,15,41
SED51401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,19,0,0,3,10,5,4,12,3,0,0,0,0,0,0,3,38,0,0,0,0,0,3,10,9,0,3,0,3,0,0,9,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,48,29,18,10,18,0,11,10,0,0,3,3,0,0,11,169,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,4,11,13,4,4,26,52,8,5,6,13,8,0,17,172,0,0,0,0,3,5,3,11,0,4,0,0,6,0,0,38,0,0,0,0,0,0,0,0
SED51504,0,0,0,0,0,3,12,0,4,0,0,0,0,0,0,13,0,0,0,0,3,0,16,11,0,0,0,0,0,0,0,31,0,4,15,19,29,23,60,29,4,5,14,3,9,4,4,223,0,0,4,10,68,87,310,229,38,35,24,41,15,5,5,873,8,15,16,8,0,10,0,0,0,4,0,0,0,0,0,65,5,6,10,0,3,6,8,9,3,5,0,5,0,0,3,71,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,15,17,21,13,8,34,21,48,14,6,5,5,3,5,0,6,205,10,22,18,4,0,3,3,3,0,0,0,0,0,0,0,60,0,0,4,20,40,28,31,27,5,3,0,20,0,5,7,193,12,5,35,20,45,69,305,250,44,39,48,64,24,8,10,985,3,7,4,4,15,32,58,26,3,10,5,9,10,3,6,177,0,0,0,0,23,29,42,41
SED51605,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,12,0,0,0,0,5,5,25,8,5,0,7,0,0,0,0,51,0,0,0,3,16,16,26,22,0,3,3,0,6,0,0,111,0,0,0,0,23,42,423,223,26,30,15,40,14,3,11,846,4,37,114,37,33,103,62,6,0,0,0,0,0,0,10,414,3,5,0,0,9,6,0,0,0,0,4,0,0,0,0,31,0,0,0,0,9,0,8,4,0,0,3,0,0,0,0,24,3,10,13,12,27,15,45,23,0,0,9,6,0,0,4,158,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,17,9,16,25,27,0,10,0,12,5,0,0,127,0,0,30,24,27,60,330,222,21,42,46,46,13,3,8,869,0,0,0,5,31,89,110,46,16,8,9,4,12,3,9,343,0,0,0,0,15,14,32,79
SED51706,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,5,13,9,8,15,0,0,0,3,4,0,0,5,55,0,0,0,0,6,0,19,30,0,0,5,6,0,0,8,77,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,46,21,15,14,27,10,15,0,0,0,0,0,0,0,7,160,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,4,0,5,0,0,3,0,0,0,0,15,3,3,16,9,5,5,70,57,12,8,11,5,3,0,3,209,3,6,0,0,0,3,16,16,5,0,4,3,4,0,0,56,0,0,0,0,0,0,3,18
SED51804,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,4,0,0,5,0,0,0,18,0,0,16,33,27,48,51,30,4,5,6,9,4,4,0,242,0,5,6,9,30,73,139,103,25,26,40,82,24,5,19,592,3,11,9,4,5,3,3,6,0,0,0,0,0,0,0,54,4,0,3,5,4,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,22,11,23,40,34,54,16,3,3,4,9,3,4,5,256,9,11,5,5,0,0,7,5,0,0,0,0,0,0,0,31,0,0,5,17,23,25,48,40,10,6,6,7,9,5,3,208,14,5,28,21,32,39,91,61,3,8,12,18,6,0,3,345,4,6,9,0,13,36,18,9,4,5,6,10,12,0,0,128,0,0,0,5,45,12,26,14
SED51902,0,0,0,0,0,6,11,14,0,0,0,4,0,0,0,37,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,18,0,0,3,18,25,20,38,6,0,0,3,11,0,0,0,122,0,0,0,0,3,3,26,18,5,6,0,0,3,0,0,68,0,3,12,0,0,15,3,0,0,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,24,19,4,0,0,0,0,0,0,54,15,15,17,17,33,22,25,7,0,0,0,0,0,0,0,150,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,5,4,4,3,0,0,0,0,0,0,0,24,0,0,24,31,19,31,355,206,24,16,13,36,22,8,13,791,0,7,0,4,3,20,18,17,3,0,0,3,5,0,0,89,0,0,0,0,7,3,6,9
SED52006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,14,15,0,25,14,8,0,0,0,3,0,0,99,0,0,0,0,3,8,39,16,0,0,3,3,0,0,0,69,5,0,14,5,0,4,0,0,0,0,0,0,0,0,3,34,5,3,7,6,3,0,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,6,4,0,0,3,0,0,0,0,16,41,32,21,18,28,6,22,16,0,0,0,0,3,0,4,203,0,4,9,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,7,4,4,0,7,3,0,0,0,0,0,0,0,31,9,7,35,18,9,4,39,52,5,4,7,10,0,0,8,193,3,7,0,0,13,12,28,26,8,12,4,17,3,7,0,135,0,0,0,0,3,0,3,24
SED52102,0,0,0,0,0,30,180,81,13,16,8,19,12,6,10,383,0,0,0,0,3,0,88,32,0,4,0,0,0,0,0,129,0,0,4,4,9,7,17,7,0,0,0,0,0,0,0,45,0,0,0,0,8,30,184,72,14,13,12,21,8,0,4,368,0,4,9,5,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,14,0,0,0,0,7,0,6,4,0,0,0,3,0,0,4,18,23,22,18,8,30,7,20,14,0,0,0,3,0,0,8,156,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,4,3,3,14,29,11,0,0,0,0,0,0,0,73,3,3,55,61,27,35,529,387,65,37,82,68,24,4,20,1389,0,0,0,7,19,53,102,41,13,7,8,3,3,6,0,267,0,0,0,0,0,5,13,20
SED52205,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,8,0,6,18,25,33,33,56,24,0,12,10,7,13,6,0,243,5,0,0,0,10,9,56,23,3,3,3,9,5,0,0,131,5,78,154,28,25,50,18,4,0,0,0,5,0,0,31,406,5,9,12,5,3,3,0,0,0,0,0,0,0,0,0,43,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,11,23,19,12,18,64,44,116,70,7,10,17,25,3,0,8,446,4,3,6,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,9,7,11,12,9,3,0,8,4,0,0,3,69,8,12,27,31,25,13,52,37,6,6,12,5,11,0,7,251,0,0,0,4,7,20,30,11,9,3,5,14,4,0,9,127,0,0,0,0,14,4,32,11
SED52301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,14,0,0,0,3,0,3,20,7,7,7,0,6,0,0,0,56,0,0,0,0,0,5,14,21,5,0,0,3,3,0,0,57,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,3,0,7,6,0,0,4,0,0,0,0,24,19,16,12,9,17,7,31,18,3,0,0,0,0,0,0,144,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,3,4,9,4,0,3,67,73,5,11,13,8,8,0,3,221,4,0,0,3,3,9,27,15,4,6,5,0,0,8,0,88,0,0,0,0,0,0,0,0
