SED_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
SED51104,0,4,3,26,14,10,7,3,0,71,3,100,165,365,249,93,49,22,0,1041,0,0,0,5,0,0,0,4,0,15,0,0,0,7,0,0,0,0,0,10,0,8,8,12,0,0,0,0,0,37,0,3,0,0,0,0,0,0,0,8,0,5,12,26,13,13,10,4,0,82,0,0,7,7,6,7,5,0,0,34,0,6,27,62,27,20,18,8,6,173,0,6,26,100,52,49,14,3,0,249,0,39,122,275,126,99,79,43,9,800,90,189,186,558,290,170,63,58,14,1615,2303,4617,3625,7908,3674,2441,1623,962,309,27465,0,0,0,11,8,0,0,0,0,25,2050,3486,1955,4260,1368,976,727,448,209,15482,0,0,4,8,3,0,0,0,0,13,0,0,0,5,0,5,0,0,0,8,0,3,3,52,10,0,0,0,0,69,0,5,0,11,0,0,0,0,0,11,0,4,4,22,11,3,5,0,0,52
SED51205,0,11,28,94,38,49,48,20,9,296,0,0,24,64,30,22,21,9,5,184,4,18,32,162,57,21,10,8,4,310,4,0,5,83,0,0,3,0,0,91,0,9,29,33,12,0,4,0,0,91,0,3,7,54,40,22,6,3,0,127,0,10,10,24,3,11,7,6,0,79,4,6,27,54,33,24,24,12,3,176,0,0,4,4,9,4,8,4,0,28,0,7,16,24,17,21,5,3,0,90,14,128,172,566,160,112,73,64,14,1302,75,138,184,577,169,132,93,52,27,1440,1964,3020,3521,9632,2942,2393,1957,1011,308,26739,0,5,33,76,15,8,8,0,0,147,1661,2131,1520,2558,1015,1018,912,393,179,11389,0,13,9,76,7,0,4,0,0,113,0,0,0,9,4,4,0,0,0,16,0,0,0,20,0,0,0,0,0,24,0,0,4,20,5,13,7,0,0,51,3,3,3,14,3,4,0,3,4,38
SED51304,0,13,8,9,8,8,17,3,4,74,0,46,83,191,121,127,67,13,4,651,0,0,0,5,3,4,10,0,0,21,0,0,0,8,0,0,0,0,0,11,0,6,3,4,0,0,0,0,0,13,0,0,3,7,0,0,0,0,0,13,5,25,25,25,18,20,7,3,0,123,0,0,0,13,13,3,5,0,0,37,0,3,3,13,24,14,14,15,5,93,0,0,8,36,46,33,20,8,0,149,0,25,35,126,106,76,97,64,8,545,8,41,37,154,118,83,77,53,15,582,1180,3175,2405,4204,3014,2452,2654,1426,321,20828,0,0,0,0,0,0,0,0,0,0,1036,2742,1720,2893,1801,1512,1725,833,290,14540,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,37,7,0,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,3,9,35,19,15,12,6,3,97
SED51401,0,0,0,0,6,0,6,0,0,10,0,13,3,30,22,25,15,3,0,116,0,0,4,15,0,0,0,0,0,23,0,0,0,4,0,0,0,0,0,8,0,3,3,3,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,4,4,12,9,9,3,0,0,26,0,0,4,20,4,3,0,0,0,37,0,0,0,6,0,10,9,0,0,22,0,0,3,15,8,9,8,0,0,42,0,4,13,93,31,36,40,28,4,251,84,240,201,507,351,396,322,180,67,2358,982,2272,1822,4090,2497,3051,2822,1373,398,19318,0,0,0,0,0,0,0,0,0,0,855,1908,1254,2737,1763,1942,1681,890,354,13382,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,6,0,3,0,9,3,6,0,0,0,23
SED51504,0,28,20,42,35,16,19,21,0,178,0,24,61,114,99,67,30,20,0,422,0,11,9,26,7,8,6,9,4,81,0,3,6,16,4,0,4,0,0,44,0,4,0,11,6,0,0,0,0,30,0,0,0,0,3,0,0,0,0,6,10,35,25,27,34,19,13,4,3,159,0,4,3,22,24,15,11,3,0,77,0,3,0,8,9,10,14,9,3,52,0,0,0,27,17,20,16,0,0,86,6,142,104,718,143,109,71,40,14,1341,24,44,47,233,78,65,62,45,24,622,1159,3429,2839,5481,3070,2428,1756,1114,499,21770,0,0,0,4,0,4,0,0,0,9,995,2419,1888,2907,1944,1381,1114,807,502,13950,0,0,0,9,0,4,0,0,0,12,0,0,0,14,0,0,4,0,0,22,0,8,3,60,10,0,0,0,0,91,0,0,0,6,0,0,0,0,0,8,3,5,7,30,27,22,5,8,0,109
SED51605,0,10,16,73,22,28,21,6,0,177,0,23,40,130,99,59,24,16,0,403,0,4,4,20,14,7,12,3,0,62,0,0,0,17,0,0,3,0,0,21,0,13,10,21,4,0,0,0,0,43,0,0,0,4,3,4,0,0,0,11,0,7,5,31,7,15,8,6,0,81,0,0,3,9,10,6,3,0,0,36,0,0,3,14,13,5,5,0,0,44,0,4,12,29,25,18,6,4,3,100,0,44,69,293,151,156,130,63,7,905,44,92,100,364,159,103,76,48,21,1002,1693,3438,3106,7231,3443,2453,1534,706,190,23802,0,0,0,6,0,0,0,0,0,9,1505,2908,2249,4141,1922,1172,756,325,110,15083,0,0,6,15,4,0,0,0,0,21,0,0,0,32,19,25,5,8,0,86,0,0,4,28,3,0,3,0,0,42,0,0,0,3,4,0,0,0,0,11,0,4,10,25,15,10,0,0,0,70
SED51706,0,3,0,0,4,4,6,0,0,21,0,19,38,73,71,40,19,5,3,269,0,0,0,0,0,3,0,0,0,4,0,0,0,20,0,0,0,0,0,23,0,4,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,10,13,0,0,41,0,0,0,8,0,3,0,0,0,17,0,0,0,5,5,13,12,3,0,42,0,3,7,18,25,20,13,0,0,89,0,10,8,58,34,35,35,19,0,211,48,145,131,352,223,234,188,110,63,1501,1371,3155,2375,5032,2778,3025,2694,1268,346,22058,0,0,0,5,0,0,0,0,0,4,1190,2697,1925,4099,2239,2212,1827,906,312,17408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,4,10,3,3,4,0,0,31
SED51804,3,33,32,37,18,21,27,13,0,186,0,22,65,119,96,95,59,30,7,489,0,0,7,12,13,9,9,3,0,62,0,0,0,4,0,0,0,0,0,9,3,3,3,3,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,3,10,38,38,52,35,33,31,14,6,244,0,7,0,0,8,0,0,0,0,17,0,3,0,11,8,8,14,6,0,54,0,0,3,21,18,25,22,3,0,100,9,58,59,208,110,109,65,46,14,669,28,73,84,289,130,137,119,102,73,1029,983,2715,2843,4499,2907,2762,2357,1585,580,21235,0,0,0,0,0,0,0,0,0,0,800,2200,2280,2834,1933,1722,1594,1141,549,15051,0,0,0,6,0,0,0,0,0,4,0,0,0,7,0,3,0,0,0,16,0,5,7,37,12,4,6,0,0,63,0,0,0,0,0,0,0,0,0,0,5,3,14,44,31,23,12,5,3,140
SED51902,0,4,12,20,19,6,13,0,0,82,5,27,62,126,108,62,25,14,0,418,0,0,0,16,9,0,0,0,0,36,0,0,0,3,0,0,0,0,0,4,0,11,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,4,4,18,14,17,16,10,0,87,0,6,0,5,6,5,0,0,0,19,0,0,0,17,16,14,11,4,4,63,0,9,22,54,29,13,4,0,0,139,0,23,30,174,72,85,55,42,6,479,49,114,104,357,204,141,75,47,21,1109,1800,3755,2808,6353,3231,2799,1956,929,218,23843,0,0,0,12,0,0,0,0,0,14,1680,3211,2259,4604,1917,1435,1013,353,112,16582,0,0,4,3,0,0,0,0,0,5,0,0,0,4,0,0,5,0,0,11,0,0,0,6,0,0,0,0,0,8,0,3,0,8,0,0,0,0,0,10,0,3,12,21,10,16,8,0,0,64
SED52006,0,0,0,0,0,3,7,5,0,16,0,30,49,73,88,63,24,18,4,347,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,12,4,7,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,9,5,14,6,17,11,6,0,74,0,9,3,4,0,0,0,0,0,25,0,8,11,27,17,18,24,20,6,131,0,3,4,15,17,21,12,4,0,65,8,18,21,59,42,60,59,43,3,309,34,71,96,323,192,173,167,117,44,1217,1006,2485,2164,3875,2499,2869,3317,1987,486,20686,0,0,0,0,0,0,0,0,0,0,961,2149,1567,2869,1650,1913,2207,1168,385,14867,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,5,13,5,0,0,0,0,27,0,0,0,3,0,0,0,0,0,3,0,5,5,17,4,10,9,0,0,54
SED52102,0,5,3,27,20,16,17,0,0,92,0,5,20,68,43,20,14,4,0,179,0,4,17,45,14,3,6,3,0,99,0,0,4,15,0,4,0,0,0,27,0,0,10,21,0,0,0,0,0,43,0,0,0,9,4,5,3,0,0,18,0,0,3,15,9,8,6,3,0,44,0,0,0,11,7,0,0,0,0,28,0,0,0,10,3,9,8,7,5,32,0,4,14,29,23,22,8,0,0,104,3,22,56,147,72,81,39,32,11,466,47,118,104,370,166,143,76,37,24,1097,1518,2961,2569,6058,2742,2442,1783,870,289,21236,0,13,31,91,21,12,4,3,0,171,1258,2398,1773,3501,1561,1371,1086,505,201,13645,0,4,9,35,15,4,0,0,0,65,0,0,0,4,0,0,0,0,0,11,0,0,0,12,0,0,0,0,0,12,0,0,3,7,3,10,3,0,0,30,0,0,0,12,3,0,5,0,0,25
