SED_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED53802,4,0,0,0,0,0,0,0,0,23,0,29,0,0,0,0,0,0,0,4,0,7,0,9,0,0,0,0,0,0,0,8,0,3,0,11,0,0,0,0,0,0,0,4,0,14,0,15,0,0,0,0,0,4,0,8,0,17,0,34,0,0,0,3,0,5,0,21,0,20,0,51,0,4,0,4,0,13,0,26,0,36,0,89,0,8,0,3,0,37,0,37,0,48,0,142,10,20,0,20,0,79,0,40,8,52,0,229,14,44,0,60,6,111,0,28,3,59,0,331,9,23,0,93,9,102,6,28,9,36,0,317,38,26,3,113,6,85,4,20,3,37,0,337,130,47,9,260,43,191,13,33,8,65,0,792,156,30,0,256,29,64,11,17,7,33,0,614,154,20,5,234,39,62,16,14,6,25,0,564,128,12,3,116,21,29,4,16,6,6,0,331,351,17,0,281,41,106,14,20
SED53902,0,5,0,6,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,4,0,0,0,0,0,6,0,10,0,0,0,0,0,5,0,6,0,7,0,17,0,3,0,5,0,12,0,12,0,12,0,46,0,5,0,5,0,27,0,17,0,10,0,70,6,9,0,15,0,40,0,15,0,26,0,117,6,18,3,41,0,57,3,21,7,24,0,180,3,16,0,51,6,49,3,11,0,24,0,170,17,14,4,58,10,47,0,15,0,13,0,177,65,28,0,164,6,113,5,23,6,27,0,436,64,24,5,182,23,43,7,10,4,16,0,384,102,26,3,189,20,75,6,14,0,10,0,448,107,14,3,165,25,32,8,12,0,12,0,380,562,54,12,566,100,246,12,22
SED54006,6,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,4,0,6,0,11,0,16,0,0,0,3,0,0,0,0,0,17,0,24,0,0,0,0,0,5,0,13,0,35,0,52,0,3,0,3,0,11,0,16,3,24,0,70,4,10,0,13,9,37,0,21,5,53,0,151,9,14,0,41,5,71,4,32,8,35,0,219,12,20,0,54,6,81,4,15,9,29,0,215,31,15,0,90,9,70,6,16,11,19,0,251,81,19,7,239,20,192,15,26,19,26,3,659,119,24,8,270,36,60,19,15,10,15,0,579,145,9,4,186,26,81,12,4,3,15,0,491,121,5,0,120,14,28,6,7,5,8,0,312,293,10,7,233,43,83,22,15
SED54104,0,0,0,0,0,3,0,0,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,0,11,0,0,0,0,0,0,0,4,0,9,0,18,0,4,0,3,0,6,0,10,0,10,0,32,0,6,0,0,0,7,0,8,0,12,0,39,4,9,0,8,0,16,0,20,4,17,0,78,4,15,0,13,0,28,0,11,4,15,0,86,4,11,0,15,0,37,0,8,0,12,0,88,8,6,0,27,4,49,0,16,0,10,0,127,41,20,3,77,6,128,3,28,0,32,0,334,43,22,3,109,14,55,3,17,0,18,0,280,62,17,3,116,12,65,6,20,3,9,0,311,74,15,0,112,21,36,0,9,0,13,0,274,875,106,16,1079,102,556,26,53
SED54203,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,0,23,0,0,0,0,0,0,0,3,0,22,0,26,4,0,0,0,0,7,0,5,0,27,0,44,7,4,0,4,0,5,0,7,0,25,0,50,3,5,3,0,0,12,0,7,0,26,0,63,3,7,0,11,0,15,0,4,4,19,0,67,10,9,0,11,0,20,3,0,3,6,0,64,9,0,0,26,3,28,3,5,0,7,3,87,35,13,3,54,7,65,4,12,4,11,0,213,34,7,8,82,14,17,10,3,4,4,0,191,54,5,9,60,8,36,8,7,9,0,0,192,43,4,6,45,13,6,5,0,0,3,0,117,133,15,8,79,13,36,10,3
SED54304,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,7,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,4,0,0,0,7,0,16,0,3,0,0,0,6,0,3,0,12,0,23,0,0,0,0,0,7,0,6,5,12,0,24,0,8,0,3,0,17,0,10,0,14,0,47,3,10,0,4,0,31,0,13,0,30,0,85,4,12,0,24,0,35,0,10,3,14,0,106,14,11,0,22,0,46,0,14,0,8,0,120,13,11,0,34,5,55,6,14,3,10,0,142,42,15,0,98,9,143,3,13,3,28,3,360,61,13,3,159,24,36,8,10,0,16,0,333,88,22,3,171,34,78,9,20,4,7,0,424,103,10,3,125,34,20,6,3,0,3,0,317,565,76,10,658,111,286,22,18
SED54403,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,23,0,28,0,0,0,0,0,0,0,4,0,9,0,18,0,0,0,0,0,4,0,6,4,20,0,32,0,0,0,0,0,4,0,0,0,23,3,44,0,0,0,4,3,16,0,6,3,14,0,53,0,0,0,7,0,28,0,9,4,12,0,72,3,9,0,15,0,44,0,5,3,9,0,95,7,8,0,43,0,58,6,8,7,8,0,141,62,13,5,99,23,191,14,21,9,3,0,451,118,19,5,229,25,59,6,7,5,8,0,485,175,18,10,181,43,111,12,7,12,3,3,578,185,7,10,170,29,32,10,0,0,0,0,440,805,37,41,541,132,271,46,16
SED54505,0,0,0,0,0,0,0,0,0,21,0,26,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,4,0,8,0,15,0,0,0,0,0,0,0,6,0,6,0,14,0,0,0,0,0,0,0,9,0,16,0,25,0,6,0,0,0,5,0,6,0,10,0,26,0,6,0,3,0,8,0,24,0,17,0,62,3,18,0,8,0,20,0,26,0,11,0,87,0,16,0,11,0,46,3,24,4,40,0,150,17,27,3,43,0,78,0,35,6,42,4,259,15,16,0,80,4,91,6,33,3,27,0,280,32,21,0,82,6,113,5,25,7,28,3,310,126,39,4,237,11,295,5,45,13,41,0,808,193,33,6,348,24,80,9,26,7,33,5,770,220,33,5,318,24,142,10,28,7,43,0,833,201,21,0,217,17,46,11,18,3,13,0,555,827,56,9,706,54,353,10,45
SED54605,0,0,0,0,0,0,0,3,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,12,0,11,0,4,0,0,0,0,0,8,0,20,0,31,0,4,0,0,0,3,0,8,4,28,0,45,0,4,0,7,0,19,0,15,4,30,0,82,5,8,0,8,0,38,0,18,7,43,0,134,4,14,0,30,10,83,0,23,3,43,0,203,8,10,0,54,3,87,4,16,10,36,0,233,5,11,0,77,6,76,0,14,0,30,0,235,50,25,10,141,16,150,5,25,13,33,0,472,63,16,4,203,18,71,11,15,10,25,0,438,94,4,5,143,22,58,7,10,8,15,0,376,115,5,0,82,17,16,12,6,0,9,0,259,241,11,0,155,36,89,22,14
SED54701,7,0,0,6,0,6,0,0,0,9,0,23,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,4,0,0,0,4,0,7,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,4,0,0,0,0,0,9,0,12,3,3,0,4,0,5,0,9,0,4,0,27,0,4,0,7,0,6,0,15,0,15,0,54,10,3,0,13,0,23,0,15,3,18,0,86,14,12,0,33,6,54,3,12,3,21,0,155,20,17,0,83,3,72,0,13,4,21,0,229,22,9,4,85,6,71,3,13,6,14,3,230,24,13,0,106,6,60,5,5,6,8,0,239,110,22,20,215,14,97,10,20,13,9,5,527,106,13,4,187,30,34,7,0,5,6,0,393,93,11,3,141,23,30,4,3,0,5,3,314,59,9,4,70,10,14,4,0,4,0,0,181,179,4,9,178,20,36,8,7
SED54804,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,5,0,9,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,6,0,4,0,13,0,0,0,6,0,10,0,9,0,7,0,29,0,3,0,10,0,15,0,7,0,8,0,45,4,3,0,6,3,23,0,14,0,13,0,72,0,8,3,20,0,26,3,10,3,13,0,94,4,13,0,38,10,45,0,9,0,9,0,127,3,13,0,55,0,46,3,8,0,18,0,151,43,27,5,184,16,125,3,25,12,10,0,452,84,25,9,255,23,42,8,17,0,19,0,484,119,28,3,271,39,83,7,12,3,4,0,575,118,11,3,190,34,30,12,4,0,3,0,415,643,58,20,755,118,266,25,19
SED54905,0,0,0,3,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,11,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,0,0,0,0,3,0,9,0,17,0,0,0,0,0,0,0,6,3,10,0,22,0,3,3,0,0,3,0,7,0,7,0,27,0,3,0,5,0,7,0,10,0,14,0,47,0,8,0,6,0,24,0,15,0,17,0,84,5,8,0,19,6,24,0,22,0,21,0,105,6,17,0,20,0,44,0,14,4,16,0,123,4,9,0,37,4,40,0,10,0,12,0,112,46,20,0,127,7,118,5,18,5,24,0,384,59,23,4,155,20,50,3,14,0,12,0,333,77,18,8,168,22,82,5,12,3,16,0,409,111,7,5,133,23,17,4,13,0,4,0,322,667,74,11,739,88,324,22,37
SED55005,0,0,0,0,0,0,0,0,0,27,0,29,0,0,0,0,0,0,0,0,5,6,0,6,0,0,0,0,0,0,0,4,0,9,0,10,0,0,0,0,0,0,0,4,0,9,0,14,0,0,0,0,0,0,0,7,0,19,0,30,0,4,0,0,0,10,5,11,6,17,0,44,0,0,0,4,0,25,4,34,4,40,0,112,6,17,0,9,0,48,0,37,3,33,0,163,6,18,0,23,0,99,3,58,5,39,3,252,15,29,0,90,4,181,3,40,8,33,5,414,21,25,0,133,4,169,6,47,7,44,6,464,57,20,3,139,12,163,6,16,4,49,0,469,210,46,9,351,41,328,15,44,17,48,0,1121,300,33,10,426,49,96,24,15,10,28,4,986,288,28,0,288,32,148,8,13,10,29,0,848,225,15,0,178,28,48,3,8,3,17,0,528,574,27,10,404,43,216,15,21
SED55102,0,0,0,0,0,4,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,13,0,16,0,0,0,0,0,4,0,4,0,15,0,28,0,3,0,4,0,5,3,11,4,19,0,46,0,4,0,8,0,30,0,20,0,14,0,87,7,15,5,19,0,69,4,28,7,30,0,184,10,27,0,80,5,103,3,35,3,24,0,299,19,12,4,94,5,102,8,28,4,18,0,298,35,15,0,149,16,106,5,24,13,18,0,385,178,35,10,374,36,242,12,29,21,25,3,963,214,30,12,354,40,84,18,19,8,18,5,793,225,15,7,253,38,102,19,10,10,16,0,696,188,10,7,154,18,28,9,9,3,5,0,423,464,29,18,338,58,153,22,23
SED55202,0,0,0,0,0,0,3,0,0,23,0,30,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,4,0,6,0,5,0,12,0,0,0,0,0,0,0,8,0,3,0,8,0,0,0,0,0,3,0,11,0,28,0,46,0,0,0,0,0,12,0,23,0,19,0,58,0,5,0,5,0,28,4,23,3,55,4,124,6,11,0,11,0,76,3,58,8,51,3,222,4,27,3,34,3,160,3,77,13,64,6,386,14,23,6,75,3,159,4,47,10,57,0,403,15,29,0,98,13,155,3,44,9,55,4,418,37,16,3,132,13,152,4,31,12,41,0,438,178,46,0,330,31,258,18,49,15,66,0,978,192,31,7,243,27,83,7,19,5,36,0,658,175,16,6,157,23,81,6,12,4,21,0,500,113,9,0,77,14,22,9,8,0,9,0,266,216,19,11,138,23,90,3,15
SED55306,0,0,3,0,0,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,3,0,5,0,12,0,0,0,0,0,3,0,4,0,0,0,17,3,5,0,4,0,5,0,13,0,15,0,50,11,5,0,13,3,14,0,13,0,20,0,69,14,16,0,29,3,38,0,21,5,23,0,133,16,22,3,49,4,77,0,34,0,32,0,234,9,25,3,125,7,59,5,16,5,16,0,272,25,27,3,113,10,63,8,12,3,6,0,269,105,44,13,304,25,104,22,16,14,16,0,658,138,38,6,301,26,51,18,16,9,8,0,614,124,26,8,222,19,48,31,11,5,0,0,493,99,15,4,129,13,11,13,3,5,0,0,287,231,34,13,262,39,68,29,16
SED55405,0,0,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,4,0,13,0,24,0,0,0,0,0,3,0,19,0,16,0,41,0,10,0,0,0,10,0,20,0,18,0,63,0,12,0,4,0,21,0,24,5,24,0,95,0,20,0,12,0,61,0,36,6,25,0,152,10,25,0,37,0,61,0,30,6,25,0,198,9,17,0,62,5,65,3,21,3,23,0,207,16,17,3,56,13,73,0,14,4,24,0,222,74,27,4,173,18,181,9,19,6,22,3,536,90,30,3,214,27,51,6,13,3,8,4,449,110,23,5,215,25,69,8,7,5,13,0,478,104,16,3,139,37,17,3,10,3,4,0,335,396,35,11,415,66,123,21,20
SED55504,3,0,0,0,0,0,0,4,0,7,0,18,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,3,0,6,0,4,0,13,0,0,0,0,0,0,0,7,0,14,0,19,0,3,0,0,0,5,0,11,0,14,0,34,0,7,0,3,0,10,0,10,0,30,0,53,4,7,0,8,0,26,0,15,4,17,0,79,5,14,0,15,0,55,0,40,7,31,0,162,16,22,0,84,5,104,10,30,9,33,0,312,17,27,6,133,14,95,3,20,3,21,0,353,27,24,7,181,18,111,10,16,7,21,5,411,177,49,0,403,38,234,15,36,22,41,3,1024,244,42,18,477,51,93,25,15,13,16,0,1005,260,27,8,349,37,93,11,16,5,15,0,830,223,14,3,193,20,32,12,8,10,10,0,524,524,32,19,359,60,145,19,17
SED55605,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,3,4,10,0,16,0,0,0,0,0,0,0,3,0,9,0,16,0,3,0,5,0,3,0,16,3,21,0,50,0,5,0,5,0,23,0,18,5,36,0,92,0,3,0,19,0,45,0,25,11,37,0,142,6,14,0,30,5,100,0,36,5,21,0,221,13,11,3,69,4,116,3,19,12,33,0,292,24,13,0,115,12,134,5,15,8,13,0,349,142,36,10,283,44,291,22,50,32,38,0,939,183,32,6,375,44,107,22,15,18,15,0,820,223,25,7,286,35,122,14,14,14,6,0,745,188,12,7,186,29,40,9,4,6,6,0,479,475,15,17,372,62,173,26,14
SED55706,9,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,5,0,9,0,3,0,0,0,0,0,0,0,4,0,10,3,0,0,4,0,0,0,3,0,10,0,16,3,0,0,5,0,0,0,12,0,10,0,32,0,5,3,5,0,11,0,15,0,14,0,62,9,8,0,19,5,20,0,31,7,19,0,118,18,29,0,31,7,48,6,29,4,33,0,200,21,47,6,77,0,65,9,38,7,17,0,281,16,27,0,95,7,62,7,31,6,16,0,274,39,33,8,124,12,45,8,12,7,17,0,301,97,45,13,240,25,100,10,29,9,22,0,587,116,32,10,246,20,40,17,7,4,9,0,495,103,27,12,147,21,37,12,10,12,4,0,370,80,4,5,81,6,11,5,0,0,0,0,198,127,20,4,134,21,45,13,7
SED55802,0,0,0,0,0,4,0,0,0,17,0,25,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,9,0,7,0,11,0,0,0,0,0,6,0,0,0,17,0,28,0,0,0,0,0,9,0,15,0,19,0,47,0,5,0,3,0,9,0,29,7,47,0,101,0,10,0,6,0,54,3,31,5,33,0,147,10,25,0,32,3,112,3,43,0,47,3,282,19,40,6,107,4,180,10,35,5,36,0,446,30,29,0,146,22,172,10,34,6,39,0,495,58,31,6,175,23,159,3,20,7,35,0,511,256,53,8,455,59,279,16,46,13,39,3,1226,301,35,9,455,48,107,8,28,16,26,0,1039,241,42,10,271,43,92,17,5,6,16,0,750,192,5,9,179,22,41,10,5,8,5,3,479,432,9,7,277,48,134,6,18
SED55905,0,0,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,5,0,7,0,14,0,0,0,0,0,0,0,0,0,17,0,21,5,3,0,0,0,0,0,11,3,36,0,55,0,7,0,10,0,14,0,13,0,23,0,64,3,16,0,6,0,40,5,31,0,38,0,138,6,16,0,35,3,49,0,18,4,34,0,178,10,14,3,47,3,66,0,17,4,26,0,188,12,12,0,85,10,71,3,16,5,16,0,237,73,36,5,220,28,163,8,26,3,39,0,605,114,32,4,287,31,67,13,13,6,27,3,587,129,16,4,249,45,84,7,10,5,7,0,562,129,10,10,166,23,39,9,9,3,3,0,390,354,24,14,320,63,114,12,12
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
