SED_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
SED51104,0,0,0,0,5,10,18,18,43,0,56,0,4,0,4,0,0,0,4,4,0,14,0,9,0,9,5,4,5,16,15,0,30,0,16,5,24,10,4,10,31,40,0,73,0,30,0,32,15,13,25,57,77,0,134,5,78,7,95,16,22,39,129,139,0,268,30,99,8,137,3,8,15,156,130,0,281,60,131,9,200,7,14,20,221,112,0,335,95,100,9,206,12,7,20,223,103,0,326,133,85,8,226,3,7,12,242,60,0,301,117,55,7,182,3,0,3,184,49,0,231,94,36,5,131,0,4,3,137,19,0,153,180,46,16,238,4,3,12,253,30,0,282,63,25,5,94,6,0,0,91,17,0,109,40,12,0,51,0,0,0,50,8,0,60,21,4,4,30,0,0,0,28,9,0,37,27,6,0,33,0,0,0,33,16,0,46,75,53,14,145,7,3,10,153,57,8,210,3,3
SED51205,0,0,4,4,0,3,0,4,35,0,42,0,3,3,3,0,0,0,6,7,0,7,0,4,0,3,0,3,5,8,18,0,25,3,3,0,8,3,6,12,20,25,0,46,0,13,0,20,3,5,12,26,62,0,92,13,41,3,57,6,4,15,71,70,0,138,20,41,9,70,9,7,12,84,86,0,172,31,59,7,103,3,6,4,108,102,0,213,85,58,0,144,10,0,14,158,96,0,253,73,34,4,109,3,5,9,118,52,0,173,53,33,3,93,0,0,5,98,34,0,135,57,24,0,80,3,0,5,89,37,0,129,123,39,12,167,5,0,6,174,45,0,220,44,17,0,62,0,0,3,63,27,0,87,44,10,0,50,0,0,0,50,10,0,63,11,4,0,16,0,0,0,16,8,0,21,29,3,0,35,0,0,0,35,6,0,45,37,30,12,85,9,4,8,98,60,9,163,0,3
SED51304,0,0,0,0,0,0,3,4,11,0,14,0,5,0,5,0,0,0,5,3,0,8,0,4,0,3,0,0,0,4,14,0,17,0,0,0,0,0,4,3,4,6,0,10,3,8,0,6,0,5,3,14,21,0,30,0,25,0,27,0,0,9,27,28,0,59,5,19,0,27,0,0,0,26,22,0,48,7,32,0,37,4,0,4,47,27,0,66,30,41,0,77,0,0,0,72,37,0,115,42,53,6,102,0,0,5,101,35,0,132,59,23,0,80,0,0,6,78,18,0,97,46,16,4,67,0,0,0,67,15,0,78,105,41,6,153,3,0,3,155,26,0,185,35,6,4,50,0,0,0,45,15,0,61,48,14,4,58,0,0,0,58,4,0,65,18,0,0,21,0,0,0,21,0,0,19,71,17,0,82,0,0,0,91,18,0,104,39,28,0,63,0,0,0,69,20,0,97,0,0
SED51401,0,0,0,4,0,0,0,6,10,0,18,0,0,0,0,0,0,0,0,6,0,5,0,3,0,3,0,0,5,9,14,0,22,3,8,0,6,0,7,5,16,13,0,25,4,4,3,10,7,3,8,20,52,0,73,7,30,0,32,5,7,14,52,64,0,119,12,39,0,52,7,0,8,59,65,0,125,23,43,11,74,3,0,0,78,91,0,168,42,30,0,81,6,8,10,82,60,0,146,42,25,0,69,3,0,3,73,41,0,110,28,7,3,40,0,0,0,43,26,0,72,19,13,6,38,0,0,5,41,13,0,54,50,15,4,74,0,0,4,79,20,0,97,16,9,4,30,0,0,0,30,9,0,39,15,0,6,22,0,0,0,18,5,0,28,7,0,0,8,0,0,0,8,5,0,15,11,3,0,10,0,0,0,10,9,0,19,28,26,8,72,0,4,4,75,34,0,107,7,3
SED51504,0,0,0,0,0,4,4,4,20,0,23,0,0,0,0,0,0,3,5,8,0,11,0,3,0,3,0,6,0,5,9,0,13,0,6,0,6,3,0,3,14,14,0,28,0,15,0,15,0,0,0,13,23,0,39,5,18,0,24,0,5,6,27,33,0,66,6,21,3,29,0,0,4,31,44,0,75,9,38,0,49,0,5,5,52,34,0,80,29,41,3,74,0,0,0,76,40,0,120,31,39,8,76,0,5,5,79,35,0,115,40,29,4,71,0,0,0,73,15,0,94,43,25,3,67,0,0,0,70,18,0,89,90,30,0,117,0,0,4,117,23,0,142,42,11,0,58,0,0,0,59,20,0,76,41,16,0,56,0,0,0,56,12,0,66,12,5,0,15,0,0,0,15,8,0,23,106,17,4,125,0,0,0,131,21,0,150,45,27,0,73,0,0,0,78,28,0,108,0,0
SED51605,0,0,0,0,3,7,7,8,14,0,23,0,3,0,3,0,0,3,8,15,0,18,0,4,0,6,4,5,3,16,4,0,22,6,6,0,11,0,3,7,12,18,0,30,0,19,0,19,0,5,5,24,48,0,70,4,39,0,46,0,15,17,59,57,0,118,9,56,5,74,4,6,11,85,48,0,133,31,73,8,117,0,9,9,120,66,0,183,70,79,4,151,0,6,4,155,53,0,210,88,55,3,142,0,8,4,144,39,0,189,91,34,5,128,4,0,3,137,26,0,156,61,31,3,88,0,0,0,96,22,0,116,137,43,7,181,6,0,4,186,35,0,224,67,26,4,87,3,0,5,94,15,0,106,55,14,4,72,0,0,0,70,8,0,80,20,4,0,31,0,0,0,31,0,0,34,44,8,0,54,0,0,0,55,7,0,63,61,24,7,89,3,6,4,97,46,3,146,5,0
SED51706,0,0,0,4,3,0,7,7,16,0,20,0,0,0,0,0,0,0,3,12,0,14,3,4,4,10,0,0,3,12,18,0,26,0,11,0,10,3,5,9,19,26,0,41,0,12,0,12,9,0,10,28,52,0,79,6,46,6,56,10,4,15,77,85,0,155,16,67,0,88,0,6,6,96,63,0,153,33,74,5,110,6,0,5,120,71,4,197,58,70,8,143,0,4,12,148,66,0,210,52,40,4,99,0,0,6,110,50,0,152,39,30,5,72,0,0,0,72,27,0,97,40,13,0,53,0,0,0,59,21,0,75,96,19,5,117,0,0,0,122,29,0,151,33,11,3,54,0,0,0,49,10,0,62,19,9,5,31,0,0,0,31,6,0,42,10,5,0,15,0,0,0,15,5,0,14,18,7,5,26,0,0,0,26,4,0,29,55,39,7,101,5,0,5,108,48,9,161,0,5
SED51804,0,4,0,4,5,0,5,8,38,0,45,4,0,0,4,0,0,4,9,14,0,17,0,0,0,0,0,0,5,5,8,0,12,0,3,0,3,0,0,0,3,16,0,20,0,11,0,15,0,0,0,18,16,0,34,0,25,0,28,4,3,4,34,24,0,49,6,16,0,22,6,3,7,33,12,0,45,10,38,0,48,3,3,8,51,28,0,83,20,43,5,61,0,0,5,65,25,0,91,24,38,4,68,0,0,0,72,27,0,98,27,33,3,59,0,0,0,63,20,0,78,37,17,0,53,0,0,5,58,29,0,86,78,38,6,119,0,0,3,124,32,0,151,28,14,0,43,0,0,0,45,19,0,71,42,13,4,61,0,0,0,61,7,0,68,12,8,0,17,0,0,0,21,9,0,25,133,44,0,176,6,0,6,182,24,5,209,52,20,6,78,0,0,4,81,32,5,120,0,0
SED51902,0,3,0,4,0,0,0,4,16,0,18,0,0,0,0,0,0,0,0,5,0,4,0,4,0,4,3,0,0,8,8,0,17,5,11,0,14,8,0,8,19,22,0,38,0,14,0,21,0,7,7,25,40,0,70,4,34,0,42,8,6,11,60,57,0,117,17,51,7,76,6,3,7,81,64,0,142,31,68,8,115,4,5,10,119,47,0,172,71,59,7,133,6,3,8,140,57,0,194,79,39,0,121,0,8,8,126,34,0,163,59,26,8,89,0,0,4,89,22,0,111,55,16,8,73,0,0,4,79,17,0,92,97,28,3,138,0,4,3,138,33,3,171,46,21,6,76,0,0,0,76,14,0,83,37,7,3,44,0,0,3,45,3,0,52,7,0,0,14,0,0,0,14,12,0,23,33,6,4,39,0,0,0,37,9,0,52,59,22,3,90,0,3,3,91,38,6,134,6,0
SED52006,3,0,0,3,0,6,9,11,20,0,33,0,3,0,3,0,0,0,6,6,0,13,0,3,0,10,5,3,6,11,15,0,24,0,5,0,5,3,3,8,15,21,0,40,0,22,0,22,10,10,19,37,39,0,79,9,47,5,66,6,21,24,88,72,0,166,18,72,0,96,7,6,8,108,71,0,181,26,80,5,112,0,10,10,120,87,0,211,52,62,3,116,5,4,6,124,76,0,196,48,52,0,107,3,0,4,112,48,3,162,50,30,3,87,0,4,0,89,24,0,122,39,14,7,68,0,0,0,67,28,0,94,81,18,10,111,0,0,0,114,34,0,145,40,12,3,53,0,0,0,63,15,0,73,34,0,0,43,0,0,0,43,9,0,52,15,3,0,16,0,0,0,12,0,0,18,34,6,4,49,0,0,0,50,10,0,64,47,39,7,89,3,0,9,98,56,4,155,7,4
SED52102,0,0,0,4,4,0,4,6,19,0,23,0,0,0,7,0,3,4,6,10,0,17,0,3,0,4,7,3,5,9,9,0,14,0,10,0,13,3,3,4,15,30,5,52,4,6,0,12,9,14,21,27,49,4,78,4,39,4,47,4,11,19,68,62,0,130,15,51,3,69,7,9,17,82,60,0,144,35,64,4,97,0,5,4,97,70,0,174,74,79,3,157,4,4,8,169,60,0,230,81,51,4,140,3,0,4,143,44,0,191,72,24,0,104,4,0,3,103,40,0,144,62,28,4,95,0,3,3,98,29,0,130,135,30,3,168,0,0,7,171,36,0,202,59,21,3,83,0,0,0,83,18,0,97,39,9,3,49,0,0,0,54,0,0,53,22,0,0,21,0,0,0,21,8,0,27,41,5,4,45,0,0,0,44,11,0,53,66,27,11,109,4,3,10,114,63,0,182,0,0
SED52205,0,4,0,4,0,5,5,5,19,0,28,0,5,0,6,0,0,0,5,5,0,11,0,4,4,3,4,4,8,14,18,0,35,3,10,0,15,0,7,3,19,40,0,60,4,17,0,20,5,5,11,28,58,3,91,0,38,0,42,3,13,13,53,80,0,139,10,55,3,64,0,8,7,73,68,0,144,20,66,7,87,0,5,9,91,105,0,196,48,67,0,120,5,3,10,130,79,0,211,47,53,7,110,3,0,4,115,48,0,170,64,55,5,125,0,10,10,131,42,0,173,53,40,3,95,0,0,0,93,21,0,120,118,32,7,153,0,0,0,154,33,0,191,42,14,0,61,0,0,4,59,18,0,76,48,6,0,59,3,0,3,59,3,0,66,19,0,0,20,0,0,0,20,7,0,29,64,9,3,78,0,0,0,78,13,0,94,56,48,5,112,0,4,5,119,56,0,178,0,0
SED52301,0,0,0,0,0,0,0,0,28,0,27,0,0,0,0,0,0,0,4,13,0,13,0,4,0,6,4,5,8,15,29,0,41,0,7,0,9,5,7,11,22,33,3,54,0,15,0,20,9,8,16,37,56,0,97,10,40,4,44,0,14,14,60,82,0,143,17,64,5,86,3,8,11,100,70,0,165,28,60,9,99,5,4,7,102,99,0,203,62,64,10,139,3,0,3,139,67,0,205,60,34,6,102,5,3,7,102,38,0,138,52,32,4,98,0,6,3,99,25,0,125,63,21,3,80,0,0,0,83,23,0,101,90,19,7,113,0,0,0,112,29,0,145,43,14,5,61,0,0,0,61,19,0,79,32,4,5,39,0,0,0,39,3,0,42,11,4,0,14,6,0,6,20,3,0,20,19,3,0,26,0,0,0,27,3,0,28,57,24,3,85,3,0,9,89,49,8,153,0,0
SED52404,0,0,0,0,4,0,5,9,17,0,24,0,0,0,0,0,0,0,0,4,0,9,0,8,0,8,0,0,0,10,8,0,18,0,10,0,16,0,3,3,19,16,0,40,8,15,4,22,0,3,3,22,33,0,58,5,17,0,30,0,4,11,41,39,0,77,6,53,0,61,5,4,10,72,37,0,105,24,56,3,86,0,0,0,90,54,0,148,50,70,3,125,0,4,4,127,49,0,179,62,41,3,108,0,3,8,113,28,0,142,56,23,7,77,3,3,8,85,35,0,123,61,22,0,88,3,0,3,90,20,0,110,132,42,9,175,0,4,5,179,37,0,216,38,10,3,57,0,0,0,57,28,0,85,45,5,0,50,4,0,4,55,7,0,60,16,0,0,21,0,0,0,21,0,0,21,61,5,3,67,0,0,5,75,9,0,77,68,39,0,106,6,0,6,112,39,6,146,5,0
SED52505,0,0,0,0,0,0,7,7,33,0,37,0,0,0,0,0,0,0,0,10,0,5,0,5,0,5,0,0,0,9,14,0,18,0,8,0,10,0,6,4,18,9,0,23,0,14,0,16,3,0,7,20,21,0,44,3,18,5,21,3,7,8,33,36,0,65,7,35,4,46,0,9,9,54,24,0,76,25,41,4,73,0,0,6,77,62,0,130,71,58,0,139,0,0,5,139,39,0,180,71,49,4,125,0,0,4,128,44,0,167,70,48,6,121,0,0,0,125,27,0,153,82,22,3,107,0,0,4,107,24,0,137,124,39,0,165,0,3,0,172,37,0,207,46,14,4,69,0,0,4,71,14,0,86,40,13,5,61,0,0,0,58,8,0,66,28,3,0,29,0,0,0,29,5,0,36,61,12,0,75,0,0,0,77,11,0,86,38,29,12,81,0,0,0,83,37,0,118,0,0
SED52604,0,0,0,0,0,4,4,3,11,0,19,0,3,0,5,0,0,8,8,4,0,19,0,3,0,3,0,0,0,4,8,0,10,0,7,0,8,0,3,3,13,14,0,25,0,16,0,17,0,0,3,21,30,5,55,7,30,3,43,9,10,16,65,35,0,99,9,49,7,61,0,5,7,68,37,0,99,30,42,5,74,0,0,8,80,40,0,124,43,53,4,106,0,0,0,102,43,0,146,61,38,3,95,4,0,3,104,36,0,143,60,29,6,92,0,0,0,91,22,0,117,52,27,6,85,0,3,5,90,20,0,106,112,39,10,162,0,0,0,159,23,0,183,40,11,3,58,0,0,4,56,12,0,71,49,8,3,55,0,0,0,55,8,0,64,20,4,0,23,0,0,0,23,3,0,25,47,5,0,55,0,0,0,55,10,0,67,53,29,4,98,3,3,4,97,33,4,134,0,0
SED52702,0,0,0,0,3,0,3,3,16,0,14,0,0,0,0,0,0,0,0,0,0,4,0,9,5,8,0,0,0,10,0,0,14,0,5,0,4,4,0,3,8,11,0,22,0,8,0,12,3,0,3,14,27,0,41,5,23,0,31,3,0,3,36,27,0,59,4,29,0,36,6,3,7,45,34,0,76,22,32,3,58,0,0,4,62,25,0,89,28,38,4,77,3,4,7,82,51,3,140,33,39,0,69,0,0,0,72,36,0,110,38,23,0,64,0,0,0,66,27,0,88,39,16,4,53,0,0,0,53,23,0,79,91,31,5,130,0,0,0,129,29,0,160,42,14,0,56,0,0,5,57,19,0,70,35,6,5,47,0,0,0,47,8,0,60,14,3,0,20,0,0,0,20,7,0,30,44,5,0,54,0,0,0,54,10,0,65,50,22,8,75,0,4,5,81,40,0,121,0,0
SED52803,0,0,0,0,4,0,3,4,15,0,17,0,0,0,5,0,0,0,0,8,0,10,0,0,0,3,7,4,7,9,9,0,23,0,4,0,7,5,3,3,9,25,0,40,0,6,4,13,0,3,3,20,34,0,56,5,22,0,27,3,0,7,30,57,0,93,15,33,5,55,0,0,0,56,41,0,95,31,28,0,59,0,4,4,61,40,0,99,43,25,0,65,6,0,6,66,29,0,97,51,19,0,73,0,4,3,79,17,0,95,58,8,3,71,0,0,0,70,6,0,85,53,11,4,68,0,0,0,68,3,0,69,96,14,10,122,0,0,0,121,24,0,147,26,9,4,44,0,0,0,39,14,0,62,33,4,0,42,0,0,0,45,3,0,48,24,0,0,27,0,0,0,27,0,0,27,56,3,5,65,0,0,0,65,8,0,67,49,7,3,59,0,0,0,63,38,3,102,4,4
SED52903,0,0,0,0,0,0,0,4,17,0,21,0,0,0,0,0,0,0,0,13,0,18,6,11,3,12,0,5,12,23,104,0,127,0,9,0,14,8,7,11,25,111,3,130,6,16,0,17,0,6,3,26,116,0,139,5,26,5,36,5,4,12,45,97,0,137,11,31,3,48,0,4,11,52,105,4,164,23,32,3,54,6,6,9,65,89,0,154,37,31,7,70,4,0,10,84,58,0,147,52,17,3,68,0,0,3,74,46,0,120,55,15,0,71,0,0,0,73,13,0,89,39,14,0,57,0,0,0,57,19,0,71,89,14,3,111,0,0,0,111,23,0,129,23,3,0,32,0,0,0,32,6,0,40,20,4,6,30,0,0,0,30,0,0,32,5,0,4,11,0,0,0,11,0,0,10,10,4,3,19,0,0,0,20,8,0,25,53,24,11,83,0,8,8,88,81,13,184,0,6
SED53004,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,4,9,0,9,0,3,0,8,0,0,4,10,4,0,14,0,7,0,7,3,3,7,18,24,0,37,0,11,0,11,6,0,3,15,28,0,43,0,29,4,37,6,4,7,46,36,0,84,4,40,0,47,4,0,4,52,25,0,73,17,47,6,71,0,4,3,73,46,0,124,65,54,5,121,0,0,5,125,67,0,186,59,59,3,124,4,0,10,127,38,0,170,65,43,0,108,0,0,0,108,35,0,142,63,21,6,87,0,0,0,87,23,0,115,111,43,3,162,3,0,3,165,39,0,199,56,11,3,73,0,0,0,71,22,0,96,60,15,0,71,0,0,0,72,9,0,81,21,0,0,21,0,0,0,21,3,0,29,41,11,7,57,0,0,3,63,8,0,66,74,27,7,104,5,0,7,105,34,4,142,3,0
SED53105,0,0,0,4,3,3,8,10,25,0,34,0,5,0,6,0,0,0,6,8,0,9,0,3,0,4,3,7,3,13,20,0,32,0,8,0,8,9,5,17,22,45,0,68,7,14,0,21,11,14,21,44,66,0,108,3,56,8,66,8,14,24,92,124,0,218,21,77,4,104,9,11,13,120,93,0,212,61,86,4,149,3,3,6,154,107,0,263,78,82,3,170,8,0,7,179,86,0,266,73,55,10,138,4,9,12,148,75,0,222,100,30,5,141,0,0,0,145,36,0,178,83,18,7,108,0,0,4,111,29,0,141,119,32,11,163,5,0,6,168,36,0,203,46,22,0,65,0,0,0,67,23,0,92,42,8,0,51,0,0,0,50,4,0,62,15,3,0,26,0,0,0,21,4,0,28,33,5,0,35,0,0,0,35,11,0,45,61,37,19,110,4,0,3,116,47,0,163,5,0
SED53204,0,0,0,0,0,0,0,9,16,0,26,0,0,0,0,0,5,5,3,3,0,5,0,9,0,9,0,0,0,6,3,0,13,0,9,0,9,0,4,7,16,18,0,35,0,9,0,16,0,5,11,29,27,0,54,0,42,5,49,3,10,14,60,49,0,112,15,59,6,76,4,8,8,84,40,0,130,29,57,5,93,0,8,6,100,57,0,153,69,62,3,139,0,5,8,140,52,0,193,65,53,5,124,0,0,4,124,32,0,158,80,35,7,120,3,0,4,127,31,0,160,93,32,7,126,0,0,0,125,20,0,145,133,40,6,180,4,0,4,180,32,0,218,63,17,7,90,0,0,5,96,21,0,111,41,14,4,54,0,0,0,54,4,0,60,21,3,0,28,0,0,0,28,5,0,33,38,7,0,43,0,0,0,48,3,0,52,61,29,11,97,0,4,4,100,38,0,143,0,0
SED53306,0,0,0,3,0,5,6,9,30,0,34,0,5,0,6,0,0,0,8,13,0,18,0,7,0,10,0,5,7,15,15,0,34,3,16,0,22,6,9,19,36,41,0,78,3,19,0,27,14,7,21,39,86,0,130,3,77,3,87,14,20,36,122,161,6,289,17,92,11,120,12,13,27,143,112,0,253,32,93,3,132,9,11,18,148,131,0,281,63,79,5,145,5,4,12,153,99,0,252,90,50,6,137,3,0,8,148,78,0,220,57,35,6,93,0,0,0,97,32,0,127,52,19,3,73,0,0,5,81,39,0,118,105,26,17,152,0,0,0,151,30,0,187,40,19,3,62,0,0,0,62,21,0,81,23,3,4,34,0,0,0,34,8,0,42,15,3,0,16,0,0,0,22,3,0,21,15,3,0,24,5,0,3,26,7,0,29,49,33,13,97,3,5,10,106,67,0,181,0,0
SED53402,0,0,0,0,3,3,8,13,24,0,40,0,0,0,0,0,0,0,4,8,0,8,0,4,0,6,3,0,4,11,19,0,29,0,10,0,10,8,7,13,20,21,0,41,3,8,0,14,3,3,7,20,48,0,68,0,23,0,26,5,9,14,44,44,0,93,14,41,3,48,0,9,7,58,59,0,119,24,39,0,62,7,4,8,72,62,0,137,31,46,11,91,5,0,3,92,49,0,143,57,35,6,93,6,0,6,98,42,0,141,63,29,6,103,0,0,0,107,34,0,139,55,23,3,86,3,0,3,88,16,0,102,120,23,11,152,0,0,0,151,23,0,176,42,8,3,57,5,0,4,56,21,0,81,33,13,0,45,0,0,0,50,7,0,58,7,6,0,14,0,0,0,14,8,0,17,57,3,4,61,0,0,0,61,3,0,67,46,29,3,80,3,0,6,82,33,0,124,0,0
SED53502,0,3,0,0,0,8,7,8,37,0,50,0,0,0,0,0,0,0,5,13,0,18,0,9,0,11,3,3,9,20,24,0,42,0,8,0,10,4,9,10,18,24,0,47,0,18,6,24,4,12,16,33,76,0,111,10,48,0,59,6,22,30,83,88,3,178,17,70,5,95,7,12,18,113,86,0,196,51,64,4,119,5,5,12,126,120,0,248,58,69,11,136,7,0,10,146,93,0,244,81,68,5,163,5,3,10,171,75,0,239,82,31,9,114,0,5,3,122,38,0,155,92,31,6,131,0,0,0,131,26,0,157,149,44,15,207,0,0,0,207,52,0,263,72,20,4,97,0,0,0,101,7,0,108,44,10,0,52,0,0,0,56,8,0,57,15,3,4,20,0,0,0,20,8,0,32,40,7,6,47,0,0,0,47,9,0,52,68,41,7,113,3,3,9,121,46,4,174,3,3
SED53602,0,0,0,3,4,4,10,8,46,6,62,0,7,0,4,0,6,6,6,14,0,21,0,11,0,8,5,3,10,22,32,0,55,0,21,0,22,10,3,14,33,47,0,81,4,32,0,36,7,12,15,51,91,0,145,8,56,0,65,15,17,30,92,120,0,216,30,75,6,110,3,10,18,124,126,3,257,53,65,9,125,3,9,15,134,167,4,303,76,76,7,160,8,0,6,167,139,0,307,102,74,7,184,9,5,12,193,91,0,289,71,32,3,108,4,0,8,113,77,0,190,74,29,5,109,0,0,0,108,67,0,170,82,51,9,138,3,6,13,150,68,0,215,45,17,4,60,3,4,4,64,27,0,92,29,18,7,53,0,0,0,57,4,0,61,18,5,0,19,0,0,0,19,4,0,29,15,5,0,22,0,0,0,26,13,3,42,49,36,13,92,4,12,17,110,73,8,189,0,0
SED53701,0,0,0,0,0,0,3,5,14,0,15,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,3,0,3,4,11,0,20,0,7,0,3,5,3,7,14,19,0,35,0,15,3,18,0,4,7,24,39,0,57,5,44,3,48,6,11,14,63,46,0,108,13,36,0,46,3,0,3,53,44,0,98,20,38,8,63,0,0,0,67,49,0,120,33,23,8,65,0,0,3,70,30,0,97,35,24,3,64,0,0,0,60,25,0,92,39,10,3,51,0,0,0,56,12,0,71,22,8,4,39,0,0,0,42,6,0,52,35,13,0,51,0,0,0,51,18,0,65,20,0,0,24,0,0,0,24,4,0,33,10,6,0,16,0,0,0,16,0,0,20,9,0,0,13,0,0,0,13,0,0,11,14,0,3,17,0,0,0,17,6,0,25,43,24,3,75,4,0,3,72,41,0,116,0,0
