SED_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
SED51104,276,8,0,0,0,285,98,7,0,0,0,104,92,5,0,0,0,105,172,4,0,0,0,177,283,7,0,0,0,293,1301,37,0,0,3,1342,2401,40,0,0,0,2443,3210,26,0,0,0,3238,1272,5,0,0,0,1281,592,0,0,0,0,591,332,0,0,0,0,335,610,10,0,0,0,624,10659,143,10,0,9,10822
SED51205,277,33,8,0,0,318,99,17,0,0,0,117,95,18,0,0,0,118,171,38,8,0,0,214,229,52,18,0,0,302,914,209,51,0,6,1183,1296,235,48,0,0,1581,1410,129,26,0,0,1568,471,35,3,0,0,505,333,34,4,0,0,363,204,9,4,0,0,217,318,52,8,0,0,376,5810,866,173,7,9,6854
SED51304,279,17,0,0,0,300,77,17,0,0,0,103,63,0,3,0,0,65,111,7,5,0,0,124,142,13,4,0,0,156,400,46,7,0,0,448,491,74,11,0,0,577,1011,107,5,0,0,1121,895,62,0,0,0,960,1001,58,3,0,0,1066,752,45,5,0,0,793,325,25,4,0,0,350,5544,478,49,0,0,6067
SED51401,307,4,0,3,0,309,177,0,0,0,0,185,184,3,0,0,4,188,320,4,0,3,0,324,368,0,0,0,0,367,756,3,0,0,0,766,556,0,0,0,0,559,497,0,0,0,4,501,190,0,0,0,0,194,121,0,0,0,0,125,92,0,0,0,0,93,211,3,0,4,0,217,3784,15,4,12,18,3829
SED51504,296,37,35,0,0,363,61,3,12,0,0,79,45,9,12,0,0,62,66,20,35,0,0,119,80,35,47,0,0,170,221,115,126,0,0,458,201,110,110,0,0,419,514,203,54,0,0,774,408,97,21,0,0,531,831,105,23,0,0,962,1302,102,12,0,0,1415,263,56,17,0,0,328,4286,888,503,0,3,5687
SED51605,299,17,7,0,0,326,88,3,0,0,0,95,98,5,6,0,0,109,163,9,10,0,0,179,234,7,26,0,0,270,784,59,72,0,0,919,1423,73,72,0,0,1567,2281,38,50,0,0,2369,1112,16,4,0,0,1133,741,9,12,0,0,757,400,8,0,0,0,408,423,14,10,0,0,448,8051,250,262,5,7,8565
SED51706,229,0,0,0,3,232,145,4,0,0,0,150,125,5,3,0,0,129,235,5,0,0,0,245,392,8,0,6,0,404,1229,20,3,0,4,1253,1526,13,0,0,0,1544,1522,4,0,3,3,1530,544,0,0,0,0,549,337,4,0,0,0,347,211,4,0,0,0,215,365,7,0,0,0,378,6864,83,6,15,11,6977
SED51804,218,35,34,0,0,288,41,3,4,0,0,53,24,7,7,0,0,37,45,9,20,0,0,79,55,24,22,0,0,96,144,46,81,0,0,273,125,71,77,0,0,275,329,107,90,0,0,523,255,58,39,0,0,355,494,126,54,0,0,672,1537,115,66,0,0,1722,285,41,30,0,0,353,3549,643,533,0,0,4722
SED51902,311,0,0,0,0,311,88,0,0,0,0,88,90,0,0,0,0,91,151,0,0,0,0,155,255,4,0,0,0,262,1030,17,4,0,0,1044,1711,15,0,0,0,1728,2593,4,0,0,3,2602,1240,0,0,0,0,1247,901,0,0,0,0,904,477,0,0,0,0,484,489,0,0,0,0,494,9342,45,12,5,11,9408
SED52006,238,16,7,0,0,256,103,11,0,0,0,114,91,14,0,0,0,104,168,9,0,3,0,180,242,10,0,3,0,256,822,50,3,0,0,880,1203,25,7,0,0,1231,1486,28,5,0,0,1512,532,8,4,0,0,548,387,4,3,0,0,390,269,0,0,0,0,271,358,15,3,0,0,373,5888,186,39,8,0,6119
SED52102,245,3,0,4,0,251,95,5,0,0,0,100,101,3,0,0,0,108,177,0,0,0,0,178,261,9,0,0,0,272,1004,31,4,0,0,1039,1529,46,0,0,0,1578,1927,23,0,0,0,1955,635,3,0,0,0,636,412,5,0,0,0,419,255,0,0,0,0,264,426,6,5,0,0,441,7079,149,7,13,0,7255
SED52205,216,55,28,0,0,303,81,16,10,0,0,101,72,19,11,0,0,94,108,21,20,0,0,141,134,41,33,0,0,210,451,140,95,0,0,689,613,174,94,0,0,880,1095,180,95,0,0,1371,537,89,48,0,0,673,613,104,35,0,0,753,415,41,31,0,0,489,261,58,23,0,0,347,4588,944,515,7,6,6062
SED52301,177,11,0,0,0,192,110,0,0,0,0,113,81,6,0,0,0,88,228,10,6,0,4,252,318,15,0,0,0,341,912,40,3,0,0,959,957,28,3,3,3,1000,974,29,0,0,0,1009,316,3,0,0,0,323,258,13,0,0,0,269,156,7,0,0,0,167,264,6,4,0,0,272,4758,186,20,9,5,4978
SED52404,316,21,3,0,0,345,100,4,0,0,0,106,82,10,0,0,0,83,146,14,0,0,0,161,192,22,4,0,0,218,549,57,9,0,0,615,884,98,14,0,0,996,1666,96,5,0,0,1775,921,40,0,0,0,962,800,19,0,0,0,820,546,8,0,0,0,559,402,26,6,0,0,430,6615,410,42,0,0,7069
SED52505,323,14,0,0,0,340,77,4,0,0,0,78,87,3,0,0,0,90,138,10,0,0,0,145,191,3,0,0,0,191,818,34,7,0,0,856,1727,74,0,0,5,1806,3239,73,0,0,3,3319,1610,22,0,0,6,1636,983,17,0,0,0,1002,563,10,0,0,0,575,510,10,0,0,0,526,10262,280,16,5,11,10568
SED52604,300,21,7,0,0,327,109,11,4,0,0,123,86,5,3,0,0,88,127,16,13,0,0,150,180,7,10,0,0,194,576,59,42,0,0,680,822,71,43,0,0,932,1461,65,15,0,0,1545,814,25,10,0,0,852,728,15,5,0,0,751,516,8,0,0,0,522,365,10,4,0,0,383,6088,308,159,0,0,6554
SED52702,288,4,3,0,0,298,111,0,0,0,0,111,98,0,0,0,0,100,143,0,0,0,0,144,206,3,0,0,0,212,554,11,6,0,0,571,805,10,0,0,0,816,1459,10,0,0,0,1470,844,0,0,0,0,844,777,0,0,0,0,782,477,0,0,5,0,483,337,3,0,0,0,342,6102,47,14,8,8,6174
SED52803,124,9,0,0,0,132,76,4,0,0,0,84,96,11,0,0,0,106,220,17,0,0,0,237,290,31,0,0,0,321,857,74,5,4,0,942,870,37,0,0,0,910,858,43,0,4,0,908,298,6,0,0,0,309,237,9,0,0,0,249,120,4,0,0,0,123,236,10,0,0,0,247,4291,248,12,12,0,4561
SED52903,54,5,0,0,0,64,12,0,0,0,0,14,13,4,0,0,0,17,38,5,0,5,0,44,51,4,5,4,0,62,162,14,5,0,0,184,212,17,6,0,0,235,370,22,5,10,0,399,235,7,0,4,0,253,242,4,0,3,0,250,139,0,0,7,6,157,99,5,0,3,3,112,1619,94,23,40,18,1794
SED53004,308,29,0,0,0,332,100,8,0,0,0,100,96,3,0,0,0,100,135,12,0,0,0,149,203,12,0,0,0,222,608,52,7,0,0,668,886,104,0,0,0,986,1842,110,0,0,0,1954,964,30,0,0,0,995,641,18,0,0,0,656,323,12,0,0,0,332,349,14,0,0,0,365,6448,404,6,5,0,6867
SED53105,284,18,6,0,0,299,125,0,0,0,0,137,120,7,3,0,0,126,205,5,5,0,0,212,368,20,15,0,0,402,1390,57,23,0,0,1472,1911,70,5,0,0,1991,2195,66,6,0,0,2272,871,18,0,0,0,889,526,9,0,0,0,533,308,0,0,0,0,306,414,13,0,0,0,425,8711,281,75,0,4,9062
SED53204,331,17,0,0,0,346,104,0,0,0,0,104,76,5,0,0,0,80,159,9,0,0,0,175,262,5,0,0,0,269,876,64,0,0,0,941,1370,102,0,0,0,1471,2682,82,0,0,5,2768,1361,14,0,0,0,1380,800,16,0,0,0,820,417,0,0,0,0,422,470,17,0,0,0,490,8923,338,0,0,5,9266
SED53306,217,25,4,0,0,245,109,16,5,0,0,128,91,20,3,0,0,111,190,25,7,0,0,222,245,43,17,0,0,302,1058,73,23,0,0,1160,1329,51,11,0,0,1393,1440,31,21,0,0,1488,446,11,4,0,0,467,284,10,11,0,0,308,188,8,11,0,0,207,337,14,5,0,0,361,5943,330,127,0,5,6396
SED53402,237,51,20,0,0,309,68,27,12,0,0,104,46,14,14,0,0,82,115,35,44,0,0,194,135,56,58,0,0,250,430,198,196,0,0,824,611,275,125,0,0,1008,1174,221,90,0,4,1487,735,107,27,0,0,863,677,89,11,0,0,787,409,43,12,0,0,466,242,29,36,0,0,312,4886,1140,640,0,8,6676
SED53502,292,16,6,0,0,311,91,11,0,0,0,101,111,10,3,0,0,122,189,29,10,0,0,216,278,43,3,0,0,326,1006,136,17,0,0,1162,1408,85,13,0,0,1509,1944,58,6,3,3,2010,820,18,3,0,7,845,521,11,3,0,0,541,281,7,0,0,0,286,391,22,0,0,0,416,7332,443,58,9,9,7854
SED53602,322,41,0,0,0,372,117,17,0,0,0,133,107,21,0,0,0,129,178,62,4,0,0,244,273,75,6,0,0,351,1051,279,27,0,0,1350,1244,217,11,0,0,1477,1042,105,9,0,0,1164,317,30,0,0,0,347,197,13,0,0,0,212,150,8,0,0,0,166,347,51,7,0,0,409,5365,933,63,0,0,6358
SED53701,328,4,0,5,3,339,112,3,0,0,0,123,131,0,0,0,3,137,221,0,0,0,0,227,231,4,0,0,0,242,626,6,0,6,5,636,666,6,0,4,4,683,810,0,0,5,0,818,403,4,0,3,0,410,292,0,0,0,0,292,171,0,0,0,7,177,310,0,0,6,0,315,4308,30,3,30,22,4390
SED53802,242,50,0,0,0,295,57,21,0,0,0,82,87,19,3,0,0,105,112,49,4,0,0,165,172,63,4,0,0,242,573,316,4,0,0,892,872,369,4,0,0,1248,1168,314,0,0,0,1481,494,85,0,0,0,585,421,58,0,0,0,478,231,28,0,0,0,259,280,79,0,0,0,359,4712,1450,18,0,0,6185
SED53902,198,87,23,0,0,301,56,12,9,0,0,72,29,27,6,0,0,68,72,47,24,0,0,138,102,57,45,0,0,202,297,262,127,0,0,684,350,297,117,0,0,769,655,375,96,0,0,1127,439,145,31,0,0,614,543,124,14,0,0,683,582,68,0,0,0,649,215,76,8,0,0,301,3529,1582,499,0,0,5610
SED54006,267,3,0,0,0,271,113,4,0,5,0,116,117,0,0,0,0,122,206,6,0,0,0,206,272,5,0,5,0,283,959,13,0,4,0,969,1283,3,0,3,0,1295,1433,4,5,0,3,1442,592,0,0,0,0,591,464,0,0,0,0,466,262,0,0,0,0,262,357,0,0,0,0,361,6325,34,3,17,4,6388
SED54104,205,31,46,0,0,282,39,7,12,0,0,61,26,11,16,0,0,58,42,17,30,0,0,86,38,23,40,0,0,102,131,54,149,0,0,335,131,73,201,0,0,404,274,109,196,0,0,577,225,76,90,0,0,396,469,99,74,0,0,638,1213,82,50,0,0,1349,183,32,26,0,0,251,2993,615,925,3,4,4536
SED54203,45,0,0,9,3,55,39,0,0,0,0,38,31,0,0,5,0,31,42,7,0,0,0,51,56,3,0,0,0,62,135,0,0,8,0,147,125,4,0,0,0,132,169,4,0,9,0,185,87,0,0,3,0,90,62,0,0,3,0,67,54,0,0,7,3,69,59,0,0,5,0,62,896,22,0,57,13,991
SED54304,105,59,106,0,0,269,38,10,38,0,0,86,27,9,35,0,0,77,42,15,53,0,0,110,77,33,107,0,0,213,148,94,399,0,0,637,188,148,532,5,0,867,441,213,542,3,0,1193,381,153,233,4,0,775,545,146,231,0,0,926,517,93,150,0,0,762,114,57,117,0,0,290,2616,1030,2543,15,5,6212
SED54403,61,11,0,0,0,77,32,9,0,0,0,40,23,9,0,0,0,35,85,18,0,0,0,104,104,19,3,4,0,130,307,46,3,0,0,359,358,30,0,0,0,393,444,41,5,9,0,494,213,12,0,4,0,232,220,7,0,0,0,234,201,7,0,0,0,214,123,7,0,0,0,137,2183,221,23,20,5,2448
SED54505,325,26,10,0,0,358,83,5,0,0,0,94,74,5,8,0,0,85,107,10,6,0,0,127,133,10,0,0,0,143,424,48,16,0,0,483,521,61,29,0,0,609,1021,83,38,0,0,1137,754,33,8,0,0,799,694,34,5,0,0,732,573,21,0,0,0,598,316,12,12,0,0,340,5029,361,125,0,0,5517
SED54605,241,20,11,0,0,273,107,6,6,0,0,123,83,7,4,0,0,102,156,27,11,5,0,200,273,29,23,0,0,330,1001,57,53,0,0,1112,1113,34,26,0,0,1178,1002,26,21,0,0,1052,355,7,18,0,0,372,245,11,8,0,0,259,142,5,6,0,0,156,308,12,7,0,0,327,5042,237,206,6,0,5490
SED54701,318,0,0,0,0,321,118,0,0,3,0,118,151,4,0,0,0,157,281,9,0,0,0,290,307,4,0,0,0,314,707,12,0,0,3,719,544,6,0,0,0,546,479,10,0,0,0,487,180,0,0,0,0,184,121,0,0,0,3,124,87,0,0,0,0,90,222,3,0,0,0,229,3514,47,3,13,11,3587
SED54804,192,81,12,0,0,287,57,24,5,0,0,85,39,29,8,0,0,67,69,50,10,0,0,139,91,67,18,0,0,190,286,254,44,0,0,592,378,436,83,0,0,898,822,646,76,0,0,1542,654,291,27,0,0,973,783,216,26,0,0,1024,553,106,21,0,0,686,221,131,18,0,0,368,4154,2346,345,8,0,6856
SED54905,191,95,24,0,0,306,44,21,4,0,0,67,46,18,12,0,0,77,63,34,9,0,0,110,54,34,17,0,0,108,173,188,96,0,0,454,228,225,90,0,0,543,477,299,84,0,0,866,408,150,42,0,0,592,512,137,38,0,0,685,739,109,25,0,0,874,186,80,24,0,0,288,3105,1392,475,0,7,4979
SED55005,331,8,0,0,0,333,120,5,0,0,0,118,110,7,0,0,0,117,184,4,0,0,0,192,271,15,0,0,0,288,1131,47,0,0,0,1178,1611,40,0,0,0,1661,2221,42,3,0,0,2267,973,3,0,0,0,979,604,3,0,0,0,616,378,5,0,0,0,385,487,3,0,0,0,492,8427,175,15,0,0,8622
SED55102,273,3,0,0,0,276,94,0,0,0,0,96,77,4,0,0,0,78,125,0,0,0,0,127,256,8,0,0,0,266,1041,40,0,0,0,1082,1613,40,0,0,0,1663,2426,59,3,0,0,2490,1157,18,0,0,0,1171,858,11,4,0,0,878,510,5,0,0,4,510,472,12,3,0,0,485,8899,198,19,0,3,9122
SED55202,307,22,7,0,0,332,105,14,0,0,0,120,103,7,0,0,0,112,222,28,14,0,0,257,355,38,6,0,0,400,1288,104,30,0,0,1425,1614,79,17,0,3,1720,1514,53,10,0,0,1579,454,6,0,0,0,462,245,12,4,0,0,250,152,3,0,0,0,159,374,15,0,0,0,395,6728,380,96,0,3,7199
SED55306,247,11,0,0,0,258,114,11,0,0,0,120,83,7,0,0,0,92,169,10,0,0,0,187,230,12,0,0,0,242,719,39,3,4,0,758,1089,39,3,3,0,1138,1427,41,0,0,0,1472,565,11,3,0,0,580,415,17,0,0,0,428,265,14,0,0,0,281,286,20,0,0,0,304,5605,221,11,16,4,5855
SED55405,183,52,18,0,0,246,68,13,6,0,0,91,51,15,12,0,0,75,92,23,10,0,0,130,110,40,26,0,0,177,417,200,82,0,0,700,566,261,103,0,0,927,965,284,84,4,0,1338,556,104,40,0,0,695,482,64,19,0,0,565,277,42,11,0,0,329,190,46,28,0,0,265,3952,1142,433,4,3,5531
SED55504,268,0,0,0,0,273,83,6,0,0,0,96,88,3,0,0,0,95,165,4,0,0,0,172,267,4,0,0,0,273,983,46,0,0,0,1034,1849,58,0,0,0,1910,2831,28,3,0,0,2862,1093,8,0,0,0,1105,646,0,0,0,0,650,384,0,4,0,0,392,510,11,0,0,0,517,9174,179,13,6,0,9372
SED55605,262,3,0,0,0,270,124,7,0,0,0,129,95,3,0,0,0,97,192,0,0,0,0,195,278,8,0,0,0,284,1332,17,0,0,0,1349,1941,19,0,0,9,1964,2335,8,6,5,12,2359,811,0,0,0,0,820,554,0,0,0,0,554,320,0,0,0,0,320,536,0,0,0,0,538,8788,71,8,5,22,8887
SED55706,293,3,4,0,4,299,165,3,0,0,0,165,116,4,0,0,0,122,266,7,0,3,0,276,322,11,3,0,0,345,990,26,0,5,4,1030,906,21,0,0,0,928,852,19,3,0,0,871,324,6,0,0,0,330,283,5,0,0,0,289,165,7,0,0,4,175,285,4,3,0,5,295,4963,125,14,17,15,5132
SED55802,313,12,0,0,0,320,114,0,0,0,0,123,86,4,0,0,0,91,169,11,0,0,0,178,240,7,0,0,0,249,1159,51,5,0,0,1215,2307,100,0,0,0,2406,3217,111,4,0,0,3323,1183,16,0,0,0,1204,554,14,0,0,0,566,367,4,0,0,0,369,550,9,0,0,6,570,10241,346,14,0,8,10606
SED55905,267,14,0,0,0,287,70,17,0,0,0,92,100,10,3,0,0,116,149,17,4,0,0,169,208,35,18,0,0,259,631,121,50,0,0,803,958,116,40,0,0,1122,1403,90,9,0,0,1500,631,32,7,0,0,672,490,13,9,0,0,512,214,7,0,0,0,222,298,29,5,0,0,329,5424,506,155,0,0,6088
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
