SED_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SED51104,10,11,4,4,4,0,0,0,28,10,13,4,9,10,0,0,0,37,8,56,90,155,133,191,113,76,815,20,72,95,161,148,191,113,76,883,3396,3644,3493,3220,2127,1370,791,207,18243,206,289,305,292,169,59,59,27,1413,3625,4008,3899,3674,2441,1623,962,309,20540,4,7,4,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,26,36,31,23,23,8,153,4,10,28,43,35,23,23,8,172,3369,4309,4120,3663,2514,1800,1062,398,21242,176,229,186,169,106,84,89,61,1095,3549,4553,4337,3875,2654,1908,1168,460,22506,13,15,10,10,8,0,0,0,48,10,15,4,5,10,0,0,0,38,10,59,116,191,170,215,133,80,973,28,86,123,201,182,215,133,80,1055,6765,7956,7616,6887,4640,3175,1846,603,39483,381,518,495,458,274,142,147,88,2508,7177,8561,8228,7549,5095,3526,2133,769,43040
SED51205,0,7,6,0,4,0,0,0,23,3,10,8,0,8,0,0,0,30,0,40,61,76,105,163,92,45,584,12,60,78,79,114,163,92,45,636,3285,4801,4009,2679,2150,1728,861,219,19735,218,390,293,182,129,75,54,45,1380,3521,5247,4383,2942,2393,1957,1011,308,21756,0,3,5,0,0,0,0,0,6,0,3,3,0,0,0,0,0,10,4,8,9,22,37,11,21,3,112,4,12,13,22,35,11,21,3,124,2934,4727,3746,2656,2512,2109,1040,405,20136,189,322,209,127,98,78,93,73,1190,3136,5064,3968,2803,2648,2202,1149,476,21454,0,8,11,0,5,0,0,0,27,3,15,7,0,5,0,0,0,34,5,46,69,93,138,177,116,46,699,11,71,89,102,150,177,116,46,758,6225,9532,7758,5338,4664,3838,1898,625,39876,413,709,501,310,231,152,148,114,2575,6651,10309,8351,5744,5042,4161,2159,791,43207
SED51304,0,8,8,3,0,0,0,0,27,4,5,3,13,9,0,0,0,32,10,11,74,117,107,290,239,79,932,10,27,87,139,124,290,239,79,992,2353,1440,2483,2760,2250,2281,1129,210,14904,42,73,97,124,88,79,57,25,578,2405,1543,2663,3014,2452,2654,1426,321,16475,0,0,4,0,0,0,0,0,5,0,0,5,0,0,0,0,0,9,0,3,21,20,15,39,28,0,127,3,8,22,24,17,39,28,0,144,2136,1566,2924,2916,2639,2855,1338,456,16833,27,73,61,63,48,82,85,66,502,2167,1645,3008,3005,2706,2980,1444,532,17480,0,10,12,3,0,0,0,0,29,3,8,7,10,11,0,0,0,41,7,20,88,140,125,326,262,85,1065,13,34,107,158,141,326,262,85,1134,4490,3008,5404,5678,4886,5138,2466,668,31740,71,147,160,182,133,166,136,95,1088,4574,3186,5672,6014,5158,5630,2866,853,33955
SED51401,6,0,0,0,0,0,0,0,9,0,0,0,4,5,0,0,0,11,0,25,37,86,166,358,158,93,926,3,29,37,95,170,358,158,93,943,1571,1597,1700,2039,2501,2189,1057,241,12897,249,376,349,366,385,271,161,64,2222,1822,2003,2092,2497,3051,2822,1373,398,16062,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,5,20,41,42,15,11,139,3,3,5,26,41,42,15,11,140,1340,1592,1791,2164,2565,2212,1136,425,13226,191,191,221,266,254,218,183,90,1614,1536,1785,2022,2459,2855,2467,1341,531,14989,6,0,0,0,0,0,0,0,9,0,5,4,4,5,0,0,0,13,4,23,44,109,204,396,173,104,1066,9,31,51,113,212,396,173,104,1090,2913,3192,3489,4205,5060,4401,2199,667,26121,439,570,579,635,634,489,344,152,3840,3357,3784,4114,4958,5907,5284,2719,929,31051
SED51504,3,14,9,5,0,0,0,0,31,5,8,9,9,13,0,0,0,45,0,27,45,102,98,127,161,137,693,7,52,66,115,110,127,161,137,769,2769,2206,2902,2870,2247,1570,902,338,15813,61,121,129,81,71,61,50,24,597,2839,2383,3098,3070,2428,1756,1114,499,17186,0,0,0,0,0,0,0,0,3,3,4,0,3,5,0,0,0,11,0,9,10,15,23,6,6,19,83,0,8,12,19,26,6,6,19,97,2465,2546,3197,3254,2413,1937,1281,750,17847,50,103,77,67,55,73,69,82,577,2518,2652,3287,3344,2501,2017,1358,843,18517,0,14,13,5,0,0,0,0,37,3,15,9,12,14,0,0,0,54,0,32,54,114,120,134,166,151,775,7,58,78,132,134,134,166,151,870,5230,4750,6102,6128,4665,3509,2182,1086,33657,115,223,207,149,126,131,116,107,1175,5356,5032,6385,6408,4926,3777,2471,1345,35703
SED51605,9,47,24,6,5,0,0,0,87,3,16,19,10,0,0,0,0,49,8,51,92,140,147,167,81,35,711,20,115,127,160,150,167,81,35,852,2971,3107,3491,3127,2197,1301,582,135,16912,122,188,203,158,109,66,40,23,908,3106,3410,3819,3443,2453,1534,706,190,18663,8,9,8,3,0,0,0,0,22,0,0,0,0,0,0,0,0,3,0,14,19,44,33,19,8,0,136,8,20,30,44,34,19,8,0,169,2922,3441,3848,3413,2453,1565,684,224,18541,105,132,122,108,80,60,70,34,710,3027,3591,3993,3569,2565,1649,766,257,19417,14,53,26,15,5,0,0,0,112,5,15,16,10,4,0,0,0,53,7,62,106,183,174,181,93,37,844,27,131,157,204,185,181,93,37,1014,5887,6549,7335,6538,4645,2869,1266,351,35449,223,316,324,271,183,128,113,58,1617,6140,6997,7819,7014,5013,3183,1471,447,38083
SED51706,0,0,4,3,0,0,0,0,4,3,0,5,4,4,0,0,0,13,6,22,67,136,188,330,195,81,1024,11,28,75,138,194,330,195,81,1047,2221,2167,2391,2429,2625,2189,974,194,15192,145,174,208,212,209,173,105,70,1289,2375,2360,2673,2778,3025,2694,1268,346,17522,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,11,28,43,33,13,9,146,6,7,11,25,41,33,13,9,154,2085,2393,2711,2844,2979,2393,1228,371,17003,113,140,124,133,144,156,142,103,1050,2202,2542,2850,3007,3161,2586,1382,476,18206,0,0,6,0,4,0,0,0,10,5,4,5,4,4,0,0,0,18,7,28,80,161,230,366,204,88,1173,10,31,91,166,236,366,204,88,1196,4305,4561,5108,5274,5601,4585,2196,561,32189,263,309,328,341,351,331,244,169,2339,4582,4907,5520,5783,6185,5282,2651,823,35729
SED51804,4,105,63,23,7,0,0,0,207,10,15,8,8,10,0,0,0,48,5,20,51,112,87,198,235,144,841,18,141,125,135,105,198,235,144,1099,2730,1915,2016,2641,2536,2062,1248,365,15511,93,170,133,132,121,101,104,70,919,2843,2229,2273,2907,2762,2357,1585,580,17532,0,12,7,3,0,0,0,0,21,3,7,3,0,0,0,0,0,16,0,15,8,21,30,20,15,18,118,7,27,20,31,30,20,15,18,158,2827,2181,2425,3120,2825,2446,1661,782,18273,126,120,94,98,102,119,129,126,919,2958,2333,2537,3244,2953,2582,1804,925,19345,4,117,71,27,7,0,0,0,231,9,24,6,13,10,0,0,0,67,7,32,60,130,114,214,246,156,958,25,169,143,164,128,214,246,156,1257,5555,4102,4441,5763,5365,4507,2908,1148,33784,224,292,222,229,221,218,232,202,1840,5807,4564,4805,6153,5715,4944,3392,1506,36885
SED51902,3,8,7,5,5,0,0,0,29,3,8,7,11,6,0,0,0,30,10,46,92,151,204,259,108,35,897,18,60,103,161,217,259,108,35,955,2645,2694,2936,2779,2406,1605,774,163,16013,139,244,314,289,173,99,44,23,1325,2808,2995,3355,3231,2799,1956,929,218,18295,0,8,3,0,0,0,0,0,10,0,3,3,3,3,0,0,0,11,3,5,28,60,37,33,16,4,186,3,17,32,58,40,33,16,4,200,2669,3229,3207,3014,2675,1893,801,220,17703,100,137,138,125,101,63,42,24,732,2768,3378,3374,3205,2818,1987,859,243,18637,5,9,7,8,5,0,0,0,34,3,14,12,15,12,0,0,0,47,9,53,121,209,244,289,124,39,1084,19,76,132,228,259,289,124,39,1160,5319,5922,6145,5789,5081,3497,1581,380,33716,239,372,456,414,276,162,94,45,2056,5576,6374,6734,6435,5619,3950,1795,464,36933
SED52006,0,5,0,8,0,0,0,0,20,5,5,0,5,8,0,0,0,21,7,30,77,136,182,462,336,150,1373,13,36,78,150,194,462,336,150,1413,2033,1593,1827,2152,2527,2716,1562,297,14706,110,152,194,196,150,142,95,38,1073,2164,1782,2096,2499,2869,3317,1987,486,17193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,18,38,42,69,29,12,220,7,4,18,37,44,69,29,12,225,2003,1871,2231,2682,3061,3342,1854,533,17581,82,80,89,110,105,115,130,89,798,2092,1955,2341,2828,3210,3527,2015,637,18606,3,5,0,8,4,0,0,0,25,6,10,0,6,8,0,0,0,24,11,30,100,170,224,526,368,159,1593,20,47,95,182,239,526,368,159,1636,4043,3464,4052,4839,5587,6065,3417,830,32291,196,226,279,306,253,254,226,131,1871,4252,3737,4435,5328,6082,6845,4001,1125,35800
SED52102,0,9,0,0,0,0,0,0,11,8,7,3,3,0,0,0,0,18,7,41,46,100,155,199,127,34,700,17,54,49,103,159,199,127,34,731,2421,2581,2975,2473,2141,1511,709,224,15034,128,209,192,170,146,75,38,30,989,2569,2837,3221,2742,2442,1783,870,289,16757,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,13,26,31,20,10,9,106,0,8,12,22,30,20,10,9,111,2244,2771,2989,2533,2391,1884,961,343,16116,120,157,139,113,99,63,65,33,799,2371,2931,3140,2674,2515,1973,1035,376,17026,3,5,0,0,0,0,0,0,13,8,8,0,6,0,0,0,0,22,6,43,61,122,176,224,136,43,811,19,60,63,124,184,224,136,43,844,4669,5350,5965,5008,4532,3393,1670,568,31146,252,361,337,281,244,141,107,64,1787,4933,5774,6361,5415,4961,3758,1912,667,33786
SED52205,23,98,27,10,4,0,0,0,162,6,14,3,7,4,0,0,0,36,3,32,62,110,125,163,114,61,678,33,132,97,134,132,163,114,61,872,2019,2747,2805,2659,2478,1918,971,329,15931,135,302,250,246,179,114,95,69,1384,2185,3185,3153,3034,2798,2194,1174,457,18188,11,26,3,3,0,0,0,0,46,6,0,0,6,0,0,0,0,9,0,10,11,36,25,16,12,3,115,22,40,20,43,32,16,12,3,170,2173,3164,2930,2831,2833,2264,1178,590,17966,144,220,144,144,128,127,118,130,1158,2338,3421,3089,3018,2988,2403,1308,724,19299,42,118,34,13,9,0,0,0,211,6,17,4,14,3,0,0,0,48,6,39,76,144,149,174,123,64,788,52,173,116,174,162,174,123,64,1043,4187,5916,5733,5487,5321,4185,2147,918,33893,282,521,401,394,309,241,211,196,2545,4527,6608,6249,6049,5787,4598,2483,1186,37487
SED52301,0,4,5,0,3,0,0,0,9,0,10,0,3,3,0,0,0,22,6,18,41,85,136,267,122,95,758,4,31,46,88,139,267,122,95,792,2040,1926,1953,2178,2179,1506,787,198,12776,245,321,320,290,241,139,99,56,1721,2294,2287,2324,2557,2558,1911,1001,349,15281,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,0,4,16,26,30,28,16,4,111,3,6,16,28,30,28,16,4,116,2030,2130,2213,2514,2336,1822,994,378,14423,202,214,242,193,163,154,110,98,1376,2233,2345,2470,2735,2523,2007,1115,481,15919,0,5,5,0,3,0,0,0,12,0,10,0,6,3,0,0,0,25,3,24,58,104,161,291,133,101,871,5,37,61,112,163,291,133,101,905,4071,4059,4168,4689,4518,3329,1781,583,27198,449,537,562,489,401,299,206,155,3099,4527,4630,4792,5294,5085,3919,2122,832,31196
SED52404,0,13,11,9,5,0,0,0,31,8,10,14,9,8,0,0,0,48,0,29,80,107,143,256,145,43,813,10,52,105,130,152,256,145,43,896,2369,2220,2684,2568,2319,1947,760,170,15036,72,121,145,118,88,62,40,5,646,2454,2391,2942,2814,2561,2264,945,220,16575,0,3,0,3,0,0,0,0,7,0,5,0,0,0,0,0,0,4,4,6,16,12,44,20,17,7,125,6,12,17,21,46,20,17,7,142,2228,2422,2897,2767,2788,2326,927,291,16649,54,73,67,68,71,47,44,44,459,2286,2505,2983,2851,2901,2395,988,340,17253,3,10,14,13,5,0,0,0,40,6,17,17,9,12,0,0,0,56,4,39,96,125,186,274,162,54,941,17,63,123,144,197,274,162,54,1033,4597,4644,5583,5336,5107,4274,1690,463,31689,125,197,214,182,160,110,78,46,1107,4737,4895,5923,5665,5461,4659,1927,564,33828
SED52505,0,5,9,0,4,0,0,0,21,11,11,16,3,4,0,0,0,33,4,37,64,108,106,156,73,28,583,15,52,85,113,113,156,73,28,640,3123,3758,4790,3001,2413,1723,591,109,19502,215,545,494,262,145,52,29,8,1755,3351,4357,5375,3368,2674,1936,690,144,21896,3,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,5,0,5,15,16,26,16,11,0,90,4,9,20,15,31,16,11,0,98,3057,4438,5022,3202,2768,1933,643,197,21276,92,188,166,81,55,50,21,8,662,3150,4641,5200,3298,2857,2005,673,209,22035,6,5,4,4,4,0,0,0,25,11,15,16,3,8,0,0,0,40,5,40,77,120,133,181,79,31,672,16,61,99,123,142,181,79,31,741,6179,8197,9816,6204,5185,3658,1233,305,40776,303,733,665,341,206,100,45,16,2414,6499,8994,10577,6669,5528,3943,1363,354,43929
SED52604,4,5,9,9,0,0,0,0,26,0,8,4,10,7,0,0,0,38,6,39,59,121,199,176,83,33,716,8,49,73,149,208,176,83,33,781,2816,2173,2306,2605,2698,1862,704,172,15339,112,136,137,170,144,80,55,47,885,2936,2363,2516,2924,3052,2113,845,246,17005,3,3,4,0,0,0,0,0,15,5,0,0,0,0,0,0,0,9,4,4,15,31,37,29,7,5,134,9,9,18,32,36,29,7,5,155,2496,2168,2520,2957,3037,2063,860,343,16441,79,102,74,79,83,88,79,63,654,2586,2281,2613,3072,3163,2176,947,413,17248,8,9,12,9,4,0,0,0,43,4,14,4,15,7,0,0,0,46,6,41,70,150,239,205,96,39,848,19,64,90,179,252,205,96,39,939,5312,4347,4831,5561,5731,3919,1560,516,31780,188,240,214,250,232,163,133,108,1538,5524,4646,5130,5995,6213,4287,1790,666,34252
SED52702,6,3,0,5,3,0,0,0,14,6,7,5,12,4,0,0,0,36,5,12,59,154,144,253,206,76,907,10,27,61,166,156,253,206,76,961,2314,1309,1909,2538,2476,2120,1188,304,14166,64,99,121,127,129,93,80,42,752,2389,1437,2090,2831,2759,2464,1475,427,15881,0,0,0,0,0,0,0,0,6,0,4,0,3,0,0,0,0,14,0,9,13,35,41,23,19,9,152,4,9,19,36,41,23,19,9,158,2008,1449,2282,2896,2727,2498,1430,515,15817,60,55,61,80,88,92,94,66,587,2077,1514,2368,3014,2854,2610,1539,585,16572,6,5,0,7,3,0,0,0,15,4,14,7,21,4,0,0,0,47,3,23,74,182,185,283,221,88,1059,17,35,80,204,191,283,221,88,1120,4321,2765,4197,5439,5206,4614,2622,821,29985,127,149,185,208,216,178,173,109,1339,4467,2944,4464,5848,5613,5076,3019,1017,32447
SED52803,0,3,0,0,4,0,0,0,13,10,5,5,5,3,0,0,0,23,5,34,64,123,141,143,64,25,601,11,48,69,129,144,143,64,25,630,1999,2626,2352,2172,1998,1011,333,45,12534,399,696,580,505,391,186,64,14,2832,2409,3366,3001,2812,2541,1339,456,87,15999,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,8,19,15,11,7,4,79,7,11,16,20,15,11,7,4,89,1794,2413,2209,1999,1743,889,349,121,11520,291,364,310,253,220,112,43,24,1612,2088,2781,2537,2271,1985,1011,396,153,13222,4,3,0,3,4,0,0,0,19,10,9,5,5,3,0,0,0,28,3,42,75,144,161,153,66,29,681,16,57,82,150,168,153,66,29,721,3792,5040,4563,4174,3748,1900,675,173,24054,687,1056,896,757,613,295,102,36,4447,4495,6151,5538,5079,4521,2347,852,230,29218
SED52903,0,11,8,0,0,0,0,0,21,4,10,7,8,0,0,0,0,29,8,35,53,92,97,86,38,6,408,11,51,70,93,99,86,38,6,461,1770,2240,2026,1821,1453,816,220,43,10394,383,500,412,446,348,175,64,15,2342,2165,2790,2513,2362,1899,1080,320,66,13192,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,7,3,4,10,18,21,11,6,0,77,5,10,15,25,21,11,6,0,91,1930,2760,2376,1929,1613,739,234,56,11641,361,546,406,362,264,139,56,24,2162,2294,3320,2801,2320,1899,891,295,81,13888,0,14,11,0,0,0,0,0,22,6,13,14,12,0,0,0,0,36,7,41,65,113,119,96,39,11,488,17,61,85,115,119,96,39,11,546,3699,5000,4404,3756,3062,1555,459,90,22027,747,1044,826,809,617,313,117,39,4502,4463,6111,5310,4679,3798,1971,612,139,27084
SED53004,3,15,3,7,5,0,0,0,27,3,6,13,5,6,0,0,0,37,5,28,75,104,140,339,179,81,945,15,50,87,118,147,339,179,81,1011,2339,1865,2647,2446,2240,2157,906,259,14864,57,85,116,122,88,53,36,29,587,2415,1995,2848,2687,2474,2551,1123,365,16459,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,15,0,5,7,29,39,34,20,18,157,0,9,18,34,39,34,20,18,174,2134,2008,2844,2707,2747,2630,1215,565,16849,39,61,71,52,46,62,50,42,429,2168,2085,2930,2801,2839,2726,1287,628,17461,3,15,3,7,5,0,0,0,32,3,12,12,10,6,0,0,0,43,5,36,87,135,177,374,200,101,1103,15,61,103,149,183,374,200,101,1184,4478,3880,5488,5154,4988,4789,2125,824,31719,97,144,185,179,137,114,93,70,1023,4585,4081,5778,5483,5312,5276,2415,994,33920
SED53105,12,43,18,18,0,0,0,0,88,9,8,7,4,3,0,0,0,25,5,60,98,146,168,182,82,22,763,28,108,125,164,175,182,82,22,879,2726,3252,3716,2745,1881,1193,565,162,16229,338,731,596,317,156,91,36,15,2281,3096,4089,4430,3227,2208,1460,680,201,19391,0,7,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,5,0,9,29,41,30,24,10,0,149,4,14,38,37,37,24,10,0,173,2643,3769,4051,2766,2119,1480,691,289,17806,133,189,154,115,104,59,45,19,813,2779,3968,4237,2920,2253,1569,750,312,18794,16,44,24,16,6,0,0,0,105,9,9,12,4,3,0,0,0,30,5,67,130,181,200,207,94,25,914,32,125,167,203,211,207,94,25,1052,5366,7019,7761,5511,3995,2669,1256,449,34035,477,917,749,428,260,155,76,35,3099,5871,8063,8675,6149,4462,3026,1430,516,38180
SED53204,3,10,5,3,4,0,0,0,19,3,5,10,3,3,0,0,0,27,0,32,72,115,109,147,83,46,599,10,44,87,123,117,147,83,46,648,3172,2821,3604,3135,2261,1288,536,130,16950,130,151,139,124,85,54,20,16,719,3314,3015,3824,3389,2459,1482,641,192,18322,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,3,8,19,26,16,10,0,91,0,8,12,25,26,16,10,0,92,3037,3325,3960,3334,2460,1571,744,260,18683,66,103,87,83,56,48,47,18,515,3104,3432,4060,3443,2540,1637,796,281,19293,3,13,6,3,4,0,0,0,24,3,5,10,5,3,0,0,0,32,0,33,81,132,131,169,89,46,687,10,50,94,148,141,169,89,46,747,6209,6142,7563,6467,4721,2853,1278,397,35635,195,250,226,219,141,101,73,33,1236,6414,6445,7886,6825,5001,3118,1439,478,37611
SED53306,4,22,20,10,5,0,0,0,62,3,3,3,5,6,0,0,0,22,5,37,83,149,205,366,330,159,1327,13,58,107,164,214,366,330,159,1410,2341,2242,2211,2232,2185,2035,1267,345,14864,174,222,237,242,185,137,139,103,1440,2530,2521,2556,2638,2584,2541,1736,610,17713,7,5,5,0,3,0,0,0,17,0,5,0,3,3,0,0,0,8,0,9,24,55,46,55,33,31,252,8,21,30,55,49,55,33,31,274,2387,2639,2636,2607,2825,2698,1775,728,18291,182,172,182,164,136,145,188,201,1358,2572,2830,2835,2828,3012,2887,1996,953,19924,11,26,24,11,4,0,0,0,79,5,6,8,10,7,0,0,0,34,10,47,104,199,252,420,363,183,1579,26,79,129,221,265,420,363,183,1684,4727,4878,4849,4835,5006,4730,3047,1073,33150,352,395,418,404,324,280,325,302,2800,5106,5351,5392,5464,5601,5432,3731,1567,37639
SED53402,3,9,4,4,0,0,0,0,20,6,13,14,3,0,0,0,0,36,5,44,70,105,121,153,94,65,658,16,68,85,118,127,153,94,65,716,2063,3485,3424,2578,2145,1539,699,208,16139,104,225,191,142,132,86,63,52,986,2186,3780,3692,2832,2404,1773,857,324,17842,0,3,0,0,0,0,0,0,4,8,6,4,4,0,0,0,0,10,0,10,10,21,32,18,17,9,115,8,15,19,18,29,18,17,9,130,2149,3798,3448,2787,2282,1810,939,506,17719,100,181,161,111,73,71,74,68,842,2258,4003,3624,2915,2390,1894,1022,589,18684,3,13,0,4,0,0,0,0,21,11,18,12,7,3,0,0,0,51,5,55,84,124,151,169,105,72,772,20,88,100,134,156,169,105,72,842,4210,7287,6868,5356,4426,3347,1638,713,33860,204,408,350,250,208,155,131,119,1829,4438,7785,7319,5748,4792,3671,1873,910,36534
SED53502,0,6,0,0,0,0,0,0,15,5,12,9,8,4,0,0,0,40,4,41,60,123,204,252,161,57,895,10,57,72,135,210,252,161,57,944,2704,3035,2908,2637,2425,1744,875,231,16560,160,270,236,231,192,106,111,110,1415,2878,3367,3212,3001,2827,2095,1142,394,18917,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,4,6,22,31,52,28,28,12,177,4,8,27,34,53,28,28,12,188,2527,3235,3010,2911,2745,2132,1198,441,18187,149,179,134,145,117,131,150,201,1199,2675,3423,3164,3087,2910,2285,1368,647,19571,0,9,0,0,5,0,0,0,19,5,11,10,6,4,0,0,0,38,12,48,78,157,252,279,188,71,1072,16,69,95,163,259,279,188,71,1129,5234,6269,5920,5543,5173,3874,2071,671,34745,308,453,364,379,308,235,264,309,2617,5555,6790,6372,6092,5743,4384,2510,1049,38492
