UCL_CODE_2021,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
UCL522003,0,5,10,0,0,0,0,0,0,19,0,0,3,0,9,0,0,0,0,21,0,8,8,8,3,5,6,0,0,37,3,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,11,5,18,27,16,18,11,6,0,0,111,0,8,15,9,9,0,0,3,0,36,0,0,3,4,0,0,0,0,0,15,4,5,3,7,13,8,0,0,0,35,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,7,11,27,26,17,4,3,3,0,103,3,11,18,7,7,0,5,3,0,57,0,0,8,10,9,0,0,0,0,29,7,11,11,12,14,10,6,0,0,75,3,3,6,0,0,5,0,0,0,13
UCL522004,3,0,3,4,0,3,0,0,0,12,9,4,4,9,3,0,0,0,0,26,5,11,15,6,9,0,0,0,0,33,3,0,0,0,0,0,0,0,0,13,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,23,17,22,9,6,0,0,0,104,3,9,3,0,0,6,0,0,0,17,3,0,9,5,4,4,0,0,0,22,5,5,9,9,4,3,0,0,0,40,0,0,4,0,3,0,0,0,0,6,5,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,7,3,0,9,0,0,0,0,0,0,0,0,0,0,15,16,28,21,16,9,7,3,0,112,3,10,5,8,0,4,6,0,0,33,8,7,13,11,10,0,0,0,0,48,13,14,25,13,13,3,0,0,0,77,10,0,4,3,4,0,0,0,0,17
UCL522005,0,0,7,6,8,4,0,0,0,18,0,0,6,0,8,0,0,0,0,18,4,0,5,9,0,0,0,0,0,25,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,0,0,0,0,8,13,0,25,23,14,5,3,4,0,93,8,5,6,7,6,0,0,0,0,29,0,4,3,12,3,0,0,0,0,28,7,0,3,7,0,3,0,0,0,30,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,13,9,23,29,13,15,4,3,0,113,3,5,14,10,5,9,0,0,0,54,0,3,9,14,14,3,0,0,0,53,8,0,16,19,4,9,0,0,0,53,0,0,0,4,0,4,0,0,0,14
UCL522006,3,12,7,13,29,26,17,3,0,111,5,0,4,3,0,0,0,0,0,18,0,0,4,4,8,7,9,0,0,31,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,7,15,18,20,34,30,32,7,7,173,0,15,15,22,23,21,13,4,4,117,0,0,0,0,0,6,3,0,0,15,0,0,0,3,0,9,5,8,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,19,19,22,31,41,24,13,3,178,5,27,27,37,49,41,32,9,7,229,5,0,3,3,6,9,5,0,0,30,3,0,4,3,12,15,13,10,0,57,0,0,0,0,0,0,4,4,0,15
UCL522007,0,9,0,3,0,10,7,3,0,31,0,0,0,0,0,3,0,0,0,9,0,0,0,5,7,9,7,5,0,35,0,0,6,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,13,5,19,28,15,3,94,0,3,8,10,0,8,9,0,0,42,0,0,3,0,0,6,4,0,0,16,0,0,0,0,5,5,11,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,6,0,3,12,10,4,19,27,6,0,89,0,8,13,14,0,10,19,4,0,73,0,0,3,0,0,8,6,0,0,22,0,0,0,5,11,12,21,13,0,64,0,0,6,0,0,3,3,0,0,7
UCL522008,0,0,4,5,3,4,4,0,0,26,0,0,0,0,0,0,6,0,0,12,0,4,4,0,4,7,3,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,3,10,9,11,20,20,8,0,77,0,3,6,4,5,0,5,0,0,28,0,0,3,0,3,6,4,0,0,12,0,0,0,3,3,7,4,0,0,27,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,17,0,4,11,11,18,19,16,7,4,88,4,3,13,13,11,5,10,3,0,56,0,0,3,0,3,5,8,0,0,24,0,4,4,7,6,13,6,0,0,46,0,0,0,4,0,0,0,0,4,11
UCL522009,5,10,9,9,7,3,0,0,0,46,0,0,5,3,9,6,0,0,0,26,0,3,4,5,20,16,10,6,0,55,3,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,4,0,0,0,15,7,13,21,22,46,28,13,6,0,155,7,11,17,14,17,6,6,0,0,75,0,0,0,3,3,0,0,0,0,16,0,0,0,4,12,4,3,0,0,33,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,13,7,13,22,26,33,21,12,6,0,142,11,23,23,25,22,12,3,0,0,122,0,0,5,10,12,7,3,0,0,37,0,5,3,10,32,20,12,6,0,89,3,0,0,0,3,3,4,0,0,16
UCL522010,6,8,14,11,16,13,14,6,0,86,0,3,0,4,3,0,4,0,0,14,0,4,4,0,0,8,9,3,5,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,9,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,16,17,17,24,30,32,16,10,158,5,3,11,19,15,16,15,3,0,88,0,0,0,3,0,3,0,0,0,4,0,0,3,0,4,5,5,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,16,25,26,25,21,12,4,133,13,10,23,34,34,26,28,13,4,177,0,3,6,3,4,3,4,0,0,21,0,4,8,0,5,11,18,8,5,57,0,0,0,0,0,0,0,0,0,4
UCL522011,0,0,5,10,3,10,5,0,0,47,0,0,4,0,0,0,0,0,0,11,0,0,4,10,9,9,12,7,0,46,0,0,0,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,11,4,0,7,0,0,23,3,8,16,33,15,23,28,12,5,145,0,11,12,7,4,3,0,3,0,49,0,0,3,0,0,7,0,0,0,5,0,0,3,5,3,12,6,4,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,3,0,0,19,3,11,19,21,14,24,20,7,0,114,0,9,21,16,15,17,14,4,0,91,0,0,5,0,4,4,3,0,0,20,0,4,8,13,14,18,17,6,0,82,0,0,0,0,0,3,6,5,0,8
UCL522012,0,3,13,3,9,15,16,3,0,57,0,0,4,0,6,0,4,5,0,25,6,0,6,15,4,23,19,4,0,79,0,0,0,0,0,9,3,0,0,14,0,0,0,0,0,0,0,8,4,15,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,6,0,0,22,8,4,32,19,26,47,49,24,5,217,6,5,14,11,11,9,7,4,0,73,0,0,4,0,4,10,6,5,0,29,0,0,5,3,6,15,16,9,0,51,0,0,3,0,0,4,4,3,4,13,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,5,0,18,3,4,27,21,24,42,44,29,8,191,6,3,32,19,19,22,28,4,0,133,0,4,8,0,12,12,10,7,0,56,6,0,8,19,9,35,35,12,3,131,0,0,3,0,0,12,8,10,3,32
UCL522013,6,4,6,10,5,9,11,0,5,47,4,4,5,6,9,0,0,0,0,23,6,0,5,10,16,19,15,0,0,66,0,0,0,0,0,0,4,4,0,14,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,11,12,12,13,23,30,39,30,6,5,171,4,6,9,13,18,9,13,0,0,75,0,0,4,9,5,0,5,0,0,21,0,0,4,3,14,23,4,4,0,49,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,11,11,11,19,20,41,37,21,10,5,177,12,10,23,18,26,20,15,6,0,130,6,4,4,8,16,4,4,0,0,43,6,0,12,12,31,43,18,4,0,121,0,0,0,0,0,3,4,3,3,23
UCL522014,0,6,4,9,5,4,0,0,0,31,0,0,5,0,4,0,0,3,0,12,0,0,4,4,0,7,3,3,0,22,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,9,0,6,10,15,14,18,11,6,0,81,0,3,4,5,3,6,0,0,0,29,0,0,3,4,3,5,0,0,0,13,0,0,0,4,7,12,3,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,11,10,16,19,9,5,0,82,0,11,13,16,6,9,3,0,0,52,0,0,3,8,4,4,4,3,0,27,0,0,3,6,10,20,8,3,0,48,0,0,0,0,3,0,0,0,0,12
UCL522015,6,4,18,12,4,4,7,0,0,56,0,0,7,0,0,0,0,0,0,6,0,3,6,4,7,8,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,4,7,34,21,11,15,14,0,0,103,3,19,21,16,5,0,6,0,0,76,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,6,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,8,3,16,33,18,10,15,13,0,0,107,6,21,46,32,11,11,11,0,0,132,0,0,9,0,0,4,0,0,0,15,4,7,9,3,5,15,8,0,0,41,0,0,0,0,0,0,0,0,0,9
UCL522016,0,0,9,0,0,6,4,5,0,21,0,0,0,0,4,0,0,0,0,7,0,0,4,4,4,10,3,4,0,36,0,0,0,4,5,0,5,7,0,14,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,18,6,3,15,12,14,26,20,18,0,106,0,3,6,6,4,0,5,4,0,26,0,0,0,0,0,5,0,5,0,17,0,0,0,7,7,14,5,4,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,5,25,0,7,15,21,16,23,14,13,5,112,0,3,15,8,8,5,8,4,0,51,0,0,4,0,9,5,0,5,0,22,0,4,3,9,15,27,15,8,0,73,0,0,0,4,5,3,5,4,0,22
UCL522017,0,4,4,7,3,5,10,3,0,39,0,0,0,4,9,8,0,0,0,22,0,0,6,10,7,18,10,3,0,58,0,0,0,3,5,3,8,4,0,18,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,20,3,7,18,20,23,39,35,20,3,161,0,10,13,4,11,9,11,0,0,63,0,0,0,3,4,5,0,0,0,16,0,0,3,6,11,20,19,7,0,53,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,20,0,12,20,12,25,39,36,6,0,154,0,9,20,14,15,17,23,3,0,105,0,0,0,8,11,12,9,0,0,36,0,3,12,12,17,35,26,3,0,113,0,0,0,3,7,3,9,4,0,26
UCL522018,0,0,3,0,7,3,7,5,0,20,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,4,6,0,0,17,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,16,0,0,6,0,10,9,29,12,0,70,0,5,4,0,3,6,6,0,0,28,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,3,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,11,0,9,4,10,8,10,23,5,0,60,0,4,3,4,9,3,16,5,0,45,0,0,5,0,0,0,5,0,0,12,0,0,0,0,7,6,12,0,0,25,0,0,0,0,0,0,3,3,0,6
UCL522019,0,0,5,3,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,5,0,0,26,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,10,0,0,0,17,3,27,16,4,9,77,0,4,4,0,9,5,4,0,0,29,0,0,0,4,4,4,0,0,0,10,0,0,0,0,0,0,5,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,18,3,3,10,12,16,18,15,4,4,76,0,3,3,6,9,12,11,4,4,52,0,0,0,4,7,5,0,3,0,13,0,0,0,4,5,11,16,4,0,44,0,0,0,0,0,0,3,0,0,8
UCL522020,0,5,4,0,4,5,3,0,0,25,0,3,6,3,0,4,0,0,0,18,0,0,4,6,7,9,4,0,0,25,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,3,7,20,14,12,23,7,0,0,89,0,0,9,6,3,4,0,0,0,28,0,9,0,4,3,0,0,0,0,26,0,0,5,3,0,6,0,0,0,24,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,11,8,15,19,18,15,19,5,0,0,88,0,3,17,6,8,12,3,0,0,46,0,12,11,5,9,5,0,0,0,39,5,6,11,8,3,19,3,0,0,53,3,0,3,3,3,9,0,0,0,20
UCL522021,0,3,5,13,4,6,8,5,0,41,0,0,7,0,0,0,0,0,0,12,0,8,0,6,12,12,18,7,0,51,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,4,0,14,0,10,9,20,17,21,38,17,0,142,0,0,8,19,3,4,9,7,0,50,0,0,0,9,0,0,3,3,0,19,0,0,5,0,12,14,15,5,0,49,0,0,0,3,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,6,3,7,11,34,17,15,34,17,4,137,0,5,12,27,8,10,14,10,0,93,0,0,7,11,4,0,3,3,0,32,0,6,8,10,18,21,29,9,0,99,0,0,0,3,0,0,10,0,0,20
UCL522022,0,0,12,6,7,5,10,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,12,6,6,0,28,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,21,0,0,10,14,18,18,20,14,0,102,0,0,13,5,6,5,8,0,0,37,0,3,0,0,6,4,0,0,0,12,0,0,0,0,4,7,8,4,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,5,0,0,23,0,9,17,6,20,21,19,7,0,104,0,3,24,11,10,9,13,0,0,69,3,3,0,0,6,6,0,0,0,20,0,5,0,6,12,19,9,5,0,49,0,0,0,0,0,0,0,3,0,14
UCL522023,0,4,3,7,10,6,10,4,0,41,0,0,0,3,4,0,0,0,0,16,0,0,0,0,9,15,7,0,0,38,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,6,0,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,17,4,5,15,19,26,35,32,11,9,139,7,3,15,5,8,5,8,5,0,50,0,0,4,0,0,5,0,0,0,21,0,0,0,8,8,12,9,0,0,39,0,0,0,0,0,0,5,5,0,9,0,0,0,0,0,0,3,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,9,4,4,20,14,25,32,26,9,5,129,7,3,20,11,19,13,19,6,3,92,6,5,4,3,3,9,4,0,0,32,0,0,5,5,15,25,21,6,5,78,0,0,3,0,0,0,5,5,0,15
UCL522024,4,3,3,0,3,13,32,9,0,73,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,8,4,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,4,3,0,3,9,24,37,17,4,105,0,0,3,4,8,23,28,8,4,77,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,8,6,3,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,4,5,13,38,37,16,4,126,6,0,5,13,13,37,52,22,3,151,0,0,5,3,0,3,0,0,0,19,0,0,0,0,3,14,13,8,0,50,0,0,0,0,0,0,0,0,6,3
UCL522025,0,5,9,10,6,9,5,5,0,51,0,0,5,4,9,4,6,3,0,27,0,0,8,8,3,17,19,7,5,62,0,0,0,4,0,4,3,0,0,15,0,0,0,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,7,0,35,4,13,17,25,19,37,46,24,8,197,0,9,12,17,3,11,9,5,0,55,0,0,0,3,3,4,6,5,0,22,0,0,3,4,10,13,10,5,0,52,0,0,0,0,0,0,9,4,0,12,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,7,8,3,0,35,0,9,15,30,19,41,43,20,13,185,3,13,13,22,6,15,13,8,0,107,0,0,4,5,8,5,10,5,0,43,0,0,7,13,15,32,38,13,6,118,0,0,0,6,0,3,8,4,0,28
UCL522026,0,6,0,0,3,8,11,5,0,42,0,0,0,0,0,3,0,0,0,11,0,0,4,0,3,18,29,12,0,68,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,6,7,3,11,31,52,32,5,142,0,0,5,0,5,10,9,9,0,43,0,0,0,0,3,9,4,0,0,15,0,0,3,0,7,7,20,8,0,50,0,0,0,3,0,0,0,6,0,10,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,6,10,15,18,39,24,6,126,0,6,11,5,5,16,26,20,0,86,0,0,0,0,5,11,5,3,0,26,0,0,3,0,16,25,52,18,0,114,0,0,0,3,0,4,3,3,0,13
UCL522027,0,4,5,6,4,8,6,4,0,43,0,0,0,3,4,3,0,0,0,16,0,0,7,6,4,19,11,5,0,54,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,6,0,3,21,0,3,21,24,24,30,24,19,10,155,0,8,7,14,4,14,12,0,0,53,0,0,0,3,0,5,0,0,0,12,0,3,3,4,4,16,12,4,0,47,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,11,8,14,11,22,13,31,32,17,0,142,0,10,15,17,10,17,16,9,0,98,0,0,0,6,4,6,0,0,0,28,0,5,11,11,14,30,28,12,0,103,0,0,0,0,0,4,8,4,0,17
UCL522028,0,0,3,4,0,7,6,4,0,26,0,0,0,0,0,0,0,0,0,8,0,0,4,0,3,9,6,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,6,0,0,7,0,3,24,24,12,0,69,0,0,6,4,0,8,10,7,0,29,0,0,0,0,0,4,0,0,0,3,0,0,3,0,3,4,3,3,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,3,4,18,16,17,0,67,0,0,9,6,0,13,16,11,0,54,0,0,4,0,0,4,3,0,0,9,0,0,6,4,3,12,13,4,0,42,0,0,0,0,0,0,0,0,0,5
UCL522029,4,5,12,16,3,4,9,4,0,54,0,0,5,0,5,3,3,0,0,19,0,4,9,5,13,10,8,0,0,49,0,0,0,4,0,0,3,0,0,10,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10,11,3,27,27,18,19,24,11,0,146,0,0,9,19,10,4,0,0,0,56,0,0,5,4,5,5,0,0,0,14,0,0,8,4,10,11,11,0,0,49,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,5,25,28,30,21,21,10,3,139,6,3,21,34,15,12,9,6,0,107,0,0,10,8,7,9,3,0,0,34,0,4,14,12,20,20,19,7,0,96,0,0,0,4,0,3,5,0,0,15
UCL522030,0,9,10,8,5,9,0,0,0,40,0,0,0,0,5,0,0,0,0,9,0,0,4,0,5,4,3,0,0,23,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,3,0,0,0,20,7,8,18,17,16,25,11,7,0,103,0,4,11,10,7,3,0,0,0,38,0,0,7,0,4,7,3,0,0,13,0,0,4,0,5,4,7,0,0,22,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,5,0,0,16,3,10,21,14,14,14,12,3,0,93,0,14,21,18,6,14,6,0,0,81,0,0,5,0,6,3,0,0,0,16,0,0,5,5,7,11,6,0,0,40,0,0,0,0,0,7,6,0,0,12
