UCL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL513005,4,7,32,43,5,77,15,62,7,258,14,16,83,57,36,48,27,58,3,351,93,109,245,143,123,64,122,116,27,1046,116,176,230,174,163,48,121,106,30,1171,125,161,189,163,129,64,111,109,26,1072,79,97,120,85,100,61,94,71,10,720,19,25,19,18,31,11,4,11,6,140,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,444,596,912,685,599,380,504,545,101,4766
UCL514001,0,0,34,31,4,41,8,54,3,169,4,9,64,27,20,27,26,52,5,234,20,42,154,64,43,29,72,80,11,517,32,61,106,73,59,39,94,71,16,543,43,53,129,70,53,31,100,79,11,575,27,36,87,52,35,33,109,79,13,467,11,14,17,14,9,3,18,23,0,112,3,6,3,0,0,0,3,4,4,21,0,0,0,0,0,0,0,0,0,5,151,216,593,325,221,211,434,438,58,2645
UCL514002,0,0,35,65,0,60,3,54,6,226,7,6,40,36,7,16,4,18,7,140,69,112,147,86,40,23,22,63,9,570,149,220,225,85,94,65,26,75,16,952,141,190,154,78,89,68,42,78,11,845,85,108,88,45,61,60,28,63,15,545,38,37,23,7,26,25,19,18,3,191,8,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,494,676,713,394,325,322,139,372,64,3494
UCL514003,9,3,29,59,0,73,7,57,0,230,8,7,35,45,3,27,9,57,0,191,91,101,185,125,46,50,40,138,9,770,149,217,199,139,75,48,77,133,15,1056,134,189,144,95,77,77,62,96,4,889,72,87,83,51,61,47,38,65,10,515,25,40,18,5,20,13,16,17,4,161,3,5,0,4,4,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,482,653,695,512,294,337,243,567,47,3819
UCL514004,3,0,21,14,12,71,3,43,7,182,10,20,55,30,33,32,13,54,4,239,35,72,91,47,56,34,39,66,10,455,54,88,72,78,56,35,30,55,9,480,79,63,68,78,83,35,64,74,5,551,71,81,77,61,87,42,71,64,8,560,28,19,12,28,15,18,32,22,3,178,3,0,0,3,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,277,344,397,344,344,269,248,385,47,2652
UCL515001,0,0,0,4,0,3,0,3,0,14,0,0,4,4,0,0,0,3,0,19,5,0,19,3,0,3,3,12,0,49,9,6,16,5,8,6,8,7,0,63,16,12,16,7,11,11,5,14,0,95,21,9,13,15,12,14,6,14,3,104,13,9,4,0,7,0,4,5,0,52,3,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,3,3,70,39,76,44,36,45,23,65,7,402
UCL515002,0,0,3,13,3,6,6,7,0,40,3,6,5,9,7,0,0,9,0,46,9,11,29,0,17,5,12,12,0,102,9,29,25,10,17,5,14,16,6,127,15,16,32,24,26,9,17,6,0,149,12,19,22,18,19,6,21,21,0,127,7,10,4,3,5,0,0,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,96,121,75,80,41,71,72,10,627
UCL515003,0,0,3,11,3,14,0,12,0,49,0,7,10,3,3,3,5,7,0,52,9,23,31,22,6,7,11,18,4,135,7,31,32,19,16,16,13,14,3,159,25,43,33,29,14,15,24,21,3,213,26,33,27,30,24,19,23,24,8,220,14,13,14,8,15,6,9,11,0,80,0,4,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,96,148,158,122,88,83,93,112,20,921
UCL515004,3,0,7,8,5,10,11,23,0,59,9,45,35,21,9,11,6,8,3,141,23,43,90,35,46,16,38,25,3,325,16,22,46,17,29,7,44,26,0,214,24,9,32,23,29,14,27,22,3,186,12,12,20,14,15,8,14,14,0,107,4,0,0,4,3,0,9,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,136,230,125,132,69,145,119,16,1065
UCL515005,4,0,5,9,0,30,0,24,0,77,0,3,27,12,4,9,3,10,0,78,17,21,41,23,22,11,16,31,3,182,23,38,44,29,19,15,26,31,9,231,29,34,50,34,22,11,48,43,0,274,13,21,20,28,15,6,31,27,6,178,3,5,9,9,5,9,4,9,0,47,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,86,124,201,142,91,94,141,170,15,1066
UCL515006,0,0,12,7,3,22,5,12,0,69,4,12,24,17,15,23,0,20,0,112,20,53,53,45,49,23,32,39,6,320,42,44,42,50,37,33,20,33,0,307,55,55,46,31,52,23,32,51,12,362,59,59,35,50,41,28,42,35,5,352,23,9,7,11,17,8,15,18,8,119,4,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,208,239,225,210,209,159,146,206,37,1649
UCL515007,0,0,9,16,0,18,0,12,0,56,0,0,7,5,0,12,0,6,0,36,7,32,31,17,25,3,10,12,0,138,51,80,81,44,33,19,18,37,5,371,28,64,45,21,38,17,20,21,3,258,20,25,19,12,20,15,18,18,0,149,6,7,3,0,4,0,4,6,0,25,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,119,213,190,114,121,80,75,115,12,1037
UCL515008,0,0,9,8,0,3,4,16,0,37,0,0,12,3,3,3,6,3,0,36,4,20,38,13,9,3,7,16,0,116,24,44,55,9,26,0,16,11,0,188,29,29,46,9,33,3,17,11,0,188,17,14,23,0,11,6,20,10,4,112,4,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,117,191,48,89,20,70,66,9,692
UCL515009,0,0,6,15,0,24,3,30,0,84,3,0,17,18,3,5,0,3,0,47,11,38,29,19,8,9,9,13,0,134,27,75,46,25,25,9,15,23,0,244,43,66,30,37,27,16,12,32,3,268,26,40,25,25,27,16,26,23,0,202,14,18,9,7,9,4,6,17,0,87,4,5,0,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,125,249,175,134,102,84,64,144,13,1094
UCL515010,0,0,0,9,7,14,0,6,0,35,8,25,8,15,3,4,6,7,0,72,11,74,27,53,29,6,7,19,5,233,17,44,14,55,20,4,5,15,5,178,25,37,12,43,28,6,22,20,3,198,36,34,22,55,33,12,10,16,5,213,13,23,4,18,6,3,9,8,0,90,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,114,239,97,239,128,49,58,89,18,1028
UCL515011,0,0,13,14,0,21,7,26,0,85,0,4,15,10,3,4,9,19,0,65,17,15,46,7,14,15,20,46,4,182,32,28,49,30,25,14,38,30,5,246,41,36,24,24,36,10,43,35,5,257,22,27,29,34,30,9,29,29,0,216,9,9,8,0,3,4,8,8,0,51,7,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,127,125,187,124,118,79,153,192,17,1128
UCL515012,0,0,16,23,4,31,0,12,0,89,0,4,21,12,12,3,9,7,3,78,26,55,60,56,39,16,19,15,4,290,28,58,41,32,25,13,28,14,0,247,39,56,37,42,25,21,31,12,7,265,15,24,26,28,29,6,18,7,0,152,4,9,5,5,3,4,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,205,208,200,140,91,107,80,19,1160
UCL515013,4,0,20,10,7,32,0,24,0,96,3,11,24,35,21,12,8,24,0,138,29,67,93,74,40,16,6,60,11,413,62,66,66,38,43,19,19,41,10,367,49,51,58,31,49,21,14,41,13,320,37,32,30,26,22,21,19,22,5,218,18,8,5,0,3,5,6,3,0,49,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,199,242,300,222,186,121,71,220,39,1596
UCL515014,0,0,0,4,0,0,0,0,0,12,0,3,0,10,0,4,0,9,0,28,20,33,9,26,13,0,0,6,3,123,8,19,4,21,10,6,4,9,0,72,10,14,8,14,8,0,5,3,0,69,13,23,8,9,3,0,0,3,3,57,0,5,5,5,0,3,3,3,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,103,33,91,39,20,11,29,5,393
UCL515015,0,0,11,6,7,12,4,16,0,63,0,5,29,5,10,11,6,22,0,88,12,18,57,15,16,8,19,141,5,305,13,20,36,18,19,14,33,82,11,238,30,20,46,28,24,13,37,55,9,254,25,21,17,22,17,12,30,45,0,187,4,7,9,8,9,0,5,16,0,58,7,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,89,86,211,97,88,63,133,383,37,1199
UCL515016,0,0,0,4,0,7,0,6,0,27,0,5,6,7,0,3,5,9,0,29,7,26,39,23,9,3,7,14,0,131,15,29,24,12,18,4,10,15,0,127,16,22,31,11,10,12,22,19,0,145,23,19,24,6,27,8,27,27,6,170,17,6,4,5,4,4,3,8,0,58,3,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,87,108,124,73,78,45,71,100,8,695
UCL515017,0,0,3,4,0,0,0,6,0,24,4,0,4,4,6,4,0,7,0,32,11,14,15,8,9,7,3,13,3,75,9,13,20,6,6,6,6,23,0,79,25,14,13,15,13,6,10,19,0,120,25,15,11,10,10,16,19,32,3,138,15,0,8,4,3,3,5,7,5,53,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,79,60,76,55,41,48,45,111,14,529
UCL515018,0,0,10,0,4,11,6,4,0,35,0,3,16,6,8,4,16,3,0,63,3,16,43,17,6,0,40,4,6,134,7,14,27,6,14,5,54,12,0,145,11,13,35,12,13,13,44,13,8,172,13,15,32,9,12,4,39,17,0,145,4,0,6,0,0,0,7,6,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,35,66,166,59,66,44,208,63,17,719
UCL515019,0,6,20,16,10,25,0,26,0,103,10,13,32,18,16,12,4,44,3,156,20,47,56,35,22,20,18,96,6,317,26,39,42,22,32,20,23,80,3,287,28,25,37,26,34,19,27,86,5,286,34,36,41,33,32,26,29,67,15,309,11,11,10,9,18,5,8,20,0,97,3,0,3,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,127,174,240,166,159,132,102,424,33,1563
UCL515020,0,0,8,20,6,16,4,20,6,82,7,24,29,29,23,9,8,21,3,158,60,179,88,86,57,27,22,68,13,601,67,95,60,73,66,16,22,36,16,449,68,76,40,53,46,14,32,34,8,376,56,53,32,42,52,22,28,30,5,312,12,11,11,11,15,8,12,10,0,87,0,0,0,0,0,3,0,0,3,11,0,0,0,0,0,0,0,0,0,0,269,444,264,319,266,115,123,219,57,2064
UCL515021,0,0,8,14,0,17,0,22,0,66,0,5,17,5,0,6,0,8,0,50,3,25,31,10,10,13,6,9,0,102,17,33,24,26,16,5,5,9,0,145,28,40,34,17,27,12,7,17,5,188,25,35,31,23,23,5,20,21,3,183,13,14,8,5,0,4,4,6,0,53,7,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,92,160,157,103,89,60,54,83,8,801
UCL515022,0,0,20,20,3,38,4,27,3,123,8,12,41,19,11,14,15,40,0,168,28,51,66,39,23,30,37,72,8,363,45,49,48,38,36,25,34,58,6,337,55,39,53,42,39,33,41,56,4,360,40,31,44,46,44,24,47,78,8,364,12,15,13,21,18,14,12,15,0,111,13,0,0,3,0,0,0,7,6,25,0,0,0,0,0,0,0,0,0,0,196,196,286,226,178,178,193,364,30,1847
UCL515023,0,0,7,11,0,27,4,15,0,71,3,7,37,11,10,13,9,10,0,105,19,34,41,28,25,11,25,23,0,219,31,22,48,21,22,7,23,13,9,191,22,28,26,21,24,13,26,32,6,205,24,19,19,26,23,13,34,27,5,194,11,7,6,4,3,3,14,8,5,68,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,124,128,186,130,119,93,139,113,26,1057
UCL515024,0,0,10,3,0,7,0,11,0,35,0,5,14,6,5,5,3,9,0,52,12,19,24,16,11,11,8,21,3,118,21,26,19,11,18,11,10,8,0,117,10,12,19,13,22,7,16,17,0,116,19,13,22,17,20,5,31,15,3,152,10,3,5,4,5,3,10,9,0,58,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,69,77,110,75,84,50,82,98,8,648
UCL515025,0,0,9,15,0,13,0,15,7,50,0,3,17,5,4,3,5,6,0,47,10,12,18,13,15,8,16,37,4,123,13,22,22,16,9,3,6,25,3,127,18,22,12,27,21,12,24,18,6,153,16,15,14,8,14,19,18,27,8,143,10,3,5,7,3,4,10,12,3,50,3,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,63,78,94,83,71,62,69,151,24,700
UCL515026,0,0,12,7,4,19,5,18,5,67,0,9,48,19,6,4,9,24,0,125,29,36,95,37,43,19,38,25,11,326,33,29,36,21,30,10,32,19,4,204,18,23,40,28,40,10,32,38,0,229,12,5,24,18,25,4,27,25,5,148,3,0,5,0,4,0,5,10,0,27,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,96,111,253,130,154,65,142,148,26,1126
UCL515027,0,3,15,11,7,25,0,19,0,82,3,23,39,26,8,14,11,27,0,156,23,54,68,52,22,17,27,59,0,325,39,47,44,36,37,28,20,37,5,288,49,52,50,42,29,19,25,32,8,308,36,58,49,36,33,21,28,45,7,308,25,24,10,13,15,6,14,8,0,115,3,5,5,3,0,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,176,266,267,212,154,130,130,238,23,1603
UCL515028,4,6,20,17,7,20,11,15,0,95,7,13,56,15,19,15,31,26,4,177,38,77,208,65,54,35,116,54,19,667,54,66,174,44,55,15,128,40,17,607,38,41,106,31,29,21,129,37,7,441,30,24,47,11,17,15,99,27,9,269,4,9,8,5,0,3,14,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,229,613,190,194,123,524,202,59,2314
UCL515029,0,0,7,3,0,0,8,0,4,20,0,3,3,3,0,5,13,3,0,32,7,11,38,9,12,4,58,14,3,156,14,14,59,7,19,8,68,13,8,200,6,4,23,8,10,5,70,11,9,139,3,10,20,4,4,5,49,11,0,108,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,145,34,44,24,259,57,20,662
UCL515030,0,6,20,24,0,46,6,27,0,126,4,7,32,15,16,17,9,32,0,126,14,28,62,38,16,14,29,28,5,230,22,40,64,34,25,8,55,29,5,280,37,41,46,38,32,29,59,32,3,312,21,33,62,38,27,20,48,41,3,295,10,12,6,3,8,4,10,8,0,69,0,0,4,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,101,167,293,191,126,137,219,194,20,1445
UCL515031,0,0,14,14,0,19,0,14,3,65,0,0,16,10,4,6,4,21,0,70,4,20,24,18,8,16,17,12,0,123,18,27,37,24,20,7,12,43,0,193,39,26,44,27,34,15,28,30,6,246,31,37,56,16,22,15,28,35,8,253,30,14,10,6,10,9,15,9,4,103,5,0,4,0,4,3,0,5,10,26,0,0,0,0,0,0,0,0,0,0,136,127,202,115,102,92,113,163,33,1077
UCL515032,0,0,8,5,5,8,3,8,3,50,3,3,19,9,3,11,6,12,0,68,13,15,47,6,16,8,14,9,7,133,13,19,44,15,27,6,17,3,10,152,31,23,42,15,30,14,29,16,13,212,21,17,22,17,26,8,24,10,6,135,5,0,3,5,0,0,8,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,86,185,74,107,54,92,60,35,775
UCL515033,0,0,10,16,0,22,4,20,0,68,4,6,18,9,4,3,11,11,3,72,24,69,102,28,25,8,76,21,5,352,39,53,119,44,55,14,118,30,12,479,26,23,69,18,29,12,84,17,5,285,19,16,41,11,11,11,56,11,0,176,0,4,6,0,0,0,15,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,113,172,351,123,137,62,360,107,34,1466
UCL515034,0,0,6,13,0,10,0,6,0,46,0,9,22,15,3,8,7,9,0,77,23,21,63,34,22,13,29,39,4,245,22,41,46,29,25,21,34,26,5,242,34,35,65,29,17,20,44,31,4,275,22,26,43,21,25,9,30,30,0,202,4,7,3,11,8,0,0,10,0,44,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,110,133,243,151,106,80,148,159,17,1137
UCL515035,0,0,8,0,0,7,0,12,0,25,0,6,7,4,5,0,0,7,0,29,0,9,23,15,5,9,3,23,4,98,10,11,14,4,12,4,10,15,4,87,13,12,11,14,10,3,13,16,0,92,26,15,18,16,8,13,29,21,3,136,13,6,3,0,11,9,7,6,0,54,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,59,48,87,61,48,39,65,97,14,521
UCL515036,0,0,19,3,3,9,3,7,0,49,0,0,15,9,6,9,6,20,0,69,11,15,47,14,15,10,18,26,5,146,7,24,43,16,8,11,29,21,0,161,14,16,48,24,24,8,47,25,8,209,11,14,49,24,22,9,55,25,0,199,3,4,8,5,4,0,12,12,0,55,0,0,0,0,0,4,0,5,0,10,0,0,0,0,0,0,0,0,0,0,47,67,230,90,81,52,170,137,20,894
UCL515037,0,0,11,6,0,14,5,16,0,52,0,7,24,3,3,5,16,6,0,63,10,25,107,19,33,7,28,27,9,271,26,29,102,22,36,5,59,25,5,307,19,12,57,16,14,6,39,13,7,184,7,15,27,3,7,4,26,11,4,99,0,0,3,0,0,5,4,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,84,326,76,93,41,179,96,24,981
UCL515038,0,0,5,6,3,9,0,22,0,46,0,3,10,5,0,5,4,6,0,45,6,38,23,12,6,12,14,21,0,133,17,18,25,22,25,7,12,16,0,142,26,24,26,26,26,8,23,13,7,179,29,23,44,38,28,10,27,31,6,231,16,15,14,7,13,5,13,11,3,92,4,0,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,97,115,148,119,95,68,91,123,15,875
UCL521001,0,0,10,0,0,9,0,6,0,28,0,0,6,0,0,0,0,0,0,18,0,4,11,3,0,0,5,4,0,25,5,4,14,8,6,7,9,3,0,55,4,11,19,6,10,3,13,6,0,68,8,9,9,4,5,3,15,3,0,60,0,0,0,0,0,0,4,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,75,21,27,19,48,35,6,264
