UCL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL522011,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,4,3,7,5,4,4,5,0,0,31,8,4,5,0,3,0,3,3,0,33,7,0,0,3,3,4,3,3,0,20,4,0,4,4,8,4,4,5,0,33,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,24,15,15,10,18,13,0,145
UCL522012,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,7,0,4,11,4,3,0,3,14,0,44,5,10,0,0,3,0,0,3,0,30,5,0,3,3,0,0,3,6,0,31,13,0,9,7,8,0,11,12,4,58,4,0,6,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,34,17,26,23,23,7,21,45,5,196
UCL522013,0,0,9,0,0,0,0,7,0,14,0,0,9,0,0,0,3,4,0,17,5,5,12,4,0,0,0,5,0,20,7,10,14,0,4,0,7,0,0,35,3,8,11,9,4,0,5,7,0,49,5,0,9,8,7,0,11,6,5,41,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,49,20,16,9,30,23,5,189
UCL522014,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,8,3,0,6,3,4,0,5,0,0,19,0,0,6,3,4,0,4,4,0,24,3,0,0,0,4,0,4,4,0,17,0,5,3,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,14,13,10,3,20,13,0,91
UCL522015,0,0,0,0,3,0,0,0,0,8,0,6,4,11,0,0,0,7,0,25,6,5,9,21,11,0,0,4,3,53,9,3,6,5,6,0,0,0,0,33,4,4,0,5,0,4,0,4,0,22,4,0,0,0,0,0,4,4,0,19,3,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,18,44,17,7,6,27,4,173
UCL522016,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,6,4,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,19,0,0,0,0,0,0,8,4,0,14,8,0,4,0,0,0,8,4,0,25,4,0,0,0,6,0,0,0,0,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,11,10,5,6,14,21,7,95
UCL522017,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,3,0,0,0,11,4,3,5,0,4,0,0,0,0,20,4,0,0,0,0,0,3,3,0,21,4,4,3,3,7,0,5,6,0,41,8,0,3,0,3,3,4,10,0,46,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,11,22,13,22,17,18,24,0,153
UCL522018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,8,3,0,6,0,0,0,0,3,0,8,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,6,3,3,6,6,4,44
UCL522019,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,11,0,0,5,0,0,0,0,5,0,14,13,0,3,0,0,0,5,0,0,27,3,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,13,6,5,0,7,13,0,67
UCL522020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,13,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,5,0,0,12,7,5,0,5,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,10,11,8,3,6,5,0,65
UCL522021,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,12,3,0,3,0,0,0,4,0,0,16,3,12,3,7,4,0,0,8,0,43,7,0,4,3,0,0,6,3,0,28,6,0,3,0,0,0,8,0,0,22,6,3,5,0,3,0,9,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,17,18,15,15,7,20,22,4,140
UCL522022,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,6,3,4,4,4,0,4,3,0,24,3,0,5,0,0,0,0,0,0,12,0,0,6,4,0,3,4,0,0,21,4,3,5,5,0,0,4,4,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,11,7,20,16,12,9,15,11,3,93
UCL522023,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,6,4,5,0,0,4,0,0,27,0,0,3,0,0,0,8,4,0,19,0,3,4,6,0,0,3,7,3,29,0,7,3,4,5,5,9,0,0,35,4,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,18,21,8,3,22,21,6,136
UCL522024,0,0,0,4,0,3,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,12,5,6,0,4,4,0,0,0,0,18,3,12,0,6,0,0,0,4,0,36,0,13,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,44,8,12,13,9,6,8,0,106
UCL522025,0,0,0,0,0,0,0,4,0,6,0,0,4,0,0,3,0,0,0,13,0,4,7,0,4,0,0,5,0,21,4,5,6,4,5,0,8,9,0,37,0,0,4,3,5,3,5,0,0,27,3,9,0,9,11,0,7,3,0,47,4,0,3,0,0,0,5,6,0,23,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,17,28,21,24,14,31,27,3,174
UCL522026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,6,0,14,3,0,0,0,0,0,0,0,0,5,3,4,0,0,5,0,0,3,0,22,10,0,9,0,0,0,6,9,0,37,0,0,0,0,0,0,7,0,0,19,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,10,18,7,11,7,12,16,0,101
UCL522027,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,12,3,3,5,0,0,0,0,3,0,15,0,3,3,3,3,0,5,6,0,28,8,0,0,0,6,0,8,0,0,26,4,4,4,3,6,0,6,4,0,31,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,23,9,12,4,27,18,4,129
UCL522028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,8,0,0,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,3,3,0,4,13,0,52
UCL522029,0,0,3,6,0,3,0,0,0,15,0,0,3,0,0,0,0,0,0,8,3,3,8,3,0,5,0,5,0,34,3,3,5,6,7,3,3,0,0,40,0,0,10,3,8,6,7,0,0,35,0,9,4,3,0,0,3,5,0,24,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,35,22,17,15,19,16,5,159
UCL522030,0,0,0,0,0,0,0,0,0,0,0,3,7,0,6,3,0,0,0,11,0,6,3,0,5,0,6,0,0,21,3,0,3,0,3,5,0,4,0,25,3,0,5,3,0,0,6,4,0,22,4,6,5,4,3,3,8,3,0,29,6,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,16,7,17,10,21,19,0,115
UCL522031,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,13,4,0,0,0,0,0,0,5,0,11,5,0,0,4,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,0,8,0,4,0,0,0,42
UCL522032,0,3,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,14,0,3,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,22,11,0,0,3,3,53
UCL522033,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,6,0,6,3,0,0,3,3,0,4,3,0,21,3,0,3,0,0,0,0,7,0,13,7,8,5,9,3,4,0,8,3,36,0,4,6,12,0,4,0,7,0,34,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,19,22,4,6,5,38,4,129
UCL522034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,0,0,0,0,0,26
UCL522035,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,3,3,6,0,5,0,0,3,0,16,0,0,3,0,0,0,0,0,0,11,6,4,5,0,0,0,0,5,0,26,5,0,6,0,0,0,4,7,0,27,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,17,10,10,4,11,21,7,105
UCL522036,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,12,3,4,0,4,0,0,3,5,0,26,0,0,7,3,0,0,7,3,0,19,6,0,0,0,0,0,6,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,12,8,8,3,24,11,3,101
UCL522037,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,18,7,7,8,0,4,5,4,3,0,32,4,0,7,10,0,4,0,3,0,30,3,0,0,4,0,0,8,9,0,23,0,0,0,0,4,0,3,0,0,12,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,15,20,12,10,8,19,22,4,126
UCL522038,0,0,4,4,0,0,5,0,0,11,4,4,8,3,4,0,0,3,3,27,11,12,10,0,10,9,11,0,0,63,12,8,15,4,4,0,9,4,0,54,8,4,14,6,0,6,3,7,0,47,12,7,0,3,9,4,6,8,0,53,4,0,0,0,4,0,0,0,0,16,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,52,32,51,25,28,22,28,27,9,272
UCL522039,0,0,0,3,0,0,0,0,3,3,0,0,0,5,4,0,0,0,0,10,0,12,8,7,4,0,0,0,0,35,6,7,3,0,0,0,4,3,0,31,7,4,3,9,3,0,0,0,0,24,11,11,6,10,9,0,10,3,0,49,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,21,30,21,4,22,14,4,160
UCL522040,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,5,3,0,30,5,4,0,0,0,0,0,10,0,28,0,6,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,10,8,10,7,8,16,4,79
UCL522041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,4,0,0,0,4,0,13,4,0,8,5,0,0,4,3,0,19,3,0,4,4,5,0,4,4,3,31,5,0,9,0,0,4,10,0,0,41,7,3,0,0,4,0,6,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,23,8,14,7,20,16,5,116
UCL522042,0,0,0,0,0,6,0,0,0,7,0,0,4,0,0,0,5,0,0,19,0,8,15,6,8,0,9,4,0,56,8,3,13,0,5,0,11,6,4,48,4,0,7,0,6,0,14,3,0,36,0,0,6,0,3,4,11,3,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,47,19,23,9,50,21,5,189
UCL522043,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,11,5,23,0,0,5,0,4,0,0,3,0,10,6,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,6,5,0,12,4,47
UCL522044,0,3,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,11,0,0,4,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,5,18,5,3,6,9,3,59
UCL522045,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,4,0,9,0,3,0,0,0,0,0,0,0,10,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,4,0,0,0,4,0,30
UCL522046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,4,0,11,3,5,4,0,4,0,3,3,0,22,10,0,0,6,0,0,0,4,0,17,0,0,0,4,0,0,8,3,3,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,10,9,7,8,15,14,3,86
UCL522047,0,0,0,0,0,5,0,0,0,8,0,0,0,4,0,0,0,0,0,9,0,4,7,5,0,3,4,0,0,25,0,3,5,3,0,0,3,11,0,22,9,4,0,3,5,0,5,6,0,26,13,0,5,4,3,4,10,4,0,39,0,0,4,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,17,22,19,11,19,18,5,134
UCL522048,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,8,0,0,3,0,0,0,21,4,3,5,0,5,0,4,6,0,27,0,7,10,0,0,0,3,0,0,24,7,0,0,6,0,0,6,0,5,19,0,0,0,4,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,14,34,12,9,7,11,6,0,114
UCL522049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,0,3,0,19,0,6,0,5,4,0,0,0,0,14,0,0,0,5,0,0,0,5,0,22,0,4,5,4,3,0,4,6,0,25,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,7,20,12,0,8,12,0,81
UCL522050,0,0,0,0,0,4,0,0,0,3,0,0,7,0,0,0,0,5,0,11,6,3,0,4,3,0,5,5,0,32,0,4,4,0,0,3,4,0,0,27,6,7,10,4,3,4,0,4,0,32,16,6,0,0,3,0,5,10,0,46,3,4,0,0,4,0,4,0,0,20,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,16,26,17,18,17,19,29,0,165
UCL522051,0,0,0,0,0,7,0,7,0,12,0,0,0,0,0,0,0,0,0,6,0,0,3,5,0,0,0,0,0,17,0,0,5,4,0,0,4,0,0,14,3,3,10,3,5,3,4,3,0,34,3,0,5,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,32,13,15,16,9,13,0,110
UCL522052,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,8,0,4,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,20,0,0,0,5,0,39
UCL522053,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,4,5,6,0,0,3,0,34
UCL522054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,3,5,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,16,12,0,4,3,9,0,5,0,0,28,0,0,3,4,0,0,5,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,10,10,13,3,10,4,0,80
UCL522055,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,4,3,3,0,0,11,0,26,6,3,0,3,0,0,4,0,0,27,6,8,12,8,6,0,6,4,0,43,4,7,4,5,4,0,3,3,0,25,5,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,20,21,20,0,21,21,0,142
UCL522056,0,0,0,0,0,0,0,3,0,8,0,0,3,0,0,0,4,0,0,11,5,5,3,5,0,0,9,0,3,33,11,5,8,0,4,3,9,5,0,37,5,0,10,0,7,0,6,5,4,38,5,3,6,0,6,0,5,6,0,28,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,17,29,4,19,9,39,16,7,176
UCL522057,0,0,0,4,0,0,0,0,0,7,3,0,3,12,0,0,0,0,0,19,5,0,7,15,3,0,0,7,0,41,3,0,5,0,0,0,0,5,0,16,8,0,0,0,0,0,0,5,0,17,4,0,6,0,4,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,25,34,10,6,0,15,0,126
UCL522058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,0,10,4,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,13,8,0,3,3,0,0,7,4,0,26,5,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,17,8,6,0,12,10,0,71
UCL522059,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,6,0,0,8,0,0,0,0,0,0,17,0,4,12,3,3,5,4,3,0,31,3,0,6,3,0,0,4,0,3,19,6,0,0,4,4,0,6,4,0,25,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,23,17,12,3,19,14,4,122
UCL522060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,16
UCL522061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,0,0,0,15,3,5,0,0,0,0,3,0,0,20,4,3,6,3,0,0,4,3,0,33,9,4,3,4,3,3,0,8,0,42,3,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,12,8,11,16,7,13,3,119
UCL522062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,4,0,3,0,0,0,9,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,6,0,6,3,0,4,37
UCL522063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,22,0,4,4,0,0,0,0,37
UCL522064,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,13,0,8,3,12,0,0,0,0,8,35,6,0,0,7,0,0,3,0,0,24,0,4,0,5,0,0,0,3,0,21,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,12,34,9,5,5,14,10,104
UCL522065,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,9,3,4,5,0,0,0,0,6,0,16,7,4,0,0,0,0,0,0,0,17,0,0,0,5,0,3,0,0,0,11,11,3,7,4,0,0,3,4,0,38,5,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,14,17,11,10,4,15,21,0,102
UCL522066,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,15,9,4,3,10,3,0,13,11,0,42,12,4,4,8,5,0,3,9,0,46,0,4,10,3,0,6,7,6,0,36,5,0,0,5,5,4,0,7,0,31,3,4,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,14,22,20,15,19,22,35,3,189
UCL522067,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,11,0,3,0,0,0,0,4,5,0,22,0,0,3,3,3,0,3,3,0,18,7,0,6,8,6,0,4,4,7,24,5,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,10,17,12,10,5,13,17,8,102
UCL522068,0,0,4,4,0,0,0,5,0,25,0,0,3,3,3,0,3,0,0,20,0,0,3,6,7,5,5,0,0,29,4,12,10,0,3,5,5,0,3,39,9,11,9,8,8,0,0,0,0,43,3,8,4,8,0,0,4,3,0,37,3,0,3,0,0,0,0,3,0,11,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,40,40,32,23,11,15,15,3,202
UCL522069,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,3,0,5,0,5,0,0,0,0,0,23,3,5,0,0,0,0,0,4,0,16,0,0,5,4,5,0,6,4,0,19,3,0,0,0,0,5,4,7,0,24,3,0,0,0,0,0,4,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,15,10,11,5,9,19,4,96
UCL522070,0,0,0,0,3,0,0,0,0,4,0,0,8,0,0,5,0,0,0,13,0,0,3,0,0,0,6,9,0,22,0,0,3,0,3,3,0,7,0,23,0,0,6,3,0,0,8,3,0,29,0,4,5,4,3,0,3,3,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,26,13,12,10,16,30,0,130
UCL522071,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,4,9,0,6,4,0,0,0,3,9,3,23,0,3,0,3,0,0,0,0,6,14,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,3,8,4,4,10,18,66
