UCL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
UCL513005,375,615,132,56,200,174,37,111,709,42,529,4065,274,6277,43,48,16,5,25,18,3,7,50,4,50,373,24,588,270,164,93,44,134,127,26,71,264,30,230,1265,88,2255,25,12,17,6,12,18,6,5,16,4,32,122,9,213,16,3,6,3,9,11,0,9,15,0,12,65,4,116,3,6,0,0,3,4,0,0,6,0,4,20,3,36,7,0,0,3,5,4,4,0,3,0,9,135,3,170,3,0,0,0,3,0,0,0,0,0,4,49,0,57,6,0,0,0,7,3,0,0,0,4,11,38,0,67,10,5,0,0,7,13,0,0,16,0,22,69,0,116,29,35,20,3,23,18,0,3,41,0,33,367,14,526,411,271,153,65,229,213,42,96,415,47,399,2507,149,4144,10,6,0,0,0,5,0,4,3,0,4,44,519,592,797,892,291,121,430,394,78,213,1130,88,932,6613,950,11009,252,401,82,0
UCL514001,720,604,197,52,401,268,58,161,677,78,498,3241,297,5818,21,17,4,0,18,11,0,4,12,5,13,84,9,161,94,29,30,10,46,32,3,31,53,20,40,109,12,334,25,4,4,0,9,9,3,4,10,0,9,34,0,73,16,3,4,0,8,5,0,4,3,0,5,13,3,43,0,4,0,0,0,0,0,0,0,0,0,7,0,14,3,0,6,0,3,3,0,4,0,0,5,56,3,76,0,0,0,0,0,0,0,0,3,0,0,11,5,13,0,0,0,0,0,0,0,0,0,0,0,9,0,18,3,0,0,0,5,4,0,0,3,3,3,6,0,16,8,7,3,0,5,0,0,0,4,0,9,24,7,48,171,65,54,10,104,63,9,46,97,27,88,346,32,798,30,9,8,0,14,10,0,12,12,0,5,21,490,575,917,685,259,67,520,336,67,225,781,106,593,3606,821,7184,188,268,61,0
UCL514002,370,331,154,23,100,144,25,60,355,30,291,3567,170,5106,17,18,3,0,4,10,0,0,13,0,13,123,7,188,106,40,40,10,29,37,0,11,46,6,54,379,16,664,12,4,10,0,8,0,0,0,5,0,10,157,10,207,9,0,3,0,0,4,0,0,4,0,0,44,3,58,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,4,0,3,55,0,58,0,0,0,0,0,0,0,0,0,0,0,56,3,58,3,0,0,0,5,0,0,0,0,0,0,43,0,54,3,6,0,0,3,0,0,0,6,0,7,80,0,96,10,15,0,3,0,6,6,4,12,0,13,73,8,125,162,91,61,12,55,65,6,22,90,14,102,1003,47,1519,7,4,4,0,3,4,3,4,9,5,4,80,456,559,540,431,221,31,160,214,36,83,456,47,392,4646,672,7182,166,222,63,0
UCL514003,306,381,112,24,108,127,29,48,441,25,336,3417,214,5004,23,16,9,5,5,6,5,7,18,3,17,211,7,281,80,36,24,8,24,34,3,10,64,12,57,415,18,655,10,6,19,0,4,12,0,4,16,6,19,178,7,242,3,4,6,0,0,0,0,0,3,0,0,87,4,105,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,4,0,0,7,3,0,0,0,0,6,135,8,154,0,5,0,0,0,0,0,0,0,0,3,72,3,79,0,0,0,0,0,3,0,0,6,0,7,34,0,36,9,7,3,0,0,3,0,0,8,0,7,129,7,176,4,8,3,0,0,4,0,0,15,0,16,82,0,119,136,83,64,12,38,62,14,22,135,22,120,1342,46,1867,14,3,4,13,4,3,0,0,8,0,11,56,462,562,455,470,175,50,145,188,36,80,584,44,474,4821,723,7430,183,280,75,4
UCL514004,530,514,160,39,393,255,67,114,596,80,442,2781,230,4983,17,12,8,0,13,16,3,4,15,0,11,93,4,163,60,22,16,4,45,37,10,21,34,8,35,100,4,270,19,7,5,4,19,16,3,3,4,0,8,49,0,100,24,0,9,4,9,8,5,0,7,7,0,28,3,63,0,0,0,0,0,0,0,0,0,0,4,8,0,14,4,6,3,0,10,9,3,0,3,3,11,149,0,183,0,0,0,0,0,0,0,0,0,0,0,14,0,19,8,0,6,0,9,0,0,0,0,0,6,65,0,82,3,0,0,0,0,0,0,0,3,0,6,13,0,27,8,4,0,0,9,0,0,0,0,0,7,44,3,66,140,56,47,20,112,84,24,28,72,17,84,556,19,985,20,8,6,0,7,4,0,5,7,0,0,24,656,705,680,575,205,53,509,338,91,146,675,94,529,3362,902,6679,187,252,65,0
UCL515001,143,68,60,14,48,75,12,30,95,15,82,441,30,852,8,8,4,0,0,0,0,5,3,0,0,14,0,29,33,5,10,6,9,22,4,13,10,11,16,63,7,142,8,0,0,0,0,0,0,0,0,0,0,9,0,27,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,13,0,16,43,14,16,3,12,30,4,16,15,14,32,129,8,254,10,3,3,0,0,3,0,4,0,0,3,11,81,111,198,87,74,20,61,107,16,51,107,27,109,581,114,1211,28,30,16,0
UCL515002,97,72,32,3,46,41,4,18,83,4,49,623,36,956,5,0,0,0,3,0,0,0,5,0,7,42,7,58,16,4,10,0,3,5,5,0,7,0,4,58,3,94,6,0,0,0,0,3,0,0,4,0,0,16,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,14,3,3,3,0,4,0,0,0,4,0,0,17,0,28,37,14,17,0,18,7,4,5,17,3,21,149,12,251,0,0,0,0,0,0,0,0,0,0,0,0,62,67,129,84,47,3,58,51,7,28,102,7,64,778,106,1271,45,46,14,0
UCL515003,202,149,67,8,72,66,16,47,225,15,152,865,55,1559,15,4,4,0,3,9,0,0,6,0,3,44,0,75,66,27,22,8,31,23,5,22,29,11,35,146,12,315,7,0,0,0,0,3,0,0,3,4,12,28,3,53,8,4,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,5,0,3,0,6,0,5,20,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,16,0,21,3,0,4,0,0,0,0,0,6,0,7,18,0,42,104,37,35,12,49,36,3,25,54,13,69,284,15,554,8,3,0,0,3,0,0,0,8,3,0,19,141,181,317,188,105,20,123,110,22,70,291,35,223,1172,214,2300,85,78,27,0
UCL515004,102,169,25,3,58,51,7,11,190,10,131,1053,79,1640,13,5,4,0,4,0,0,8,11,0,5,56,4,96,32,16,11,0,18,7,3,14,23,9,28,66,8,166,3,0,0,0,3,5,0,0,3,0,5,9,0,20,0,4,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,14,4,21,0,0,0,0,3,0,0,0,0,0,5,42,0,47,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,4,0,0,0,0,0,0,0,0,0,24,0,38,53,33,20,0,38,18,4,17,43,12,43,231,17,426,3,0,0,0,4,0,0,3,4,0,0,17,133,163,159,203,45,7,97,71,16,32,240,20,177,1300,225,2225,57,97,12,0
UCL515005,259,197,52,15,136,84,20,48,242,25,202,1077,101,1948,10,10,0,0,11,10,3,0,4,4,3,34,0,60,47,18,14,0,12,12,3,12,20,0,16,62,4,160,8,0,0,0,4,0,0,6,4,0,5,18,0,33,4,0,0,0,0,4,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,8,0,6,17,0,27,64,34,17,0,25,24,6,21,43,5,29,159,14,320,5,0,5,0,4,4,0,0,0,0,4,3,117,131,330,230,69,20,166,109,23,64,283,24,235,1237,232,2402,113,103,24,0
UCL515006,206,229,65,16,190,146,41,71,191,17,199,1730,154,2756,3,9,0,0,5,3,0,5,8,0,3,76,0,114,24,11,5,5,11,9,3,5,4,3,15,71,3,137,11,0,0,0,4,7,0,0,3,0,0,29,0,53,15,0,0,0,12,7,0,5,0,0,3,41,4,80,0,0,0,0,0,0,0,0,0,0,0,10,0,12,4,0,0,0,4,0,0,0,4,4,10,73,0,103,0,0,0,0,0,0,0,0,0,0,0,37,0,34,5,0,0,0,5,4,0,0,0,0,0,24,3,37,0,0,0,0,0,0,0,0,0,0,0,13,0,24,0,0,3,0,3,0,0,0,0,0,0,33,0,47,58,28,20,9,39,31,8,15,24,10,46,412,18,626,10,9,4,0,4,8,0,0,3,5,0,24,720,775,274,266,91,23,238,184,54,92,218,32,244,2169,897,4162,84,127,27,0
UCL515007,76,95,24,3,25,35,14,8,116,8,73,1111,57,1516,0,5,0,0,0,0,0,0,0,0,5,47,0,59,18,9,8,0,12,5,0,3,13,0,15,105,0,162,0,0,0,5,0,0,0,0,3,0,0,37,0,45,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,32,0,38,0,0,0,0,0,0,0,0,0,0,0,22,0,28,23,22,7,6,12,9,4,6,20,3,17,272,8,379,0,0,0,0,0,0,0,0,4,0,0,22,204,227,101,117,30,5,38,44,19,12,142,9,97,1402,273,2119,36,67,13,0
UCL515008,29,73,13,0,12,10,3,0,44,3,55,735,53,969,0,3,0,0,0,0,0,0,0,0,0,35,0,43,10,9,0,0,0,0,0,0,5,0,0,33,0,51,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,7,3,16,12,8,4,0,4,0,0,0,8,0,15,129,3,171,0,0,0,0,0,0,0,0,0,0,0,7,125,136,43,87,13,0,21,10,5,3,57,3,62,869,184,1282,31,55,5,0
UCL515009,228,188,67,11,96,79,21,48,246,11,179,1150,64,1956,8,9,7,0,7,7,0,0,6,0,6,33,0,65,88,27,28,9,30,41,0,21,50,5,41,149,9,357,14,4,6,4,6,8,0,3,3,0,4,57,9,93,6,3,0,0,0,3,0,0,0,0,0,16,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,3,0,0,0,0,0,0,32,0,43,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,4,4,0,0,0,0,0,0,4,0,8,4,0,0,0,0,5,0,0,3,0,5,28,0,43,14,0,0,0,0,0,0,0,4,3,6,35,0,58,142,41,44,15,55,58,7,27,64,12,61,364,19,705,7,3,0,0,3,5,0,4,3,0,3,25,246,281,376,232,115,23,154,144,22,76,317,27,245,1532,330,2944,89,103,21,0
UCL515010,124,121,40,29,136,71,43,23,98,17,130,1279,103,1922,5,4,0,0,9,0,0,4,7,0,3,59,6,88,5,4,0,0,6,5,0,0,4,0,3,37,0,60,3,3,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,34,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,6,0,0,0,0,0,0,0,0,0,30,0,36,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,3,0,0,4,0,0,0,0,0,0,37,0,42,14,18,4,0,20,6,0,7,15,0,13,220,7,304,9,4,0,0,4,0,0,0,0,0,0,14,759,786,149,140,46,29,162,81,49,31,115,19,145,1516,873,3009,76,84,20,0
UCL515011,252,181,65,18,129,102,20,45,244,28,170,1219,89,2115,6,10,0,0,4,9,0,0,3,0,3,46,0,74,50,16,17,5,21,17,0,13,20,6,19,90,17,219,9,0,0,0,0,3,0,0,0,0,5,22,0,46,7,4,0,3,10,6,0,0,0,6,0,3,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,5,0,0,36,0,49,0,0,0,0,0,0,0,0,0,0,7,27,0,27,5,0,0,0,7,0,0,0,0,0,0,12,0,19,5,0,0,0,0,0,0,0,0,0,0,3,0,15,3,0,6,0,0,0,0,4,3,0,0,14,0,22,92,37,21,8,40,33,4,17,40,7,46,263,27,498,15,3,6,0,5,3,0,4,3,0,0,19,134,172,349,219,93,24,171,142,29,64,291,39,214,1504,244,2786,100,96,21,0
UCL515012,92,151,44,0,61,44,6,19,146,6,127,1224,81,1821,4,6,0,0,0,0,0,0,3,3,4,29,3,43,14,9,4,0,5,4,0,7,12,4,18,69,9,115,0,0,0,0,0,0,0,0,4,0,5,22,0,25,0,0,0,0,0,3,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,13,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,20,0,0,0,0,3,4,0,0,0,0,3,28,3,41,17,17,3,0,14,5,0,7,24,3,35,180,14,287,0,0,0,0,0,0,0,0,0,0,0,6,106,116,113,170,48,0,69,51,10,23,165,6,160,1412,205,2219,47,96,25,0
UCL515013,143,120,49,4,60,49,11,23,132,12,125,1461,76,2030,3,0,0,0,0,3,0,4,3,0,0,56,0,70,20,6,10,0,18,8,0,5,13,5,17,83,11,145,3,0,0,0,0,0,0,0,0,0,4,50,0,60,0,0,0,0,0,0,0,0,0,0,0,30,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,43,4,54,0,0,0,0,0,0,0,0,0,0,0,15,3,19,0,0,0,0,0,0,0,0,0,0,0,9,0,9,4,0,4,0,0,0,0,0,3,0,0,78,0,94,0,0,0,0,0,0,0,0,0,0,0,19,0,28,34,20,13,7,20,14,3,7,22,5,26,385,15,516,5,0,0,4,0,3,0,0,3,0,7,30,212,256,171,134,64,12,84,63,15,31,158,14,160,1878,305,2806,80,86,27,0
UCL515014,17,56,9,0,50,21,16,3,40,3,33,587,40,806,0,0,0,0,0,0,0,0,0,0,0,24,0,28,0,0,0,0,0,0,0,0,0,0,3,11,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,4,0,0,4,4,0,0,0,3,6,96,0,113,0,0,0,0,6,0,0,0,0,0,0,7,83,103,23,60,12,0,55,26,18,5,45,7,43,698,128,1022,4,35,5,0
UCL515015,255,195,83,22,137,115,27,61,196,31,132,996,93,1816,10,18,0,0,6,0,4,0,13,0,0,45,6,78,31,10,11,5,20,23,0,12,21,3,27,57,9,146,8,0,0,3,3,0,0,0,0,0,0,11,0,34,19,3,3,9,22,10,7,0,6,3,9,17,9,65,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,9,3,0,0,0,0,16,305,7,346,0,0,0,0,0,0,0,0,0,0,0,93,0,93,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,3,0,0,0,0,0,20,0,28,79,42,21,20,66,35,10,19,40,5,48,566,27,802,6,4,0,3,12,7,0,0,6,5,5,25,137,177,336,239,107,39,214,157,41,78,243,48,185,1595,257,2797,83,88,23,0
UCL515016,162,98,55,3,76,67,14,35,113,11,88,684,51,1190,4,4,0,0,0,7,0,0,6,0,3,18,0,42,23,4,6,0,8,3,4,3,3,0,9,47,6,103,0,0,6,0,0,0,0,0,0,0,0,11,0,16,4,0,0,0,0,0,0,0,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,7,0,0,0,9,3,3,6,0,21,35,11,10,5,16,13,4,3,14,7,17,138,14,247,0,0,3,0,5,0,0,0,0,0,0,14,138,167,202,112,66,8,92,80,14,35,131,14,105,842,198,1600,58,56,16,0
UCL515017,89,61,35,5,42,36,5,14,74,9,51,565,32,881,8,0,4,0,0,0,0,3,4,0,0,14,0,28,22,10,4,3,10,9,0,6,13,6,11,38,3,92,6,0,0,0,4,0,0,0,3,0,3,14,0,24,4,3,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,9,33,13,11,6,13,16,4,17,16,5,19,88,4,183,3,0,0,0,4,0,0,0,0,0,0,10,184,203,127,74,45,8,63,52,11,32,96,14,74,663,228,1270,34,34,11,0
UCL515018,83,116,19,0,61,35,7,22,115,7,61,695,34,1078,13,16,0,0,6,9,0,5,11,0,7,106,0,165,0,9,5,0,0,0,0,5,8,0,0,14,0,40,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,5,5,0,0,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,4,0,4,26,3,38,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,5,0,0,0,0,0,0,0,0,0,23,0,28,20,31,6,0,21,13,0,10,21,0,18,193,5,307,0,0,0,0,0,0,0,0,3,0,3,24,251,286,109,147,30,0,80,51,9,32,140,7,87,916,289,1660,51,76,11,0
UCL515019,271,207,62,27,162,105,33,36,229,35,166,1451,101,2378,14,19,12,0,4,11,0,3,9,0,11,139,10,195,41,6,11,0,21,13,0,7,19,4,20,41,0,117,7,3,5,0,0,0,0,0,0,0,7,4,0,22,3,5,8,0,10,4,0,0,6,0,10,12,0,27,0,0,0,0,0,0,0,0,0,0,0,6,0,8,15,11,5,0,22,4,3,0,3,0,16,251,4,310,0,0,0,0,0,0,0,0,0,0,0,31,0,32,7,4,0,0,0,0,0,0,0,0,0,52,0,55,4,0,0,0,5,0,0,0,0,0,0,6,0,15,0,0,0,0,4,0,0,0,0,0,0,40,3,51,82,45,29,7,62,30,7,14,47,6,59,589,25,843,14,8,0,0,8,3,0,4,8,6,5,54,326,426,369,259,96,34,235,141,43,57,285,37,233,2097,453,3641,117,122,31,0
