UCL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL521048,..,0,0,0,0,5,0,0,0,10,..,0,0,5,5,21,26,15,11,92,0,0,0,4,4,4,0,0,0,15,66,28,31,43,47,78,87,35,21,431,..,0,6,22,37,73,97,52,9,299,..,6,17,15,5,6,0,0,0,51,..,3,11,18,13,5,8,0,0,57,125,..,..,..,..,..,..,..,..,125,..,19,..,..,..,..,..,..,..,19,..,19,7,3,3,3,4,0,0,37,..,9,4,3,4,5,0,0,0,26,..,0,9,0,0,0,0,0,0,16,..,0,0,4,0,9,4,0,0,22,..,3,5,3,15,35,56,29,19,169,3,0,8,5,4,8,0,0,0,29,133,65,63,72,81,137,169,87,33,838
UCL521049,..,0,0,0,0,0,0,0,0,3,..,0,0,8,5,7,4,0,0,15,0,0,0,3,0,0,0,0,0,14,44,55,42,40,34,24,3,3,0,254,..,30,34,36,31,14,5,0,0,146,..,12,0,0,0,0,0,0,0,14,..,10,11,8,9,6,0,0,0,40,105,..,..,..,..,..,..,..,..,105,..,7,..,..,..,..,..,..,..,7,..,23,11,4,0,0,0,0,0,38,..,10,15,15,12,14,4,0,0,70,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,3,4,14,4,10,7,0,0,33,0,12,5,4,0,3,0,0,0,25,106,96,84,77,63,45,12,4,0,479
UCL521050,..,0,0,0,0,6,0,0,0,3,..,9,4,5,0,9,14,5,4,52,0,0,0,0,0,0,5,0,0,7,56,32,38,43,33,42,39,16,0,300,..,3,19,41,28,44,40,16,0,193,..,18,22,9,9,5,4,0,0,64,..,0,11,14,3,4,5,7,0,39,126,..,..,..,..,..,..,..,..,126,..,4,..,..,..,..,..,..,..,4,..,11,5,0,3,0,0,0,0,23,..,0,0,3,0,3,3,0,0,13,..,0,4,0,0,4,0,0,0,5,..,5,0,0,0,6,5,5,0,17,..,17,12,15,17,30,29,13,3,126,0,3,0,3,0,0,3,0,0,18,126,58,79,80,68,84,92,36,10,631
UCL521051,..,0,0,0,0,0,0,0,0,4,..,0,0,3,11,13,16,7,7,54,0,0,0,0,0,0,0,0,0,4,71,53,35,45,64,75,40,22,9,414,..,0,23,36,51,61,39,17,0,230,..,23,16,11,17,30,5,0,0,106,..,4,5,11,19,10,5,5,0,55,155,..,..,..,..,..,..,..,..,155,..,31,..,..,..,..,..,..,..,31,..,40,20,10,8,4,0,0,0,71,..,3,3,7,0,0,0,0,5,22,..,0,0,0,0,0,0,0,0,0,..,3,0,0,9,0,0,0,0,12,..,0,5,9,15,29,24,17,3,96,0,0,3,0,0,0,0,0,0,10,155,108,73,73,110,141,76,40,13,792
UCL521052,..,0,0,0,0,0,0,0,0,4,..,0,5,4,6,10,3,4,0,27,0,0,0,0,0,0,0,0,0,9,80,34,44,45,35,31,18,12,0,308,..,0,12,16,16,16,12,7,0,71,..,10,33,25,29,12,0,0,0,107,..,3,15,15,4,8,3,3,0,53,163,..,..,..,..,..,..,..,..,163,..,10,..,..,..,..,..,..,..,10,..,27,5,10,7,0,0,0,0,51,..,14,3,4,7,5,0,0,0,42,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,4,5,0,0,7,..,0,10,13,19,21,4,12,0,71,0,0,0,4,0,0,3,0,0,12,163,65,79,84,82,68,33,20,0,594
UCL522001,..,4,0,0,0,0,0,0,0,7,..,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,46,42,45,32,24,11,13,4,0,215,..,4,6,24,11,0,4,0,0,53,..,13,27,24,15,7,5,0,0,89,..,0,4,4,7,0,3,3,0,36,111,..,..,..,..,..,..,..,..,111,..,10,..,..,..,..,..,..,..,10,..,28,8,4,3,0,0,0,0,47,..,22,11,14,15,6,3,0,0,70,..,0,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,6,..,0,10,0,0,0,0,0,0,15,9,3,7,0,0,0,0,0,0,14,113,96,83,67,50,20,17,4,3,453
UCL522002,..,0,0,0,0,0,4,0,0,4,..,0,0,0,3,10,12,14,3,39,0,0,0,0,0,0,0,0,0,3,16,5,10,9,21,23,29,20,3,138,..,0,5,12,17,17,15,9,3,82,..,5,11,7,6,7,10,4,0,41,..,0,0,3,3,0,0,0,0,10,31,..,..,..,..,..,..,..,..,31,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,3,..,5,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,9,..,0,0,0,3,15,25,14,3,57,0,0,0,0,0,0,0,0,0,7,29,23,18,22,29,39,60,31,9,248
UCL522003,..,0,5,0,0,0,0,0,0,3,..,3,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,60,22,20,26,17,4,3,3,3,159,..,0,3,5,4,3,0,0,0,24,..,5,22,18,15,0,0,0,0,68,..,0,3,4,9,4,0,0,0,32,111,..,..,..,..,..,..,..,..,111,..,7,..,..,..,..,..,..,..,7,..,13,6,3,0,0,0,0,0,25,..,7,3,0,0,0,0,4,0,23,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,9,..,3,7,4,6,4,4,0,0,24,0,0,0,0,0,0,0,0,0,4,111,51,51,38,37,14,10,6,0,325
UCL522004,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,40,36,28,21,16,9,7,3,0,157,..,15,15,16,10,7,0,0,0,53,..,5,5,9,3,3,0,0,0,26,..,0,13,5,5,7,0,0,0,28,80,..,..,..,..,..,..,..,..,80,..,7,..,..,..,..,..,..,..,7,..,35,7,3,0,0,0,0,0,45,..,25,4,3,0,6,5,0,0,36,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,6,0,3,4,0,0,13,0,4,0,0,0,0,0,0,0,6,80,77,41,38,23,25,9,3,0,292
UCL522005,..,0,0,0,0,0,0,0,0,4,..,0,6,4,0,4,4,3,0,17,0,0,0,0,0,0,0,0,0,0,38,22,24,32,11,15,4,5,0,151,..,0,14,17,8,6,6,0,0,47,..,0,14,8,3,0,0,0,0,36,..,0,0,6,4,9,0,0,0,27,95,..,..,..,..,..,..,..,..,95,..,7,..,..,..,..,..,..,..,7,..,27,5,0,0,0,0,0,0,37,..,8,3,9,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,9,..,0,7,6,4,11,4,0,0,27,0,0,0,0,0,0,0,0,0,4,95,41,48,53,22,22,9,8,0,298
UCL522006,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,33,31,15,26,33,39,24,13,3,209,..,0,12,32,56,53,40,15,6,212,..,0,7,8,6,0,4,0,0,25,..,0,0,3,0,3,0,0,0,4,83,..,..,..,..,..,..,..,..,83,..,22,..,..,..,..,..,..,..,22,..,31,3,0,0,0,0,0,0,35,..,0,5,3,0,0,3,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,9,..,0,0,0,0,6,0,4,3,19,0,0,0,0,0,0,0,0,0,9,79,59,30,46,64,68,45,21,8,424
UCL522007,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,13,0,0,24,0,0,0,0,0,3,0,0,0,7,14,7,11,10,3,18,23,6,0,91,..,0,7,6,0,16,18,5,0,52,..,7,7,3,0,3,6,0,0,24,..,0,0,0,0,0,0,0,0,5,16,..,..,..,..,..,..,..,..,16,..,4,..,..,..,..,..,..,..,4,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,4,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,3,0,0,4,8,19,9,0,51,3,0,0,5,0,0,8,0,0,18,21,12,19,14,12,33,50,17,9,183
UCL522008,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,3,0,0,11,0,0,3,0,0,0,0,0,0,4,16,7,13,11,12,17,14,3,4,97,..,0,0,10,5,16,17,12,0,63,..,0,4,0,6,5,5,0,0,24,..,0,3,0,0,0,0,3,0,14,33,..,..,..,..,..,..,..,..,33,..,3,..,..,..,..,..,..,..,3,..,0,5,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,5,3,7,0,0,25,0,0,3,0,0,0,0,0,0,8,33,15,24,14,21,35,32,11,4,179
UCL522009,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4,25,31,17,27,28,21,12,6,0,162,..,0,7,19,36,20,14,5,0,105,..,3,10,15,8,0,0,0,0,39,..,0,0,4,12,7,0,0,0,24,46,..,..,..,..,..,..,..,..,46,..,20,..,..,..,..,..,..,..,20,..,22,7,4,0,0,0,0,0,34,..,0,0,0,0,3,0,0,0,9,..,4,0,0,0,0,0,0,0,3,..,0,3,0,6,3,0,0,0,7,..,0,0,3,9,3,3,0,0,27,3,5,3,4,4,0,4,0,0,18,52,55,35,49,70,40,25,10,0,329
UCL522010,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,3,35,18,16,25,22,23,14,3,0,156,..,0,15,30,31,34,22,5,0,133,..,0,0,3,3,0,4,0,0,10,..,0,0,4,4,8,0,0,0,15,77,..,..,..,..,..,..,..,..,77,..,23,..,..,..,..,..,..,..,23,..,22,12,0,0,0,0,0,0,32,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,4,0,0,0,0,0,0,4,..,0,0,0,4,0,7,3,5,18,0,0,0,0,0,0,0,0,0,3,79,47,31,42,38,41,33,9,0,323
UCL522011,..,0,0,0,0,0,0,0,0,0,..,0,6,0,0,9,0,3,0,14,0,4,0,0,0,0,0,0,0,3,20,13,16,11,12,22,17,7,0,119,..,0,12,20,10,26,25,6,3,94,..,9,16,5,3,0,3,0,0,37,..,0,0,0,0,0,0,0,0,7,38,..,..,..,..,..,..,..,..,38,..,5,..,..,..,..,..,..,..,5,..,0,0,4,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,3,3,4,4,11,16,8,0,59,6,4,3,0,0,0,0,0,0,10,43,19,29,32,26,40,40,20,9,256
UCL522012,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,6,3,8,7,34,0,0,0,0,3,0,4,0,0,14,26,8,26,14,19,35,32,27,8,192,..,0,16,21,19,33,41,25,10,160,..,0,22,7,3,5,8,0,0,42,..,0,3,0,0,0,0,0,0,14,54,..,..,..,..,..,..,..,..,54,..,3,..,..,..,..,..,..,..,3,..,4,0,8,0,0,0,0,0,10,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,5,4,0,0,9,..,0,5,3,4,19,11,20,8,66,4,5,3,0,3,3,11,3,0,30,60,17,44,35,31,73,77,46,14,400
UCL522013,..,0,0,0,0,4,0,0,0,3,..,0,0,0,4,3,0,0,0,9,4,0,0,0,0,0,0,0,0,3,36,23,19,20,41,41,17,10,5,205,..,0,10,25,33,43,28,5,3,149,..,0,10,12,11,9,0,0,0,49,..,0,3,4,8,3,0,4,6,24,67,..,..,..,..,..,..,..,..,67,..,19,..,..,..,..,..,..,..,19,..,26,10,3,5,3,0,0,0,42,..,0,0,0,0,3,0,5,0,17,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,5,0,0,0,8,..,0,0,5,3,5,7,5,3,28,5,0,0,0,0,0,0,0,0,13,75,52,34,43,68,74,48,16,8,420
UCL522014,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,22,11,9,10,10,16,9,5,0,103,..,0,6,9,19,18,17,3,0,80,..,4,9,4,0,3,0,0,0,29,..,0,3,0,0,5,0,3,0,10,51,..,..,..,..,..,..,..,..,51,..,7,..,..,..,..,..,..,..,7,..,3,4,3,3,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,4,53,20,22,23,28,32,15,9,0,203
UCL522015,..,0,0,0,0,3,0,0,0,5,..,5,3,6,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,7,9,9,13,7,3,15,6,0,0,67,..,0,5,10,4,11,3,0,0,30,..,4,11,0,0,3,3,0,0,27,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,0,3,0,0,0,0,0,0,8,..,0,0,0,0,3,0,0,0,11,..,5,4,8,8,0,9,0,0,30,0,3,6,0,0,0,0,0,0,15,13,19,34,26,12,20,14,3,0,137
UCL522016,..,0,0,0,0,0,0,0,0,5,..,0,0,0,6,0,3,4,4,13,0,0,0,0,0,0,0,0,0,6,27,9,8,19,14,17,15,13,4,121,..,0,4,17,6,22,22,17,0,84,..,0,3,0,3,6,0,0,0,24,..,0,3,3,0,3,0,0,0,11,50,..,..,..,..,..,..,..,..,50,..,8,..,..,..,..,..,..,..,8,..,4,0,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,..,0,8,0,6,10,4,7,4,39,0,0,0,0,0,0,0,0,0,3,52,16,22,23,22,38,28,24,4,233
UCL522017,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,4,3,0,0,10,0,4,0,0,0,0,0,0,0,5,32,10,16,12,26,38,29,6,0,173,..,0,17,13,22,46,44,8,3,156,..,9,3,4,12,3,0,3,0,39,..,0,0,5,3,0,5,3,0,12,54,..,..,..,..,..,..,..,..,54,..,3,..,..,..,..,..,..,..,3,..,5,4,3,6,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,3,0,0,0,0,0,0,7,..,0,5,0,8,9,12,3,0,36,0,9,0,0,3,4,0,0,0,10,54,20,33,29,43,71,64,16,5,339
UCL522018,..,0,0,0,0,0,0,0,0,11,..,0,0,3,0,4,4,0,0,11,0,0,0,0,0,0,0,0,0,3,0,5,4,3,3,10,15,5,0,50,..,0,0,0,0,5,13,3,0,31,..,5,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,6,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,9,..,0,3,3,0,8,19,0,0,41,0,0,0,0,0,4,0,0,0,4,0,6,11,10,12,19,41,8,0,99
UCL522019,..,0,0,0,0,0,0,0,0,5,..,0,0,0,4,3,6,0,4,10,0,0,0,0,0,0,0,0,0,0,8,4,4,8,6,14,15,4,3,63,..,0,0,8,3,16,14,3,5,57,..,0,3,7,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,4,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,5,..,0,0,0,3,12,6,3,0,34,0,4,0,0,0,0,0,0,0,7,14,10,7,16,13,33,25,9,11,137
UCL522020,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,35,24,19,12,7,14,5,0,0,120,..,3,10,11,9,16,0,0,0,46,..,5,6,6,3,6,3,0,0,25,..,3,3,5,0,9,0,0,0,22,60,..,..,..,..,..,..,..,..,60,..,8,..,..,..,..,..,..,..,8,..,15,14,0,0,0,0,0,0,26,..,0,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,5,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,60,37,32,23,16,32,10,0,0,226
UCL522021,..,0,0,0,0,0,0,0,0,0,..,4,3,3,5,7,10,4,0,35,6,0,0,0,0,0,3,0,0,10,32,13,11,34,14,13,35,13,3,167,..,0,5,26,19,14,41,15,0,116,..,4,5,5,0,0,0,0,0,26,..,0,0,10,3,0,0,0,0,17,62,..,..,..,..,..,..,..,..,62,..,6,..,..,..,..,..,..,..,6,..,7,0,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,7,..,0,4,9,8,12,21,10,3,68,9,0,3,3,0,0,3,0,0,17,71,26,20,46,34,30,68,27,3,332
UCL522022,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,10,0,0,20,0,0,0,0,0,0,0,0,0,3,19,10,13,9,13,16,18,11,0,101,..,0,11,10,10,14,17,15,0,71,..,8,8,4,6,0,7,0,0,26,..,0,0,0,4,3,0,0,0,5,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,6,..,0,0,0,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,8,15,11,5,0,43,0,0,0,0,0,0,5,0,0,7,29,10,21,19,28,35,31,23,0,197
UCL522023,..,0,0,0,0,0,0,0,0,3,..,0,0,4,0,7,9,0,4,21,0,0,0,0,5,0,0,0,0,6,36,13,13,13,22,24,20,9,5,156,..,0,15,16,16,17,23,8,5,102,..,5,5,3,8,7,4,0,0,37,..,0,0,0,3,0,0,0,0,7,52,..,..,..,..,..,..,..,..,52,..,5,..,..,..,..,..,..,..,5,..,9,5,3,0,0,0,0,0,21,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,7,..,0,0,3,7,15,13,3,3,46,0,0,0,0,8,6,0,0,0,13,52,17,31,26,42,51,41,17,9,283
UCL522024,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,4,3,0,23,0,0,0,0,0,6,0,0,0,8,12,4,4,6,12,28,37,15,0,127,..,0,0,7,10,31,53,21,0,123,..,6,3,3,5,3,0,0,0,21,..,0,0,4,0,0,0,0,0,4,20,..,..,..,..,..,..,..,..,20,..,5,..,..,..,..,..,..,..,5,..,5,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,7,..,0,0,0,0,8,11,10,5,32,0,4,0,0,0,6,5,0,0,16,20,14,11,13,15,55,69,37,3,229
UCL522025,..,0,0,0,0,5,0,0,0,6,..,0,0,10,0,9,7,5,4,42,0,0,0,0,0,0,0,0,0,5,38,14,11,23,17,34,30,14,6,193,..,0,13,19,21,30,42,17,0,140,..,7,5,4,3,8,4,0,0,33,..,0,0,0,3,4,0,0,0,13,64,..,..,..,..,..,..,..,..,64,..,5,..,..,..,..,..,..,..,5,..,8,0,0,0,0,0,0,0,18,..,3,0,3,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,0,0,0,9,..,0,5,12,4,20,26,11,9,94,0,0,0,0,0,0,0,0,0,10,60,29,33,42,33,71,79,35,16,394
UCL522026,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,5,3,19,0,0,0,0,0,0,6,0,0,3,5,3,7,10,13,19,38,24,5,126,..,0,3,4,13,28,53,40,5,145,..,0,3,3,0,0,4,0,0,16,..,0,0,4,0,0,0,0,0,11,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,0,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,12,14,15,7,46,0,0,0,0,3,0,0,5,0,11,16,7,12,12,21,47,81,58,5,265
UCL522027,..,0,0,0,0,0,0,0,0,3,..,0,0,4,0,5,7,6,0,23,0,0,0,0,0,0,0,0,0,0,24,23,11,18,13,30,23,12,0,155,..,0,8,18,13,26,23,21,0,109,..,6,5,9,9,5,4,3,0,42,..,0,0,0,5,5,0,0,0,14,55,..,..,..,..,..,..,..,..,55,..,6,..,..,..,..,..,..,..,6,..,9,6,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,3,0,0,0,14,..,0,0,6,7,19,21,4,4,64,0,0,3,0,0,0,4,0,0,9,55,26,25,32,35,64,47,30,9,324
UCL522028,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,5,0,12,0,0,0,0,0,4,0,4,0,11,10,0,6,3,4,13,14,14,0,70,..,0,6,5,6,6,20,6,0,47,..,0,0,0,0,4,0,0,0,10,..,0,5,0,0,0,0,0,0,6,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,7,0,0,0,0,0,0,0,7,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,3,0,0,3,..,0,5,0,0,4,8,3,0,20,0,0,0,0,0,7,0,0,0,13,21,4,13,6,6,30,31,22,0,130
UCL522029,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,3,3,0,12,0,0,0,0,0,0,0,0,0,0,47,14,22,28,30,20,20,10,3,187,..,0,20,31,17,19,30,12,0,134,..,0,9,5,4,0,0,3,0,33,..,0,0,3,6,0,0,0,0,20,96,..,..,..,..,..,..,..,..,96,..,18,..,..,..,..,..,..,..,18,..,8,4,0,3,0,0,0,0,23,..,0,0,0,3,0,0,0,0,10,..,5,0,0,0,0,0,0,0,4,..,0,4,0,0,0,0,0,0,8,..,0,0,8,3,4,6,6,0,34,0,3,0,0,6,3,0,0,0,7,96,33,43,47,48,36,43,15,3,379
UCL522030,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,21,5,21,13,12,12,14,3,0,102,..,0,14,20,17,14,10,6,0,78,..,9,15,0,6,4,0,0,0,25,..,0,5,0,4,0,0,0,0,8,53,..,..,..,..,..,..,..,..,53,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,10,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,3,6,14,4,4,0,32,0,0,0,0,0,0,0,0,0,8,61,15,37,23,21,32,17,8,0,224
UCL522031,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,40,15,30,18,10,11,4,0,0,132,..,0,7,3,8,3,0,0,0,28,..,3,19,13,3,0,0,0,0,37,..,6,10,15,0,4,0,0,0,33,103,..,..,..,..,..,..,..,..,103,..,0,..,..,..,..,..,..,..,0,..,24,4,0,3,0,0,0,0,35,..,5,0,3,0,4,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,3,0,0,0,11,0,3,0,0,0,0,0,0,0,4,99,45,47,31,25,17,7,0,0,269
