UCL_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
UCL513005,0,0,327,327,6,33,195,236,179,164,223,568,346,124,135,603,353,74,169,597,293,49,112,465,279,10,62,359,157,3,48,202,16,0,9,30,1639,471,1276,3390,0,0,279,278,16,53,139,205,307,210,208,727,436,153,190,775,386,81,196,663,319,38,173,524,261,12,148,422,103,7,87,194,8,0,33,41,1831,548,1458,3837,0,0,606,608,16,83,336,445,492,376,424,1293,772,273,329,1377,740,156,363,1262,616,92,284,986,541,28,214,782,260,8,132,406,24,0,44,66,3470,1018,2732,7226
UCL514001,0,0,172,174,0,30,135,162,63,112,135,313,143,67,115,333,157,58,123,347,231,40,154,427,268,32,161,452,150,8,57,214,20,0,28,50,1037,347,1083,2468,0,8,159,166,12,50,73,136,112,119,143,372,161,72,126,358,203,64,150,424,240,40,172,444,253,21,129,404,106,0,102,206,4,0,58,65,1084,382,1111,2572,0,11,331,337,5,79,205,299,175,230,278,685,305,144,243,692,367,127,274,771,469,79,326,872,518,51,287,853,258,6,159,420,22,0,87,114,2123,729,2187,5037
UCL514002,0,0,180,180,0,7,62,73,68,83,104,256,255,88,74,419,253,51,88,388,209,29,54,296,248,33,61,341,134,9,27,171,30,0,12,42,1196,306,659,2163,0,0,143,143,0,12,49,58,112,121,95,323,340,88,102,537,258,61,139,461,227,27,75,332,239,20,102,351,107,3,72,181,17,0,33,50,1291,346,811,2446,0,0,322,322,0,25,111,132,176,210,195,583,595,181,176,950,514,119,228,851,436,59,131,627,484,48,161,692,241,12,100,358,46,0,42,90,2490,651,1465,4609
UCL514003,0,0,204,204,3,15,102,125,87,125,194,402,248,112,123,480,233,78,124,443,152,51,90,290,151,19,62,238,64,4,24,85,13,0,20,34,952,401,940,2292,0,7,166,168,6,18,67,91,130,144,131,399,326,139,167,633,231,88,161,482,151,44,137,332,135,5,139,279,40,3,73,120,9,0,34,46,1037,444,1066,2549,0,7,366,367,3,34,169,211,215,262,324,802,574,249,289,1117,467,165,288,918,306,89,227,625,286,30,200,517,108,7,95,208,27,0,53,75,1988,843,2003,4840
UCL514004,0,10,179,187,4,36,103,145,67,79,158,295,134,47,94,271,159,41,101,295,196,36,130,358,213,20,111,341,122,7,47,174,23,0,23,46,918,267,940,2119,0,10,163,172,10,46,86,145,110,90,122,316,165,49,124,338,165,42,162,367,219,36,167,427,189,10,148,354,91,0,106,197,5,0,64,72,960,286,1143,2387,0,18,344,363,19,88,187,290,177,163,278,617,301,97,213,611,320,80,261,666,413,78,295,786,407,31,258,692,210,4,152,371,30,0,88,119,1882,555,2081,4512
UCL515001,0,0,12,12,0,0,14,14,9,7,12,28,9,9,8,30,25,5,12,46,43,9,21,73,75,6,33,113,48,0,17,73,21,0,15,34,229,51,146,419,0,0,15,19,0,6,3,8,6,17,6,24,20,5,15,40,29,11,19,65,55,9,22,86,77,8,38,115,39,3,29,75,6,0,35,41,229,55,185,472,0,0,24,30,0,6,16,22,17,29,15,53,33,15,29,72,54,20,32,107,97,15,50,164,147,15,68,236,89,9,49,142,26,0,52,73,454,104,336,894
UCL515002,0,0,33,33,0,4,19,21,10,18,19,50,31,11,29,72,42,12,18,72,54,13,24,88,53,6,16,76,22,0,5,22,0,0,0,0,224,66,158,444,0,0,28,28,0,6,17,22,19,24,17,66,40,11,19,72,49,16,23,82,61,14,19,91,63,0,19,86,14,0,8,21,0,0,7,5,235,78,160,477,0,0,57,57,0,8,36,44,32,48,39,113,75,22,45,145,89,24,37,159,112,22,44,181,113,8,38,164,30,0,8,44,0,0,7,9,458,136,323,916
UCL515003,0,0,41,42,0,9,19,28,26,20,20,67,45,13,24,80,59,24,29,107,73,22,43,139,124,9,37,173,55,4,23,82,10,0,3,20,400,109,233,737,0,3,59,66,0,10,20,30,42,19,19,81,53,16,28,94,66,28,41,133,94,26,67,187,122,11,77,206,37,0,48,89,10,0,21,29,417,117,382,914,0,8,101,104,0,20,35,58,69,38,39,148,99,28,49,174,120,47,66,241,169,49,107,322,248,22,111,379,90,3,72,166,17,0,27,43,818,225,615,1649
UCL515004,0,0,76,79,0,14,36,53,49,48,50,153,62,21,17,104,51,16,21,84,30,3,22,58,45,3,20,68,28,0,9,37,0,0,0,3,266,120,258,637,0,0,45,45,8,17,30,51,77,68,44,188,67,26,39,130,54,21,53,124,45,8,31,87,40,0,30,74,11,0,7,27,0,0,7,13,303,139,282,729,0,3,124,125,3,36,66,100,131,114,95,338,128,51,56,228,104,41,73,212,78,15,53,141,86,3,51,137,39,0,20,65,0,0,9,12,570,259,541,1371
UCL515005,0,0,69,69,0,10,41,51,28,31,34,89,49,26,37,122,79,27,37,146,57,22,36,109,73,16,37,122,41,0,13,60,8,0,4,12,338,133,301,774,0,0,68,74,0,10,21,40,42,40,35,120,73,30,47,152,87,32,46,165,67,30,42,141,70,5,42,114,26,0,28,56,3,0,18,17,375,152,359,884,0,0,136,140,5,20,62,85,71,67,62,209,125,61,89,275,166,58,87,311,128,51,75,253,141,17,82,239,70,6,43,115,10,0,19,35,714,284,659,1659
UCL515006,0,0,79,80,0,16,67,83,45,57,75,177,71,39,60,170,90,48,89,226,101,34,104,236,84,19,96,198,47,4,37,94,13,0,12,27,455,217,618,1294,0,0,69,74,0,27,56,90,63,65,78,206,91,40,54,189,86,49,88,217,117,26,77,225,63,20,71,155,30,5,48,78,3,0,25,25,462,230,561,1260,3,0,150,153,4,46,122,174,114,121,149,384,168,77,115,360,174,95,176,443,219,65,182,463,149,37,167,349,80,9,82,173,11,0,33,45,918,446,1182,2547
UCL515007,0,0,33,33,5,5,15,21,23,15,17,58,117,30,16,164,76,32,22,130,55,13,11,82,45,0,0,49,20,0,6,21,3,0,3,12,338,98,133,573,0,0,42,39,0,0,8,14,37,28,26,89,141,44,30,210,85,26,22,138,48,11,31,92,44,3,17,60,11,0,5,15,7,0,5,10,372,113,181,662,0,0,76,78,7,6,26,32,59,48,44,147,253,78,39,377,164,58,51,267,107,18,42,173,84,4,17,101,28,0,11,41,5,0,11,18,710,207,316,1232
UCL515008,0,0,27,27,0,4,15,21,18,13,19,56,73,18,10,100,71,16,13,94,46,8,16,68,13,5,4,19,4,0,0,0,0,0,0,0,221,62,109,396,0,0,25,25,0,5,11,11,30,27,7,60,85,11,4,100,80,10,5,94,31,11,12,54,7,6,4,16,0,0,4,9,0,0,0,0,227,63,73,362,0,0,52,52,0,7,24,35,46,41,34,117,155,28,19,200,151,22,17,186,76,16,27,124,18,4,4,34,4,0,4,5,0,0,0,0,447,124,183,757
UCL515009,0,0,67,67,0,0,16,20,19,25,27,72,65,25,29,120,68,23,48,131,64,24,50,141,101,21,53,173,85,0,32,120,10,3,15,28,412,124,333,874,0,0,70,69,0,7,15,26,26,30,35,92,80,26,44,152,69,25,70,160,82,21,79,182,94,19,89,202,64,0,68,136,6,0,46,52,421,131,512,1066,0,0,130,129,0,9,32,41,42,57,59,159,143,53,76,272,141,43,113,300,147,47,131,322,193,38,143,378,144,8,99,254,23,3,60,80,840,258,844,1942
UCL515010,0,3,41,48,3,19,44,62,32,47,66,152,42,25,49,116,44,19,50,112,58,26,47,132,37,5,51,96,14,0,0,25,3,0,0,3,231,148,362,743,0,6,50,52,0,21,46,70,47,48,75,170,43,34,57,132,44,34,52,123,62,11,52,122,36,5,42,79,9,3,16,29,0,0,5,6,243,161,389,787,0,12,95,103,4,43,88,138,79,91,141,320,86,57,104,245,86,51,102,241,116,36,99,257,74,15,94,176,25,9,21,54,3,0,9,13,475,306,749,1530
UCL515011,0,0,79,79,0,13,41,49,18,40,37,88,77,25,36,138,73,24,39,139,92,14,41,141,102,15,27,146,77,4,22,100,16,0,12,26,458,123,321,900,0,0,66,66,0,11,27,42,43,33,47,127,85,27,47,163,81,14,52,146,105,16,56,181,104,11,48,165,56,3,59,120,8,0,30,38,477,124,431,1041,0,0,141,141,5,25,66,92,61,70,82,215,159,59,83,295,151,36,90,283,194,31,95,320,204,26,84,310,131,4,76,217,29,0,32,63,937,251,750,1938
UCL515012,0,0,74,76,0,10,33,40,60,58,26,141,69,34,13,117,89,12,24,125,55,10,19,83,43,8,8,63,17,0,8,19,4,0,3,4,330,129,211,665,0,3,71,78,3,10,22,33,86,61,37,184,87,30,25,141,90,19,41,147,52,6,18,79,41,8,25,65,17,0,6,22,0,0,3,5,371,141,249,758,0,0,151,149,3,23,55,78,140,119,62,320,157,62,38,257,180,33,66,276,108,12,38,162,81,13,32,124,30,0,13,40,3,0,4,12,699,273,458,1427
UCL515013,0,0,62,62,0,12,47,62,41,50,82,175,95,42,48,184,90,34,49,173,77,23,55,152,49,9,38,100,24,5,14,49,0,0,6,7,374,182,405,962,0,3,43,51,0,22,54,74,59,81,99,241,110,50,31,189,91,31,33,154,66,17,35,118,49,10,27,84,18,0,15,40,3,0,5,10,403,208,345,954,0,3,111,108,0,32,101,135,101,129,183,415,205,87,78,371,181,64,82,326,144,40,91,275,102,20,68,184,43,6,30,82,5,0,8,13,781,391,746,1914
UCL515014,0,0,17,15,6,7,18,30,14,27,32,71,3,15,42,62,12,13,27,53,10,16,18,47,9,4,16,23,0,0,0,4,0,0,0,0,56,82,174,311,0,0,17,21,4,5,16,29,9,25,47,80,14,17,32,59,11,14,32,62,12,18,28,57,9,0,13,22,0,0,4,0,0,0,0,0,64,87,195,339,0,0,36,38,6,15,37,62,25,50,77,153,19,31,65,117,23,34,57,114,25,33,49,105,10,5,30,40,4,0,4,10,0,0,3,3,116,169,363,645
UCL515015,0,0,57,61,0,11,46,56,61,33,88,184,84,27,56,164,74,15,69,161,72,16,40,131,85,5,30,121,72,9,21,93,18,0,16,35,473,109,423,1001,0,3,57,63,5,8,27,41,79,41,47,173,85,11,33,133,81,15,48,148,88,18,47,153,80,4,75,165,54,0,66,124,6,0,35,45,486,111,443,1044,0,4,114,122,7,15,76,103,143,76,137,361,172,41,88,295,155,32,116,311,159,34,89,278,172,12,112,288,126,7,85,220,30,0,50,75,963,218,866,2051
UCL515016,0,0,19,19,0,5,12,18,15,25,23,62,32,13,15,65,30,13,29,72,71,9,21,105,76,12,35,122,38,0,17,58,8,0,3,12,258,84,186,531,0,0,22,22,0,7,11,12,20,28,33,79,45,18,20,85,35,19,12,66,75,17,27,120,80,10,26,115,14,0,17,40,5,0,14,22,286,90,182,559,0,0,41,44,0,8,25,36,31,50,58,144,73,31,37,148,65,30,50,141,146,28,48,221,155,21,56,235,54,3,38,97,11,0,18,30,545,174,369,1087
UCL515017,0,0,25,25,0,0,10,11,5,19,11,39,16,16,9,45,27,10,34,68,46,21,36,100,52,11,26,90,31,0,14,48,10,0,3,16,184,83,170,434,0,0,10,10,0,10,7,20,11,23,7,37,24,12,9,45,31,10,22,62,50,23,26,94,50,6,28,81,22,0,14,34,6,0,4,9,196,86,113,396,0,0,32,32,0,13,17,31,14,42,22,80,42,30,16,90,59,20,51,129,98,38,59,196,101,15,52,168,54,0,24,80,12,0,11,19,382,163,281,829
UCL515018,0,0,43,43,0,7,26,31,26,40,28,92,37,20,13,75,48,15,36,107,56,14,45,109,29,0,12,50,12,0,9,22,0,0,0,5,212,95,225,526,0,0,40,40,4,17,30,51,25,33,22,79,55,25,27,104,54,16,30,98,62,7,21,90,18,4,22,45,3,0,3,10,0,0,4,3,221,98,188,510,0,0,82,82,4,23,55,77,50,71,51,170,94,46,45,184,105,36,68,208,112,19,62,198,52,4,35,90,13,0,13,27,0,0,7,8,434,196,410,1043
UCL515019,0,3,103,108,6,21,77,105,58,49,112,217,85,25,71,180,89,25,73,187,128,15,68,213,116,8,40,165,63,4,26,93,17,0,9,27,553,146,581,1287,0,11,91,106,10,28,58,95,76,42,78,202,98,30,51,178,95,16,67,179,125,15,48,195,99,4,55,169,44,3,40,85,10,0,33,38,564,146,522,1241,0,17,191,210,14,49,134,198,133,90,187,416,186,54,124,361,186,41,137,364,256,26,123,405,215,12,95,328,106,7,60,178,20,0,49,67,1121,298,1104,2526
UCL515020,0,4,82,91,0,24,69,93,59,105,128,294,86,58,57,204,91,37,72,202,87,30,61,173,42,18,34,94,14,0,15,29,0,0,4,4,385,279,517,1178,0,7,85,90,8,31,69,105,72,120,179,370,110,70,101,280,92,45,101,243,84,19,67,175,29,11,42,71,4,0,14,11,0,0,0,0,395,300,653,1351,0,9,173,183,10,59,136,197,134,228,303,664,197,130,153,483,189,82,175,449,174,50,130,348,65,20,73,162,19,0,29,44,0,0,3,3,783,579,1167,2529
UCL515021,0,0,67,71,0,8,22,25,21,13,26,53,43,11,14,69,59,10,33,99,77,12,26,114,77,7,27,113,45,0,12,52,10,0,5,17,340,72,220,629,0,0,31,34,5,5,15,23,27,14,15,59,57,11,11,84,62,13,23,100,77,18,31,130,76,3,27,107,37,0,27,64,3,0,12,15,352,67,193,613,0,3,106,109,3,12,39,50,57,25,34,113,106,25,23,157,119,27,50,201,155,32,54,245,159,16,50,217,80,0,32,116,16,0,15,31,689,136,413,1237
UCL515022,0,3,118,124,4,26,80,117,50,73,94,221,100,36,53,187,103,30,75,206,128,35,84,246,121,9,71,200,75,9,42,125,17,0,11,25,607,216,629,1450,0,4,94,104,5,39,44,90,71,78,72,221,113,30,70,211,117,35,70,218,142,25,98,260,118,9,87,215,60,3,68,129,7,0,30,39,622,228,634,1489,0,9,213,226,9,69,125,204,127,155,169,446,211,66,124,397,221,60,143,423,265,55,183,502,238,20,157,414,133,6,115,255,26,0,39,67,1230,447,1267,2933
UCL515023,0,0,51,50,0,22,44,71,46,34,55,132,46,19,42,107,61,24,44,130,78,10,43,131,65,8,48,119,32,0,16,44,4,0,12,18,337,117,347,798,0,3,47,46,4,29,20,54,41,32,51,128,61,32,32,124,63,11,42,118,88,10,43,134,63,5,39,105,22,0,26,48,5,0,25,26,346,120,314,778,0,0,90,93,3,48,67,120,86,63,105,258,110,47,74,230,117,38,81,243,168,19,87,262,131,12,82,224,52,3,42,96,11,3,30,46,677,236,655,1572
UCL515024,0,0,28,31,0,6,26,34,10,21,33,66,24,14,18,60,26,10,27,67,55,8,27,90,50,7,20,71,25,0,16,40,4,0,7,10,190,76,204,473,0,4,24,23,0,18,22,34,20,23,40,81,33,18,29,78,37,12,23,72,55,5,24,80,38,3,32,79,14,0,25,44,5,0,13,16,196,79,228,507,0,6,48,58,0,23,49,65,26,45,76,152,54,32,49,137,66,27,52,140,106,16,52,171,86,8,49,149,40,0,42,81,8,0,16,25,393,157,432,981
