UCL_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
UCL522033,0,0,13,10,0,0,3,3,3,5,10,15,5,0,0,8,13,0,10,26,20,0,16,36,22,6,17,41,15,3,10,25,0,0,4,5,74,15,81,170,0,0,6,6,0,4,3,5,4,5,0,10,6,5,3,13,16,0,13,29,16,0,7,28,26,3,19,41,12,0,5,19,0,0,0,0,75,18,61,149,0,0,19,20,0,4,5,9,4,11,10,26,12,3,5,23,26,0,22,50,41,0,24,66,45,8,32,84,21,5,21,41,0,0,8,4,151,31,136,320
UCL522034,0,0,6,6,3,0,7,9,3,6,10,17,3,0,3,15,3,0,0,9,4,0,4,11,3,0,0,5,0,0,0,0,0,0,0,0,27,9,35,67,0,0,9,12,0,0,3,4,6,3,6,13,14,5,5,19,6,0,6,3,0,0,6,9,0,0,3,4,0,0,0,3,0,0,0,0,26,8,39,75,0,0,20,22,3,0,9,11,13,8,13,38,16,3,6,28,10,0,8,8,6,4,11,20,4,0,3,10,0,0,0,6,0,0,0,0,48,16,74,137
UCL522035,0,0,5,5,0,0,0,0,4,4,0,8,5,3,0,8,6,4,12,19,9,0,9,17,4,0,8,14,3,0,0,3,0,0,0,0,28,13,36,76,0,0,3,3,0,0,0,6,4,4,3,10,4,5,0,9,8,5,7,21,8,0,8,16,3,0,4,9,0,0,0,4,0,0,0,0,31,9,35,74,0,0,7,7,0,0,3,3,8,7,7,16,9,5,0,16,12,7,20,40,15,5,15,33,10,0,12,28,0,0,4,7,0,0,0,0,58,23,68,151
UCL522036,0,0,0,0,0,0,4,4,0,0,6,6,8,0,0,6,0,3,13,14,6,3,5,13,12,5,7,25,4,0,4,10,3,0,0,3,42,14,34,86,0,3,0,6,0,0,3,3,0,0,3,8,9,0,0,8,8,0,6,11,10,3,9,22,14,0,4,21,3,0,0,6,0,0,0,0,38,9,27,72,0,3,3,9,0,0,5,5,5,0,7,9,14,0,0,22,7,3,16,29,16,7,10,29,28,5,12,40,10,3,6,14,3,0,0,3,78,22,62,165
UCL522037,0,0,4,4,0,0,0,3,0,4,6,11,11,3,0,13,6,6,7,14,6,0,10,18,10,0,7,20,10,0,3,9,4,0,0,4,48,14,35,95,0,0,4,4,0,0,0,0,5,3,0,13,7,4,5,16,5,9,4,14,6,0,5,14,13,0,0,13,4,0,4,6,0,0,0,0,44,13,29,85,0,0,8,6,0,3,0,4,11,9,4,22,20,6,8,33,11,13,11,34,10,0,18,31,21,0,5,33,14,0,5,22,4,0,5,9,93,29,61,183
UCL522038,0,0,7,7,0,4,10,17,18,4,15,29,15,3,4,21,13,5,9,26,17,4,8,27,9,0,9,19,13,0,3,15,0,0,0,0,81,17,62,164,0,0,7,7,0,3,3,7,16,7,3,23,24,4,3,35,6,3,4,16,14,0,7,22,15,0,11,23,4,0,4,15,0,0,4,5,78,21,44,155,0,0,20,21,0,7,12,23,29,11,16,57,34,9,9,61,19,4,10,42,29,6,12,43,25,0,13,39,15,0,5,26,6,0,4,5,164,44,107,316
UCL522039,0,0,10,10,0,0,9,8,4,4,5,16,5,3,5,16,5,4,4,17,11,3,16,26,5,0,4,14,3,0,0,0,0,0,0,0,32,22,53,109,0,0,5,5,0,3,6,6,3,8,8,19,5,7,7,17,4,11,9,22,14,4,16,34,0,0,5,9,0,0,5,4,0,0,0,0,34,25,63,120,0,0,14,14,0,3,14,20,5,12,16,38,8,5,16,32,9,15,17,39,24,9,28,55,6,0,11,22,3,0,6,8,5,0,0,5,64,47,118,227
UCL522040,0,0,0,0,0,0,0,4,0,0,8,7,0,0,0,3,10,5,7,15,12,6,4,17,19,0,12,24,3,0,5,14,0,0,0,0,35,14,38,86,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,4,4,13,19,4,4,22,16,0,5,21,3,5,6,13,0,0,0,0,41,15,23,78,0,0,0,0,0,0,3,3,0,6,3,10,0,0,4,5,16,10,10,30,22,8,10,39,30,3,15,54,10,0,8,22,0,0,3,3,76,26,57,164
UCL522041,0,0,5,5,0,0,3,5,0,0,5,8,6,3,3,13,6,5,5,15,11,3,18,33,20,6,12,37,3,0,4,8,0,0,3,4,43,28,54,124,0,0,4,4,0,0,0,4,3,3,0,11,3,8,0,8,7,5,3,13,6,5,11,24,24,4,4,27,0,0,3,4,0,0,0,0,46,26,22,97,0,0,10,10,0,0,6,4,5,6,6,19,7,9,3,24,13,10,13,29,23,9,18,53,41,11,18,62,5,0,3,14,0,5,3,3,89,52,77,217
UCL522042,0,0,4,4,0,6,0,8,7,8,6,28,7,6,3,22,9,3,5,18,7,0,0,11,5,0,0,5,0,0,0,0,0,0,0,0,38,26,19,84,0,0,3,3,0,6,0,12,13,15,8,28,10,5,5,19,9,3,6,17,6,0,3,9,0,0,5,3,0,0,0,0,0,0,0,0,37,28,26,94,0,0,6,6,0,12,10,18,21,24,10,58,20,10,7,38,15,3,7,31,19,3,3,19,3,0,5,4,0,0,0,0,0,0,0,0,75,57,43,175
UCL522043,0,0,15,17,0,0,11,14,3,17,18,33,3,8,17,29,3,9,8,17,8,6,3,14,0,4,0,3,0,0,0,0,0,0,0,0,17,40,71,131,0,0,19,19,0,3,19,23,0,10,20,33,3,7,6,21,3,4,5,21,0,4,6,12,6,0,0,9,0,0,0,0,0,0,0,0,20,38,78,135,3,5,32,38,4,3,24,32,6,26,40,64,10,16,29,53,11,20,16,43,7,8,11,27,7,4,6,12,0,0,0,0,0,0,0,0,30,81,153,266
UCL522044,0,0,3,3,0,0,4,4,0,4,4,6,4,0,4,7,4,0,4,5,3,0,10,10,0,0,7,10,3,0,0,5,0,0,0,0,12,3,37,53,0,0,6,6,0,0,0,0,0,5,0,7,7,3,0,9,0,0,4,8,3,3,4,10,0,0,0,3,0,0,0,5,0,0,0,0,14,7,25,47,0,0,10,10,0,0,6,6,0,5,0,12,7,3,10,20,4,0,7,12,4,4,7,21,0,3,11,17,6,0,3,7,0,0,0,0,23,18,63,101
UCL522045,0,0,7,7,0,5,3,7,6,10,5,15,0,5,3,10,4,7,6,16,0,0,0,7,0,0,3,3,0,0,0,0,0,0,0,0,15,24,25,66,0,0,10,10,4,4,6,15,0,10,7,20,3,3,0,14,0,0,4,7,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,21,35,71,0,0,20,20,0,8,5,16,7,20,11,35,3,12,0,21,3,6,10,24,9,0,3,12,0,0,0,4,0,0,0,0,0,0,0,0,30,42,61,133
UCL522046,0,0,0,0,0,0,0,3,0,0,3,7,6,0,0,10,4,0,3,15,6,0,11,18,9,4,10,22,5,0,0,7,0,0,0,3,37,12,35,89,0,0,0,0,0,0,0,3,4,6,3,3,13,3,0,14,9,3,0,12,10,0,4,14,8,0,0,11,8,0,3,8,0,0,0,0,38,16,13,66,0,0,0,0,0,5,3,5,4,9,6,16,15,5,0,22,13,5,6,25,16,6,11,31,15,4,14,29,14,0,0,19,0,0,0,3,78,33,53,153
UCL522047,0,0,5,5,0,4,0,4,0,3,3,12,3,3,3,16,6,0,7,17,10,3,9,25,14,4,8,23,0,5,3,10,3,0,4,11,45,20,49,120,0,0,9,9,0,0,7,8,10,4,3,15,9,6,5,15,5,4,8,17,7,0,12,21,12,3,9,24,3,0,5,13,3,0,4,6,43,20,54,121,0,0,15,15,0,8,8,14,9,5,13,32,9,16,8,29,9,0,21,30,22,7,17,38,23,7,19,48,4,4,11,20,7,0,10,15,90,45,105,241
UCL522048,0,0,11,11,0,0,4,4,4,6,8,13,10,0,12,14,7,0,6,18,7,0,5,15,8,0,6,11,12,0,0,9,3,0,0,3,51,9,51,103,0,0,0,0,0,0,0,0,3,4,3,14,10,0,0,14,6,0,6,15,7,0,11,16,6,0,9,14,7,0,14,20,0,0,0,0,47,10,41,96,0,0,9,9,0,4,4,4,3,8,10,21,19,0,9,32,17,0,10,26,18,3,13,35,15,0,14,25,20,0,14,29,4,0,0,11,97,16,89,198
UCL522049,0,0,0,0,0,0,0,0,0,3,7,15,6,0,4,11,0,4,11,15,3,3,10,17,8,0,9,20,5,0,3,7,5,0,0,6,23,15,56,93,0,0,3,3,0,0,0,0,4,0,10,11,4,0,6,11,8,5,4,14,5,5,10,15,4,4,8,15,3,0,0,8,0,0,5,5,26,12,41,76,0,0,4,4,0,0,0,3,0,5,12,23,4,0,11,20,8,7,14,25,11,7,23,37,7,5,15,33,10,0,5,19,5,0,0,3,50,22,96,170
UCL522050,0,0,0,0,0,0,3,6,0,6,6,14,12,0,7,16,12,5,3,17,16,0,13,23,15,3,10,23,11,0,4,16,6,0,0,9,68,20,41,126,0,0,4,4,0,3,0,5,8,7,6,20,11,3,4,20,8,0,0,17,18,0,4,23,8,0,4,20,7,0,8,17,9,0,4,10,73,20,38,125,0,0,3,5,0,3,5,12,11,10,11,34,22,11,10,32,16,6,9,28,25,6,9,46,24,7,17,39,23,3,11,35,12,0,3,20,136,35,79,254
UCL522051,0,0,7,7,0,0,0,3,3,3,0,8,9,0,0,7,7,8,6,23,8,0,4,15,6,0,3,14,7,0,0,9,0,0,0,0,47,12,23,83,0,0,12,12,0,0,3,6,9,3,7,13,8,0,0,8,15,4,4,18,9,3,5,24,11,0,4,12,3,0,5,7,0,0,0,0,50,13,36,105,0,0,19,19,3,0,6,6,8,7,9,26,15,0,0,14,22,8,10,43,19,3,8,38,20,0,3,29,13,4,8,13,0,0,0,0,99,32,59,188
UCL522052,0,0,5,5,0,0,6,5,0,9,6,11,0,5,6,6,0,4,11,9,0,3,6,3,0,0,5,9,0,0,0,0,0,0,0,0,6,15,32,51,0,0,0,3,0,3,3,7,0,4,0,9,0,3,3,9,0,3,0,4,0,0,0,7,0,0,4,4,0,0,0,4,0,0,0,0,8,15,32,48,0,0,7,8,0,3,6,11,6,11,8,20,0,5,9,16,0,4,11,12,3,4,4,13,0,0,9,8,3,0,0,0,0,0,0,0,15,30,61,98
UCL522053,0,0,3,10,0,0,8,8,0,4,0,12,9,0,3,5,0,0,4,3,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,17,4,19,43,0,0,5,8,0,0,4,4,3,4,5,16,8,0,8,9,0,0,10,10,4,0,9,6,0,0,3,4,0,0,0,0,0,0,0,0,18,0,38,57,0,3,13,13,0,0,13,13,8,10,5,24,9,0,5,17,8,0,12,12,5,0,3,11,7,0,3,6,0,0,0,0,0,0,0,0,36,7,59,100
UCL522054,0,0,3,3,0,0,4,3,0,0,6,4,0,0,3,8,8,5,4,15,6,0,4,6,4,0,0,3,0,0,0,5,0,0,0,0,22,8,21,51,0,0,0,0,0,0,8,10,0,0,0,8,3,0,3,5,5,3,6,15,5,0,4,12,4,0,0,4,0,0,5,5,0,0,4,4,18,9,26,55,0,0,0,0,0,0,11,9,3,3,6,13,3,0,3,14,17,4,5,29,7,0,7,18,8,0,0,6,0,0,9,8,0,0,4,4,39,20,51,110
UCL522055,0,0,5,5,0,0,0,0,5,0,5,6,9,9,0,12,11,6,11,24,10,3,6,17,10,0,0,11,4,0,0,4,0,0,0,0,41,12,31,81,0,0,3,3,0,0,0,0,9,4,5,20,9,7,0,17,12,6,0,19,5,0,5,17,4,0,0,4,4,0,0,4,0,0,0,0,40,20,27,80,0,0,8,8,0,0,6,6,5,8,13,27,14,13,3,25,20,9,11,39,12,4,15,29,13,0,4,15,8,0,0,8,0,0,0,0,74,29,53,163
UCL522056,0,0,8,8,0,0,0,3,5,0,8,15,12,0,8,21,6,3,12,21,14,4,3,15,8,0,3,10,4,0,0,8,0,0,0,0,46,16,45,107,0,0,8,7,0,0,3,4,7,7,9,21,9,5,7,16,6,3,11,16,6,0,11,23,8,4,0,11,4,0,0,6,0,0,6,3,48,14,50,113,0,0,17,19,0,0,5,6,11,5,18,31,21,6,8,40,9,3,23,40,25,0,13,36,17,4,4,25,10,0,4,10,0,0,6,3,95,32,95,218
UCL522057,0,0,0,0,0,0,0,0,4,0,11,13,0,0,4,7,8,0,3,8,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,21,3,23,48,0,0,5,0,0,0,5,5,0,4,9,14,3,0,0,9,4,0,0,8,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,16,10,23,43,0,0,5,0,0,0,5,11,3,4,19,27,4,3,9,17,8,4,5,18,11,0,3,18,0,0,0,3,0,0,0,0,0,0,0,0,32,11,42,89
UCL522058,0,0,7,7,0,4,3,5,0,3,7,6,0,8,3,12,0,0,3,11,7,3,9,24,7,5,11,13,5,0,0,7,5,0,0,6,26,17,53,98,0,0,15,15,0,7,3,6,5,7,6,16,5,4,4,15,10,3,3,11,8,0,11,18,3,0,7,8,6,0,5,13,0,0,3,4,26,14,49,95,0,0,22,25,3,8,4,11,5,10,9,20,3,7,13,23,8,3,7,24,15,3,22,40,9,3,12,23,10,0,8,21,5,0,3,5,57,35,103,196
UCL522059,0,0,3,5,0,0,4,4,6,5,0,7,5,9,3,16,6,0,7,16,9,0,9,18,11,3,12,26,12,0,4,17,0,0,0,3,52,15,42,110,0,0,3,3,0,0,0,4,6,4,8,13,0,0,5,13,9,3,3,18,6,0,8,20,10,0,0,14,7,0,7,16,0,0,0,0,47,17,38,105,0,0,6,9,5,4,4,12,11,9,7,23,11,8,12,32,14,7,11,35,14,0,14,35,28,3,12,41,19,0,15,32,0,3,0,6,99,38,80,213
UCL522060,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,5,4,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,5,4,15,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,0,10,0,9,3,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,7,8,11,33
UCL522061,0,0,0,0,0,0,0,0,0,3,5,8,0,0,6,5,8,8,10,22,17,3,13,30,16,0,17,30,12,0,16,27,0,0,0,0,56,11,57,123,0,0,3,3,0,0,0,0,0,4,3,8,6,0,8,13,0,0,8,12,22,3,4,34,12,0,10,22,8,0,12,22,0,0,5,3,55,11,55,126,0,0,7,7,0,0,0,5,0,14,3,15,9,0,8,19,10,8,18,32,37,3,16,64,28,0,23,56,23,0,23,45,0,0,5,3,111,25,109,248
UCL522062,0,0,4,4,3,0,14,16,13,0,12,23,4,0,4,12,8,0,0,17,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,32,3,38,72,0,0,9,9,3,0,9,12,10,0,5,16,7,0,7,16,11,0,5,15,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,35,3,40,78,0,0,9,9,6,0,16,29,24,0,17,40,18,0,19,29,19,3,11,27,0,0,13,10,0,0,0,6,0,0,0,4,0,0,0,0,69,4,82,154
UCL522063,0,0,10,12,4,0,3,3,0,0,8,13,10,0,4,16,4,0,6,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,31,50,0,0,9,9,4,0,0,5,3,0,10,11,7,0,7,12,6,0,5,8,0,0,16,17,0,0,7,7,0,0,0,0,0,0,0,0,21,0,44,66,0,0,17,23,4,0,6,8,11,0,15,25,18,0,13,33,6,0,6,15,10,0,16,15,0,0,3,3,0,0,0,0,0,0,0,0,44,0,73,120
UCL522064,0,0,24,25,7,3,10,18,10,0,25,41,10,0,17,27,7,0,13,22,4,0,7,12,0,0,3,4,0,0,0,0,0,0,0,0,44,11,96,151,4,4,10,13,6,0,26,33,13,8,18,37,8,0,17,22,5,0,10,23,4,0,4,7,0,0,5,5,0,0,4,3,0,0,0,0,43,7,98,148,4,4,37,37,12,5,37,52,23,9,41,71,18,0,33,54,16,0,22,40,6,0,9,15,0,0,7,13,3,0,4,5,0,0,0,0,88,14,191,295
UCL522065,0,0,9,9,0,0,3,3,5,6,4,10,0,0,5,4,3,0,3,10,10,4,5,15,6,0,4,15,7,0,0,8,0,0,0,0,32,10,35,73,0,0,0,0,0,0,0,0,7,0,3,9,5,0,4,12,0,5,0,5,11,3,9,19,9,0,4,12,0,0,7,10,0,0,6,5,31,6,36,71,0,0,9,9,0,0,3,5,10,5,12,25,7,3,8,16,8,5,3,12,19,3,15,37,14,0,9,23,13,0,10,21,0,0,6,7,59,16,68,148
UCL522066,0,0,4,4,0,0,6,8,6,14,5,21,9,9,3,23,10,5,9,15,4,5,5,18,7,0,5,11,10,0,3,14,0,0,0,0,52,27,40,120,0,0,8,8,0,4,3,5,13,16,5,22,15,10,6,28,7,6,7,22,11,4,6,23,7,0,5,15,6,0,6,13,0,0,3,3,54,26,61,142,0,0,14,14,0,3,7,13,16,24,4,50,24,13,12,50,21,5,16,40,17,6,15,36,14,0,13,28,11,0,13,26,0,0,5,6,108,52,101,263
UCL522067,0,0,5,5,0,0,5,5,0,3,4,9,3,0,0,6,0,4,9,12,0,0,3,3,0,4,3,7,0,0,0,0,0,0,0,0,8,15,36,58,0,0,4,4,0,4,5,5,0,4,4,5,4,3,3,9,3,0,5,5,0,0,3,3,0,0,8,3,0,0,0,0,0,0,0,0,7,13,26,45,0,0,12,12,0,4,9,10,6,8,8,19,3,9,5,18,4,6,11,22,0,0,7,11,0,7,13,17,0,0,0,0,0,0,0,0,15,23,64,103
UCL522068,0,0,16,16,0,4,0,5,5,3,6,13,7,0,3,18,19,5,3,25,18,3,3,24,11,0,7,16,9,0,6,17,0,0,0,0,70,23,47,137,0,0,13,13,0,4,6,11,6,6,5,20,17,0,7,29,20,3,8,34,20,3,3,30,14,0,8,22,0,0,3,6,0,0,3,3,79,20,60,164,0,0,32,32,0,11,12,17,10,11,8,34,25,0,16,41,38,8,10,59,40,11,9,56,27,0,10,40,15,0,4,18,6,0,3,5,154,45,105,303
UCL522069,0,0,4,4,0,0,6,6,3,4,0,12,3,3,10,13,0,0,12,14,6,3,14,26,10,0,17,27,12,0,7,24,0,0,0,0,35,15,71,117,0,0,6,6,0,0,0,0,6,3,7,12,3,0,6,9,3,0,6,12,4,5,7,18,5,0,10,21,5,0,6,15,0,0,5,5,31,14,50,92,0,0,5,5,0,0,3,3,9,3,11,19,7,6,11,23,7,0,14,23,11,10,19,38,17,3,24,49,25,0,19,42,0,0,3,3,64,24,121,206
UCL522070,0,0,10,10,4,6,6,10,4,8,7,20,6,3,8,12,16,0,6,20,10,5,13,26,16,0,8,25,3,0,0,3,0,0,0,3,57,15,61,130,0,0,6,3,3,0,4,7,4,3,6,17,9,0,5,20,8,5,8,19,11,0,7,22,16,0,11,29,4,0,4,3,0,0,0,0,59,16,49,121,0,0,10,14,4,9,8,19,9,13,13,32,18,6,18,34,23,5,13,42,25,4,24,50,31,6,17,54,10,0,0,13,0,0,0,3,113,31,107,253
UCL522071,4,0,13,20,9,0,10,17,17,4,18,43,13,0,6,22,14,0,3,19,3,0,8,14,0,0,3,3,0,0,0,0,0,0,0,0,64,8,70,146,0,0,18,23,12,4,18,27,19,5,11,37,14,6,9,27,13,0,3,19,4,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,63,17,65,143,7,0,34,38,19,4,25,46,37,6,27,75,22,11,14,51,27,0,15,40,7,0,6,17,0,0,7,5,0,0,0,0,0,0,0,0,127,25,134,288
UCL531001,10,46,3680,3730,64,292,2414,2779,1546,1294,2276,5116,4094,1209,1577,6883,5974,1357,2107,9444,7123,1269,2528,10923,6135,684,2219,9032,2691,159,974,3826,437,15,266,722,28078,6322,18046,52443,17,78,3293,3388,106,431,1702,2241,2313,1574,1672,5552,5243,1358,1267,7866,6767,1552,1616,9939,7488,1221,1878,10593,5386,442,1674,7498,1802,102,1165,3067,182,3,511,694,29292,6770,14782,50847,25,117,6972,7117,177,723,4114,5017,3858,2864,3946,10671,9333,2570,2845,14750,12746,2911,3725,19377,14609,2496,4408,21514,11515,1125,3896,16537,4491,260,2144,6891,616,22,773,1421,57375,13092,32829,103293
UCL579997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL599994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
