UCL_CODE_2021,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL521012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,12,9,9,3,4,0,52,0,8,4,0,0,0,0,0,15,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,17,3,22,20,26,26,16,6,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,8,9,0,0,0,22,0,5,3,6,0,0,0,0,16,0,6
UCL521013,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,7,17,14,17,16,11,3,0,95,0,6,0,4,0,0,0,0,20,0,0,4,0,3,0,0,0,8,0,6,0,0,0,0,0,0,8,0,0,0,0,3,5,0,0,5,0,0,3,7,4,3,0,0,14,0,0,0,3,0,0,0,0,9,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,9,3,3,4,0,0,34,15,39,26,45,39,28,7,0,208,0,5,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,7,5,8,7,7,0,0,29,0,8,7,11,3,5,0,0,29,0,11
UCL521014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,11,12,11,12,0,0,53,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,13,0,0,0,0,3,0,0,0,6,0,4,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,18,20,13,5,0,85,12,17,34,38,42,29,7,3,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,9,3,0,0,0,15,0,5,6,0,4,0,0,0,10,0,0
UCL521015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,10,3,4,10,0,0,55,0,0,0,5,5,0,0,0,10,5,0,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,7,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,3,0,20,11,21,23,19,16,26,7,3,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,6,8,0,5,0,21,0,5,0,0,3,6,3,0,20,6,3
UCL521016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,7,15,10,6,8,0,64,0,0,0,0,0,0,0,0,3,4,4,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,6,0,9,0,0,3,4,0,0,22,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,6,3,0,0,25,11,39,19,25,24,13,9,3,145,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7,0,8,0,3,3,3,3,0,21,0,0,0,4,0,0,0,0,12,0,5
UCL521017,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,18,17,10,3,0,0,0,42,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,6,16,5,11,4,0,0,57,11,35,44,21,23,13,9,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,0,0,19,0,3,5,0,0,0,0,0,16,5,3
UCL521018,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,15,14,12,13,5,3,0,59,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,7,0,0,15,15,28,18,28,17,15,10,0,128,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,8,5,3,0,0,0,15,0,4,5,7,4,3,5,0,24,0,8
UCL521019,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,8,11,14,14,9,3,0,58,0,0,4,5,3,5,4,0,15,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,3,0,3,0,0,0,13,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,8,11,13,9,0,59,10,18,43,33,41,37,20,0,205,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,7,0,0,12,0,0,5,0,9,3,0,0,26,6,5
UCL521020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,17,15,22,3,0,77,0,6,4,3,8,6,0,0,23,0,0,3,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,12,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,5,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,9,13,5,4,4,6,36,6,9,25,39,36,42,15,3,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,4,5,3,3,4,0,0,22,0,3,5,0,3,3,3,0,15,0,4
UCL521021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,8,14,8,5,10,5,0,60,0,3,3,0,8,4,9,0,28,0,4,7,3,3,3,0,0,20,0,0,0,3,5,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,5,6,3,3,0,0,17,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,3,6,6,4,0,43,15,23,44,37,31,24,24,0,190,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,3,4,5,0,0,0,0,11,0,0,10,4,9,5,4,0,22,0,5,9,0,5,0,3,0,30,4,9
UCL521022,0,0,0,3,0,6,0,0,13,0,0,0,0,0,0,0,0,0,4,0,4,8,9,8,0,0,35,0,4,7,8,10,4,0,0,42,0,0,0,8,0,4,0,0,12,0,0,0,6,0,0,0,0,15,0,0,0,4,3,4,0,0,11,4,3,3,7,10,3,0,0,27,0,3,4,0,0,4,0,0,10,0,0,3,0,0,3,0,0,7,0,3,0,7,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,17,5,11,0,0,46,16,29,31,71,50,41,0,0,237,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,4,0,3,7,8,14,5,0,0,47,0,4,9,11,11,9,0,0,43,0,4
UCL521023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,4,8,4,0,0,37,0,0,0,4,0,0,0,0,10,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,4,3,5,4,0,30,7,15,21,22,28,18,3,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,3,0,0,0,0,0,0,15,0,5
UCL521024,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,11,9,7,0,0,0,34,0,0,5,0,4,6,0,0,18,0,0,5,3,0,0,0,0,9,0,0,0,4,8,7,0,0,13,0,7,3,0,0,0,0,0,12,0,0,5,4,0,0,0,0,13,0,7,8,6,0,3,0,0,19,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,18,23,26,22,17,3,3,3,124,29,58,57,50,37,18,12,3,264,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,5,8,5,0,0,29,7,10,7,7,0,5,0,0,36,3,3
UCL521025,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,18,15,19,15,3,0,0,77,0,0,5,0,7,4,3,0,18,0,4,0,3,0,0,5,0,14,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,7,6,0,0,0,18,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,12,6,0,0,26,6,34,34,38,44,20,7,0,189,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,3,7,4,0,5,3,4,32,0,4,5,4,0,0,0,0,15,0,7
UCL521026,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,16,22,15,5,3,0,70,0,10,3,0,4,0,0,0,19,0,0,0,4,0,0,0,0,7,0,0,0,4,0,4,0,0,13,0,0,0,3,0,5,0,0,10,0,0,0,0,4,3,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,8,0,3,0,30,10,21,33,54,40,13,10,0,174,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,6,4,4,0,0,0,0,7,5,4,8,4,7,5,4,0,30,0,9,3,9,5,0,0,0,25,3,6
UCL521027,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,16,6,12,10,7,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,28,19,22,15,6,0,140,28,52,40,42,37,25,5,4,229,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,6,0,0,0,9,0,6,0,0,3,0,0,0,6,3,4
UCL521028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,6,5,9,4,7,0,49,0,3,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,5,0,0,0,0,6,4,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,11,13,8,7,0,54,7,25,22,16,37,20,15,8,141,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,3,0,0,0,17,0,4,4,7,6,0,0,0,20,0,6
UCL521029,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,6,10,10,7,4,10,3,0,0,39,0,0,0,0,0,0,0,0,7,0,0,11,3,6,0,0,0,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,9,0,0,0,0,3,3,0,0,12,0,0,5,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,6,8,5,3,7,3,53,17,30,33,19,34,18,13,7,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,3,0,0,0,16,0,10,3,0,6,0,11,0,36,5,4,8,7,0,9,0,0,26,6,3
UCL521030,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,6,15,18,17,9,0,75,0,3,0,7,5,5,0,0,22,0,3,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,8,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,6,10,0,13,13,9,6,0,59,13,29,15,35,46,42,23,5,208,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,4,6,3,15,0,3,4,5,3,4,0,0,17,3,10
UCL521031,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,9,3,5,3,0,0,33,0,8,0,9,0,0,0,0,11,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,3,5,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,4,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,12,13,17,8,3,0,87,12,56,30,29,32,14,7,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,6,0,0,3,0,0,0,15,3,0
UCL521032,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,6,6,0,0,23,0,3,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,4,15,14,4,0,0,66,16,35,9,14,31,10,0,0,132,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,16,0,10,0,3,0,0,0,0,14,0,4
UCL521033,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,8,5,4,3,0,27,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,18,35,20,13,9,0,125,15,27,25,46,37,25,12,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,10,0,0,3,0,3,0,0,0,13,0,0
UCL521034,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,3,10,14,13,17,4,0,0,65,0,4,4,5,0,0,0,0,21,3,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,6,3,0,4,0,39,14,21,23,43,37,23,12,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,4,0,0,0,4,0,0,0,5,0,0,0,0,5,5,0,0,9,4,3,0,0,30,5,0,4,0,0,0,0,0,23,0,4
UCL521035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,3,11,7,8,0,43,0,0,0,3,0,7,4,0,16,0,0,0,5,5,0,0,0,4,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,3,0,0,5,0,0,3,0,0,8,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,6,5,0,34,5,14,19,19,27,23,18,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,14,4,0,24,0,0,0,5,8,3,0,0,18,0,4
UCL521036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,9,3,0,26,0,0,0,0,0,5,0,0,7,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,20,12,8,6,0,56,9,21,3,24,25,22,8,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,4,0,0,7,0,0,0,12,0,0,0,0,3,0,0,0,6,0,5
UCL521037,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,7,10,10,15,7,7,0,61,0,3,6,4,0,5,0,0,13,0,3,3,7,0,0,0,0,7,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,11,5,6,5,5,0,39,15,24,47,26,29,22,10,3,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,5,0,0,30,8,3,10,5,0,3,0,0,24,0,3
UCL521038,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,7,5,18,5,9,4,54,0,0,0,0,0,5,4,0,9,0,0,3,4,0,0,0,0,10,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,10,5,8,12,7,10,12,0,55,7,11,21,23,33,38,24,5,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,9,5,0,4,9,3,3,33,0,0,3,3,4,8,0,0,16,0,0
