UCL_CODE_2021,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL513005,0,4,0,8,4,8,3,0,27,5,10,17,15,4,5,0,0,56,37,133,157,165,116,122,47,5,788,31,102,87,69,60,35,21,4,407,0,15,14,9,11,0,4,0,56,4,13,21,30,32,9,4,0,109,3,0,12,12,13,6,4,0,59,18,26,45,51,27,22,19,0,215,17,32,29,30,18,10,11,0,140,10,9,16,14,11,4,4,0,64,10,17,23,23,18,7,6,0,101,5,4,0,0,0,0,0,0,7,0,12,8,17,4,6,3,3,59,55,80,89,71,47,19,34,24,416,203,454,521,507,370,260,159,42,2510,0,9,13,8,3,5,3,0,42,4,0,3,7,7,7,0,0,22,9,11,17,12,0,0,0,0,55,0,5,3,3,0,0,0,0,20,0,12,13,3,7,0,0,0,37,24,95,92,89,66,40,13,0,416,13,64,93,70,41,24,16,0,321,31,98
UCL514001,0,0,6,3,0,3,0,0,9,7,4,8,0,3,3,0,0,23,58,139,124,115,136,114,47,11,746,8,31,22,15,24,14,13,3,118,0,13,7,6,13,7,3,0,39,6,0,5,10,13,9,4,0,44,0,0,4,9,7,9,0,0,34,12,11,13,15,3,9,4,0,64,0,7,9,9,5,8,0,0,32,0,0,0,0,0,0,5,0,4,0,8,6,17,12,3,7,0,59,0,0,0,0,0,0,0,0,6,5,7,5,3,6,4,5,0,23,46,54,44,50,50,51,35,24,352,142,260,258,243,268,236,123,34,1562,0,4,3,7,0,5,0,0,13,0,0,3,0,0,0,0,0,6,3,4,8,7,3,0,0,0,27,3,0,0,3,0,0,0,0,6,9,5,7,0,4,0,0,0,26,13,28,15,21,37,48,19,0,183,15,36,42,45,29,17,5,4,194,29,61
UCL514002,4,8,13,21,11,19,4,0,86,0,4,0,10,8,6,0,0,27,12,56,105,102,89,94,38,10,503,8,52,75,61,50,29,15,3,292,0,3,23,23,10,9,9,0,77,0,6,17,17,25,12,11,0,91,0,0,18,12,15,25,13,0,86,7,36,43,50,34,35,26,3,239,3,21,23,7,17,27,10,3,104,4,7,13,11,0,0,0,0,40,10,19,32,24,13,9,0,0,106,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,19,42,48,66,54,46,24,37,5,315,89,262,448,389,298,298,158,30,1975,0,8,18,17,4,6,0,0,48,0,0,0,4,0,0,0,0,6,3,0,3,3,3,4,0,0,26,0,4,15,3,0,0,0,0,22,0,7,17,7,7,0,0,0,40,3,54,72,62,61,44,36,8,339,4,37,82,66,56,65,16,5,324,12,63
UCL514003,3,12,27,20,8,16,7,0,89,9,5,13,7,3,0,0,0,33,12,73,79,105,61,57,20,5,416,12,52,73,42,42,27,0,0,246,4,21,39,32,16,9,7,0,124,3,9,13,21,11,9,0,0,78,0,7,28,24,14,8,11,3,86,14,40,39,28,24,21,7,3,175,0,26,26,16,9,15,7,5,101,3,13,9,12,7,6,0,0,50,8,43,50,42,16,9,0,0,166,0,0,0,0,0,0,0,0,0,0,4,8,6,9,6,0,0,32,30,71,62,75,32,27,10,13,319,106,383,458,416,252,199,67,34,1921,0,19,26,12,3,0,0,0,65,0,7,6,0,3,0,0,0,15,0,4,11,0,4,4,3,0,30,0,8,5,5,3,0,0,0,28,3,3,24,9,7,6,0,0,50,14,60,70,56,52,34,14,5,294,7,33,85,64,55,43,18,3,303,17,77
UCL514004,3,3,0,3,3,0,0,0,23,3,10,4,4,5,7,0,0,26,26,52,66,77,83,72,16,12,400,13,30,18,22,32,19,5,4,146,0,10,6,5,15,10,4,0,48,3,6,9,9,9,13,7,0,50,4,10,11,10,12,11,3,0,57,12,26,26,23,26,14,11,0,135,9,7,15,15,14,14,4,0,72,0,5,7,0,8,0,0,0,14,11,7,0,10,8,6,4,0,51,6,0,0,0,6,0,0,0,3,0,0,0,5,0,0,0,0,7,61,53,55,57,57,39,36,13,372,152,225,221,232,270,201,90,29,1414,4,3,9,0,3,3,0,0,20,0,6,0,3,0,0,0,0,8,0,3,4,7,0,5,0,0,23,0,5,3,0,0,0,0,0,7,4,4,12,10,0,3,0,0,29,13,33,34,30,44,37,10,5,202,5,21,36,27,34,26,7,0,169,28,38
UCL515001,0,0,0,0,0,4,3,0,10,0,0,0,0,0,4,0,0,0,0,3,8,10,23,25,18,7,94,3,3,7,3,8,13,4,6,46,0,0,0,4,3,5,3,0,18,0,0,0,4,0,3,5,4,15,0,0,0,0,4,8,6,0,16,0,0,0,3,5,12,7,0,29,5,0,0,0,4,4,0,0,13,0,0,0,0,0,3,0,0,10,4,4,3,0,0,0,6,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,7,0,9,8,9,10,13,7,8,58,10,21,30,37,61,90,55,18,332,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,6,0,4,0,0,9,0,0,0,3,13,23,12,4,57,0,5,3,7,9,12,9,9,47,0,7
UCL515002,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,10,23,28,30,34,17,4,0,143,0,3,11,10,7,8,0,0,27,3,0,5,0,4,3,5,0,9,0,0,4,0,9,0,0,0,16,6,0,0,0,6,0,0,0,15,0,0,0,9,4,9,0,0,28,0,4,0,3,0,3,0,0,8,0,3,0,0,0,3,0,0,6,0,0,0,6,3,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,15,11,4,3,3,3,56,24,48,61,65,66,55,17,3,339,0,0,9,0,0,0,0,0,12,0,0,0,0,0,5,0,0,5,0,3,0,5,4,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,10,0,5,10,11,14,10,0,0,45,0,4,12,17,13,9,3,0,59,4,8
UCL515003,0,0,0,0,0,5,0,0,10,0,6,0,0,0,0,0,0,7,7,23,19,27,35,47,15,0,178,7,9,6,9,11,11,5,0,71,0,4,8,3,5,4,0,0,26,0,4,6,5,0,3,0,0,21,0,0,0,7,5,10,0,0,24,0,0,6,8,9,11,9,0,55,0,0,0,8,9,5,5,0,26,0,0,0,0,13,5,4,0,19,0,0,0,0,7,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,13,7,13,3,19,19,12,9,0,87,28,63,65,85,106,129,57,15,553,0,7,3,3,0,0,0,0,15,0,0,0,0,0,3,0,0,9,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,4,3,3,0,0,21,5,12,7,15,18,24,11,0,87,7,12,11,18,18,21,0,0,95,10,12
UCL515004,6,0,0,0,0,0,0,0,14,3,3,6,0,0,0,0,0,9,20,67,26,32,26,15,6,0,189,4,13,7,3,10,5,0,0,43,0,8,4,4,0,0,0,0,19,0,5,3,0,0,3,0,0,11,0,0,5,0,4,0,0,0,7,13,7,7,6,0,5,0,0,41,8,8,5,0,5,0,0,0,19,6,5,0,0,0,0,0,0,8,0,4,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,13,22,15,14,14,3,0,3,88,76,152,87,60,52,33,10,0,474,3,0,0,4,0,0,0,0,16,0,0,0,4,0,0,0,0,4,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,0,0,10,7,22,18,6,11,7,0,0,70,0,8,15,6,0,0,0,0,34,12,27
UCL515005,0,0,0,0,6,0,0,0,6,0,0,5,0,0,4,0,0,8,9,39,23,39,28,29,11,0,182,7,10,11,13,13,12,0,0,63,0,4,9,3,6,0,0,0,24,0,0,5,0,4,3,0,0,13,0,4,3,5,4,4,0,0,14,4,3,6,7,3,3,0,0,29,0,8,5,8,8,4,0,0,28,3,0,0,4,0,0,0,0,9,4,0,6,9,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,9,8,12,24,15,11,8,4,90,42,71,81,110,77,75,31,4,486,0,0,3,7,0,0,0,0,11,0,0,4,0,0,0,0,0,4,0,3,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,5,5,5,5,0,0,0,0,15,0,17,27,13,15,13,3,0,99,0,11,15,26,12,7,0,0,69,9,21
UCL515006,0,8,0,3,4,3,0,0,18,4,3,3,0,0,0,0,0,11,18,52,39,39,52,39,14,6,261,10,14,13,20,14,12,7,0,92,0,3,5,8,4,3,0,0,30,0,4,4,4,9,9,0,0,28,0,4,9,8,12,5,4,0,40,3,12,19,14,7,4,0,6,61,0,10,9,6,5,5,0,0,37,0,3,0,0,0,0,0,0,3,4,5,3,10,7,4,0,0,34,0,0,0,0,0,0,0,0,0,3,4,4,6,3,3,0,0,26,70,86,54,63,61,43,25,8,414,121,206,171,185,179,130,46,14,1049,4,4,8,0,0,0,0,0,16,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,11,0,0,4,0,0,0,0,0,4,0,0,8,3,0,0,0,0,21,10,25,17,17,32,8,8,0,120,8,19,23,31,22,9,0,0,110,17,37
UCL515007,0,3,15,8,3,0,0,0,27,4,0,4,0,0,0,0,0,12,0,25,51,30,17,9,3,0,133,3,5,20,14,17,7,0,0,71,0,0,11,14,4,0,0,0,32,0,4,7,8,5,0,0,0,24,0,4,6,9,3,4,0,0,27,0,6,11,7,5,8,5,0,37,0,5,5,6,4,0,3,0,25,0,0,0,0,0,3,0,0,13,0,4,9,6,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,9,10,26,19,9,0,5,0,85,24,67,162,125,72,40,16,3,518,0,0,11,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,7,0,6,3,3,0,0,0,0,14,0,0,13,8,0,0,0,0,22,0,23,34,16,16,4,0,0,100,0,16,31,17,19,9,6,0,91,3,15
UCL515008,0,4,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,9,31,67,49,32,9,0,0,200,0,3,4,11,9,0,0,0,24,0,0,3,0,0,0,0,0,14,0,0,3,5,0,0,0,0,8,0,3,5,3,0,0,0,0,5,0,0,6,9,0,0,0,0,16,0,3,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,12,23,10,11,3,0,0,67,26,61,111,96,57,9,0,0,365,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,11,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,4,8,11,10,13,0,0,0,41,0,10,10,12,7,0,0,0,40,0,19
UCL515009,0,0,5,9,0,18,5,3,41,0,3,4,3,7,5,0,0,14,3,11,34,31,29,49,12,3,168,5,13,14,17,9,3,10,0,74,9,5,8,0,13,3,7,0,51,0,3,0,7,13,6,0,0,39,0,0,11,13,9,12,3,3,56,0,4,5,6,13,12,9,4,52,0,6,10,12,14,11,7,0,50,3,4,0,3,3,3,5,0,22,6,0,3,9,10,0,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,15,19,19,16,19,15,18,13,8,130,54,68,115,128,130,150,80,22,749,0,0,3,6,3,3,4,0,31,3,0,0,0,6,7,0,0,13,0,5,0,0,0,4,0,0,12,0,0,4,0,0,3,0,0,7,3,4,10,11,9,0,4,0,31,4,6,21,22,24,28,24,6,135,3,18,28,26,28,25,12,6,143,3,13
UCL515010,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,15,19,21,26,44,23,0,0,152,4,13,6,15,10,11,4,0,57,0,4,3,5,3,0,0,0,13,0,13,8,5,6,3,0,0,28,3,4,4,0,6,4,0,0,21,4,12,12,3,8,5,0,0,40,4,6,4,13,6,6,0,0,37,0,0,0,0,0,3,0,0,3,3,3,0,9,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,56,45,50,56,41,13,0,317,82,140,109,117,135,101,19,0,709,0,3,0,0,0,0,0,0,8,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,4,7,4,0,0,0,0,18,12,31,19,12,14,18,3,0,104,6,18,15,18,16,12,0,0,82,6,22
UCL515011,0,3,0,5,0,0,0,0,16,3,0,3,0,0,0,0,0,14,7,30,37,38,29,32,22,4,199,4,6,10,4,17,11,6,3,63,0,3,8,9,7,0,0,0,29,0,5,3,0,5,3,0,0,18,3,0,5,5,5,3,4,0,23,3,4,5,6,13,7,4,0,42,10,6,6,0,8,0,0,0,34,0,0,0,0,6,4,0,0,16,3,0,8,4,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,13,20,16,15,16,15,14,7,98,50,76,106,86,94,84,61,15,579,0,8,3,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,7,9,0,5,4,0,0,20,0,9,22,7,16,11,11,3,80,9,4,14,21,19,17,12,0,95,3,32
UCL515012,0,0,0,3,3,0,0,0,14,0,0,0,3,0,0,0,0,7,6,57,40,40,20,14,3,0,185,6,22,15,13,11,6,0,0,66,0,5,0,4,6,3,0,0,14,0,0,0,0,0,0,0,0,3,0,0,7,10,3,0,0,0,30,3,9,8,10,11,0,0,0,43,0,9,4,7,7,0,0,0,26,0,0,0,0,0,0,0,0,4,3,3,7,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,7,17,19,15,12,7,3,0,76,31,126,109,110,71,36,14,0,499,0,6,7,0,0,0,0,0,11,0,0,6,0,0,0,0,0,6,0,6,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,15,14,42,20,15,10,13,0,0,113,5,25,28,36,12,6,0,0,104,11,34
UCL515013,0,12,5,4,4,0,0,0,30,0,0,0,0,0,0,0,0,3,10,83,65,55,42,26,10,0,294,13,27,26,22,21,12,3,0,115,0,7,13,5,7,3,0,0,35,0,4,0,4,0,0,0,0,14,0,4,10,5,0,5,0,0,22,3,9,9,14,11,5,0,0,61,3,6,9,8,0,0,0,0,29,0,5,4,4,5,0,0,0,13,3,7,10,9,8,0,0,0,39,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,18,30,26,28,23,23,21,3,3,163,77,187,183,159,127,73,25,3,832,6,39,16,0,0,0,0,0,56,0,0,0,0,0,0,0,0,4,6,10,4,4,0,0,0,0,24,0,6,0,0,0,0,0,0,13,0,12,4,3,0,0,0,0,21,4,19,28,19,12,4,6,0,85,3,24,29,18,18,8,0,0,100,16,30
UCL515014,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,13,6,5,6,0,0,0,35,0,3,5,0,3,0,0,0,13,0,0,3,0,0,0,0,0,7,0,5,3,0,0,3,0,0,9,0,4,0,9,0,0,0,0,18,0,6,0,0,3,0,0,0,11,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,5,5,8,3,0,0,57,21,53,27,29,23,7,0,0,167,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,13,4,5,8,7,0,0,31,0,19,5,9,3,0,0,0,40,3,14
UCL515015,0,3,0,0,0,0,0,0,6,0,7,3,0,0,0,0,0,22,23,39,46,50,25,13,13,0,209,3,11,4,6,8,0,9,6,44,0,0,12,10,4,4,6,0,34,0,5,8,4,3,0,0,0,22,4,0,3,8,0,4,0,0,22,7,8,6,13,4,8,0,0,48,0,3,5,4,6,0,0,0,22,0,0,0,0,0,0,0,0,5,3,8,5,3,3,5,0,3,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,8,10,19,12,25,16,10,22,12,129,48,116,105,124,73,58,51,24,590,0,0,0,3,7,0,0,0,13,0,0,7,0,0,0,0,0,9,3,9,10,3,3,0,4,0,26,0,0,0,0,0,0,0,0,0,3,0,0,9,0,5,0,0,20,3,12,7,4,7,9,12,5,58,5,9,13,16,10,11,8,3,73,8,31
UCL515016,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,17,27,31,32,17,3,153,0,10,3,5,9,14,0,0,45,0,4,3,0,0,0,3,0,17,0,4,0,8,3,0,0,0,7,0,6,0,0,3,8,0,0,16,3,3,4,5,7,16,4,0,35,0,0,0,0,4,3,0,0,9,0,0,0,0,3,0,0,0,3,0,11,0,6,3,4,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,8,3,14,13,16,28,9,0,97,21,58,56,71,78,96,42,4,418,0,6,7,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,6,0,10,7,3,10,13,3,0,47,0,6,10,11,11,7,0,0,51,0,11
UCL515017,5,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,11,20,24,31,8,0,106,0,3,4,10,12,8,0,0,50,0,0,0,0,6,0,0,0,12,0,0,0,5,3,0,0,0,11,0,0,0,4,0,3,3,0,15,0,3,0,6,0,0,4,0,18,0,0,0,0,0,0,3,0,4,4,0,4,0,0,0,0,0,7,4,6,0,3,7,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,14,23,26,23,12,3,114,25,34,45,72,78,84,31,11,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,7,5,4,3,3,0,0,31,3,0,0,11,3,9,0,0,28,0,10
UCL515018,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,42,26,39,40,10,3,0,171,0,4,0,4,5,0,0,0,16,0,0,0,0,0,0,0,0,6,0,4,4,0,0,0,0,0,8,0,0,5,0,0,0,0,0,4,0,0,0,4,5,0,0,0,11,0,5,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,25,30,18,12,8,0,133,31,84,57,92,74,31,14,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,3,3,5,0,0,0,19,3,9,10,14,10,4,0,0,48,7,7
UCL515019,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,6,20,40,25,33,38,24,11,3,193,6,10,9,8,0,4,4,0,43,12,6,14,9,16,8,0,0,63,0,0,6,0,9,0,0,0,28,0,3,3,5,0,4,0,0,19,9,11,18,8,6,0,0,0,54,0,11,3,3,8,0,0,0,30,3,0,3,0,0,0,0,0,7,4,4,4,3,4,3,4,0,28,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,10,38,34,37,27,29,29,16,8,219,86,136,125,107,112,83,46,14,705,0,3,5,0,0,4,0,0,9,0,0,0,5,0,0,0,0,4,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,8,6,10,0,0,0,0,31,6,26,14,18,13,14,9,3,94,6,20,21,15,21,5,6,0,97,14,22
UCL515020,0,6,3,3,4,0,0,0,16,0,0,3,0,0,0,0,0,5,25,69,36,53,28,17,7,0,237,11,26,22,14,12,5,3,0,86,4,9,11,4,14,0,0,0,52,0,15,7,8,4,0,0,0,42,0,10,10,6,6,6,0,0,40,7,10,18,15,14,0,0,0,69,4,28,22,8,12,6,0,0,80,0,7,6,3,5,0,0,0,17,3,11,17,3,3,4,3,0,48,0,0,0,0,0,0,0,0,4,0,7,6,3,5,0,0,0,25,61,98,56,55,57,36,13,4,373,124,308,210,186,162,77,27,4,1083,5,5,10,4,5,0,0,0,21,0,0,3,0,0,0,0,0,5,4,9,3,0,0,4,0,0,22,0,0,0,0,4,0,0,0,8,0,11,5,6,0,0,0,0,25,14,63,33,20,26,11,0,0,173,7,42,20,28,19,9,0,0,121,14,58
UCL515021,0,0,3,3,0,0,0,0,17,4,3,0,3,0,0,0,0,13,6,20,22,18,33,23,7,3,136,3,7,15,15,8,10,5,0,59,0,3,5,8,5,11,0,0,38,0,4,0,3,3,6,3,0,21,0,0,0,4,8,11,9,0,34,5,0,0,9,4,7,0,0,33,9,4,4,4,10,4,0,0,27,0,3,4,0,0,0,3,0,6,0,4,5,0,5,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,8,10,8,5,4,5,7,50,38,49,74,80,95,87,34,11,458,0,0,4,0,4,0,0,0,13,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,3,7,6,0,0,0,21,0,13,10,21,16,11,6,3,75,0,8,16,9,20,9,8,0,76,9,10
UCL515022,0,4,0,6,3,3,0,0,13,3,7,0,4,0,0,0,0,15,31,41,34,29,52,30,21,5,246,15,30,8,11,14,13,7,0,102,3,18,16,20,11,9,4,0,89,0,3,7,7,3,5,0,0,29,0,3,8,10,4,8,4,0,35,4,7,4,9,7,8,3,0,42,3,4,9,4,8,3,0,0,33,6,5,0,0,0,0,0,0,17,4,3,8,9,6,0,8,0,42,0,3,0,0,0,0,0,0,3,0,4,6,0,3,7,4,0,16,22,20,16,29,8,19,23,5,147,104,151,122,128,129,108,65,16,816,0,0,5,7,3,0,0,0,15,0,0,0,0,0,0,0,0,8,4,0,4,0,4,0,0,0,10,0,0,0,0,0,0,0,0,5,6,8,12,5,0,0,0,0,33,11,26,10,13,24,20,9,4,116,8,29,29,27,19,22,0,3,134,18,28
