UCL_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
UCL521008,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,8,0,17
UCL521009,0,0,0,0,0,0,0,0,0,3,4,0,4,0,4,3,8,5,0,17
UCL521010,0,0,0,0,0,0,0,0,5,12,5,0,21,0,0,0,23,22,0,45
UCL521011,0,0,0,0,0,0,0,0,0,7,5,0,13,0,0,0,12,5,0,15
UCL521012,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,3,7,0,11
UCL521013,0,0,0,0,0,0,0,0,0,14,11,0,29,0,0,0,29,8,0,39
UCL521014,0,0,0,0,0,0,0,6,6,7,4,0,14,0,0,0,19,17,0,38
UCL521015,0,0,0,0,0,0,0,0,0,4,9,0,10,6,0,6,12,0,0,12
UCL521016,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,8,0,20
UCL521017,0,0,0,0,0,0,0,0,0,7,6,0,9,0,0,0,4,5,0,11
UCL521018,0,0,0,0,0,0,0,0,0,6,8,0,20,0,0,0,20,10,0,24
UCL521019,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,11,6,0,18
UCL521020,0,0,0,0,0,0,0,0,0,6,12,0,14,0,0,0,14,12,0,25
UCL521021,0,0,0,0,0,0,0,0,0,11,8,0,22,0,0,0,21,6,0,30
UCL521022,0,0,0,0,0,0,0,0,0,10,12,0,28,0,0,0,28,0,0,25
UCL521023,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,5,0,11
UCL521024,0,0,0,0,0,0,0,3,10,20,7,7,36,0,3,0,36,101,12,156
UCL521025,0,0,0,0,0,0,0,0,0,9,0,0,15,0,0,0,13,12,0,28
UCL521026,0,0,0,0,0,0,0,0,0,10,11,0,16,0,0,0,16,8,0,28
UCL521027,0,0,0,0,0,0,0,0,0,9,0,0,13,0,0,0,13,10,0,18
UCL521028,0,0,0,0,0,0,0,0,3,11,3,0,12,0,0,0,12,23,0,34
UCL521029,0,0,0,0,0,0,0,0,0,9,10,0,14,0,0,4,18,13,0,29
UCL521030,0,0,0,0,0,0,0,0,0,3,3,3,10,0,0,0,10,0,0,13
UCL521031,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,5,12,0,24
UCL521032,0,0,0,0,0,0,4,0,3,3,4,0,7,6,0,3,12,21,0,37
UCL521033,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,3,10,9,0,15
UCL521034,0,0,0,0,0,0,0,0,0,8,11,0,17,0,0,0,17,13,0,33
UCL521035,0,0,0,0,0,0,0,0,0,10,10,0,12,0,0,0,17,3,0,26
UCL521036,0,0,0,0,0,0,0,4,4,6,3,0,12,0,0,6,15,14,6,32
UCL521037,0,0,0,0,0,0,0,0,0,18,19,0,30,0,3,6,40,38,0,80
UCL521038,0,0,0,0,0,0,0,0,0,3,3,0,7,0,3,3,11,17,0,25
UCL521039,0,0,0,0,0,0,0,0,0,0,10,0,18,0,0,0,18,8,0,25
UCL521040,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,9,10,0,19
UCL521041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL521042,0,0,0,0,0,0,0,0,0,9,6,0,15,0,0,0,15,11,0,27
UCL521043,0,0,0,0,0,0,0,0,0,8,4,0,13,0,0,0,13,3,0,11
UCL521044,0,0,0,0,0,0,0,0,0,4,3,4,10,0,0,5,16,23,0,40
UCL521045,0,0,0,0,0,0,0,0,0,5,5,0,7,0,0,0,6,8,0,18
UCL521046,0,0,0,0,0,0,0,0,0,10,10,0,20,0,0,0,22,39,0,55
UCL521047,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,10,8,0,20
UCL521048,0,0,0,0,0,0,0,0,0,9,10,4,25,0,0,6,31,25,0,56
UCL521049,0,0,0,0,0,0,0,0,0,4,5,0,9,4,0,4,6,34,0,41
UCL521050,0,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,20,19,0,41
UCL521051,0,0,0,0,0,0,0,0,0,9,17,0,26,4,0,6,26,30,0,58
UCL521052,0,0,0,0,0,0,0,5,3,10,7,0,17,0,0,0,17,34,6,52
UCL522001,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,5,28,0,31
UCL522002,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,6,0,0,10
UCL522003,0,0,0,0,0,0,4,3,9,3,3,0,6,0,0,0,9,21,3,29
UCL522004,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,23,0,29
UCL522005,0,0,0,0,0,0,0,0,0,3,6,0,8,0,3,5,14,17,0,26
UCL522006,0,0,0,0,0,0,0,0,0,4,5,0,9,0,0,0,9,0,0,10
UCL522007,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL522008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11
UCL522009,0,0,0,0,0,0,0,0,0,11,4,0,14,0,0,0,14,6,0,22
UCL522010,0,0,0,0,0,0,0,0,0,8,3,0,9,0,0,0,9,4,0,11
UCL522011,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
UCL522012,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,8,0,14
UCL522013,0,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,12,17,0,25
UCL522014,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,6,0,8
UCL522015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,12
UCL522017,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,5,8,0,9
UCL522018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
UCL522019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
UCL522020,0,0,0,0,0,0,0,0,0,0,3,0,5,3,5,8,16,11,0,22
UCL522021,0,0,0,0,0,0,0,0,3,6,3,0,8,0,0,0,8,10,0,18
UCL522022,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,6,0,3
UCL522023,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,8
UCL522024,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,3
UCL522025,0,0,0,0,0,0,0,0,0,5,6,0,8,0,0,0,10,3,0,15
UCL522026,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,7
UCL522027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,11
UCL522028,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,3
UCL522029,0,0,0,0,0,0,0,0,0,9,5,0,10,0,0,0,11,9,0,20
UCL522030,0,0,0,0,0,0,0,0,0,5,5,0,4,0,0,0,6,0,0,12
UCL522031,0,0,0,0,0,0,0,0,0,0,5,0,5,4,3,8,10,25,0,36
UCL522032,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,7,30,0,33
UCL522033,0,0,0,0,0,0,0,0,0,4,4,0,10,0,0,0,11,5,0,14
UCL522034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
UCL522035,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,8,3,0,10
UCL522036,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,3,0,0,4
UCL522037,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,7
UCL522038,0,0,0,0,0,0,0,0,0,4,5,0,8,0,0,0,8,0,0,12
UCL522039,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,11,11,0,16
UCL522040,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,3
UCL522041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5
UCL522042,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,8,0,0,8
UCL522043,0,0,0,0,0,0,7,0,11,0,0,3,3,0,0,0,3,29,0,39
UCL522044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9
UCL522045,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,6
UCL522046,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,5
UCL522047,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,9,3,0,10
UCL522048,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,0,0,12
UCL522049,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,7,11,0,16
UCL522050,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,13,3,0,11
UCL522051,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,6,0,9
UCL522052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16
UCL522053,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,6,0,13
UCL522054,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,0,7,0,0,11
UCL522055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522056,0,0,0,0,0,0,0,4,4,8,6,0,16,0,0,0,14,6,4,17
UCL522057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522058,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,10,0,15
UCL522059,0,0,0,0,0,0,0,0,0,3,3,0,10,0,4,4,7,3,0,16
UCL522060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522061,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,3,4,0,7
UCL522062,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,8,0,17
UCL522063,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,16,5,24
UCL522064,0,0,0,0,0,0,5,0,6,3,5,0,12,0,3,3,19,33,0,50
UCL522065,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,3,0,13
UCL522066,0,0,0,0,0,0,0,0,0,6,5,0,5,0,0,0,5,0,0,12
UCL522067,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,7,0,15
UCL522068,0,0,0,0,0,0,0,0,0,3,5,0,10,0,0,0,12,4,0,16
UCL522069,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,9,10,0,16
UCL522070,0,0,0,0,0,0,0,0,0,6,6,0,12,0,0,0,12,6,0,20
UCL522071,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,23,0,28
UCL531001,8,21,0,0,3,24,31,52,102,1096,870,130,2095,66,75,137,2227,1422,80,3732
UCL579997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL599994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
