UCL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
UCL515012,8,49,21,30,5,110,7,11,55,37,44,6,155,0,0,3,0,4,0,3,0,0,0,7,21,0,33,0,0,4,3,12,0,24,29,24,169,134,420,26,800
UCL515013,15,44,7,18,5,90,10,3,26,13,23,5,83,3,0,3,3,10,0,19,0,0,0,3,26,0,33,7,0,16,5,38,7,69,55,30,269,161,537,53,1112
UCL515014,13,33,4,16,4,76,7,6,27,4,16,0,66,0,0,0,0,5,5,5,0,0,0,5,3,0,5,0,0,0,0,0,0,3,31,15,80,29,91,11,262
UCL515015,9,19,12,16,0,57,4,10,23,15,28,0,76,0,0,0,0,5,0,8,0,0,3,0,20,0,29,0,0,4,3,12,3,23,21,18,172,99,347,53,704
UCL515016,8,26,0,9,0,47,0,0,13,10,16,3,48,0,0,0,5,0,0,10,0,0,0,0,13,0,13,0,0,7,4,17,0,23,14,12,83,76,230,24,435
UCL515017,5,11,0,12,0,33,3,0,6,0,11,4,25,5,0,0,0,3,0,5,0,0,0,4,10,0,13,0,0,0,0,11,5,16,7,12,44,43,162,26,291
UCL515018,0,12,3,11,0,42,3,0,6,3,4,5,21,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,7,5,17,9,8,44,37,248,28,374
UCL515019,17,38,10,30,0,110,8,7,46,30,35,5,130,0,0,0,0,0,0,5,0,0,0,5,39,0,46,0,0,0,0,19,11,34,31,27,144,87,431,59,776
UCL515020,17,88,29,36,13,202,29,29,120,48,55,19,300,0,0,3,0,10,0,10,3,0,9,4,44,3,65,0,0,7,7,30,26,69,106,67,416,204,546,89,1436
UCL515021,7,33,6,22,0,78,12,7,29,15,25,4,98,0,0,0,0,7,0,9,0,0,0,4,13,0,23,0,0,0,0,8,3,19,27,24,130,84,271,22,552
UCL515022,13,56,18,37,4,130,8,6,49,31,70,7,172,0,0,0,5,4,0,15,0,0,0,3,49,0,59,0,0,4,0,24,3,33,26,29,171,146,612,38,1021
UCL515023,11,35,5,24,0,77,0,8,28,18,23,3,82,0,0,3,0,4,0,5,3,0,0,0,39,0,41,0,0,0,0,7,0,11,29,20,102,72,334,29,582
UCL515024,9,19,0,19,0,58,4,0,9,6,17,0,45,0,0,0,0,0,0,3,0,0,5,0,20,0,26,0,0,0,0,0,0,9,16,15,57,38,206,17,343
UCL515025,0,18,8,24,0,63,3,5,9,21,25,0,63,0,0,0,0,0,0,3,0,0,0,0,14,0,14,0,0,3,0,7,5,11,12,8,69,70,235,13,407
UCL515026,3,26,15,17,0,65,4,6,36,28,37,3,113,0,0,0,3,7,0,5,0,0,5,8,29,0,38,0,0,5,6,16,3,31,12,15,113,105,434,25,708
UCL515027,21,55,17,33,3,151,15,9,92,36,76,10,229,0,0,3,0,4,0,7,0,0,5,13,44,0,64,0,0,0,4,19,9,34,37,38,241,150,481,56,1005
UCL515028,10,61,15,22,7,122,14,9,38,24,37,3,126,0,0,0,4,5,0,8,0,3,8,9,39,3,63,0,0,5,0,26,7,39,55,37,274,205,886,55,1519
UCL515029,8,6,7,6,0,28,0,4,7,3,3,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,11,12,7,49,64,246,12,392
UCL515030,14,31,9,34,8,93,9,0,33,33,56,6,128,0,0,0,0,11,0,9,0,0,3,0,29,0,40,0,0,3,3,14,6,26,22,27,115,116,523,37,846
UCL515031,11,31,9,19,3,72,4,3,25,18,23,4,79,0,0,0,0,0,0,0,0,0,0,4,13,0,19,0,0,3,4,17,5,25,14,22,106,103,349,39,632
UCL515032,4,15,3,20,0,49,0,5,15,3,21,6,41,0,0,0,0,5,0,5,0,0,0,0,26,0,33,0,0,0,4,12,8,31,9,20,81,70,296,25,484
UCL515033,11,74,17,26,0,132,4,6,26,15,15,0,69,0,0,0,0,3,0,8,0,0,3,3,19,0,24,0,0,4,6,13,3,27,40,25,196,142,599,33,1031
UCL515034,8,31,14,21,0,75,6,14,24,29,33,9,114,0,0,0,5,3,0,9,0,0,6,6,17,0,27,0,0,4,4,15,0,25,17,20,120,139,421,28,755
UCL515035,0,13,3,9,0,31,0,4,14,4,14,3,41,0,0,0,0,0,0,0,0,0,0,0,15,0,19,0,0,3,0,7,3,12,5,6,65,29,145,11,257
UCL515036,3,8,11,16,0,47,0,0,21,5,35,3,71,0,0,0,0,0,0,6,0,0,0,3,13,0,16,0,0,0,0,5,9,15,5,6,59,71,325,31,505
UCL515037,6,22,9,20,3,53,6,10,18,4,18,0,56,0,0,0,0,0,0,3,0,0,0,0,7,0,12,0,0,0,0,8,4,17,12,18,97,78,436,29,672
UCL515038,7,31,6,14,0,73,8,3,21,20,31,3,93,0,0,0,0,0,0,5,0,0,0,0,18,0,21,0,0,0,4,13,6,23,23,19,104,84,263,27,513
UCL521001,4,11,0,7,0,23,0,0,3,5,4,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,5,0,7,0,4,27,24,114,7,172
UCL521002,3,9,0,8,0,24,0,0,8,7,8,0,26,0,0,0,0,0,0,0,0,0,0,0,21,0,23,0,0,4,0,3,0,8,5,4,30,30,130,13,211
UCL521003,4,12,0,4,0,15,4,0,5,8,15,0,30,0,0,0,4,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,4,3,6,25,27,64,8,140
UCL521004,0,23,0,8,3,29,0,0,3,0,9,0,14,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,9,27,8,67
UCL521005,5,17,0,7,3,30,0,0,6,4,6,0,16,0,0,0,0,0,0,0,0,0,0,6,14,0,14,0,0,0,0,5,0,6,6,6,48,29,175,10,280
UCL521006,3,15,5,11,0,36,0,6,9,12,17,0,40,0,0,0,0,0,0,0,0,0,0,3,10,0,13,0,0,0,3,0,0,8,3,7,45,35,160,9,262
UCL521007,0,7,0,3,0,11,0,0,8,8,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,23,21,51,6,113
UCL521008,0,6,5,7,0,17,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,3,0,4,0,4,20,14,42,4,86
UCL521009,3,6,5,3,0,19,0,0,3,4,6,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,4,0,7,0,11,19,12,69,7,118
UCL521010,4,5,0,10,0,19,0,0,8,5,26,0,37,0,0,0,0,5,0,4,0,0,0,0,8,0,11,0,0,0,0,0,0,6,0,4,22,11,125,5,172
UCL521011,4,4,5,7,0,23,0,0,10,0,11,0,21,0,0,0,0,0,0,0,0,0,4,0,9,0,12,0,0,0,0,0,0,0,3,4,31,28,124,8,200
UCL521012,3,6,3,10,0,17,5,0,10,0,5,0,27,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,5,0,6,9,14,22,27,88,3,164
UCL521013,0,5,9,13,4,25,3,0,14,5,19,0,38,0,0,0,0,0,0,3,0,0,0,3,12,0,18,0,0,0,0,8,0,10,9,6,34,49,167,11,281
UCL521014,7,3,0,6,3,23,0,0,10,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,3,8,3,6,15,20,84,16,153
UCL521015,0,9,4,4,0,19,0,0,3,6,5,0,19,0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,0,0,4,5,0,9,0,0,26,30,98,7,166
UCL521016,4,13,0,9,0,29,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,7,4,5,24,18,104,5,156
UCL521017,5,14,3,0,0,18,4,0,5,3,5,0,20,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,6,3,4,0,12,10,4,44,22,67,14,159
UCL521018,0,10,4,5,0,19,0,0,10,5,8,0,30,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,24,108,6,176
UCL521019,0,8,0,9,0,9,0,0,0,4,0,0,12,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,6,7,19,0,40,31,92,8,191
UCL521020,0,8,3,4,0,17,0,0,0,3,8,5,20,0,0,3,6,0,0,0,0,0,0,0,8,0,4,0,0,0,0,3,4,6,5,0,17,19,103,13,164
UCL521021,3,3,0,8,0,23,0,0,4,8,6,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,9,0,12,3,8,66,40,120,8,248
UCL521022,12,18,0,3,5,40,10,3,28,8,3,0,48,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,5,0,0,12,23,25,119,65,76,11,315
UCL521023,5,3,0,0,0,18,4,0,6,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,8,3,22,10,64,3,111
UCL521024,3,32,0,14,0,61,0,4,14,7,23,3,63,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,5,8,16,20,14,77,23,106,18,253
UCL521025,0,8,5,3,0,19,0,0,6,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,3,0,8,0,0,0,5,3,0,10,16,7,56,44,100,8,228
UCL521026,0,13,7,5,0,26,0,6,9,9,10,0,42,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,4,11,4,17,8,14,46,45,136,18,263
UCL521027,0,0,4,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,5,0,5,3,0,12,13,89,7,123
UCL521028,0,4,0,3,0,10,0,0,7,5,12,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,24,12,73,13,132
UCL521029,0,15,0,6,0,23,0,0,7,5,3,0,17,0,0,0,0,0,0,0,0,0,4,0,5,0,16,0,0,7,0,7,0,13,4,4,60,31,88,17,202
UCL521030,0,5,0,0,0,13,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,7,6,3,46,32,72,25,187
UCL521031,0,8,5,4,0,16,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,3,0,8,4,27,26,69,8,141
UCL521032,0,11,0,5,0,18,3,0,4,4,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,3,8,6,3,29,19,39,10,111
UCL521033,3,6,0,4,0,14,0,0,9,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,23,13,37,3,86
UCL521034,0,8,0,9,0,20,0,0,0,8,10,0,17,0,0,0,0,4,0,3,0,0,0,0,8,0,5,0,0,0,4,14,4,23,5,0,31,41,119,20,209
UCL521035,3,5,0,0,0,11,4,0,4,7,4,0,24,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,4,0,7,6,6,25,22,64,10,132
UCL521036,0,4,0,3,0,10,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,3,8,14,13,43,7,91
UCL521037,5,7,5,15,0,23,0,0,3,7,15,0,31,0,0,0,0,3,0,0,0,0,0,0,3,0,13,0,0,0,0,8,0,6,0,8,20,22,125,14,182
UCL521038,8,4,4,9,3,21,0,0,12,7,13,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,19,15,74,10,127
UCL521039,7,15,4,7,0,38,4,3,26,9,5,0,52,0,0,0,0,0,0,3,0,0,0,0,8,0,9,3,0,3,4,4,0,15,26,13,87,47,90,9,283
UCL521040,3,13,6,4,0,24,0,0,10,0,10,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,0,14,0,19,10,10,58,38,128,11,261
UCL521041,5,11,4,8,0,28,0,4,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,5,10,27,34,172,3,256
UCL521042,6,5,0,4,3,13,0,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6,8,30,23,70,13,151
UCL521043,3,12,3,8,0,29,10,0,14,8,10,7,39,0,0,0,0,0,0,0,0,0,5,0,4,0,8,0,0,0,0,0,4,11,21,4,62,24,89,8,198
UCL521044,0,6,0,0,0,10,0,0,3,6,6,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,4,0,7,0,0,21,16,72,9,117
UCL521045,0,0,3,0,0,5,0,0,4,9,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,18,38,0,76
UCL521046,0,0,0,7,0,9,4,0,0,0,9,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,12,16,53,5,89
UCL521047,0,8,4,4,0,19,0,0,6,3,8,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,7,0,0,28,19,71,3,127
UCL521048,3,8,0,3,0,24,3,5,11,6,11,4,42,0,0,0,0,0,0,0,0,0,0,5,8,0,15,0,0,0,0,0,4,10,10,17,32,32,92,12,201
UCL521049,4,4,0,0,0,15,0,0,9,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,19,4,12,0,46
UCL521050,0,8,3,3,0,23,4,0,4,3,5,3,23,0,0,0,0,0,0,0,0,0,4,0,9,0,16,0,0,0,0,0,0,6,9,3,37,19,107,13,185
UCL521051,0,4,0,5,0,14,0,5,4,7,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,8,0,0,20,25,115,12,172
UCL521052,3,11,0,8,0,27,3,0,3,8,13,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,5,3,3,23,14,70,11,122
UCL522001,4,8,0,4,0,19,0,7,3,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,3,14,5,13,0,42
UCL522002,0,3,0,0,0,13,0,0,5,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,3,10,0,17,16,41,0,88
UCL522003,0,9,3,3,0,15,0,0,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,9,4,15,4,32
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11
UCL522005,7,4,0,5,0,15,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,26,3,49
UCL522006,0,15,6,6,0,37,4,0,18,3,3,0,33,0,0,3,0,0,0,3,0,0,3,0,5,0,5,0,0,0,0,0,0,9,17,7,61,32,62,0,178
UCL522007,0,5,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,27,5,54
UCL522008,0,7,0,0,0,8,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,7,21,0,47
UCL522009,0,4,5,4,0,13,0,0,0,7,5,0,13,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,5,0,5,0,0,11,18,75,3,112
UCL522010,0,7,0,4,0,17,0,0,9,9,4,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,3,38,19,49,4,114
UCL522011,0,5,0,4,6,14,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,3,0,3,4,3,16,9,49,5,86
UCL522012,0,5,3,3,0,9,0,0,0,0,4,0,6,0,0,3,0,3,0,5,0,0,0,0,0,0,9,0,0,0,0,4,3,8,0,3,17,24,59,11,122
UCL522013,0,3,0,4,0,9,0,0,5,0,11,0,18,0,0,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0,0,3,0,3,4,5,13,17,76,3,118
UCL522014,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,34,0,40
UCL522015,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,5,0,0,0,7,7,0,37,16,46,4,105
UCL522016,0,0,0,0,0,4,0,0,4,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,5,26,4,45
UCL522017,0,4,5,6,0,7,0,4,3,4,11,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,4,0,4,13,12,49,0,78
UCL522018,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,3,4,4,25
UCL522019,0,0,0,4,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,27,0,39
UCL522020,0,0,0,4,0,8,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,6,33
UCL522021,0,9,0,6,0,18,0,0,3,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,18,18,34,3,75
UCL522022,0,0,0,0,0,0,0,0,4,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,12,8,16,5,45
UCL522023,0,8,0,0,0,11,0,0,3,3,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,11,11,41,5,75
UCL522024,9,4,3,0,0,21,5,3,8,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,10,12,30,10,17,0,85
UCL522025,0,3,0,7,0,9,0,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,4,16,8,42,10,74
UCL522026,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,3,31,3,48
UCL522027,0,0,0,0,0,4,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,10,10,36,3,70
UCL522028,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,17,0,27
UCL522029,0,0,0,5,0,5,0,0,4,4,7,0,16,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,5,0,7,0,0,5,14,59,3,83
UCL522030,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,7,30,0,60
UCL522031,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,6,0,18
UCL522032,0,5,0,0,0,7,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,15,3,34
UCL522033,4,0,0,4,0,12,0,0,0,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,4,5,6,53,3,76
UCL522034,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10
UCL522035,0,0,0,6,0,9,0,0,8,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,10,9,30,0,53
UCL522036,0,3,0,3,0,7,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,9,28,5,47
UCL522037,0,9,3,5,0,14,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,41,0,73
UCL522038,3,4,0,3,0,17,0,0,12,3,3,0,20,0,0,4,0,0,0,4,0,0,0,0,7,0,12,0,0,0,0,3,0,6,3,0,37,17,73,3,144
UCL522039,0,3,0,4,0,11,0,0,4,0,8,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,20,15,44,8,94
UCL522040,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,10,7,34,0,58
