UCL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL513005,13,134,22,68,27,7,3,11,0,295,25,93,0,79,28,6,0,9,0,227,50,36,11,33,138,34,3,17,4,327,15,37,13,127,33,7,0,17,0,256,3,12,4,9,12,7,3,3,0,55,10,6,41,39,28,17,8,18,6,180,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,5,0,0,27,3,3,0,7,4,4,3,7,4,38,137,342,116,375,297,99,34,96,23,1523,8,10,6,5,10,3,0,0,0,45,10,18,4,6,5,8,4,6,6,62,51,45,299,18,20,9,84,51,14,602,27,9,186,12,14,5,41,37,3,320,11,12,15,8,5,3,7,12,3,67,34,174,31,86,26,11,9,18,4,381,24,112,0,85,28,5,7,9,0,266,89,58,28,44,157,52,24,29,12,489,26,62,19,162,40,15,13,24,5,362,12,18,7,13,12,14,6,14,0,98
UCL514001,7,33,9,27,8,0,7,11,0,101,7,61,0,58,8,4,6,0,0,146,12,11,7,24,83,17,7,8,0,172,8,22,5,74,3,14,7,13,0,144,0,4,0,0,4,0,0,3,0,13,12,0,17,18,11,6,12,7,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,4,0,0,0,6,4,0,4,0,18,48,138,61,215,124,50,38,56,9,730,0,4,6,0,0,0,0,0,0,17,0,4,9,0,4,3,0,3,0,23,21,24,327,3,10,5,80,41,8,506,5,0,32,0,0,5,26,23,4,90,0,6,10,0,0,3,5,7,0,44,8,44,16,31,8,0,6,13,0,128,14,68,3,60,8,4,11,0,0,165,17,12,9,22,91,23,13,12,0,210,13,24,3,83,12,10,6,18,0,166,0,4,0,0,4,0,0,4,0,18
UCL514002,18,126,9,32,20,9,0,8,0,220,18,107,10,43,22,11,4,12,3,226,49,55,13,22,95,49,3,16,5,299,23,41,10,57,24,11,0,14,0,171,14,18,7,8,15,19,0,5,0,83,23,9,37,29,17,8,0,11,0,138,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,5,0,10,0,0,3,4,3,5,0,3,3,36,165,390,101,207,208,124,15,75,16,1302,12,42,10,9,13,3,0,16,0,98,4,6,3,0,4,0,0,3,0,23,41,44,192,8,4,16,28,29,8,366,48,15,148,3,3,0,7,22,5,253,25,14,20,8,3,0,6,11,0,96,22,171,9,38,27,9,6,13,0,289,21,140,12,45,25,12,0,19,3,275,94,92,31,33,105,67,11,26,9,469,29,55,12,71,21,11,3,21,3,234,16,31,10,13,16,20,0,12,0,116
UCL514003,8,102,13,50,9,10,3,10,0,205,17,110,3,56,11,8,0,15,0,221,61,30,9,33,73,41,3,25,5,275,24,58,9,81,21,15,0,21,0,223,15,25,8,16,9,6,0,5,0,91,7,0,41,19,10,18,6,13,0,124,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,18,0,5,4,10,6,0,0,7,6,40,158,380,109,290,149,108,16,118,10,1346,20,54,10,9,11,7,4,14,0,125,5,11,10,0,0,3,0,9,3,41,32,31,161,11,6,13,32,39,11,337,37,14,114,0,0,0,22,22,0,220,21,36,34,11,3,6,12,21,0,142,19,130,19,54,12,10,8,10,0,267,26,149,8,64,11,9,5,16,0,287,96,52,25,44,83,45,23,37,4,418,35,80,18,92,24,19,11,28,0,292,15,30,20,24,9,15,7,17,0,127
UCL514004,4,74,8,28,4,0,0,0,0,128,13,59,3,35,7,0,0,4,0,118,32,29,0,20,65,31,3,11,0,188,11,31,4,60,16,0,4,5,4,134,3,3,4,3,0,0,0,0,0,23,5,0,11,13,8,7,0,8,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,5,0,3,6,3,0,3,6,25,75,210,41,172,133,59,14,33,6,747,5,11,6,0,0,3,0,5,0,34,0,0,10,0,3,4,0,4,0,18,31,8,146,11,16,5,43,37,5,297,18,3,61,5,3,4,6,17,0,116,8,16,3,9,7,6,0,8,0,53,14,98,9,31,4,0,0,4,0,163,15,87,4,32,9,0,0,4,0,161,53,46,10,28,69,51,14,19,0,283,14,40,4,83,24,0,9,11,4,181,3,7,4,3,0,0,0,4,0,28
UCL515001,0,5,0,4,0,0,0,4,0,23,4,13,0,8,0,0,0,0,0,27,8,0,0,0,17,4,0,3,0,34,3,3,3,8,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,7,0,0,3,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,24,14,25,19,17,0,11,0,137,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,16,0,0,5,3,5,0,36,4,0,16,0,0,0,4,0,0,28,0,0,4,0,0,0,0,0,0,14,0,12,0,4,0,3,0,4,0,31,6,13,0,8,0,0,0,0,0,33,9,0,0,0,17,9,0,3,0,40,4,3,3,8,0,0,0,0,0,21,5,6,0,0,0,0,0,0,0,11
UCL515002,0,13,3,9,0,0,3,0,0,36,5,25,0,10,5,0,0,0,0,46,3,5,0,3,24,3,0,0,5,43,0,7,0,18,3,0,0,0,0,36,0,3,0,0,0,0,0,0,0,5,0,0,3,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19,64,13,50,40,12,0,8,4,203,3,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,7,9,62,3,9,0,3,15,0,111,4,0,11,4,0,0,3,0,0,27,0,0,0,0,5,0,5,0,0,9,3,17,7,16,0,0,7,0,0,43,4,33,0,10,0,0,0,0,0,55,5,12,0,3,26,5,9,5,5,57,0,7,5,19,3,4,0,0,0,47,0,3,0,0,0,0,0,0,0,8
UCL515003,3,28,0,16,0,0,0,4,0,50,4,33,3,12,7,5,0,0,0,61,7,7,4,8,17,10,0,4,0,65,8,16,3,29,10,3,0,8,0,75,0,12,0,0,0,4,0,0,0,19,0,0,5,6,6,4,0,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,93,23,84,43,32,9,25,4,336,4,3,0,4,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,12,4,5,62,4,3,3,14,15,3,113,3,5,21,0,5,0,9,3,0,49,4,5,4,0,4,4,0,5,0,33,6,34,4,16,0,0,0,4,0,63,5,40,3,12,6,5,5,0,0,73,15,15,5,8,21,15,3,4,4,84,10,18,4,33,9,3,0,8,0,85,3,13,7,0,0,9,0,0,0,36
UCL515004,4,22,10,14,10,0,0,0,0,60,0,13,0,13,6,0,0,0,0,30,13,13,0,10,24,5,4,6,0,72,6,9,0,25,11,0,0,4,0,54,0,0,3,3,5,0,0,0,0,13,6,0,13,9,8,4,4,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,24,57,38,74,64,13,6,23,6,306,5,12,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,11,13,25,89,4,3,6,20,9,0,173,0,0,19,0,0,0,6,5,0,28,0,0,7,0,3,0,3,8,0,28,0,23,13,15,13,0,4,0,4,75,0,17,0,12,6,0,5,0,0,40,16,19,3,12,30,8,9,9,0,106,5,7,0,29,10,0,0,4,0,66,6,0,0,5,3,0,0,0,0,16
UCL515005,3,31,6,15,7,5,0,3,0,70,0,27,0,14,6,0,0,0,0,52,3,9,7,5,21,7,0,5,0,53,11,9,0,43,10,0,0,7,0,89,3,3,0,0,0,0,0,0,0,10,0,0,5,9,0,3,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,23,85,24,85,48,23,6,26,0,327,0,0,5,0,0,0,0,3,0,11,0,0,0,0,0,0,0,3,0,7,7,11,76,6,5,0,15,8,0,126,0,0,34,0,0,0,3,9,0,51,4,3,6,0,0,3,0,7,0,29,4,32,10,15,7,5,0,3,0,71,5,39,0,15,6,0,0,0,0,61,11,9,4,9,20,6,0,9,0,79,11,13,0,54,14,0,0,10,0,110,3,3,0,0,0,0,0,3,0,18
UCL515006,5,61,0,15,10,0,0,3,4,100,5,51,0,29,3,0,0,7,0,93,25,10,0,8,47,14,3,11,0,119,7,12,0,24,10,3,0,5,0,68,0,0,0,5,0,0,0,3,0,14,3,3,3,5,9,5,0,8,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,5,0,0,3,25,52,155,20,90,91,44,9,41,11,503,3,7,3,3,0,4,0,0,0,21,0,0,4,0,3,3,0,0,0,13,22,12,91,4,5,4,30,19,5,195,6,0,37,4,3,5,4,11,0,74,0,8,7,3,0,0,6,9,0,34,6,72,0,17,10,0,0,4,4,123,11,60,0,32,7,0,4,9,0,123,39,12,12,18,52,22,4,13,0,170,6,20,3,41,13,9,0,7,0,100,0,0,0,4,0,4,0,3,0,15
UCL515007,6,40,7,9,11,0,0,3,0,75,0,36,0,14,8,3,0,3,0,75,12,13,0,9,23,7,0,0,0,77,3,12,4,13,15,8,0,0,0,63,0,7,0,8,9,0,0,0,0,25,4,0,9,7,3,7,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,10,43,127,23,69,67,40,6,20,0,398,4,19,6,5,4,0,0,3,0,40,0,0,0,0,0,0,0,0,0,7,10,17,73,0,3,5,11,7,0,122,10,3,26,3,0,0,7,9,0,64,12,11,4,5,4,0,7,7,0,48,4,55,9,10,4,0,0,7,0,93,0,50,0,16,8,3,0,9,0,89,19,12,6,8,29,14,0,4,0,96,11,16,4,21,20,8,0,3,0,86,4,11,0,8,9,0,0,0,0,33
UCL515008,0,17,5,0,9,0,6,0,0,37,0,19,0,3,0,0,0,0,0,32,18,13,4,7,17,4,0,5,0,71,3,9,0,8,8,0,0,3,0,30,3,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,28,62,26,24,46,5,10,7,0,216,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,25,39,101,0,5,5,12,11,5,204,0,0,16,0,0,0,7,3,0,26,0,0,3,0,0,0,4,0,0,14,4,21,6,0,9,0,7,0,0,41,3,22,8,3,5,0,0,0,0,37,20,11,8,11,14,6,0,6,0,84,3,12,0,4,11,0,0,3,0,32,3,0,0,0,0,0,0,0,0,8
UCL515009,0,31,7,9,5,4,0,4,0,66,8,56,0,10,9,0,0,0,0,90,8,6,0,13,16,7,0,0,0,53,11,21,5,17,10,8,0,8,0,73,0,14,0,10,8,0,0,0,0,31,5,0,7,10,0,0,0,6,0,31,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,9,0,0,5,6,0,4,0,0,0,16,42,146,24,82,58,24,6,33,3,414,5,15,4,0,3,0,0,5,0,35,4,3,0,0,3,0,0,0,0,14,8,6,43,0,6,5,9,7,0,95,3,6,30,4,4,0,8,0,0,47,7,7,11,6,5,3,3,12,0,55,4,50,3,14,0,4,0,9,0,91,15,77,0,10,13,5,0,0,6,127,19,12,0,14,16,10,5,4,0,80,17,32,5,22,18,4,0,12,0,103,3,18,0,6,6,0,0,5,0,44
UCL515010,9,62,0,13,3,0,0,0,0,85,10,41,0,13,6,0,0,0,0,71,10,9,0,16,19,0,0,9,0,65,6,14,0,21,17,0,0,0,0,60,0,7,0,0,0,0,0,0,0,13,0,0,0,5,4,4,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,16,38,138,10,78,50,7,0,13,4,344,0,5,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,17,15,39,17,7,3,15,14,6,127,4,7,13,11,0,0,0,0,0,39,3,5,5,6,3,4,0,4,0,22,6,78,0,19,7,0,0,3,0,113,13,52,0,17,7,0,0,5,0,87,22,14,3,24,25,5,0,9,0,105,9,20,0,41,17,0,0,0,0,88,6,7,0,0,0,0,0,0,0,10
UCL515011,3,29,0,9,0,0,0,3,0,54,0,32,0,19,4,0,0,0,0,62,20,7,4,0,30,7,0,10,0,75,10,5,4,21,3,4,0,12,0,55,0,0,4,0,0,0,0,0,0,12,0,0,0,3,3,3,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,0,0,0,5,0,17,38,90,16,73,49,24,5,42,5,339,4,8,6,0,3,3,0,0,0,27,0,4,0,0,0,0,0,0,0,6,13,7,73,5,10,4,21,19,3,146,7,0,17,0,0,0,3,3,0,31,4,8,3,4,0,0,6,4,0,32,3,28,8,17,5,0,0,7,0,68,0,39,4,23,4,0,0,0,0,70,24,12,10,6,36,10,3,14,0,103,12,12,9,29,3,4,0,16,0,78,0,0,3,4,0,0,5,0,0,20
UCL515012,5,56,3,19,5,9,0,0,0,95,3,42,0,27,10,6,0,0,0,91,12,13,0,3,43,9,3,3,0,93,4,16,0,38,8,0,0,0,6,69,0,3,0,0,0,0,0,0,0,3,6,0,9,8,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,33,139,24,106,66,29,11,9,3,424,0,4,3,0,0,0,0,0,0,21,4,3,3,0,0,0,0,0,0,8,18,19,89,13,0,4,23,14,0,175,5,0,36,4,0,0,8,5,0,63,6,9,3,4,5,0,4,3,0,24,5,55,3,25,5,9,0,0,3,95,9,50,4,30,10,6,0,5,0,109,24,26,3,6,50,16,3,3,0,137,3,22,0,48,5,0,0,6,6,92,0,6,0,6,0,0,0,0,0,10
UCL515013,4,39,0,15,7,0,0,10,0,71,5,38,0,19,16,4,0,0,4,85,15,12,0,17,32,20,0,14,0,109,12,12,8,17,9,6,0,8,0,66,0,5,3,13,0,8,0,4,0,31,6,0,9,15,10,0,0,8,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,44,119,29,120,98,42,0,54,7,528,17,15,12,15,7,3,0,3,4,77,0,3,0,0,0,0,0,0,0,0,27,49,106,16,10,0,11,28,0,259,24,8,39,3,5,4,10,15,3,112,7,9,3,4,4,0,0,10,4,45,8,43,0,15,12,0,6,12,0,93,8,45,4,25,16,4,0,4,4,103,30,14,7,17,40,22,4,14,0,153,8,12,12,21,9,6,0,13,0,90,0,6,7,14,0,9,0,4,0,44
UCL515014,0,24,0,0,0,0,0,0,0,31,4,21,0,6,5,0,0,0,0,37,3,4,0,5,8,0,0,0,0,27,3,3,0,7,8,0,0,0,0,26,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,3,0,0,0,0,11,15,66,6,32,23,6,0,6,0,157,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,4,0,8,3,3,0,0,8,0,29,5,0,0,0,0,0,0,4,0,10,0,6,0,0,0,0,0,0,0,10,0,31,3,8,0,5,0,3,0,40,9,31,0,3,5,0,0,0,0,45,8,4,6,7,9,3,0,0,0,38,3,8,0,15,8,0,0,0,0,34,0,0,0,0,0,0,0,0,0,9
UCL515015,0,15,4,3,0,0,0,7,0,28,9,18,0,12,5,0,0,5,0,48,5,4,3,8,21,8,0,20,0,73,3,7,5,18,11,0,0,9,3,51,0,3,0,0,0,0,0,8,0,11,0,0,13,7,4,3,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,18,22,53,42,59,38,18,14,69,12,318,0,3,5,3,0,0,0,3,0,12,0,3,5,0,0,0,0,12,0,21,12,10,91,3,0,0,23,48,3,196,5,0,15,0,0,0,9,3,0,31,8,5,8,0,0,3,5,9,0,37,0,20,4,5,0,0,0,10,0,45,12,25,0,13,5,0,0,9,0,67,7,10,5,10,19,9,9,38,3,110,7,8,10,22,11,0,7,15,3,73,0,3,0,0,0,0,0,7,0,11
UCL515016,0,10,0,9,7,0,0,0,0,23,5,22,0,6,3,0,0,0,0,38,11,4,0,6,21,4,0,5,0,48,3,4,0,8,3,0,0,4,0,28,0,0,0,5,0,0,0,0,0,7,3,0,6,8,3,3,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,23,55,12,41,41,13,7,10,3,207,3,0,4,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,9,52,0,0,3,14,9,0,101,6,3,10,0,0,0,0,3,0,27,0,10,0,3,0,0,5,3,0,18,0,17,0,9,7,0,0,3,0,37,0,32,4,6,3,0,0,0,0,48,13,10,4,7,24,11,5,5,0,70,3,5,0,13,3,4,0,4,0,32,3,0,0,5,0,0,0,0,0,8
UCL515017,0,12,0,9,0,0,0,0,0,21,0,11,0,4,0,0,0,0,0,18,8,0,0,3,15,9,0,9,0,36,3,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,4,0,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,22,23,5,25,20,13,0,8,0,115,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,7,18,7,0,4,7,8,0,53,3,0,17,0,0,0,6,8,4,40,0,3,4,0,4,0,0,0,0,15,0,15,0,9,0,0,0,0,0,23,3,13,0,7,0,0,0,0,0,26,7,5,4,3,15,9,0,9,0,43,3,5,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,8
UCL515018,0,7,0,5,4,0,3,0,0,18,0,13,0,13,0,0,0,4,0,33,0,4,0,0,14,7,0,4,0,38,0,4,0,4,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,9,5,0,4,4,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,8,37,13,31,32,9,16,11,7,156,3,6,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,12,6,91,0,0,0,29,5,0,149,0,0,0,0,0,0,9,4,0,20,0,0,0,0,0,0,0,0,0,3,0,10,0,0,4,0,0,0,0,29,0,18,0,13,0,0,5,4,0,40,3,4,5,0,14,7,3,5,0,49,0,4,3,8,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,6
UCL515019,0,37,0,14,5,0,0,0,0,58,9,37,0,22,3,0,0,4,0,82,5,3,4,0,20,8,0,6,0,59,3,14,6,19,13,0,0,10,0,64,0,0,0,0,0,0,0,0,0,8,4,0,8,11,7,0,0,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,22,28,110,28,84,58,25,0,44,3,365,0,5,6,0,0,0,0,5,0,12,0,0,0,4,0,0,4,0,0,13,14,5,81,4,3,7,15,24,4,150,3,0,17,0,0,3,0,8,0,36,8,16,19,5,4,8,4,16,0,75,0,44,3,13,7,0,0,0,0,75,11,53,0,27,3,0,0,5,3,101,14,16,7,3,29,15,4,17,0,106,0,15,5,31,13,4,0,13,0,82,0,3,0,0,0,0,4,0,0,13
UCL515020,5,105,4,21,6,3,0,3,0,151,13,62,3,18,5,3,0,0,0,107,33,18,10,21,61,9,0,5,3,167,19,51,0,35,20,8,0,6,0,141,0,8,0,3,4,5,0,5,0,25,10,0,9,6,13,7,0,4,0,43,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,0,0,8,3,7,0,7,0,4,0,3,6,34,96,267,29,135,125,41,7,35,15,756,3,8,3,3,4,0,0,0,0,27,0,3,9,0,0,0,0,0,0,11,25,39,88,11,9,5,23,14,7,224,14,9,31,3,3,0,10,10,0,86,16,12,3,12,14,0,5,5,0,69,8,120,4,28,7,7,0,6,0,182,19,84,0,26,9,3,0,0,0,145,59,32,9,31,65,16,3,11,3,231,27,75,6,65,26,6,3,11,0,216,3,13,3,9,4,5,0,3,0,40
UCL515021,0,35,3,8,3,0,0,4,0,50,7,24,3,9,6,0,0,0,0,52,4,11,0,0,18,5,0,0,0,41,8,10,0,14,4,0,0,7,0,40,0,5,0,0,0,0,0,0,0,9,0,0,4,3,5,0,0,3,0,19,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,25,87,21,43,38,18,3,20,5,256,5,13,0,0,6,0,0,0,0,20,0,4,4,0,0,0,0,0,0,11,16,11,48,5,0,4,8,8,0,99,10,0,29,0,0,0,3,0,0,43,5,11,3,3,4,0,0,0,0,36,0,38,3,12,3,0,0,4,0,66,14,30,3,10,6,0,0,7,0,74,12,7,0,6,22,5,0,4,0,62,8,22,9,19,4,3,0,9,0,63,0,4,0,6,0,0,0,5,0,18
