UCL_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
UCL515034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,13,18,6,8,65,0,4,0,9,12,18,6,8,62,130,160,134,174,174,124,69,4,970,11,15,25,16,16,10,5,0,99,139,172,165,207,203,152,77,16,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,6,3,0,0,0,14,112,169,175,167,156,133,71,14,998,10,7,12,7,22,7,0,3,74,125,178,188,187,180,144,72,17,1083,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,19,18,21,6,8,72,0,4,0,20,14,21,6,8,72,240,328,305,343,329,256,143,19,1966,25,21,44,27,36,19,4,4,178,261,349,353,391,377,292,148,31,2213
UCL515035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,15,11,5,34,0,0,0,5,4,15,11,5,34,42,56,58,52,101,83,53,14,457,14,10,10,4,11,7,9,0,60,49,67,70,60,118,103,68,13,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,50,58,44,67,110,102,50,24,504,8,9,12,12,7,13,7,3,73,54,70,53,72,117,112,65,30,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,13,8,5,42,0,0,4,5,8,13,8,5,42,92,117,102,119,210,184,104,37,957,22,17,22,15,19,19,13,0,129,109,136,125,135,231,215,129,44,1128
UCL515036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,14,4,54,0,0,0,8,12,20,14,4,59,105,98,101,118,149,135,70,24,799,11,14,10,19,10,11,16,10,94,110,109,114,142,173,169,91,41,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,14,0,0,0,0,5,4,0,0,14,92,110,123,137,158,149,87,33,894,7,8,8,15,6,6,16,17,89,99,124,129,156,167,167,105,49,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,31,14,8,67,0,0,0,6,11,31,14,8,71,194,211,222,259,310,288,158,55,1691,18,25,16,26,20,21,32,27,183,214,234,242,296,345,335,194,85,1945
UCL515037,0,0,0,0,3,0,0,0,3,0,3,4,0,0,0,0,0,7,0,0,7,6,10,9,0,0,30,0,3,11,6,11,9,0,0,37,97,155,177,104,68,16,3,0,618,24,50,46,30,24,5,0,0,180,121,202,232,144,97,26,5,0,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,3,0,4,0,0,0,4,83,131,145,90,37,10,0,0,495,15,35,31,15,16,0,0,0,105,96,164,177,106,51,6,0,0,609,0,0,0,0,3,0,0,0,3,0,3,4,0,0,0,0,0,7,0,0,9,6,11,9,0,0,36,0,6,12,6,14,9,0,0,44,176,280,325,196,100,20,10,0,1112,41,85,72,40,35,9,0,0,283,213,369,412,247,150,38,9,0,1437
UCL515038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,17,44,24,11,104,0,4,0,9,17,44,24,11,104,84,77,79,103,152,193,108,22,819,13,14,13,20,22,13,14,11,103,96,90,91,132,186,248,144,43,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,6,0,22,0,0,0,3,6,9,6,0,22,58,77,107,126,183,239,121,42,953,3,9,6,7,9,12,18,3,79,63,88,111,138,203,256,145,50,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,20,44,27,13,125,0,4,0,14,20,44,27,13,125,140,158,185,227,330,431,227,64,1770,14,15,19,30,34,23,35,14,185,157,183,201,269,391,505,290,92,2075
UCL521001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,3,0,0,15,0,0,6,0,8,3,0,0,15,37,16,27,38,35,22,7,3,191,0,0,0,0,0,0,0,0,6,39,19,28,42,45,29,7,3,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,0,0,0,5,3,0,0,0,6,33,15,33,44,49,26,6,0,199,0,0,0,0,0,0,0,0,3,33,15,34,49,50,28,6,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,3,0,0,21,0,0,6,4,9,3,0,0,21,66,31,54,84,86,53,14,3,397,0,0,4,0,5,3,0,0,6,72,37,64,86,100,57,14,3,428
UCL521002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,13,4,0,26,0,5,0,5,3,13,4,0,26,28,30,42,44,37,62,26,3,267,4,0,6,4,5,3,0,0,28,27,36,44,52,52,83,26,3,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,7,36,29,35,53,56,70,20,0,298,0,3,10,7,3,3,0,8,33,38,32,49,65,58,76,20,9,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,14,3,0,29,0,5,0,3,3,14,3,0,29,61,58,73,100,95,135,45,0,566,11,3,16,9,5,10,0,8,60,66,65,90,119,106,155,50,6,660
UCL521003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,12,11,8,37,0,0,3,0,7,12,11,8,37,31,26,32,33,54,78,42,15,315,3,5,4,6,6,9,4,0,39,34,30,38,42,58,98,63,25,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,4,22,18,38,40,72,85,49,21,348,0,0,3,8,0,11,4,0,31,26,21,45,50,77,97,57,26,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,15,11,8,43,0,0,3,3,0,15,11,8,43,51,41,73,74,121,166,90,34,663,5,6,7,11,8,11,14,3,71,55,48,82,90,132,193,118,49,770
UCL521004,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,52,44,37,31,17,7,0,0,178,0,7,0,0,0,0,0,0,5,54,46,37,27,20,7,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,62,35,38,26,8,0,0,226,0,4,0,3,0,0,0,0,8,50,62,35,46,27,8,3,0,234,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,104,104,73,70,39,16,6,0,407,0,3,0,3,0,0,0,0,14,105,109,73,76,45,16,0,0,423
UCL521005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,5,4,0,24,0,0,3,7,3,5,4,0,23,36,59,60,60,76,56,23,4,370,3,12,3,10,10,0,0,0,46,42,70,66,77,94,67,28,3,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,40,69,67,55,75,57,19,3,381,4,8,11,7,4,5,6,0,42,49,71,72,59,81,58,20,3,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,5,4,0,26,0,0,3,7,7,5,4,0,32,74,126,122,116,150,111,37,9,752,11,16,12,22,14,7,6,0,89,88,140,138,142,176,125,52,10,867
UCL521006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,3,0,24,0,0,0,4,7,6,3,0,24,30,24,38,40,64,43,25,5,279,0,4,5,6,7,10,5,0,32,32,32,50,47,78,62,32,5,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,36,36,56,53,79,56,35,4,340,3,8,0,5,8,9,5,0,26,38,41,56,52,82,60,34,4,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,6,3,0,26,0,0,0,7,13,6,3,0,26,60,57,100,93,141,98,55,5,622,3,10,5,4,9,13,10,0,57,68,67,102,103,163,120,70,5,703
UCL521007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,17,0,0,0,0,0,3,10,4,17,27,15,15,26,36,32,11,3,165,0,3,5,3,3,8,4,0,25,28,19,15,28,44,42,24,9,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,23,33,24,39,31,29,12,218,0,4,0,5,6,8,10,0,29,33,26,35,29,49,42,31,13,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,19,0,0,0,0,0,3,10,4,20,54,40,48,48,74,62,42,14,383,4,6,6,10,7,14,12,0,56,58,47,54,59,89,80,56,21,458
UCL521008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,12,0,0,0,0,0,4,0,3,12,15,14,22,28,33,31,24,16,172,9,0,3,8,9,0,0,0,27,20,18,28,33,40,37,29,13,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,17,32,32,28,39,23,208,6,4,3,5,5,3,0,0,24,23,27,26,31,34,32,38,23,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,12,0,0,0,0,0,4,0,3,12,35,37,42,54,58,58,58,35,383,9,6,11,12,12,5,4,0,54,46,41,55,61,73,70,68,39,442
UCL521009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,18,0,0,0,0,0,12,3,0,18,26,22,22,18,33,39,19,4,187,8,3,3,3,0,12,6,0,36,31,21,28,29,39,58,27,6,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,4,10,23,26,27,24,38,30,8,191,0,0,0,0,5,6,7,6,33,10,22,26,32,31,55,34,12,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,20,0,0,0,0,0,15,3,0,20,43,44,50,45,62,81,45,14,383,8,4,3,8,12,18,10,9,73,45,44,51,57,72,110,65,25,469
UCL521010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,18,0,0,0,4,4,4,0,0,16,58,44,32,46,36,33,26,7,273,3,5,9,4,4,4,4,0,30,59,48,38,53,47,45,27,7,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,48,37,56,54,46,23,6,309,7,3,0,8,0,3,0,0,26,47,54,36,61,61,53,23,6,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,21,0,0,0,4,4,10,0,0,20,96,90,67,100,92,81,47,12,584,10,3,7,10,13,9,5,0,59,106,97,79,109,105,95,52,12,664
UCL521011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,5,0,0,0,14,25,30,41,39,26,14,11,0,185,0,4,3,0,0,0,0,0,11,26,35,48,42,33,19,11,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,53,44,35,15,9,0,221,0,0,0,4,0,0,0,0,7,37,33,53,47,35,15,9,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,10,0,0,0,0,5,0,0,0,13,56,62,97,83,58,34,14,0,407,0,4,3,3,0,0,0,0,15,60,65,103,87,63,36,14,0,433
UCL521012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,13,0,0,3,0,3,8,0,0,13,19,25,26,35,44,31,16,0,200,0,0,0,5,3,3,0,0,15,23,26,30,42,52,41,19,7,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,19,34,50,54,7,0,217,4,0,3,0,8,6,0,0,14,19,27,21,34,58,59,10,5,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,16,0,0,3,0,3,8,0,0,16,35,58,48,72,91,81,20,7,413,6,0,0,5,10,3,3,0,35,42,60,48,77,107,99,23,9,462
UCL521013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,4,0,17,0,3,0,0,3,5,4,0,16,58,48,40,62,62,35,10,4,323,0,9,6,0,0,4,5,0,23,61,54,46,67,70,45,17,4,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,45,54,47,73,63,44,12,3,344,3,10,3,0,0,0,4,0,21,51,56,51,77,64,48,12,4,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,5,4,0,26,0,3,0,3,5,5,4,0,21,107,100,87,135,121,88,22,7,664,3,11,10,0,5,0,3,0,37,110,113,94,141,137,99,27,8,729
UCL521014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,12,4,3,32,0,0,4,7,8,12,4,3,32,18,25,21,47,62,49,16,0,247,4,7,12,16,15,7,4,0,64,23,34,39,71,86,71,20,4,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,32,51,50,44,5,0,240,10,8,8,13,10,7,5,0,56,32,33,41,63,62,47,12,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,12,4,3,32,0,0,4,6,8,12,4,3,35,45,51,59,99,119,92,20,0,484,15,12,27,25,22,11,4,0,124,60,63,82,132,151,115,35,4,648
UCL521015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,15,0,0,0,0,4,4,4,5,12,32,33,28,28,35,53,23,8,233,0,0,0,6,0,9,0,0,20,31,33,29,32,41,60,26,12,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,22,35,29,27,37,49,30,16,242,0,8,0,3,4,5,3,3,25,18,38,29,27,46,58,36,21,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,20,0,0,0,0,6,4,0,5,18,50,62,60,60,79,98,55,25,476,4,8,0,10,9,11,3,6,43,55,67,59,64,85,115,60,38,535
UCL521016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,12,0,0,0,0,0,7,4,7,18,38,48,29,39,37,30,11,3,243,0,3,5,4,3,3,3,0,23,40,54,28,44,48,42,20,12,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,44,40,30,35,26,30,16,7,232,3,0,10,3,0,7,4,3,21,45,42,36,41,26,35,17,13,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,21,0,0,0,0,0,7,4,7,19,81,90,55,71,73,61,27,14,473,3,7,10,5,3,6,5,3,43,85,101,69,84,75,74,40,25,541
UCL521017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,3,0,0,0,0,0,11,35,47,48,32,38,21,16,0,233,7,6,14,9,9,4,0,0,52,39,51,59,38,49,29,15,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,45,41,26,26,23,19,13,230,3,9,3,5,3,0,3,0,36,39,53,50,33,34,28,22,15,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,7,0,0,3,0,0,5,0,0,7,64,94,88,59,66,44,31,15,459,11,16,18,8,11,11,9,0,83,73,105,107,74,80,56,38,19,552
UCL521018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,6,0,0,7,34,31,32,37,22,27,14,4,203,0,0,0,5,0,0,0,0,9,36,35,28,43,22,32,13,9,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,37,34,36,26,18,3,212,0,0,0,5,0,0,0,0,5,30,27,37,35,36,26,23,4,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,6,0,0,10,65,59,62,71,59,52,34,10,410,3,0,0,7,0,0,0,0,18,65,64,61,77,59,57,34,11,440
UCL521019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,11,4,0,22,0,0,5,0,6,11,4,0,22,17,22,34,31,43,58,22,0,227,4,5,10,11,12,12,9,0,53,23,27,47,44,65,77,37,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,19,40,28,36,52,53,20,6,256,9,4,12,6,11,8,6,5,57,29,42,39,45,65,55,21,3,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,11,4,0,25,0,0,5,5,3,11,4,0,27,37,59,68,74,101,106,42,3,490,19,14,16,17,23,16,14,5,113,50,73,86,95,127,129,61,8,625
UCL521020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,8,4,0,29,0,0,5,0,6,8,4,0,29,32,23,26,63,58,65,25,5,287,5,0,3,6,3,0,0,6,26,40,17,28,75,69,75,31,5,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,9,28,35,35,50,53,63,16,5,289,3,0,0,0,0,3,5,0,12,32,35,39,49,57,71,20,5,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,8,10,0,33,0,0,5,0,10,8,10,0,35,62,52,67,111,112,130,44,7,575,6,0,6,14,3,3,7,6,42,72,52,72,125,126,146,55,8,653
UCL521021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,20,0,0,0,3,3,3,3,0,20,33,32,61,40,49,47,35,0,297,0,4,6,5,4,5,0,0,26,36,36,66,46,61,55,36,4,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,36,48,59,45,54,49,23,4,328,0,8,0,0,0,5,0,3,19,41,54,63,47,55,55,29,5,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,3,0,20,0,0,0,3,6,10,3,0,20,76,81,117,83,104,95,62,11,626,0,14,9,4,7,10,4,0,46,74,93,129,92,115,108,65,13,686
UCL521022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,6,0,0,0,6,0,5,0,0,6,33,34,34,58,46,42,0,0,249,7,5,3,19,5,13,0,0,44,38,34,42,75,54,50,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,42,68,57,32,7,6,259,7,0,10,7,7,9,0,0,35,23,33,48,76,59,40,10,4,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,7,0,0,0,6,0,5,0,0,7,54,63,76,122,106,74,7,6,505,9,4,10,23,11,17,0,0,77,62,75,87,146,115,96,11,4,592
UCL521023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,16,0,0,0,0,3,5,0,0,16,21,31,36,30,43,36,3,0,199,0,0,4,6,4,6,0,0,20,22,30,40,37,48,39,13,4,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,43,40,24,32,30,9,7,201,0,0,5,0,7,7,0,0,19,19,44,43,24,34,32,9,7,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,16,0,0,0,0,3,5,0,0,16,44,69,75,49,71,58,16,7,392,8,4,3,3,9,8,0,0,38,49,73,83,58,85,71,18,12,449
UCL521024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,5,0,0,13,97,102,88,71,52,33,13,0,447,17,13,14,22,13,5,3,3,97,112,116,106,95,63,37,22,3,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,8,106,128,112,81,63,33,10,0,534,19,26,21,16,13,10,6,4,103,124,153,132,99,76,42,12,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,11,0,0,0,3,4,5,0,0,14,204,225,198,151,112,64,21,0,985,37,43,33,38,21,18,9,3,200,240,270,240,193,143,81,29,3,1200
