UCL_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
UCL515034,0,0,0,5,0,0,0,0,10,0,0,3,3,0,3,0,0,9,0,10,8,7,10,8,0,0,51,5,10,5,24,18,15,5,0,74,24,70,59,73,87,48,17,6,378,12,6,0,3,0,0,0,0,25,0,5,7,0,0,0,3,0,17,31,76,66,77,90,51,25,6,416,0,0,0,0,0,0,0,0,5,10,18,30,26,21,13,16,0,126,48,111,113,132,140,91,45,5,694,0,0,5,0,4,0,0,0,11,0,0,5,8,9,3,0,0,23,4,17,37,18,21,14,8,0,120,0,24,30,37,23,17,8,0,140,18,44,42,24,21,13,10,0,178,8,8,3,0,3,0,0,0,28,0,4,7,10,9,4,3,0,26,31,55,46,38,32,18,9,0,225,0,0,0,7,3,0,0,0,10,15,9,16,14,19,23,9,3,113,60,116,137,118,107,66,29,5,640,0,3
UCL515035,0,0,0,0,4,0,4,0,7,0,0,0,0,0,0,0,0,3,0,9,11,0,3,5,0,0,28,0,4,4,0,0,4,0,0,15,6,16,19,12,29,19,12,0,120,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,4,6,17,21,17,37,21,15,0,132,0,0,0,0,3,0,0,0,3,14,8,11,11,12,8,3,0,77,14,42,40,28,55,40,27,3,253,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,10,12,4,11,6,0,0,54,0,4,7,0,7,7,0,0,32,9,12,10,3,18,13,0,0,64,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,6,8,12,14,5,17,14,3,0,81,0,0,0,0,0,0,0,0,3,11,9,7,14,8,20,12,4,82,19,45,35,31,52,51,19,4,263,0,0
UCL515036,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,5,0,8,7,6,8,6,0,0,31,0,4,8,8,9,6,5,0,38,19,44,42,49,62,42,16,8,282,8,0,4,0,0,0,0,0,13,0,0,0,0,3,6,0,0,10,25,46,49,49,62,47,18,9,302,0,0,0,0,3,5,0,0,9,10,10,10,13,17,14,16,12,115,38,73,73,86,94,78,43,17,510,0,0,4,0,0,4,0,0,6,0,0,0,0,0,4,0,0,6,0,13,17,12,8,7,0,0,60,0,6,18,16,21,11,6,0,74,22,34,37,34,30,15,0,0,177,7,8,3,4,6,4,0,0,33,0,3,5,3,6,4,5,0,25,29,48,44,44,46,16,3,0,235,0,0,0,0,0,0,0,0,5,12,12,5,22,9,15,20,17,117,43,83,91,93,81,56,31,27,497,0,3
UCL515037,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,3,10,3,6,0,0,0,27,0,8,22,17,3,0,0,0,44,14,97,107,51,28,10,4,0,309,4,6,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,5,18,99,110,52,30,6,4,0,319,0,0,0,0,0,0,0,0,6,20,51,44,31,25,5,5,0,182,39,163,191,109,63,22,5,0,593,0,6,0,3,0,0,0,0,13,0,4,4,0,0,0,0,0,15,8,23,34,15,6,0,0,0,79,6,13,10,16,3,0,0,0,50,18,41,42,16,8,0,0,0,125,8,8,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,8,24,48,45,19,8,0,0,0,152,0,0,0,0,0,0,0,0,0,10,35,33,16,13,0,0,0,119,48,130,134,68,35,3,0,0,415,0,6
UCL515038,0,3,3,0,0,5,3,0,20,0,0,0,0,0,7,0,0,11,5,3,7,11,4,16,15,0,63,0,0,0,5,18,21,10,0,65,14,31,30,32,54,51,26,7,248,4,0,0,0,0,3,0,0,17,0,0,0,0,3,14,3,0,26,24,30,30,34,64,72,27,8,287,0,0,0,0,0,0,0,0,7,14,11,10,22,20,16,22,7,127,33,48,56,80,114,143,82,19,568,0,4,4,0,0,10,0,0,18,0,3,3,4,4,9,3,0,32,0,23,19,16,21,11,10,0,102,0,9,11,21,26,38,19,7,121,4,8,22,27,33,22,3,0,126,4,0,0,0,0,0,0,0,15,0,0,0,0,7,6,0,0,24,8,12,24,29,38,32,5,6,164,0,3,0,0,0,3,3,0,13,8,11,7,14,9,36,29,9,128,19,64,67,87,99,137,69,21,573,0,6
UCL521001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,7,0,3,4,0,0,17,5,7,15,25,19,9,0,0,81,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,13,17,27,19,9,4,0,93,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,0,10,7,14,22,33,30,21,4,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,3,3,0,0,24,0,0,6,3,5,7,0,0,17,9,5,18,11,14,0,0,0,57,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,8,14,10,18,9,17,6,0,0,68,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,7,9,10,28,31,27,10,0,0,119,0,0
UCL521002,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,5,0,0,21,0,18,12,28,21,28,7,0,115,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,9,3,25,12,28,25,30,9,0,123,0,0,0,0,0,0,0,0,0,6,0,12,3,6,6,3,0,39,7,25,30,40,34,50,7,0,192,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,9,7,3,3,0,0,29,4,0,6,10,5,6,3,0,31,3,8,4,7,10,6,4,0,49,3,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,11,3,14,5,11,15,6,4,0,64,0,0,0,0,0,0,0,0,4,7,5,15,7,4,13,0,0,51,16,23,34,31,31,39,5,0,189,0,0
UCL521003,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,17,0,0,0,5,3,4,0,0,24,3,9,14,6,15,22,11,3,81,0,7,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,3,5,12,14,9,15,24,10,3,88,0,0,0,0,0,0,0,0,4,6,5,7,8,6,11,15,8,54,13,21,20,27,30,43,29,14,197,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,7,8,12,3,0,0,34,0,0,4,3,10,8,4,0,36,4,4,9,6,3,9,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,9,4,4,14,6,7,10,0,0,56,0,0,0,0,0,0,0,0,5,5,0,3,8,4,14,10,6,47,6,16,28,22,32,44,20,6,182,0,0
UCL521004,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,3,3,5,7,0,0,0,18,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,7,4,4,7,5,0,0,0,29,0,0,0,0,0,0,0,0,0,3,8,3,3,5,0,0,0,22,14,12,12,12,12,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,0,0,0,0,20,0,0,0,0,4,0,0,0,7,5,7,3,3,0,0,0,0,25,0,0,0,0,6,0,0,0,8,0,3,0,0,0,0,0,0,4,11,12,4,3,7,0,0,0,39,0,0,0,0,0,0,0,0,0,3,5,0,10,5,0,0,0,27,18,36,11,17,12,0,0,0,92,0,0
UCL521005,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,17,0,3,6,3,0,5,0,0,16,7,25,13,27,32,11,6,0,125,3,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,9,11,30,18,27,35,13,6,0,144,0,0,0,0,0,0,0,0,6,3,14,3,11,17,6,4,3,64,15,50,35,46,61,28,10,3,251,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,7,6,7,20,3,6,3,0,0,49,3,3,10,3,6,5,0,0,36,4,17,9,10,11,0,0,0,53,3,5,3,0,0,0,0,0,13,0,4,0,3,0,0,0,0,9,7,22,13,14,18,0,3,0,75,0,0,0,0,0,0,0,0,0,8,5,8,7,8,10,8,4,60,24,48,51,31,37,27,14,3,237,0,0
UCL521006,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,5,0,0,10,0,0,15,0,0,4,3,14,5,4,0,26,12,15,22,17,29,17,11,0,123,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,15,28,17,29,17,11,0,130,0,0,0,0,0,0,0,0,0,0,3,5,6,9,5,9,0,34,16,19,37,28,53,34,18,0,209,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,8,0,5,8,5,14,8,0,0,47,0,3,9,9,12,5,0,0,30,14,14,17,9,19,10,0,0,76,0,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,8,13,17,21,10,24,14,0,0,99,0,0,0,0,0,0,0,0,0,3,3,0,3,5,12,13,0,43,19,33,47,33,55,35,12,0,231,0,0
UCL521007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,8,0,0,5,3,4,3,0,0,7,11,5,0,7,11,4,0,0,33,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,12,5,3,7,11,4,3,0,43,0,0,0,0,0,0,0,0,0,0,5,3,10,7,5,4,0,36,8,9,15,18,17,13,3,5,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,0,3,3,0,0,26,0,4,3,3,0,4,3,0,26,11,10,9,3,9,0,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,9,11,10,10,8,3,5,0,50,0,0,0,0,0,0,0,0,0,0,4,5,3,9,9,10,3,41,15,19,28,21,19,21,20,3,143,0,0
UCL521008,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,7,0,0,0,0,3,3,0,0,7,0,0,8,5,7,7,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,7,7,0,3,42,0,0,0,0,0,0,0,0,0,9,3,3,3,9,4,4,0,36,6,10,14,10,20,17,9,7,93,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,6,4,4,0,0,0,0,14,0,3,0,0,0,8,4,0,17,6,11,3,9,3,0,0,0,27,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,9,7,10,4,0,0,0,38,0,0,0,0,0,0,0,0,3,3,4,3,5,10,0,3,0,26,11,16,20,17,19,12,5,0,100,0,0
UCL521009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,6,0,0,0,0,5,3,0,0,5,7,8,10,5,14,9,6,0,54,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,8,10,9,14,9,4,0,59,0,0,0,0,0,0,0,0,0,8,3,9,3,10,15,9,0,47,15,16,23,16,24,22,13,0,119,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,13,0,7,3,0,0,0,0,0,12,0,0,0,3,6,3,0,5,18,3,7,4,4,3,4,0,0,23,0,4,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,6,3,6,4,4,4,5,0,0,32,0,0,0,0,5,0,0,0,3,0,0,0,7,5,8,11,5,37,6,15,17,17,19,19,15,10,111,0,0
UCL521010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,3,0,0,0,3,0,0,9,13,22,19,21,13,7,8,0,104,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,17,22,20,18,16,12,8,0,113,0,0,0,0,0,0,0,0,0,3,5,5,6,4,4,0,0,36,22,28,29,26,21,21,7,5,164,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,3,8,3,0,0,0,15,0,0,8,3,0,6,0,0,22,14,17,8,12,13,5,0,0,63,0,4,3,0,0,0,0,0,12,0,0,0,0,5,0,0,0,6,13,18,15,9,23,5,0,0,85,0,0,0,0,0,0,0,0,0,3,3,4,4,6,9,3,0,35,23,33,29,26,36,24,3,0,171,0,0
UCL521011,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,6,8,6,6,0,0,14,4,20,26,16,6,0,0,0,81,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,20,26,16,6,0,0,0,83,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,20,8,24,34,28,25,11,0,0,133,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,12,0,5,11,5,7,3,0,0,34,0,0,5,8,0,0,0,0,18,8,13,12,12,0,0,0,0,44,6,0,0,0,0,0,0,0,12,0,0,4,3,0,0,0,0,3,7,11,14,15,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,8,20,40,35,14,6,0,0,134,0,0
UCL521012,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,4,0,0,4,0,9,7,0,0,17,0,15,15,13,14,8,3,0,66,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,15,18,15,14,8,3,0,70,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,22,3,22,20,26,26,16,6,0,125,0,0,3,0,0,0,0,0,3,0,0,0,6,3,0,0,0,6,0,4,0,9,9,0,0,0,23,0,3,4,3,3,5,0,0,16,0,11,4,10,11,5,0,0,41,0,0,4,0,0,0,0,0,12,0,0,0,4,4,0,0,0,6,3,11,6,13,18,5,0,0,58,0,0,0,0,0,0,0,0,3,4,0,3,0,0,5,0,0,16,7,21,17,27,34,17,0,0,128,0,0
UCL521013,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,3,5,7,6,9,0,0,30,7,28,20,26,25,12,4,0,118,5,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,4,14,32,19,25,21,12,4,0,128,0,0,0,0,0,0,0,0,0,4,9,9,5,6,3,0,0,34,15,39,26,45,39,28,7,0,208,0,0,4,0,4,0,0,0,9,0,0,0,3,0,0,0,0,10,0,4,7,6,4,5,3,0,37,0,7,3,9,9,3,0,0,33,12,19,10,16,12,5,0,0,77,0,0,0,0,5,0,0,0,7,0,0,5,4,4,0,0,0,15,13,19,16,19,16,6,0,0,94,0,0,0,0,0,0,0,0,0,4,7,6,0,5,3,7,0,35,20,39,33,48,44,23,7,3,215,0,3
UCL521014,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,3,0,4,0,4,0,0,9,0,0,0,6,5,0,0,0,7,5,6,17,18,15,16,0,3,68,4,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,6,20,16,16,13,0,3,80,0,0,0,0,0,0,0,0,0,3,9,11,14,16,15,5,0,80,12,17,34,38,42,29,7,3,183,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,15,0,6,4,0,3,3,0,0,17,6,0,10,7,12,0,0,0,37,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,8,8,5,9,11,8,3,0,0,45,0,0,0,4,0,0,0,0,4,10,10,14,13,10,11,5,0,71,23,22,26,32,34,21,4,0,158,0,0
UCL521015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,5,0,0,12,5,12,14,10,12,12,0,0,68,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,11,13,15,10,14,13,0,0,80,0,0,0,0,0,0,0,0,4,0,0,0,6,5,7,4,0,18,11,21,23,19,16,26,7,3,123,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,4,0,8,8,4,0,27,0,10,4,8,10,5,4,0,24,3,7,6,3,3,5,0,0,29,5,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,11,3,5,18,10,4,3,4,0,42,0,0,0,0,0,3,0,0,3,0,8,0,3,4,10,3,9,31,9,26,19,13,23,28,13,8,142,0,4
UCL521016,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,12,0,0,0,4,0,4,0,0,11,3,27,11,11,14,6,8,0,79,5,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,9,8,30,14,15,18,9,8,0,95,0,0,0,0,0,0,0,0,0,3,0,5,8,3,3,0,0,26,11,39,19,25,24,13,9,3,145,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,9,8,5,0,0,0,0,22,0,3,0,0,0,4,0,0,12,9,4,8,4,4,3,3,0,33,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,13,4,5,8,4,3,3,0,38,0,0,0,0,0,0,0,0,3,3,0,6,3,0,6,0,5,22,16,24,18,16,13,9,5,5,100,0,0
UCL521017,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,16,0,3,5,3,0,0,3,0,14,5,20,16,5,12,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,16,5,12,0,0,0,55,0,0,0,3,0,0,0,0,6,9,6,18,12,9,4,0,0,54,11,35,44,21,23,13,9,0,153,0,3,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,15,8,0,0,0,0,0,29,0,0,4,4,3,0,0,0,13,0,4,4,0,0,3,0,0,21,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,6,7,3,8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,7,6,4,5,3,4,4,0,34,9,30,33,15,11,10,4,4,118,0,3
UCL521018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,3,0,0,12,0,7,0,5,0,0,0,0,12,6,20,15,13,16,11,0,0,80,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,20,15,13,16,12,0,0,88,0,0,0,0,0,3,0,0,4,0,0,0,3,0,4,0,0,8,15,28,18,28,17,15,10,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,6,6,6,0,0,0,31,3,0,5,5,13,5,0,0,23,4,13,8,10,0,4,0,0,44,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,13,8,13,0,4,0,0,49,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,12,18,25,23,25,18,11,6,0,119,0,0
UCL521019,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,3,4,0,7,0,0,0,19,0,0,3,4,3,5,0,0,26,4,6,14,14,13,16,7,0,80,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,10,6,14,17,16,18,9,0,86,0,0,0,0,0,0,0,0,0,4,3,9,8,11,11,12,0,57,10,18,43,33,41,37,20,0,205,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,10,9,3,10,3,0,0,36,0,7,8,5,0,4,0,0,27,3,0,3,4,8,6,0,0,34,0,0,0,3,0,0,0,0,11,0,0,0,0,5,0,0,0,8,5,4,7,6,12,6,0,0,39,0,0,0,0,0,0,0,0,0,15,4,12,11,10,9,6,5,64,24,34,27,31,33,31,11,5,190,3,7
UCL521020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,5,6,0,0,12,3,9,15,21,31,27,6,0,125,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,9,9,15,21,29,33,6,0,130,0,0,0,0,0,0,0,0,0,3,0,4,12,8,3,5,6,30,6,9,25,39,36,42,15,3,177,0,0,5,0,0,3,0,0,6,0,0,0,0,0,0,0,0,7,0,0,9,7,5,5,3,0,23,0,8,0,4,6,10,3,0,31,0,5,7,9,7,3,3,0,43,0,0,0,0,4,0,0,0,7,0,0,0,0,3,4,0,0,8,3,12,7,13,13,9,3,0,64,0,0,3,0,0,0,0,0,4,3,0,5,4,0,5,3,0,25,7,16,23,31,27,32,10,0,157,0,0
UCL521021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,3,0,0,4,0,28,0,0,3,9,11,0,5,0,25,4,10,25,19,15,15,4,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,25,19,17,15,6,0,104,0,0,0,0,0,0,0,0,0,4,4,14,3,8,4,4,0,36,15,23,44,37,31,24,24,0,190,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,6,0,15,16,10,7,4,0,0,53,0,3,7,6,5,4,0,0,30,0,12,13,7,6,3,0,0,46,4,3,0,0,0,0,0,0,8,4,0,0,0,0,4,0,0,14,8,17,12,9,6,4,0,0,61,0,0,0,0,0,0,0,0,3,6,7,3,4,0,12,4,4,36,16,45,49,30,20,23,12,4,195,0,0
