UCL_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
UCL515005,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,6,5,4,0,0,19,3,0,0,0,0,0,8,3,3,0,6,0,0,12,22,0,0,22,0,0,48,43,0,0,14,0,0,56,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,78,34,4,55,0,0,175
UCL515006,0,4,18,0,4,0,32,0,10,13,0,3,0,25,0,47,4,12,15,0,80,13,43,25,14,22,4,116,12,16,0,21,11,0,66,25,25,4,34,30,0,112,28,18,4,33,11,0,104,17,11,0,19,9,0,59,0,0,0,6,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,10,12,6,0,42,110,191,74,149,117,6,640
UCL515007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,3,7,0,0,6,0,0,9,16,0,0,18,0,0,36,19,0,0,4,0,0,25,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,6,51,6,0,108
UCL515008,0,0,0,0,6,0,6,0,0,0,0,3,0,3,0,0,0,0,3,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,16,15,0,0,4,0,0,22,7,0,0,3,3,0,16,9,0,0,4,0,0,8,4,0,0,0,3,0,9,3,0,0,5,0,0,11,7,0,0,0,0,0,14,7,0,0,7,0,0,13,0,0,0,4,5,0,8,70,5,0,25,47,0,143
UCL515009,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,31,8,4,3,0,42,0,13,11,10,0,0,33,0,6,0,4,0,0,13,0,13,11,9,4,0,39,57,9,0,29,4,0,103,27,0,0,32,4,0,67,3,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,91,79,28,95,21,3,318
UCL515010,0,43,12,4,33,0,90,0,16,25,0,7,0,51,0,43,3,3,11,0,62,0,36,3,3,17,0,63,4,16,0,13,3,0,31,14,32,3,9,10,0,69,23,10,0,8,3,0,51,28,4,0,11,0,0,39,7,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,0,0,0,23,87,206,54,61,99,0,502
UCL515011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,0,12,0,9,3,7,0,0,27,0,0,0,7,0,0,14,16,0,0,15,0,0,31,29,8,0,29,5,0,64,33,0,0,15,0,0,49,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,8,83,28,8,74,12,4,210
UCL515012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,13,11,8,0,3,5,0,26,73,10,0,19,5,0,112,64,0,0,17,3,0,86,9,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,165,18,0,53,14,0,254
UCL515013,0,3,5,0,3,0,3,0,6,0,0,0,0,7,0,17,6,0,12,0,27,0,20,13,0,5,0,36,0,15,5,5,4,0,28,6,25,8,5,16,0,58,11,6,6,6,4,0,28,35,4,9,26,0,0,77,40,0,0,18,5,0,58,22,0,0,5,0,0,25,8,0,0,3,0,0,16,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,4,0,0,7,4,8,0,0,13,0,27,135,95,42,80,63,0,418
UCL515014,0,9,35,0,14,0,58,0,4,35,0,12,0,46,0,18,22,0,22,0,68,0,16,11,0,6,0,33,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,4,5,0,0,0,7,3,3,0,0,0,0,6,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,13,0,27,3,68,108,0,74,0,265
UCL515015,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,32,0,6,3,0,41,0,6,5,10,3,0,30,0,10,0,11,9,0,29,9,6,3,39,14,0,75,46,10,0,53,4,0,103,24,0,0,35,6,0,68,3,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,3,0,16,86,72,10,157,37,3,367
UCL515016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,14,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15,3,0,4,7,0,33,32,8,0,11,9,0,60,37,0,0,17,0,0,62,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,93,22,0,48,20,0,187
UCL515017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,9,5,3,3,3,0,0,21,5,0,0,9,0,0,15,18,4,0,14,0,0,30,13,0,0,11,0,0,32,3,0,0,3,0,0,11,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,7,47,9,11,57,14,3,137
UCL515018,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,3,7,0,26,39,0,0,14,4,0,63,27,0,0,8,0,0,45,34,0,0,9,8,0,53,25,0,0,4,0,0,32,6,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,155,11,3,47,19,3,231
UCL515019,0,3,0,0,0,0,7,0,5,0,0,4,3,10,16,22,8,11,0,0,62,44,24,5,18,4,0,103,20,10,0,14,9,0,53,28,20,0,23,6,0,80,31,7,0,19,3,0,67,4,3,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,20,159,108,14,98,35,4,422
UCL515020,0,11,10,0,6,0,21,0,9,8,0,0,0,21,0,38,6,5,23,0,78,5,56,5,4,42,0,110,7,44,0,4,40,0,95,12,43,4,3,38,0,100,18,23,20,22,20,0,96,70,11,3,40,26,3,151,39,4,6,22,12,0,71,23,0,0,11,3,0,38,9,3,0,4,0,0,18,0,0,0,0,0,0,7,0,0,0,3,0,0,3,0,0,0,0,0,0,6,3,26,4,3,15,0,52,194,264,66,118,208,8,867
UCL515021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,26,0,0,4,7,0,43,0,0,0,3,0,0,8,5,3,0,8,0,0,14,14,0,0,9,0,0,24,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,51,3,0,30,20,0,102
UCL515022,0,12,3,5,0,0,12,0,5,0,0,0,0,9,8,53,5,4,0,0,74,22,18,18,12,8,0,84,32,8,9,11,3,0,62,42,20,0,33,11,0,100,92,11,0,40,0,0,141,55,5,0,13,0,0,70,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,22,265,136,32,115,33,3,583
UCL515023,0,0,0,0,5,0,0,0,5,0,0,3,0,6,0,20,0,8,5,0,36,11,24,16,12,14,0,76,10,4,0,11,4,0,32,17,16,0,28,7,0,70,21,4,0,13,3,0,44,9,0,0,8,4,0,23,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,80,76,17,85,50,5,311
UCL515024,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,12,0,3,0,0,20,0,9,0,4,0,0,21,0,12,0,18,0,0,30,11,15,0,23,5,0,49,4,5,0,12,0,0,29,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,56,0,72,14,3,163
UCL515025,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,11,0,0,0,0,19,19,6,18,5,0,0,51,11,3,3,11,0,0,26,46,6,0,10,7,0,70,18,5,0,9,9,0,38,3,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,99,35,22,44,14,0,225
UCL515026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,13,0,0,18,10,0,0,20,0,0,30,7,0,0,3,0,0,12,4,0,0,5,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,3,44,5,0,82
UCL515027,0,0,0,0,0,0,0,5,3,0,0,0,0,9,0,46,3,14,0,0,64,8,19,9,15,6,0,51,23,20,0,30,5,0,80,57,19,5,36,11,0,130,43,15,3,35,9,0,95,21,5,0,10,0,0,40,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,4,7,0,0,16,158,116,30,147,33,11,499
