UCL_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
UCL513005,67,0,0,0,0,63,16,0,0,0,0,17,23,0,0,0,0,23,37,0,0,0,0,37,62,0,0,0,0,56,260,4,0,0,0,267,427,6,0,0,0,438,675,0,0,0,0,681,216,0,0,0,0,219,118,0,0,0,0,118,56,0,0,0,0,55,135,6,0,0,0,136,2080,25,0,0,0,2108
UCL514001,35,0,0,0,3,40,41,0,0,0,0,40,46,0,0,0,0,50,83,3,0,0,0,88,116,0,0,0,0,116,210,5,3,0,0,214,168,0,0,0,0,171,134,0,0,0,0,134,19,0,0,0,0,19,26,0,0,0,0,27,14,0,0,0,0,14,62,3,0,0,0,62,960,15,3,0,0,984
UCL514002,50,0,0,0,0,50,17,0,0,0,0,17,15,0,0,0,0,17,27,5,0,0,0,34,41,4,0,0,0,44,78,7,0,0,0,89,173,20,0,0,0,188,265,32,0,0,0,296,114,11,0,0,0,118,76,6,0,0,0,86,47,3,0,0,0,51,38,3,0,0,0,50,941,90,5,0,4,1037
UCL514003,36,0,0,0,0,41,13,0,0,0,0,12,12,0,0,0,0,13,24,0,0,0,0,29,37,8,0,0,0,49,199,12,0,0,0,211,260,11,0,0,0,273,234,3,0,0,0,243,90,3,0,0,0,89,56,0,0,0,0,54,22,0,0,0,0,25,57,0,0,0,0,55,1049,44,0,0,0,1093
UCL514004,39,0,0,0,0,38,28,0,0,0,0,28,35,0,0,0,0,35,67,0,0,0,0,65,78,0,0,0,0,78,180,0,0,0,0,179,145,0,0,0,0,146,94,0,0,0,0,94,46,0,0,0,0,46,26,0,0,0,0,26,17,0,0,0,0,17,34,0,0,0,0,33,780,6,0,0,6,789
UCL515001,6,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,17,15,3,0,0,0,12,16,0,0,0,0,16,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,89,7,0,0,0,92
UCL515002,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,26,0,0,0,0,26,43,0,0,0,0,43,49,0,0,0,0,49,22,0,0,0,0,22,13,0,0,0,0,13,12,0,0,0,0,12,10,0,0,0,0,10,193,0,0,0,0,198
UCL515003,27,0,0,0,0,27,15,0,0,0,0,15,3,0,0,0,0,3,19,0,0,0,0,22,18,0,0,0,0,18,74,0,0,0,0,77,60,0,0,0,0,60,47,0,0,0,0,47,12,0,0,0,0,12,6,0,0,0,0,6,8,0,0,0,0,8,14,0,0,0,0,18,311,4,0,0,0,312
UCL515004,9,0,0,0,0,9,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,11,80,0,0,0,0,80,105,0,0,0,0,108,122,0,0,0,0,122,32,0,0,0,0,32,12,0,0,0,0,12,8,0,0,0,0,8,12,0,0,0,0,12,405,0,0,0,0,410
UCL515005,20,0,0,0,0,20,5,0,0,0,0,5,11,0,0,0,0,11,15,0,0,0,0,15,30,0,0,0,0,30,113,4,0,0,0,115,106,0,0,0,0,108,81,0,0,0,0,81,12,0,0,0,0,12,15,0,0,0,0,15,9,0,0,0,0,8,25,0,0,0,0,25,432,5,0,0,0,436
UCL515006,14,0,0,0,0,10,13,0,0,0,0,13,16,0,0,0,0,16,23,0,0,0,0,23,27,0,0,0,0,27,67,0,0,0,0,73,45,0,0,0,0,45,46,0,0,0,0,45,19,0,0,0,0,19,11,0,0,0,0,16,3,0,0,0,0,12,22,0,0,0,0,22,302,6,0,5,0,313
UCL515007,17,0,0,0,0,17,5,0,0,0,0,5,3,0,0,0,0,3,8,0,0,0,0,15,14,0,0,0,0,14,43,0,0,0,0,43,61,0,0,0,0,61,110,0,0,0,0,110,51,0,0,0,0,51,25,0,0,0,0,25,10,0,0,0,0,10,20,0,0,0,0,20,372,0,0,0,0,376
UCL515008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,3,0,0,0,14,11,0,0,0,0,17,44,0,0,0,0,43,27,0,0,0,0,27,25,0,0,0,0,25,26,0,0,0,0,26,5,0,0,0,0,0,150,10,0,0,0,161
UCL515009,13,0,0,0,0,19,8,0,0,0,0,8,8,0,0,0,0,8,13,0,0,0,0,16,20,0,0,0,0,20,73,0,0,0,0,69,62,0,0,0,0,66,47,0,0,0,0,47,13,0,0,0,0,13,13,0,0,0,0,13,3,0,0,0,0,3,17,0,0,0,0,17,286,3,0,0,0,292
UCL515010,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,25,0,0,0,0,25,17,0,0,0,0,17,17,0,0,0,0,17,6,0,0,0,0,6,3,0,0,0,0,3,9,0,0,0,0,9,4,0,0,0,0,4,113,0,0,0,0,112
UCL515011,7,0,0,0,0,7,5,0,0,0,0,13,9,0,0,0,0,9,17,0,0,0,0,17,26,0,0,0,0,30,103,4,0,0,0,106,77,0,0,0,0,77,77,0,0,0,0,77,16,0,0,0,0,16,22,0,0,0,0,22,11,0,0,0,0,11,20,0,0,0,0,17,385,3,0,0,0,390
UCL515012,14,0,0,0,0,14,6,0,0,0,0,6,4,0,0,0,0,4,10,0,0,0,0,10,15,0,0,0,0,15,46,0,0,0,0,46,75,0,0,0,0,75,84,0,0,0,0,84,24,0,0,0,0,24,18,0,0,0,0,18,18,0,0,0,0,18,11,0,0,0,0,11,327,0,0,0,0,327
UCL515013,10,0,0,0,0,10,8,0,0,0,0,8,5,0,0,0,0,9,9,0,0,0,0,7,8,0,0,0,0,8,29,0,0,5,0,34,42,0,0,0,0,46,79,0,0,3,0,84,44,0,0,3,0,46,32,0,0,0,0,36,21,0,0,0,0,20,14,0,0,3,0,13,302,0,0,17,0,324
UCL515014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL515015,18,0,0,0,0,18,3,0,0,0,0,3,13,0,0,0,0,13,15,0,0,0,0,15,22,0,0,0,0,24,59,0,0,0,0,59,70,0,0,0,0,70,58,0,0,0,0,58,20,0,0,0,0,20,6,0,0,0,0,6,5,0,0,0,0,5,20,0,0,0,0,20,302,0,0,0,0,298
UCL515016,20,0,0,0,0,20,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,35,0,0,0,0,31,31,0,0,0,0,31,35,0,0,0,0,39,14,0,0,0,0,14,8,0,0,0,0,8,4,0,0,0,0,5,0,0,0,0,0,0,149,0,0,0,0,152
UCL515017,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,8,0,0,0,0,9,19,0,0,0,0,14,11,0,0,0,0,11,20,0,0,0,0,20,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,3,88,8,0,0,0,91
UCL515018,7,0,0,0,0,7,11,0,0,0,0,11,14,0,0,0,0,20,24,3,0,0,0,29,32,5,0,0,0,32,63,0,0,0,0,63,23,0,0,0,0,23,3,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,13,0,0,0,0,12,198,8,0,0,0,200
UCL515019,21,0,0,0,0,21,16,0,0,0,0,16,25,0,0,0,0,25,50,4,0,0,0,52,61,0,0,0,0,62,81,0,0,0,0,81,54,0,0,0,0,54,39,0,0,0,0,39,11,0,0,0,0,11,7,0,0,0,0,7,6,0,0,0,0,6,26,0,0,0,0,27,399,9,0,0,0,407
UCL515020,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,7,12,0,0,0,0,15,32,3,0,0,0,40,21,4,3,0,0,28,41,4,4,0,0,48,15,5,0,0,0,21,7,0,0,0,0,9,5,0,0,0,0,6,15,0,0,0,0,12,159,24,7,7,0,195
UCL515021,8,0,0,0,0,8,6,0,0,0,0,6,5,0,0,0,0,5,9,0,0,0,0,9,8,0,0,0,0,8,34,0,0,0,0,34,53,0,0,0,0,55,42,0,0,0,0,42,12,0,0,0,0,12,14,0,0,0,0,14,6,0,0,0,0,6,13,0,0,0,0,13,202,0,0,0,0,203
UCL515022,27,0,0,0,0,27,22,0,0,0,0,22,11,0,0,0,0,13,45,0,0,0,0,47,78,0,0,0,0,80,136,3,0,0,0,146,76,0,0,0,0,75,67,0,0,0,0,67,14,0,0,0,0,14,16,0,0,0,0,16,4,0,0,0,0,3,23,0,0,0,0,24,511,8,0,0,4,523
UCL515023,15,0,0,0,0,15,22,0,0,0,0,21,17,0,0,0,0,19,36,0,0,0,0,34,37,0,0,0,0,37,74,0,0,0,0,74,27,0,0,0,0,28,23,0,0,0,0,23,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,19,0,0,0,0,19,275,0,0,0,0,275
UCL515024,11,0,0,0,0,11,6,0,0,0,0,6,14,0,0,0,0,14,25,0,0,0,0,28,25,0,0,0,0,25,33,0,0,0,0,33,28,0,0,0,0,24,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,163,0,0,0,0,168
UCL515025,8,0,0,0,0,8,10,0,0,0,0,10,11,0,0,0,0,11,19,0,0,0,0,19,19,0,0,0,0,27,52,0,0,0,0,56,26,0,0,0,0,26,16,0,0,0,0,16,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,192,4,0,0,0,190
UCL515026,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,10,0,0,0,0,10,46,0,0,0,0,46,100,0,0,0,0,100,155,0,0,0,0,155,74,0,0,0,0,74,29,0,0,0,0,29,3,0,0,0,0,3,22,0,0,0,0,22,473,0,0,0,0,473
UCL515027,21,0,0,0,0,21,11,0,0,0,0,17,22,0,0,0,0,22,51,0,0,0,0,51,52,0,0,0,0,52,100,0,0,0,0,100,75,0,0,0,0,75,29,0,0,0,0,29,19,0,0,0,0,19,10,0,0,0,0,10,3,0,0,0,0,3,25,0,0,0,0,27,409,0,0,0,0,409
UCL515028,8,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,10,11,0,0,0,0,11,14,0,0,0,0,14,4,0,0,0,0,4,4,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,75,0,0,0,0,72
UCL515029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
UCL515030,23,0,0,0,0,21,4,0,0,0,0,4,4,0,0,0,0,4,14,0,0,0,0,14,30,0,0,0,0,30,95,0,0,0,0,95,107,0,0,5,0,104,104,0,0,0,0,104,50,0,0,0,0,50,28,0,0,0,0,28,10,0,0,0,0,10,27,0,0,0,0,27,485,0,0,5,0,489
UCL515031,15,4,0,0,0,21,0,0,0,0,0,4,7,0,0,0,0,3,10,0,0,0,0,12,9,3,0,0,0,11,47,0,0,0,0,48,53,3,0,0,0,60,51,0,0,0,0,51,12,0,0,0,0,16,14,0,0,0,0,14,7,0,0,0,0,6,17,0,0,0,0,17,243,11,5,5,0,263
UCL515032,9,0,0,0,0,9,5,0,0,0,0,5,6,0,0,0,0,6,5,0,0,0,0,5,5,0,0,0,0,5,23,0,0,0,0,23,45,0,0,0,0,43,64,0,0,0,0,64,52,0,0,0,0,52,39,0,0,0,0,39,23,0,0,0,0,23,15,0,0,0,0,15,289,0,0,0,0,286
UCL515033,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,19
UCL515034,30,0,0,0,0,30,6,0,0,0,0,6,7,0,0,0,0,7,15,0,0,0,0,15,15,0,0,0,0,15,87,0,0,0,0,87,119,0,0,0,0,119,143,0,0,0,0,143,46,0,0,0,0,46,20,0,0,0,0,20,10,0,0,0,0,10,25,0,0,0,0,25,515,0,0,0,0,515
UCL515035,7,0,0,0,0,7,14,0,0,0,0,14,19,0,0,0,0,19,29,0,0,0,0,29,23,0,0,0,0,24,30,0,0,0,0,30,21,0,0,0,0,21,7,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,164,0,0,0,0,164
UCL515036,9,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,0,16,26,0,0,0,0,26,70,0,0,0,0,75,68,0,0,0,0,70,51,0,0,0,0,51,24,0,0,0,0,24,9,0,0,0,0,9,11,0,0,0,0,11,20,0,0,0,0,19,316,0,0,0,0,318
UCL515037,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,13
UCL515038,18,0,0,0,0,18,12,0,0,0,0,12,6,0,0,0,0,6,17,0,0,0,0,17,26,0,0,0,0,26,64,0,0,0,0,69,63,0,0,0,0,63,46,0,0,0,0,47,12,0,0,0,0,12,12,0,0,0,0,12,7,0,0,0,0,6,19,0,0,0,0,17,302,4,0,0,0,310
UCL521001,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,16,0,0,0,0,14,22,0,0,0,0,22,15,0,0,0,0,15,7,0,0,0,0,7,8,0,0,0,0,8,6,0,0,0,0,6,9,0,0,0,0,9,94,0,0,0,0,96
UCL521002,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,4,23,0,0,0,0,23,34,0,0,0,0,34,25,0,0,0,0,25,17,0,0,0,0,17,8,0,0,0,0,8,5,0,0,0,0,5,4,0,0,0,0,4,137,0,0,0,0,140
UCL521003,15,0,0,0,0,15,4,0,0,0,0,4,3,0,0,0,0,3,16,0,0,0,0,16,13,0,0,0,0,13,17,0,0,0,0,17,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,90,0,0,0,0,90
UCL521004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL521005,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6,13,0,0,0,0,13,30,0,0,0,0,30,20,0,0,0,0,20,24,0,0,0,0,24,8,0,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,123,0,0,0,0,123
UCL521006,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,0,0,7,26,0,0,0,0,26,35,0,0,0,0,35,30,0,0,0,0,30,11,0,0,0,0,11,3,0,0,0,0,3,6,0,0,0,0,6,5,0,0,0,0,5,142,0,0,0,0,142
UCL521007,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,4,9,0,0,0,0,9,9,0,0,0,0,9,14,0,0,0,0,14,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,52
UCL521008,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,8,0,0,0,0,8,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37
UCL521009,4,0,0,0,0,4,8,0,0,0,0,8,6,0,0,0,0,6,10,0,0,0,0,6,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,41,0,0,0,0,43
UCL521010,9,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,17,0,0,0,0,22,37,0,0,0,0,39,26,0,0,0,0,26,10,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,125,0,0,0,0,128
UCL521011,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,24,0,0,0,0,24,32,0,0,0,0,32,29,0,0,0,0,29,16,0,0,0,0,16,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,129,0,0,0,0,129
UCL521012,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,14,0,0,0,0,14,19,0,0,0,0,17,19,0,0,0,0,19,12,0,0,0,0,12,5,0,0,0,0,5,3,0,0,0,0,3,8,0,0,0,0,8,75,0,0,0,0,80
UCL521013,10,0,0,0,0,10,5,0,0,0,0,5,3,0,0,0,0,3,7,0,0,0,0,7,4,0,0,0,0,4,22,0,0,0,0,22,36,0,0,0,0,36,54,0,0,0,0,54,26,0,0,0,0,26,8,0,0,0,0,8,3,0,0,0,0,3,7,0,0,0,0,7,192,0,0,0,0,192
UCL521014,5,0,0,0,0,5,10,0,0,0,0,8,6,0,0,0,0,6,7,0,0,0,0,7,13,0,0,0,0,14,15,0,0,0,0,15,14,0,0,0,0,14,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,76
UCL521015,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,6,13,0,0,0,0,13,8,0,0,0,0,8,9,0,0,0,0,9,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,64,0,0,0,0,64
UCL521016,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,8,0,0,0,0,8,27,0,0,0,0,27,9,0,0,0,0,9,11,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,76,0,0,0,0,76
