UCL_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL522013,6,4,8,16,21,19,3,0,0,76,5,4,0,0,0,6,3,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,4,12,13,20,20,25,4,0,0,104,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,9,6,12,13,22,25,26,5,0,0,108,9,0,0,0,9,13,23,3,5,53,0,0,0,0,0,0,5,0,0,7,14,12,13,23,30,39,30,6,5,174,0,8,0,3,14,7,0,0,0,35,0,0,5,13,14,10,0,0,0,47,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,8,11,15,29,22,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
UCL522014,0,5,11,13,8,8,0,0,0,38,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,6,10,14,5,7,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,14,11,9,0,0,0,55,0,0,0,0,0,4,7,4,0,22,0,0,0,4,0,0,3,0,0,5,3,6,10,15,14,18,11,6,0,82,0,4,4,0,8,4,0,0,0,19,0,0,0,3,4,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,8,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522015,6,9,20,10,12,4,6,0,0,61,0,0,3,0,0,0,0,0,0,11,0,0,0,3,0,4,0,0,0,13,0,0,3,0,0,0,0,0,0,3,4,7,27,21,15,8,7,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,27,21,15,8,7,0,0,80,0,0,0,0,0,0,5,0,0,12,0,0,0,6,0,0,0,0,0,8,5,7,34,21,11,15,14,0,0,105,4,5,15,6,3,5,0,0,0,39,4,12,9,5,3,5,0,0,0,37,0,0,5,3,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,5,16,28,14,10,11,5,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522016,0,0,9,8,5,9,6,0,0,40,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,16,11,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,9,16,11,3,0,54,0,0,0,0,4,4,12,14,0,40,0,0,0,6,0,4,0,0,0,18,5,3,15,12,14,26,20,18,0,111,0,0,3,6,3,3,0,0,0,13,0,0,0,7,5,11,6,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,7,7,15,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7
UCL522017,0,6,9,10,11,14,0,0,0,56,0,0,4,0,0,3,4,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,3,11,12,17,18,8,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,7,10,12,17,22,8,0,0,84,0,0,6,5,6,11,32,12,3,68,0,0,0,0,3,3,0,6,0,17,7,7,18,20,23,39,35,20,3,164,0,0,5,7,12,7,3,0,0,32,0,3,9,3,15,16,0,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,6,14,12,22,21,3,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522018,0,0,0,0,5,4,0,0,0,18,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,6,8,0,0,23,0,0,0,0,0,3,23,7,0,32,0,0,4,0,3,0,5,0,0,17,0,0,6,0,11,9,29,12,0,72,0,5,0,4,0,5,4,0,0,15,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,8,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL522019,0,0,6,6,3,13,5,0,0,30,0,0,0,0,5,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,16,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,16,3,0,0,38,0,0,0,0,0,7,5,4,0,23,0,0,0,10,0,3,0,0,0,15,5,0,0,17,3,27,16,4,9,79,0,4,3,0,4,6,0,0,0,10,0,0,0,6,3,6,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,8,7,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522020,0,0,8,0,4,7,4,0,0,17,0,0,0,5,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,12,6,0,0,38,0,4,4,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,4,3,6,4,3,0,0,0,19,0,9,12,9,9,16,6,0,0,61,12,0,4,0,5,5,3,0,0,30,0,0,0,0,0,4,0,0,0,5,9,7,20,14,12,23,7,0,0,97,0,0,0,0,3,10,0,0,0,10,0,3,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,0,0,0,25,0,3,3,0,4,0,0,0,0,14,0,0,0,4,0,0,0,0,0,9,0,0,3,5,3,3,0,0,0,21
UCL522021,0,3,7,14,8,13,7,0,0,52,0,3,0,0,3,4,5,0,0,19,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,5,0,5,12,15,18,14,15,0,0,72,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,7,12,17,18,17,15,0,0,81,3,4,0,0,4,3,19,14,0,55,0,0,0,5,3,0,0,4,0,13,3,10,9,20,17,21,38,17,0,147,0,4,3,7,7,3,3,0,0,26,0,5,0,11,4,3,6,0,0,30,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,9,23,8,5,9,0,0,65,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
UCL522022,0,0,11,9,7,12,0,0,0,34,0,0,0,4,0,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,7,10,12,0,3,0,49,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,11,11,12,0,0,0,51,0,0,0,0,4,0,11,8,0,25,0,0,0,0,3,3,0,5,0,16,0,0,10,14,18,18,20,14,0,102,0,0,3,0,9,3,0,0,0,20,5,0,5,4,9,3,0,0,0,18,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,16,3,12,9,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522023,0,4,8,4,15,10,3,0,0,50,0,0,3,0,3,3,0,0,0,14,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,5,10,12,12,20,9,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,5,10,12,12,23,5,0,0,70,3,0,0,5,4,7,19,10,9,54,0,0,0,3,0,6,3,0,0,18,3,5,15,19,26,35,32,11,9,140,0,0,10,0,9,8,5,0,0,29,3,0,4,0,3,13,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,15,8,14,13,4,0,0,69,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,9
UCL522024,0,0,0,3,8,7,4,0,0,20,4,0,3,0,0,4,3,0,0,21,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,0,3,6,14,11,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,6,14,11,3,0,45,0,0,0,0,3,8,29,14,0,59,0,0,0,0,0,0,4,0,0,0,6,3,0,3,9,24,37,17,4,113,0,0,0,5,6,8,0,0,0,22,0,0,3,6,3,10,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,15,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522025,5,3,12,18,13,20,7,0,0,67,0,0,0,3,0,3,11,4,0,24,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,6,12,23,17,20,14,4,0,95,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,6,17,23,17,20,14,4,0,101,8,5,0,0,0,9,27,15,7,75,0,0,0,4,0,4,8,3,0,29,12,13,17,25,19,37,46,24,8,200,0,5,5,10,0,19,0,0,0,31,4,3,6,9,9,6,7,0,0,36,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,8,7,17,13,20,5,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,4,0,0,0,8
UCL522026,0,0,3,0,7,12,3,0,0,35,0,0,0,0,0,7,4,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,7,0,12,18,12,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,6,7,3,12,24,7,0,0,58,0,0,0,0,4,4,35,29,5,79,0,0,0,0,0,0,7,0,0,3,4,6,7,3,11,31,52,32,5,143,0,0,3,0,7,4,0,0,0,19,0,0,4,5,5,4,4,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,14,7,0,0,47,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
UCL522027,0,4,10,14,14,14,3,0,0,53,0,0,0,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,11,16,16,18,5,0,0,59,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,0,12,0,4,14,11,15,18,4,0,0,74,3,0,3,3,3,11,21,18,3,70,0,0,3,3,0,0,0,0,0,13,3,3,21,24,24,30,24,19,10,155,0,3,4,9,3,6,0,0,0,30,3,3,0,5,0,6,0,0,0,26,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,12,6,17,8,20,4,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522028,0,0,5,0,0,5,0,0,0,16,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,5,0,0,29,0,0,0,0,0,10,13,9,0,36,0,0,0,0,0,0,5,0,0,5,0,0,7,0,3,24,24,12,0,69,0,0,0,0,5,0,0,0,0,6,0,0,0,3,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,8,3,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522029,0,6,17,20,14,15,4,0,0,65,5,0,3,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,6,19,19,14,12,0,0,0,87,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,7,4,3,23,23,17,14,0,0,0,89,8,0,0,0,0,4,20,11,0,45,0,0,0,0,5,3,0,0,0,7,12,3,27,27,18,19,24,11,0,147,0,0,3,9,3,3,0,0,0,19,3,0,13,9,15,7,0,0,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,10,0,11,18,22,13,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522030,0,8,11,11,13,13,0,0,0,52,0,0,4,3,0,4,0,0,0,12,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,10,10,13,16,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,10,13,16,3,0,0,67,0,0,0,0,0,4,4,7,0,22,3,0,4,4,3,3,0,0,0,17,9,8,18,17,16,25,11,7,0,102,0,9,4,3,4,9,0,0,0,26,0,0,4,7,5,3,5,0,0,24,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,7,9,9,9,3,0,0,53,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
UCL522031,0,0,0,3,3,7,0,0,0,20,0,0,8,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,8,4,10,0,0,0,28,0,0,0,0,0,0,0,0,0,8,4,0,3,4,0,0,0,0,0,13,4,0,5,0,0,0,0,0,0,19,10,3,17,8,4,8,0,0,0,46,11,9,6,8,8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,15,8,17,17,17,8,0,0,0,83,0,0,4,0,0,0,0,0,0,6,0,0,0,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,15,0,0,6,0,0,0,0,0,0,4,5,0,3,0,6,0,0,0,0,17,5,0,7,0,0,0,0,0,0,19
UCL522032,3,0,9,0,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,7,3,0,0,0,24,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,8,3,4,4,6,9,3,0,0,0,36,22,13,15,22,12,5,3,0,0,90,0,0,0,0,4,3,4,4,0,10,22,20,22,26,21,12,8,4,0,135,0,3,0,4,3,5,0,0,0,15,0,0,0,3,5,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,11,0,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,0,11
UCL522033,5,0,7,0,11,9,7,0,0,40,3,3,0,0,0,13,6,0,0,23,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,9,3,13,6,16,17,11,0,0,68,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,9,3,16,6,16,21,8,0,0,77,3,0,0,0,6,22,41,26,0,97,0,0,0,0,0,3,5,3,0,17,10,3,16,12,23,40,54,32,5,197,0,3,5,5,10,8,0,0,0,23,0,0,3,5,9,12,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,21,15,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522034,0,0,0,5,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,13,8,8,16,5,4,11,5,0,0,52,0,0,0,0,0,0,0,0,0,0,7,9,17,18,9,11,5,0,0,70,0,4,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522035,0,0,9,3,13,17,7,0,0,41,0,0,0,5,0,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,6,12,16,7,0,0,52,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,8,0,0,11,8,20,16,7,0,0,64,0,0,0,0,0,4,7,3,0,22,0,0,0,0,0,3,0,0,0,10,5,3,8,5,20,25,18,6,0,95,0,0,6,0,14,4,0,0,0,23,0,6,4,0,3,8,9,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,13,9,9,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522036,3,0,4,4,16,8,9,0,0,41,0,0,4,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,4,13,8,9,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,4,13,8,9,0,0,59,0,0,0,3,5,3,16,6,3,41,0,0,0,0,4,0,0,0,0,4,8,4,11,8,19,19,26,13,3,105,0,0,5,0,5,6,0,0,0,22,0,0,0,4,6,4,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,9,9,9,4,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL522037,0,5,7,16,9,9,3,0,0,45,0,0,0,0,0,9,4,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,15,13,14,4,4,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,15,13,12,4,4,0,68,5,0,0,0,4,0,15,9,0,39,0,0,4,3,5,0,0,0,0,13,6,3,16,21,22,22,22,16,4,121,0,0,3,6,5,4,0,0,0,26,3,0,0,6,7,9,3,0,0,26,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,13,12,15,11,9,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522038,6,14,31,19,23,23,4,0,0,131,0,3,0,0,3,7,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,6,15,38,25,30,28,7,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,38,25,30,28,7,0,0,148,6,0,0,0,0,0,9,9,0,32,0,0,0,0,0,0,0,0,0,6,11,18,37,29,31,35,21,15,0,193,0,8,10,12,6,12,4,0,0,51,3,0,14,10,9,11,4,0,0,58,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,8,26,29,20,24,8,3,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522039,0,4,11,13,9,17,5,0,0,60,0,0,3,0,0,8,4,0,0,17,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,3,4,19,17,14,24,8,0,0,84,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,21,20,15,28,8,0,0,89,10,6,7,4,8,9,12,0,0,60,0,3,12,4,0,5,9,3,0,31,12,16,38,21,25,42,29,0,0,176,0,4,10,10,7,22,0,0,0,50,0,0,8,3,0,5,0,0,0,16,0,0,0,3,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,6,14,14,14,20,0,0,0,78,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5
