UCL_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL513005,37,137,431,460,464,274,28,0,0,1842,77,45,69,75,54,72,38,5,0,431,6,4,26,39,33,28,4,0,0,144,3,0,26,20,9,3,0,0,0,70,122,195,555,592,558,379,76,11,0,2476,19,19,14,23,19,13,7,0,0,112,31,6,0,4,5,0,5,0,0,53,46,25,19,28,28,20,9,0,0,170,172,219,576,615,584,394,80,11,0,2648,173,36,54,47,65,103,296,217,38,1021,27,18,53,57,53,39,16,25,18,306,365,272,679,723,697,538,392,245,57,3978,23,61,221,233,251,149,19,0,0,955,109,73,220,316,225,172,39,0,0,1156,0,14,43,26,38,18,0,0,0,134,4,5,12,4,3,5,0,0,0,34,137,156,493,576,516,341,68,0,0,2288,11,13,15,9,20,7,0,0,0,72,22,8,30,21,11,13,3,0,0,113,26,19,48,32,31,24,3,0,0,184
UCL514001,36,93,200,233,230,191,33,3,0,1027,38,30,56,29,30,45,18,6,0,245,4,3,10,15,17,21,3,5,0,76,0,5,12,6,5,0,3,0,0,40,78,134,277,283,280,256,58,12,5,1385,7,13,33,18,12,23,3,0,0,108,3,10,0,5,3,5,3,0,0,31,16,19,37,26,19,20,9,0,0,138,96,150,314,308,296,280,68,12,5,1524,96,23,32,48,65,178,429,205,37,1117,32,8,36,36,37,29,41,31,21,276,221,185,381,389,403,483,530,247,63,2911,17,50,88,98,137,64,16,7,0,469,65,39,129,147,138,128,30,5,0,687,0,6,22,10,14,17,6,0,0,69,6,3,8,10,7,5,0,0,0,35,91,102,240,265,298,212,51,9,0,1255,13,3,19,6,16,9,3,0,0,69,12,3,0,8,13,13,0,0,0,50,23,11,21,15,31,22,3,0,0,124
UCL514002,26,50,201,347,299,169,45,0,0,1140,85,24,51,63,76,76,56,15,0,449,5,3,13,33,39,29,10,5,0,133,6,0,0,7,8,7,0,0,0,35,124,77,278,453,414,280,114,14,0,1765,0,0,5,0,11,3,0,0,0,25,0,0,0,0,0,3,0,0,0,14,3,4,5,4,9,7,0,0,0,31,129,77,281,458,429,290,114,14,0,1794,63,4,13,25,23,68,296,181,45,715,7,9,37,47,45,34,22,23,0,236,202,93,332,529,493,390,434,226,44,2750,21,21,133,147,169,81,6,0,0,570,72,40,130,308,245,154,59,9,0,1013,6,3,26,37,13,20,10,0,0,118,4,3,3,5,9,5,0,0,0,24,99,68,291,495,431,260,74,7,0,1733,0,0,6,4,0,0,0,0,0,4,11,0,0,9,5,10,3,0,0,27,11,0,6,10,5,10,3,0,0,37
UCL514003,22,64,280,377,339,152,40,0,0,1276,77,35,88,78,83,75,53,9,0,504,6,0,29,37,32,21,10,5,0,133,7,3,8,3,7,0,0,0,0,32,118,106,411,496,456,252,94,10,0,1948,4,8,8,8,3,4,0,0,0,35,5,4,0,0,4,3,0,0,0,23,11,9,9,12,11,5,0,0,0,62,128,115,419,507,472,259,97,10,0,2012,80,12,34,41,33,62,181,92,38,571,17,8,51,52,66,22,19,4,4,242,219,148,504,597,565,345,293,103,43,2822,12,33,148,205,175,89,11,0,0,672,90,49,168,309,234,148,48,6,0,1052,11,3,36,38,16,21,7,0,0,134,0,0,8,9,4,0,0,0,0,18,111,84,358,565,425,261,62,6,0,1873,3,4,9,3,0,3,0,0,0,27,3,5,8,8,5,9,0,0,0,37,8,8,14,12,11,10,0,0,0,63
UCL514004,34,98,200,194,201,212,54,0,0,993,49,19,39,19,38,61,37,3,0,265,3,0,10,11,13,21,6,0,0,58,7,0,6,3,6,0,0,0,0,23,87,115,249,233,252,296,97,10,0,1339,12,6,20,21,10,7,3,0,0,78,4,3,3,5,5,3,0,0,0,25,22,12,21,18,14,12,3,0,0,103,108,133,272,255,270,303,98,12,0,1440,104,32,41,40,54,92,264,170,58,852,20,28,50,47,51,50,30,24,12,315,231,195,363,336,367,452,395,201,69,2605,19,75,106,118,150,139,25,0,0,636,64,35,85,115,129,118,49,3,0,608,5,7,15,14,9,12,3,0,0,60,0,0,3,4,0,0,0,0,0,17,93,117,204,253,297,271,74,3,0,1316,3,0,13,4,8,5,0,0,0,37,8,3,8,5,7,4,5,0,0,39,15,3,22,13,14,10,5,0,0,79
UCL515001,0,6,16,19,19,17,15,4,0,91,3,6,12,10,15,28,14,6,0,87,0,0,3,0,3,9,4,0,0,21,0,0,0,0,0,0,0,0,0,0,5,9,33,23,36,54,26,10,0,198,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,5,9,33,25,43,55,31,10,0,205,3,0,0,3,13,33,107,84,37,283,0,6,4,3,11,4,11,0,3,49,12,20,31,43,60,89,147,92,43,537,3,5,7,10,24,14,4,0,0,61,8,7,11,28,25,34,15,0,0,124,0,0,0,4,0,5,3,0,0,18,0,0,0,0,0,0,0,0,0,7,9,7,21,37,53,54,24,0,0,209,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5
UCL515002,8,17,48,58,68,53,8,0,0,250,9,0,5,3,6,15,9,0,0,50,0,0,3,0,0,5,0,0,0,18,0,0,3,0,0,0,0,0,0,5,20,20,52,66,77,74,17,0,0,324,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,7,0,0,13,17,20,60,69,81,77,20,0,0,338,16,3,0,11,3,21,67,26,0,150,3,0,10,8,8,4,7,0,0,40,40,21,68,85,91,100,89,30,6,526,7,15,23,24,36,25,8,0,0,131,16,7,22,35,36,23,14,0,0,145,0,3,5,0,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,27,25,47,59,71,52,20,0,0,299,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,8,0,0,3,4,0,3,0,0,0,18
UCL515003,8,20,50,61,71,64,21,0,0,292,8,7,7,7,21,32,21,9,0,111,0,0,7,7,4,3,6,0,0,29,0,0,3,0,0,0,0,0,0,9,18,32,64,81,97,98,44,6,0,440,4,0,0,3,5,4,0,0,0,15,3,0,0,0,0,3,0,0,0,8,8,0,0,3,6,11,0,0,0,28,22,32,68,78,108,112,49,6,0,464,20,4,7,8,11,45,137,88,24,350,0,3,11,7,14,7,10,6,0,69,49,40,86,97,131,158,199,102,26,884,7,10,24,37,49,34,9,0,0,165,25,8,41,42,66,77,27,6,0,286,0,4,8,0,3,10,3,0,0,25,4,0,0,0,0,0,0,0,0,8,31,25,68,79,115,123,40,6,0,484,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,12,9,4,0,3,0,6,0,0,0,18
UCL515004,16,77,154,95,77,36,18,0,0,469,20,11,18,4,11,6,0,0,0,70,7,0,8,5,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,9,39,91,184,106,89,44,20,0,0,570,11,3,3,0,7,5,0,0,0,30,3,3,0,0,0,6,0,0,0,8,13,9,3,0,7,3,0,0,0,36,48,93,187,110,89,51,24,0,0,606,31,8,3,3,3,13,45,37,3,165,4,8,18,13,10,12,4,0,0,77,90,114,215,125,108,78,67,37,9,846,5,37,64,60,55,27,6,0,0,258,12,17,62,49,41,23,8,0,0,207,0,7,10,6,6,3,0,0,0,28,3,0,0,0,0,0,0,0,0,6,20,58,139,109,95,60,11,0,0,493,0,3,6,0,9,0,0,0,0,14,5,0,0,0,0,0,0,0,0,8,4,3,10,0,7,0,0,0,0,25
UCL515005,9,31,84,94,117,57,16,0,0,403,16,7,14,14,15,21,9,0,0,100,0,3,3,5,8,11,0,0,0,31,0,3,0,4,0,0,0,0,0,10,35,45,98,113,135,94,23,0,0,541,0,0,4,0,6,3,0,0,0,15,3,0,0,0,0,0,0,0,0,4,0,0,4,0,6,3,0,0,0,16,38,48,97,111,136,100,23,0,0,557,34,3,0,12,18,30,112,66,9,286,8,3,5,8,19,10,11,5,4,70,72,58,104,130,178,136,153,73,15,922,6,13,44,41,66,37,4,0,0,213,29,14,35,64,74,39,16,3,0,274,4,0,5,7,4,0,0,0,0,23,3,0,0,0,0,3,0,0,0,6,44,30,88,121,137,82,23,3,0,524,0,0,0,0,0,0,0,0,0,8,6,0,3,3,0,0,0,0,0,15,10,0,6,3,0,6,0,0,0,23
UCL515006,15,41,123,114,140,118,28,3,0,584,14,16,27,18,27,31,23,0,0,161,0,0,7,9,15,10,9,0,0,39,4,3,4,11,3,11,0,4,0,37,35,57,157,141,184,168,60,5,0,817,8,8,8,8,13,8,0,0,0,53,0,0,0,0,0,4,0,0,0,13,3,7,8,10,19,15,3,0,0,65,38,69,172,156,196,180,60,7,3,886,41,20,29,24,47,81,152,86,24,509,27,33,75,53,55,41,31,17,5,339,109,121,271,233,303,309,244,112,29,1726,10,37,101,91,111,97,31,0,0,477,18,10,55,63,59,69,13,0,0,290,3,5,5,6,7,13,3,0,0,48,3,0,0,3,4,6,4,0,0,23,36,56,158,164,179,183,54,0,0,834,5,4,0,0,10,0,0,0,0,21,0,0,4,5,3,3,0,0,0,13,4,3,4,6,14,3,0,0,0,35
UCL515007,10,15,37,137,103,51,9,0,0,356,14,8,12,29,22,24,6,0,0,111,0,0,9,18,10,0,0,0,0,35,4,0,4,3,0,3,0,0,0,14,23,20,59,176,134,76,14,8,0,513,0,0,0,3,4,0,0,0,0,11,5,5,0,0,0,0,0,0,0,3,5,5,0,3,4,0,0,0,0,14,30,22,60,184,136,78,14,8,0,528,11,0,3,7,12,15,41,18,12,116,5,8,10,22,16,9,0,3,0,71,40,26,80,206,163,97,62,30,9,719,3,4,27,45,49,24,0,0,0,156,27,9,46,124,69,45,12,0,0,330,0,0,8,10,4,12,0,0,0,35,0,0,0,5,0,0,0,0,0,7,31,13,77,187,126,78,11,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,3,6,4,0,0,0,0,11
UCL515008,10,21,51,86,77,48,7,0,0,300,11,4,7,6,10,6,0,0,0,42,0,0,9,11,8,9,0,0,0,39,0,0,0,0,0,0,0,0,0,4,25,24,55,102,95,70,8,0,0,388,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,26,57,102,98,69,8,0,0,389,3,0,3,5,0,8,12,0,0,38,9,0,10,13,8,7,0,0,0,54,37,25,70,126,111,90,21,9,0,477,0,5,31,48,63,22,6,0,0,175,10,6,24,31,17,16,0,0,0,107,3,0,8,3,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,16,10,63,86,85,42,3,0,0,302,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8
UCL515009,9,13,46,76,81,45,25,3,0,296,29,4,14,29,39,44,22,14,0,194,8,5,5,3,5,11,3,0,0,32,3,0,0,3,0,0,3,0,0,10,47,18,64,114,122,98,52,15,0,530,0,3,5,3,4,0,6,0,0,21,4,0,0,0,0,0,4,0,0,14,4,3,8,3,3,4,0,0,0,29,54,22,69,111,124,101,54,15,0,563,58,0,4,22,17,60,156,106,33,465,12,6,12,17,17,16,10,9,8,109,124,30,87,150,166,177,227,129,40,1132,3,11,29,55,57,39,3,0,0,190,27,11,40,77,87,63,23,8,0,324,3,4,6,5,6,13,0,0,0,40,0,0,0,4,3,0,0,0,0,12,32,27,69,136,149,107,34,8,0,557,0,0,5,0,0,0,0,0,0,0,6,0,0,3,3,5,0,0,0,16,6,0,4,3,3,3,0,0,0,22
UCL515010,5,30,98,70,70,78,34,0,0,391,11,4,5,10,13,20,18,0,0,78,0,0,5,5,9,8,4,0,0,23,0,0,3,0,3,3,0,0,0,11,16,40,111,83,89,105,56,5,0,508,0,3,3,0,6,0,0,0,0,22,0,0,0,0,0,3,0,0,0,5,0,3,6,7,7,3,0,0,0,26,21,40,119,88,99,114,56,5,0,535,38,27,39,36,38,44,57,24,7,314,16,26,58,43,43,53,37,10,0,279,76,92,210,167,181,212,148,38,7,1135,10,28,82,67,84,70,24,0,0,363,7,10,22,23,15,22,8,0,0,113,0,0,9,0,7,6,5,0,0,30,0,0,5,0,0,4,0,0,0,16,18,35,122,94,106,104,32,3,0,515,0,6,5,3,4,0,0,0,0,14,0,0,6,0,0,0,0,0,0,7,0,4,9,3,6,0,0,0,0,27
UCL515011,13,24,73,105,103,86,13,4,0,426,24,4,12,16,18,10,12,4,0,108,0,6,3,0,5,8,3,0,0,28,0,0,0,3,3,0,0,0,0,18,46,38,95,129,134,107,37,6,0,579,0,5,5,0,3,8,0,0,0,25,4,6,0,0,0,0,0,0,0,13,4,13,3,3,3,10,3,0,0,41,46,42,97,131,138,120,38,6,0,619,33,8,11,13,11,35,131,101,36,379,5,3,8,14,12,10,13,11,0,77,84,55,117,152,160,166,178,117,36,1073,5,21,39,50,55,44,11,0,0,221,31,13,38,62,67,55,9,4,0,285,0,0,10,14,5,9,6,0,0,36,0,0,0,0,0,0,0,0,0,4,42,37,89,123,123,106,23,8,0,548,0,0,4,0,0,4,0,0,0,9,0,0,0,8,5,0,0,0,0,14,0,0,5,5,0,7,0,0,0,22
UCL515012,20,32,125,101,112,66,10,0,0,470,23,6,8,7,10,9,7,0,0,82,0,0,7,9,8,7,0,0,0,26,0,0,0,0,0,0,0,0,0,3,42,38,141,122,124,79,17,0,0,578,0,0,3,0,5,0,0,0,0,15,6,0,0,0,0,0,0,0,0,3,9,0,3,0,5,0,0,0,0,19,53,39,150,124,130,86,17,0,0,593,32,3,4,5,10,13,51,30,8,143,5,5,15,13,12,9,3,3,0,61,80,47,163,141,152,107,75,29,8,797,9,27,62,59,83,27,7,0,0,269,39,8,64,61,52,37,7,0,0,276,0,3,20,3,6,6,0,0,0,35,0,0,0,0,0,0,0,0,0,4,45,36,146,125,135,66,17,0,0,583,0,0,0,0,0,0,0,0,0,6,4,0,0,4,0,0,0,0,0,15,8,4,0,4,4,3,0,0,0,15
UCL515013,19,48,140,154,130,86,10,3,0,593,28,8,29,17,23,25,6,0,0,143,0,0,14,10,10,9,7,0,0,54,0,7,5,3,0,0,0,0,0,30,57,63,185,189,174,124,26,5,0,825,0,0,0,0,8,0,0,0,0,16,4,0,0,4,5,0,0,0,0,14,5,0,3,6,9,4,0,0,0,25,59,60,193,196,178,132,26,5,0,849,10,3,11,11,9,40,80,44,3,224,10,14,15,24,20,12,12,5,3,118,79,79,226,229,211,184,124,54,8,1188,6,35,115,83,81,41,12,0,0,385,23,31,86,76,55,44,10,0,0,329,0,3,16,9,4,4,0,0,0,40,0,9,9,0,0,0,0,0,0,18,36,73,221,175,147,94,23,3,0,770,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,6,0,0,0,14,0,0,4,0,0,3,0,0,0,14
UCL515014,0,6,48,25,23,24,9,0,0,139,3,3,5,9,5,0,7,0,0,37,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,6,5,11,56,32,38,26,16,0,0,184,0,0,8,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,13,4,10,65,43,40,27,16,0,0,198,18,19,22,33,25,27,8,0,0,155,6,9,12,3,3,9,0,0,0,40,25,40,93,72,64,62,26,8,0,397,0,12,52,25,24,23,4,0,0,146,5,6,15,7,7,6,4,0,0,46,0,0,0,6,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,9,16,67,40,31,31,12,0,0,205,0,4,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,3,4,3,4,3,4,0,0,0,12
UCL515015,19,42,136,110,112,74,22,0,0,516,11,3,21,21,17,26,11,3,0,108,0,0,0,7,6,3,0,0,0,24,0,0,9,3,0,3,0,0,0,23,32,48,170,142,140,98,35,8,0,678,0,0,4,0,4,4,0,0,0,14,6,0,0,4,0,4,0,0,0,11,9,0,4,3,4,5,0,0,0,24,40,53,169,147,145,106,35,8,0,702,25,8,16,20,26,31,92,104,45,367,7,0,6,7,18,13,9,10,3,76,63,64,191,170,186,148,133,122,54,1149,6,23,84,43,47,32,9,0,0,253,22,12,49,49,57,46,12,0,0,248,0,0,3,0,0,3,0,0,0,12,0,0,0,0,5,0,0,0,0,3,35,32,134,104,112,85,22,0,0,523,0,0,0,0,3,4,0,0,0,11,3,0,3,4,0,0,0,0,0,16,3,3,6,6,3,3,0,0,0,30
UCL515016,3,5,50,49,59,50,13,0,0,233,12,5,6,7,11,24,16,4,0,91,0,0,4,0,4,11,0,0,0,23,0,3,0,0,0,0,0,0,0,6,10,16,64,62,79,84,33,5,0,349,0,0,0,3,3,4,0,0,0,21,3,0,0,0,0,4,0,0,0,7,3,0,4,3,3,5,0,0,0,26,17,22,65,61,85,91,34,5,0,372,6,0,5,6,8,29,107,57,12,232,0,4,8,12,17,10,18,10,0,67,22,24,74,84,102,132,157,73,8,678,0,3,32,32,34,35,3,0,0,135,11,6,28,32,33,41,24,3,0,173,0,0,7,0,7,9,0,0,0,31,0,0,6,0,0,0,0,0,0,8,14,9,70,72,69,87,26,3,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,3,0,0,0,12
UCL515017,8,7,27,26,46,43,9,5,0,165,9,5,11,12,12,28,17,3,0,88,4,0,0,10,9,5,4,0,0,24,0,0,3,3,4,0,0,0,0,10,21,12,34,51,68,75,29,4,0,289,0,0,3,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,14,17,12,38,51,68,78,26,4,0,297,10,4,7,4,14,36,72,42,16,190,3,4,8,14,16,22,23,8,3,103,25,21,55,62,99,131,119,56,14,589,0,4,16,11,24,22,7,0,0,91,8,7,19,19,22,34,15,0,0,124,0,3,4,3,7,0,3,0,0,19,0,0,0,0,4,0,0,0,0,4,9,17,37,34,51,62,22,0,0,241,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,9
UCL515018,12,21,61,57,74,64,12,0,0,301,8,0,6,9,10,6,5,0,0,40,0,0,10,6,3,7,0,0,0,30,4,4,0,4,0,4,0,0,0,21,18,27,82,77,93,88,16,4,0,399,0,6,0,0,4,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,6,0,0,0,22,16,29,85,73,95,94,16,4,0,421,24,7,10,8,14,17,36,14,0,130,3,5,19,25,22,10,8,3,0,106,47,40,119,105,133,122,64,25,5,657,0,26,25,44,45,28,10,0,0,176,12,3,14,29,26,18,0,0,0,109,0,5,3,5,7,4,0,0,0,21,0,0,5,0,3,0,0,0,0,12,16,40,50,71,80,58,12,0,0,318,0,4,0,8,4,5,0,0,0,14,0,0,3,0,0,0,0,0,0,7,0,3,3,8,4,6,0,0,0,19
UCL515019,24,62,139,121,124,124,30,5,0,624,26,18,28,26,23,41,25,3,0,184,0,0,13,0,10,8,3,0,0,35,3,6,11,9,3,0,0,0,0,27,49,89,185,158,154,171,54,9,0,867,3,4,8,10,9,12,0,0,0,39,0,0,3,4,0,3,0,0,0,11,4,4,6,9,10,13,0,0,0,54,49,87,195,172,164,184,54,9,0,918,47,17,26,26,29,43,115,86,29,417,18,13,28,31,29,18,16,7,6,160,121,118,251,228,215,241,184,102,30,1500,13,40,70,56,69,66,12,5,0,327,36,23,48,61,58,62,28,0,0,323,0,3,10,7,7,4,4,0,0,45,0,0,0,0,3,4,0,0,0,9,48,73,134,128,133,132,38,6,0,697,0,0,4,0,6,0,0,0,0,14,0,0,7,8,4,5,0,0,0,24,0,0,9,10,12,8,0,0,0,41
UCL515020,15,64,224,175,151,125,33,0,0,787,22,7,37,11,21,27,14,0,0,132,6,4,10,13,5,5,0,0,0,40,0,0,12,3,8,0,0,0,0,31,40,74,274,205,182,159,55,4,0,998,0,3,14,3,7,3,0,0,0,30,0,0,4,4,4,5,0,0,0,16,4,4,14,7,3,9,0,0,0,48,48,78,291,207,189,169,53,6,0,1041,43,31,32,35,32,39,48,31,0,298,22,23,78,46,51,45,20,4,0,297,110,131,405,288,277,248,127,42,7,1635,10,57,217,156,130,108,20,0,0,704,28,25,71,71,51,30,9,0,0,287,0,0,28,10,9,8,0,0,0,63,0,0,4,7,7,3,0,0,0,25,41,78,323,242,197,151,34,0,0,1067,0,6,7,6,0,0,0,0,0,18,0,3,3,4,4,0,0,0,0,16,0,6,13,5,3,0,0,0,0,33
UCL515021,15,19,47,60,68,57,14,4,0,280,26,8,6,11,16,23,12,0,0,105,7,0,3,0,4,19,7,0,0,42,0,0,0,0,0,0,0,0,0,11,42,28,55,71,96,100,37,0,0,429,0,0,0,0,0,3,0,0,0,7,6,0,0,0,0,0,0,0,0,8,4,0,0,0,0,3,0,0,0,15,49,28,58,69,95,105,34,0,0,448,23,0,4,4,11,20,97,57,16,234,4,3,0,3,7,5,5,0,4,33,77,35,63,84,115,133,138,65,20,714,5,12,15,23,36,34,7,0,0,132,19,10,31,49,45,40,15,6,0,213,0,0,0,6,6,8,0,0,0,19,3,0,0,0,0,0,0,0,0,3,26,21,46,74,93,83,22,4,0,369,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,10,4,0,0,0,0,3,0,0,0,12
