UCL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
UCL514004,2297,5462,128,194,11,14,136,216,16,21,0,0,0,0,0,0,0,3,12,25,17,27,12,17,0,0,0,0,30,44,8,13,2484,5758,444,..,2929,5758
UCL515001,474,925,37,45,16,19,49,65,4,9,0,0,0,0,0,0,0,0,4,9,0,0,5,4,0,0,0,7,8,16,6,3,547,1013,459,..,1007,1013
UCL515002,485,1127,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,3,0,0,0,0,12,17,0,0,498,1148,196,..,695,1148
UCL515003,879,1930,51,67,0,0,51,67,7,7,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,3,0,3,5,4,947,2011,199,..,1145,2011
UCL515004,717,1921,6,9,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,1925,58,..,775,1925
UCL515005,844,2092,55,80,0,0,55,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,2175,69,..,971,2175
UCL515006,1106,2753,183,288,28,42,207,329,41,46,0,0,0,0,0,0,0,0,41,46,57,98,0,8,7,10,4,0,67,127,12,22,1440,3278,383,..,1819,3278
UCL515007,627,1756,16,26,0,0,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,10,648,1795,106,..,751,1795
UCL515008,328,1032,7,15,10,23,15,36,6,10,24,38,0,0,0,0,0,0,25,42,0,4,0,0,0,4,0,0,3,13,3,7,388,1123,126,..,507,1123
UCL515009,1096,2342,59,89,0,0,59,89,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,8,0,0,4,15,0,0,1167,2445,275,..,1443,2445
UCL515010,697,1886,82,127,0,0,78,126,0,0,0,0,0,0,0,0,0,0,0,0,18,32,0,0,0,6,4,15,25,51,11,23,819,2084,306,..,1126,2084
UCL515011,993,2391,38,65,0,0,38,65,5,5,0,0,0,0,0,0,0,0,5,5,0,8,0,0,0,0,0,0,7,14,6,3,1044,2472,113,..,1153,2472
UCL515012,746,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,2017,76,..,823,2017
UCL515013,826,2250,18,40,8,21,25,53,50,75,0,0,0,0,0,0,0,0,50,75,67,151,7,15,0,5,11,42,87,215,5,12,992,2602,240,..,1236,2602
UCL515014,265,739,42,78,9,13,47,89,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,3,3,0,5,8,13,6,8,326,856,62,..,384,856
UCL515015,988,2375,72,125,9,29,83,153,0,5,0,0,0,0,0,0,0,0,0,5,13,18,0,0,0,0,3,0,9,14,0,3,1084,2554,124,..,1212,2554
UCL515016,587,1261,25,47,5,9,25,57,4,9,0,0,0,0,0,0,0,0,4,9,4,11,0,5,0,0,0,0,7,15,6,5,639,1341,587,..,1221,1341
UCL515017,368,811,45,88,20,36,72,120,0,0,0,0,0,0,0,0,0,3,0,3,19,38,0,9,4,3,0,0,27,48,9,30,479,1018,230,..,708,1018
UCL515018,508,1278,47,80,12,16,61,96,12,17,0,0,0,0,0,0,0,0,12,17,0,3,0,0,0,0,0,0,0,3,3,3,580,1393,142,..,725,1393
UCL515019,1175,2997,121,207,4,3,126,215,5,7,0,0,0,0,0,0,0,0,5,7,0,3,0,0,0,0,0,0,5,9,6,12,1313,3231,203,..,1515,3231
UCL515020,821,2476,192,446,28,73,222,520,117,261,0,0,0,0,0,0,0,0,117,261,121,190,4,3,0,3,37,90,159,286,23,49,1336,3587,324,..,1660,3587
UCL515021,556,1408,32,40,0,0,32,40,0,0,0,0,0,0,0,0,0,0,0,0,14,18,39,56,0,0,0,0,57,70,0,4,645,1522,67,..,716,1522
UCL515022,1457,3475,189,229,4,0,189,231,18,24,0,0,0,0,0,0,0,0,18,24,0,3,0,0,0,5,0,0,3,9,18,16,1677,3754,233,..,1909,3754
UCL515023,859,1930,40,61,0,0,43,58,3,5,0,0,0,0,0,0,0,0,3,5,8,3,0,0,0,0,0,0,8,3,0,0,909,2004,222,..,1129,2004
UCL515024,505,1176,49,74,0,0,49,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,8,12,3,14,572,1272,156,..,724,1272
UCL515025,659,1534,26,46,0,0,26,46,4,9,0,0,0,0,0,0,0,0,3,7,3,0,8,12,0,0,0,0,15,20,0,0,706,1601,119,..,820,1601
UCL515026,748,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,2122,49,..,803,2122
UCL515027,1317,2944,133,181,0,0,133,181,6,10,0,0,0,0,0,0,0,0,6,10,4,3,0,0,0,0,3,8,7,14,4,4,1465,3153,281,..,1744,3153
UCL515028,1213,3370,35,46,18,28,52,78,28,45,0,0,0,0,0,0,0,0,28,45,0,3,0,0,0,0,0,0,0,3,3,8,1305,3495,969,..,2276,3495
UCL515029,322,793,11,14,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,338,808,183,..,518,808
UCL515030,1193,3081,162,244,0,0,162,244,4,0,0,0,0,0,0,0,0,0,6,4,27,36,8,17,4,3,0,0,39,60,5,7,1406,3398,157,..,1561,3398
UCL515031,961,2135,76,115,55,102,130,224,23,39,0,0,0,0,0,0,0,0,23,39,7,5,16,21,0,0,0,0,23,31,7,13,1147,2436,353,..,1504,2436
UCL515032,465,1349,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,468,1360,18,..,484,1360
UCL515033,742,2253,32,56,0,0,32,56,18,25,0,0,0,0,0,0,0,0,18,25,0,0,0,0,0,0,0,0,0,0,7,8,797,2350,356,..,1153,2350
UCL515034,1062,2567,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,3,0,4,1072,2577,187,..,1258,2577
UCL515035,507,1044,31,38,0,0,38,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,550,1091,99,..,645,1091
UCL515036,812,1945,90,145,0,0,91,143,0,0,0,0,0,0,0,0,0,3,0,3,11,14,0,0,0,0,3,6,12,19,3,9,925,2117,154,..,1080,2117
UCL515037,379,1272,133,246,0,0,133,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1516,280,..,786,1516
UCL515038,948,1972,35,63,4,9,39,69,6,12,0,0,0,0,0,0,0,0,6,12,7,7,0,3,0,0,0,0,9,16,9,12,1004,2078,181,..,1189,2078
UCL521001,183,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,6,3,3,186,488,0,..,192,488
UCL521002,278,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,696,36,..,315,696
UCL521003,367,723,11,20,0,0,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,6,5,10,0,0,387,750,115,..,500,750
UCL521004,151,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,591,26,..,177,591
UCL521005,389,956,18,29,0,0,18,29,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,5,8,0,0,419,993,116,..,529,993
UCL521006,328,786,7,17,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,802,25,..,357,802
UCL521007,217,440,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,221,451,30,..,255,451
UCL521008,184,398,12,15,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,411,57,..,255,411
UCL521009,178,415,14,16,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,8,9,5,8,208,451,10,..,226,451
UCL521010,278,658,22,45,0,0,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,8,0,0,304,709,49,..,357,709
UCL521011,201,555,0,4,0,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,206,574,9,..,216,574
UCL521012,187,399,0,0,8,17,8,17,0,0,0,0,0,0,0,0,0,0,0,0,28,42,0,0,0,0,0,0,28,42,27,31,253,489,18,..,269,489
UCL521013,314,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,317,836,29,..,347,836
UCL521014,257,564,5,3,0,0,5,3,12,16,0,0,0,0,0,0,0,0,12,16,7,9,3,0,0,0,0,0,11,7,0,0,276,592,82,..,361,592
UCL521015,251,490,11,19,3,4,17,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,3,12,0,0,271,524,55,..,327,524
UCL521016,245,566,9,10,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,7,4,0,0,263,580,61,..,322,580
UCL521017,205,558,11,14,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,10,15,9,23,0,5,227,601,35,..,263,601
UCL521018,203,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,517,14,..,221,517
UCL521019,223,456,17,28,3,7,20,32,9,9,0,0,0,0,0,0,0,0,9,9,34,78,5,12,0,0,0,9,45,104,0,0,295,597,144,..,441,597
UCL521020,270,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,671,92,..,370,671
UCL521021,304,786,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,319,798,68,..,380,798
UCL521022,216,539,0,0,0,3,0,0,17,31,0,0,0,0,0,0,0,0,17,28,8,0,0,0,0,0,0,0,3,4,0,0,239,574,184,..,424,574
UCL521023,201,502,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,505,70,..,268,505
UCL521024,347,1180,45,107,10,12,57,118,15,29,0,0,0,0,0,0,0,0,15,29,19,34,0,0,8,14,0,7,25,55,16,20,460,1406,108,..,572,1406
UCL521025,304,643,3,3,0,0,3,3,7,12,3,4,0,0,0,0,0,0,13,8,11,13,3,7,0,0,0,0,15,15,0,0,328,678,242,..,570,678
UCL521026,274,735,3,9,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,277,744,18,..,298,744
UCL521027,202,475,5,3,12,15,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,219,501,87,..,310,501
UCL521028,283,613,12,16,0,0,12,16,19,19,0,0,0,0,0,0,0,0,19,19,0,0,5,3,0,0,0,0,3,3,7,11,321,658,66,..,388,658
UCL521029,326,730,30,41,0,0,30,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,6,362,780,109,..,469,780
UCL521030,249,495,28,42,0,5,27,41,16,23,0,0,0,0,0,0,0,0,16,23,4,7,0,0,0,0,0,0,4,7,0,0,296,567,565,..,867,567
UCL521031,123,330,12,11,0,0,12,11,7,16,0,0,0,0,0,0,0,0,7,19,14,21,0,0,0,0,5,12,19,35,8,16,170,416,145,..,317,416
UCL521032,181,491,12,14,0,0,12,14,9,20,0,0,0,0,0,0,0,0,9,20,0,4,0,0,0,0,0,3,4,4,0,5,211,543,131,..,341,543
UCL521033,115,235,6,11,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,10,5,17,0,7,123,263,77,..,203,263
UCL521034,265,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,707,28,..,294,707
UCL521035,205,427,3,10,0,0,3,10,5,5,0,0,0,0,0,0,0,0,0,3,5,11,0,3,0,0,0,10,9,18,0,0,223,461,78,..,305,461
UCL521036,234,424,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,11,3,3,239,434,235,..,477,434
UCL521037,359,879,41,55,0,0,41,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,939,40,..,439,939
UCL521038,285,618,0,3,0,0,0,3,15,12,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,4,0,3,4,5,8,309,647,33,..,337,647
UCL521039,299,729,0,4,0,5,3,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,303,742,115,..,424,742
UCL521040,216,580,11,28,0,4,12,26,11,18,7,3,0,0,0,0,3,6,16,26,10,19,0,0,0,0,0,0,10,19,0,3,254,653,186,..,440,653
UCL521041,32,102,17,21,0,0,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,131,63,..,111,131
UCL521042,237,502,8,14,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,513,102,..,345,513
UCL521043,188,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,441,150,..,346,441
UCL521044,305,634,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,643,74,..,387,643
UCL521045,192,393,6,8,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,200,407,45,..,245,407
UCL521046,133,444,55,159,10,17,60,175,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,8,202,634,68,..,268,634
UCL521047,210,405,24,27,0,0,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,232,444,111,..,344,444
UCL521048,395,799,10,16,0,0,10,16,0,0,0,0,0,0,0,0,0,4,0,4,5,0,6,9,0,0,0,0,8,11,0,0,418,835,84,..,507,835
UCL521049,121,442,9,10,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,129,468,49,..,178,468
UCL521050,275,590,26,38,0,0,26,38,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,3,0,0,307,633,69,..,367,633
UCL521051,317,769,10,24,0,0,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,794,59,..,387,794
UCL521052,213,586,6,11,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,11,0,0,226,604,51,..,274,604
UCL522001,94,457,4,10,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,463,20,..,125,463
UCL522002,128,238,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,0,0,134,251,35,..,165,251
UCL522003,97,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,95,329,9,..,107,329
UCL522004,76,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,302,0,..,78,302
UCL522005,89,279,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,3,6,13,0,10,96,304,7,..,106,304
UCL522006,136,408,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,142,422,5,..,153,422
UCL522007,84,150,4,13,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,7,9,0,0,94,170,195,..,293,170
UCL522008,83,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,183,31,..,123,183
UCL522009,119,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,3,4,0,0,123,322,16,..,134,322
UCL522010,105,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,326,6,..,111,326
UCL522011,124,242,3,3,0,0,3,3,5,4,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,4,0,0,0,132,254,33,..,161,254
UCL522012,179,365,0,5,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,4,6,3,0,0,195,386,334,..,524,386
UCL522013,149,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,410,12,..,165,410
UCL522014,70,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,74,201,6,..,76,201
UCL522015,9,32,3,13,0,4,3,16,6,3,0,0,0,0,0,0,0,0,6,3,35,77,7,10,0,6,0,0,42,88,0,0,64,141,6,..,69,141
UCL522016,106,234,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,5,0,0,3,4,0,0,0,0,3,7,0,0,107,243,27,..,139,243
UCL522017,148,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,340,15,..,167,340
UCL522018,55,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,10,11,3,7,70,105,37,..,106,105
UCL522019,68,121,6,9,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,137,24,..,101,137
UCL522020,69,226,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,233,16,..,88,233
UCL522021,146,309,5,6,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,9,0,4,162,326,50,..,207,326
UCL522022,96,182,8,7,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,100,202,22,..,125,202
UCL522023,129,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,133,289,45,..,174,289
UCL522024,118,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,219,53,..,170,219
UCL522025,179,359,18,31,0,0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,200,393,44,..,246,393
UCL522026,138,248,9,10,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,5,6,0,0,145,260,204,..,348,260
UCL522027,158,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,317,35,..,187,317
UCL522028,60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,62,119,357,..,422,119
UCL522029,141,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,385,13,..,151,385
UCL522030,88,203,6,10,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,94,215,34,..,133,215
UCL522031,58,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,274,32,..,93,274
UCL522032,84,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,352,7,..,90,352
UCL522033,186,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,3,9,17,0,5,200,374,55,..,251,374
UCL522034,33,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,175,0,..,33,175
UCL522035,93,179,5,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,187,29,..,128,187
UCL522036,100,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,196,54,..,159,196
UCL522037,105,224,4,7,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,110,236,45,..,155,236
UCL522038,166,401,9,13,0,3,13,13,3,4,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,3,0,0,185,421,73,..,258,421
UCL522039,96,254,16,32,0,0,16,32,4,4,0,0,0,0,0,0,0,0,4,4,5,3,0,0,0,0,0,0,5,3,0,5,120,298,65,..,187,298
UCL522040,93,158,3,4,5,4,3,9,5,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,0,3,0,0,103,179,346,..,450,179
