UCL_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL513005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,29,10,6,8,0,0,63,0,0,0,0,7,4,7,4,0,19,0,0,0,0,0,0,0,0,0,0,0,20,21,57,34,34,31,9,4,206,0,0,0,4,3,5,3,0,0,13,7,38,46,124,72,26,22,3,4,347,0,0,0,6,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,6,0,3,0,13,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,11,5,5,6,3,0,38,0,0,4,6,3,0,0,0,0,12,0,0,9,16,6,10,12,4,3,60,0,0,0,36,16,20,3,3,0,80,0,8,20,84,39,34,27,13,3,237,30,70,66,211,80,64,27,29,4,585,892,1863,1183,3041,1409,1115,850,503,151,11009
UCL514001,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,23,4,4,3,0,0,36,0,0,0,0,0,0,4,4,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,8,4,0,25,0,0,0,5,0,3,0,0,0,6,0,3,4,12,13,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,7,4,6,0,15,0,0,0,0,0,0,5,0,0,13,0,0,0,7,3,10,3,0,3,29,31,64,66,128,66,71,73,46,24,571,414,881,773,1596,868,988,992,502,162,7184
UCL514002,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,11,6,3,41,0,0,0,8,0,0,0,0,0,9,0,3,5,31,17,12,20,6,7,91,0,5,0,9,0,0,0,0,0,13,0,0,0,26,0,0,0,0,0,24,0,0,0,6,4,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,11,4,0,34,0,0,0,5,0,0,0,0,0,5,0,0,0,9,0,6,3,4,0,26,0,0,0,5,0,0,3,0,0,13,0,15,6,42,15,17,15,3,5,122,26,54,31,180,78,75,49,43,10,551,429,1125,531,1862,986,813,877,459,101,7182
UCL514003,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,0,6,11,30,18,0,0,0,0,67,0,0,0,4,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,14,13,7,11,5,0,52,0,0,0,4,0,3,0,0,0,10,0,7,5,28,17,6,8,8,0,84,0,0,0,4,0,0,0,0,0,6,3,0,0,19,0,0,0,0,0,23,3,4,0,9,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,14,3,12,3,4,0,48,0,0,0,6,0,3,0,0,0,17,0,0,0,3,0,3,5,3,0,21,0,0,0,4,6,0,5,0,0,15,3,3,19,123,26,17,13,5,0,211,31,84,44,179,115,44,36,9,23,559,485,1163,667,2285,1103,743,626,240,117,7430
UCL514004,0,0,0,11,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,6,0,16,17,37,24,14,3,3,0,122,0,0,0,0,0,0,3,9,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,18,0,0,0,0,0,3,4,0,0,10,0,3,3,11,10,7,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,9,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,3,0,3,0,5,0,0,0,8,0,4,4,0,0,18,0,0,0,9,9,16,13,15,9,76,36,98,87,159,97,91,59,48,33,706,389,896,798,1455,809,926,799,425,182,6679
UCL515001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,4,0,0,14,5,5,10,17,16,11,30,12,10,111,39,69,56,153,134,192,293,177,96,1211
UCL515002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,9,4,0,0,27,0,11,3,21,11,7,6,3,0,67,63,160,119,297,179,196,191,54,10,1271
UCL515003,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,14,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,6,0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,8,3,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,9,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,0,0,7,0,0,3,8,0,10,9,3,0,34,8,17,20,33,28,27,25,20,5,176,97,249,198,390,284,368,432,210,68,2300
UCL515004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,8,6,0,25,0,0,13,0,3,0,0,0,0,20,0,0,0,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,0,0,11,16,4,6,4,0,0,45,11,17,21,46,25,20,7,6,7,158,205,350,332,693,245,172,150,61,19,2225
UCL515005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,6,0,6,0,0,0,16,3,11,20,18,24,21,21,10,4,128,127,370,253,531,355,293,292,135,36,2402
UCL515006,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,9,8,0,0,0,46,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,11,0,0,0,4,0,0,0,0,0,8,0,0,0,7,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,10,0,0,3,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,12,0,0,0,11,11,0,0,0,0,19,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,7,0,0,0,10,0,6,0,35,19,27,15,3,0,108,55,99,115,225,102,87,49,31,7,775,299,488,452,1023,579,598,433,208,67,4162
UCL515007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,11,7,0,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,0,0,22,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,19,4,7,4,0,0,41,9,61,14,71,33,16,12,4,0,225,171,439,131,635,319,220,141,51,20,2119
UCL515008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,18,5,19,13,53,25,16,0,0,0,140,101,250,108,401,223,156,35,13,0,1282
UCL515009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,5,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,10,7,10,3,32,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,4,0,24,0,0,0,6,0,0,0,0,0,13,0,0,0,4,0,0,8,7,0,15,0,0,0,0,0,3,12,0,0,12,0,0,0,8,5,5,15,7,6,41,15,34,25,57,46,36,38,28,7,281,126,359,295,534,366,397,480,285,102,2944
