UCL_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
UCL513005,0,0,0,4,3,0,0,0,0,11,0,0,9,10,4,8,3,0,5,34,0,0,0,21,7,10,3,3,0,46,0,3,8,52,21,10,14,4,3,130,13,35,32,99,29,29,15,16,5,263,439,909,545,1638,712,577,462,255,87,5618,0,0,0,0,5,0,0,0,0,4,849,1549,719,1581,558,437,346,189,49,6277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,4,3,0,6,9,3,3,0,0,0,24,0,0,0,4,0,0,4,0,0,4,0,0,0,15,0,3,0,0,0,19,0,0,0,4,0,4,3,6,0,10,0,0,0,3,0,0,6,0,0,11,5,95,180,455,384,343,247,168,55,1934,0,0,0,0,0,0,0,0,0,5,0,0,3,5,0,0,0,0,0,11
UCL514001,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,3,4,0,3,18,13,24,30,68,24,35,29,28,10,262,172,424,364,832,461,502,460,253,100,3567,0,0,0,0,0,0,0,0,0,0,382,807,687,1336,704,726,734,338,107,5818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,33,92,76,51,14,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL514002,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,8,0,0,0,5,0,0,0,0,0,14,0,8,0,31,14,6,10,0,3,71,15,32,14,80,24,31,29,19,0,247,237,546,237,997,493,419,442,233,58,3659,0,0,0,0,0,0,0,0,0,0,393,994,435,1180,666,536,551,281,65,5106,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,15,23,120,102,101,138,75,15,588,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,6,0,0,36
UCL514003,0,0,0,5,0,3,0,0,0,12,0,0,0,0,0,4,0,4,0,8,0,0,0,0,3,0,0,0,0,7,0,0,6,56,9,9,3,0,5,94,12,45,20,72,42,19,16,5,12,249,231,573,297,1182,534,398,334,137,72,3760,0,0,0,0,3,0,0,0,0,0,434,1012,528,1288,681,461,401,128,64,5004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,0,6,0,0,39,0,0,0,16,0,0,0,0,0,21,0,0,0,6,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,16,158,101,109,92,50,16,556,0,0,0,0,0,3,0,0,0,3,0,0,0,43,5,0,0,0,0,48
UCL514004,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,7,8,13,7,8,3,41,21,55,38,74,54,41,26,30,19,342,189,453,373,749,444,479,403,224,119,3424,0,0,0,0,0,0,0,0,0,0,344,752,647,1076,576,639,562,275,110,4983,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,12,0,0,0,0,0,0,0,4,0,4,0,0,0,5,0,0,0,4,0,6,3,5,4,22,29,73,55,32,16,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9
UCL515001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,5,3,0,3,7,0,4,14,6,0,49,16,36,24,79,70,103,151,85,52,624,0,0,0,0,0,0,0,0,0,0,38,58,45,113,88,133,204,120,65,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,30,36,28,11,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL515002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,14,0,6,0,9,0,0,6,0,0,20,29,62,60,143,88,98,104,25,8,620,0,0,0,0,0,0,0,0,0,0,52,145,99,216,136,135,136,29,9,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,19,15,12,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL515003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,3,0,16,0,12,16,13,11,16,13,9,5,89,50,134,116,208,154,206,234,107,45,1246,0,0,0,0,0,0,0,0,0,0,89,226,171,288,187,214,234,110,38,1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,38,61,90,53,17,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
UCL515004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,3,10,0,0,0,0,0,22,4,14,10,16,14,8,4,5,5,67,88,164,134,352,141,92,79,27,11,1079,0,0,0,0,0,0,0,0,0,0,195,324,247,517,150,80,82,35,6,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,21,32,24,14,3,136,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
UCL515005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,0,5,10,9,10,7,13,0,3,57,66,173,122,296,177,155,139,66,20,1221,0,0,0,0,0,0,0,0,0,0,122,349,230,442,276,209,198,94,23,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,18,37,41,23,3,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL515006,0,0,0,9,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,10,0,3,0,12,12,16,6,0,0,53,28,43,57,100,46,40,24,14,3,355,138,235,219,529,278,291,188,102,37,2011,0,0,0,0,0,0,0,0,0,0,242,373,308,600,381,401,297,128,35,2756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,8,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,15,9,32,23,18,11,115,0,0,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,0,0,3
UCL515007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,13,4,3,4,0,0,24,0,29,6,38,19,9,5,0,0,108,82,204,66,352,160,116,74,20,10,1086,0,0,0,0,0,0,0,0,0,0,157,353,111,414,211,140,85,27,11,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,28,31,17,19,3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
