UCL_CODE_2021,LFS_Emp_Dia_ges_dia,LFS_Emp_HD_HA_ang,LFS_Emp_Kid_dis,LFS_Emp_LC_COPD_emph,LFS_Emp_MHC_dep_anx,LFS_Emp_Stroke,LFS_Emp_oth_LTHC,LFS_Emp_no_LTHC,LFS_Emp_LTHC_NS,LFS_Emp_Tot,LFS_Unemp_Arth,LFS_Unemp_Asth,LFS_Unemp_Can_rem,LFS_Unemp_Dem_Alzh,LFS_Unemp_Dia_ges_dia,LFS_Unemp_HD_HA_ang,LFS_Unemp_Kid_dis,LFS_Unemp_LC_COPD_emph,LFS_Unemp_MHC_dep_anx,LFS_Unemp_Stroke,LFS_Unemp_oth_LTHC,LFS_Unemp_no_LTHC,LFS_Unemp_LTHC_NS,LFS_Unemp_Tot,LFS_NLF_Arth,LFS_NLF_Asth,LFS_NLF_Can_rem,LFS_NLF_Dem_Alzh,LFS_NLF_Dia_ges_dia,LFS_NLF_HD_HA_ang,LFS_NLF_Kid_dis,LFS_NLF_LC_COPD_emph,LFS_NLF_MHC_dep_anx,LFS_NLF_Stroke,LFS_NLF_oth_LTHC,LFS_NLF_no_LTHC,LFS_NLF_LTHC_NS,LFS_NLF_Tot,LFS_NS_Arth,LFS_NS_Asth,LFS_NS_Can_rem,LFS_NS_Dem_Alzh,LFS_NS_Dia_ges_dia,LFS_NS_HD_HA_ang,LFS_NS_Kid_dis,LFS_NS_LC_COPD_emph,LFS_NS_MHC_dep_anx,LFS_NS_Stroke,LFS_NS_oth_LTHC,LFS_NS_no_LTHC,LFS_NS_LTHC_NS,LFS_NS_Tot,LFS_Tot_Arth,LFS_Tot_Asth,LFS_Tot_Can_rem,LFS_Tot_Dem_Alzh,LFS_Tot_Dia_ges_dia,LFS_Tot_HD_HA_ang,LFS_Tot_Kid_dis,LFS_Tot_LC_COPD_emph,LFS_Tot_MHC_dep_anx,LFS_Tot_Stroke,LFS_Tot_oth_LTHC,LFS_Tot_no_LTHC,LFS_Tot_LTHC_NS,LFS_Tot_Tot,TPI_wk_NNI_Arth,TPI_wk_NNI_Asth,TPI_wk_NNI_Can_rem,TPI_wk_NNI_Dem_Alzh,TPI_wk_NNI_Dia_ges_dia,TPI_wk_NNI_HD_HA_ang,TPI_wk_NNI_Kid_dis,TPI_wk_NNI_LC_COPD_emph,TPI_wk_NNI_MHC_dep_anx,TPI_wk_NNI_Stroke,TPI_wk_NNI_oth_LTHC,TPI_wk_NNI_no_LTHC,TPI_wk_NNI_LTHC_NS,TPI_wk_NNI_Tot,TPI_wk_1_299_Arth,TPI_wk_1_299_Asth,TPI_wk_1_299_Can_rem,TPI_wk_1_299_Dem_Alzh,TPI_wk_1_299_Dia_ges_dia,TPI_wk_1_299_HD_HA_ang,TPI_wk_1_299_Kid_dis,TPI_wk_1_299_LC_COPD_emph,TPI_wk_1_299_MHC_dep_anx,TPI_wk_1_299_Stroke,TPI_wk_1_299_oth_LTHC,TPI_wk_1_299_no_LTHC,TPI_wk_1_299_LTHC_NS,TPI_wk_1_299_Tot,TPI_wk_300_649_Arth,TPI_wk_300_649_Asth,TPI_wk_300_649_Can_rem,TPI_wk_300_649_Dem_Alzh,TPI_wk_300_649_Dia_ges_dia,TPI_wk_300_649_HD_HA_ang,TPI_wk_300_649_Kid_dis,TPI_wk_300_649_LC_COPD_emph,TPI_wk_300_649_MHC_dep_anx,TPI_wk_300_649_Stroke,TPI_wk_300_649_oth_LTHC,TPI_wk_300_649_no_LTHC,TPI_wk_300_649_LTHC_NS,TPI_wk_300_649_Tot,TPI_wk_650_999_Arth,TPI_wk_650_999_Asth,TPI_wk_650_999_Can_rem,TPI_wk_650_999_Dem_Alzh,TPI_wk_650_999_Dia_ges_dia,TPI_wk_650_999_HD_HA_ang,TPI_wk_650_999_Kid_dis,TPI_wk_650_999_LC_COPD_emph,TPI_wk_650_999_MHC_dep_anx,TPI_wk_650_999_Stroke,TPI_wk_650_999_oth_LTHC,TPI_wk_650_999_no_LTHC,TPI_wk_650_999_LTHC_NS,TPI_wk_650_999_Tot,TPI_wk_1000_1749_Arth,TPI_wk_1000_1749_Asth,TPI_wk_1000_1749_Can_rem,TPI_wk_1000_1749_Dem_Alzh,TPI_wk_1000_1749_Dia_ges_dia,TPI_wk_1000_1749_HD_HA_ang,TPI_wk_1000_1749_Kid_dis,TPI_wk_1000_1749_LC_COPD_emph,TPI_wk_1000_1749_MHC_dep_anx,TPI_wk_1000_1749_Stroke,TPI_wk_1000_1749_oth_LTHC,TPI_wk_1000_1749_no_LTHC,TPI_wk_1000_1749_LTHC_NS,TPI_wk_1000_1749_Tot,TPI_wk_1750_2999_Arth,TPI_wk_1750_2999_Asth,TPI_wk_1750_2999_Can_rem,TPI_wk_1750_2999_Dem_Alzh,TPI_wk_1750_2999_Dia_ges_dia,TPI_wk_1750_2999_HD_HA_ang,TPI_wk_1750_2999_Kid_dis,TPI_wk_1750_2999_LC_COPD_emph,TPI_wk_1750_2999_MHC_dep_anx,TPI_wk_1750_2999_Stroke,TPI_wk_1750_2999_oth_LTHC,TPI_wk_1750_2999_no_LTHC,TPI_wk_1750_2999_LTHC_NS,TPI_wk_1750_2999_Tot,TPI_wk_3000_more_Arth,TPI_wk_3000_more_Asth,TPI_wk_3000_more_Can_rem,TPI_wk_3000_more_Dem_Alzh,TPI_wk_3000_more_Dia_ges_dia,TPI_wk_3000_more_HD_HA_ang,TPI_wk_3000_more_Kid_dis,TPI_wk_3000_more_LC_COPD_emph,TPI_wk_3000_more_MHC_dep_anx,TPI_wk_3000_more_Stroke,TPI_wk_3000_more_oth_LTHC,TPI_wk_3000_more_no_LTHC,TPI_wk_3000_more_LTHC_NS,TPI_wk_3000_more_Tot,TPI_wk_NS_Arth,TPI_wk_NS_Asth,TPI_wk_NS_Can_rem,TPI_wk_NS_Dem_Alzh,TPI_wk_NS_Dia_ges_dia,TPI_wk_NS_HD_HA_ang,TPI_wk_NS_Kid_dis,TPI_wk_NS_LC_COPD_emph,TPI_wk_NS_MHC_dep_anx,TPI_wk_NS_Stroke,TPI_wk_NS_oth_LTHC,TPI_wk_NS_no_LTHC,TPI_wk_NS_LTHC_NS,TPI_wk_NS_Tot,TPI_wk_Tot_Arth,TPI_wk_Tot_Asth,TPI_wk_Tot_Can_rem,TPI_wk_Tot_Dem_Alzh,TPI_wk_Tot_Dia_ges_dia,TPI_wk_Tot_HD_HA_ang,TPI_wk_Tot_Kid_dis,TPI_wk_Tot_LC_COPD_emph,TPI_wk_Tot_MHC_dep_anx,TPI_wk_Tot_Stroke,TPI_wk_Tot_oth_LTHC,TPI_wk_Tot_no_LTHC,TPI_wk_Tot_LTHC_NS,TPI_wk_Tot_Total,CANA_HNA_Arth,CANA_HNA_Asth,CANA_HNA_Can_rem,CANA_HNA_Dem_Alzh,CANA_HNA_Dia_ges_dia,CANA_HNA_HD_HA_ang,CANA_HNA_Kid_dis,CANA_HNA_LC_COPD_emph
UCL521008,3,3,0,0,24,0,15,107,3,170,0,3,0,0,0,0,0,0,5,0,0,8,3,13,71,25,20,26,32,35,14,18,38,12,24,50,4,203,0,0,0,0,0,0,0,0,0,0,0,3,53,56,100,36,27,26,38,33,13,13,69,12,37,167,60,442,3,5,0,0,6,0,0,0,0,0,3,14,0,22,14,3,7,0,8,0,0,4,4,0,0,27,3,55,54,16,16,22,22,24,12,14,36,7,15,47,5,164,12,0,8,0,6,0,0,0,7,0,4,22,0,51,17,6,3,0,3,0,0,0,12,0,4,21,0,53,0,0,0,0,0,0,0,0,3,0,3,21,0,26,0,0,0,0,0,0,0,0,0,0,0,8,0,5,3,0,0,0,0,0,0,0,0,0,0,3,53,68,100,36,27,26,38,33,13,13,69,12,37,167,60,442,40,7,14,25,12,19,12,11
UCL521009,11,6,0,4,18,0,19,115,9,196,5,4,4,0,3,0,0,0,3,0,5,0,0,11,54,17,9,7,26,28,4,13,21,3,25,60,14,189,5,0,0,0,0,0,0,0,0,0,0,0,66,71,81,45,14,7,40,35,0,17,52,4,39,175,92,469,4,3,0,3,0,0,0,0,3,0,6,20,0,38,6,4,3,0,0,0,0,0,5,0,3,12,3,36,42,10,3,0,18,25,0,12,18,4,17,39,3,123,7,9,6,0,4,7,0,3,3,0,4,28,3,63,12,10,3,0,8,0,5,5,5,0,9,62,3,93,3,7,0,0,0,0,0,0,6,0,0,16,3,36,0,0,0,0,0,0,0,0,0,0,4,3,0,13,0,0,0,0,0,0,0,4,7,0,0,0,73,75,81,45,14,7,40,35,0,17,52,4,39,175,92,469,17,5,5,5,7,14,0,6
UCL521010,11,3,0,0,35,0,21,179,8,292,0,0,0,0,0,0,0,0,3,0,4,21,0,30,67,30,20,5,43,34,4,19,50,7,32,92,17,276,4,0,0,0,0,0,0,0,3,0,0,6,48,60,91,68,25,8,51,41,8,22,95,9,56,295,73,664,5,4,4,0,0,0,0,0,13,0,7,37,3,62,4,7,5,0,6,9,0,0,11,0,9,17,0,51,54,18,7,3,26,25,3,16,38,4,22,83,5,219,14,12,0,0,3,0,0,0,15,0,4,37,3,73,9,15,5,0,11,3,0,5,12,0,10,66,3,113,3,5,0,0,3,0,0,0,6,0,0,33,0,47,0,0,0,0,0,0,0,0,0,0,0,11,0,10,7,0,0,0,5,0,0,0,0,0,0,16,53,77,91,68,25,8,51,41,8,22,95,9,56,295,73,664,18,6,0,0,9,13,0,3
UCL521011,15,8,0,0,29,0,17,205,10,306,5,0,0,0,0,0,0,0,0,0,0,5,0,9,23,10,3,0,11,7,0,9,10,0,13,45,0,103,0,0,0,0,0,0,0,0,0,0,0,3,15,17,50,38,10,0,24,15,4,10,41,0,35,265,20,433,10,8,0,0,0,4,0,0,7,0,7,27,0,46,4,0,0,0,0,0,0,0,0,0,4,21,0,30,12,7,0,0,8,4,0,0,12,0,9,32,0,69,10,11,0,0,3,0,0,0,9,0,5,38,0,73,11,8,0,0,3,0,0,0,11,0,7,61,4,95,5,5,4,0,10,4,0,0,5,0,0,62,0,83,3,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,6,15,17,50,38,10,0,24,15,4,10,41,0,35,265,20,433,9,0,0,0,4,5,0,0
UCL521012,10,10,3,4,20,4,21,159,6,257,3,0,0,0,0,0,0,0,3,0,3,5,0,17,47,24,14,3,18,12,3,20,20,3,20,58,8,162,3,0,0,0,5,0,0,0,0,0,0,0,25,29,73,50,24,3,32,23,9,26,46,12,41,226,39,462,4,6,10,3,5,6,0,0,7,0,4,20,0,41,10,4,3,0,0,0,0,5,6,0,5,13,0,32,35,14,9,0,8,6,0,10,17,5,12,40,3,113,7,3,0,0,4,0,0,4,5,0,4,41,4,60,13,9,3,0,0,5,0,0,7,0,13,53,4,105,0,7,0,0,7,4,0,0,7,4,6,38,0,55,0,0,0,0,0,0,0,0,0,0,3,15,0,25,0,0,0,0,3,0,0,0,0,3,0,4,23,34,73,50,24,3,32,23,9,26,46,12,41,226,39,462,11,5,0,4,5,3,3,6
UCL521013,9,6,0,5,58,0,28,305,4,444,0,0,0,0,0,0,0,0,3,0,0,7,0,16,41,21,7,0,15,18,0,18,27,0,35,105,13,228,5,0,0,0,5,0,0,0,0,0,0,0,34,39,85,67,18,0,27,25,0,20,87,0,63,418,59,729,4,6,0,0,3,0,0,0,5,0,7,46,0,73,12,6,0,0,4,3,0,3,9,0,9,33,4,59,35,6,11,0,14,11,0,15,28,0,21,84,6,177,10,14,3,0,5,6,0,0,8,0,5,60,3,97,17,24,0,0,3,3,0,3,19,0,14,106,6,156,11,3,4,0,4,0,0,0,4,0,5,64,0,82,0,0,0,0,0,0,0,0,8,0,0,22,0,29,5,3,0,0,5,0,0,0,0,0,0,11,37,54,85,67,18,0,27,25,0,20,87,0,63,418,59,729,16,7,0,0,3,9,0,0
UCL521014,25,11,5,5,31,0,23,183,6,289,0,0,0,0,7,5,0,0,0,0,3,20,0,19,50,14,16,0,27,24,13,19,22,4,25,79,8,196,0,4,4,0,0,6,0,0,0,0,4,4,119,134,71,41,21,0,60,39,15,25,52,4,51,285,133,648,8,4,0,0,3,0,0,0,0,0,8,29,0,47,11,5,0,0,9,4,0,0,4,0,4,26,0,46,28,10,10,0,21,11,3,13,14,3,14,51,8,134,6,13,0,0,9,0,5,0,15,0,9,44,0,72,5,16,0,0,10,9,0,3,9,0,5,74,3,123,4,3,3,0,6,4,0,0,5,0,3,39,3,66,3,0,0,0,4,0,0,0,0,0,0,14,0,20,3,0,0,0,8,0,0,0,0,0,3,5,120,142,71,41,21,0,60,39,15,25,52,4,51,285,133,648,19,4,6,0,5,5,7,6
UCL521015,22,8,5,5,30,0,21,165,13,297,0,0,0,0,0,0,0,0,0,0,0,9,0,12,62,22,23,3,24,28,9,17,18,10,16,57,0,192,3,0,0,0,5,0,0,0,0,0,0,0,31,39,106,50,32,3,47,38,14,27,52,10,43,236,46,535,8,4,0,0,0,0,3,3,4,0,0,17,0,30,10,9,4,0,6,0,0,4,3,3,4,11,0,38,48,10,14,9,16,23,6,16,21,9,15,50,0,150,14,5,4,0,11,7,4,5,11,0,9,40,0,91,14,10,5,0,7,4,0,3,13,0,9,82,5,131,3,5,0,0,5,0,0,0,6,0,8,18,4,49,0,0,0,0,0,0,0,0,0,0,0,4,0,10,6,0,0,0,5,0,0,0,0,0,0,0,30,42,106,50,32,3,47,38,14,27,52,10,43,236,46,535,14,6,3,3,6,15,5,9
UCL521016,11,5,3,3,20,0,11,211,6,295,0,0,0,0,0,0,0,0,4,0,0,11,0,20,36,19,12,0,21,19,7,13,10,4,10,90,5,182,0,0,0,0,0,0,0,0,0,0,0,0,38,40,52,43,19,0,34,28,10,19,31,4,24,319,50,541,8,6,0,0,0,0,3,0,0,0,0,33,0,43,0,3,0,0,7,3,0,0,3,0,4,27,0,42,26,13,7,0,16,12,7,9,13,0,14,56,5,126,10,6,3,0,0,0,0,4,6,0,0,59,0,79,6,4,0,0,3,4,0,0,4,3,8,80,3,109,4,9,0,0,4,0,0,0,0,0,3,48,0,65,0,0,0,0,4,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,6,40,50,52,43,19,0,34,28,10,19,31,4,24,319,50,541,8,0,5,0,9,6,0,8
UCL521017,18,8,0,3,33,3,14,212,16,335,0,3,0,0,0,0,0,0,0,0,0,3,0,7,22,12,10,0,14,15,9,5,12,3,22,55,5,127,0,0,0,0,0,0,0,0,0,0,0,6,73,86,38,46,20,0,35,23,4,13,48,3,38,273,96,552,0,3,4,0,0,3,0,3,10,0,4,27,0,39,3,5,0,0,4,0,0,3,0,0,5,11,0,22,11,11,8,0,13,7,6,3,13,3,13,32,3,88,10,4,3,0,10,4,0,0,18,3,7,42,6,93,6,12,4,0,9,7,0,0,14,0,5,100,5,140,4,7,0,0,4,0,0,0,0,0,4,41,4,67,0,4,0,0,0,0,0,0,0,0,0,12,0,22,0,0,0,0,0,0,0,0,0,0,0,7,73,84,38,46,20,0,35,23,4,13,48,3,38,273,96,552,10,4,3,0,5,0,0,6
UCL521018,7,3,0,6,45,5,17,159,7,264,0,0,0,0,0,0,0,0,0,0,0,4,0,8,52,20,8,4,13,17,0,7,33,3,18,56,4,156,0,0,0,0,0,0,0,0,0,0,0,4,13,15,64,51,11,4,19,21,5,7,73,6,41,223,26,440,7,3,0,0,0,3,0,0,11,0,4,22,0,40,7,3,0,0,5,0,0,0,3,0,4,18,5,36,34,16,7,0,8,8,0,6,20,3,11,37,5,107,11,6,0,0,4,5,0,0,15,0,5,30,0,59,5,11,3,0,4,0,0,0,10,0,13,63,0,94,0,6,0,0,0,0,0,0,9,0,0,32,3,58,0,0,0,0,0,0,0,0,3,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,9,13,21,64,51,11,4,19,21,5,7,73,6,41,223,26,440,12,9,3,4,6,6,0,3
UCL521019,14,11,0,3,34,0,14,204,11,304,0,0,0,0,0,0,0,0,4,0,0,4,0,11,31,13,15,0,24,21,0,12,21,3,24,80,13,190,4,0,0,0,0,0,0,0,5,0,0,7,108,120,61,38,28,0,35,35,0,10,54,8,39,291,132,625,8,0,0,0,0,4,0,0,4,4,0,25,0,44,10,4,6,0,3,3,0,0,5,0,10,9,0,39,25,14,9,0,13,15,0,5,16,3,15,78,10,152,12,5,6,0,3,11,0,0,12,0,0,63,10,111,0,10,5,0,3,0,0,0,6,0,7,76,5,103,0,3,3,0,0,6,0,0,8,0,3,25,0,46,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,5,0,0,0,4,0,0,9,108,130,61,38,28,0,35,35,0,10,54,8,39,291,132,625,11,0,6,0,0,10,0,0
UCL521020,5,9,0,3,25,0,15,201,8,300,0,0,0,0,0,0,0,0,4,0,0,5,0,15,76,33,24,7,30,37,6,17,41,14,29,107,13,296,3,0,0,0,0,0,0,0,0,0,0,7,36,41,103,66,33,11,44,54,6,23,74,11,43,317,56,653,6,8,0,0,0,0,0,0,3,0,5,40,0,62,12,3,0,0,3,5,0,0,3,0,0,34,6,57,56,19,15,7,25,29,8,16,32,7,18,76,9,203,8,14,5,0,6,3,0,5,11,0,3,47,4,88,17,4,3,0,4,5,0,0,7,0,6,56,0,90,3,0,3,0,6,3,0,0,10,0,0,47,0,66,0,5,0,0,4,3,0,0,3,0,0,22,0,27,6,4,0,4,0,4,0,0,0,0,0,12,32,52,103,66,33,11,44,54,6,23,74,11,43,317,56,653,11,5,5,9,10,13,7,4
UCL521021,19,13,0,3,15,0,34,273,17,399,4,0,0,0,0,0,0,0,0,0,0,0,0,7,44,20,21,3,21,29,3,10,31,13,33,94,3,243,0,0,0,0,0,0,0,0,0,0,0,0,41,42,69,51,28,3,37,41,3,17,55,11,70,375,62,686,7,8,5,3,3,3,0,3,5,0,15,42,3,76,12,0,8,0,0,3,0,0,6,0,5,29,3,54,30,14,11,0,10,18,0,7,20,5,20,64,0,154,15,14,3,0,7,5,0,0,3,0,10,69,4,106,6,5,0,0,7,3,0,0,4,5,10,92,4,139,5,4,6,0,0,0,0,0,0,0,5,54,5,74,0,0,0,0,0,0,0,0,0,0,6,22,0,29,0,0,0,0,0,0,0,0,0,0,0,7,41,57,69,51,28,3,37,41,3,17,55,11,70,375,62,686,8,4,10,0,4,7,0,3
UCL521022,3,4,0,0,29,0,28,290,10,404,0,0,0,0,0,0,0,0,0,0,0,3,0,7,17,7,11,0,0,4,0,5,10,0,12,58,3,106,0,0,0,0,0,0,0,0,0,0,0,0,76,73,41,28,22,0,3,10,0,0,39,0,39,358,88,592,3,0,0,0,0,0,0,0,0,0,0,14,0,17,3,4,0,0,0,0,0,0,7,0,6,44,0,58,13,8,5,0,0,5,0,4,9,0,4,55,4,95,10,0,5,0,0,4,0,0,4,0,7,50,5,71,10,7,11,0,0,0,0,0,12,0,6,107,4,149,3,3,3,0,0,0,0,0,4,0,3,77,0,91,0,7,0,0,0,0,0,0,3,0,0,15,0,29,0,0,0,0,0,0,0,0,0,0,0,5,73,79,41,28,22,0,3,10,0,0,39,0,39,358,88,592,8,5,0,0,0,0,0,0
UCL521023,13,3,0,3,15,0,17,156,3,236,0,0,0,0,3,0,0,0,5,0,0,11,0,17,39,5,16,8,28,18,4,3,40,9,14,47,9,147,0,0,0,0,0,0,0,0,0,0,0,9,36,46,56,24,26,8,37,27,4,5,54,14,28,225,51,449,0,5,0,0,5,0,0,0,10,0,4,17,5,40,9,0,6,0,10,5,0,3,11,0,0,23,4,53,23,9,8,0,16,13,4,4,26,3,13,33,0,98,7,0,3,0,3,0,0,0,4,0,0,26,0,37,12,3,4,0,3,4,0,0,4,0,9,68,5,103,4,0,0,0,0,0,0,0,0,0,3,36,0,44,3,0,0,0,0,0,0,0,0,0,0,12,4,19,0,0,0,0,3,4,0,0,0,0,0,3,36,39,56,24,26,8,37,27,4,5,54,14,28,225,51,449,14,5,6,8,11,11,0,5
UCL521024,21,9,0,4,18,6,14,286,9,377,0,3,0,0,0,0,4,0,0,0,0,48,3,58,8,22,4,5,52,22,5,3,8,7,27,404,53,581,0,0,0,0,0,5,0,0,0,0,0,38,142,186,28,49,7,8,75,31,6,6,26,10,43,767,207,1200,0,6,0,0,0,0,0,0,0,0,6,60,4,75,0,7,0,0,12,0,0,0,0,0,5,183,19,232,7,12,4,5,35,11,7,4,7,9,19,174,26,282,5,0,0,0,8,5,0,0,0,0,4,78,0,100,6,21,0,0,10,4,0,0,8,0,3,139,0,178,4,8,0,0,5,6,0,0,7,0,8,64,3,93,0,0,0,0,0,0,0,0,0,0,0,13,0,14,5,0,0,0,0,0,0,0,6,0,0,62,150,223,28,49,7,8,75,31,6,6,26,10,43,767,207,1200,0,3,4,5,11,3,0,0
UCL521025,10,11,5,4,27,0,24,242,10,350,0,0,0,0,0,0,0,0,0,0,0,5,0,8,46,20,17,0,16,24,9,20,30,0,25,80,4,205,0,0,0,0,0,0,0,0,0,0,0,0,50,55,81,43,29,0,29,32,9,23,58,4,49,327,62,617,8,4,0,0,3,3,0,0,8,0,4,31,0,52,5,0,0,0,0,3,0,0,3,0,3,24,0,43,30,15,14,3,10,18,8,14,21,0,19,53,3,139,13,9,6,0,3,3,0,0,7,0,4,33,5,61,15,0,0,0,4,6,0,4,3,0,0,57,0,88,6,6,0,0,0,0,0,0,12,0,8,74,4,104,0,0,0,0,5,0,0,0,3,0,6,48,0,60,3,0,0,0,0,0,0,0,0,0,0,8,46,66,81,43,29,0,29,32,9,23,58,4,49,327,62,617,17,10,3,5,6,9,0,9
UCL521026,11,12,3,3,50,4,21,264,10,378,0,0,0,0,0,0,0,0,4,0,0,8,0,17,45,13,8,0,12,15,0,14,38,5,18,77,9,177,0,0,0,0,0,0,0,0,0,0,0,7,28,35,62,39,12,0,24,25,5,17,86,12,34,350,45,607,5,6,5,0,0,0,0,4,10,0,0,43,0,65,9,5,0,0,0,3,0,0,6,0,5,27,0,46,27,7,6,0,9,11,0,8,27,4,8,44,6,110,11,7,0,0,7,3,0,5,9,4,4,52,5,83,10,9,0,0,9,3,3,3,20,0,6,95,0,140,3,6,0,0,3,3,0,0,10,0,5,56,4,83,0,0,0,0,0,0,0,0,6,0,4,28,0,35,0,0,0,0,0,0,0,0,6,0,0,11,29,52,62,39,12,0,24,25,5,17,86,12,34,350,45,607,16,5,4,0,3,3,0,8
UCL521027,13,5,0,5,22,0,9,169,9,261,0,3,0,0,0,0,0,0,0,0,0,8,0,14,24,19,3,3,10,7,4,14,37,6,22,54,3,135,0,0,0,0,0,0,0,0,0,0,0,0,218,218,44,52,3,3,31,10,4,18,59,3,30,229,230,633,8,12,0,0,4,0,0,0,11,0,6,31,5,58,3,4,0,0,3,0,0,0,13,0,3,17,0,36,15,7,0,3,13,10,0,8,21,0,7,32,0,73,7,6,0,0,3,0,0,5,6,0,4,23,0,46,4,11,0,0,4,0,0,0,6,0,4,49,6,74,7,8,0,0,4,0,0,0,3,0,0,59,0,92,3,4,0,0,0,0,0,0,7,0,0,17,0,34,0,0,0,0,0,0,0,0,0,0,0,3,218,226,44,52,3,3,31,10,4,18,59,3,30,229,230,633,6,3,0,0,4,3,0,5
UCL521028,10,12,4,5,16,0,11,188,10,297,4,3,0,0,0,0,0,0,5,0,3,13,0,17,86,54,17,23,44,40,12,23,51,11,65,88,12,316,8,8,0,0,0,4,0,0,0,0,0,5,55,70,130,110,22,23,55,53,14,35,76,11,83,290,77,702,8,4,0,6,5,0,0,0,5,0,9,23,8,57,11,11,4,0,3,4,0,4,11,0,7,30,0,62,67,43,13,10,30,28,7,23,33,9,47,74,11,241,14,22,0,7,0,7,0,3,11,0,9,46,0,87,15,18,5,0,7,3,4,6,9,0,3,79,0,121,4,3,0,0,4,5,0,0,0,0,0,23,0,32,0,3,0,0,0,0,0,0,0,0,0,6,0,8,14,8,5,0,4,7,0,0,5,0,3,9,55,85,130,110,22,23,55,53,14,35,76,11,83,290,77,702,44,16,5,20,16,22,5,12
UCL521029,23,16,0,0,38,5,27,227,15,395,0,0,0,0,0,0,0,0,5,0,0,5,0,9,78,28,36,13,35,34,0,15,37,15,35,81,13,253,4,4,0,0,5,0,0,3,0,0,0,0,52,60,136,76,50,13,62,50,0,23,77,13,69,320,75,723,11,11,0,0,6,0,0,3,5,0,3,22,0,46,14,3,4,0,3,4,0,0,11,3,10,23,7,63,48,17,18,0,29,11,3,6,25,4,11,66,9,173,14,12,7,0,5,8,0,0,9,0,13,64,4,117,22,14,10,0,8,8,0,0,16,3,14,103,5,179,10,0,3,0,0,3,0,0,7,0,3,25,3,51,0,7,0,0,0,5,0,0,0,0,0,9,0,26,19,3,11,10,10,7,0,6,10,4,17,6,43,85,136,76,50,13,62,50,0,23,77,13,69,320,75,723,29,9,20,13,15,19,0,9
UCL521030,3,8,0,0,15,0,10,245,20,341,0,0,0,0,0,0,0,0,0,0,0,4,0,7,52,16,14,4,21,32,6,23,25,9,18,111,9,263,3,0,0,0,3,5,0,0,0,0,0,3,54,70,85,39,30,4,27,44,6,27,44,10,25,368,83,677,4,7,0,0,6,0,0,3,3,0,3,26,3,49,9,3,0,0,0,0,0,0,5,0,5,34,0,58,28,9,16,4,13,21,3,21,17,3,14,65,7,151,10,3,3,0,0,5,0,5,5,0,10,116,3,153,23,13,9,0,3,10,0,0,7,0,3,70,0,115,7,4,0,0,0,0,0,0,0,0,0,27,0,45,0,0,0,0,3,6,0,0,0,0,0,16,0,31,3,0,0,0,0,0,0,0,0,0,0,12,62,80,85,39,30,4,27,44,6,27,44,10,25,368,83,677,11,6,4,4,3,10,0,10
UCL521031,9,8,0,0,16,0,14,165,8,240,0,0,0,0,0,0,0,0,3,0,0,0,0,12,22,15,6,3,27,14,10,6,17,5,3,53,7,121,0,0,0,0,0,0,0,0,0,0,0,0,105,108,36,41,15,3,35,14,12,14,37,10,18,226,126,480,0,7,0,0,5,6,0,0,0,0,0,14,0,29,6,4,0,0,3,0,0,0,0,0,3,14,0,32,14,9,4,4,19,12,6,9,16,11,8,42,4,89,5,3,0,0,5,6,0,0,0,0,0,28,0,35,7,9,7,0,5,0,0,0,7,0,0,57,0,83,4,9,3,0,0,0,0,0,3,0,0,44,7,66,0,0,0,0,0,0,0,0,0,0,0,23,0,30,4,0,0,0,0,0,0,0,0,0,4,7,105,116,36,41,15,3,35,14,12,14,37,10,18,226,126,480,7,4,3,0,5,9,0,5
UCL521032,12,12,0,5,22,3,6,123,6,196,0,0,0,0,3,0,0,0,0,0,0,15,3,24,11,21,8,3,35,22,3,12,13,4,15,99,9,196,0,0,0,0,0,0,0,0,0,0,0,5,101,117,28,39,9,4,52,39,3,14,35,8,26,249,115,533,0,5,0,0,5,0,0,0,0,0,4,19,0,36,4,6,0,0,4,4,0,0,6,0,0,39,5,62,7,15,7,0,24,18,3,8,15,8,12,62,0,128,0,0,0,0,0,0,0,0,3,0,6,25,0,42,4,7,0,0,8,9,0,3,9,0,7,47,3,77,4,5,0,0,0,5,0,0,0,0,0,28,0,39,0,0,0,0,0,0,0,0,0,0,0,14,0,12,5,5,0,0,0,0,0,0,0,4,0,19,103,132,28,39,9,4,52,39,3,14,35,8,26,249,115,533,3,7,4,3,8,6,3,7
