UCL_CODE_2021,LFS_Emp_Dia_ges_dia,LFS_Emp_HD_HA_ang,LFS_Emp_Kid_dis,LFS_Emp_LC_COPD_emph,LFS_Emp_MHC_dep_anx,LFS_Emp_Stroke,LFS_Emp_oth_LTHC,LFS_Emp_no_LTHC,LFS_Emp_LTHC_NS,LFS_Emp_Tot,LFS_Unemp_Arth,LFS_Unemp_Asth,LFS_Unemp_Can_rem,LFS_Unemp_Dem_Alzh,LFS_Unemp_Dia_ges_dia,LFS_Unemp_HD_HA_ang,LFS_Unemp_Kid_dis,LFS_Unemp_LC_COPD_emph,LFS_Unemp_MHC_dep_anx,LFS_Unemp_Stroke,LFS_Unemp_oth_LTHC,LFS_Unemp_no_LTHC,LFS_Unemp_LTHC_NS,LFS_Unemp_Tot,LFS_NLF_Arth,LFS_NLF_Asth,LFS_NLF_Can_rem,LFS_NLF_Dem_Alzh,LFS_NLF_Dia_ges_dia,LFS_NLF_HD_HA_ang,LFS_NLF_Kid_dis,LFS_NLF_LC_COPD_emph,LFS_NLF_MHC_dep_anx,LFS_NLF_Stroke,LFS_NLF_oth_LTHC,LFS_NLF_no_LTHC,LFS_NLF_LTHC_NS,LFS_NLF_Tot,LFS_NS_Arth,LFS_NS_Asth,LFS_NS_Can_rem,LFS_NS_Dem_Alzh,LFS_NS_Dia_ges_dia,LFS_NS_HD_HA_ang,LFS_NS_Kid_dis,LFS_NS_LC_COPD_emph,LFS_NS_MHC_dep_anx,LFS_NS_Stroke,LFS_NS_oth_LTHC,LFS_NS_no_LTHC,LFS_NS_LTHC_NS,LFS_NS_Tot,LFS_Tot_Arth,LFS_Tot_Asth,LFS_Tot_Can_rem,LFS_Tot_Dem_Alzh,LFS_Tot_Dia_ges_dia,LFS_Tot_HD_HA_ang,LFS_Tot_Kid_dis,LFS_Tot_LC_COPD_emph,LFS_Tot_MHC_dep_anx,LFS_Tot_Stroke,LFS_Tot_oth_LTHC,LFS_Tot_no_LTHC,LFS_Tot_LTHC_NS,LFS_Tot_Tot,TPI_wk_NNI_Arth,TPI_wk_NNI_Asth,TPI_wk_NNI_Can_rem,TPI_wk_NNI_Dem_Alzh,TPI_wk_NNI_Dia_ges_dia,TPI_wk_NNI_HD_HA_ang,TPI_wk_NNI_Kid_dis,TPI_wk_NNI_LC_COPD_emph,TPI_wk_NNI_MHC_dep_anx,TPI_wk_NNI_Stroke,TPI_wk_NNI_oth_LTHC,TPI_wk_NNI_no_LTHC,TPI_wk_NNI_LTHC_NS,TPI_wk_NNI_Tot,TPI_wk_1_299_Arth,TPI_wk_1_299_Asth,TPI_wk_1_299_Can_rem,TPI_wk_1_299_Dem_Alzh,TPI_wk_1_299_Dia_ges_dia,TPI_wk_1_299_HD_HA_ang,TPI_wk_1_299_Kid_dis,TPI_wk_1_299_LC_COPD_emph,TPI_wk_1_299_MHC_dep_anx,TPI_wk_1_299_Stroke,TPI_wk_1_299_oth_LTHC,TPI_wk_1_299_no_LTHC,TPI_wk_1_299_LTHC_NS,TPI_wk_1_299_Tot,TPI_wk_300_649_Arth,TPI_wk_300_649_Asth,TPI_wk_300_649_Can_rem,TPI_wk_300_649_Dem_Alzh,TPI_wk_300_649_Dia_ges_dia,TPI_wk_300_649_HD_HA_ang,TPI_wk_300_649_Kid_dis,TPI_wk_300_649_LC_COPD_emph,TPI_wk_300_649_MHC_dep_anx,TPI_wk_300_649_Stroke,TPI_wk_300_649_oth_LTHC,TPI_wk_300_649_no_LTHC,TPI_wk_300_649_LTHC_NS,TPI_wk_300_649_Tot,TPI_wk_650_999_Arth,TPI_wk_650_999_Asth,TPI_wk_650_999_Can_rem,TPI_wk_650_999_Dem_Alzh,TPI_wk_650_999_Dia_ges_dia,TPI_wk_650_999_HD_HA_ang,TPI_wk_650_999_Kid_dis,TPI_wk_650_999_LC_COPD_emph,TPI_wk_650_999_MHC_dep_anx,TPI_wk_650_999_Stroke,TPI_wk_650_999_oth_LTHC,TPI_wk_650_999_no_LTHC,TPI_wk_650_999_LTHC_NS,TPI_wk_650_999_Tot,TPI_wk_1000_1749_Arth,TPI_wk_1000_1749_Asth,TPI_wk_1000_1749_Can_rem,TPI_wk_1000_1749_Dem_Alzh,TPI_wk_1000_1749_Dia_ges_dia,TPI_wk_1000_1749_HD_HA_ang,TPI_wk_1000_1749_Kid_dis,TPI_wk_1000_1749_LC_COPD_emph,TPI_wk_1000_1749_MHC_dep_anx,TPI_wk_1000_1749_Stroke,TPI_wk_1000_1749_oth_LTHC,TPI_wk_1000_1749_no_LTHC,TPI_wk_1000_1749_LTHC_NS,TPI_wk_1000_1749_Tot,TPI_wk_1750_2999_Arth,TPI_wk_1750_2999_Asth,TPI_wk_1750_2999_Can_rem,TPI_wk_1750_2999_Dem_Alzh,TPI_wk_1750_2999_Dia_ges_dia,TPI_wk_1750_2999_HD_HA_ang,TPI_wk_1750_2999_Kid_dis,TPI_wk_1750_2999_LC_COPD_emph,TPI_wk_1750_2999_MHC_dep_anx,TPI_wk_1750_2999_Stroke,TPI_wk_1750_2999_oth_LTHC,TPI_wk_1750_2999_no_LTHC,TPI_wk_1750_2999_LTHC_NS,TPI_wk_1750_2999_Tot,TPI_wk_3000_more_Arth,TPI_wk_3000_more_Asth,TPI_wk_3000_more_Can_rem,TPI_wk_3000_more_Dem_Alzh,TPI_wk_3000_more_Dia_ges_dia,TPI_wk_3000_more_HD_HA_ang,TPI_wk_3000_more_Kid_dis,TPI_wk_3000_more_LC_COPD_emph,TPI_wk_3000_more_MHC_dep_anx,TPI_wk_3000_more_Stroke,TPI_wk_3000_more_oth_LTHC,TPI_wk_3000_more_no_LTHC,TPI_wk_3000_more_LTHC_NS,TPI_wk_3000_more_Tot,TPI_wk_NS_Arth,TPI_wk_NS_Asth,TPI_wk_NS_Can_rem,TPI_wk_NS_Dem_Alzh,TPI_wk_NS_Dia_ges_dia,TPI_wk_NS_HD_HA_ang,TPI_wk_NS_Kid_dis,TPI_wk_NS_LC_COPD_emph,TPI_wk_NS_MHC_dep_anx,TPI_wk_NS_Stroke,TPI_wk_NS_oth_LTHC,TPI_wk_NS_no_LTHC,TPI_wk_NS_LTHC_NS,TPI_wk_NS_Tot,TPI_wk_Tot_Arth,TPI_wk_Tot_Asth,TPI_wk_Tot_Can_rem,TPI_wk_Tot_Dem_Alzh,TPI_wk_Tot_Dia_ges_dia,TPI_wk_Tot_HD_HA_ang,TPI_wk_Tot_Kid_dis,TPI_wk_Tot_LC_COPD_emph,TPI_wk_Tot_MHC_dep_anx,TPI_wk_Tot_Stroke,TPI_wk_Tot_oth_LTHC,TPI_wk_Tot_no_LTHC,TPI_wk_Tot_LTHC_NS,TPI_wk_Tot_Total,CANA_HNA_Arth,CANA_HNA_Asth,CANA_HNA_Can_rem,CANA_HNA_Dem_Alzh,CANA_HNA_Dia_ges_dia,CANA_HNA_HD_HA_ang,CANA_HNA_Kid_dis,CANA_HNA_LC_COPD_emph
UCL513005,158,84,20,33,454,14,313,3224,160,4766,18,32,3,0,11,0,0,3,67,0,23,219,19,349,514,263,178,49,234,270,46,160,451,62,394,985,89,2547,11,10,16,71,18,36,4,16,65,9,78,16,462,589,799,701,290,121,421,390,78,208,1041,89,809,4442,726,8253,44,65,14,0,26,22,0,10,111,7,67,546,37,859,78,71,28,0,38,36,7,18,109,7,78,355,19,668,386,202,123,18,161,173,31,113,316,34,263,747,57,1843,110,94,39,5,62,40,5,23,148,11,100,686,43,1160,95,141,33,0,57,33,12,13,179,3,111,1117,60,1678,43,95,22,0,40,22,0,7,73,3,69,710,27,1029,11,27,12,0,12,17,0,4,13,0,16,215,11,318,20,14,28,94,28,44,6,17,94,16,109,66,469,689,799,701,290,121,421,390,78,208,1041,89,809,4442,726,8253,165,91,63,106,88,105,26,67
UCL514001,124,60,9,24,276,7,170,1656,103,2645,19,27,5,0,14,9,3,3,48,3,16,158,9,260,666,281,187,31,362,249,50,181,399,85,314,851,98,2452,38,9,8,26,20,7,5,14,33,7,30,18,419,532,912,583,260,67,520,333,70,218,749,106,526,2687,632,5884,59,47,13,6,30,23,5,19,64,9,43,306,19,534,83,63,22,0,37,35,4,16,84,10,58,252,21,513,517,224,141,28,273,182,43,141,325,68,240,664,74,1865,121,85,33,4,53,39,10,21,101,10,61,392,27,771,61,74,25,0,59,28,5,13,103,0,51,520,24,851,37,56,9,0,31,21,3,3,36,3,30,421,32,633,9,18,7,0,9,7,0,0,9,0,6,90,5,146,40,8,8,26,25,9,4,9,37,9,36,46,425,566,912,583,260,67,520,333,70,218,749,106,526,2687,632,5884,199,97,66,25,106,80,24,70
UCL514002,56,40,9,13,248,4,168,2587,106,3494,9,9,0,0,4,5,0,0,13,0,3,39,0,69,363,116,156,30,96,168,23,61,161,44,179,709,66,1642,8,0,4,3,0,6,0,4,5,0,0,18,391,418,540,354,226,31,158,214,37,82,422,46,358,3347,566,5629,33,24,16,4,7,6,0,5,29,0,22,174,11,293,49,35,17,3,9,23,5,12,48,3,33,278,20,457,207,90,81,13,58,87,11,32,105,26,116,572,34,1124,93,69,42,0,23,34,5,14,91,4,61,655,21,1000,104,75,32,3,40,38,7,13,99,6,77,864,47,1276,31,52,13,0,12,8,0,5,29,0,37,507,21,673,18,11,12,0,3,7,0,0,14,0,7,250,21,334,12,9,10,3,4,3,4,4,4,0,3,51,397,476,540,354,226,31,158,214,37,82,422,46,358,3347,566,5629,63,15,21,25,15,29,14,15
UCL514003,58,64,18,24,332,13,196,2759,128,3819,6,14,0,0,0,0,0,0,21,0,14,74,4,124,262,101,99,49,83,126,19,53,199,33,220,649,40,1439,0,0,5,0,0,0,0,0,0,0,0,15,377,402,450,396,175,50,148,191,35,80,553,44,426,3498,546,5783,18,12,15,0,8,12,0,0,28,0,30,214,8,316,39,35,16,3,16,22,0,11,68,3,42,299,16,482,188,104,70,44,56,79,14,45,180,39,179,643,37,1284,85,95,28,0,34,28,7,15,105,0,71,712,20,1077,70,91,30,0,25,25,3,3,120,5,65,1022,45,1407,25,51,10,0,9,14,0,0,38,6,26,419,24,570,12,14,0,0,4,8,0,0,12,0,4,159,12,212,4,5,3,4,0,4,0,0,5,0,5,37,381,433,450,396,175,50,148,191,35,80,553,44,426,3498,546,5783,67,24,20,46,22,31,3,15
UCL514004,161,86,20,27,309,5,198,1623,86,2652,11,22,4,0,14,5,3,0,49,0,17,102,5,179,465,209,129,53,318,240,66,113,287,84,250,718,75,1961,20,3,5,0,11,7,3,4,4,5,3,15,533,592,682,486,203,53,506,334,87,143,644,91,464,2460,699,5392,33,36,6,0,31,11,3,9,32,6,35,256,27,423,62,45,17,9,47,40,10,9,71,12,35,226,14,466,363,158,105,40,240,167,49,89,267,56,196,506,46,1463,80,82,29,3,53,42,14,16,103,4,70,379,22,715,83,97,27,5,67,48,3,16,102,7,74,628,29,1011,33,49,10,0,36,15,6,6,49,0,37,330,14,519,7,10,4,0,7,6,0,3,13,0,11,74,3,117,25,14,11,6,21,4,0,7,6,8,5,60,545,684,682,486,203,53,506,334,87,143,644,91,464,2460,699,5392,170,78,50,47,109,93,29,49
UCL515001,11,20,0,3,37,0,24,262,9,402,4,0,0,0,0,0,0,0,4,0,8,3,0,13,163,51,65,20,48,89,19,42,64,26,81,228,13,606,5,0,0,0,0,0,0,0,0,0,0,7,73,82,198,80,74,20,60,107,16,51,103,27,107,501,95,1102,12,10,7,6,0,4,0,5,4,4,5,34,0,67,15,10,0,0,0,10,4,3,10,4,12,57,0,99,117,40,43,11,37,63,14,30,56,21,63,170,17,446,27,12,16,0,5,11,0,12,14,5,14,89,7,171,16,9,0,4,3,10,0,0,8,5,6,102,4,153,5,3,0,0,0,4,0,0,9,0,6,31,0,59,0,0,0,0,0,0,0,0,0,0,3,8,0,18,6,0,0,0,5,4,0,0,0,0,0,10,69,98,198,80,74,20,60,107,16,51,103,27,107,501,95,1102,46,6,19,13,9,19,0,15
UCL515002,23,10,0,3,51,0,25,428,26,627,5,5,0,0,4,0,0,0,5,0,0,8,0,26,82,25,36,3,35,37,5,19,44,10,38,150,8,337,0,0,4,0,0,0,0,0,0,0,0,4,54,60,128,76,47,3,58,51,8,21,102,7,67,590,90,1054,9,15,4,0,10,5,0,0,13,0,10,51,6,97,16,3,0,0,6,9,0,4,15,0,8,49,0,86,53,19,23,0,27,22,3,13,39,3,17,106,8,247,11,10,8,0,7,11,0,0,13,0,5,81,8,141,23,11,4,0,11,5,0,3,20,0,10,141,6,212,9,15,3,0,6,7,0,0,7,0,4,111,11,157,5,3,0,0,0,3,0,0,0,0,0,44,0,50,3,0,0,0,0,0,0,0,0,0,0,9,54,68,128,76,47,3,58,51,8,21,102,7,67,590,90,1054,19,3,3,3,12,13,5,11
UCL515003,33,27,4,13,117,4,72,589,30,921,0,12,0,0,0,0,0,0,10,0,3,27,0,50,218,80,72,20,81,77,13,56,145,31,123,284,24,834,8,6,0,0,0,0,0,0,0,0,0,3,123,143,314,169,101,20,123,110,19,70,274,35,204,907,177,1947,14,11,6,0,13,0,0,0,25,6,20,83,11,154,33,30,10,3,8,19,0,5,32,6,20,88,4,193,175,70,45,20,64,60,13,46,121,18,99,228,20,647,43,21,17,0,18,12,0,7,27,7,24,167,10,298,29,19,7,0,6,8,0,7,27,0,26,178,7,282,14,9,7,0,5,0,0,0,22,0,15,115,7,180,0,0,0,0,3,0,0,0,6,0,0,28,6,41,8,0,0,0,3,7,0,3,4,0,3,11,125,156,314,169,101,20,123,110,19,70,274,35,204,907,177,1947,54,20,13,20,29,26,3,17
UCL515004,39,17,4,10,126,0,68,704,45,1065,4,10,0,0,7,5,0,3,12,0,10,25,3,58,95,47,34,3,59,47,6,20,76,20,77,153,14,427,0,3,0,0,0,0,0,0,0,0,0,0,113,123,161,152,45,7,101,73,14,32,216,20,149,891,176,1671,12,12,5,0,8,4,0,0,23,0,31,84,0,156,16,7,9,0,10,10,0,4,21,6,13,63,7,124,69,40,15,4,31,28,5,15,59,7,57,125,14,318,23,26,6,0,14,6,0,5,49,4,15,127,16,238,19,40,6,0,14,11,0,4,51,4,29,294,10,443,13,18,3,0,13,5,0,0,13,0,11,142,7,204,0,3,0,0,0,0,0,0,3,0,0,39,0,46,0,0,0,0,5,0,0,0,4,0,0,18,121,145,161,152,45,7,101,73,14,32,216,20,149,891,176,1671,19,19,4,3,10,18,5,10
UCL515005,60,31,6,14,117,4,92,624,55,1066,0,5,0,0,3,5,0,0,9,0,0,20,0,39,211,75,48,14,101,65,21,48,138,20,116,209,28,681,3,3,0,0,0,3,0,0,0,0,0,7,108,126,326,186,69,20,166,106,23,63,263,24,214,854,195,1905,18,13,0,0,10,14,0,0,22,0,19,78,15,162,39,23,5,0,13,6,0,5,38,0,22,74,9,159,145,52,35,10,73,44,19,45,90,13,84,166,22,510,43,38,8,0,29,12,0,10,44,7,45,146,8,294,58,34,10,5,26,22,3,7,48,3,39,215,24,401,17,13,0,0,6,3,0,0,16,0,8,140,7,200,5,3,0,0,7,0,0,0,0,0,0,21,0,28,3,3,0,0,6,4,0,0,0,0,0,16,111,147,326,186,69,20,166,106,23,63,263,24,214,854,195,1905,64,30,21,12,33,25,10,24
UCL515006,88,47,12,26,97,5,93,1145,58,1649,9,12,3,0,12,10,0,0,9,0,5,67,4,106,174,92,57,18,140,114,37,55,98,25,123,406,56,990,13,4,0,4,0,3,3,3,5,0,10,14,580,620,272,233,91,23,238,180,55,90,212,31,227,1631,704,3366,15,10,6,0,9,15,0,0,9,0,16,111,8,181,37,30,7,3,37,27,8,11,23,0,19,132,15,255,116,70,42,6,87,82,24,45,67,26,93,333,32,753,34,28,15,0,30,7,4,10,35,3,35,285,8,438,43,51,15,0,36,28,0,11,34,0,27,427,16,622,14,22,5,0,17,8,0,3,20,4,16,234,14,334,6,6,0,0,4,4,0,0,4,0,9,72,0,101,22,9,0,13,12,9,8,3,12,0,16,31,596,683,272,233,91,23,238,180,55,90,212,31,227,1631,704,3366,59,24,17,16,44,37,15,19
UCL515007,22,16,0,0,104,0,60,738,44,1037,0,0,0,0,0,0,0,0,3,0,0,17,0,26,63,21,17,5,17,27,13,6,29,12,26,158,7,311,0,0,0,0,0,0,0,0,0,0,0,4,138,141,97,88,26,5,37,44,11,8,132,9,81,924,187,1512,3,7,0,0,6,0,0,0,12,0,6,71,0,94,16,7,0,0,0,4,3,0,9,0,12,58,8,107,40,24,15,3,16,17,9,6,37,4,22,180,6,308,23,23,3,4,5,9,0,4,25,0,12,158,4,237,10,15,7,0,6,3,0,0,28,3,23,246,9,334,7,11,0,0,4,9,0,0,16,0,11,155,6,215,3,5,0,0,0,0,0,0,4,0,6,52,3,69,0,0,0,0,0,0,0,0,0,0,0,5,140,146,97,88,26,5,37,44,11,8,132,9,81,924,187,1512,14,0,3,5,5,11,6,4
UCL515008,16,0,0,0,35,0,48,499,36,692,0,4,0,0,0,0,0,0,3,0,3,9,0,16,9,10,6,0,3,0,0,0,19,0,9,64,9,115,0,0,0,0,0,0,0,0,0,0,0,3,105,104,43,71,13,0,21,10,5,3,59,3,57,576,144,928,3,13,0,0,0,0,6,0,11,0,7,42,3,79,0,5,0,0,0,0,0,0,3,0,0,25,4,38,5,5,4,0,3,6,0,0,11,0,8,46,4,59,5,4,5,0,3,0,0,0,3,0,3,56,5,81,9,13,0,0,9,6,0,0,11,0,15,108,12,163,9,14,0,0,4,0,0,0,11,0,10,140,11,190,10,15,0,0,4,0,0,0,0,0,14,159,10,210,0,0,0,0,0,0,0,0,0,0,0,6,106,113,43,71,13,0,21,10,5,3,59,3,57,576,144,928,0,5,7,0,0,0,0,0
UCL515009,38,21,6,11,127,0,78,711,30,1094,4,7,0,0,0,0,0,0,9,0,3,26,3,49,285,102,94,24,114,120,19,67,164,24,139,406,31,1092,6,3,0,0,4,0,0,0,0,0,4,11,203,220,376,210,115,23,154,144,20,76,301,27,224,1154,264,2457,10,24,3,0,4,5,0,4,24,0,9,124,7,177,32,21,13,0,12,18,0,3,30,0,22,126,15,239,214,70,65,14,76,80,10,48,124,15,111,309,11,800,51,32,18,10,30,17,3,8,56,4,26,194,7,375,46,35,14,0,14,19,3,3,38,0,30,231,11,383,13,14,3,0,11,7,0,3,17,0,12,116,7,181,9,8,4,0,6,0,0,0,0,0,8,36,0,58,8,5,0,7,3,0,0,6,8,0,5,17,205,243,376,210,115,23,154,144,20,76,301,27,224,1154,264,2457,60,31,13,24,30,24,7,22
UCL515010,60,36,11,16,73,6,62,687,30,1028,0,0,0,0,0,0,0,0,3,0,6,43,0,54,70,30,24,27,91,42,38,15,33,11,58,382,26,669,3,0,0,0,4,4,0,0,0,0,0,11,601,614,149,122,46,29,155,81,49,31,109,19,127,1124,653,2362,7,5,0,0,15,5,0,0,6,0,7,94,7,133,9,3,3,0,14,8,4,0,7,0,7,138,0,177,61,26,18,24,68,28,23,7,24,15,47,210,18,439,19,21,7,0,16,11,6,7,16,0,23,124,3,202,41,31,12,0,18,17,4,3,27,3,22,312,18,459,13,27,3,0,16,5,0,3,19,0,19,180,8,275,0,0,0,0,5,6,0,0,3,0,6,40,4,57,3,0,0,0,3,0,4,3,0,0,0,29,589,627,149,122,46,29,155,81,49,31,109,19,127,1124,653,2362,27,8,6,24,31,17,14,6
UCL515011,52,20,5,15,122,0,74,720,48,1128,3,5,0,0,4,7,0,0,13,0,4,27,0,61,240,93,73,24,115,112,16,51,147,30,116,336,38,950,8,7,3,0,0,3,0,0,0,0,0,12,115,133,349,191,95,24,175,142,29,64,283,34,195,1090,205,2273,31,12,8,5,15,12,3,10,40,8,28,97,8,199,36,15,11,0,20,11,0,0,37,3,23,116,3,224,175,67,50,24,84,85,10,39,105,24,79,239,29,673,39,37,10,0,19,7,3,4,38,0,18,207,12,364,48,28,3,0,13,9,0,8,42,0,21,229,14,373,19,19,3,0,11,7,0,0,16,0,16,150,12,226,3,6,0,0,6,0,0,0,4,0,3,37,4,55,5,3,0,0,3,6,0,4,3,0,3,19,116,148,349,191,95,24,175,142,29,64,283,34,195,1090,205,2273,80,26,16,20,32,43,9,23
UCL515012,34,18,10,5,99,0,83,775,47,1160,0,0,0,0,0,0,0,0,11,0,4,21,0,39,60,27,29,0,35,29,3,16,50,4,56,156,18,352,0,0,0,0,0,0,0,0,0,0,0,0,94,98,109,135,48,0,69,47,13,18,158,6,142,950,160,1644,5,12,4,0,4,6,0,0,13,0,11,80,6,133,11,17,5,0,10,6,0,3,23,0,16,68,7,129,35,28,15,0,20,19,5,14,28,3,44,132,11,268,19,22,9,0,7,3,0,6,25,0,19,129,10,221,23,27,8,0,14,9,0,0,38,4,31,251,19,381,9,21,8,0,12,8,0,0,20,0,23,223,7,325,4,6,0,0,0,0,0,0,3,0,4,61,3,78,3,0,0,0,0,0,0,0,0,0,0,9,102,116,109,135,48,0,69,47,13,18,158,6,142,950,160,1644,11,13,5,0,11,5,5,3
UCL515013,27,16,3,5,93,0,76,1221,45,1596,5,4,0,0,0,0,0,0,5,0,4,25,0,38,94,26,37,12,59,47,6,24,52,14,53,196,18,455,0,0,0,0,0,0,0,0,0,0,0,14,188,201,171,120,64,12,84,63,15,31,155,14,137,1458,258,2291,9,6,0,0,9,5,0,0,9,0,7,72,4,106,10,13,3,4,6,3,0,0,16,0,14,96,8,145,68,29,29,6,35,32,4,13,38,3,41,207,11,387,20,23,6,3,3,7,0,0,24,4,22,324,15,419,33,32,13,0,21,13,4,9,41,0,29,407,20,563,21,18,3,0,12,4,3,0,13,0,16,248,5,326,4,6,0,0,3,4,0,0,5,0,4,75,0,95,8,4,9,0,7,4,0,3,10,4,0,32,194,240,171,120,64,12,84,63,15,31,155,14,137,1458,258,2291,25,12,7,13,9,10,0,5
UCL515014,25,8,4,3,29,3,20,283,10,393,4,0,0,0,0,0,0,0,0,0,0,24,0,27,15,20,6,0,34,19,12,4,11,3,16,229,13,329,0,0,0,0,0,0,0,0,0,0,0,5,78,77,23,57,12,0,55,26,18,5,45,7,39,531,98,828,0,0,0,0,0,0,0,0,0,0,0,25,0,26,4,11,0,0,11,10,3,0,3,0,8,105,0,132,9,12,3,0,26,11,4,0,10,3,12,133,9,211,0,3,0,0,4,4,0,0,7,0,5,49,0,67,0,17,4,0,7,0,0,0,16,0,3,132,9,187,0,6,0,0,5,0,0,0,6,0,6,69,0,91,3,0,0,0,0,0,0,0,6,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,3,20,78,102,23,57,12,0,55,26,18,5,45,7,39,531,98,828,5,4,0,0,10,6,8,3
UCL515015,56,24,7,19,89,3,59,841,38,1199,11,3,0,0,5,0,0,0,14,0,0,30,0,49,243,110,77,39,151,127,28,60,133,36,118,317,50,925,9,3,0,0,3,3,0,5,0,4,3,10,120,148,336,207,107,39,213,157,39,78,233,48,177,1200,212,2320,9,13,5,0,10,7,3,0,18,0,14,113,10,171,20,25,4,4,23,16,4,5,27,3,24,87,9,176,193,78,55,9,92,69,13,43,91,22,74,223,23,643,41,30,14,0,28,19,0,6,31,4,20,230,15,351,35,26,11,0,31,11,4,10,30,3,27,378,20,523,10,11,5,0,11,4,0,0,11,0,10,124,3,181,7,3,0,0,0,4,0,3,4,0,3,25,0,45,21,13,11,28,21,31,4,4,29,11,12,21,135,228,336,207,107,39,213,157,39,78,233,48,177,1200,212,2320,84,41,34,42,51,51,21,19
UCL515016,31,29,5,12,61,4,33,447,28,695,3,9,0,0,0,4,0,0,8,0,0,20,0,37,136,36,47,8,58,48,9,23,53,9,59,191,19,498,0,0,3,0,0,0,0,0,0,0,0,8,120,131,199,102,66,8,92,74,14,35,122,14,92,658,171,1364,9,12,9,0,0,4,0,0,7,0,7,52,4,91,26,7,6,0,3,9,3,3,22,3,7,48,5,109,97,38,26,3,41,39,7,21,37,9,37,183,16,406,22,13,13,0,15,9,0,3,15,0,12,110,3,185,17,6,7,0,15,9,0,3,20,0,8,126,13,201,15,12,6,0,11,5,0,3,11,0,5,97,0,155,6,4,0,0,4,3,0,0,3,0,3,31,3,53,6,5,3,0,5,4,0,0,4,4,0,12,127,152,199,102,66,8,92,74,14,35,122,14,92,658,171,1364,36,6,8,3,12,13,7,10
UCL515017,17,11,0,10,39,5,26,372,20,529,3,0,0,0,0,0,0,0,9,0,0,10,0,21,86,29,30,9,46,41,12,23,43,11,41,152,16,387,0,0,0,0,0,0,0,0,0,0,0,4,170,171,127,69,45,8,61,51,11,32,88,14,72,535,202,1106,5,0,3,3,4,4,0,3,6,0,3,38,3,61,16,8,7,0,6,4,3,3,14,0,7,45,0,92,66,22,20,3,28,25,6,20,39,12,36,140,11,311,18,8,5,0,8,5,0,0,16,0,6,99,8,156,9,7,3,0,4,4,0,3,11,0,9,125,9,177,8,9,0,0,5,4,0,0,5,0,5,56,4,90,0,3,0,0,3,0,0,0,0,0,0,20,5,31,3,5,0,0,5,0,5,0,3,0,0,16,170,194,127,69,45,8,61,51,11,32,88,14,72,535,202,1106,16,5,6,3,3,8,3,6
UCL515018,38,22,4,8,74,0,41,467,22,719,0,3,0,0,5,0,0,0,4,0,0,26,3,41,57,42,21,0,37,25,7,22,58,6,38,146,7,316,0,0,0,0,0,0,0,0,0,0,0,4,208,211,109,126,30,0,78,48,9,32,136,7,75,641,237,1290,16,13,4,0,8,4,0,4,29,0,11,103,4,153,13,10,6,0,9,3,0,5,10,0,9,38,0,81,31,30,13,0,20,22,5,16,34,6,15,76,8,188,9,11,5,0,12,3,0,0,12,0,13,58,0,102,14,20,6,0,6,5,0,0,17,0,12,107,9,184,11,25,0,0,16,13,0,0,15,0,9,160,4,231,7,13,0,0,3,3,0,3,4,0,4,83,0,119,7,6,0,0,0,0,0,0,0,0,0,18,214,240,109,126,30,0,78,48,9,32,136,7,75,641,237,1290,16,10,7,0,11,11,6,8
UCL515019,71,31,6,15,127,3,96,1089,28,1563,7,10,0,0,8,4,0,0,21,0,6,58,0,92,231,89,61,31,155,103,35,39,124,35,98,391,38,956,11,10,0,3,3,4,0,0,8,0,12,20,260,308,366,232,96,34,235,141,43,49,282,37,211,1562,331,2929,20,10,5,11,20,6,0,0,16,0,15,157,7,236,34,19,8,0,27,12,5,8,28,5,20,129,8,237,165,71,44,11,113,73,15,29,110,22,63,328,22,741,61,54,18,3,35,21,5,7,50,7,31,381,14,592,38,39,10,0,19,15,5,0,41,0,37,357,12,508,17,18,3,0,10,9,0,0,17,0,17,141,6,222,4,6,0,0,0,3,0,0,3,0,7,29,0,46,23,17,4,9,12,4,0,7,13,3,21,27,264,343,366,232,96,34,235,141,43,49,282,37,211,1562,331,2929,70,20,22,23,46,40,14,14
UCL515020,66,37,11,25,138,0,113,1466,65,2064,4,3,0,0,5,3,0,0,3,0,3,64,3,78,55,42,23,9,91,43,37,14,40,15,57,419,41,704,0,0,0,0,0,0,0,0,0,0,3,20,574,607,152,204,53,11,162,87,50,35,183,15,170,1968,691,3452,10,16,9,0,13,11,4,3,15,0,10,132,10,192,16,12,4,0,24,11,10,4,7,5,13,138,8,208,38,26,10,7,48,24,25,7,32,7,30,257,17,429,18,31,0,0,11,8,6,0,32,4,21,258,16,367,41,74,20,0,34,21,5,11,66,0,66,647,28,935,18,35,9,0,19,10,0,10,24,0,24,365,18,511,9,9,4,0,3,0,5,0,8,0,0,83,3,116,0,3,0,0,3,0,0,0,4,0,3,95,584,703,152,204,53,11,162,87,50,35,183,15,170,1968,691,3452,22,7,9,4,22,13,15,9
