UCL_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
UCL515006,5,5,17,29,13,20,11,5,0,112,5,5,20,19,29,16,3,0,0,84,0,4,4,3,4,6,4,0,0,21,0,0,5,3,8,10,0,0,0,29,10,13,20,8,26,19,8,0,0,103,0,0,0,4,0,0,0,0,0,12,5,15,8,9,16,9,0,0,0,63,0,5,8,3,14,8,0,0,0,35,0,0,11,5,12,22,7,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,0,0,3,0,0,0,7,0,4,0,0,0,0,0,0,0,9,0,0,9,0,11,6,3,0,0,34,4,0,17,22,12,12,3,0,0,77,0,0,6,7,8,9,4,0,0,36,0,4,10,9,15,15,3,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,4,0,0,33,5,0,9,7,8,5,7,0,0,45
UCL515007,4,0,5,4,7,9,0,0,0,24,0,0,17,41,19,12,0,0,0,89,3,0,7,24,14,4,7,0,0,66,0,0,0,5,4,0,0,0,0,5,9,4,9,35,20,15,4,0,0,98,0,0,0,3,0,0,0,0,0,9,4,3,0,4,3,4,0,0,0,17,9,3,3,19,9,0,0,0,0,34,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,10,6,7,0,0,0,16,0,0,0,7,5,4,0,0,0,18,0,0,0,8,10,6,0,0,0,27,0,0,4,3,8,9,0,0,0,21,0,0,4,9,5,0,4,0,0,20,0,0,0,4,0,0,0,0,0,5,0,0,4,0,4,0,0,0,0,14,0,0,0,7,6,4,0,0,0,24
UCL515008,0,0,0,0,0,0,0,0,0,3,0,9,18,59,50,35,0,0,0,170,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,3,3,13,13,7,5,3,0,0,48,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,13,0,0,3,0,5,0,0,0,27,3,0,6,7,11,10,5,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,9,0,0,0,3,0,6,0,0,0,10,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,7,0,0,6,7,8,0,0,0,0,13
UCL515009,5,0,0,3,7,3,0,0,0,15,0,0,6,7,7,8,5,0,0,33,6,0,4,12,9,6,3,0,0,41,0,0,0,0,0,0,0,0,0,4,7,7,23,22,15,12,3,0,0,86,0,0,0,5,3,0,0,0,0,12,11,0,6,3,13,6,0,0,0,51,11,6,4,3,6,4,4,0,0,40,4,0,0,4,8,9,0,0,0,25,0,0,0,0,0,0,3,0,0,8,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,3,0,0,0,5,0,0,0,6,10,3,8,0,0,30,0,0,3,0,5,7,0,0,0,17,0,0,3,7,10,8,0,0,0,34,0,0,5,14,12,13,5,0,0,46,0,0,0,6,5,6,6,3,0,31,0,0,0,0,4,0,0,0,0,9,0,0,3,4,4,6,0,0,0,17,5,0,0,3,5,3,0,0,0,21
UCL515010,6,0,0,0,3,0,0,0,0,8,0,0,4,7,3,0,0,0,0,20,0,0,0,0,0,4,0,0,0,5,0,0,0,4,0,4,0,0,0,6,0,3,14,4,16,24,8,0,0,67,0,0,4,0,0,0,0,0,0,3,8,0,4,4,5,0,4,0,0,29,0,0,5,3,3,4,8,0,0,26,0,8,7,8,11,10,10,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,6,3,0,3,0,0,0,17,0,0,23,19,16,26,8,0,0,88,0,8,7,8,4,4,9,0,0,41,0,3,18,17,13,14,6,0,0,71,0,3,7,0,0,0,3,0,0,18,0,0,11,3,6,7,3,0,0,32,0,0,8,5,0,8,5,0,0,21
UCL515011,4,6,12,13,12,11,3,3,0,63,0,4,22,24,39,14,9,0,0,101,4,0,3,12,10,15,0,0,0,41,0,0,0,0,4,0,0,0,0,15,5,0,17,21,15,19,11,0,0,94,4,0,0,3,0,0,5,0,0,11,12,3,9,3,5,4,0,0,0,41,0,0,0,6,6,0,0,0,0,16,0,0,3,4,17,10,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,0,0,0,0,0,7,0,4,3,6,5,0,0,0,0,24,0,0,6,11,10,7,0,0,0,33,0,0,0,3,7,0,0,0,0,14,6,0,4,0,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,4,3,3,5,0,6,4,0,0,0,20,0,5,9,4,8,13,0,0,0,36
UCL515012,0,0,3,6,7,0,0,0,0,18,0,5,25,31,35,11,0,0,0,107,4,3,0,0,0,3,0,0,0,11,0,0,4,0,0,0,0,0,0,3,9,9,33,26,13,7,3,0,0,100,0,0,3,6,6,6,0,0,0,16,11,8,8,3,0,3,0,0,0,41,15,4,0,0,0,5,0,0,0,23,0,0,12,6,14,9,3,0,0,47,0,0,0,6,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,9,0,0,0,0,0,3,0,0,0,5,0,0,3,10,6,0,0,0,0,21,0,0,4,0,0,0,0,0,0,9,0,3,23,10,16,18,4,0,0,77,0,0,4,7,8,4,0,0,0,26,0,4,6,0,0,4,0,0,0,21,0,4,0,0,0,0,0,0,0,4,0,0,4,7,4,8,0,0,0,24,0,0,9,7,0,4,5,0,0,22
UCL515013,4,0,6,3,0,4,6,0,0,26,0,4,14,12,13,3,0,0,0,53,0,6,6,6,0,5,0,0,0,23,0,0,3,4,0,4,0,0,0,16,8,13,33,24,26,16,4,0,0,129,0,0,3,0,0,4,0,0,0,11,20,3,9,8,13,8,0,0,0,64,3,9,21,15,10,5,0,0,0,66,0,9,18,18,18,16,4,0,0,82,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,11,0,3,25,29,26,18,5,0,0,108,6,0,6,10,6,0,0,0,0,28,0,3,15,21,16,14,4,0,0,75,0,0,0,10,8,4,0,0,0,25,0,0,3,0,0,4,0,0,0,10,0,0,0,4,3,0,0,0,0,10,4,0,0,5,11,0,0,0,0,30,0,3,15,13,5,10,0,0,0,53
UCL515014,0,3,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,11,4,5,0,0,0,0,11,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,9,3,4,3,0,0,0,22,0,5,12,6,12,3,7,0,0,45,0,0,8,7,7,3,4,0,0,33,0,0,0,0,0,5,0,0,0,3,0,0,4,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
UCL515015,0,6,13,12,5,7,0,0,0,55,0,0,13,16,18,6,0,0,0,54,13,20,91,60,42,27,5,0,0,260,0,0,0,3,0,0,0,0,0,6,8,8,14,11,13,15,4,0,0,76,0,0,0,0,3,0,0,0,0,13,6,8,6,5,3,8,0,0,0,29,3,0,5,3,3,0,0,0,0,12,0,0,0,8,0,8,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,6,0,4,0,3,0,0,13,0,0,6,4,9,9,4,0,0,40,0,0,0,3,7,5,4,0,0,16,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,4,5,6,0,0,0,23,0,3,5,12,8,3,4,0,0,35
UCL515016,0,0,0,5,7,6,4,4,0,19,0,0,12,11,20,16,4,0,0,61,0,0,4,3,3,8,0,0,0,23,0,0,5,0,3,0,0,0,0,11,0,3,7,10,15,16,9,0,0,64,0,0,0,0,3,0,0,0,0,3,6,5,4,0,5,9,4,0,0,25,0,0,7,5,0,4,4,0,0,22,0,0,4,0,5,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,0,7,0,0,6,6,9,10,3,0,0,35,0,0,3,0,0,3,0,0,0,12,0,0,4,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,5,0,0,0,0,0,0,10,0,3,6,0,3,3,0,0,0,18
UCL515017,0,0,9,7,9,5,3,0,0,37,0,4,4,9,8,6,0,0,0,38,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,13,5,17,5,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,16,8,3,8,3,8,11,3,0,0,53,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,0,0,0,0,4,6,0,0,0,14,0,0,0,0,8,0,0,0,0,8,0,0,0,3,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,8,0,0,3,3,5,4,3,0,0,21
UCL515018,0,0,0,0,0,0,0,0,0,0,5,19,60,62,59,53,3,4,0,267,0,0,5,0,8,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,17,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,3,4,3,7,4,0,0,18,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,5,0,0,4,3,0,0,0,14
UCL515019,3,3,22,15,18,20,11,3,0,103,0,0,7,0,4,5,0,0,0,15,8,20,60,39,37,31,3,0,0,202,4,6,4,5,3,6,0,0,0,23,4,4,18,11,6,16,3,0,0,63,3,10,11,14,8,9,0,0,0,55,10,10,12,9,10,11,3,0,0,64,6,3,4,9,4,8,0,0,0,28,0,0,3,6,11,7,5,0,0,37,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,4,0,0,15,0,4,5,6,5,3,6,0,0,22,0,0,9,9,12,12,3,0,0,49,0,0,7,6,9,4,4,0,0,28,0,0,0,5,10,12,10,0,0,39,0,0,0,0,0,0,0,0,0,0,8,12,5,3,6,7,3,0,0,51,6,7,9,6,8,15,0,0,0,49
UCL515020,3,7,35,20,16,12,6,0,0,95,0,0,12,9,7,5,0,0,0,30,0,0,4,0,0,0,0,0,0,9,0,0,3,9,7,8,0,0,0,33,7,14,35,31,19,20,9,0,0,130,0,0,5,0,0,0,0,0,0,14,7,5,17,11,9,6,4,0,0,55,4,8,18,11,11,9,0,0,0,54,3,18,22,11,6,13,6,0,0,78,0,0,5,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,6,0,0,9,0,8,3,0,0,0,18,3,0,4,5,9,5,4,0,0,36,0,3,26,44,28,21,11,0,0,134,0,0,12,13,18,12,6,0,0,65,0,3,24,19,20,20,8,0,0,90,0,0,5,0,3,0,0,0,0,7,4,4,16,10,7,12,0,0,0,51,5,5,18,17,12,15,5,3,0,73
UCL515021,0,0,5,0,11,6,5,0,0,20,0,0,8,8,3,6,0,0,0,21,3,4,6,5,0,12,3,0,0,31,0,0,4,4,3,8,0,0,0,15,7,7,17,16,19,9,3,0,0,76,0,0,4,0,9,0,0,0,0,15,11,0,5,9,5,3,0,0,0,32,16,0,4,4,0,0,0,0,0,27,0,0,0,6,12,6,0,0,0,17,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,5,0,0,0,11,0,0,0,0,7,3,0,0,0,15,0,0,0,10,7,20,4,0,0,44,0,0,3,4,4,11,0,0,0,28,0,5,4,3,3,9,4,0,0,23,0,0,0,0,0,4,0,0,0,7,0,4,3,5,3,3,0,0,0,18,0,4,5,0,6,0,0,0,0,16
UCL515022,8,22,45,39,21,30,13,3,0,183,0,0,15,9,5,4,3,0,0,39,7,11,13,17,11,16,5,0,0,86,0,0,3,5,3,3,0,0,0,18,8,21,29,13,15,18,4,0,0,117,3,0,4,3,9,5,0,0,0,30,10,8,20,21,24,12,0,0,0,95,11,6,3,7,6,7,3,0,0,34,3,7,4,13,12,23,8,3,0,79,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,5,0,6,0,0,0,0,10,0,0,7,6,5,4,0,0,0,22,0,3,19,18,19,16,3,0,0,85,0,0,6,11,11,9,3,0,0,36,0,0,4,5,10,9,3,0,0,33,0,0,0,0,0,0,0,0,0,7,4,5,12,3,7,11,0,0,0,50,5,10,8,7,14,11,5,3,0,62
UCL515023,0,8,11,7,9,10,8,3,0,54,0,0,0,11,10,6,0,0,0,35,3,0,5,5,5,3,0,0,0,22,0,0,17,7,7,3,0,0,0,39,0,6,7,17,10,5,4,0,0,40,4,10,11,14,9,13,0,0,0,61,8,9,14,3,4,6,0,0,0,47,0,0,0,0,5,3,0,0,0,14,3,5,19,0,12,19,8,0,0,73,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,6,3,0,0,0,12,0,5,13,5,9,14,3,0,0,47,0,0,7,6,3,5,6,0,0,23,0,0,3,5,8,4,0,0,0,23,0,0,0,0,0,0,0,0,0,6,4,6,9,6,9,3,3,0,0,37,4,0,6,0,6,0,0,0,0,26
UCL515024,0,5,11,12,7,3,4,0,0,49,0,0,6,5,3,5,3,0,0,20,0,0,0,0,0,3,0,0,0,9,0,0,4,0,4,6,0,0,0,12,3,8,13,8,3,6,0,0,0,43,4,6,7,3,4,8,0,0,0,33,4,0,4,5,5,9,3,0,0,29,3,0,0,0,0,0,0,0,0,9,0,0,0,4,6,10,7,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,5,3,0,0,0,3,0,0,3,4,10,8,3,0,0,30,0,0,5,5,6,4,8,0,0,16,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,4,8,5,5,4,0,0,0,30,0,0,0,0,5,4,0,0,0,14
UCL515025,7,3,17,11,18,10,7,4,0,73,0,0,0,0,0,4,0,0,0,14,4,8,10,10,10,3,3,0,0,50,0,0,0,0,0,0,0,0,0,0,4,3,7,10,3,3,3,0,0,43,0,3,0,0,4,0,0,0,0,9,9,0,8,3,0,3,0,0,0,32,3,0,0,5,4,0,0,0,0,15,0,5,8,0,4,8,8,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,5,3,0,0,0,0,0,8,0,0,4,5,14,10,0,0,0,30,0,0,0,3,7,4,0,0,0,13,0,6,3,0,0,5,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,5,0,0,0,20,0,0,0,3,0,6,0,0,0,22
UCL515026,0,0,0,3,5,0,0,0,0,15,0,0,18,18,21,12,0,0,0,69,3,13,20,13,10,9,4,0,0,62,0,0,3,0,0,4,0,0,0,12,9,20,49,19,26,10,8,0,0,137,0,3,5,5,0,0,0,0,0,25,0,6,5,3,7,0,0,0,0,25,3,3,0,0,0,0,0,0,0,13,4,5,9,8,17,12,0,0,0,55,0,4,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,0,4,5,5,4,0,0,0,0,27,4,0,4,6,3,4,0,0,0,20,0,0,8,9,8,7,3,0,0,36,0,0,6,0,0,0,0,0,0,13,0,0,5,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,8,6,9,0,7,3,0,0,0,38,3,0,16,5,4,8,0,0,0,42
UCL515027,3,15,28,16,14,14,5,0,0,95,0,0,15,5,5,5,0,0,0,21,7,8,20,13,12,8,8,0,0,67,0,5,7,3,6,3,0,0,0,27,6,12,21,14,26,18,7,0,0,102,0,0,12,3,4,6,0,0,0,28,12,6,7,12,12,12,7,0,0,72,3,0,4,4,6,3,0,0,0,25,0,3,7,8,4,13,4,0,0,51,0,0,5,0,0,0,0,0,0,8,0,5,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,7,0,0,0,4,0,0,0,6,0,3,4,0,0,16,0,3,9,14,16,21,6,0,0,61,0,3,8,3,8,14,9,0,0,45,0,3,14,17,12,5,11,0,0,58,0,0,0,4,0,0,0,0,0,12,9,6,14,8,10,8,0,0,0,58,0,3,5,4,13,7,3,0,0,39
UCL515028,0,0,3,0,0,0,0,0,0,3,8,25,146,198,158,107,18,0,0,653,0,0,5,3,0,0,0,0,0,11,0,3,6,7,5,7,0,0,0,33,6,14,34,17,9,9,4,0,0,98,0,0,22,21,11,3,0,0,0,57,16,10,18,3,9,0,0,0,0,59,8,4,10,5,4,0,0,0,0,31,6,3,14,11,10,13,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,6,6,0,0,0,33,0,0,7,3,5,0,0,0,0,23,0,0,6,3,12,6,0,0,0,30,0,0,14,4,12,10,4,0,0,47,0,5,0,5,4,6,0,0,0,26,0,0,9,0,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,20,10,4,5,0,0,0,50,0,0,22,13,7,5,0,0,0,47
UCL515029,0,0,0,0,0,0,0,0,0,0,0,13,69,93,80,56,9,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,12,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,3,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,4,0,0,4,0,0,0,0,0,8
UCL515030,0,0,7,6,3,7,0,0,0,24,0,5,25,32,36,27,3,0,0,130,3,8,24,31,42,35,9,0,0,143,0,0,0,3,4,4,0,0,0,21,9,12,25,37,13,16,9,0,0,117,0,6,0,4,0,0,0,0,0,14,12,6,8,5,4,4,0,0,0,41,15,3,6,0,5,0,4,0,0,30,0,0,5,4,4,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,4,6,8,0,0,0,16,0,3,3,6,7,3,3,0,0,18,0,0,8,3,14,12,3,0,0,41,0,0,8,0,4,3,0,0,0,17,0,7,3,4,6,0,7,0,0,21,0,0,6,0,0,0,0,0,0,14,9,3,5,0,3,3,0,0,0,32,3,4,4,7,0,10,0,0,0,25
UCL515031,0,6,6,16,12,4,21,3,0,68,0,3,8,17,26,18,12,0,0,97,0,0,3,6,7,8,0,0,0,34,0,0,0,3,0,0,0,0,0,13,5,4,12,22,18,18,7,0,0,88,0,0,0,0,4,4,0,0,0,16,11,3,4,3,3,4,3,0,0,33,6,0,8,4,3,3,0,0,0,35,0,0,3,4,9,16,5,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,5,3,0,4,0,0,0,13,0,0,0,0,0,0,4,0,0,7,0,0,5,0,5,9,0,0,0,19,0,0,0,0,5,7,3,0,0,12,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,6,5,0,6,4,18,5,6,0,45
UCL515032,0,3,0,0,6,3,0,0,0,11,4,3,13,14,25,15,4,0,0,78,0,3,6,9,13,5,0,0,0,38,0,0,0,0,6,0,0,0,0,9,3,5,16,17,30,10,0,0,0,87,0,4,0,0,3,0,0,0,0,8,4,0,3,0,6,0,0,0,0,25,3,3,0,0,0,3,0,0,0,6,0,0,0,3,12,10,3,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,6,4,3,9,0,0,0,16,0,0,5,3,7,0,0,0,0,11,0,0,3,5,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,6,4,0,3,0,0,0,0,15,0,3,0,0,11,7,0,0,0,34
