UCL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL522055,..,0,5,9,11,10,10,4,0,41,..,0,0,9,6,3,0,0,0,12,..,0,0,0,0,0,0,0,0,0,21,..,..,..,..,..,..,..,..,21,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,8,..,0,4,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,21,7,6,12,26,18,11,4,0,101,..,0,9,9,12,5,4,4,0,40,..,0,4,7,6,0,0,0,0,20,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522056,..,0,5,12,6,14,8,4,0,46,..,0,0,0,3,4,0,0,0,16,..,0,0,0,5,3,0,0,0,10,23,..,..,..,..,..,..,..,..,23,..,3,..,..,..,..,..,..,..,3,..,3,5,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,3,..,0,3,5,7,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,23,14,13,21,23,20,10,8,0,130,..,0,7,9,6,6,8,4,0,48,..,6,7,5,3,0,4,0,0,14,..,0,0,0,3,0,0,0,0,13,43,..,..,..,..,..,..,..,..,43,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,6,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0
UCL522057,..,0,4,0,8,4,0,0,0,21,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,9,0,0,0,0,0,0,10,..,0,7,3,0,0,0,0,0,13,0,0,6,3,0,0,0,0,0,3,11,0,14,13,8,8,0,0,0,62,..,0,0,3,4,3,0,0,0,16,..,0,4,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522058,..,0,0,0,0,7,7,5,5,26,..,4,3,8,0,3,5,0,0,17,..,0,0,5,3,0,0,0,0,4,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,5,0,0,0,0,0,0,7,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,8,11,0,0,25,0,4,0,0,0,0,0,0,0,4,13,20,6,12,11,24,13,7,6,120,..,0,5,5,10,8,3,6,0,26,..,7,7,4,3,0,0,0,0,14,..,0,7,4,0,0,0,0,0,11,34,..,..,..,..,..,..,..,..,34,..,10,..,..,..,..,..,..,..,10,..,3,6,0,0,0,0,0,0,8,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL522059,..,0,6,5,6,9,11,12,0,52,..,0,5,9,0,0,3,0,0,15,..,0,0,0,0,0,0,0,0,0,22,..,..,..,..,..,..,..,..,22,..,8,..,..,..,..,..,..,..,8,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,9,12,4,0,29,0,0,0,0,0,0,0,0,0,4,25,8,7,18,16,18,26,17,3,135,..,0,6,0,9,6,10,7,0,47,..,0,4,0,3,0,0,0,0,17,..,0,4,3,3,5,0,0,0,16,25,..,..,..,..,..,..,..,..,25,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,6,..,0,0,0,0,0,0,0,0,0
UCL522060,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,4,0,7,0,0,0,0,18,..,0,0,0,0,4,0,0,0,5,..,0,0,0,7,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,4
UCL522061,..,0,0,0,8,17,16,12,0,56,..,0,3,0,8,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,0,0,4,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,3,6,11,13,14,0,39,0,0,0,0,0,0,0,0,0,6,13,5,8,5,21,29,30,27,0,143,..,0,0,6,0,22,12,8,0,55,..,0,4,0,0,3,0,0,0,11,..,0,0,8,0,0,0,0,0,7,12,..,..,..,..,..,..,..,..,12,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL522062,..,3,13,4,8,0,0,0,0,32,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,41,..,..,..,..,..,..,..,..,41,..,0,..,..,..,..,..,..,..,0,..,7,0,0,0,0,0,0,0,12,..,4,6,5,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,38,16,22,12,17,3,0,3,0,116,..,3,10,7,11,0,0,0,0,35,..,0,0,0,0,0,0,0,0,3,..,0,4,6,4,0,0,0,0,8,30,..,..,..,..,..,..,..,..,30,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,8,..,5,6,4,0,5,0,0,0,20,..,0,0,0,0,0,0,0,0,0
UCL522063,..,0,0,10,4,4,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,23,..,..,..,..,..,..,..,..,23,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,10,..,6,3,6,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,23,17,13,18,3,4,0,0,0,79,..,0,3,7,6,0,0,0,0,21,..,0,0,0,0,0,0,0,0,0,..,0,5,4,0,3,0,0,0,17,15,..,..,..,..,..,..,..,..,15,..,7,..,..,..,..,..,..,..,7,..,3,0,3,0,0,0,0,0,6,..,0,0,0,0,4,0,0,0,9,..,0,0,0,0,0,0,0,0,0
UCL522064,..,8,10,10,7,4,0,0,0,44,..,3,0,0,0,0,0,0,0,11,..,0,0,5,3,0,0,0,0,13,51,..,..,..,..,..,..,..,..,51,..,3,..,..,..,..,..,..,..,3,..,17,11,3,5,0,0,0,0,32,..,12,7,6,3,0,0,0,0,30,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,4,0,0,0,0,6,4,0,0,0,0,0,0,0,0,5,52,45,41,26,25,11,4,0,0,209,..,7,13,8,5,4,0,0,0,43,..,6,8,0,0,0,0,0,0,7,..,9,9,12,8,0,4,0,0,39,46,..,..,..,..,..,..,..,..,46,..,3,..,..,..,..,..,..,..,3,..,15,4,3,0,0,0,0,0,27,..,7,9,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0
UCL522065,..,0,5,0,3,10,6,7,0,32,..,0,6,0,0,4,0,0,0,10,..,0,0,0,0,0,0,0,0,0,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,10,0,0,19,0,3,0,0,4,0,0,0,0,5,20,10,15,4,7,15,15,8,0,104,..,0,7,5,0,11,9,0,0,31,..,0,0,0,5,3,0,0,0,6,..,0,0,4,0,0,0,0,0,10,14,..,..,..,..,..,..,..,..,14,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL522066,..,0,6,9,10,4,7,10,0,52,..,0,14,9,5,5,0,0,0,27,..,0,0,0,0,0,0,0,0,0,46,..,..,..,..,..,..,..,..,46,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,7,..,0,6,5,7,3,0,3,0,18,0,0,0,0,0,3,0,0,0,5,43,13,20,24,20,18,14,14,0,170,..,0,13,15,7,11,7,6,0,54,..,4,16,10,6,4,0,0,0,26,..,0,0,4,4,0,0,0,0,9,49,..,..,..,..,..,..,..,..,49,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522067,..,0,0,3,0,0,0,0,0,8,..,0,3,0,4,0,4,0,0,15,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,7,3,3,0,0,22,0,0,0,0,0,0,0,0,0,3,13,7,14,6,15,4,13,0,0,72,..,0,0,4,3,0,0,0,0,7,..,4,4,3,0,0,0,0,0,13,..,0,0,3,5,0,0,0,0,15,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,6,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
UCL522068,..,0,5,7,19,18,11,9,0,70,..,4,3,0,5,3,0,0,0,23,..,0,0,0,0,0,0,0,0,4,38,..,..,..,..,..,..,..,..,38,..,15,..,..,..,..,..,..,..,15,..,3,6,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,3,5,6,0,16,0,0,0,0,0,5,0,0,0,5,38,20,13,18,25,24,16,17,0,179,..,0,6,17,20,20,14,0,0,79,..,4,6,0,3,3,0,0,0,20,..,0,5,3,7,0,0,0,0,16,39,..,..,..,..,..,..,..,..,39,..,8,..,..,..,..,..,..,..,8,..,12,0,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,3,0,..,0,0,0,0,0,0,0,0,0
UCL522069,..,0,3,3,0,6,10,12,0,35,..,0,4,3,0,3,0,0,0,15,..,0,0,0,0,4,0,0,0,7,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,3,0,3,0,8,..,6,4,0,6,13,13,7,0,43,0,0,0,0,0,0,0,0,0,5,13,11,12,17,17,21,24,24,0,131,..,0,6,3,3,4,5,5,0,31,..,0,3,0,0,5,0,0,0,14,..,0,0,5,0,0,0,0,0,10,19,..,..,..,..,..,..,..,..,19,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL522070,..,4,4,6,16,10,16,3,0,57,..,6,8,3,0,5,0,0,0,15,..,0,0,0,0,0,0,0,0,3,35,..,..,..,..,..,..,..,..,35,..,3,..,..,..,..,..,..,..,3,..,4,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,0,0,0,6,..,4,0,0,3,10,6,0,0,25,0,0,0,0,0,4,0,0,0,3,35,14,20,12,21,27,27,3,3,171,..,3,4,9,8,11,16,4,0,59,..,3,3,0,5,0,0,0,0,16,..,0,4,7,4,0,0,0,0,13,36,..,..,..,..,..,..,..,..,36,..,4,..,..,..,..,..,..,..,4,..,3,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522071,..,13,17,13,14,3,0,0,0,64,..,0,4,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,61,..,..,..,..,..,..,..,..,61,..,4,..,..,..,..,..,..,..,4,..,8,6,3,0,0,0,0,0,12,..,12,9,6,4,3,0,0,0,37,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,61,42,43,22,19,14,3,0,0,203,..,16,19,14,13,4,0,0,0,63,..,4,5,6,0,0,0,0,0,17,..,5,11,3,0,0,0,0,0,25,77,..,..,..,..,..,..,..,..,77,..,5,..,..,..,..,..,..,..,5,..,16,0,0,0,0,0,0,0,19,..,3,0,0,0,0,5,0,0,12,..,0,0,0,0,0,0,0,0,0
UCL531001,..,70,1546,4094,5974,7123,6135,2691,437,28078,..,336,1294,1209,1357,1269,684,159,15,6322,..,15,60,203,315,262,133,76,36,1107,12251,..,..,..,..,..,..,..,..,12251,..,2373,..,..,..,..,..,..,..,2373,..,2867,1132,493,342,142,14,0,0,4992,..,316,158,103,118,180,223,113,59,1270,..,150,184,87,102,90,73,24,3,715,..,108,238,138,170,234,204,72,8,1172,..,261,506,559,1057,1623,1569,687,157,6419,206,297,240,226,259,291,291,103,33,1947,12455,6800,5359,7108,9699,11216,9323,3927,753,66643,..,124,2313,5243,6767,7488,5386,1802,182,29292,..,508,1574,1358,1552,1221,442,102,3,6770,..,68,348,647,702,365,216,174,105,2628,11277,..,..,..,..,..,..,..,..,11277,..,2504,..,..,..,..,..,..,..,2504,..,1737,665,209,136,99,21,0,0,2868,..,224,85,47,89,206,269,255,177,1358,..,188,160,71,68,64,35,22,7,611
UCL579997,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL599994,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,96,148,195,182,126,107,64,21,8,953,96,148,195,182,126,107,64,21,8,953,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
