UCL_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL513005,2511,2522,5038,401,458,860,47,75,128,42,62,102,56,63,116,14,15,27,1276,1429,2707,5,7,10,8,15,26,7,6,15,0,0,0,1458,1674,3131,154,178,331,41,43,82,2054,2347,4397,368,314,685,4936,5180,10116
UCL514001,2068,1992,4061,479,538,1014,13,17,30,6,3,11,17,11,27,7,0,6,407,450,850,6,8,17,10,9,18,0,0,0,0,0,0,456,502,962,28,36,62,31,25,61,991,1103,2088,318,302,621,3373,3398,6768
UCL514002,1564,1563,3128,604,675,1277,34,40,74,31,37,68,22,25,47,6,3,5,601,679,1277,0,0,0,4,3,14,0,0,0,0,0,0,702,788,1482,129,135,270,19,20,36,1452,1616,3060,317,248,562,3323,3422,6752
UCL514003,1563,1653,3213,569,613,1188,40,44,88,30,37,69,23,23,37,12,19,30,610,683,1288,9,13,20,3,5,12,5,5,7,0,0,0,728,823,1549,229,183,410,27,34,61,1554,1648,3205,303,225,529,3416,3528,6949
UCL514004,1616,1679,3297,446,499,945,9,8,18,20,24,45,23,21,41,8,10,17,472,554,1023,7,0,8,7,0,8,0,0,0,0,0,0,538,624,1161,28,44,81,25,16,41,1036,1187,2226,399,364,766,3052,3238,6291
UCL515001,291,308,601,80,92,176,4,0,0,0,0,0,9,6,6,0,0,0,116,129,248,0,0,0,3,0,6,0,0,0,4,0,7,132,138,274,6,4,15,0,9,10,225,242,473,55,52,103,569,602,1169
UCL515002,348,339,683,59,57,109,0,0,4,4,6,8,0,10,9,0,5,7,135,134,271,0,0,0,0,0,0,0,0,0,0,0,0,149,153,298,20,11,29,3,8,14,233,228,455,42,22,66,627,588,1214
UCL515003,492,572,1059,146,196,337,3,6,7,3,0,6,4,5,5,4,0,5,245,300,541,3,0,3,0,0,0,0,0,0,0,0,0,259,311,573,9,14,25,12,6,20,427,524,951,90,92,186,1008,1192,2202
UCL515004,503,508,1009,78,88,164,19,8,31,7,7,20,25,11,31,3,0,3,274,280,554,0,0,0,0,0,0,9,4,12,0,0,0,337,318,658,30,8,39,6,3,10,449,416,873,81,61,142,1034,992,2027
UCL515005,670,683,1350,67,76,146,0,0,5,4,3,9,4,8,8,0,0,3,265,288,554,4,0,7,3,4,12,0,0,0,0,0,0,283,314,595,6,9,15,8,5,12,365,402,768,82,69,150,1116,1154,2274
UCL515006,906,845,1746,232,276,513,8,14,22,13,15,32,27,19,50,5,5,7,277,265,534,6,5,8,3,8,11,3,0,0,3,0,4,345,333,670,58,52,106,14,17,32,649,671,1325,429,358,788,1989,1877,3858
UCL515007,424,425,850,95,95,190,10,20,27,8,5,12,4,7,8,5,5,11,242,283,521,0,0,4,0,6,4,3,4,4,0,0,0,271,328,592,42,42,85,6,5,14,417,466,885,106,108,214,947,1002,1946
UCL515008,280,236,519,76,58,132,8,0,3,8,4,10,9,13,17,0,0,5,161,158,323,4,5,5,4,0,6,0,0,0,0,4,0,190,186,378,5,19,25,4,0,8,272,263,534,58,63,125,611,567,1177
UCL515009,613,693,1305,213,228,440,6,8,16,13,20,28,11,12,20,0,0,8,318,335,649,0,0,0,6,3,7,0,0,0,0,0,0,348,380,728,17,37,50,11,12,18,586,647,1235,133,146,283,1334,1489,2819
UCL515010,518,486,1003,185,197,383,4,7,9,13,14,30,16,13,25,0,10,11,202,231,440,0,0,0,6,9,18,0,0,0,0,0,0,250,291,536,32,38,70,5,0,10,472,524,1000,361,426,786,1355,1436,2793
UCL515011,691,752,1444,169,197,370,6,10,14,0,4,4,6,5,12,0,6,9,250,273,529,0,0,3,8,4,10,0,0,0,0,0,0,274,302,579,14,35,51,5,7,14,463,540,1007,103,74,176,1258,1370,2629
UCL515012,477,498,968,105,100,206,0,11,18,8,6,17,14,8,20,0,4,6,281,319,601,0,0,4,7,9,16,0,0,0,6,4,3,316,362,686,11,17,30,5,7,18,443,490,938,71,52,122,992,1042,2032
UCL515013,608,527,1142,186,186,377,23,26,57,25,13,40,25,21,48,15,11,32,239,243,486,11,0,6,6,0,7,0,0,0,0,3,4,342,334,676,63,101,161,19,9,31,613,628,1237,143,108,253,1368,1265,2633
UCL515014,249,230,479,56,61,121,6,6,13,3,8,13,0,10,14,0,0,0,80,91,167,0,0,0,8,0,5,0,0,0,0,0,0,95,117,208,17,24,43,5,8,9,174,213,383,45,48,98,465,487,958
UCL515015,760,770,1527,183,184,366,7,0,3,0,3,7,5,11,20,7,3,5,117,127,239,0,0,0,4,0,4,0,0,0,0,0,0,133,142,278,113,109,220,13,12,25,446,443,889,122,114,234,1325,1328,2651
UCL515016,344,315,658,98,92,189,0,0,0,7,3,16,8,6,16,0,0,4,202,217,420,0,0,0,0,0,0,0,0,0,0,0,0,221,233,451,15,19,35,7,10,12,343,355,695,87,86,176,769,755,1523
UCL515017,358,307,661,57,46,100,6,0,3,8,9,20,8,7,13,0,0,0,91,90,179,0,0,0,0,0,3,0,0,0,0,0,3,109,112,224,3,9,13,6,0,5,173,165,342,114,92,206,645,569,1216
UCL515018,364,325,692,91,113,205,7,10,14,7,0,7,21,18,39,0,4,8,137,140,272,5,3,6,6,3,4,0,0,0,0,0,0,173,174,351,17,8,26,4,5,3,285,298,588,132,127,261,782,754,1538
UCL515019,954,888,1844,208,238,448,3,12,16,3,3,10,0,6,10,3,6,9,231,262,488,0,0,0,0,0,4,0,0,0,0,0,0,244,287,534,100,51,147,5,6,14,561,585,1144,214,181,400,1737,1658,3387
UCL515020,669,687,1358,324,375,694,28,36,69,49,46,91,56,50,108,3,10,16,308,358,662,7,8,20,42,42,84,0,0,4,0,0,0,501,554,1050,75,114,187,35,37,71,929,1078,2010,401,406,807,2004,2173,4172
UCL515021,535,493,1030,54,48,105,0,3,4,7,5,12,4,4,12,0,0,3,155,164,325,0,0,0,0,0,0,0,0,0,0,0,0,176,180,350,14,13,25,3,3,8,241,245,486,42,31,75,822,776,1591
UCL515022,1134,1113,2251,290,328,620,13,13,18,6,3,7,9,4,20,3,4,10,303,328,630,0,4,9,0,0,4,0,0,0,0,0,0,333,356,688,34,27,60,8,17,27,667,729,1394,145,118,264,1947,1955,3903
UCL515023,590,559,1147,163,163,323,5,4,8,0,3,7,0,7,4,0,0,0,213,208,423,0,0,0,0,0,0,0,0,0,0,0,0,221,227,449,17,15,31,6,0,10,408,403,817,146,120,269,1150,1085,2236
UCL515024,406,393,803,99,125,216,0,0,4,4,0,4,8,4,4,0,0,0,107,128,233,0,0,0,0,0,0,0,0,0,0,0,0,113,131,244,3,9,15,11,8,17,224,268,495,102,106,207,736,765,1501
UCL515025,444,485,927,142,126,266,6,5,6,5,7,9,7,10,16,0,0,0,122,122,244,0,0,0,0,0,0,0,0,0,0,0,0,134,146,278,21,33,51,6,3,15,304,308,613,119,135,254,868,931,1790
UCL515026,534,507,1043,52,39,94,3,4,6,0,4,7,7,8,17,6,6,3,332,389,726,0,0,0,5,0,0,0,0,0,0,0,0,349,413,761,10,14,22,8,0,13,418,464,886,78,62,138,1032,1035,2065
UCL515027,897,945,1843,215,222,438,3,5,12,13,13,21,9,3,9,0,0,0,292,338,625,0,0,0,0,4,0,0,0,0,0,0,0,315,365,681,65,67,129,9,12,22,609,663,1273,233,209,445,1741,1815,3556
UCL515028,534,401,938,318,305,625,34,34,67,27,26,56,71,55,125,11,14,24,575,590,1168,4,5,12,8,11,23,0,0,0,0,0,0,736,733,1467,87,115,201,24,21,39,1161,1173,2334,282,258,538,1973,1839,3809
UCL515029,171,95,267,75,64,142,11,8,21,10,0,13,21,12,28,6,4,7,198,201,396,0,0,3,5,0,5,0,0,0,0,0,0,245,228,478,24,20,40,3,3,6,344,319,665,184,98,280,701,512,1213
UCL515030,979,1078,2051,163,203,375,18,14,30,6,6,14,9,11,19,5,5,6,312,369,685,5,5,11,5,3,11,3,0,0,0,0,0,359,415,776,26,23,45,6,6,18,561,653,1211,212,207,415,1753,1936,3687
UCL515031,756,781,1538,158,185,348,7,8,20,0,3,7,12,8,16,0,4,4,187,230,418,4,4,9,4,9,9,0,0,0,0,0,0,218,262,484,15,14,31,4,0,7,396,466,865,177,146,320,1335,1393,2723
UCL515032,430,409,841,22,31,47,4,3,10,6,3,10,0,0,0,0,0,0,184,171,354,0,0,0,0,4,5,0,0,0,0,0,0,199,181,379,4,0,3,3,0,7,226,213,437,62,39,100,716,666,1379
UCL515033,345,305,649,163,150,318,15,9,33,21,15,37,45,43,79,5,8,15,481,466,946,0,3,0,13,12,21,0,0,0,0,0,0,579,550,1132,34,40,79,6,3,14,794,751,1540,202,157,361,1337,1214,2552
UCL515034,676,623,1299,61,62,123,18,15,28,4,9,16,18,15,27,3,4,10,415,421,836,10,4,13,9,11,21,0,3,8,0,0,0,475,481,954,33,33,68,12,8,17,581,590,1168,115,75,189,1372,1289,2658
UCL515035,359,367,727,72,71,142,0,0,4,0,0,0,0,0,0,0,8,9,81,87,166,0,0,0,0,0,0,0,0,0,0,0,0,87,92,179,18,12,33,3,4,4,179,182,357,79,82,169,619,631,1253
UCL515036,645,672,1324,98,117,215,4,3,8,5,3,6,10,7,19,6,9,9,185,211,404,0,0,0,4,3,9,0,0,0,0,0,0,209,244,453,19,18,30,3,5,10,332,385,712,107,93,202,1088,1149,2239
UCL515037,402,259,665,131,110,241,13,8,20,8,0,10,25,25,43,4,3,7,211,206,415,0,0,0,12,14,26,0,0,0,0,0,0,262,254,524,6,14,23,0,0,0,406,375,784,224,139,365,1038,780,1820
UCL515038,641,673,1314,111,126,234,7,5,11,9,7,12,0,6,0,3,0,6,234,247,482,0,0,0,0,0,0,0,0,0,0,0,0,256,271,525,14,15,25,3,3,9,380,412,794,127,100,227,1148,1178,2332
UCL521001,186,173,365,24,15,36,0,0,0,0,0,0,0,0,0,0,0,0,33,35,76,0,0,0,0,0,0,0,0,0,0,0,0,33,35,76,0,0,0,0,0,0,60,53,116,10,4,13,257,235,496
UCL521002,237,244,483,10,9,19,0,0,0,0,0,4,3,5,4,0,0,0,74,69,135,0,0,0,4,3,4,0,0,0,0,0,0,80,71,152,3,10,15,3,0,6,98,85,189,48,44,82,377,373,752
UCL521003,238,241,487,43,41,83,0,0,0,0,0,0,0,0,0,0,0,0,65,77,139,0,0,0,10,3,5,0,0,0,0,0,0,71,84,156,3,3,6,6,4,7,120,133,249,56,49,104,417,420,835
UCL521004,167,204,367,25,21,43,5,6,5,3,5,5,0,0,0,0,0,0,39,43,85,0,0,0,0,0,5,0,0,0,0,0,0,54,54,102,0,0,0,0,0,0,74,71,145,14,17,30,252,289,547
UCL521005,246,233,480,60,63,125,3,3,6,3,3,9,5,3,8,0,0,0,131,120,251,5,3,3,0,3,3,0,0,0,0,0,0,142,136,283,5,7,11,11,3,11,220,214,434,61,62,122,524,515,1034
UCL521006,258,276,534,16,25,46,0,0,3,0,8,9,7,0,3,0,0,0,71,100,167,0,0,0,3,5,11,0,0,0,0,0,0,80,105,192,4,3,4,0,0,4,106,138,243,25,33,57,390,443,832
UCL521007,112,131,250,34,41,69,0,3,3,0,0,0,5,0,5,0,0,0,44,51,92,0,0,0,0,0,5,0,0,0,0,0,0,42,56,99,0,9,10,4,7,7,81,105,186,37,37,74,236,277,509
UCL521008,123,131,250,22,32,58,0,0,0,0,0,0,0,0,0,3,0,6,45,55,99,0,0,0,0,0,0,0,0,0,0,0,0,53,56,109,3,3,5,0,0,0,80,96,177,36,36,75,238,260,495
UCL521009,165,143,304,21,36,59,4,0,6,0,0,0,5,4,10,4,0,4,40,33,73,0,0,0,0,0,0,0,0,0,0,0,0,48,41,89,3,0,5,4,3,11,78,81,159,39,39,78,277,262,537
UCL521010,206,194,403,29,27,53,0,0,0,3,3,4,4,5,7,0,0,0,86,104,192,0,0,0,0,0,0,0,0,0,0,0,0,92,116,212,0,4,0,5,3,11,126,149,275,48,41,85,380,382,762
UCL521011,177,192,372,5,3,6,0,0,3,0,0,5,0,0,0,0,0,0,65,73,138,0,0,0,0,0,0,0,0,0,0,0,0,71,78,141,3,3,6,0,0,0,76,84,163,10,7,18,272,282,554
UCL521012,143,159,308,21,19,46,6,3,10,0,4,4,3,0,3,3,0,3,55,51,110,0,0,0,0,0,0,0,0,0,0,0,0,69,60,130,0,6,10,0,0,4,97,86,181,14,12,29,257,261,521
UCL521013,272,260,527,32,36,68,0,3,3,0,0,0,0,0,0,0,0,0,85,96,181,0,0,5,0,0,0,0,0,0,0,0,0,95,98,190,7,9,21,0,0,0,128,141,272,26,20,45,425,419,847
UCL521014,188,141,328,18,19,39,0,0,0,3,6,10,5,0,8,3,11,17,65,71,139,0,0,6,0,0,0,0,0,0,0,0,0,88,88,176,4,10,14,4,6,8,114,120,234,88,83,172,392,345,736
UCL521015,169,160,326,43,39,81,0,0,0,0,0,0,0,0,4,0,0,0,52,58,116,0,0,0,0,0,0,0,0,0,0,0,0,53,62,121,7,12,11,0,3,6,106,113,219,22,29,48,294,298,594
UCL521016,172,165,336,59,57,113,0,0,0,3,5,5,0,0,3,0,0,0,50,32,79,0,0,0,0,0,0,0,0,0,0,0,0,58,39,101,5,15,17,4,0,3,126,105,233,23,29,55,324,303,625
UCL521017,156,156,313,47,59,108,0,0,0,0,0,0,0,0,4,0,0,0,46,40,87,0,0,0,0,0,0,0,0,0,0,0,0,51,41,92,24,20,44,0,0,0,123,117,244,50,34,87,339,313,653
UCL521018,170,141,306,16,21,40,0,0,0,0,0,0,0,0,0,0,0,0,62,65,128,0,4,4,0,0,0,0,0,0,0,0,0,61,71,132,0,0,0,0,0,4,81,99,175,9,11,20,260,251,502
UCL521019,141,146,289,37,32,75,0,4,4,0,0,0,4,0,7,0,0,5,66,73,138,0,0,0,0,0,0,0,0,0,0,0,0,76,75,155,3,12,19,8,7,11,130,129,259,65,81,145,338,356,695
UCL521020,279,225,504,0,10,10,4,0,5,0,0,0,0,0,5,0,0,0,70,82,159,0,0,0,0,0,0,0,0,0,0,0,0,77,92,162,3,3,5,0,6,4,81,106,184,25,15,37,385,345,728
UCL521021,239,240,472,50,45,95,0,6,8,4,0,5,0,5,0,8,5,9,73,71,144,3,0,3,0,0,3,0,0,0,0,0,0,85,87,173,7,17,25,0,3,4,152,151,297,28,32,62,418,421,831
UCL521022,176,171,351,68,76,140,4,3,11,0,0,0,0,0,3,0,0,0,39,34,68,5,0,5,0,4,7,0,0,0,0,0,0,43,39,86,9,20,30,0,0,3,124,129,253,57,46,99,355,349,700
UCL521023,152,149,298,36,28,61,0,3,3,0,0,0,0,0,0,3,3,7,40,35,78,0,0,0,0,0,0,0,0,0,0,0,0,50,44,92,10,15,20,4,6,7,98,86,183,22,25,49,273,257,533
UCL521024,403,466,871,47,59,108,13,6,20,5,0,5,13,8,18,0,0,0,80,88,165,0,0,5,12,7,19,0,0,0,0,0,0,117,114,233,10,30,39,9,0,9,182,204,386,115,94,211,698,768,1466
UCL521025,119,113,234,29,34,57,8,0,12,6,3,4,11,10,22,0,0,0,117,124,243,0,0,0,0,0,0,0,0,0,0,0,0,145,140,281,26,23,47,3,0,3,195,199,397,33,40,76,345,358,701
UCL521026,247,257,502,15,10,23,0,0,0,0,3,3,0,0,0,0,0,0,73,79,145,0,0,0,0,0,0,0,0,0,0,0,0,73,79,158,6,5,8,0,0,0,89,96,190,18,20,40,350,375,733
UCL521027,151,108,256,30,29,55,0,0,0,8,8,17,13,5,19,3,3,4,43,46,91,0,0,0,0,0,0,0,0,0,0,0,0,67,67,132,0,9,11,3,5,5,104,109,211,144,117,263,395,336,732
UCL521028,233,241,473,27,31,58,0,0,0,0,0,0,0,0,0,3,0,3,44,52,91,0,0,0,0,0,0,0,0,0,0,0,0,51,53,97,11,6,18,0,3,5,85,90,173,59,53,117,384,386,767
UCL521029,228,231,452,73,74,149,0,3,3,0,0,0,7,3,9,0,0,0,56,42,94,0,0,0,0,0,0,0,0,0,0,0,0,61,50,104,21,12,37,0,0,0,146,139,290,45,40,89,422,409,831
UCL521030,183,168,349,36,25,58,6,3,8,0,0,0,3,0,7,0,0,0,59,52,109,5,0,5,0,0,0,0,0,0,0,0,0,71,59,125,35,67,103,5,0,3,139,153,295,48,39,87,367,362,727
UCL521031,104,100,209,21,29,44,4,7,8,0,3,4,3,3,9,0,4,8,57,44,103,0,0,0,6,0,6,0,0,0,0,0,0,68,62,129,8,8,12,0,0,0,96,96,192,92,39,133,297,234,534
UCL521032,138,116,245,26,30,63,0,0,5,5,0,9,0,0,4,0,3,0,49,62,117,0,0,0,0,3,7,0,0,0,0,0,0,57,77,134,11,6,16,3,0,3,101,118,217,68,77,146,301,306,606
UCL521033,80,65,149,10,22,32,0,0,0,0,0,6,3,3,9,0,0,0,28,30,54,0,0,0,0,0,4,3,0,5,0,0,0,35,39,74,0,3,0,6,0,3,53,59,110,161,128,284,292,251,542
UCL521034,256,228,482,7,12,14,0,0,0,0,0,0,0,0,0,3,0,3,65,86,151,0,0,0,0,0,0,0,0,0,0,0,0,69,87,159,4,0,9,0,0,0,82,97,181,24,23,51,363,351,715
UCL521035,138,143,286,20,26,47,0,0,0,0,0,0,0,4,0,0,0,0,64,57,123,0,0,4,0,0,0,0,0,0,0,0,0,65,62,131,6,0,6,0,0,0,96,90,181,24,34,59,255,264,521
UCL521036,141,121,260,29,27,61,0,0,3,3,0,4,7,5,11,0,0,4,31,34,72,0,0,0,0,6,3,0,0,0,0,0,0,46,47,96,6,4,12,4,4,5,83,82,167,59,50,103,284,252,530
UCL521037,277,270,545,47,56,100,5,0,8,0,3,5,3,6,11,0,0,0,105,101,204,0,0,3,0,0,0,0,0,0,0,0,0,111,114,225,4,0,3,3,3,5,160,171,333,28,26,61,472,470,941
UCL521038,229,235,458,52,49,99,0,0,0,0,0,0,0,0,0,0,0,0,45,43,90,0,0,0,5,3,7,0,0,0,0,0,0,47,46,93,3,8,9,0,0,0,105,106,205,77,53,124,403,387,789
UCL521039,226,218,444,63,61,129,6,7,14,0,3,4,0,0,3,0,0,0,52,72,124,4,0,4,0,0,0,0,0,0,0,0,0,61,83,144,3,9,11,0,5,5,130,155,289,25,25,44,388,391,780
UCL521040,91,96,193,43,35,76,9,3,14,3,0,3,6,11,21,3,7,5,114,114,232,0,0,0,4,4,5,0,0,0,0,0,0,143,136,276,10,13,19,0,0,0,193,182,366,77,83,157,360,361,719
UCL521041,97,62,156,14,9,22,3,0,4,7,4,11,16,19,32,0,3,5,143,132,275,3,0,6,7,5,11,0,0,0,0,0,0,177,166,342,9,11,17,5,5,5,204,187,391,8,13,27,309,263,571
UCL521042,179,164,342,37,36,74,0,0,0,0,0,0,0,0,3,0,0,0,30,46,80,0,0,4,0,0,0,0,0,0,0,0,0,38,52,84,9,12,27,0,4,5,89,104,186,35,31,62,297,299,596
UCL521043,128,143,273,23,29,53,0,0,0,0,0,5,0,0,0,0,0,0,48,61,111,0,0,0,0,3,4,0,0,0,0,0,0,56,65,119,5,3,9,0,0,0,87,103,182,12,19,34,229,262,487
UCL521044,227,201,431,28,38,67,0,0,0,0,0,3,0,0,0,0,0,0,64,58,124,0,0,0,0,3,3,0,0,0,0,0,0,71,63,130,3,0,3,6,4,4,103,106,207,31,32,64,361,335,699
UCL521045,124,151,280,29,31,62,0,0,0,0,0,0,0,0,0,0,0,0,37,30,63,0,0,0,0,0,0,0,0,0,0,0,0,30,34,67,0,5,9,0,0,0,60,72,133,74,75,144,256,296,555
UCL521046,120,124,240,88,73,161,0,3,3,4,0,5,0,0,0,0,0,0,81,89,170,0,0,0,0,0,0,0,0,0,0,0,0,84,94,177,0,4,6,4,5,9,169,177,348,29,28,57,320,326,651
UCL521047,137,108,247,28,32,60,6,5,10,4,0,4,0,3,4,5,0,5,53,56,103,0,0,0,0,0,0,0,0,0,0,0,0,62,65,126,4,12,16,0,0,4,98,104,198,28,20,51,258,235,493
UCL521048,223,233,460,49,54,99,0,0,4,3,4,7,6,5,5,0,0,0,101,104,207,0,0,0,0,0,0,0,0,0,0,0,0,107,112,217,8,8,10,3,0,7,168,174,344,57,53,108,450,464,913
