UCL_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL513005,..,16,4,4,7,4,0,0,0,28,..,13,13,6,10,18,6,0,0,58,..,11,29,32,53,74,101,67,18,381,17,20,20,7,7,4,9,4,0,84,0,0,0,0,0,0,0,0,0,0,1283,507,747,784,669,533,436,199,41,5198,..,23,492,772,740,616,541,260,24,3470,..,90,376,273,156,92,28,8,0,1018,..,16,123,162,147,66,25,16,6,565,2606,..,..,..,..,..,..,..,..,2606,..,450,..,..,..,..,..,..,..,450,..,369,128,45,24,13,3,0,0,574,..,42,38,16,23,25,26,15,11,191,..,27,24,5,8,3,3,0,0,73,..,25,31,15,27,35,8,5,0,143,..,24,85,87,138,142,144,96,25,742,39,35,34,27,18,14,14,4,0,180,0,0,3,0,0,0,0,0,0,9,2641,1092,1326,1410,1278,1002,794,407,66,10024
UCL514001,..,13,6,0,0,0,0,0,0,22,..,8,6,4,10,9,9,4,0,52,..,12,24,29,65,117,98,81,47,466,15,17,12,0,5,11,6,5,3,81,0,0,0,0,0,0,0,0,0,0,542,318,382,364,427,451,409,213,69,3180,..,5,175,305,367,469,518,258,22,2123,..,89,230,144,127,79,51,6,0,729,..,7,76,93,76,36,20,14,13,340,1160,..,..,..,..,..,..,..,..,1160,..,208,..,..,..,..,..,..,..,208,..,221,84,34,26,12,9,0,0,383,..,36,23,5,10,28,20,7,9,135,..,23,15,18,4,6,0,0,0,61,..,22,24,13,25,22,16,5,0,131,..,29,52,83,129,224,221,129,64,936,39,34,26,14,12,17,10,3,3,170,0,0,0,0,0,0,0,0,0,0,1196,676,709,710,784,887,869,429,116,6368
UCL514002,..,11,12,0,0,3,0,0,0,28,..,19,41,7,4,9,3,0,0,81,..,12,21,22,41,47,87,61,26,314,11,11,3,7,3,4,8,7,0,57,0,0,0,0,0,5,0,0,0,8,719,211,330,550,470,338,364,189,49,3221,..,0,176,595,514,436,484,241,46,2490,..,25,210,181,119,59,48,12,0,651,..,0,6,75,107,25,6,5,0,234,1417,..,..,..,..,..,..,..,..,1417,..,225,..,..,..,..,..,..,..,225,..,124,39,16,8,3,0,0,0,193,..,11,8,7,4,3,4,0,7,52,..,8,31,10,3,3,0,0,0,62,..,40,70,20,21,20,7,7,0,183,..,16,32,54,78,79,138,86,30,514,15,19,15,18,23,6,17,8,4,115,0,0,0,0,0,5,0,6,0,10,1434,473,595,973,873,636,711,364,90,6150
UCL514003,..,15,29,12,0,5,4,0,0,62,..,29,47,15,11,16,7,0,0,130,..,3,19,28,42,67,95,59,24,335,14,0,12,13,3,5,6,3,5,63,0,0,3,3,0,0,0,0,0,8,726,260,417,648,480,340,284,123,49,3331,..,3,215,574,467,306,286,108,27,1988,..,38,262,249,165,89,30,7,0,843,..,0,17,113,131,51,20,3,10,348,1477,..,..,..,..,..,..,..,..,1477,..,239,..,..,..,..,..,..,..,239,..,173,53,19,5,4,0,0,0,254,..,22,8,10,6,5,14,9,0,77,..,28,43,25,5,4,11,0,0,119,..,62,155,48,39,31,14,0,3,353,..,14,46,79,104,119,146,74,35,618,26,15,25,24,14,14,7,0,5,126,0,0,9,5,0,0,0,0,0,11,1507,594,834,1139,931,640,522,206,79,6458
UCL514004,..,11,0,0,0,3,0,0,0,22,..,13,8,4,9,13,4,5,0,62,..,4,22,27,60,95,106,74,53,447,12,16,6,3,9,9,4,0,0,55,0,0,0,0,0,0,0,0,0,0,569,325,323,342,373,434,356,204,73,3000,..,19,177,301,320,413,407,210,30,1882,..,103,163,97,80,78,31,4,0,555,..,12,59,86,102,45,26,18,8,352,1118,..,..,..,..,..,..,..,..,1118,..,202,..,..,..,..,..,..,..,202,..,208,85,30,23,17,3,0,0,370,..,43,14,9,11,26,23,14,6,141,..,17,20,4,8,8,0,0,0,58,..,32,33,17,22,30,16,6,0,154,..,19,64,59,103,176,189,114,68,796,27,29,20,11,13,12,14,4,0,130,0,0,0,0,0,0,0,0,0,0,1143,678,636,621,685,802,701,375,121,5758
UCL515001,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,4,6,..,0,0,5,10,23,37,24,26,128,0,0,3,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,52,27,33,43,64,92,127,75,41,537,..,0,17,33,54,97,147,89,26,454,..,7,29,15,20,15,15,9,0,104,..,0,0,8,6,5,0,0,6,29,96,..,..,..,..,..,..,..,..,96,..,14,..,..,..,..,..,..,..,14,..,22,4,3,6,4,0,0,0,39,..,0,0,0,4,0,0,0,0,7,..,3,0,0,0,0,0,0,0,6,..,0,3,0,0,4,0,0,4,15,..,0,8,11,17,34,65,44,45,219,3,0,4,3,3,4,7,0,0,27,0,0,0,0,0,0,0,0,0,0,96,52,59,73,109,168,240,145,73,1013
UCL515002,..,0,0,0,0,0,0,0,0,3,..,3,4,0,4,0,3,0,0,13,..,3,3,4,8,17,15,8,3,63,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,89,56,66,73,84,91,87,21,5,563,..,0,32,75,89,112,113,30,0,458,..,8,48,22,24,22,8,0,0,136,..,0,3,17,8,8,0,0,0,44,209,..,..,..,..,..,..,..,..,209,..,46,..,..,..,..,..,..,..,46,..,35,6,4,0,0,0,0,0,45,..,5,6,0,0,0,0,0,5,20,..,3,0,0,0,0,0,0,0,3,..,6,8,6,7,7,3,0,0,40,..,8,8,17,22,30,29,10,3,124,0,0,4,3,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,208,106,116,152,159,187,168,46,9,1148
UCL515003,..,0,0,0,0,0,0,0,0,0,..,5,0,0,0,3,6,0,0,14,..,4,5,5,23,42,59,40,16,200,7,0,4,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,173,94,87,96,138,189,207,89,31,1095,..,0,69,99,120,169,248,90,17,818,..,29,38,28,47,49,22,3,0,225,..,0,10,22,24,14,8,3,0,80,319,..,..,..,..,..,..,..,..,319,..,58,..,..,..,..,..,..,..,58,..,55,10,11,7,0,0,0,0,85,..,5,0,0,0,7,4,8,3,36,..,4,5,0,0,3,0,0,0,12,..,5,3,3,0,10,7,0,0,34,..,9,12,14,37,69,90,59,25,308,8,6,9,4,7,3,4,0,0,36,0,0,0,0,0,0,0,0,0,5,327,174,160,177,245,333,387,166,46,2011
UCL515004,..,0,3,0,0,0,0,0,0,10,..,0,0,0,4,0,5,0,0,11,..,0,8,5,12,10,13,5,9,68,0,4,4,0,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,236,101,195,130,124,87,73,27,13,982,..,3,131,128,104,78,86,39,0,570,..,35,114,51,41,15,3,0,0,259,..,4,29,34,34,10,4,3,3,123,513,..,..,..,..,..,..,..,..,513,..,74,..,..,..,..,..,..,..,74,..,85,19,5,4,4,0,0,0,117,..,18,7,0,3,13,10,0,0,50,..,3,8,0,8,0,0,0,0,20,..,0,5,0,10,5,7,0,0,20,..,3,28,16,15,22,32,12,10,137,7,10,5,0,3,4,7,0,0,37,0,0,0,0,0,0,0,0,0,5,523,240,344,239,215,147,147,62,12,1925
UCL515005,..,0,0,0,4,0,0,0,0,9,..,4,6,5,6,8,4,0,0,24,..,5,6,6,14,24,31,15,15,112,0,5,0,0,0,0,4,6,0,23,0,0,0,0,0,0,0,0,0,0,229,115,121,154,168,142,116,56,21,1133,..,5,71,125,166,128,141,70,10,714,..,27,67,61,58,51,17,6,0,284,..,3,25,40,30,12,11,7,3,124,478,..,..,..,..,..,..,..,..,478,..,96,..,..,..,..,..,..,..,96,..,73,10,17,11,7,0,0,0,117,..,7,4,0,0,12,3,0,0,30,..,6,3,3,4,0,0,0,0,12,..,7,16,3,16,9,6,0,0,61,..,11,15,25,29,38,61,31,13,217,5,11,7,3,0,3,4,4,0,38,0,0,0,0,0,0,0,0,0,0,480,239,210,276,309,258,249,118,34,2175
UCL515006,..,4,3,0,0,0,0,4,0,14,..,10,10,5,4,9,0,0,0,42,..,16,23,14,30,39,52,28,15,220,4,10,3,3,9,8,18,6,0,60,0,0,0,0,0,0,0,0,0,0,290,167,211,187,223,236,172,85,24,1603,..,5,114,168,174,219,149,80,11,918,..,45,121,77,95,65,37,9,0,446,..,8,33,33,55,27,18,8,6,190,609,..,..,..,..,..,..,..,..,609,..,60,..,..,..,..,..,..,..,60,..,107,31,24,19,8,0,0,0,188,..,33,5,4,12,20,10,11,3,104,..,12,3,6,0,7,3,3,0,34,..,26,28,12,15,19,8,0,0,107,..,24,48,42,70,103,123,53,21,495,13,17,9,5,16,17,33,16,6,121,0,4,0,0,0,0,0,0,0,3,619,337,396,364,457,481,383,182,55,3278
UCL515007,..,0,3,0,3,0,0,0,0,9,..,0,6,0,0,5,0,0,0,17,..,0,5,4,8,14,7,4,5,48,0,0,4,3,0,8,5,0,0,18,0,0,0,0,0,0,0,0,0,0,247,59,93,211,138,100,59,15,10,936,..,7,59,253,164,107,84,28,5,710,..,7,48,78,58,18,4,0,0,207,..,0,9,23,19,4,0,3,3,58,525,..,..,..,..,..,..,..,..,525,..,57,..,..,..,..,..,..,..,57,..,35,4,0,6,0,0,0,0,42,..,5,0,0,0,4,4,0,0,18,..,0,3,3,3,0,0,0,0,14,..,8,16,9,0,4,0,0,0,32,..,0,16,13,20,24,10,12,7,96,3,0,12,3,0,7,4,0,0,35,0,0,0,0,0,0,0,0,0,0,529,114,163,377,267,184,112,41,18,1795
UCL515008,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,11,0,4,0,18,0,0,3,0,7,4,10,4,0,27,0,0,0,0,0,0,0,0,0,0,150,33,63,102,95,55,24,13,0,537,..,0,46,155,151,76,18,4,0,447,..,7,41,28,22,16,4,0,0,124,..,4,5,6,3,3,0,3,0,19,323,..,..,..,..,..,..,..,..,323,..,36,..,..,..,..,..,..,..,36,..,27,9,0,4,0,0,0,0,41,..,4,3,0,0,4,0,0,0,8,..,0,0,0,0,0,0,0,0,4,..,4,9,3,0,0,0,0,0,11,..,4,14,7,10,20,0,3,0,56,0,3,4,0,8,8,16,8,0,45,0,0,0,0,0,0,0,0,0,0,322,87,118,203,197,129,49,16,0,1123
UCL515009,..,0,4,0,0,0,0,0,0,7,..,7,5,0,5,14,4,7,0,41,..,3,13,10,21,50,72,58,41,264,5,3,4,5,9,10,4,5,0,43,0,0,0,0,0,0,0,0,0,0,206,88,94,159,168,187,208,136,52,1312,..,0,42,143,141,147,193,144,23,840,..,9,57,53,43,47,38,8,3,258,..,0,11,42,45,19,3,8,4,133,421,..,..,..,..,..,..,..,..,421,..,101,..,..,..,..,..,..,..,101,..,44,13,7,12,7,0,0,0,74,..,0,0,8,0,6,5,3,3,26,..,8,5,3,3,0,0,0,0,21,..,9,9,0,13,23,12,4,0,66,..,5,24,25,44,83,117,83,51,432,11,4,8,8,11,19,16,6,4,80,0,0,0,0,0,0,0,0,0,0,427,180,165,278,310,341,391,262,90,2445
UCL515010,..,3,0,4,0,0,0,0,0,7,..,5,6,5,4,4,0,0,0,22,..,8,26,16,11,30,25,14,6,129,5,4,15,3,5,11,9,3,4,60,0,0,0,0,0,0,0,0,0,0,216,134,179,138,132,133,87,36,6,1057,..,7,79,86,86,116,74,25,3,475,..,55,91,57,51,36,15,9,0,306,..,9,37,28,22,14,13,4,0,119,437,..,..,..,..,..,..,..,..,437,..,30,..,..,..,..,..,..,..,30,..,75,31,14,3,6,0,0,0,130,..,31,21,22,16,10,14,3,0,121,..,10,7,4,0,6,3,0,0,23,..,5,8,8,8,9,4,0,0,41,..,16,49,36,44,56,61,15,4,281,14,13,20,12,14,17,18,7,4,117,0,0,0,0,0,0,0,0,0,0,454,250,336,259,253,268,189,57,17,2084
UCL515011,..,9,0,0,0,0,0,0,0,16,..,3,10,3,3,6,3,0,0,31,..,3,8,11,23,30,34,41,23,173,0,6,0,0,0,6,7,0,0,22,0,0,0,0,0,0,0,0,0,3,239,119,126,163,146,184,168,123,38,1300,..,5,61,159,151,194,204,131,29,937,..,25,70,59,36,31,26,4,0,251,..,3,14,32,29,13,8,7,3,117,479,..,..,..,..,..,..,..,..,479,..,87,..,..,..,..,..,..,..,87,..,72,22,10,11,5,4,0,0,128,..,5,4,3,0,8,9,9,3,44,..,18,10,0,3,3,0,0,0,33,..,10,8,3,7,11,8,0,0,52,..,8,16,28,38,53,58,58,27,291,10,15,8,3,9,6,4,0,0,49,0,0,0,0,0,0,0,0,0,4,487,254,221,301,290,332,312,218,63,2472
UCL515012,..,0,0,0,0,0,0,0,0,3,..,8,3,0,4,0,0,0,0,18,..,4,7,0,11,6,13,5,0,55,0,4,0,0,3,3,4,0,0,25,0,0,0,0,0,0,0,0,0,0,250,121,180,141,152,86,76,22,7,1031,..,3,140,157,180,108,81,30,3,699,..,25,119,62,33,12,13,0,0,273,..,0,19,24,25,15,6,3,0,89,537,..,..,..,..,..,..,..,..,537,..,91,..,..,..,..,..,..,..,91,..,66,12,5,5,0,0,0,0,80,..,15,3,0,4,4,3,0,0,36,..,0,0,0,0,5,0,0,0,3,..,11,12,0,10,0,5,0,0,33,..,13,22,7,30,22,19,11,8,117,0,9,3,4,9,9,5,0,0,52,0,0,0,0,0,0,0,0,0,0,539,240,325,267,284,173,131,41,15,2017
UCL515013,..,15,20,4,0,0,0,0,0,34,..,20,55,7,3,4,3,0,0,102,..,7,14,0,9,22,22,8,0,86,5,21,18,10,7,12,31,9,4,124,0,0,0,0,0,0,0,0,0,3,220,141,266,197,164,131,118,48,13,1299,..,0,101,205,181,144,102,43,5,781,..,38,129,87,64,40,20,6,0,391,..,0,4,16,22,11,4,3,0,65,453,..,..,..,..,..,..,..,..,453,..,60,..,..,..,..,..,..,..,60,..,64,10,3,9,4,0,0,0,85,..,8,6,0,0,5,0,5,3,31,..,32,30,7,0,0,0,0,0,69,..,33,98,27,15,14,8,0,0,197,..,11,30,23,35,57,58,27,4,236,6,34,45,21,16,29,46,22,6,230,0,0,6,0,0,0,0,0,0,7,463,279,465,396,344,303,235,105,22,2602
UCL515014,..,0,0,0,0,0,0,0,0,0,..,0,10,3,0,0,0,0,0,11,..,3,11,8,13,17,7,0,0,62,3,0,0,9,3,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,87,56,81,60,62,65,19,0,0,441,..,6,25,19,23,25,10,4,0,116,..,18,50,31,34,33,5,0,0,169,..,4,18,8,17,9,7,0,0,60,176,..,..,..,..,..,..,..,..,176,..,8,..,..,..,..,..,..,..,8,..,35,17,14,3,0,0,0,0,72,..,17,18,10,8,14,5,0,0,75,..,0,0,0,0,0,0,0,0,4,..,3,12,7,0,4,4,0,0,29,..,3,21,21,24,27,15,3,0,109,3,4,5,9,3,4,4,0,0,35,0,0,0,0,0,0,0,0,0,0,177,102,153,129,117,109,46,12,3,856
UCL515015,..,5,9,0,0,0,0,0,0,16,..,0,9,0,6,7,0,0,0,26,..,3,3,4,14,19,62,57,30,196,0,4,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,231,110,178,135,148,151,167,125,46,1294,..,7,143,172,155,159,172,126,30,963,..,19,76,41,32,34,12,7,0,218,..,12,19,22,32,15,7,5,8,121,459,..,..,..,..,..,..,..,..,459,..,73,..,..,..,..,..,..,..,73,..,82,35,22,14,13,0,0,0,162,..,11,17,8,7,6,17,3,0,67,..,7,40,5,4,0,0,0,0,57,..,5,18,12,14,9,3,0,0,56,..,7,13,23,46,45,80,73,43,333,3,11,3,6,4,0,0,3,5,36,0,3,3,0,4,0,0,0,0,9,468,232,368,301,312,279,289,222,78,2554
UCL515016,..,0,0,0,0,0,0,0,0,0,..,7,4,0,0,0,0,5,0,14,..,3,12,9,8,15,22,17,13,90,0,6,0,0,0,10,3,0,0,21,0,0,0,0,0,0,0,0,0,0,99,37,82,86,69,125,120,40,22,679,..,0,31,73,65,146,155,54,11,545,..,8,50,31,30,28,21,3,0,174,..,6,12,15,10,6,0,0,0,52,213,..,..,..,..,..,..,..,..,213,..,26,..,..,..,..,..,..,..,26,..,20,12,9,0,0,0,0,0,44,..,6,7,0,3,4,4,0,0,25,..,5,0,3,0,0,0,0,0,8,..,7,14,3,0,0,0,0,0,25,..,5,14,9,25,36,46,34,16,194,9,5,3,3,4,8,11,0,0,39,0,0,0,0,0,0,0,0,0,5,215,81,144,153,146,228,243,97,34,1341
UCL515017,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,6,..,0,0,0,7,23,15,10,4,62,4,0,0,4,0,4,6,5,0,26,0,0,0,0,0,0,0,0,0,0,74,33,42,52,65,101,85,41,10,490,..,0,14,42,59,98,101,54,12,382,..,13,42,30,20,38,15,0,0,163,..,0,5,3,5,3,7,6,0,29,134,..,..,..,..,..,..,..,..,134,..,16,..,..,..,..,..,..,..,16,..,18,8,4,11,0,0,0,0,42,..,0,3,0,0,0,5,3,0,17,..,6,3,0,0,0,0,0,0,11,..,4,0,0,0,0,4,0,0,14,..,0,3,3,34,53,42,16,8,161,5,4,0,8,7,10,15,6,0,57,0,0,0,0,0,0,0,0,0,0,136,70,85,97,141,203,179,88,26,1018
UCL515018,..,0,0,0,0,0,0,0,0,0,..,0,0,0,7,0,3,0,0,15,..,3,3,13,5,10,13,3,0,56,4,3,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,160,90,85,105,96,90,43,10,3,685,..,4,50,94,105,112,52,13,0,434,..,23,71,46,36,19,4,0,0,196,..,7,10,17,22,5,4,0,0,68,311,..,..,..,..,..,..,..,..,311,..,44,..,..,..,..,..,..,..,44,..,45,11,7,4,0,0,0,0,61,..,15,5,0,3,6,0,0,0,30,..,0,0,5,0,0,0,0,0,7,..,9,3,0,8,4,0,0,0,31,..,11,21,20,28,46,23,16,3,160,5,7,8,5,0,0,4,0,0,34,0,0,0,0,0,0,0,0,0,0,322,169,181,190,205,198,93,29,8,1393
UCL515019,..,5,0,0,0,0,0,0,0,14,..,0,8,0,5,3,3,0,0,23,..,17,20,12,22,28,29,31,21,186,0,6,5,4,3,5,6,0,0,31,0,0,0,0,0,0,0,0,0,0,304,205,206,181,183,195,169,93,44,1569,..,15,133,186,186,256,215,106,20,1121,..,67,90,54,41,26,12,7,0,298,..,14,36,30,37,14,18,0,4,147,630,..,..,..,..,..,..,..,..,630,..,110,..,..,..,..,..,..,..,110,..,109,39,26,10,4,0,0,0,181,..,36,24,6,5,13,10,10,8,116,..,12,7,4,3,0,0,0,0,29,..,9,49,24,21,16,10,5,0,126,..,38,45,33,63,74,56,48,30,391,8,14,18,8,12,6,10,0,0,70,0,0,4,0,0,0,0,0,0,6,635,415,437,365,374,415,333,179,70,3231
UCL515020,..,3,6,0,0,0,0,0,0,18,..,11,41,6,0,6,3,0,0,71,..,20,47,33,41,28,23,11,0,195,9,8,20,14,9,19,21,3,0,99,0,0,5,0,0,4,4,0,0,11,418,208,391,288,252,195,95,18,0,1872,..,10,134,197,189,174,65,19,0,783,..,68,228,130,82,50,20,0,0,579,..,14,58,56,58,19,5,5,0,214,855,..,..,..,..,..,..,..,..,855,..,76,..,..,..,..,..,..,..,76,..,115,35,17,10,0,0,0,0,178,..,46,37,12,23,27,9,6,3,167,..,3,16,4,7,6,0,0,0,37,..,27,72,17,13,20,5,0,0,154,..,26,82,46,71,60,48,16,0,355,17,22,40,22,17,35,41,9,0,194,0,3,8,0,0,3,4,0,0,17,870,397,707,501,465,380,210,47,8,3587
UCL515021,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,5,0,7,15,29,22,17,7,96,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,125,59,61,84,101,130,108,68,15,752,..,3,57,106,119,155,159,80,16,689,..,16,25,25,27,32,16,0,0,136,..,0,3,13,15,5,8,3,0,46,266,..,..,..,..,..,..,..,..,266,..,68,..,..,..,..,..,..,..,68,..,50,21,3,8,0,0,0,0,81,..,3,0,0,3,4,4,0,0,19,..,5,4,0,0,3,0,0,0,9,..,3,0,0,0,0,0,0,0,6,..,6,3,11,27,43,40,25,13,175,0,6,0,0,3,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,268,163,115,158,204,246,222,123,30,1522
UCL515022,..,6,0,6,0,0,0,0,0,7,..,5,3,0,3,5,9,4,0,29,..,16,21,20,30,70,64,55,28,297,9,10,7,3,9,7,4,6,0,46,0,0,0,0,0,0,0,0,0,0,346,209,229,216,227,266,217,130,39,1877,..,10,127,211,221,265,238,133,26,1230,..,81,155,66,60,55,20,6,0,447,..,10,28,48,43,24,15,8,3,178,722,..,..,..,..,..,..,..,..,722,..,129,..,..,..,..,..,..,..,129,..,113,39,18,10,5,4,0,0,184,..,30,7,0,3,15,13,4,0,70,..,10,8,7,4,0,0,0,0,30,..,19,5,5,5,17,13,9,0,71,..,36,76,41,77,125,118,95,31,597,16,18,15,16,14,11,12,3,0,96,0,0,0,0,0,0,0,0,0,4,735,448,465,410,438,515,421,260,67,3754
UCL515023,..,0,0,0,0,0,0,0,0,4,..,5,8,0,0,0,3,0,0,15,..,6,22,10,16,27,27,21,19,137,8,8,5,3,5,9,0,0,0,31,0,0,0,0,0,0,0,0,0,0,192,102,129,122,122,141,105,48,26,994,..,3,86,110,117,168,131,52,11,677,..,52,63,47,38,19,12,3,3,236,..,0,19,19,25,21,0,4,7,99,376,..,..,..,..,..,..,..,..,376,..,42,..,..,..,..,..,..,..,42,..,51,32,8,9,5,0,0,0,107,..,11,3,4,3,5,0,0,0,30,..,5,0,3,0,0,0,0,0,11,..,9,17,4,3,9,3,0,0,53,..,26,36,30,45,54,69,38,21,312,10,9,10,10,8,10,3,0,0,59,0,0,0,0,0,0,0,0,0,0,387,222,264,235,250,275,228,96,46,2004
