UCL_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL522018,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,11,..,0,0,3,0,4,4,0,0,11,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,4,3,6,8,13,5,0,45,..,0,0,0,0,5,13,3,0,31,..,5,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,6,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,9,..,0,3,3,0,8,19,0,0,41,0,4,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,11,10,14,16,39,8,0,105
UCL522019,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,4,3,6,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,8,6,14,7,4,3,60,..,0,0,8,3,16,14,3,5,57,..,0,3,7,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,4,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,5,..,0,0,0,3,12,6,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,7,16,13,31,21,9,11,137
UCL522020,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,19,12,7,14,5,0,0,117,..,3,10,11,9,16,0,0,0,46,..,5,6,6,3,6,3,0,0,25,..,3,3,5,0,9,0,0,0,22,60,..,..,..,..,..,..,..,..,60,..,8,..,..,..,..,..,..,..,8,..,15,14,0,0,0,0,0,0,26,..,0,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,5,0,6,0,0,0,15,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,62,43,38,26,16,32,10,0,0,233
UCL522021,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,3,3,5,7,10,4,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,17,9,32,15,13,34,12,3,157,..,0,5,26,19,14,41,15,0,116,..,4,5,5,0,0,0,0,0,26,..,0,0,10,3,0,0,0,0,17,62,..,..,..,..,..,..,..,..,62,..,6,..,..,..,..,..,..,..,6,..,7,0,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,7,..,0,4,9,8,12,21,10,3,68,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,62,31,18,51,37,30,65,28,3,326
UCL522022,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,10,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,6,13,9,14,16,20,11,0,102,..,0,11,10,10,14,17,15,0,71,..,8,8,4,6,0,7,0,0,26,..,0,0,0,4,3,0,0,0,5,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,6,..,0,0,0,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,8,15,11,5,0,43,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,27,8,23,19,33,35,24,23,0,202
UCL522023,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,4,0,7,9,0,4,21,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,9,15,13,22,24,21,8,5,153,..,0,15,16,16,17,23,8,5,102,..,5,5,3,8,7,4,0,0,37,..,0,0,0,3,0,0,0,0,7,52,..,..,..,..,..,..,..,..,52,..,5,..,..,..,..,..,..,..,5,..,9,5,3,0,0,0,0,0,21,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,7,..,0,0,3,7,15,13,3,3,46,3,0,3,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,52,19,31,26,35,46,38,18,9,289
UCL522024,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,4,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,6,6,31,30,15,0,118,..,0,0,7,10,31,53,21,0,123,..,6,3,3,5,3,0,0,0,21,..,0,0,4,0,0,0,0,0,4,20,..,..,..,..,..,..,..,..,20,..,5,..,..,..,..,..,..,..,5,..,5,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,7,..,0,0,0,0,8,11,10,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,13,17,52,63,37,3,219
UCL522025,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,6,..,0,0,10,0,9,7,5,4,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,11,11,23,17,36,32,11,6,191,..,0,13,19,21,30,42,17,0,140,..,7,5,4,3,8,4,0,0,33,..,0,0,0,3,4,0,0,0,13,64,..,..,..,..,..,..,..,..,64,..,5,..,..,..,..,..,..,..,5,..,8,0,0,0,0,0,0,0,18,..,3,0,3,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,0,0,0,9,..,0,5,12,4,20,26,11,9,94,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,64,34,32,43,35,69,78,34,12,393
UCL522026,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,5,3,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,8,7,9,15,19,31,27,3,125,..,0,3,4,13,28,53,40,5,145,..,0,3,3,0,0,4,0,0,16,..,0,0,4,0,0,0,0,0,11,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,0,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,12,14,15,7,46,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,7,12,12,20,48,79,55,4,260
UCL522027,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,4,0,5,7,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,7,18,11,29,25,12,0,153,..,0,8,18,13,26,23,21,0,109,..,6,5,9,9,5,4,3,0,42,..,0,0,0,5,5,0,0,0,14,55,..,..,..,..,..,..,..,..,55,..,6,..,..,..,..,..,..,..,6,..,9,6,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,3,0,0,0,14,..,0,0,6,7,19,21,4,4,64,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,25,22,35,36,63,46,31,9,317
UCL522028,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,5,0,12,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,4,7,3,4,9,10,10,0,65,..,0,6,5,6,6,20,6,0,47,..,0,0,0,0,4,0,0,0,10,..,0,5,0,0,0,0,0,0,6,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,7,0,0,0,0,0,0,0,7,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,3,0,0,3,..,0,5,0,0,4,8,3,0,20,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,22,6,15,6,7,22,29,16,0,119
UCL522029,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,3,3,0,12,3,0,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,49,16,23,27,25,25,20,10,3,198,..,0,20,31,17,19,30,12,0,134,..,0,9,5,4,0,0,3,0,33,..,0,0,3,6,0,0,0,0,20,96,..,..,..,..,..,..,..,..,96,..,18,..,..,..,..,..,..,..,18,..,8,4,0,3,0,0,0,0,23,..,0,0,0,3,0,0,0,0,10,..,5,0,0,0,0,0,0,0,4,..,0,4,0,0,0,0,0,0,8,..,0,0,8,3,4,6,6,0,34,3,4,3,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,102,36,45,54,44,34,40,21,3,385
UCL522030,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,21,13,12,12,14,3,0,98,..,0,14,20,17,14,10,6,0,78,..,9,15,0,6,4,0,0,0,25,..,0,5,0,4,0,0,0,0,8,53,..,..,..,..,..,..,..,..,53,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,10,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,3,6,14,4,4,0,32,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,53,13,31,25,21,39,17,8,0,215
UCL522031,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,30,19,10,9,4,0,0,138,..,0,7,3,8,3,0,0,0,28,..,3,19,13,3,0,0,0,0,37,..,6,10,15,0,4,0,0,0,33,103,..,..,..,..,..,..,..,..,103,..,0,..,..,..,..,..,..,..,0,..,24,4,0,3,0,0,0,0,35,..,5,0,3,0,4,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,3,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,103,42,47,31,25,20,7,0,0,274
UCL522032,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,4,3,5,0,0,0,7,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,50,44,24,23,25,15,7,0,0,184,..,0,0,0,6,3,0,0,0,18,..,27,17,31,9,9,0,0,0,86,..,0,3,9,8,5,0,0,0,37,98,..,..,..,..,..,..,..,..,98,..,11,..,..,..,..,..,..,..,11,..,25,4,4,0,0,0,0,0,37,..,10,9,6,9,9,0,0,0,33,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,4,4,8,3,0,0,15,0,4,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,100,80,44,48,39,29,9,0,0,352
UCL522033,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,9,14,3,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,16,8,13,28,29,44,19,0,179,..,0,4,12,26,41,45,21,0,151,..,9,11,3,0,0,8,5,0,31,..,0,0,0,6,0,0,0,0,10,46,..,..,..,..,..,..,..,..,46,..,8,..,..,..,..,..,..,..,8,..,11,0,0,0,0,0,0,0,16,..,0,0,0,4,0,0,3,0,7,..,0,0,0,0,0,0,0,0,4,..,3,0,0,3,0,5,0,0,8,..,0,4,0,13,18,29,15,8,87,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,50,30,25,23,51,63,85,41,4,374
UCL522034,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,13,19,3,9,4,3,0,87,..,5,13,16,10,6,4,0,0,48,..,0,8,3,0,4,0,0,0,16,..,0,0,3,0,0,0,0,0,7,35,..,..,..,..,..,..,..,..,35,..,0,..,..,..,..,..,..,..,0,..,14,8,5,0,0,0,0,0,27,..,12,0,0,4,6,5,0,0,23,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31,38,28,8,20,10,6,0,175
UCL522035,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,5,0,0,0,15,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,9,10,9,21,14,8,4,0,94,..,0,8,9,12,15,10,0,0,58,..,0,7,5,7,5,0,0,0,23,..,0,3,0,6,0,0,0,0,8,31,..,..,..,..,..,..,..,..,31,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,6,0,0,0,7,..,5,0,0,8,11,7,4,0,42,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,31,8,21,16,40,35,26,7,0,187
UCL522036,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,3,0,6,5,5,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,7,5,11,11,22,21,6,0,88,..,0,5,14,7,16,28,10,3,78,..,3,0,0,3,7,5,3,0,22,..,0,0,0,3,0,0,0,0,9,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,0,0,0,4,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,4,0,13,9,11,5,0,44,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,27,13,12,18,29,29,45,14,3,196
UCL522037,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,13,16,14,14,19,6,0,120,..,0,11,20,11,10,21,14,4,93,..,5,9,6,13,0,0,0,0,29,..,0,0,4,4,3,0,0,0,5,48,..,..,..,..,..,..,..,..,48,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,..,0,0,0,8,15,0,9,5,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,54,10,22,33,34,31,30,22,9,236
UCL522038,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,9,..,0,0,0,4,0,6,4,4,24,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,20,23,40,16,19,23,15,5,191,..,4,29,34,19,29,25,15,6,164,..,9,11,9,4,6,0,0,0,44,..,0,0,3,0,0,0,0,0,9,95,..,..,..,..,..,..,..,..,95,..,9,..,..,..,..,..,..,..,9,..,4,5,0,0,0,0,0,0,11,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,8,..,7,8,3,7,8,13,5,4,62,6,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,96,46,60,58,41,47,39,26,5,421
UCL522039,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,6,5,0,0,21,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,23,17,19,19,29,33,9,4,0,149,..,0,5,8,9,24,6,3,5,64,..,3,12,5,15,9,0,0,0,47,..,0,4,0,5,7,0,0,0,15,53,..,..,..,..,..,..,..,..,53,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,13,..,9,0,13,5,7,4,0,0,44,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,7,8,9,5,14,8,5,0,47,0,5,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,53,38,40,37,40,60,22,8,5,298
UCL522040,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,..,0,0,0,0,3,4,6,0,15,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,4,5,3,13,20,21,13,0,91,..,0,0,0,16,22,30,10,0,76,..,0,6,0,10,8,3,0,0,26,..,0,0,0,3,0,0,0,0,10,3,..,..,..,..,..,..,..,..,3,..,4,..,..,..,..,..,..,..,4,..,0,7,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,..,0,0,4,4,8,8,8,0,34,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,9,10,3,28,46,54,22,3,179
UCL522041,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,..,0,0,0,3,0,4,0,0,11,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,7,11,14,13,24,27,4,0,115,..,0,5,7,13,23,41,5,0,89,..,0,6,9,10,9,11,0,5,52,..,0,0,0,0,0,0,0,0,3,36,..,..,..,..,..,..,..,..,36,..,8,..,..,..,..,..,..,..,8,..,6,5,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,7,0,0,0,6,..,0,3,3,7,13,18,4,3,42,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,45,20,19,25,29,61,62,14,3,268
UCL522042,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,48,9,28,18,17,9,0,0,0,144,..,0,21,20,15,19,3,0,0,75,..,12,24,10,3,3,0,0,0,57,..,0,0,3,0,0,0,0,0,12,85,..,..,..,..,..,..,..,..,85,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,6,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,5,0,0,0,0,0,0,0,5,..,0,3,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,85,25,59,37,31,19,9,0,0,265
UCL522043,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,39,33,21,25,12,9,0,0,190,..,6,6,10,11,7,7,0,0,30,..,7,26,16,20,8,4,0,0,81,..,6,20,8,5,0,0,0,0,38,109,..,..,..,..,..,..,..,..,109,..,7,..,..,..,..,..,..,..,7,..,22,8,3,0,0,0,0,0,36,..,17,9,9,7,6,0,0,0,50,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,4,6,4,0,0,0,17,3,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,111,68,66,53,41,27,12,0,0,384
UCL522044,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,8,7,12,4,10,6,5,0,67,..,0,0,7,4,4,0,6,0,23,..,0,5,3,0,4,3,0,0,18,..,0,0,5,0,0,0,0,0,9,23,..,..,..,..,..,..,..,..,23,..,0,..,..,..,..,..,..,..,0,..,10,0,0,0,0,0,0,0,12,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,11,11,3,0,31,5,6,0,6,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,28,19,12,25,12,21,14,7,0,140
UCL522045,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,20,11,7,5,0,0,0,104,..,0,7,3,3,9,0,0,0,30,..,8,20,12,6,0,0,0,0,42,..,0,4,0,4,0,0,0,0,10,63,..,..,..,..,..,..,..,..,63,..,6,..,..,..,..,..,..,..,6,..,4,0,0,0,0,0,0,0,8,..,11,3,6,4,0,0,0,0,28,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,5,0,0,11,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,63,43,35,19,24,12,4,0,0,199
