UCL_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
UCL513005,0,0,0,0,0,0,4,0,0,0,5,0,0,5,0,0,0,8,0,0,11,0,0,0,6,0,0,15,19,0,0,10,0,0,29,57,5,5,19,7,0,89,192,4,0,59,0,0,262,222,0,0,60,10,0,293,65,0,0,18,0,0,80,9,0,0,0,0,0,14,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,8,0,0,28,582,8,5,204,21,0,826
UCL514001,0,0,0,0,0,0,3,0,7,0,0,0,0,6,3,46,0,14,0,0,63,10,20,5,21,5,0,64,23,20,0,42,4,0,87,93,22,0,52,5,0,172,84,6,0,41,14,0,143,27,0,0,20,3,0,54,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,6,4,40,254,131,12,198,33,3,635
UCL514002,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,4,0,0,12,9,4,0,0,0,0,20,17,5,0,5,0,0,31,0,0,0,7,4,0,10,14,0,0,16,5,0,33,67,0,0,54,0,0,125,128,0,0,48,6,0,180,56,0,0,18,0,0,70,14,0,0,5,0,0,20,3,0,0,0,0,0,5,0,0,0,4,0,0,3,9,0,0,13,4,0,20,9,0,0,15,8,0,31,311,23,4,198,26,4,570
UCL514003,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,16,0,6,0,0,32,0,15,3,6,0,0,36,12,5,0,7,0,0,23,17,13,0,16,0,0,45,42,16,0,43,9,0,103,175,5,0,124,4,0,307,86,0,0,48,0,0,133,8,0,0,14,0,0,25,0,0,0,0,27,0,27,0,0,0,3,3,0,9,0,0,0,0,0,0,5,0,0,0,11,0,0,11,3,3,0,27,6,3,43,342,73,7,307,60,3,792
UCL514004,0,0,0,0,0,0,6,0,9,5,0,4,0,16,0,54,0,8,8,0,70,14,38,0,11,8,0,79,24,18,0,30,3,0,80,98,31,3,48,10,0,189,98,19,3,47,21,0,186,56,10,0,38,4,0,102,9,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,5,7,0,37,304,201,13,197,64,0,779
UCL515001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,13,4,5,0,0,3,0,15,0,0,0,6,0,0,7,12,0,0,3,0,0,17,28,0,0,8,0,0,36,21,0,0,11,0,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,4,66,19,0,39,8,0,134
UCL515002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,4,3,0,5,3,0,0,4,0,0,4,7,0,0,4,4,0,19,33,0,0,9,0,0,43,28,0,0,4,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,71,0,0,36,12,0,118
UCL515003,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,12,0,4,0,0,11,7,4,7,0,0,0,23,9,0,0,5,0,0,14,4,4,6,12,5,0,21,41,7,0,27,0,0,69,31,0,0,12,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,97,31,15,60,10,0,208
UCL515004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,5,4,0,0,12,0,0,0,7,0,0,3,0,0,0,5,0,0,8,29,0,0,20,0,0,53,38,0,0,16,0,0,59,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,85,3,6,65,0,5,165
UCL515005,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,6,5,4,0,0,19,3,0,0,0,0,0,8,3,3,0,6,0,0,12,22,0,0,22,3,0,54,43,0,0,14,0,0,56,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,78,34,4,52,3,0,177
UCL515006,0,4,18,0,6,0,32,0,10,13,0,3,0,25,3,52,4,12,19,0,85,13,45,25,17,29,4,121,12,16,0,21,19,0,72,25,24,4,34,30,0,120,31,18,4,36,31,0,115,17,11,0,19,15,0,62,0,0,0,4,5,0,21,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,11,3,13,10,13,21,3,67,114,193,74,162,196,5,741
UCL515007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,3,7,0,0,6,0,0,9,23,0,0,18,0,0,39,19,0,0,4,0,0,25,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,3,6,47,5,0,111
UCL515008,0,0,0,0,6,0,6,0,0,0,0,5,0,5,0,0,0,0,3,0,3,0,0,0,0,3,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,18,18,0,0,4,0,0,24,7,0,0,3,3,0,19,9,0,0,4,0,0,8,4,0,0,0,3,0,9,3,0,0,5,0,0,11,7,0,0,0,0,0,14,7,0,0,7,0,0,13,0,0,0,6,11,0,16,72,5,0,26,56,0,158
UCL515009,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,31,10,4,3,0,44,0,13,13,10,0,0,30,0,6,0,9,0,0,17,0,13,11,9,4,0,39,57,9,0,29,4,0,103,27,0,0,32,4,0,67,3,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,3,0,10,0,0,14,91,79,33,109,24,3,336
UCL515010,0,47,12,4,41,0,98,0,16,26,0,10,0,52,0,40,3,3,20,0,67,0,36,3,3,19,0,63,4,21,0,13,3,0,38,14,32,3,10,13,0,73,23,7,0,10,5,0,57,29,4,0,8,21,0,65,7,0,0,3,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,5,8,0,31,86,211,50,66,142,4,563
UCL515011,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,4,0,0,15,0,9,3,7,0,0,27,0,0,0,7,0,0,12,16,0,0,15,0,0,31,29,8,0,29,5,0,64,33,0,0,15,0,0,49,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,8,83,28,8,74,19,4,210
UCL515012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,13,11,8,0,3,5,0,26,73,10,0,19,5,0,112,68,0,0,17,3,0,81,9,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,163,18,0,53,14,0,253
UCL515013,0,0,5,0,8,0,14,0,6,0,0,0,0,10,0,17,6,0,11,0,30,0,20,13,3,9,0,43,0,15,5,5,8,0,32,6,25,8,5,21,0,68,11,6,6,9,10,0,41,35,4,9,26,20,0,90,41,0,0,18,9,0,74,22,0,0,12,3,0,40,8,0,0,4,0,0,18,4,0,0,0,0,0,5,0,0,0,0,0,0,5,19,0,0,23,21,0,62,7,8,0,24,34,0,75,158,92,42,133,162,0,595
UCL515014,0,9,35,0,18,0,57,0,4,35,0,12,0,46,0,20,22,0,28,0,71,0,16,13,0,10,0,38,0,0,0,0,0,0,6,0,7,0,0,0,0,7,0,4,5,0,4,0,9,3,3,0,0,3,0,10,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,8,4,23,0,45,3,77,112,10,105,5,303
UCL515015,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,32,0,6,3,0,41,0,6,5,10,3,0,30,0,10,0,11,9,0,29,9,6,3,39,13,0,72,46,10,0,49,4,0,105,24,0,0,38,6,0,67,3,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,3,0,16,86,72,13,159,37,3,373
UCL515016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,14,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15,3,0,4,5,0,31,32,8,0,11,9,0,63,37,0,0,17,0,0,62,3,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,5,4,0,8,0,0,16,104,22,0,50,24,0,209
UCL515017,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,10,5,3,3,3,5,0,24,10,0,0,9,0,0,22,18,4,0,13,17,0,44,13,0,0,20,17,0,51,3,0,0,3,13,0,21,0,0,0,4,5,0,8,0,0,0,0,5,0,5,0,0,0,6,5,0,4,0,0,0,0,0,0,3,0,0,0,0,7,0,4,4,0,0,3,4,0,11,0,4,0,13,13,5,36,59,11,7,77,86,3,246
UCL515018,0,0,0,0,5,0,5,0,3,0,0,0,0,3,11,0,0,3,7,0,26,45,0,0,14,4,0,61,32,0,0,8,0,0,47,36,0,0,9,8,0,53,29,0,0,4,0,0,32,8,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,4,0,14,168,8,3,47,18,3,246
UCL515019,0,3,0,0,0,0,9,0,5,0,0,3,3,15,19,22,8,11,0,0,61,44,30,0,20,4,0,106,20,10,0,17,9,0,52,28,20,0,23,6,0,80,31,7,0,19,3,0,65,3,3,0,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,3,0,0,25,160,116,20,105,35,4,434
UCL515020,0,11,10,0,7,0,26,0,9,8,0,4,0,22,0,38,6,3,45,0,102,5,60,5,4,43,0,117,7,44,0,4,42,0,100,12,43,4,3,41,0,103,18,23,18,20,36,0,115,70,14,3,38,28,3,159,39,4,6,23,8,0,76,21,0,0,11,3,0,42,9,3,0,3,0,0,19,0,0,0,0,0,0,7,0,0,0,3,0,0,3,0,0,0,5,9,0,8,8,26,4,12,36,5,85,200,272,72,130,307,8,987
UCL515021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,26,0,0,4,7,0,43,0,0,0,3,0,0,8,5,3,0,8,0,0,14,14,0,0,9,0,0,24,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51,3,0,33,20,0,111
UCL515022,0,12,3,5,0,0,13,0,5,0,0,0,0,9,8,53,5,4,0,0,74,22,18,18,12,15,0,88,32,8,9,11,3,0,62,42,20,0,33,11,0,100,92,11,0,40,0,0,141,55,5,0,13,0,0,69,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,24,262,131,32,112,42,3,586
UCL515023,0,0,0,0,5,0,0,0,3,0,0,5,0,11,0,20,0,8,5,0,36,17,24,16,11,14,0,80,13,4,4,11,4,0,32,17,16,0,28,7,0,70,23,4,0,18,3,0,49,12,0,0,8,4,0,25,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,0,21,87,82,21,88,63,5,343
UCL515024,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,12,0,3,3,0,20,0,11,0,4,0,0,21,0,8,0,11,0,0,34,11,18,0,23,3,0,52,4,5,0,12,0,0,29,0,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,58,0,69,19,3,174
UCL515025,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,11,0,0,0,0,19,19,6,18,5,0,0,51,11,3,3,7,0,0,33,46,6,0,10,7,0,70,23,5,0,9,9,0,43,3,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,100,35,22,47,19,0,226
UCL515026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,13,0,0,18,10,0,0,20,0,0,30,7,0,0,3,0,0,12,4,0,0,5,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,3,44,5,0,82
UCL515027,0,0,0,0,0,0,0,5,4,0,0,5,0,13,0,46,6,14,0,0,68,8,23,9,15,6,0,53,21,20,0,33,5,0,85,58,23,5,36,11,0,129,43,13,3,34,9,0,102,26,7,0,10,0,0,46,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,5,0,0,21,166,132,32,152,35,12,519
UCL515028,0,0,0,0,170,0,170,0,0,0,0,21,0,27,0,12,0,0,359,0,370,0,30,0,0,32,0,68,4,22,0,0,34,0,58,5,5,0,0,7,0,18,19,0,0,0,5,0,30,48,0,0,10,0,0,59,60,0,0,5,4,0,72,42,0,0,3,0,0,43,14,0,0,0,4,0,12,6,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,4,33,6,0,12,127,0,174,222,72,4,42,770,0,1114
UCL515029,3,0,3,3,244,0,258,0,0,0,0,0,0,3,0,10,0,0,5,0,15,0,0,0,0,3,0,3,0,0,0,0,5,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,21,8,14,4,7,279,0,311
UCL515030,0,4,0,0,0,0,3,0,3,0,0,0,0,4,0,10,7,8,0,0,32,4,14,5,5,0,0,28,3,8,0,15,0,0,32,15,5,0,15,4,0,48,82,3,0,35,6,0,120,50,0,0,20,0,0,70,4,0,0,3,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,4,0,20,162,61,13,106,20,0,368
UCL515031,0,0,0,0,0,0,0,4,0,0,0,0,0,8,3,20,9,12,0,0,46,9,14,9,10,4,0,41,7,3,0,14,3,0,27,30,4,3,23,3,0,68,60,0,3,25,5,0,91,21,0,0,6,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,6,4,0,5,11,0,23,138,46,25,96,46,4,354
UCL515032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,5,0,0,5,3,0,0,3,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,11,0,0,23,0,0,30
UCL515033,6,0,4,0,450,4,460,0,0,0,0,18,0,18,0,14,0,0,34,0,52,0,9,0,0,10,0,21,0,8,0,0,15,0,24,0,6,0,0,3,0,11,6,0,0,0,3,0,13,3,0,0,0,4,0,9,3,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,6,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,5,8,62,0,88,41,45,12,15,610,3,725
UCL515034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,8,14,0,0,17,0,0,23,59,0,0,25,0,0,84,52,0,0,13,0,0,62,13,0,0,3,0,0,15,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,4,141,3,0,66,3,0,213
