UCL_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Oth_lt_health_cond_0_14,M_Oth_lt_health_cond_15_24,M_Oth_lt_health_cond_25_34,M_Oth_lt_health_cond_35_44,M_Oth_lt_health_cond_45_54,M_Oth_lt_health_cond_55_64,M_Oth_lt_health_cond_65_74,M_Oth_lt_health_cond_75_84,M_Oth_lt_health_cond_85_over,M_Oth_lt_health_cond_Tot,M_No_lt_health_cond_0_14,M_No_lt_health_cond_15_24,M_No_lt_health_cond_25_34,M_No_lt_health_cond_35_44,M_No_lt_health_cond_45_54,M_No_lt_health_cond_55_64,M_No_lt_health_cond_65_74,M_No_lt_health_cond_75_84,M_No_lt_health_cond_85_over,M_No_lt_health_cond_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
UCL515035,0,0,0,0,3,20,25,17,4,79,8,10,3,8,4,10,6,4,0,52,0,0,0,0,0,0,5,15,0,25,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,8,20,11,0,39,0,0,0,0,0,11,19,18,0,54,0,0,0,0,0,0,4,5,0,11,0,0,0,0,0,8,10,8,0,22,0,0,5,9,13,13,6,3,0,49,0,0,0,0,0,0,3,3,0,9,3,0,5,5,7,17,12,6,3,56,70,32,40,39,28,42,26,18,0,302,17,10,9,15,7,12,12,3,0,80,97,51,64,67,55,101,96,69,16,608,0,0,0,0,7,27,34,16,12,97,3,9,10,3,9,9,9,5,0,58,0,0,0,0,3,6,11,0,0,25,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,14,11,8,5,40,0,0,0,0,0,4,12,3,6,30
UCL515036,0,0,5,3,11,27,37,14,8,104,24,11,11,4,0,9,12,11,0,88,0,0,0,0,0,3,12,14,10,33,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,27,23,22,5,89,0,0,0,0,8,16,33,21,14,80,0,0,0,0,0,3,3,7,4,14,0,0,0,0,0,5,14,11,0,32,11,3,9,9,14,13,6,3,3,79,0,0,0,0,0,0,10,7,0,17,3,3,0,8,5,19,16,7,4,65,139,80,69,64,76,66,51,19,3,579,24,11,4,14,14,19,12,9,8,119,193,113,97,104,124,157,151,85,38,1062,0,4,3,7,31,49,60,51,20,205,8,8,12,9,20,21,25,16,0,121,0,0,0,0,4,13,18,14,4,57,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,9,25,14,6,70,6,0,0,0,3,14,19,11,10,54
UCL515037,0,0,0,0,11,17,6,0,0,30,16,10,22,17,8,5,0,0,0,77,0,0,0,4,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,7,7,5,0,46,0,0,0,0,8,3,4,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,3,9,9,15,8,12,0,0,0,47,0,0,0,0,0,0,0,0,0,0,3,3,8,7,11,10,0,6,0,40,218,93,174,199,121,83,16,0,0,907,68,33,93,84,57,64,18,0,0,428,310,139,312,326,222,195,48,6,0,1562,0,0,6,6,8,10,3,0,0,30,12,5,9,20,6,0,4,0,0,61,0,0,0,4,5,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,15,0,0,0,0,0,0,0,0,0,4
UCL515038,0,0,7,8,5,29,40,29,14,126,14,3,10,8,11,14,16,3,0,82,0,0,0,0,5,19,18,26,4,73,0,0,0,0,0,0,3,5,10,12,0,3,0,3,8,28,31,23,9,101,0,0,4,4,4,21,39,35,10,112,0,0,0,0,0,9,5,9,0,20,0,0,4,0,0,5,9,11,5,37,10,4,12,8,13,18,18,7,0,90,0,0,0,0,0,3,5,5,4,14,11,7,7,5,8,13,31,6,3,91,111,61,66,57,65,81,87,28,3,566,20,8,8,18,25,26,14,15,3,140,154,91,100,97,135,188,227,140,46,1171,0,0,0,0,12,40,74,50,22,205,10,12,7,16,16,21,38,6,0,124,0,0,0,3,5,15,21,14,3,72,0,0,0,0,0,0,8,8,16,34,0,0,0,0,6,19,22,13,9,72,0,0,0,0,3,11,20,13,11,64
UCL521001,0,0,0,0,0,3,6,0,0,11,5,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,11,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,7,4,0,7,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,36,25,9,18,30,25,13,3,3,168,3,3,0,0,0,0,0,0,0,11,52,33,19,24,43,43,27,8,3,255,0,0,0,0,8,9,7,0,0,28,4,5,3,8,7,4,3,0,0,30,0,0,0,4,0,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,5,0,8,0,0,0,0,0,0,0,0,0,4
UCL521002,0,0,0,0,7,3,19,5,0,34,0,6,3,5,3,3,5,0,0,34,0,0,0,0,3,0,9,7,0,18,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,21,4,0,21,0,0,0,0,0,3,15,0,0,24,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,8,3,0,0,0,7,3,3,0,0,18,0,0,0,0,0,0,4,0,0,5,3,0,0,3,7,8,4,4,0,29,55,20,21,30,25,23,27,6,0,199,14,5,8,8,6,6,6,5,0,54,77,30,29,49,44,48,71,23,3,378,0,0,0,6,5,13,20,13,0,63,0,3,4,4,7,3,12,0,0,45,0,0,0,0,8,6,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,6,0,0,19,0,0,0,0,0,0,3,3,0,10
UCL521003,0,0,0,0,6,13,19,15,3,57,3,0,0,3,0,10,7,9,0,37,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,3,9,6,0,0,0,3,5,9,12,0,6,30,0,0,0,0,4,9,12,11,6,39,0,0,0,0,0,0,6,0,4,9,0,0,0,0,0,4,4,8,0,15,0,0,4,4,7,10,4,5,0,39,0,0,0,0,0,0,0,0,0,4,0,0,6,0,6,10,7,10,0,39,28,25,18,19,20,26,42,11,6,194,7,5,5,3,3,7,5,7,0,46,48,28,30,36,39,56,90,59,21,409,0,0,5,0,10,20,28,19,8,86,3,5,0,10,4,10,13,11,0,49,0,0,0,0,0,7,5,11,0,25,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,14,17,7,3,45,0,0,0,0,0,6,11,14,0,32
UCL521004,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,89,55,40,28,24,8,5,0,0,248,4,0,0,0,0,0,0,0,0,4,91,57,44,34,28,16,7,4,0,286,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,7,7,0,0,28,0,0,0,0,0,0,0,0,0,6
UCL521005,0,0,4,0,4,8,11,10,0,39,13,4,7,9,6,3,5,4,0,49,0,0,0,0,0,8,0,5,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,11,6,0,29,0,0,0,0,0,0,8,6,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,6,0,5,12,8,10,9,4,0,0,40,0,0,0,0,0,0,0,5,0,6,5,0,0,0,4,9,0,4,0,30,102,25,34,43,38,39,29,6,0,322,10,8,15,7,10,5,10,0,0,62,134,38,63,65,73,89,67,28,3,562,0,0,0,3,9,18,20,9,3,66,3,5,11,6,10,7,10,0,0,54,0,0,0,0,0,3,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,9,0,19,0,0,0,0,3,0,3,4,4,14
UCL521006,0,0,0,4,3,13,13,12,0,41,5,0,0,3,0,4,4,0,0,23,0,0,0,0,0,6,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,7,0,29,0,0,0,0,0,7,6,7,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,5,0,4,5,0,5,4,5,0,23,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,6,3,0,32,62,27,24,31,34,32,15,3,0,222,8,3,4,6,4,3,8,3,0,28,84,32,28,45,46,73,53,32,5,394,0,0,3,6,7,16,16,16,0,70,7,3,7,6,4,10,14,0,0,47,0,0,0,4,0,3,10,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,7,0,27,0,0,0,0,5,0,5,11,0,20
UCL521007,0,0,0,0,0,6,11,5,0,30,6,0,4,3,4,0,0,0,0,14,0,0,0,0,0,0,6,5,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,9,4,23,0,0,0,0,3,4,8,3,0,17,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,5,4,0,17,0,3,4,4,3,0,3,0,0,20,0,0,0,0,0,0,5,5,0,6,0,0,0,0,3,6,9,4,0,24,25,16,10,7,14,22,8,0,3,110,4,0,8,0,4,6,5,3,0,33,38,23,20,19,30,44,41,22,7,245,0,0,3,0,3,8,19,20,7,60,6,0,0,5,0,0,0,6,0,19,0,0,0,3,0,3,0,3,0,19,0,0,0,0,0,0,0,5,0,4,0,0,4,0,0,6,4,4,0,20,0,0,0,0,0,0,0,0,3,7
UCL521008,0,0,0,0,5,10,16,7,8,40,5,0,0,0,0,0,0,4,3,13,0,0,0,0,0,0,4,4,3,12,0,0,0,0,0,0,0,3,0,10,0,0,0,0,6,0,9,9,0,23,0,0,0,0,0,0,8,4,3,16,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,4,0,3,9,0,0,3,6,4,6,5,3,4,33,0,0,0,0,0,0,0,4,3,7,0,0,4,0,3,0,3,0,0,16,26,12,11,14,13,17,11,0,0,111,10,4,0,4,9,13,3,0,0,46,43,22,18,31,35,45,38,25,13,265,0,0,5,0,9,7,11,22,14,58,8,3,3,0,7,4,3,0,3,37,0,0,0,0,0,0,0,6,3,19,0,0,0,0,0,0,0,6,5,19,0,0,0,0,0,4,8,3,6,13,0,0,0,0,3,4,0,3,6,19
UCL521009,0,0,0,0,4,9,9,3,0,33,0,0,3,0,0,5,3,0,0,25,0,0,0,0,0,5,7,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,11,7,0,24,0,0,0,0,0,7,6,0,3,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,4,0,3,0,3,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,4,4,0,3,5,6,4,0,0,20,40,19,12,26,16,11,16,6,5,146,4,11,14,7,14,7,8,7,0,72,48,35,40,38,38,41,56,25,11,327,0,0,0,0,7,12,18,12,3,48,4,0,5,0,6,4,5,3,0,27,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,14,0,0,0,0,0,3,5,7,0,13
UCL521010,0,0,0,0,6,3,12,8,4,25,7,8,3,0,9,0,3,4,0,34,0,0,0,0,0,0,5,4,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,9,5,25,0,0,0,0,3,5,12,6,3,27,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,11,6,4,17,4,10,9,3,5,3,0,0,0,39,0,0,0,0,0,3,0,0,0,3,5,6,3,0,0,6,4,0,0,25,54,36,20,27,23,19,13,9,0,203,12,3,7,0,4,8,9,0,0,38,78,53,45,35,46,43,43,27,7,384,0,4,3,0,10,10,23,15,5,62,9,4,11,5,3,7,9,0,0,43,0,0,6,0,0,4,8,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,14,4,0,24,0,0,0,0,0,0,4,8,3,19
UCL521011,0,0,0,0,4,4,5,0,0,22,8,4,0,3,4,0,3,0,0,23,0,0,0,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,4,0,17,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,3,5,0,0,17,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,3,9,0,0,20,67,21,25,29,28,8,6,6,0,191,0,0,3,0,0,0,0,0,0,4,81,28,27,45,37,27,18,11,0,279,0,0,0,0,4,10,7,3,0,24,4,3,10,6,0,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4
UCL521012,0,0,0,0,0,5,14,3,0,29,3,3,8,4,5,9,5,0,0,25,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,8,4,3,16,0,0,0,0,0,0,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,15,0,4,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,6,0,5,0,4,0,4,8,0,0,24,25,15,12,22,29,20,11,8,0,142,0,5,4,0,0,0,0,0,0,17,30,23,24,30,41,47,52,19,7,258,0,0,0,0,5,8,26,4,3,53,0,0,3,0,7,3,13,0,0,31,0,0,0,0,3,4,5,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,10,0,0,16,0,0,0,0,0,3,4,0,0,11
UCL521013,0,0,0,4,6,10,11,5,0,36,13,7,5,0,0,0,7,0,0,31,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,5,0,15,0,0,0,0,4,3,7,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,16,0,6,4,6,6,6,3,0,0,37,0,0,0,0,0,0,0,0,0,3,3,8,4,0,6,14,4,0,0,34,70,41,33,27,42,37,18,3,0,279,7,0,4,0,3,5,7,3,0,38,95,64,51,41,59,68,46,14,4,436,0,0,4,0,11,13,12,4,0,52,6,0,6,3,9,5,4,0,0,44,0,0,0,0,0,3,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,12,0,0,0,0,0,0,6,0,0,9
UCL521014,0,0,0,0,4,9,19,0,0,35,4,0,3,8,0,0,11,0,0,31,0,0,0,0,0,0,5,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,19,0,0,45,0,0,0,0,3,10,14,4,0,24,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,4,10,0,3,22,0,6,0,3,8,3,3,0,0,32,0,0,0,0,0,3,0,0,0,5,0,0,3,0,5,6,12,3,0,25,35,24,54,41,46,51,20,9,0,279,21,10,36,35,24,19,8,4,0,156,60,39,92,88,93,102,83,17,4,580,0,0,0,3,4,12,19,5,0,42,0,4,5,0,6,3,5,0,0,25,0,0,0,0,0,0,6,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,6,3,0,28,0,0,0,0,0,3,3,0,0,12
UCL521015,0,0,0,0,0,14,11,7,3,37,7,4,0,4,0,3,4,0,0,28,0,0,0,0,0,0,6,6,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,4,0,28,0,0,0,0,0,7,5,4,0,13,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,4,0,3,14,0,0,3,5,3,4,3,0,0,27,0,0,0,0,0,0,0,0,0,4,6,4,0,7,3,4,4,0,0,24,27,21,24,16,18,15,19,4,0,152,0,0,0,0,4,4,0,0,3,21,39,28,27,26,36,40,55,25,20,294,0,0,0,0,0,0,22,11,10,53,7,0,0,7,4,3,7,4,4,38,0,0,0,0,0,0,10,4,0,20,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,5,10,0,8,22,0,0,0,0,0,0,4,6,12,17
UCL521016,0,0,0,0,0,7,6,8,3,28,11,7,4,8,0,3,0,4,0,29,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,21,0,0,0,0,0,7,3,8,3,16,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,6,0,9,0,0,4,0,4,4,5,0,0,22,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,0,0,16,49,29,40,18,22,21,16,7,0,203,10,0,0,3,3,6,0,0,0,30,71,40,52,30,38,44,35,20,12,339,0,0,0,0,0,4,11,3,0,24,6,7,3,5,3,0,6,3,0,31,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,3,0,17,0,0,0,0,0,4,4,0,0,11
UCL521017,0,0,0,0,0,4,5,3,0,14,3,3,10,4,0,0,0,4,0,27,0,0,0,0,0,0,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,5,5,0,23,0,0,0,0,3,5,5,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,6,3,0,7,0,0,3,4,4,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,3,0,19,64,24,35,38,26,26,4,7,0,217,7,4,12,14,12,10,10,8,0,75,73,36,63,62,44,53,37,18,0,383,0,0,0,0,3,3,4,7,5,24,7,7,0,5,6,5,5,0,0,25,0,0,0,0,0,6,0,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,16,0,0,0,0,0,0,0,3,0,12
UCL521018,0,0,0,0,3,9,5,3,3,23,5,3,9,4,3,5,3,0,0,34,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,13,0,0,0,0,0,7,4,3,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,8,9,5,11,7,0,3,0,40,0,0,0,0,0,0,3,4,0,10,9,0,7,0,0,3,4,3,0,22,49,26,18,23,19,11,14,0,0,154,3,0,0,0,4,0,0,0,0,19,67,33,35,27,37,23,31,14,9,270,0,0,0,5,3,6,11,12,0,39,0,0,0,3,0,6,4,4,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3
UCL521019,0,0,0,0,5,18,55,19,3,106,5,4,6,6,3,5,18,8,0,47,0,0,0,0,0,8,30,10,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,28,12,0,55,0,0,0,0,0,14,43,25,4,92,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,13,7,0,20,0,0,7,8,8,12,17,6,0,55,0,0,0,0,0,0,5,0,0,8,0,0,0,0,3,11,15,8,0,36,73,22,42,54,52,75,91,21,0,426,19,9,14,26,20,45,69,29,3,232,109,29,67,88,93,178,271,109,8,951,0,0,0,4,12,20,58,15,0,112,0,9,8,8,7,15,16,6,0,68,0,0,0,0,0,11,13,7,0,33,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,11,16,0,0,41,0,0,0,0,0,0,15,4,0,29
UCL521020,0,0,0,0,5,8,21,10,0,40,4,5,3,3,8,3,3,3,0,25,0,0,0,0,0,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,18,5,0,28,0,0,0,0,0,6,18,9,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,6,0,20,0,0,0,3,8,4,9,3,0,26,0,0,0,0,0,0,3,0,0,6,0,3,0,4,3,4,7,4,0,23,47,30,18,19,33,29,20,4,0,199,4,0,0,0,4,0,3,7,0,21,51,37,22,23,53,54,73,34,4,355,0,0,0,0,5,13,26,4,0,52,4,0,3,6,5,3,13,4,0,36,0,0,0,0,4,3,6,0,0,16,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,8,0,0,12
UCL521021,0,0,0,0,0,7,8,9,0,31,12,5,0,7,3,0,0,4,0,24,0,0,0,0,0,3,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,6,0,22,0,0,0,0,0,3,10,9,0,26,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,3,0,7,0,0,0,6,0,4,5,4,0,18,0,0,0,0,0,5,0,0,0,9,0,0,0,3,9,7,6,3,0,29,84,27,25,36,29,24,23,12,0,255,9,3,5,6,7,5,5,3,0,36,105,34,27,51,46,55,49,41,9,414,0,0,3,0,3,8,9,12,4,40,5,3,5,3,4,5,3,6,0,31,0,0,0,5,0,3,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,14,0,0,0,0,4,0,4,3,0,14
UCL521022,0,0,0,4,0,5,3,0,0,12,0,0,0,0,10,5,5,0,0,20,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,7,0,0,23,51,25,24,27,42,32,19,0,0,226,4,5,4,5,12,12,9,0,0,47,65,36,38,35,63,57,38,0,0,341,0,0,0,0,0,12,6,0,6,26,3,4,0,4,6,4,0,0,0,22,0,0,0,0,4,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,6
UCL521023,0,0,0,0,5,10,8,4,0,25,0,0,4,0,0,0,3,0,0,10,0,0,0,0,0,6,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,5,0,26,0,0,0,0,0,3,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,12,6,0,0,24,0,0,0,0,0,0,5,0,0,6,0,0,0,6,0,5,4,0,0,14,54,20,19,25,27,14,5,0,0,166,7,0,0,4,6,3,0,3,0,34,64,27,30,38,34,44,37,13,4,295,0,0,0,4,3,7,13,0,6,29,0,0,3,3,0,0,3,0,0,17,0,0,0,0,3,5,7,0,0,12,0,0,0,0,0,0,0,0,6,4,0,0,0,0,3,4,4,0,0,7,0,0,0,0,0,4,3,0,0,11
UCL521024,0,0,0,0,4,9,8,5,0,26,5,3,9,5,0,6,0,0,0,34,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,7,9,4,20,3,0,42,0,3,0,0,0,5,7,3,0,22,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,4,5,0,0,12,0,4,3,6,7,3,6,0,0,25,0,0,0,0,0,0,0,0,0,3,5,6,4,4,3,3,3,0,0,23,152,93,97,74,70,46,42,17,0,587,58,15,27,37,37,27,15,14,3,226,218,117,141,130,122,101,95,36,3,963,0,0,4,3,11,4,13,3,0,35,3,4,4,3,7,11,3,0,0,41,0,0,0,3,0,9,6,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,17,11,3,0,45,0,0,0,4,4,9,8,3,0,30
