UCL_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Oth_lt_health_cond_0_14,M_Oth_lt_health_cond_15_24,M_Oth_lt_health_cond_25_34,M_Oth_lt_health_cond_35_44,M_Oth_lt_health_cond_45_54,M_Oth_lt_health_cond_55_64,M_Oth_lt_health_cond_65_74,M_Oth_lt_health_cond_75_84,M_Oth_lt_health_cond_85_over,M_Oth_lt_health_cond_Tot,M_No_lt_health_cond_0_14,M_No_lt_health_cond_15_24,M_No_lt_health_cond_25_34,M_No_lt_health_cond_35_44,M_No_lt_health_cond_45_54,M_No_lt_health_cond_55_64,M_No_lt_health_cond_65_74,M_No_lt_health_cond_75_84,M_No_lt_health_cond_85_over,M_No_lt_health_cond_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
UCL513005,0,6,11,12,36,62,88,57,11,287,108,52,51,55,49,33,19,12,3,387,0,4,0,9,14,22,51,41,10,153,0,0,0,0,0,0,6,21,19,46,8,3,9,13,26,66,66,44,6,247,3,3,0,4,14,45,74,57,20,221,0,0,0,0,5,4,13,11,7,40,3,0,3,0,10,21,32,27,7,101,49,50,65,52,62,52,35,27,13,404,0,0,0,0,4,9,13,19,6,46,76,25,33,35,50,49,55,40,23,388,1075,446,420,453,393,221,119,44,8,3182,110,57,43,54,44,36,10,11,3,367,1409,614,606,653,635,491,374,224,54,5056,0,0,11,27,78,107,143,96,29,489,80,45,82,88,58,58,52,23,0,486,0,0,5,8,28,24,30,26,11,134,0,0,0,0,0,0,9,29,37,75,0,5,7,17,20,38,47,27,13,174,0,0,0,3,12,23,41,42,22,148
UCL514001,0,4,3,10,34,82,115,75,22,346,63,42,22,46,32,37,31,17,6,288,0,0,0,0,10,24,45,39,9,130,0,0,0,0,0,3,6,10,5,27,0,4,5,18,22,66,110,46,14,285,0,0,3,3,11,39,72,53,18,198,0,0,0,0,4,12,15,9,0,36,0,0,0,0,5,21,50,19,3,107,10,30,33,38,45,56,41,24,10,290,0,0,0,0,6,5,26,14,3,48,44,29,19,18,28,46,50,26,18,270,487,256,243,239,204,201,142,63,7,1848,102,40,55,59,62,51,38,19,10,431,697,390,372,403,402,479,498,239,64,3539,4,6,8,25,73,117,160,101,48,538,45,35,55,51,57,49,60,27,8,377,5,0,7,4,10,37,42,13,8,121,0,0,0,0,0,0,5,13,12,35,0,3,11,17,34,51,72,42,12,223,0,0,0,5,17,27,42,28,8,124
UCL514002,0,0,3,5,13,35,66,52,12,194,46,17,18,34,20,12,14,13,3,176,0,0,0,5,10,21,38,26,12,108,0,0,0,0,0,3,7,8,0,15,0,0,0,0,7,13,38,24,0,89,0,0,0,0,5,11,55,54,13,135,0,0,0,0,3,4,3,6,0,20,0,0,0,0,0,9,16,12,10,47,19,19,21,31,19,27,25,9,3,165,0,0,0,0,0,0,14,15,0,26,26,10,8,11,24,24,37,21,4,161,635,216,226,343,321,209,189,56,10,2219,50,29,32,43,27,27,21,22,0,251,769,284,308,476,430,344,400,211,43,3262,0,0,0,21,27,60,101,86,26,322,33,13,24,44,37,26,34,20,6,240,0,0,5,8,17,25,32,22,7,118,0,0,0,0,0,0,5,4,6,15,0,0,3,7,11,19,26,10,0,67,0,0,0,0,3,5,28,26,9,70
UCL514003,0,3,4,15,21,34,48,18,6,154,52,19,32,40,33,17,20,6,0,230,0,0,0,6,5,18,29,17,9,82,0,0,0,0,0,0,5,6,6,20,0,8,4,6,16,15,25,15,0,78,0,0,4,0,18,22,34,16,8,107,3,0,0,3,0,4,6,6,0,22,0,0,3,0,4,11,12,4,0,42,16,21,30,55,52,26,23,0,0,223,0,0,0,0,8,4,3,6,4,23,28,21,18,23,32,32,37,13,12,211,653,263,355,382,326,206,104,35,8,2338,83,43,53,48,55,50,28,7,3,380,828,375,484,546,507,370,294,112,43,3562,0,0,3,30,40,56,98,50,27,299,20,19,36,55,33,25,40,13,0,239,0,0,0,6,26,18,34,14,0,94,0,0,0,0,0,0,6,20,21,42,6,0,4,9,8,15,18,11,6,78,0,0,0,0,6,9,21,18,18,78
UCL514004,0,4,5,11,23,48,73,59,20,243,49,26,31,20,27,32,21,13,5,222,5,4,3,8,6,22,34,30,4,105,0,0,0,0,0,3,5,19,9,30,6,8,4,10,31,70,86,44,3,260,0,0,4,9,13,36,74,42,19,194,0,3,4,0,9,7,17,9,6,46,0,0,0,0,8,15,30,14,5,78,16,34,36,39,39,45,32,13,5,263,3,0,0,3,4,7,12,12,4,49,39,13,24,19,40,41,43,18,6,245,453,264,212,189,170,187,121,49,12,1656,97,72,63,45,62,48,36,17,6,446,647,405,359,327,366,426,399,205,68,3194,0,0,5,10,55,109,128,99,44,453,44,33,54,44,53,54,31,28,9,349,3,0,0,4,10,30,31,29,6,105,0,0,0,0,0,0,8,7,16,28,0,0,11,17,31,63,77,35,13,245,4,0,3,4,7,28,36,36,22,151
UCL515001,0,0,0,3,5,10,26,18,18,78,0,0,0,0,0,9,8,5,9,39,0,0,0,0,0,3,22,17,9,49,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,5,8,7,3,27,0,0,0,0,0,10,27,27,9,72,0,0,0,0,0,4,5,7,5,11,0,0,0,0,0,8,11,10,0,27,0,5,0,13,13,16,12,4,0,58,0,0,0,0,0,0,7,0,3,16,3,0,0,0,8,8,11,7,11,58,38,16,30,20,24,46,51,26,9,273,10,6,5,6,10,5,8,4,3,59,59,29,40,42,54,92,147,86,48,591,0,0,0,0,14,17,51,30,23,129,3,0,4,10,9,7,17,9,4,53,0,0,0,0,0,3,8,10,7,37,0,0,0,0,0,0,3,5,4,11,0,0,0,0,0,6,13,3,5,37,0,0,0,0,0,0,10,11,11,40
UCL515002,0,0,0,9,11,17,10,7,0,58,8,3,0,6,6,3,3,0,0,41,0,0,0,0,0,3,9,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,8,10,0,43,0,0,0,0,3,12,15,6,0,28,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,15,0,4,5,10,6,16,3,0,0,46,0,0,0,0,0,0,4,0,0,3,3,3,0,3,0,5,4,0,0,30,103,45,46,45,48,43,35,12,0,373,12,3,6,16,5,3,3,0,0,44,128,57,57,89,78,92,80,22,6,606,0,0,0,3,6,27,21,17,0,74,4,3,5,6,11,9,10,0,0,42,0,0,0,0,0,6,11,6,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,4,9,0,15,0,0,0,0,0,4,11,3,3,23
UCL515003,0,0,3,3,6,21,25,19,12,89,13,12,10,12,6,11,4,3,0,63,0,0,0,0,0,6,14,10,4,44,0,0,0,0,0,0,0,3,7,7,0,0,0,0,7,12,23,18,6,57,0,0,0,0,3,7,31,22,5,69,0,0,0,0,0,3,3,5,0,9,0,0,0,0,4,8,11,5,3,32,0,14,7,11,17,22,7,6,3,90,0,0,0,0,0,0,8,5,5,19,10,11,0,17,9,19,26,10,0,94,123,44,53,61,78,73,79,31,0,547,22,8,11,5,17,20,12,11,0,106,167,81,88,91,136,155,195,94,29,1024,0,0,0,9,19,40,76,37,21,208,8,11,8,14,17,20,26,7,4,120,0,0,0,0,7,10,24,10,0,54,0,0,0,0,0,0,0,5,10,17,0,0,0,0,9,9,26,7,3,57,0,0,0,0,3,0,20,12,8,45
UCL515004,0,0,4,6,5,13,20,13,0,54,28,11,15,11,6,4,3,0,0,91,0,0,0,0,3,0,10,5,3,25,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,13,11,12,0,51,0,0,0,4,5,6,17,10,0,37,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,4,6,6,0,17,15,14,18,14,10,7,10,6,0,94,0,0,0,0,0,0,3,3,0,10,20,12,4,4,8,12,11,4,0,77,210,145,140,65,63,30,21,3,4,674,21,8,15,10,5,7,4,5,0,91,288,193,196,109,104,68,72,41,9,1077,0,3,7,10,16,20,30,9,4,105,20,11,29,13,15,14,11,3,0,112,0,0,0,0,0,6,8,4,0,20,0,0,0,0,0,0,0,0,0,6,0,0,4,5,9,3,10,6,0,44,0,3,0,0,4,3,9,3,3,27
UCL515005,0,0,5,13,16,31,40,23,0,126,23,8,6,10,9,13,12,3,0,78,0,0,0,0,3,5,16,10,0,33,0,0,0,0,0,0,4,0,4,6,0,0,5,4,17,23,25,15,0,82,0,0,0,0,15,16,24,17,0,68,0,0,0,0,0,3,3,4,0,11,3,0,4,0,0,8,15,3,0,33,11,13,13,20,16,15,12,8,3,100,0,0,0,0,0,4,4,3,3,14,17,9,3,13,16,18,19,13,3,110,185,84,64,82,84,42,33,10,4,596,23,19,4,4,18,10,12,4,3,100,257,128,92,122,160,122,135,66,15,1091,0,0,0,15,30,54,50,21,16,190,15,17,14,27,30,20,16,8,0,146,0,0,0,0,9,6,9,9,4,42,0,0,0,0,0,0,3,0,3,8,0,0,0,6,11,20,21,7,3,77,0,0,0,3,4,14,12,12,5,40
UCL515006,0,0,3,3,12,44,89,53,10,223,22,15,7,10,19,25,30,14,0,142,0,0,4,5,6,14,48,26,5,98,0,0,0,0,0,0,4,5,0,9,0,0,4,6,23,35,64,45,9,190,0,4,0,0,22,35,78,45,12,195,0,0,0,0,4,9,9,12,4,42,0,0,0,0,3,13,24,27,3,73,4,5,7,11,21,21,28,8,0,114,0,0,0,0,3,3,5,9,0,22,15,8,7,15,13,35,53,16,8,171,309,133,175,155,184,186,176,52,13,1385,95,79,81,68,78,64,54,28,6,556,439,242,290,277,346,393,494,243,50,2764,0,0,0,5,25,47,111,72,11,283,16,15,17,30,24,48,47,13,3,217,0,0,0,0,3,13,27,13,6,70,0,0,0,0,0,0,6,3,3,22,0,7,0,9,19,36,41,21,3,133,0,0,0,0,5,19,28,27,12,100
