UCL_CODE_2021,M_PG_Deg_15_24_yr,M_PG_Deg_25_34_yr,M_PG_Deg_35_44_yr,M_PG_Deg_45_54_yr,M_PG_Deg_55_64_yr,M_PG_Deg_65_74_yr,M_PG_Deg_75_84_yr,M_PG_Deg_85_yr_over,M_PG_Deg_Tot,M_Grad_Dip_Cer_15_24,M_Grad_Dip_Cer_25_34,M_Grad_Dip_Cer_35_44,M_Grad_Dip_Cer_45_54,M_Grad_Dip_Cer_55_64,M_Grad_Dip_Cer_65_74,M_Grad_Dip_Cer_75_84,M_Grad_Dip_Cer_85_over,M_Grad_Dip_Cer_Tot,M_B_Deg_15_24_yr,M_B_Deg_25_34_yr,M_B_Deg_35_44_yr,M_B_Deg_45_54_yr,M_B_Deg_55_64_yr,M_B_Deg_65_74_yr,M_B_Deg_75_84_yr,M_B_Deg_85_yr_over,M_B_Deg_Tot,M_Adv_Dip_Dip_15_24_yr,M_Adv_Dip_Dip_25_34_yr,M_Adv_Dip_Dip_35_44_yr,M_Adv_Dip_Dip_45_54_yr,M_Adv_Dip_Dip_55_64_yr,M_Adv_Dip_Dip_65_74_yr,M_Adv_Dip_Dip_75_84_yr,M_Adv_Dip_Dip_85_yr_over,M_Adv_Dip_Dip_Total,M_Cer_III_IV_15_24_yr,M_Cer_III_IV_25_34_yr,M_Cer_III_IV_35_44_yr,M_Cer_III_IV_45_54_yr,M_Cer_III_IV_55_64_yr,M_Cer_III_IV_65_74_yr,M_Cer_III_IV_75_84_yr,M_Cer_III_IV_85_yr_over,M_Cer_III_IV_Tot,M_Cer_I_II_15_24_yr,M_Cer_I_II_25_34_yr,M_Cer_I_II_35_44_yr,M_Cer_I_II_45_54_yr,M_Cer_I_II_55_64_yr,M_Cer_I_II_65_74_yr,M_Cer_I_II_75_84_yr,M_Cer_I_II_85_yr_over,M_Cer_I_II_Tot,M_Cer_nfd_15_24_yr,M_Cer_nfd_25_34_yr,M_Cer_nfd_35_44_yr,M_Cer_nfd_45_54_yr,M_Cer_nfd_55_64_yr,M_Cer_nfd_65_74_yr,M_Cer_nfd_75_84_yr,M_Cer_nfd_85_yr_over,M_Cer_nfd_Tot,M_Cer_Tot_15_24_yr,M_Cer_Tot_25_34_yr,M_Cer_Tot_35_44_yr,M_Cer_Tot_45_54_yr,M_Cer_Tot_55_64_yr,M_Cer_Tot_65_74_yr,M_Cer_Tot_75_84_yr,M_Cer_Tot_85_yr_over,M_Cer_Tot_Tot,M_lvl_educ_inad_desc_15_24,M_lvl_educ_inad_desc_25_34,M_lvl_educ_inad_desc_35_44,M_lvl_educ_inad_desc_45_54,M_lvl_educ_inad_desc_55_64,M_lvl_educ_inad_desc_65_74,M_lvl_educ_inad_desc_75_84,M_lvl_educ_inad_desc_85ov,M_lvl_educ_inad_desc_Tot,M_lvl_educ_ns_15_24,M_lvl_educ_ns_25_34,M_lvl_educ_ns_35_44,M_lvl_educ_ns_45_54,M_lvl_educ_ns_55_64,M_lvl_educ_ns_65_74,M_lvl_educ_ns_75_84,M_lvl_educ_ns_85_yr_over,M_lvl_educ_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_PG_Deg_15_24_yr,F_PG_Deg_25_34_yr,F_PG_Deg_35_44_yr,F_PG_Deg_45_54_yr,F_PG_Deg_55_64_yr,F_PG_Deg_65_74_yr,F_PG_Deg_75_84_yr,F_PG_Deg_85_yr_over,F_PGuate_Deg_Tot,F_Grad_Dip_Cer_15_24_yr,F_Grad_Dip_Cer_25_34_yr,F_Grad_Dip_Cer_35_44_yr,F_Grad_Dip_Cer_45_54_yr,F_Grad_Dip_Cer_55_64_yr,F_Grad_Dip_Cer_65_74_yr,F_Grad_Dip_Cer_75_84_yr,F_Grad_Dip_Cer_85_yr_over,F_Grad_Dip_Cer_Tot,F_B_Deg_15_24_yr,F_B_Deg_25_34_yr,F_B_Deg_35_44_yr,F_B_Deg_45_54_yr,F_B_Deg_55_64_yr,F_B_Deg_65_74_yr,F_B_Deg_75_84_yr,F_B_Deg_85_yr_over,F_B_Deg_Tot,F_Adv_Dip_Dip_15_24,F_Adv_Dip_Dip_25_34,F_Adv_Dip_Dip_35_44,F_Adv_Dip_Dip_45_54,F_Adv_Dip_Dip_55_64,F_Adv_Dip_Dip_65_74,F_Adv_Dip_Dip_75_84,F_Adv_Dip_Dip_85_over,F_Adv_Dip_Dip_Total,F_Cer_III_IV_15_24_yr,F_Cer_III_IV_25_34_yr,F_Cer_III_IV_35_44_yr,F_Cer_III_IV_45_54_yr,F_Cer_III_IV_55_64_yr,F_Cer_III_IV_65_74_yr,F_Cer_III_IV_75_84_yr,F_Cer_III_IV_85_yr_over,F_Cer_III_IV_Tot,F_Cer_I_II_15_24_yr,F_Cer_I_II_25_34_yr,F_Cer_I_II_35_44_yr,F_Cer_I_II_45_54_yr,F_Cer_I_II_55_64_yr,F_Cer_I_II_65_74_yr,F_Cer_I_II_75_84_yr,F_Cer_I_II_85_yr_over,F_Cer_I_II_Tot,F_Cer_nfd_15_24_yr,F_Cer_nfd_25_34_yr,F_Cer_nfd_35_44_yr,F_Cer_nfd_45_54_yr,F_Cer_nfd_55_64_yr,F_Cer_nfd_65_74_yr,F_Cer_nfd_75_84_yr,F_Cer_nfd_85_yr_over,F_Cer_nfd_Tot,F_Cer_Tot_15_24_yr,F_Cer_Tot_25_34_yr,F_Cer_Tot_35_44_yr,F_Cer_Tot_45_54_yr,F_Cer_Tot_55_64_yr,F_Cer_Tot_65_74_yr,F_Cer_Tot_75_84_yr,F_Cer_Tot_85_yr_over,F_Cer_Tot_Tot,F_lvl_educ_inad_desc_15_24,F_lvl_educ_inad_desc_25_34,F_lvl_educ_inad_desc_35_44,F_lvl_educ_inad_desc_45_54,F_lvl_educ_inad_desc_55_64,F_lvl_educ_inad_desc_65_74,F_lvl_educ_inad_desc_75_84,F_lvl_educ_inad_desc_85ov,F_lvl_educ_inad_desc_Tot,F_lvl_educ_ns_15_24_yr,F_lvl_educ_ns_25_34_yr,F_lvl_educ_ns_35_44_yr,F_lvl_educ_ns_45_54_yr,F_lvl_educ_ns_55_64_yr,F_lvl_educ_ns_65_74_yr,F_lvl_educ_ns_75_84_yr,F_lvl_educ_ns_85_yr_over,F_lvl_educ_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_PG_Deg_15_24_yr,P_PG_Deg_25_34_yr
UCL521036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,0,0,14,0,3,0,0,3,3,0,0,10,0,5,4,6,10,10,9,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,13,10,9,0,53,0,0,0,0,0,0,0,0,0,4,4,0,16,12,9,5,0,55,8,19,7,26,34,31,14,0,134,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,10,0,6,3,0,9,0,0,0,15,0,0,0,0,0,3,0,0,9,3,9,5,3,5,3,0,0,24,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,5,5,3,5,5,0,0,29,0,0,0,0,0,0,0,0,0,4,7,0,6,3,6,0,0,40,11,23,13,20,25,16,6,0,108,0,0
UCL521037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,11,6,3,4,0,0,21,14,13,22,12,20,18,5,0,103,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,9,16,24,11,22,18,9,0,118,0,0,0,0,0,0,0,0,0,3,0,3,5,5,0,0,0,17,15,24,37,24,28,24,10,3,165,0,0,0,0,0,0,0,0,4,0,0,3,0,5,0,0,0,8,0,5,0,5,4,3,0,0,21,0,3,9,3,3,3,0,0,27,10,11,23,13,14,0,0,0,77,4,0,0,3,0,0,0,0,6,0,0,0,0,0,5,0,0,4,7,11,27,17,15,4,0,0,87,0,0,0,0,0,0,0,0,6,0,4,6,8,0,3,6,0,33,12,27,47,39,23,18,11,0,180,0,0
UCL521038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,4,5,7,0,0,17,0,3,8,8,21,17,11,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,8,8,25,17,14,4,78,0,0,0,0,0,0,0,0,0,10,3,6,11,3,8,7,0,51,7,10,13,23,33,37,20,5,156,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,0,7,0,6,3,0,3,31,0,4,0,4,6,4,0,0,17,0,4,0,6,8,10,4,0,40,5,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,4,5,4,8,8,9,8,4,0,48,0,0,0,0,0,0,0,0,0,5,5,5,5,11,12,4,5,51,14,16,18,23,34,34,17,5,164,0,0
UCL521039,0,0,3,3,7,0,0,0,11,0,0,0,3,3,0,0,0,5,0,10,9,10,10,8,7,0,44,0,0,4,8,10,7,0,0,32,0,9,15,15,22,16,3,0,87,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,5,9,19,16,26,16,3,0,92,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,4,21,5,16,38,38,54,37,23,3,213,0,0,3,9,11,0,0,0,20,0,0,4,4,0,3,0,0,15,0,11,15,19,32,8,13,0,97,0,4,8,10,12,10,0,0,47,0,11,7,7,4,4,0,0,28,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,0,0,8,6,12,9,7,6,4,0,0,41,0,0,0,0,0,0,0,0,0,6,0,3,5,6,3,3,0,24,5,28,45,47,57,33,14,4,245,0,0
UCL521040,0,0,3,0,3,5,0,0,7,0,0,6,0,0,0,0,0,4,3,13,15,4,3,3,0,0,57,0,7,13,5,17,9,0,0,43,8,29,32,36,25,25,10,0,171,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,11,34,37,40,33,32,14,0,184,0,0,0,0,0,0,0,0,0,15,29,35,29,36,28,5,0,176,31,77,96,77,89,77,18,0,470,0,5,0,0,4,0,0,0,14,0,0,4,0,0,0,0,0,11,4,30,10,8,5,8,0,0,67,0,6,11,3,15,7,0,0,44,3,18,3,10,15,4,0,0,56,0,4,0,0,4,0,0,0,16,0,5,3,0,0,6,0,0,11,3,22,8,8,19,10,3,0,81,0,0,0,0,0,0,0,0,0,6,29,18,26,40,39,14,0,167,14,91,60,57,84,73,12,0,388,0,3
UCL521041,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,12,0,4,10,7,4,0,0,0,21,9,57,46,25,29,8,0,0,157,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,7,54,53,23,29,8,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,8,69,64,34,35,8,0,0,212,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,8,13,9,0,0,3,0,0,33,0,19,12,4,8,0,0,0,44,5,22,14,5,9,0,0,0,54,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,20,20,10,9,0,0,0,64,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,18,65,46,17,14,3,0,0,164,0,3
UCL521042,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,5,13,0,3,0,21,0,3,5,5,5,0,4,0,21,3,8,3,10,7,8,0,0,45,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,3,10,7,9,0,0,48,0,0,0,0,0,0,0,0,0,5,4,4,5,3,0,0,6,30,13,17,16,34,33,21,9,9,139,0,3,0,5,5,3,0,0,11,0,0,0,5,0,0,0,0,4,0,5,6,5,5,3,0,0,34,0,0,0,5,0,0,0,0,13,6,7,6,9,0,3,0,0,36,0,0,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,10,7,10,6,9,6,3,0,0,50,0,0,0,0,0,5,0,0,7,5,3,5,3,5,0,9,0,32,12,24,27,28,28,13,9,7,152,0,3
UCL521043,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,4,10,7,5,0,0,30,0,0,0,3,6,0,0,0,13,0,7,9,10,22,8,8,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,9,8,18,10,4,0,69,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3,0,14,4,9,18,33,39,21,11,0,137,0,0,4,3,4,3,0,0,15,0,0,0,0,0,4,0,0,8,0,3,9,15,3,4,5,0,43,0,0,0,3,7,4,0,0,22,3,9,4,5,3,3,3,0,30,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,4,5,11,3,3,3,0,43,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,17,10,19,21,39,30,21,9,0,146,0,0
UCL521044,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,5,0,0,9,5,5,6,10,19,18,3,0,73,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,5,11,10,19,21,3,0,72,0,0,0,0,0,0,0,0,0,8,0,3,8,9,6,6,0,42,13,13,18,22,33,27,12,0,143,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,8,0,3,7,0,0,22,0,0,0,0,10,4,0,0,22,3,4,4,9,10,5,3,0,39,0,3,0,0,0,0,0,0,8,0,6,0,0,3,0,0,0,6,5,10,4,9,18,4,3,0,53,0,0,0,0,0,0,3,0,3,0,0,0,7,4,5,4,0,37,11,18,20,17,36,22,13,0,141,0,0
UCL521045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,8,0,6,5,8,11,9,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5,11,10,3,0,45,0,0,0,0,0,0,0,0,0,3,3,3,12,13,17,9,5,65,6,10,10,24,28,34,17,6,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,4,0,0,0,11,0,4,0,5,3,0,0,0,20,4,0,0,3,11,5,0,4,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,7,4,0,0,5,15,9,3,4,40,0,0,0,0,0,0,0,0,0,8,9,5,4,10,22,8,0,73,10,24,16,17,33,29,16,8,148,0,0
UCL521046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,17,0,14,5,5,9,3,3,0,40,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,16,12,5,11,9,0,0,50,0,0,0,0,0,0,0,0,0,0,4,5,6,11,7,4,0,35,11,19,18,20,24,12,6,0,113,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,5,7,3,0,0,0,0,14,0,0,0,0,0,0,0,0,11,3,8,7,12,3,0,0,0,35,6,8,0,0,6,0,0,0,9,0,3,0,0,0,0,0,0,9,10,13,7,12,8,4,5,0,53,0,0,0,0,0,0,0,0,0,3,3,4,0,4,0,0,0,20,17,27,16,16,16,10,5,0,101,0,0
UCL521047,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,4,0,3,10,0,3,0,0,0,15,0,0,3,6,4,0,4,0,13,7,16,10,13,16,15,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,18,10,13,15,11,0,0,73,0,0,0,0,0,0,0,0,0,0,3,3,14,9,8,3,0,38,5,25,21,31,34,18,9,0,151,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,7,5,0,0,0,0,24,0,0,4,3,4,3,0,0,11,0,0,3,4,0,0,0,0,17,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,0,7,5,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,3,23,10,19,25,16,12,13,0,4,100,0,0
UCL521048,0,0,0,0,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,6,3,5,0,22,0,0,0,7,4,9,3,0,28,6,11,19,8,18,26,10,0,96,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,6,9,9,19,12,18,35,10,0,111,0,0,0,0,0,0,0,0,8,3,12,3,4,13,6,11,3,51,11,29,22,28,46,58,28,14,229,0,4,0,3,0,8,0,0,14,0,0,6,0,3,4,0,0,16,0,6,3,9,11,3,4,0,36,0,5,0,3,8,11,3,0,36,3,9,10,4,13,7,0,0,43,0,3,0,0,0,3,0,0,6,0,0,0,4,0,4,0,0,11,10,7,11,11,12,11,0,0,63,0,0,0,0,0,0,0,0,5,5,7,4,6,9,9,7,5,47,6,26,31,30,48,45,19,5,212,0,5
UCL521049,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,4,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,11,0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,4,3,0,0,24,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,0,16,6,12,15,11,5,7,0,0,57,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,4,0,6,6,0,0,0,24,15,9,15,12,14,4,0,0,60,0,0
UCL521050,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,3,5,3,0,0,20,0,0,0,0,0,0,0,0,3,6,19,20,12,14,9,6,0,88,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,6,20,20,15,19,15,6,0,100,0,0,0,0,0,5,0,0,6,3,5,3,5,0,9,0,0,20,16,30,30,21,27,29,7,5,162,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,15,8,3,0,0,0,26,0,6,0,3,8,12,0,0,26,5,9,5,4,7,5,0,0,38,3,4,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,18,5,4,7,4,0,0,52,0,0,4,0,0,0,0,5,8,5,0,3,0,0,8,5,0,26,15,28,32,13,22,21,4,3,139,3,0
UCL521051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,5,0,4,0,0,10,9,10,10,10,23,18,8,0,92,4,3,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,13,12,10,13,23,21,8,0,101,0,0,0,0,0,0,0,0,0,0,3,6,4,4,4,5,0,29,11,17,23,26,37,24,10,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,4,4,0,0,0,21,0,3,7,9,0,5,0,0,29,3,12,12,14,8,4,0,0,52,6,3,3,7,5,0,0,0,18,0,0,0,0,3,0,0,0,7,9,10,13,22,18,0,0,0,77,0,0,0,0,0,0,0,0,4,4,5,4,4,9,7,10,0,48,13,23,38,41,34,19,8,0,172,0,0
UCL521052,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,5,3,0,6,0,0,22,0,0,6,8,3,0,0,0,19,0,10,10,16,13,14,0,0,75,6,0,0,6,0,0,0,0,8,0,0,0,0,0,3,0,0,10,3,12,10,19,14,18,0,0,85,0,0,0,0,0,0,0,0,0,9,12,29,34,28,15,5,0,131,16,38,53,67,50,43,4,0,267,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,5,3,9,6,0,0,29,0,0,0,7,7,6,5,0,16,4,7,9,9,4,3,0,0,32,4,0,3,0,4,0,0,0,10,0,3,0,0,4,0,0,0,4,4,13,8,12,9,3,0,0,46,0,0,0,0,0,0,0,0,0,8,13,17,9,20,8,0,0,83,13,41,32,29,41,19,3,0,183,0,4
UCL522001,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,7,0,3,3,9,0,7,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,8,6,7,4,7,0,0,23,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,14,3,15,13,17,3,5,0,0,52,0,0,0,0,6,0,0,0,6,0,0,0,0,4,0,0,0,8,0,6,0,6,4,0,0,0,15,0,0,0,4,3,0,0,0,6,0,0,3,3,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,3,0,0,4,0,0,3,0,3,6,3,0,3,0,0,20,0,0,0,0,0,0,0,0,0,5,3,3,0,0,5,0,0,16,7,14,12,11,9,9,0,0,64,0,6
UCL522002,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,3,0,0,0,5,0,5,4,8,7,6,3,0,34,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,4,8,7,10,3,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,13,5,11,10,10,14,18,3,0,77,0,4,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,4,0,0,6,5,6,4,4,0,24,0,0,0,4,3,7,3,0,17,3,6,0,7,0,0,4,0,18,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,4,3,3,4,9,6,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,14,7,6,12,14,17,20,10,0,87,0,4
UCL522003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,4,3,0,4,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,4,4,0,0,22,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,0,18,9,15,7,7,8,3,0,0,50,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,0,0,3,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,4,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,14,3,10,14,9,7,0,0,0,40,0,0
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,8,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,10,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,8,6,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,9,0,3,0,0,0,22,0,0
UCL522005,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,6,9,0,4,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,5,7,5,0,0,0,0,0,13,5,15,14,6,3,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,4,4,3,3,0,0,0,7,0,0,0,0,3,0,0,0,4,5,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,4,9,15,5,7,0,0,0,44,0,0
UCL522006,0,0,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,4,11,3,3,0,0,31,0,0,0,3,6,4,0,0,24,6,4,7,13,10,11,7,3,53,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,3,7,13,10,11,7,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,18,9,12,27,22,22,9,3,124,0,0,0,4,0,0,0,0,9,0,0,3,0,0,0,0,0,9,5,5,7,6,5,9,0,0,46,0,3,3,0,7,3,0,0,25,0,3,4,6,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,6,6,3,4,6,15,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,9,12,17,21,28,31,14,4,0,126,0,4
UCL522007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,6,4,4,8,6,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,8,6,3,0,26,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,12,0,5,7,6,15,13,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,0,15,0,0,0,0,4,4,0,0,5,0,3,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,14,4,3,11,4,3,0,45,0,0
UCL522008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,3,3,3,8,5,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,5,5,0,24,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,5,4,11,9,5,0,39,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,4,0,0,3,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,11,4,3,7,10,12,6,5,0,46,0,0
UCL522009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,5,7,19,11,4,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,19,11,4,6,0,48,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,0,14,3,10,10,20,15,9,6,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,10,0,0,3,3,4,0,0,0,12,8,4,8,3,0,4,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,5,0,4,3,0,32,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,11,11,11,17,15,5,4,6,0,70,0,0
