UCL_CODE_2021,M_PG_Deg_15_24_yr,M_PG_Deg_25_34_yr,M_PG_Deg_35_44_yr,M_PG_Deg_45_54_yr,M_PG_Deg_55_64_yr,M_PG_Deg_65_74_yr,M_PG_Deg_75_84_yr,M_PG_Deg_85_yr_over,M_PG_Deg_Tot,M_Grad_Dip_Cer_15_24,M_Grad_Dip_Cer_25_34,M_Grad_Dip_Cer_35_44,M_Grad_Dip_Cer_45_54,M_Grad_Dip_Cer_55_64,M_Grad_Dip_Cer_65_74,M_Grad_Dip_Cer_75_84,M_Grad_Dip_Cer_85_over,M_Grad_Dip_Cer_Tot,M_B_Deg_15_24_yr,M_B_Deg_25_34_yr,M_B_Deg_35_44_yr,M_B_Deg_45_54_yr,M_B_Deg_55_64_yr,M_B_Deg_65_74_yr,M_B_Deg_75_84_yr,M_B_Deg_85_yr_over,M_B_Deg_Tot,M_Adv_Dip_Dip_15_24_yr,M_Adv_Dip_Dip_25_34_yr,M_Adv_Dip_Dip_35_44_yr,M_Adv_Dip_Dip_45_54_yr,M_Adv_Dip_Dip_55_64_yr,M_Adv_Dip_Dip_65_74_yr,M_Adv_Dip_Dip_75_84_yr,M_Adv_Dip_Dip_85_yr_over,M_Adv_Dip_Dip_Total,M_Cer_III_IV_15_24_yr,M_Cer_III_IV_25_34_yr,M_Cer_III_IV_35_44_yr,M_Cer_III_IV_45_54_yr,M_Cer_III_IV_55_64_yr,M_Cer_III_IV_65_74_yr,M_Cer_III_IV_75_84_yr,M_Cer_III_IV_85_yr_over,M_Cer_III_IV_Tot,M_Cer_I_II_15_24_yr,M_Cer_I_II_25_34_yr,M_Cer_I_II_35_44_yr,M_Cer_I_II_45_54_yr,M_Cer_I_II_55_64_yr,M_Cer_I_II_65_74_yr,M_Cer_I_II_75_84_yr,M_Cer_I_II_85_yr_over,M_Cer_I_II_Tot,M_Cer_nfd_15_24_yr,M_Cer_nfd_25_34_yr,M_Cer_nfd_35_44_yr,M_Cer_nfd_45_54_yr,M_Cer_nfd_55_64_yr,M_Cer_nfd_65_74_yr,M_Cer_nfd_75_84_yr,M_Cer_nfd_85_yr_over,M_Cer_nfd_Tot,M_Cer_Tot_15_24_yr,M_Cer_Tot_25_34_yr,M_Cer_Tot_35_44_yr,M_Cer_Tot_45_54_yr,M_Cer_Tot_55_64_yr,M_Cer_Tot_65_74_yr,M_Cer_Tot_75_84_yr,M_Cer_Tot_85_yr_over,M_Cer_Tot_Tot,M_lvl_educ_inad_desc_15_24,M_lvl_educ_inad_desc_25_34,M_lvl_educ_inad_desc_35_44,M_lvl_educ_inad_desc_45_54,M_lvl_educ_inad_desc_55_64,M_lvl_educ_inad_desc_65_74,M_lvl_educ_inad_desc_75_84,M_lvl_educ_inad_desc_85ov,M_lvl_educ_inad_desc_Tot,M_lvl_educ_ns_15_24,M_lvl_educ_ns_25_34,M_lvl_educ_ns_35_44,M_lvl_educ_ns_45_54,M_lvl_educ_ns_55_64,M_lvl_educ_ns_65_74,M_lvl_educ_ns_75_84,M_lvl_educ_ns_85_yr_over,M_lvl_educ_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_PG_Deg_15_24_yr,F_PG_Deg_25_34_yr,F_PG_Deg_35_44_yr,F_PG_Deg_45_54_yr,F_PG_Deg_55_64_yr,F_PG_Deg_65_74_yr,F_PG_Deg_75_84_yr,F_PG_Deg_85_yr_over,F_PGuate_Deg_Tot,F_Grad_Dip_Cer_15_24_yr,F_Grad_Dip_Cer_25_34_yr,F_Grad_Dip_Cer_35_44_yr,F_Grad_Dip_Cer_45_54_yr,F_Grad_Dip_Cer_55_64_yr,F_Grad_Dip_Cer_65_74_yr,F_Grad_Dip_Cer_75_84_yr,F_Grad_Dip_Cer_85_yr_over,F_Grad_Dip_Cer_Tot,F_B_Deg_15_24_yr,F_B_Deg_25_34_yr,F_B_Deg_35_44_yr,F_B_Deg_45_54_yr,F_B_Deg_55_64_yr,F_B_Deg_65_74_yr,F_B_Deg_75_84_yr,F_B_Deg_85_yr_over,F_B_Deg_Tot,F_Adv_Dip_Dip_15_24,F_Adv_Dip_Dip_25_34,F_Adv_Dip_Dip_35_44,F_Adv_Dip_Dip_45_54,F_Adv_Dip_Dip_55_64,F_Adv_Dip_Dip_65_74,F_Adv_Dip_Dip_75_84,F_Adv_Dip_Dip_85_over,F_Adv_Dip_Dip_Total,F_Cer_III_IV_15_24_yr,F_Cer_III_IV_25_34_yr,F_Cer_III_IV_35_44_yr,F_Cer_III_IV_45_54_yr,F_Cer_III_IV_55_64_yr,F_Cer_III_IV_65_74_yr,F_Cer_III_IV_75_84_yr,F_Cer_III_IV_85_yr_over,F_Cer_III_IV_Tot,F_Cer_I_II_15_24_yr,F_Cer_I_II_25_34_yr,F_Cer_I_II_35_44_yr,F_Cer_I_II_45_54_yr,F_Cer_I_II_55_64_yr,F_Cer_I_II_65_74_yr,F_Cer_I_II_75_84_yr,F_Cer_I_II_85_yr_over,F_Cer_I_II_Tot,F_Cer_nfd_15_24_yr,F_Cer_nfd_25_34_yr,F_Cer_nfd_35_44_yr,F_Cer_nfd_45_54_yr,F_Cer_nfd_55_64_yr,F_Cer_nfd_65_74_yr,F_Cer_nfd_75_84_yr,F_Cer_nfd_85_yr_over,F_Cer_nfd_Tot,F_Cer_Tot_15_24_yr,F_Cer_Tot_25_34_yr,F_Cer_Tot_35_44_yr,F_Cer_Tot_45_54_yr,F_Cer_Tot_55_64_yr,F_Cer_Tot_65_74_yr,F_Cer_Tot_75_84_yr,F_Cer_Tot_85_yr_over,F_Cer_Tot_Tot,F_lvl_educ_inad_desc_15_24,F_lvl_educ_inad_desc_25_34,F_lvl_educ_inad_desc_35_44,F_lvl_educ_inad_desc_45_54,F_lvl_educ_inad_desc_55_64,F_lvl_educ_inad_desc_65_74,F_lvl_educ_inad_desc_75_84,F_lvl_educ_inad_desc_85ov,F_lvl_educ_inad_desc_Tot,F_lvl_educ_ns_15_24_yr,F_lvl_educ_ns_25_34_yr,F_lvl_educ_ns_35_44_yr,F_lvl_educ_ns_45_54_yr,F_lvl_educ_ns_55_64_yr,F_lvl_educ_ns_65_74_yr,F_lvl_educ_ns_75_84_yr,F_lvl_educ_ns_85_yr_over,F_lvl_educ_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_PG_Deg_15_24_yr,P_PG_Deg_25_34_yr
UCL513005,0,4,12,14,10,4,3,0,61,0,0,5,9,4,7,0,0,29,10,31,51,48,29,28,17,0,217,12,35,47,89,52,41,12,0,295,81,256,262,236,181,142,67,13,1242,29,16,3,4,4,0,0,0,66,8,6,11,12,13,7,9,0,59,113,283,287,250,197,147,72,15,1356,7,0,7,4,4,0,7,0,24,34,41,48,30,35,19,23,22,253,177,398,450,449,331,246,138,35,2230,0,13,29,21,11,11,4,0,78,0,17,37,25,10,6,6,0,102,11,109,139,95,58,27,10,0,458,24,105,115,102,82,41,17,4,496,67,209,177,122,94,41,18,0,722,29,16,23,17,10,7,0,0,109,6,16,16,28,18,12,7,3,105,103,245,218,167,124,61,23,8,940,3,3,14,11,0,10,4,0,36,36,54,46,39,36,39,54,43,337,175,545,594,455,328,198,115,48,2454,0,16
UCL514001,0,3,0,5,3,0,0,0,7,0,0,4,0,3,3,0,0,11,4,3,20,6,10,11,4,0,72,0,12,18,15,20,20,10,4,90,71,186,154,159,164,111,66,8,908,24,8,5,0,0,0,0,0,43,0,3,12,6,13,15,0,0,46,94,195,168,169,176,126,67,8,995,0,0,4,0,4,8,0,0,29,36,44,46,43,41,45,31,26,319,133,260,263,247,262,209,121,35,1534,0,3,8,3,0,0,0,0,15,0,10,3,4,11,3,0,0,38,6,31,39,37,27,26,9,0,168,4,30,39,44,39,29,12,0,191,72,119,113,96,71,31,10,0,510,23,16,15,7,7,3,4,0,74,4,10,3,11,12,10,6,0,56,101,150,128,117,83,45,13,0,637,0,0,0,9,0,3,0,0,15,38,40,45,30,37,45,39,37,316,146,262,259,242,204,151,80,41,1386,0,4
UCL514002,0,3,17,21,20,28,12,0,99,0,0,14,6,3,5,0,0,25,3,61,89,73,44,75,41,9,386,3,29,65,50,43,55,33,0,271,37,123,174,148,111,96,29,11,725,7,3,0,6,0,4,0,0,26,0,0,6,12,8,6,7,0,37,43,131,184,161,118,105,32,11,786,0,0,3,0,5,4,5,4,17,33,32,31,20,27,14,27,0,181,83,252,397,336,255,277,147,28,1765,0,12,24,21,3,12,3,0,79,0,17,25,23,14,19,5,0,100,7,112,198,149,75,77,42,8,657,8,65,90,86,67,60,24,9,412,25,60,94,73,45,28,0,0,330,7,5,15,10,4,7,0,0,49,0,6,11,12,17,17,9,3,88,37,71,125,94,73,52,13,7,463,0,4,11,4,5,7,0,0,33,26,41,34,22,30,38,24,8,228,79,320,502,393,278,263,112,30,1966,0,17
UCL514003,0,24,13,12,5,21,11,3,92,0,3,9,10,3,5,4,0,39,5,75,104,81,48,42,23,3,380,3,42,55,51,35,21,16,4,230,42,143,177,154,115,75,10,7,727,24,5,13,0,3,0,0,0,44,0,7,6,4,11,9,6,0,41,70,156,193,163,132,87,19,10,817,0,0,4,8,6,0,0,0,20,35,51,47,43,43,29,18,11,280,111,354,424,367,275,203,79,32,1850,0,19,49,16,12,16,6,0,118,0,15,33,25,14,11,9,0,110,13,152,184,126,70,53,17,7,618,10,55,85,85,73,42,16,9,373,32,77,128,82,51,17,10,0,404,10,11,9,15,8,7,0,0,53,6,9,14,16,12,10,5,0,71,47,95,151,117,72,36,14,0,529,0,3,10,5,0,6,0,5,29,22,45,41,48,39,28,18,25,278,96,390,552,423,279,193,82,41,2050,0,45
UCL514004,0,3,7,6,12,3,0,0,46,0,0,6,9,3,6,0,0,26,11,22,31,24,25,28,6,0,142,0,12,23,12,29,21,9,0,109,51,106,75,114,124,91,29,7,598,21,9,4,4,3,6,0,0,42,7,0,6,7,12,13,7,0,48,79,121,84,122,129,103,34,12,683,0,0,3,0,5,4,4,0,11,57,53,42,55,46,52,40,16,359,137,216,209,231,252,211,99,29,1382,4,12,18,8,10,4,0,0,56,0,4,14,10,11,10,0,0,51,8,42,57,45,31,30,16,6,236,4,24,40,32,58,26,17,0,200,41,61,65,71,47,33,8,3,330,20,17,16,12,10,6,0,0,82,4,4,10,11,5,5,3,0,48,67,84,85,96,65,43,10,8,458,0,4,0,0,3,5,4,0,25,44,34,46,64,48,47,51,36,373,137,203,252,260,232,163,98,48,1397,4,19
UCL515001,0,5,0,3,0,7,0,0,15,0,0,0,3,0,0,0,0,10,0,4,10,3,14,17,9,0,57,0,0,5,0,13,20,16,0,48,5,11,16,14,32,36,23,7,138,3,0,0,0,0,0,0,0,11,0,0,0,0,0,5,0,0,9,6,18,15,16,38,37,17,7,158,0,0,0,0,0,0,3,0,8,6,4,10,6,3,6,9,8,49,10,27,28,32,66,96,56,22,338,0,0,0,5,4,4,0,0,16,0,0,0,3,7,3,0,0,16,0,7,12,10,10,16,10,5,59,0,3,3,15,14,29,9,4,80,7,8,10,16,12,12,3,0,69,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,13,8,8,11,17,19,13,9,0,87,0,0,0,0,0,0,6,4,4,0,0,8,5,5,15,11,5,59,8,30,35,51,61,89,40,16,328,0,3
UCL515002,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,5,0,6,4,4,5,7,0,0,28,0,4,0,10,8,10,0,0,31,14,29,34,37,38,23,10,0,179,3,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,3,16,31,37,42,41,27,10,0,194,0,0,0,0,0,0,0,0,5,5,3,13,9,3,0,0,3,37,23,40,58,55,67,45,15,3,305,0,0,4,0,0,0,0,0,10,0,3,7,0,4,0,0,0,19,4,10,15,15,16,7,0,0,69,0,5,4,22,13,9,5,0,64,14,16,24,13,13,9,0,0,92,3,0,0,0,5,0,0,0,17,0,0,0,3,0,0,0,0,12,19,16,21,22,18,13,3,0,115,0,0,0,0,0,0,0,0,0,0,3,3,7,4,0,0,4,17,17,42,64,65,61,39,10,4,293,0,4
UCL515003,0,4,3,0,0,12,6,0,20,0,0,0,3,9,0,0,0,13,0,5,14,16,11,23,7,0,74,0,4,8,6,14,15,10,0,65,12,40,30,41,60,49,19,4,256,3,0,3,0,0,3,0,0,12,0,0,0,4,5,11,5,0,18,21,38,33,39,64,59,19,10,288,0,0,0,4,0,0,0,0,8,6,15,9,15,20,13,7,8,86,25,63,70,87,110,128,52,15,550,0,0,4,0,4,0,4,0,20,0,6,3,9,7,10,0,0,25,3,18,13,32,28,22,8,0,122,0,15,17,29,28,39,9,0,142,19,30,23,27,36,22,5,0,158,9,5,4,7,0,6,6,0,27,0,4,0,0,4,12,0,0,24,23,30,24,34,45,37,17,0,208,0,0,0,0,3,0,0,0,6,12,6,8,12,15,20,22,9,105,41,74,80,108,124,128,52,15,631,0,4
UCL515004,0,3,4,0,0,0,0,0,7,0,3,6,0,0,0,0,0,3,20,19,4,0,4,0,0,0,49,8,12,3,6,9,3,0,0,45,19,82,39,36,25,25,9,0,235,11,4,4,0,8,0,0,0,21,3,0,3,0,0,0,0,0,12,30,85,46,36,31,31,9,0,266,0,0,0,0,0,0,0,0,4,14,17,3,6,10,7,0,0,52,72,134,64,55,44,39,10,0,429,0,4,0,0,0,0,0,0,8,0,6,7,0,0,0,0,0,11,12,14,16,11,4,7,0,0,68,3,19,8,16,7,4,0,0,67,16,74,40,32,14,0,5,0,189,13,6,3,4,0,0,0,0,28,0,6,5,6,4,0,0,0,14,32,89,49,45,19,0,5,0,232,0,0,0,0,0,0,0,0,4,11,7,9,10,7,10,4,4,58,56,139,88,83,36,22,8,7,443,0,6
UCL515005,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,9,3,4,9,5,0,0,33,0,3,10,16,8,11,5,0,45,15,41,49,59,36,35,13,0,246,6,4,0,0,0,0,0,0,9,3,0,0,0,0,3,4,0,11,21,47,52,60,38,39,10,0,269,0,0,0,0,0,0,0,0,0,11,4,3,14,6,4,8,4,55,34,68,75,95,60,62,22,4,421,0,0,9,0,0,0,0,0,7,0,8,8,8,3,0,0,0,27,0,20,28,27,15,6,5,0,98,0,13,18,22,9,4,6,0,77,18,38,43,41,24,17,0,0,176,9,9,5,0,0,4,0,0,28,0,8,0,6,0,0,0,0,24,31,46,53,51,27,16,0,0,226,0,0,0,0,3,0,0,0,3,12,5,7,8,17,17,10,3,73,47,85,115,109,81,56,11,6,510,0,0
UCL515006,0,3,3,11,14,8,3,0,48,0,4,7,4,8,3,0,0,21,3,29,28,16,29,34,8,0,150,0,11,26,15,21,41,17,6,132,31,81,77,92,105,108,39,8,543,16,7,0,3,0,0,4,0,31,0,3,3,4,4,14,6,0,31,43,91,80,97,112,124,51,8,610,0,0,0,0,0,0,4,0,9,78,85,69,71,64,58,34,3,466,133,226,209,221,239,273,113,17,1434,0,11,11,7,7,8,0,0,42,0,11,6,9,7,7,0,0,41,16,46,52,43,46,36,13,0,251,6,22,29,26,51,49,5,0,185,20,41,32,42,43,32,5,0,217,11,9,0,4,4,0,0,0,34,7,0,3,6,12,7,0,0,40,35,53,40,53,60,44,4,0,291,0,0,3,0,7,5,0,0,10,67,67,56,61,64,55,34,6,406,120,210,194,194,237,192,72,7,1229,0,20
UCL515007,0,0,0,5,7,0,0,0,18,0,0,3,0,3,0,0,0,18,0,11,32,23,11,6,3,0,94,0,4,14,12,10,9,3,0,54,11,27,64,45,30,13,6,0,200,4,0,0,3,0,0,0,0,3,0,0,3,0,0,5,0,0,11,11,30,68,46,31,14,4,0,221,0,0,0,3,0,0,0,0,3,7,4,19,15,3,5,5,0,63,24,57,148,112,63,36,14,3,460,0,9,8,7,0,0,0,0,29,0,0,11,7,5,0,0,0,24,0,34,87,48,22,12,4,0,204,0,13,28,16,22,13,0,0,93,9,13,40,19,11,3,0,0,88,6,9,0,0,0,0,0,0,20,0,4,5,5,0,0,0,0,19,5,19,48,27,14,4,0,0,119,0,0,3,0,0,3,0,0,8,0,5,26,21,10,7,0,0,73,15,92,214,122,66,34,12,3,553,0,10
UCL515008,0,0,6,0,0,0,0,0,6,0,0,0,3,0,0,0,0,8,0,7,16,6,6,0,0,0,37,0,4,9,14,6,4,0,0,31,14,31,60,53,46,15,3,0,219,4,3,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,7,17,32,61,58,46,15,3,0,231,0,0,0,0,0,0,0,0,8,10,12,22,11,12,10,0,0,67,26,59,112,93,65,29,4,0,390,0,0,8,7,0,0,0,0,15,0,0,4,3,0,0,0,0,14,4,24,29,17,9,3,0,0,85,0,11,13,10,22,3,0,0,55,6,14,17,19,8,0,0,0,71,0,0,3,0,0,0,0,0,11,0,0,0,4,5,0,0,0,10,5,16,26,23,17,0,0,0,88,0,0,0,0,0,0,0,0,0,7,12,12,16,15,6,10,0,78,22,64,89,78,58,17,10,0,336,0,0
UCL515009,0,4,8,4,13,13,12,4,57,0,4,5,3,7,0,5,0,25,0,8,21,32,27,36,10,3,144,0,10,13,12,23,26,18,4,95,26,35,46,46,45,39,19,3,249,4,0,4,0,5,0,5,0,16,0,0,0,0,0,3,6,3,17,33,37,49,49,49,43,22,8,277,0,0,0,0,0,0,0,0,3,25,13,21,32,25,18,17,7,147,51,73,117,131,140,134,84,23,757,0,0,16,9,13,16,4,0,58,0,4,12,11,12,7,0,0,58,0,30,38,40,47,28,18,5,211,0,14,28,30,32,43,27,8,175,8,18,28,27,30,18,7,0,135,10,3,7,3,0,5,0,0,20,0,0,8,3,4,8,3,3,33,20,22,33,33,35,32,7,5,193,0,0,6,4,0,5,0,0,14,18,17,23,32,21,29,15,12,176,43,93,155,167,159,156,86,31,881,0,9
UCL515010,0,7,11,7,6,3,0,0,36,0,3,0,4,4,6,0,0,25,14,31,15,17,15,18,3,0,104,3,11,12,10,18,29,0,0,78,21,43,38,59,82,60,16,0,314,7,0,5,0,0,0,0,0,14,0,0,0,0,5,0,0,0,8,28,43,47,58,85,59,16,0,335,0,0,0,0,0,0,0,0,0,55,68,58,56,60,49,11,0,360,93,167,135,150,185,165,35,0,935,0,9,13,16,4,5,0,0,46,0,11,11,3,11,8,0,0,48,21,51,30,16,38,17,3,0,184,4,12,13,22,22,30,0,0,95,9,29,17,31,32,11,3,0,125,16,12,6,3,6,0,0,0,47,0,0,3,0,8,7,0,0,24,16,42,22,33,45,20,3,0,190,0,0,0,0,0,0,0,0,7,62,91,63,62,60,59,14,0,425,104,227,163,158,182,134,27,5,997,0,17
UCL515011,0,0,0,0,5,3,0,0,11,0,0,0,3,0,0,4,0,5,0,9,10,5,9,6,3,0,54,3,8,14,22,13,14,4,0,74,24,40,60,40,55,33,30,8,295,10,0,3,0,3,0,0,0,14,0,0,0,3,3,0,0,0,17,32,41,63,44,60,33,32,9,326,0,0,0,0,0,3,0,0,8,15,17,9,4,11,10,15,3,85,57,75,106,75,94,69,57,18,557,0,0,4,3,3,3,0,0,17,3,0,4,5,10,7,0,0,29,6,19,24,19,12,13,6,3,112,0,13,23,17,16,17,15,0,99,17,35,35,25,35,8,9,0,162,16,0,4,0,5,0,0,0,27,0,0,4,4,12,8,3,0,30,38,36,42,28,48,18,10,0,217,0,0,0,0,0,0,0,0,4,3,8,11,3,10,29,17,7,93,45,85,108,81,98,84,50,14,572,0,4
UCL515012,0,5,3,3,0,0,0,0,11,0,0,3,3,6,0,0,0,12,0,14,4,17,15,3,0,0,56,0,15,9,7,8,3,0,0,50,19,67,55,51,32,20,0,0,250,5,7,0,6,0,0,0,0,13,0,0,4,0,0,0,0,0,6,20,77,62,56,32,21,0,0,270,0,0,3,0,0,0,5,0,4,9,11,9,6,4,0,0,0,38,29,114,93,98,66,35,10,0,440,0,3,8,9,0,5,0,0,19,0,9,0,8,4,4,0,0,15,5,48,35,32,9,0,6,0,139,4,24,29,30,11,14,0,0,107,14,45,31,31,15,8,0,0,147,6,13,4,5,0,0,0,0,24,0,5,11,3,6,3,0,0,24,21,60,43,38,21,8,0,0,196,0,0,0,4,0,0,0,0,5,4,9,7,10,3,5,0,0,37,42,154,123,121,51,34,6,0,529,0,6
UCL515013,0,16,9,14,12,12,0,0,57,0,5,0,7,12,12,0,0,24,6,58,49,32,36,37,4,3,232,5,23,33,31,36,45,23,0,197,44,147,126,104,125,126,47,4,730,8,4,4,3,0,3,0,0,17,5,3,9,4,8,9,4,0,37,51,157,136,111,138,137,49,4,785,0,0,0,3,0,3,0,0,13,24,30,20,22,27,33,13,3,175,94,279,242,219,260,277,96,13,1479,0,22,26,18,5,10,3,0,80,0,14,13,18,13,12,0,0,68,24,140,93,49,45,42,8,0,405,3,39,33,32,46,40,10,3,220,30,71,48,43,43,25,6,0,266,10,11,7,3,3,0,3,0,45,4,6,8,7,9,21,3,0,47,44,86,58,56,51,48,16,4,357,0,4,0,0,7,9,4,0,19,15,29,20,19,30,47,19,3,189,89,341,245,190,201,197,58,12,1339,0,38
UCL515014,0,4,3,5,3,3,0,0,16,0,4,0,0,8,0,0,0,8,0,10,3,8,5,13,0,0,46,0,6,6,6,6,8,0,0,30,5,21,12,9,19,9,0,0,80,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,8,11,25,15,17,19,11,0,0,95,0,0,0,0,0,0,0,0,0,19,22,10,19,19,19,5,0,121,38,70,41,56,56,55,9,0,320,0,7,13,6,8,6,0,0,37,0,5,0,5,5,0,0,0,19,13,33,19,14,12,10,0,0,95,0,6,5,9,3,11,0,0,31,8,8,11,10,3,3,0,0,43,0,4,7,3,5,0,0,0,17,0,5,0,3,5,0,0,0,6,3,15,16,15,11,6,0,0,70,0,0,0,0,0,0,0,0,0,19,26,12,26,19,19,4,0,125,36,89,73,71,61,39,4,0,373,0,10
UCL515015,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,4,0,24,27,21,6,3,5,0,89,0,10,7,14,11,3,0,0,49,24,54,48,52,33,31,21,11,265,0,3,0,4,3,0,0,0,8,4,4,0,0,0,4,5,0,12,26,55,49,53,34,29,26,11,284,5,4,0,0,0,0,0,0,13,10,21,10,27,23,16,24,10,133,45,117,104,123,74,52,49,22,588,0,3,0,0,0,0,0,0,15,0,7,5,3,0,4,0,0,18,0,42,31,18,8,3,3,0,119,7,16,10,15,7,11,9,3,78,17,42,32,29,25,14,0,0,156,10,0,0,0,7,6,0,0,24,0,0,0,4,4,6,4,0,25,27,46,32,38,30,20,8,0,204,0,3,5,0,0,0,0,0,14,10,9,6,14,14,29,25,21,122,49,129,95,85,76,72,47,23,568,0,8
UCL515016,0,4,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,9,0,8,0,8,12,8,0,0,43,0,10,5,6,7,12,8,0,46,7,38,26,31,48,45,16,4,218,0,0,3,0,0,4,0,0,5,0,0,0,0,0,0,3,0,9,9,37,25,31,48,45,24,3,230,0,0,0,0,0,0,0,0,0,12,3,14,14,10,22,10,3,80,22,62,56,69,77,94,41,9,424,0,3,0,4,0,0,0,0,13,0,0,4,3,0,3,0,0,11,3,21,16,8,15,10,0,0,74,0,8,11,12,22,22,3,0,80,6,22,17,13,18,15,0,0,83,0,9,0,0,0,3,0,0,19,0,0,0,0,4,4,5,0,21,6,28,18,16,22,16,5,0,124,0,0,0,0,0,4,0,0,4,4,12,13,10,9,23,11,9,84,18,69,61,55,77,70,20,9,384,0,4
UCL515017,0,0,6,7,0,8,0,0,24,0,0,0,3,4,4,0,0,11,0,8,12,17,9,17,7,0,70,0,5,4,12,22,14,3,0,46,15,27,31,41,59,82,25,4,289,3,0,0,0,0,0,0,0,7,0,0,0,0,0,6,4,0,12,20,27,33,39,64,88,29,4,317,0,0,0,0,0,3,0,0,6,9,10,22,23,39,47,17,3,165,34,54,74,91,135,181,57,11,635,0,3,3,5,4,8,0,0,27,0,0,4,3,7,0,0,0,14,3,12,9,11,16,26,8,0,90,0,3,10,18,13,26,11,0,87,10,15,12,14,22,19,7,0,95,0,0,3,4,3,0,3,0,13,0,0,0,4,8,6,4,0,17,10,17,19,16,34,29,12,0,133,0,0,0,0,0,0,0,0,8,15,12,17,18,47,41,18,4,174,26,49,63,73,127,128,47,6,523,0,6
UCL515018,0,4,5,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,6,6,8,0,0,0,24,0,3,0,4,5,0,0,0,14,17,46,25,51,39,10,6,0,202,0,6,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,6,14,53,27,53,45,13,6,0,212,0,0,0,0,0,0,0,0,3,11,21,23,22,16,11,4,0,112,30,86,54,89,74,27,14,0,378,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,12,3,14,11,7,7,0,0,0,44,0,8,12,12,5,4,0,0,41,13,19,29,10,8,0,0,0,78,6,0,7,0,3,0,0,0,18,0,0,0,3,0,0,0,0,5,15,18,36,17,15,0,0,0,101,0,0,0,0,0,0,0,0,6,29,16,30,23,15,14,3,0,134,55,62,91,55,42,17,10,0,334,0,4
UCL515019,0,5,0,0,6,0,0,0,14,0,4,4,0,0,0,0,0,10,0,16,11,12,16,8,4,0,63,0,3,5,14,12,9,3,0,52,40,68,50,45,53,29,19,3,306,11,3,4,6,4,0,3,0,32,4,4,4,3,0,5,0,0,24,56,75,60,52,59,34,24,3,360,0,3,0,0,0,0,0,0,10,35,42,37,26,26,24,14,8,223,93,145,124,114,117,80,42,14,729,0,6,6,4,4,0,0,0,21,0,5,5,9,10,0,0,0,31,12,31,23,16,17,14,5,0,119,7,13,10,14,17,9,10,0,75,34,46,32,20,16,7,0,0,161,10,11,7,9,5,5,0,0,40,7,5,5,3,3,0,0,0,28,51,57,42,28,28,11,5,0,226,0,0,0,0,0,5,4,0,8,32,27,24,15,30,27,21,16,194,100,145,113,90,102,67,38,25,672,0,14
UCL515020,0,15,15,11,19,3,0,0,62,0,10,3,4,6,0,0,0,25,17,71,41,39,39,39,3,0,238,11,31,25,19,30,34,5,0,155,26,100,85,89,89,95,12,0,501,3,11,5,0,4,5,0,0,24,0,3,0,3,5,6,4,0,25,34,113,89,98,100,104,16,5,555,0,6,4,0,0,0,0,0,16,64,87,52,58,54,42,17,3,378,129,336,222,220,246,229,43,11,1432,4,30,29,18,15,10,0,0,104,0,26,19,11,23,8,4,0,81,30,146,90,66,58,38,9,0,427,4,38,37,30,63,23,0,0,198,23,54,45,55,40,24,0,0,248,14,14,6,4,0,6,0,0,36,7,3,3,11,11,6,4,0,48,40,71,53,64,55,38,4,0,325,0,6,5,0,9,8,0,0,19,69,107,72,79,57,34,14,12,436,147,422,294,267,270,151,32,12,1590,4,48
UCL515021,0,0,0,3,5,8,0,0,14,0,0,3,0,0,0,0,0,8,5,5,14,19,13,17,3,0,65,0,6,7,11,13,12,7,0,44,14,25,40,31,42,32,8,5,207,9,0,0,0,0,0,0,0,12,0,0,3,0,5,4,0,0,17,25,25,46,34,50,41,10,4,232,0,0,0,0,0,0,0,0,7,7,5,0,5,9,5,4,8,42,35,42,66,78,87,74,26,11,421,0,0,4,3,3,5,0,0,21,0,0,0,3,0,5,0,0,21,0,15,23,22,19,19,10,0,110,6,7,12,14,14,12,7,0,68,12,18,20,14,16,9,4,0,84,10,4,6,3,0,0,0,0,18,0,0,0,8,7,9,0,0,24,18,22,21,25,23,14,0,0,120,0,0,0,3,0,0,3,0,9,4,4,3,3,8,4,10,4,44,23,50,71,75,81,54,38,5,396,0,0
