UCL_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL521043,9,3,17,17,32,40,5,0,0,121,5,0,6,3,7,11,20,9,0,67,0,0,3,4,3,0,0,0,0,9,11,4,21,25,45,51,27,9,0,199,0,3,15,23,42,37,4,0,0,129,11,0,13,14,24,32,9,0,0,96,4,0,0,0,0,12,0,0,0,14,0,0,0,0,0,0,0,0,0,5,15,11,30,41,65,73,16,0,0,248,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,10,30,41,68,73,16,0,0,248,8,0,6,3,10,22,41,18,6,110,5,0,3,6,8,3,0,0,0,22,24,11,39,49,87,93,62,25,6,384
UCL521044,9,9,17,17,19,31,3,4,0,115,0,7,10,11,4,33,42,35,11,154,0,5,3,0,7,4,3,3,0,27,9,16,28,28,33,66,57,40,11,292,4,8,20,18,16,26,0,0,0,97,9,5,10,13,13,26,7,3,0,88,0,0,0,0,4,4,4,0,0,17,0,0,0,0,0,0,0,0,0,0,14,22,30,33,36,59,16,3,0,204,3,0,3,6,3,4,0,0,0,17,0,0,3,0,3,0,0,0,0,10,3,0,9,3,6,3,0,0,0,28,18,21,33,34,39,63,14,3,0,234,7,9,22,19,18,57,92,62,21,313,0,9,0,3,14,13,3,8,5,48,22,34,58,63,69,128,115,78,26,591
UCL521045,3,0,15,14,13,20,5,0,0,69,9,0,6,9,5,24,41,21,14,128,0,5,10,5,8,15,12,6,4,56,8,6,32,21,21,48,54,31,19,256,8,6,20,15,18,23,7,0,0,96,4,0,6,8,0,14,10,0,0,45,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,27,18,22,37,24,6,0,147,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,28,24,24,39,24,6,0,151,12,0,4,15,8,32,66,45,24,209,5,7,16,7,14,19,32,14,6,123,18,13,53,40,52,88,124,63,32,486
UCL521046,8,9,22,32,25,17,8,0,0,122,15,22,26,17,23,16,22,13,0,153,0,3,3,4,0,4,0,0,0,20,23,32,52,50,51,37,32,11,0,293,0,6,30,26,26,19,4,0,0,125,10,5,11,14,14,7,8,4,0,67,5,0,4,0,0,3,0,0,0,14,4,0,4,7,0,0,0,0,0,11,12,17,49,50,38,30,11,6,0,211,0,6,6,4,5,8,0,0,0,23,3,4,0,0,7,0,0,0,0,16,5,4,6,4,12,11,0,0,0,39,21,21,55,48,54,43,11,6,0,252,38,32,43,36,47,42,36,17,3,295,6,3,5,10,7,7,5,3,0,45,61,59,105,93,102,87,54,25,3,595
UCL521047,0,13,25,23,36,19,12,0,0,134,3,0,9,0,10,5,23,16,10,67,0,0,7,0,0,0,0,0,3,18,3,15,40,33,45,30,35,11,6,219,4,15,32,35,50,59,14,0,0,208,3,4,4,20,20,11,6,0,0,67,0,0,8,5,5,5,0,0,0,13,0,3,9,0,0,0,0,0,0,12,6,14,51,53,74,71,26,4,0,307,0,5,4,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,5,6,4,0,0,0,0,0,23,5,21,57,59,77,74,28,4,0,323,4,0,13,4,15,19,48,27,10,139,0,5,12,11,10,8,5,3,4,53,6,27,76,69,97,103,80,31,12,514
UCL521048,7,7,22,35,37,49,17,0,0,176,5,3,15,12,4,28,65,35,18,188,0,0,6,3,6,5,7,0,0,36,15,18,46,47,53,80,84,39,16,398,3,17,32,28,41,41,4,0,0,175,3,0,11,19,8,37,15,0,0,103,0,0,5,6,6,3,6,0,0,19,0,0,0,0,0,0,0,0,0,3,13,19,45,59,55,84,27,0,0,307,5,5,4,0,7,0,0,0,0,15,0,0,0,3,4,0,0,0,0,13,8,5,0,0,9,3,0,0,0,30,20,21,47,57,66,89,26,0,0,337,13,7,20,17,9,47,137,81,30,363,3,4,16,11,12,13,8,4,0,80,34,36,84,86,85,147,178,88,33,777
UCL521049,3,9,11,11,15,10,3,0,0,63,17,19,34,27,23,17,3,0,0,140,0,3,3,0,0,5,0,0,0,14,22,31,42,43,36,28,8,6,0,218,0,4,13,17,20,13,8,0,0,77,0,0,4,6,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,17,24,21,11,8,0,0,98,5,6,10,7,0,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,5,9,10,8,0,3,0,0,0,35,8,19,25,32,26,14,8,0,0,133,32,28,55,51,44,26,6,0,0,248,0,4,7,3,4,5,0,0,0,23,37,58,91,80,68,48,17,3,0,409
UCL521050,3,15,23,34,27,37,15,0,0,160,5,5,12,5,6,11,28,18,9,101,0,4,0,3,0,0,3,0,0,14,10,24,38,45,30,50,43,24,9,274,13,22,36,46,35,36,15,0,0,208,3,7,19,15,19,20,13,0,0,101,0,0,0,3,4,5,0,0,0,23,0,0,3,0,0,6,0,0,0,4,22,31,61,68,55,63,28,4,0,341,0,0,0,0,4,5,0,0,0,8,0,0,0,0,0,5,0,0,0,7,0,0,4,3,5,3,0,0,0,19,22,36,64,71,61,69,28,4,0,360,7,12,19,14,12,31,63,30,15,193,3,5,5,5,0,3,9,4,0,32,30,45,90,92,78,100,98,41,19,584
UCL521051,13,15,24,33,43,49,5,0,0,186,14,6,9,14,21,25,28,18,9,155,3,0,0,4,6,4,7,9,0,33,31,25,38,54,68,79,41,26,7,371,10,20,33,33,53,59,8,0,0,208,13,15,18,12,21,31,11,0,0,120,0,0,6,6,5,0,0,0,0,16,0,3,0,0,6,0,0,0,0,6,24,40,52,53,77,91,13,0,0,350,0,0,3,3,3,3,0,0,0,20,5,7,0,0,4,0,0,0,0,16,5,7,5,6,6,3,0,0,0,36,28,41,55,54,89,101,16,0,0,386,23,17,17,22,27,45,56,35,11,252,3,0,8,14,7,4,10,11,3,51,54,64,77,90,126,147,77,47,14,689
UCL521052,6,0,30,27,24,24,5,4,0,125,14,8,22,18,15,32,21,14,0,136,8,4,19,11,6,17,7,0,0,74,29,15,67,62,49,72,36,18,0,343,6,10,45,40,52,32,7,3,0,192,3,3,11,9,14,8,8,0,0,59,0,0,6,7,3,16,4,0,0,32,0,0,3,3,3,0,0,0,0,8,10,13,59,61,73,55,17,4,0,292,0,0,0,0,0,4,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,12,14,15,65,64,73,64,17,4,0,305,21,20,30,38,30,51,65,21,0,268,10,8,32,43,37,45,18,4,0,189,42,34,120,135,141,152,95,31,0,762
UCL522001,8,11,25,14,15,9,9,0,0,87,9,12,28,16,15,7,7,4,0,100,0,4,0,0,0,0,5,0,0,6,19,26,50,35,31,20,17,4,0,197,5,7,18,5,15,11,6,0,0,61,0,0,3,5,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,7,3,10,30,12,22,9,7,0,0,97,15,11,13,15,6,0,0,0,0,66,3,0,3,0,4,0,0,0,0,14,13,17,21,17,8,0,0,0,0,78,19,23,48,31,27,14,7,0,0,172,25,25,44,43,35,15,16,7,0,199,0,3,0,3,3,4,5,0,0,14,42,55,88,71,66,35,27,7,3,391
UCL522002,4,3,7,12,12,16,5,0,0,61,5,0,0,0,4,10,26,16,3,74,0,0,0,0,0,0,0,0,0,5,7,6,15,12,21,30,32,18,3,137,0,10,6,12,14,10,4,0,0,59,6,5,9,8,11,3,6,0,0,35,0,0,3,0,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3,3,12,22,17,22,18,10,0,0,114,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,12,22,17,30,24,10,0,0,117,6,0,5,5,4,18,53,28,9,122,0,0,3,0,0,0,0,0,0,13,12,15,27,22,31,39,58,29,9,249
UCL522003,3,3,11,11,13,0,0,0,0,42,8,11,11,7,7,8,4,3,3,60,0,0,0,7,0,0,0,0,0,10,9,14,26,26,23,4,4,3,0,116,0,0,17,10,14,3,4,0,0,44,0,4,4,8,4,3,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,27,18,20,8,0,0,0,76,0,5,0,0,0,0,0,0,0,16,0,0,3,0,3,0,0,0,0,6,0,5,6,3,3,0,0,0,0,22,3,12,29,21,22,6,0,0,0,96,12,12,16,10,15,13,14,6,0,105,0,3,6,11,3,0,0,0,0,23,22,34,55,38,40,16,11,6,4,226
UCL522004,0,0,6,5,7,0,0,0,0,22,18,11,18,16,10,12,7,3,0,99,0,0,0,0,0,0,0,0,0,0,24,13,28,20,16,13,7,3,0,123,4,7,3,3,3,0,0,0,0,20,0,0,5,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,3,4,0,0,0,33,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,3,3,0,8,0,5,0,0,0,0,13,8,7,15,10,4,4,0,0,0,44,45,32,29,27,21,22,8,3,0,184,0,0,0,4,0,0,0,0,0,5,48,35,46,38,28,21,8,3,0,233
UCL522005,8,0,8,23,12,9,0,0,0,54,10,8,15,11,0,9,3,5,0,62,0,0,0,0,3,0,0,0,0,10,15,9,23,30,17,18,4,5,0,127,0,0,10,16,6,0,5,0,0,37,3,0,10,10,5,3,0,0,0,31,0,0,0,4,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,4,0,19,28,12,8,5,0,0,78,0,0,0,0,0,0,0,0,0,8,0,0,0,4,4,0,0,0,0,10,0,0,0,7,3,0,0,0,0,15,8,0,19,34,18,12,5,0,0,90,21,10,26,26,12,15,5,6,0,120,5,0,5,0,3,0,0,0,0,20,34,13,55,64,26,28,11,8,0,228
UCL522006,6,10,14,23,26,16,3,0,0,108,3,3,0,0,3,13,17,13,3,66,0,0,0,0,0,0,0,0,0,0,7,17,15,22,27,38,24,13,3,177,8,13,17,23,37,22,3,0,0,127,6,17,8,13,15,14,9,0,0,83,0,0,0,0,3,3,0,0,0,12,0,0,0,0,6,0,0,0,0,7,17,25,26,41,56,41,15,0,0,221,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,4,19,30,26,39,56,42,15,0,0,230,4,6,0,0,4,25,32,19,11,115,0,0,0,0,0,7,0,0,0,5,28,38,30,46,64,64,48,21,11,348
UCL522007,4,5,15,9,7,17,14,0,0,58,0,0,0,0,0,9,16,7,0,31,0,0,0,0,0,0,0,0,0,4,4,5,18,9,6,24,32,7,0,97,0,7,12,14,13,6,6,0,0,60,4,0,3,0,0,13,11,0,0,36,0,0,3,0,0,5,5,0,0,9,0,0,0,0,0,0,0,0,0,0,5,12,20,14,13,24,18,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,5,12,20,14,13,26,22,0,0,111,0,0,0,0,4,10,35,15,4,68,0,0,0,0,0,0,0,0,0,6,5,12,21,14,15,42,56,17,9,188
UCL522008,0,3,6,11,8,6,3,0,0,42,4,0,3,4,4,10,10,3,0,38,0,0,0,0,0,3,0,3,0,10,4,4,13,11,15,18,14,7,0,91,4,5,3,6,10,7,7,5,0,38,0,0,6,6,4,3,4,0,0,31,0,0,0,0,0,3,0,0,0,7,0,0,4,0,0,0,0,0,0,4,4,3,8,11,13,18,8,3,0,74,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,3,0,0,4,0,4,4,0,0,0,15,4,3,17,12,17,21,6,3,0,86,6,0,6,6,6,18,21,9,0,73,0,0,0,0,0,3,0,6,0,11,5,5,22,21,21,44,34,14,0,167
UCL522009,13,5,11,20,23,15,3,0,0,91,6,5,5,3,5,5,12,6,0,49,0,0,4,0,6,0,0,0,0,9,22,11,17,27,36,20,11,6,0,146,3,10,20,26,46,16,0,0,0,122,12,3,9,11,5,11,4,0,0,55,0,0,0,0,5,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,15,17,23,37,57,34,7,0,0,191,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,14,22,23,39,53,35,7,0,0,199,13,5,5,6,14,6,18,10,0,73,0,3,5,0,7,3,0,0,0,22,31,23,34,47,72,48,25,10,0,289
UCL522010,7,3,10,22,19,17,5,0,0,78,9,5,0,3,8,5,8,3,0,50,0,0,0,0,0,3,6,6,0,21,14,5,16,27,26,25,25,12,4,138,0,12,17,22,22,27,4,0,0,103,14,4,5,13,14,9,4,0,0,53,0,0,0,5,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,16,23,34,36,31,14,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,16,16,23,34,36,37,14,0,0,167,21,5,3,4,3,7,23,9,0,89,0,0,0,0,0,11,24,16,8,53,37,19,31,42,45,53,54,26,10,315
UCL522011,0,3,13,9,4,16,5,0,0,65,0,4,6,0,5,5,14,8,0,38,0,0,5,10,0,0,4,0,0,24,3,13,20,19,12,26,23,11,0,124,4,8,20,19,15,21,3,0,0,94,0,3,3,9,6,6,9,3,0,35,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,23,31,15,36,14,3,0,142,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,23,31,18,34,14,3,0,140,3,4,3,0,5,9,33,20,9,85,4,0,5,17,4,0,8,4,0,50,10,20,36,53,27,44,56,30,9,273
UCL522012,0,5,24,14,18,31,10,3,0,105,0,0,9,0,7,17,37,23,6,103,0,0,0,0,8,0,3,4,0,14,3,5,29,21,23,48,57,32,8,224,3,4,30,16,22,35,7,3,0,115,0,4,8,12,11,18,10,3,0,69,0,0,0,3,5,12,9,0,0,30,0,3,7,0,0,3,0,0,0,10,3,11,45,33,35,65,20,7,0,220,0,0,0,3,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,8,0,0,0,11,0,11,45,35,42,74,20,7,0,232,6,0,10,3,9,24,88,43,15,199,0,0,4,0,5,4,4,4,4,27,9,11,58,42,53,102,118,46,17,457
UCL522013,9,8,12,15,29,22,0,0,0,88,8,0,10,3,11,18,17,10,5,83,4,3,0,0,0,3,0,0,0,9,15,11,20,23,39,36,17,10,5,182,9,7,10,19,34,29,3,0,0,112,7,5,12,13,15,14,3,0,0,67,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,4,16,17,21,34,51,42,4,0,0,185,0,0,0,0,0,3,0,0,0,8,4,0,0,0,0,0,0,0,0,8,4,0,0,0,0,5,0,0,0,13,10,17,29,41,53,45,5,0,0,200,14,0,13,6,20,28,36,13,8,140,6,3,0,0,0,7,5,3,0,15,35,17,33,51,74,81,46,19,8,351
UCL522014,0,3,6,12,6,9,0,0,0,43,3,3,3,0,7,14,6,5,0,36,0,0,0,0,0,0,0,0,0,4,4,6,9,10,15,18,9,5,0,84,0,10,15,13,15,6,0,0,0,53,3,4,3,3,4,0,0,0,0,27,0,0,0,4,3,4,0,0,0,5,0,0,0,6,0,0,0,0,0,5,9,13,18,20,18,15,0,0,0,88,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,6,9,13,18,19,18,18,0,0,0,94,0,3,3,0,9,15,10,9,0,57,0,0,0,0,0,0,0,0,0,4,12,13,24,25,26,29,18,9,0,156
UCL522015,10,39,52,58,22,55,14,0,0,247,0,0,10,8,8,42,97,29,0,196,0,0,5,5,0,9,7,6,0,23,9,37,71,74,31,96,118,30,0,470,3,17,64,48,40,32,7,0,0,209,3,17,31,28,13,22,15,0,0,132,6,13,26,51,14,49,14,4,0,180,0,0,3,0,0,0,0,0,0,6,14,49,125,121,72,104,30,4,0,523,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,14,49,126,127,72,104,30,4,0,524,6,3,17,9,5,69,186,64,5,365,0,0,13,7,0,6,12,0,0,44,18,55,156,145,77,184,229,71,5,932
UCL522016,0,6,3,13,12,17,3,0,0,51,4,0,0,3,4,6,7,13,0,48,0,0,0,3,0,5,3,0,3,20,8,6,15,21,12,20,14,13,5,114,0,0,9,11,7,10,5,0,0,49,3,0,0,7,4,13,7,0,0,33,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,14,16,19,25,9,0,0,91,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,8,3,4,16,19,15,31,9,0,0,101,6,3,8,4,12,14,18,21,0,88,5,0,5,8,3,8,3,0,3,38,14,8,25,37,32,51,36,30,5,227
UCL522017,0,4,12,5,24,23,3,0,0,80,0,4,8,0,4,16,23,4,0,63,0,0,0,0,0,3,0,0,0,12,6,11,21,12,24,42,28,6,0,155,0,6,10,14,24,19,3,3,0,76,0,5,8,3,12,19,3,0,0,58,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,5,9,24,20,37,41,12,3,0,142,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,5,9,23,21,37,43,12,3,0,146,3,4,12,12,7,27,59,19,5,132,0,0,0,0,3,10,4,4,0,24,4,16,36,27,46,77,65,27,5,303
UCL522018,0,3,5,3,9,12,4,0,0,43,0,0,0,0,4,15,23,6,0,56,0,0,5,3,0,0,0,0,0,14,4,8,9,10,14,31,35,9,0,110,4,4,9,7,10,13,4,0,0,56,0,0,0,0,3,5,4,0,0,16,0,0,5,0,0,9,0,4,0,21,0,0,0,0,0,0,0,0,0,3,6,7,15,12,19,22,9,4,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,4,6,9,16,12,19,32,14,4,0,92,0,0,3,0,7,28,58,21,0,125,0,0,8,3,11,3,6,0,0,36,7,14,24,13,36,64,77,26,0,256
UCL522019,0,4,3,6,9,12,4,0,0,30,0,0,0,0,3,6,7,4,5,27,0,0,3,5,0,4,0,0,0,20,6,3,10,12,9,15,7,4,4,76,0,3,7,6,3,15,5,0,0,38,0,0,0,6,3,9,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,11,25,8,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,9,11,22,8,0,0,63,4,0,0,0,7,12,16,9,11,54,0,0,5,13,0,7,0,0,5,33,8,5,10,25,19,36,21,9,8,146
UCL522020,0,6,11,8,8,16,3,0,0,55,6,3,10,6,4,8,7,0,0,40,0,0,0,4,0,0,0,0,0,9,11,15,19,17,13,20,8,0,0,106,0,0,7,9,10,24,4,0,0,45,0,6,9,8,0,3,0,0,0,31,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,15,18,9,29,8,0,0,83,0,10,3,3,4,3,0,0,0,31,0,0,0,6,0,0,0,0,0,13,4,10,8,4,9,3,0,0,0,35,4,11,23,23,19,32,7,0,0,119,20,9,14,7,4,10,13,0,0,83,0,0,0,8,0,5,0,0,0,16,21,18,36,34,23,46,23,6,0,215
UCL522021,0,6,5,26,15,7,10,0,0,68,0,0,3,4,3,8,21,11,0,57,0,0,0,0,0,0,0,0,4,10,9,8,9,32,14,13,34,12,4,133,3,5,13,22,22,14,4,0,0,89,0,6,0,17,9,6,13,0,0,51,0,0,4,0,4,0,0,0,0,7,0,0,0,0,0,0,5,0,0,6,3,15,16,40,35,23,21,0,0,152,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,6,20,16,44,35,25,21,0,0,160,7,4,4,4,7,11,41,24,3,107,0,0,0,0,3,0,0,4,3,16,11,17,18,52,42,35,65,26,4,282
UCL522022,0,5,14,4,15,10,0,0,0,48,0,0,0,0,0,9,13,6,0,42,0,0,0,3,5,0,0,0,0,17,6,6,12,6,24,21,20,7,0,102,3,5,13,9,12,13,4,0,0,54,5,5,5,7,5,12,0,3,0,38,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,7,21,12,23,27,4,3,0,97,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,7,21,17,25,27,4,0,0,105,0,0,5,5,3,5,27,22,0,61,4,0,0,5,11,3,5,4,0,30,7,10,27,24,43,42,34,26,0,203
UCL522023,4,0,19,8,18,19,6,0,0,81,0,0,0,5,4,3,11,5,5,48,0,0,0,0,0,5,3,0,0,7,5,4,19,13,26,26,23,8,5,134,0,4,19,11,26,11,5,0,0,76,3,0,12,5,9,18,4,0,0,47,0,0,0,7,0,4,0,0,0,11,0,0,0,0,0,3,0,0,0,7,11,5,28,25,29,34,12,0,0,136,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,5,6,0,0,8,9,6,30,23,35,37,11,0,0,148,5,0,5,9,6,13,33,13,9,97,0,0,0,0,3,10,0,0,0,24,15,9,33,36,46,60,47,18,9,272
UCL522024,0,0,6,6,13,18,5,0,0,51,0,0,0,0,0,17,26,15,0,59,0,0,0,0,0,0,0,0,4,4,0,0,5,6,11,31,30,15,4,110,0,0,0,5,10,18,4,3,0,47,5,0,4,4,3,12,12,0,0,43,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,8,3,11,12,15,33,15,5,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,12,15,33,15,5,0,93,0,0,0,0,6,21,50,35,3,118,0,0,0,0,0,0,0,0,4,4,6,3,10,12,23,55,64,39,10,214
UCL522025,4,8,7,20,14,23,5,3,0,87,0,0,0,6,5,9,29,11,10,77,0,3,3,3,0,5,6,8,0,30,7,9,15,30,17,47,41,18,13,190,5,10,14,18,9,33,4,0,0,99,0,4,4,16,10,9,14,5,0,65,0,0,4,0,5,6,4,0,0,10,0,0,0,0,0,0,0,0,0,4,6,14,22,33,24,47,20,8,0,175,0,0,3,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,3,4,0,3,0,0,0,13,6,16,27,34,28,44,20,8,0,184,5,3,4,6,11,23,58,25,21,149,0,4,3,3,9,12,16,9,0,60,16,25,30,47,42,81,95,44,16,400
