UCL_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL522061,0,0,14,12,11,26,3,0,0,69,0,0,3,4,3,15,20,21,3,74,0,0,0,0,4,3,0,0,0,6,3,0,19,21,13,43,23,24,3,149,0,0,11,12,16,12,3,3,0,64,0,5,6,4,6,21,6,0,0,52,0,0,4,5,0,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,6,23,18,32,45,10,0,0,136,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,6,27,18,28,50,13,0,0,142,8,0,3,4,10,26,53,44,7,149,0,0,4,3,3,9,0,0,0,22,6,4,29,23,40,85,72,51,7,315
UCL522062,0,0,8,8,0,0,0,0,0,22,12,5,10,11,13,8,0,0,0,60,0,0,0,0,0,0,0,0,0,5,12,10,16,16,19,8,0,4,0,83,0,0,4,10,0,0,0,3,0,21,0,0,9,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,13,12,3,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,4,13,11,3,0,0,3,0,39,11,21,28,22,25,9,0,5,0,121,0,0,0,0,0,0,0,0,0,0,13,27,43,33,33,13,6,4,0,165
UCL522063,0,0,10,0,7,11,7,0,0,33,10,3,10,7,6,10,0,0,0,49,0,0,3,0,0,3,0,0,0,8,9,6,23,13,17,17,7,0,0,88,0,0,9,9,6,6,0,0,0,19,0,0,4,0,7,8,3,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,12,7,10,16,3,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,16,8,10,16,3,3,0,50,21,7,21,26,9,6,0,0,0,98,0,0,3,4,0,5,0,0,0,15,30,9,33,35,19,26,3,3,0,161
UCL522064,0,13,27,15,18,12,3,0,0,78,16,24,19,10,12,6,13,4,0,99,0,0,0,0,3,0,0,5,0,11,13,36,41,26,32,17,14,9,0,194,0,4,22,12,17,4,3,0,0,74,0,6,8,9,6,3,0,0,0,32,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,13,32,25,30,12,8,0,0,121,4,4,6,3,0,0,0,0,0,13,0,7,3,4,0,6,0,0,0,19,0,4,10,10,0,6,0,0,0,35,6,17,47,36,30,11,8,0,0,154,39,30,35,28,23,14,20,8,0,195,0,0,3,0,13,4,0,12,0,30,39,53,83,64,62,32,26,15,0,376
UCL522065,0,0,13,9,3,19,4,0,0,44,0,0,0,0,0,3,9,7,5,32,0,0,0,0,4,8,0,4,4,17,0,0,14,5,12,28,12,16,5,94,0,0,8,4,5,23,5,3,0,52,3,0,0,3,3,6,4,0,0,25,0,0,4,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,3,16,14,8,35,9,3,0,96,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,3,3,0,3,0,0,0,0,10,7,4,24,14,7,35,11,3,0,103,6,0,8,0,0,3,13,17,7,49,0,0,9,0,8,8,9,3,4,42,6,8,26,12,19,49,30,27,7,198
UCL522066,4,9,18,20,15,19,3,0,0,92,5,0,6,4,0,4,10,15,5,51,0,0,3,0,4,3,5,4,4,25,8,5,28,33,21,31,20,19,6,167,0,7,34,24,27,17,6,0,0,113,0,0,9,21,9,15,0,0,0,51,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,6,3,12,42,46,35,30,8,3,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,42,48,35,35,8,3,0,180,8,0,6,8,5,8,21,24,5,83,0,0,5,8,7,9,5,3,9,48,12,13,55,61,46,48,36,31,13,308
UCL522067,0,8,20,15,13,13,0,0,0,70,4,3,0,3,5,3,9,0,0,30,5,0,6,9,3,0,3,0,0,25,7,14,26,27,25,20,10,0,0,129,0,16,62,55,68,38,6,0,0,250,0,4,3,12,8,3,0,0,0,31,0,0,3,8,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,3,0,18,70,67,74,45,7,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,71,67,75,45,7,0,0,297,4,9,8,4,11,4,19,0,0,59,5,6,25,26,29,7,14,0,0,102,13,35,101,100,116,62,39,0,0,457
UCL522068,12,12,16,24,21,16,8,0,0,100,3,3,4,7,9,12,17,6,3,63,0,0,0,0,3,0,0,0,0,14,13,15,20,32,33,30,26,6,3,173,6,14,21,18,28,23,7,0,0,110,8,4,4,14,9,10,5,0,0,53,0,0,0,0,6,6,3,0,0,17,0,0,0,4,0,0,0,0,0,4,13,13,26,32,43,38,12,3,0,182,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,13,13,15,29,37,45,34,12,3,0,194,13,3,6,9,10,23,29,20,3,108,3,0,0,3,6,0,0,0,3,24,34,24,34,45,62,59,39,18,5,327
UCL522069,0,4,8,9,5,12,3,0,0,40,3,0,5,5,0,10,15,19,5,56,0,3,4,0,4,0,6,0,0,15,7,3,14,18,12,18,25,17,5,117,0,10,14,9,13,14,10,0,0,58,0,0,6,6,5,10,9,0,0,30,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,21,15,17,25,18,0,0,99,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,7,6,8,21,14,17,22,18,0,0,105,6,0,5,8,10,15,34,38,3,117,0,3,5,5,4,0,5,3,0,32,12,13,31,28,32,40,51,42,3,253
UCL522070,3,5,11,12,16,16,0,0,0,66,0,6,6,7,9,12,19,3,0,63,0,0,0,0,0,0,0,0,0,3,5,12,20,19,21,26,29,3,0,129,0,8,15,14,13,13,0,0,0,68,3,4,6,4,10,13,3,0,0,50,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,9,13,25,21,26,25,4,0,0,126,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,15,8,17,31,21,29,26,4,0,0,135,6,6,8,13,10,23,46,7,3,121,0,0,0,0,0,0,0,0,0,11,12,23,36,33,40,57,54,13,4,270
UCL522071,5,3,10,9,4,6,0,0,0,34,17,23,25,20,15,3,7,0,0,110,0,0,0,0,0,0,0,0,0,5,22,28,37,30,23,8,11,0,0,153,0,0,14,3,8,9,0,0,0,32,5,3,5,5,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,6,0,9,4,0,0,0,0,0,0,15,5,9,23,17,14,9,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,23,17,14,8,6,0,0,80,35,36,48,39,23,14,8,0,0,212,0,0,4,0,3,5,0,0,0,13,38,49,75,52,48,26,11,0,0,302
UCL531001,2258,2702,6216,7692,9669,8863,2695,411,24,40534,1570,489,1686,1701,1955,4329,6921,2989,716,22357,366,604,1500,1279,1443,1292,903,391,75,7844,4189,3795,9400,10667,13071,14487,10520,3798,820,70735,1440,4250,11445,12726,15680,12919,3484,581,58,62578,2478,1555,3028,4664,5325,5818,2943,653,67,26525,195,338,1252,1385,1593,1946,580,51,5,7351,138,163,326,350,379,334,181,97,22,1981,4258,6316,16051,19113,22971,21014,7188,1373,147,98440,155,189,305,296,336,341,65,0,0,1684,298,103,131,148,177,208,85,4,0,1160,451,286,437,445,524,542,151,8,0,2840,4715,6602,16492,19563,23490,21559,7335,1381,152,101279,3480,1222,3465,3415,3595,7558,14201,6428,1344,44712,795,1853,5864,5711,5796,4568,2249,854,164,27852,8990,9679,25814,28684,32883,33687,23786,8666,1662,173841
UCL579997,7,21,54,28,32,29,5,5,0,190,0,0,0,0,6,24,36,11,0,81,3,15,28,20,23,24,12,5,0,123,8,36,89,49,60,77,61,17,0,392,12,74,263,456,430,220,25,6,0,1478,0,0,15,24,15,15,7,0,0,77,0,0,18,29,37,30,9,5,0,120,0,3,5,6,3,4,0,0,0,20,10,71,297,516,486,267,40,8,0,1697,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,5,5,0,0,0,7,8,76,301,517,488,269,40,8,0,1711,0,0,4,7,10,45,86,21,0,165,6,43,219,425,390,221,49,6,0,1367,20,116,518,957,896,533,176,32,0,3249
