UCL_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
UCL522064,10,15,0,0,30,5,14,0,3,20,20,19,0,0,39,11,19,0,0,33,4,20,8,0,34,9,6,0,0,12,3,5,0,0,7,0,0,0,0,10,0,0,0,0,0,50,114,17,3,184,0,17,0,0,13,11,26,4,0,36,18,24,3,6,41,8,17,0,0,26,7,17,0,0,32,7,6,0,0,17,4,14,5,0,14,0,3,5,0,9,0,0,0,0,0,51,120,19,6,199,6,30,3,0,39,10,37,4,3,54,29,44,4,6,84,19,39,4,0,64,14,42,9,0,62,13,18,0,0,32,3,17,3,0,26,0,9,12,0,15,0,0,0,0,0,103,234,36,6,383
UCL522065,0,9,0,0,9,0,5,0,0,8,0,14,3,0,12,0,6,0,0,4,0,10,3,0,14,0,17,7,0,19,7,10,9,0,20,0,8,3,0,14,0,0,0,0,0,13,67,25,0,101,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,0,6,0,0,5,0,3,4,0,12,4,12,8,0,28,5,11,0,0,12,0,8,4,0,16,0,5,4,0,5,16,60,17,0,94,0,10,0,0,6,0,5,0,0,8,4,17,9,0,26,3,10,0,0,12,0,10,8,0,19,9,29,8,0,49,11,17,9,0,30,0,20,3,0,27,0,7,4,0,7,26,129,42,0,198
UCL522066,0,5,0,0,3,0,8,0,0,8,0,20,0,0,23,4,22,7,0,31,0,17,3,0,17,0,19,0,0,18,0,13,0,0,17,0,14,4,0,14,0,0,0,0,3,8,116,21,0,138,0,4,0,0,8,0,6,0,0,7,0,23,3,0,28,0,25,0,0,33,4,19,4,0,21,0,23,3,0,31,5,9,5,0,20,0,10,4,0,19,0,3,0,0,6,13,130,29,0,167,0,13,8,0,12,0,13,0,0,14,0,41,5,0,55,4,47,8,0,61,4,34,7,0,46,0,35,9,0,48,4,25,5,0,36,0,23,10,0,31,0,8,3,0,13,16,243,51,0,310
UCL522067,0,5,0,0,5,0,20,0,0,21,8,47,17,0,77,0,53,20,0,73,4,60,23,0,87,9,31,5,0,43,0,17,9,0,26,0,0,0,0,0,0,0,0,0,0,17,231,82,0,328,0,4,5,0,7,0,8,0,0,14,0,21,6,0,26,3,11,6,0,27,3,17,7,0,25,0,11,0,0,20,0,9,3,0,10,0,0,0,0,0,0,0,0,0,0,7,91,30,0,129,0,12,5,0,13,0,30,6,0,35,9,71,22,0,101,8,68,21,0,100,3,76,32,0,116,8,42,9,0,62,0,23,13,0,39,0,0,0,0,0,0,0,0,0,0,29,322,109,0,457
UCL522068,0,12,4,0,16,0,5,0,0,8,5,16,0,0,18,0,15,0,0,18,3,25,4,0,28,3,21,0,0,30,0,18,0,0,16,0,13,0,0,17,0,0,0,0,0,12,127,15,0,155,0,16,0,0,13,0,17,0,0,15,4,14,0,0,20,5,24,5,0,32,8,21,3,0,33,11,23,0,0,30,3,15,0,0,26,0,5,0,0,6,0,3,0,0,3,33,128,12,0,173,0,31,7,0,34,0,18,0,0,24,6,27,0,0,34,7,40,3,0,45,18,44,6,0,62,8,47,0,0,59,5,35,0,0,39,0,19,0,0,18,0,3,3,0,5,50,255,24,0,327
UCL522069,0,0,0,0,6,0,8,0,0,8,0,13,0,0,14,4,5,0,0,16,0,15,5,0,17,6,21,0,0,27,7,23,0,0,30,0,18,4,0,26,0,0,0,0,0,19,106,17,0,139,0,3,0,0,7,0,4,3,0,3,0,9,4,0,14,0,9,0,0,18,3,10,4,0,12,3,11,0,0,18,4,18,6,0,25,0,17,0,0,17,0,0,0,0,5,17,84,15,0,117,4,5,0,0,12,0,9,3,0,13,0,21,5,0,31,4,20,9,0,28,4,18,4,0,32,5,30,0,0,40,6,41,5,0,51,3,33,3,0,42,0,4,0,0,3,38,187,29,0,253
UCL522070,0,4,0,0,8,5,6,0,0,10,5,15,0,0,18,6,12,0,0,16,0,18,0,0,22,6,21,0,0,29,4,20,3,0,24,0,3,0,0,3,0,3,0,0,4,15,112,6,0,137,0,10,0,0,5,0,6,4,0,12,3,10,0,0,20,6,14,0,0,19,7,12,0,0,21,3,20,0,0,26,3,20,4,0,29,0,3,0,0,3,0,0,0,0,0,25,99,5,0,129,4,11,0,0,12,5,16,4,0,23,11,24,0,0,36,10,23,0,0,33,4,34,0,0,40,10,43,0,0,57,6,38,9,0,54,0,13,0,0,13,0,3,0,0,4,43,210,12,0,270
UCL522071,0,20,0,0,20,0,16,0,0,17,0,43,0,0,43,0,21,0,0,22,0,24,0,0,25,0,16,0,0,17,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,141,0,0,151,0,21,0,0,22,3,22,0,0,28,0,35,0,0,37,5,25,0,0,30,0,17,0,0,23,0,3,0,0,8,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,11,140,4,0,153,0,41,0,0,38,5,44,0,0,49,0,75,0,0,75,5,51,0,0,52,0,39,0,0,48,0,19,5,0,26,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,10,282,10,0,302
UCL531001,220,4013,566,3,4807,228,4090,1570,59,5940,566,10375,5476,174,16591,990,11522,5513,100,18116,1575,13270,4966,64,19874,1881,13714,3609,48,19251,1176,10593,1495,28,13287,450,3889,531,5,4877,94,658,93,0,840,7181,72117,23815,483,103590,195,3511,479,3,4197,212,2944,635,47,3843,678,7151,1574,113,9515,1271,8028,1366,28,10697,2210,9346,1516,12,13079,2781,10352,1354,22,14508,1450,8132,944,14,10535,390,2992,411,0,3797,59,680,74,4,818,9238,53137,8359,251,70987,422,7523,1048,7,8998,443,7031,2204,111,9785,1240,17519,7047,290,26105,2260,19550,6878,126,28811,3784,22616,6483,74,32959,4652,24061,4965,75,33753,2629,18723,2437,40,23823,839,6881,938,12,8679,146,1339,166,5,1662,16417,125255,32169,733,174575
UCL579997,0,8,7,0,14,3,46,28,0,81,11,222,193,24,459,29,465,416,37,945,30,427,374,53,896,23,234,196,24,473,3,69,41,0,119,0,11,0,0,15,0,0,0,0,0,105,1492,1256,143,3002,5,3,3,0,8,0,20,15,0,37,7,57,28,3,94,0,30,20,7,55,7,30,22,0,57,7,43,29,3,86,5,43,14,0,61,0,10,5,0,17,0,0,0,4,3,23,242,123,16,405,5,6,10,0,19,6,69,43,0,121,11,278,223,33,549,31,492,432,37,999,38,459,399,61,951,33,280,220,29,560,9,115,54,0,178,0,22,6,0,32,0,0,0,4,3,129,1727,1382,164,3410
