UCL_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
UCL513005,0,0,0,0,11,3,12,17,5,3,6,3,0,0,0,66,0,0,0,3,14,4,6,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,3,7,22,158,93,16,0,4,13,7,7,4,339,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,6,0,0,0,3,0,0,0,25,8,34,187,169,282,237,726,400,33,17,17,12,8,0,52,2185,0,0,3,9,8,3,5,4,0,0,0,0,0,0,0,38,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,3,3,16,21,31,35,147,47,9,0,7,0,3,3,9,341,18,63,246,271,467,411,1361,778,90,31,62,57,46,25,92,4017
UCL514001,0,0,0,0,9,4,10,9,0,3,3,0,0,0,0,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,19,3,0,0,5,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,9,14,21,128,75,43,10,22,12,5,0,0,0,0,0,10,332,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11,3,10,0,8,3,0,0,0,0,0,0,0,50,36,59,178,121,119,45,125,60,7,7,7,5,6,3,29,812
UCL514002,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,5,3,3,0,0,0,0,3,0,0,0,12,0,0,0,12,27,11,12,11,6,0,0,4,0,0,3,92,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,17,0,0,0,0,0,0,4,6,4,0,0,4,0,0,0,25,0,0,0,0,0,0,9,3,0,0,0,0,5,0,0,15,12,33,119,94,80,69,115,55,15,4,9,11,8,5,26,657,0,3,3,7,4,3,9,0,0,0,0,0,0,0,0,30,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,7,0,11,9,17,22,40,27,10,10,8,6,3,0,3,177,25,64,160,165,202,156,275,187,51,36,36,41,30,6,53,1489
UCL514003,0,0,0,0,3,3,32,23,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,5,18,13,15,14,0,3,0,3,0,0,0,82,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,22,0,0,0,0,0,3,9,0,0,0,0,0,6,0,0,22,9,19,104,95,107,73,131,83,6,4,13,14,5,0,15,674,0,0,3,4,4,3,8,3,4,0,3,6,0,0,0,48,0,0,0,0,0,0,9,4,0,0,0,0,3,0,0,16,0,0,15,17,16,17,48,44,11,10,13,33,15,0,62,307,17,46,146,174,222,186,397,321,37,37,48,101,43,3,89,1872
UCL514004,0,0,0,3,4,7,35,43,12,4,4,0,9,4,0,130,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,6,16,8,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,3,0,0,0,0,11,10,14,103,54,27,13,18,20,0,0,0,0,0,0,15,277,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,12,13,11,14,10,12,8,21,12,0,0,0,5,0,0,8,110,54,53,142,121,99,68,168,169,24,14,16,16,13,8,37,1007
UCL515001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,52,35,17,3,21,0,0,0,0,0,0,0,5,156,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,3,3,0,9,4,0,0,0,0,0,0,3,26,3,24,73,55,27,18,25,6,8,0,0,0,0,0,17,269
UCL515002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,15,4,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,25,18,15,3,21,8,0,0,0,0,0,0,0,91,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,4,4,0,0,0,0,7,0,10,31,8,9,34,40,33,13,48,23,4,8,3,3,8,0,14,237
UCL515003,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,10,11,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,17,87,70,47,18,27,4,0,0,0,0,0,0,17,299,0,0,4,7,3,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,8,6,11,10,6,0,3,0,0,0,0,0,6,42,11,27,116,112,107,54,70,22,3,0,0,4,0,0,21,540
UCL515004,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,20,0,0,0,3,0,3,8,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,35,26,29,17,48,10,0,0,0,0,0,0,4,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,0,6,7,26,9,0,0,0,0,0,0,0,52,0,14,40,49,56,39,116,52,5,0,3,4,3,3,18,410
UCL515005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,51,28,23,13,25,5,0,0,0,0,0,0,4,156,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,5,0,6,0,0,0,0,0,0,20,8,12,59,38,58,17,65,34,5,7,4,4,0,0,12,319
UCL515006,0,0,0,0,3,0,10,18,7,0,3,5,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,6,9,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,14,7,28,74,62,41,21,28,11,3,0,0,4,0,0,21,299,0,0,4,4,0,0,4,0,0,0,0,0,4,0,0,16,0,0,0,0,4,7,5,0,0,0,0,0,0,0,0,19,3,6,17,11,35,11,20,12,3,4,3,9,0,5,3,150,24,65,138,108,128,72,119,88,29,17,20,28,11,7,39,892
UCL515007,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,32,16,17,19,39,13,0,8,0,4,0,0,4,152,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,6,8,8,10,3,4,9,0,3,4,0,4,55,0,4,35,27,44,36,97,49,3,20,7,12,4,0,17,361
UCL515008,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,10,4,10,4,0,0,0,0,0,0,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,6,3,0,0,0,0,0,0,0,21,3,7,33,16,25,27,42,21,0,6,3,8,0,0,6,195
UCL515009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,8,11,0,5,0,0,0,0,0,0,0,0,33,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,102,88,46,19,27,13,0,0,0,3,0,0,11,358,0,0,5,0,3,4,6,0,0,0,0,0,3,0,0,19,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,16,0,3,16,15,18,3,8,6,0,4,0,0,0,0,3,76,16,55,150,143,117,45,84,35,7,9,4,17,4,4,22,709
