UCL_CODE_2021,AG_15_19_Nbr_ch_ev_brn_No,AG_15_19_Nbr_ch_ev_brn_1,AG_15_19_Nbr_ch_ev_brn_2,AG_15_19_Nbr_ch_ev_brn_3,AG_15_19_Nbr_ch_ev_brn_4,AG_15_19_Nbr_ch_ev_brn_5,AG_15_19_Nbr_ch_ev_brn_6m,AG_15_19_Nbr_ch_ev_brn_Ns,AG_15_19_Tot,AG_20_24_Nbr_ch_ev_brn_No,AG_20_24_Nbr_ch_ev_brn_1,AG_20_24_Nbr_ch_ev_brn_2,AG_20_24_Nbr_ch_ev_brn_3,AG_20_24_Nbr_ch_ev_brn_4,AG_20_24_Nbr_ch_ev_brn_5,AG_20_24_Nbr_ch_ev_brn_6m,AG_20_24_Nbr_ch_ev_brn_Ns,AG_20_24_Tot,AG_25_29_Nbr_ch_ev_brn_No,AG_25_29_Nbr_ch_ev_brn_1,AG_25_29_Nbr_ch_ev_brn_2,AG_25_29_Nbr_ch_ev_brn_3,AG_25_29_Nbr_ch_ev_brn_4,AG_25_29_Nbr_ch_ev_brn_5,AG_25_29_Nbr_ch_ev_brn_6m,AG_25_29_Nbr_ch_ev_brn_Ns,AG_25_29_Tot,AG_30_34_Nbr_ch_ev_brn_No,AG_30_34_Nbr_ch_ev_brn_1,AG_30_34_Nbr_ch_ev_brn_2,AG_30_34_Nbr_ch_ev_brn_3,AG_30_34_Nbr_ch_ev_brn_4,AG_30_34_Nbr_ch_ev_brn_5,AG_30_34_Nbr_ch_ev_brn_6m,AG_30_34_Nbr_ch_ev_brn_Ns,AG_30_34_Tot,AG_35_39_Nbr_ch_ev_brn_No,AG_35_39_Nbr_ch_ev_brn_1,AG_35_39_Nbr_ch_ev_brn_2,AG_35_39_Nbr_ch_ev_brn_3,AG_35_39_Nbr_ch_ev_brn_4,AG_35_39_Nbr_ch_ev_brn_5,AG_35_39_Nbr_ch_ev_brn_6m,AG_35_39_Nbr_ch_ev_brn_Ns,AG_35_39_Tot,AG_40_44_Nbr_ch_ev_brn_No,AG_40_44_Nbr_ch_ev_brn_1,AG_40_44_Nbr_ch_ev_brn_2,AG_40_44_Nbr_ch_ev_brn_3,AG_40_44_Nbr_ch_ev_brn_4,AG_40_44_Nbr_ch_ev_brn_5,AG_40_44_Nbr_ch_ev_brn_6m,AG_40_44_Nbr_ch_ev_brn_Ns,AG_40_44_Tot,AG_45_49_Nbr_ch_ev_brn_No,AG_45_49_Nbr_ch_ev_brn_1,AG_45_49_Nbr_ch_ev_brn_2,AG_45_49_Nbr_ch_ev_brn_3,AG_45_49_Nbr_ch_ev_brn_4,AG_45_49_Nbr_ch_ev_brn_5,AG_45_49_Nbr_ch_ev_brn_6m,AG_45_49_Nbr_ch_ev_brn_Ns,AG_45_49_Tot,AG_50_54_Nbr_ch_ev_brn_No,AG_50_54_Nbr_ch_ev_brn_1,AG_50_54_Nbr_ch_ev_brn_2,AG_50_54_Nbr_ch_ev_brn_3,AG_50_54_Nbr_ch_ev_brn_4,AG_50_54_Nbr_ch_ev_brn_5,AG_50_54_Nbr_ch_ev_brn_6m,AG_50_54_Nbr_ch_ev_brn_Ns,AG_50_54_Tot,AG_55_59_Nbr_ch_ev_brn_No,AG_55_59_Nbr_ch_ev_brn_1,AG_55_59_Nbr_ch_ev_brn_2,AG_55_59_Nbr_ch_ev_brn_3,AG_55_59_Nbr_ch_ev_brn_4,AG_55_59_Nbr_ch_ev_brn_5,AG_55_59_Nbr_ch_ev_brn_6m,AG_55_59_Nbr_ch_ev_brn_Ns,AG_55_59_Tot,AG_60_64_Nbr_ch_ev_brn_No,AG_60_64_Nbr_ch_ev_brn_1,AG_60_64_Nbr_ch_ev_brn_2,AG_60_64_Nbr_ch_ev_brn_3,AG_60_64_Nbr_ch_ev_brn_4,AG_60_64_Nbr_ch_ev_brn_5,AG_60_64_Nbr_ch_ev_brn_6m,AG_60_64_Nbr_ch_ev_brn_Ns,AG_60_64_Tot,AG_65_69_Nbr_ch_ev_brn_No,AG_65_69_Nbr_ch_ev_brn_1,AG_65_69_Nbr_ch_ev_brn_2,AG_65_69_Nbr_ch_ev_brn_3,AG_65_69_Nbr_ch_ev_brn_4,AG_65_69_Nbr_ch_ev_brn_5,AG_65_69_Nbr_ch_ev_brn_6m,AG_65_69_Nbr_ch_ev_brn_Ns,AG_65_69_Tot,AG_70_74_Nbr_ch_ev_brn_No,AG_70_74_Nbr_ch_ev_brn_1,AG_70_74_Nbr_ch_ev_brn_2,AG_70_74_Nbr_ch_ev_brn_3,AG_70_74_Nbr_ch_ev_brn_4,AG_70_74_Nbr_ch_ev_brn_5,AG_70_74_Nbr_ch_ev_brn_6m,AG_70_74_Nbr_ch_ev_brn_Ns,AG_70_74_Tot,AG_75_79_Nbr_ch_ev_brn_No,AG_75_79_Nbr_ch_ev_brn_1,AG_75_79_Nbr_ch_ev_brn_2,AG_75_79_Nbr_ch_ev_brn_3,AG_75_79_Nbr_ch_ev_brn_4,AG_75_79_Nbr_ch_ev_brn_5,AG_75_79_Nbr_ch_ev_brn_6m,AG_75_79_Nbr_ch_ev_brn_Ns,AG_75_79_Tot,AG_80_84_Nbr_ch_ev_brn_No,AG_80_84_Nbr_ch_ev_brn_1,AG_80_84_Nbr_ch_ev_brn_2,AG_80_84_Nbr_ch_ev_brn_3,AG_80_84_Nbr_ch_ev_brn_4,AG_80_84_Nbr_ch_ev_brn_5,AG_80_84_Nbr_ch_ev_brn_6m,AG_80_84_Nbr_ch_ev_brn_Ns,AG_80_84_Tot,AG_85_over_Nbr_ch_ev_brn_No,AG_85_over_Nbr_ch_ev_brn_1,AG_85_over_Nbr_ch_ev_brn_2,AG_85_over_Nbr_ch_ev_brn_3,AG_85_over_Nbr_ch_ev_brn_4,AG_85_over_Nbr_ch_ev_brn_5,AG_85_over_Nbr_ch_ev_brn_6m,AG_85_over_Nbr_ch_ev_brn_Ns,AG_85_over_Tot,Tot_Num_child_evr_brn_No,Tot_Num_child_evr_brn_1,Tot_Num_child_evr_brn_2,Tot_Num_child_evr_brn_3,Tot_Num_child_evr_brn_4,Tot_Num_child_evr_brn_5,Tot_Num_child_evr_brn_6m,Tot_Num_child_evr_brn_Ns,Tot_Tot
UCL521045,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,6,5,0,0,0,0,0,0,4,14,7,0,0,6,4,0,0,5,20,0,0,4,0,0,0,0,0,13,0,0,0,4,0,0,0,3,9,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,4,21,7,3,3,3,0,0,0,10,25,4,0,9,14,0,0,0,4,26,3,0,4,9,0,0,0,9,32,3,0,5,4,4,0,0,9,22,0,0,8,3,0,0,0,4,16,0,0,0,9,0,0,0,8,14,0,0,0,3,3,6,0,0,19,41,22,49,51,23,7,3,67,256
UCL521046,17,0,0,0,0,0,0,0,23,26,0,0,0,0,0,0,3,32,11,6,7,0,0,0,0,6,26,12,4,4,0,0,0,0,0,27,8,3,0,6,4,0,0,0,27,5,0,5,5,3,0,3,4,25,3,0,5,0,3,4,0,4,18,5,6,9,5,4,0,4,0,29,0,0,3,10,3,3,0,3,24,0,0,3,0,0,0,0,0,10,0,4,4,3,3,0,4,3,17,0,4,5,0,4,0,5,0,12,0,0,0,0,0,0,4,0,3,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,92,31,43,40,29,14,16,25,293
UCL521047,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,15,11,0,0,3,0,0,0,0,18,7,0,5,0,0,0,0,0,19,0,0,8,0,0,0,0,3,15,0,0,7,0,0,4,0,0,13,5,0,12,0,6,0,0,0,18,6,3,9,8,3,0,0,0,27,0,6,3,3,5,0,0,0,18,0,0,3,6,0,0,0,0,13,0,0,0,6,5,0,0,0,14,0,4,5,5,3,0,0,0,22,4,0,5,0,0,0,0,0,8,0,0,5,0,4,0,0,0,6,0,0,0,0,0,0,0,3,6,47,18,72,39,19,4,0,15,219
UCL521048,9,0,0,0,0,0,0,3,15,8,7,0,0,0,0,0,3,18,8,6,4,0,0,0,0,6,20,3,0,7,7,3,0,0,4,24,7,0,5,3,4,0,0,3,20,7,0,10,5,7,0,0,4,31,0,4,4,7,3,3,0,3,26,0,3,12,4,0,0,0,7,29,9,9,10,3,4,3,0,0,32,5,5,14,10,4,0,0,10,44,5,3,16,9,3,4,0,5,41,4,9,18,12,0,4,0,0,47,0,0,9,4,4,0,0,0,20,0,0,4,3,0,4,0,0,21,0,0,0,0,4,0,4,4,16,63,43,105,76,40,17,8,42,398
UCL521049,5,4,0,0,0,0,0,8,22,15,10,0,0,0,0,0,4,31,12,5,9,0,0,0,0,6,35,0,3,0,0,0,0,0,0,8,11,5,5,5,0,0,0,0,21,3,4,0,10,4,0,0,0,15,8,0,3,4,0,0,0,0,16,9,0,7,3,0,0,0,7,17,4,3,3,0,0,0,0,0,16,0,0,3,0,0,0,0,4,15,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,44,30,31,8,8,4,30,218
UCL521050,14,0,0,0,0,0,0,0,10,11,8,0,0,0,0,0,8,24,9,5,5,3,0,0,0,0,17,3,7,8,3,0,0,0,0,18,8,4,5,7,4,0,0,0,20,3,4,8,3,4,0,0,3,24,4,3,3,0,7,0,0,0,15,3,0,8,0,0,4,0,0,19,0,3,11,6,0,4,0,0,23,0,0,11,4,0,0,0,3,25,0,0,9,4,4,4,3,3,30,0,0,4,9,0,0,0,0,15,0,0,5,0,0,0,0,0,9,0,0,0,0,7,0,5,0,14,0,0,0,4,0,0,0,0,9,63,29,72,48,29,12,9,22,274
UCL521051,31,0,0,0,0,0,0,5,31,20,0,3,0,0,0,0,4,25,8,5,3,3,0,0,0,4,24,4,9,4,6,0,0,0,0,21,0,0,3,3,6,0,0,0,19,9,4,3,5,0,0,3,3,32,8,0,9,10,0,0,0,0,31,4,6,6,9,4,4,0,7,41,9,9,17,10,5,0,3,0,40,0,4,13,7,3,0,0,0,32,3,0,10,6,0,0,0,0,23,0,5,7,8,0,0,0,0,15,0,0,0,6,3,0,0,0,13,0,0,0,3,0,0,4,0,9,0,0,5,0,0,0,0,3,7,94,43,88,68,26,8,15,38,371
UCL521052,17,4,0,0,0,0,0,3,29,6,6,4,0,0,0,0,3,15,13,6,10,7,0,0,0,11,37,9,5,6,0,0,0,0,12,33,5,4,10,4,9,4,0,7,38,4,0,6,0,0,4,0,6,21,8,0,7,0,0,0,5,5,28,9,4,0,0,3,0,0,8,25,5,3,6,4,3,0,10,14,43,4,6,7,5,0,0,0,8,31,3,3,5,4,0,3,0,6,22,0,0,5,4,3,0,3,0,17,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,35,60,37,17,18,22,69,343
UCL522001,8,0,0,0,0,0,0,4,19,18,3,0,0,0,0,0,3,26,13,3,0,5,0,0,0,7,23,10,3,0,5,0,0,0,0,24,3,0,5,7,0,6,0,6,19,0,3,0,0,5,0,0,0,12,7,0,3,3,0,0,0,0,21,3,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,8,4,0,0,0,5,0,0,0,7,4,0,0,0,5,0,4,5,15,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,72,22,19,19,16,7,8,29,197
UCL522002,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,5,0,0,4,3,0,0,0,0,11,8,0,0,0,0,0,0,0,9,3,0,7,3,5,0,0,0,19,3,0,0,5,0,0,0,0,16,5,0,4,0,0,0,0,3,17,7,3,3,0,0,0,0,0,10,6,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,3,48,14,26,19,11,4,5,6,137
UCL522003,9,3,0,0,0,0,0,3,9,8,3,3,0,0,0,0,0,14,7,4,8,4,0,0,0,0,14,7,0,0,0,0,5,0,0,15,4,0,3,0,0,3,0,7,16,0,0,0,0,0,0,0,0,9,0,0,4,4,0,0,0,0,7,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,18,13,5,16,9,20,116
UCL522004,16,0,0,0,0,0,0,0,24,6,3,0,0,0,0,0,0,13,0,0,4,5,0,0,0,0,11,0,4,0,3,0,0,0,0,13,0,0,0,0,5,0,0,0,9,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11,14,25,17,6,9,8,123
UCL522005,13,0,0,0,0,0,0,0,15,5,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,0,3,3,0,0,0,0,4,14,0,0,0,4,0,4,0,3,17,0,4,0,4,0,0,0,8,15,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,11,14,15,14,4,26,127
UCL522006,7,0,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,4,8,0,0,0,0,8,0,3,10,4,0,0,0,0,16,0,0,7,0,0,0,0,0,17,0,0,6,8,0,0,0,0,14,4,0,12,9,0,0,0,0,23,0,3,9,0,0,0,0,0,13,0,0,0,3,0,0,0,0,7,0,0,4,4,3,0,0,0,11,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,3,46,16,47,39,18,6,0,7,177
UCL522007,4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,12,0,0,5,3,0,0,0,0,11,0,0,11,8,0,0,0,0,19,0,0,7,5,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,25,8,26,22,11,0,3,3,97
UCL522008,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,6,0,0,5,0,0,0,0,3,14,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,0,6,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,6,23,16,12,4,3,13,91
UCL522009,20,0,0,0,0,0,0,0,22,7,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,10,4,4,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,10,4,4,3,3,0,0,0,0,15,4,8,3,0,0,0,0,0,17,0,0,10,0,0,0,0,0,19,0,0,0,4,0,0,0,0,10,0,0,0,4,5,0,0,0,11,0,0,3,3,0,0,0,0,10,5,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,19,31,24,6,0,3,10,146
UCL522010,14,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,7,4,3,4,0,0,0,0,0,7,0,0,7,6,0,0,0,0,10,0,0,7,0,0,0,0,0,11,0,0,9,0,0,0,0,0,10,0,0,4,4,0,0,0,0,12,0,0,5,0,0,0,0,0,6,0,0,8,4,0,0,0,3,14,0,3,3,0,0,0,0,8,12,0,0,0,5,0,0,0,5,12,0,0,3,0,0,0,0,7,7,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,28,20,44,21,4,3,0,16,138
UCL522011,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,8,7,5,4,0,0,0,0,5,13,0,3,5,3,0,0,0,4,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,6,3,0,0,0,4,0,0,0,11,0,0,4,3,0,0,0,0,13,0,0,3,8,4,0,0,3,21,0,0,4,0,0,0,0,0,7,0,0,3,0,0,0,0,4,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,30,11,35,13,8,0,4,20,124
UCL522012,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,5,9,0,5,0,0,0,0,0,17,0,8,8,3,0,0,0,0,16,0,0,6,5,0,0,0,0,7,0,0,3,4,0,0,0,0,9,0,0,3,5,0,0,0,0,11,0,0,6,4,0,0,0,0,18,0,3,10,0,0,0,0,0,16,6,0,8,12,4,0,0,0,32,5,0,13,10,4,0,0,3,38,0,0,7,3,0,0,0,0,17,6,0,4,3,3,0,0,3,15,0,0,0,5,3,0,0,3,10,0,0,0,4,0,0,0,0,8,40,15,78,49,17,0,0,14,224
UCL522013,11,0,0,0,0,0,0,4,15,3,0,0,0,0,0,0,4,11,3,0,0,0,0,0,0,0,5,0,3,6,4,0,0,0,0,9,4,0,0,5,0,0,0,0,12,0,4,3,0,4,0,0,0,7,0,0,0,9,0,0,0,0,15,6,0,6,7,4,0,0,0,28,6,0,9,6,0,0,0,3,23,0,0,6,4,3,0,0,0,15,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,5,41,18,42,37,21,4,9,14,182
UCL522014,4,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,6,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,9,0,6,4,6,0,0,0,0,10,3,0,0,0,0,0,0,3,11,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,20,17,11,3,0,3,84
UCL522015,11,0,0,0,0,0,0,0,9,37,0,0,0,0,0,0,0,37,26,6,0,0,0,0,0,0,36,19,8,4,0,0,0,0,0,40,15,7,15,5,0,0,0,0,47,4,3,13,5,0,0,0,3,31,0,5,3,4,0,0,0,0,13,0,0,5,8,0,0,0,0,22,5,3,11,10,3,4,0,5,45,0,3,19,20,5,0,0,4,55,9,5,36,23,3,0,0,0,74,0,3,16,16,0,0,0,5,41,0,0,12,4,0,0,0,0,21,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,136,36,134,105,17,0,4,26,470
UCL522016,5,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,9,3,0,5,5,0,0,0,3,16,0,3,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,0,8,0,0,0,5,0,0,0,3,16,0,0,3,0,5,0,0,0,14,0,0,0,6,0,0,0,4,10,3,0,5,0,0,0,0,0,10,0,0,5,0,0,0,0,0,4,0,0,0,4,6,0,0,0,8,0,0,0,0,0,0,0,5,5,16,7,29,26,14,6,0,21,114
UCL522017,4,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,13,4,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,0,8,0,0,0,0,0,17,0,6,4,3,0,0,0,0,12,3,3,3,6,0,0,0,0,19,3,0,9,6,0,0,0,4,21,0,3,6,6,0,5,0,0,16,0,0,7,0,0,0,0,5,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,25,17,48,18,12,4,3,17,155
UCL522018,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,3,5,3,0,0,0,0,8,0,0,3,4,5,0,0,0,6,0,0,11,5,0,0,0,0,19,4,0,4,3,0,0,0,0,17,0,0,9,3,0,0,0,4,14,0,0,3,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,30,22,9,5,0,18,110
UCL522019,4,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,13,5,0,3,0,0,0,0,0,10,0,0,3,0,3,0,0,0,10,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,13,8,18,12,10,3,4,16,76
UCL522020,5,0,0,0,0,0,0,4,11,7,3,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,10,0,0,0,3,0,0,0,3,14,0,0,6,0,0,0,0,0,12,0,0,3,0,0,0,0,4,11,0,0,0,0,0,0,4,0,8,0,5,5,4,0,0,0,6,17,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,25,13,9,4,6,17,106
UCL522021,5,0,0,0,0,0,0,4,9,8,0,0,0,0,0,0,0,8,3,3,4,0,0,0,0,0,7,3,0,0,0,0,0,0,0,5,0,4,4,4,0,0,0,0,22,0,0,4,0,0,0,0,0,8,0,0,0,3,3,0,0,0,10,0,4,6,0,0,0,0,0,6,4,0,0,0,0,0,0,0,7,0,0,3,4,0,0,0,0,6,0,5,4,4,0,0,0,0,17,0,0,3,5,0,0,0,0,11,0,0,0,4,0,0,0,0,7,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,4,31,18,33,27,14,9,5,12,133
UCL522022,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,10,4,3,6,0,0,0,0,0,11,0,0,6,3,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,7,12,0,0,0,0,0,0,0,4,9,3,0,3,0,0,0,0,0,9,3,0,4,4,3,0,0,0,9,0,0,0,4,0,0,0,6,8,0,0,0,6,3,0,0,4,9,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,26,10,22,12,5,0,0,20,102
UCL522023,9,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,6,0,0,3,0,0,0,0,6,12,0,0,5,0,0,0,0,0,8,0,0,3,5,0,0,0,0,11,0,0,5,0,0,0,0,0,7,3,0,10,8,0,0,0,5,20,0,0,0,0,0,0,0,0,6,0,5,7,0,0,0,0,0,9,0,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,5,27,10,45,21,13,6,4,10,134
UCL522024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,3,13,0,3,0,0,0,0,0,12,3,0,7,4,0,0,0,0,18,7,0,3,0,0,0,0,0,9,0,0,12,4,5,0,0,0,19,0,0,4,0,0,0,0,0,11,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,4,4,27,11,40,15,13,3,0,3,110
UCL522025,7,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,9,3,3,5,0,0,0,0,0,10,0,0,5,0,4,0,0,0,6,3,0,9,3,0,0,0,0,14,6,5,0,0,0,0,0,0,16,0,0,3,0,0,0,0,3,11,0,0,0,4,0,0,0,0,11,5,0,6,3,0,0,0,4,16,3,3,5,6,0,0,0,3,24,0,0,3,5,0,0,0,6,13,0,0,5,4,9,0,0,8,28,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,10,0,0,0,0,3,0,0,0,13,30,10,42,37,30,8,6,34,190
UCL522026,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,3,3,0,4,4,0,0,0,0,4,0,3,7,0,0,0,0,0,12,0,0,5,7,0,0,0,0,19,0,3,9,6,0,0,0,0,28,0,0,13,7,0,0,0,0,16,0,0,11,12,0,0,0,0,24,0,0,3,0,0,0,0,0,5,0,0,4,0,0,4,0,0,7,12,18,57,34,6,0,0,4,140
UCL522027,10,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,13,6,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,3,12,4,0,3,3,0,0,0,0,7,3,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,5,4,3,0,0,0,19,0,0,4,3,0,0,0,0,15,0,0,0,5,0,0,0,4,10,0,0,10,5,0,0,0,0,16,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,29,13,48,30,9,0,0,11,142
UCL522028,4,0,0,0,0,0,0,0,4,5,7,0,0,0,0,0,0,9,3,4,0,6,0,0,0,0,7,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,7,0,0,3,6,0,0,0,4,11,0,0,0,0,6,0,0,0,8,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,18,10,11,22,12,7,0,4,89
