UCL_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL521017,0,0,7,7,0,5,0,0,0,22,6,4,6,3,0,4,4,0,0,19,10,34,82,79,51,57,26,9,0,347
UCL521018,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,17,27,54,48,58,28,12,4,0,247
UCL521019,0,0,8,4,6,9,0,0,0,21,0,0,10,4,3,3,0,0,0,19,13,28,105,107,116,185,47,13,0,616
UCL521020,0,0,6,0,4,0,0,0,0,13,0,0,6,8,8,0,0,0,0,22,15,18,35,46,75,63,8,3,0,272
UCL521021,0,0,0,0,0,0,0,0,0,3,3,3,0,3,4,8,0,0,0,15,19,27,65,93,78,70,23,9,0,379
UCL521022,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,14,30,13,64,75,106,85,27,0,0,396
UCL521023,0,0,0,0,0,0,0,0,0,8,0,5,8,3,0,0,0,0,0,14,3,20,53,51,35,41,30,3,0,242
UCL521024,0,0,8,5,0,4,0,0,0,9,0,0,4,8,6,4,3,0,0,28,5,41,119,104,94,95,27,4,0,489
UCL521025,0,5,0,0,0,6,0,0,0,10,0,0,6,5,0,3,0,0,0,15,6,18,87,71,75,82,14,0,0,364
UCL521026,6,0,0,0,3,5,0,0,0,17,0,5,0,0,3,4,0,0,0,22,24,27,45,62,111,70,17,4,0,367
UCL521027,0,0,6,0,0,0,0,0,0,11,3,0,0,0,0,7,0,0,0,14,24,29,98,77,81,56,10,3,0,380
UCL521028,0,0,0,0,0,5,0,0,0,6,5,0,0,0,0,4,4,3,0,19,22,15,56,47,59,82,13,4,0,302
UCL521029,0,0,8,4,0,4,0,0,0,20,3,0,3,4,4,5,3,0,0,29,13,32,75,71,64,103,34,0,0,392
UCL521030,0,0,0,0,3,0,0,0,0,8,0,3,5,3,0,0,0,0,0,14,12,32,99,46,55,66,24,10,0,340
UCL521031,0,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,7,22,132,80,81,86,23,5,0,428
UCL521032,0,0,0,0,0,0,3,0,0,4,4,4,0,0,0,0,0,0,0,13,3,17,60,24,40,68,20,0,0,234
UCL521033,0,0,0,0,0,0,0,0,0,4,0,4,3,4,0,0,0,0,0,11,3,11,41,44,63,59,16,0,0,244
UCL521034,6,0,3,5,0,4,0,0,0,11,5,0,3,3,10,5,4,0,0,32,27,30,45,64,98,90,17,3,0,368
UCL521035,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,9,9,25,44,51,62,14,4,0,214
UCL521036,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,15,10,15,41,23,36,54,20,7,0,209
UCL521037,0,0,4,4,6,3,0,0,0,13,0,0,4,3,8,3,0,0,0,17,25,16,52,90,74,62,6,5,0,329
UCL521038,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,12,3,25,41,52,67,25,0,0,237
UCL521039,0,0,3,0,5,7,0,0,0,11,0,0,3,4,0,5,0,0,0,23,31,13,38,86,82,98,21,5,0,373
UCL521040,0,0,3,0,3,0,4,0,0,13,0,3,0,7,10,8,3,3,0,31,3,24,117,120,108,114,38,0,0,527
UCL521041,0,0,5,0,0,0,0,0,0,10,0,0,3,4,0,4,0,0,0,15,0,31,134,138,68,67,13,0,0,452
UCL521042,0,0,0,4,0,0,0,0,0,7,3,0,0,0,4,0,0,0,0,13,20,21,45,60,81,69,25,0,0,324
UCL521043,0,0,3,0,5,3,0,0,0,11,0,0,0,5,0,4,0,0,0,8,15,11,30,41,65,73,16,0,0,248
UCL521044,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,10,14,22,30,33,36,59,16,3,0,204
UCL521045,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,5,6,3,27,18,22,37,24,6,0,147
UCL521046,0,0,0,0,4,3,0,0,0,17,0,0,0,4,0,4,0,0,0,13,12,17,49,50,38,30,11,6,0,211
UCL521047,0,0,0,0,0,0,0,0,0,12,0,0,4,0,6,0,3,0,0,16,6,14,51,53,74,71,26,4,0,307
UCL521048,0,0,3,3,3,0,0,0,0,13,0,0,6,0,0,10,0,0,0,22,13,19,45,59,55,84,27,0,0,307
UCL521049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,24,21,11,8,0,0,98
UCL521050,3,0,0,3,3,0,0,0,0,15,3,5,6,0,3,7,0,0,0,24,22,31,61,68,55,63,28,4,0,341
UCL521051,0,5,0,0,3,0,0,0,0,10,0,0,0,0,5,7,0,0,0,22,24,40,52,53,77,91,13,0,0,350
UCL521052,0,0,4,0,0,0,0,0,0,6,0,0,3,0,7,0,0,0,0,13,10,13,59,61,73,55,17,4,0,292
UCL522001,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,3,10,30,12,22,9,7,0,0,97
UCL522002,0,0,0,0,3,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,12,22,17,22,18,10,0,0,114
UCL522003,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,27,18,20,8,0,0,0,76
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,3,4,0,0,0,33
UCL522005,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,9,4,0,19,28,12,8,5,0,0,78
UCL522006,0,0,0,5,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,5,17,25,26,41,56,41,15,0,0,221
UCL522007,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,12,20,14,13,24,18,0,0,105
UCL522008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,11,13,18,8,3,0,74
UCL522009,0,0,0,0,3,0,0,0,0,13,0,4,0,0,3,0,0,0,0,10,15,17,23,37,57,34,7,0,0,191
UCL522010,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,11,16,23,34,36,31,14,0,0,167
UCL522011,0,6,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,13,23,31,15,36,14,3,0,142
UCL522012,0,0,0,0,0,6,0,0,0,7,0,3,0,4,3,5,3,0,0,12,3,11,45,33,35,65,20,7,0,220
UCL522013,0,0,0,0,0,5,0,0,0,5,0,3,0,3,0,5,0,0,0,8,16,17,21,34,51,42,4,0,0,185
UCL522014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,18,20,18,15,0,0,0,88
UCL522015,0,3,4,5,7,0,0,0,0,20,0,0,6,0,0,3,0,0,0,14,14,49,125,121,72,104,30,4,0,523
UCL522016,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,4,14,16,19,25,9,0,0,91
UCL522017,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,3,0,3,5,9,24,20,37,41,12,3,0,142
UCL522018,0,0,0,0,0,6,4,0,0,9,0,0,0,0,0,0,0,4,0,9,6,7,15,12,19,22,9,4,0,88
UCL522019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,11,25,8,0,0,62
UCL522020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,18,9,29,8,0,0,83
UCL522021,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,15,16,40,35,23,21,0,0,152
UCL522022,0,5,0,0,6,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,7,21,12,23,27,4,3,0,97
UCL522023,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,11,5,28,25,29,34,12,0,0,136
UCL522024,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,9,8,3,11,12,15,33,15,5,0,93
UCL522025,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,6,6,14,22,33,24,47,20,8,0,175
UCL522026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,19,37,14,5,0,91
UCL522027,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,9,5,13,22,31,32,39,4,0,0,144
UCL522028,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,7,29,19,5,10,3,0,0,85
UCL522029,0,0,0,6,0,0,0,0,0,10,0,0,0,4,4,0,0,0,0,11,13,6,30,44,29,26,4,0,0,161
UCL522030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,24,30,23,32,13,0,0,132
UCL522031,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,23,8,8,6,0,0,0,54
UCL522032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,9,5,17,13,3,0,0,60
UCL522033,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,11,9,6,21,10,35,27,11,3,0,116
UCL522034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,8,5,0,0,0,38
UCL522035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,9,25,33,13,0,0,106
UCL522036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,21,13,24,16,20,0,0,104
UCL522037,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,0,0,6,3,4,20,26,28,21,6,5,0,121
UCL522038,0,3,6,0,3,0,0,0,0,12,0,4,0,0,3,4,3,0,0,17,11,23,59,53,49,47,19,5,0,279
UCL522039,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,9,3,13,44,39,29,57,13,0,0,200
UCL522040,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,7,8,7,3,23,27,9,0,0,80
UCL522041,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,4,0,0,0,11,0,9,17,16,32,26,13,0,0,108
UCL522042,0,3,3,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,6,7,23,92,85,67,43,6,0,0,326
UCL522043,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,23,10,9,5,0,0,0,47
UCL522044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,10,20,7,21,36,11,3,0,111
UCL522045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,10,8,0,0,0,32
UCL522046,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,6,15,23,25,34,8,0,0,119
UCL522047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,24,29,21,43,6,0,0,140
UCL522048,0,0,3,0,0,0,6,3,0,14,0,0,0,0,0,0,0,0,0,3,5,4,19,24,21,24,11,3,0,121
UCL522049,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,18,23,28,7,0,0,94
UCL522050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,29,27,39,41,12,3,0,167
UCL522051,0,0,4,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,10,12,8,16,16,33,17,3,0,0,101
UCL522052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,12,14,12,3,0,0,64
UCL522053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,10,8,0,0,0,31
UCL522054,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,14,10,12,27,15,4,0,0,82
UCL522055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,33,31,58,43,16,0,0,197
UCL522056,0,0,0,0,0,0,0,0,0,10,0,0,4,0,4,0,0,0,0,8,8,15,53,47,52,49,19,0,0,243
UCL522057,0,0,0,0,0,5,0,0,0,6,0,0,3,0,0,3,0,0,0,12,11,30,62,30,33,55,14,5,0,249
UCL522058,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,0,4,7,8,10,26,4,0,0,71
UCL522059,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,4,6,19,37,25,28,12,0,0,132
UCL522060,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,18
UCL522061,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,6,23,18,32,45,10,0,0,136
UCL522062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,13,12,3,0,0,3,0,37
UCL522063,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,7,10,16,3,3,0,47
UCL522064,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,11,0,13,32,25,30,12,8,0,0,121
UCL522065,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,16,14,8,35,9,3,0,96
UCL522066,0,0,4,0,0,5,0,0,0,7,0,0,0,0,0,4,0,0,0,8,3,12,42,46,35,30,8,3,0,178
UCL522067,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,18,70,67,74,45,7,0,0,292
UCL522068,0,0,0,4,0,0,0,0,0,4,0,6,0,3,0,3,0,0,0,14,13,13,26,32,43,38,12,3,0,182
UCL522069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,8,21,15,17,25,18,0,0,99
UCL522070,0,0,0,0,0,0,0,0,0,6,0,0,4,0,4,0,0,0,0,10,9,13,25,21,26,25,4,0,0,126
UCL522071,0,0,0,0,0,0,0,0,0,4,0,4,5,5,0,0,0,0,0,20,5,9,23,17,14,9,0,0,0,74
UCL531001,224,264,507,592,630,568,175,12,0,2977,233,264,489,599,798,747,333,122,16,3611,4258,6316,16051,19113,22971,21014,7188,1373,147,98440
UCL579997,0,0,5,0,5,0,0,0,0,11,0,9,44,78,68,33,0,0,0,242,10,71,297,516,486,267,40,8,0,1697
