UCL_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL514002,0,4,5,0,4,3,15,19,12,62,0,0,0,0,0,0,0,0,0,5,15,12,60,62,37,46,33,41,4,310,136,160,689,1068,927,744,845,423,97,5086
UCL514003,4,9,27,10,12,8,14,14,10,115,0,0,0,0,3,0,0,0,0,9,28,29,84,72,90,72,52,26,41,500,157,258,972,1232,1059,797,629,246,120,5470
UCL514004,3,0,8,9,14,28,66,66,40,240,0,3,0,5,5,3,9,5,4,27,40,45,83,79,100,83,74,82,54,640,215,342,718,712,797,903,794,434,188,5096
UCL515001,0,0,0,0,0,3,10,8,17,38,0,0,0,0,0,0,0,0,0,6,0,6,8,6,11,5,22,14,11,83,12,25,74,92,128,198,299,166,98,1084
UCL515002,0,0,0,4,0,3,3,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,15,7,4,0,5,4,40,22,49,126,164,167,192,164,49,10,938
UCL515003,0,0,0,0,0,11,17,9,10,49,0,0,0,0,0,0,0,0,0,0,7,10,16,11,27,25,29,27,9,159,54,71,177,196,280,360,410,191,71,1819
UCL515004,0,0,0,4,5,4,12,14,4,40,0,0,0,0,4,3,6,0,0,8,8,14,19,11,17,16,10,3,6,94,76,174,394,248,243,159,149,66,19,1519
UCL515005,0,0,0,0,3,9,16,14,9,52,0,0,0,0,0,0,0,0,0,7,12,0,4,7,17,19,18,9,7,103,62,102,214,287,330,271,265,127,36,1688
UCL515006,6,0,8,7,11,20,58,67,18,203,0,0,0,4,10,0,5,0,4,27,45,84,151,119,121,109,93,56,14,791,133,267,590,544,658,805,917,437,88,4439
UCL515007,0,0,0,0,0,0,0,4,7,8,0,0,0,0,0,0,0,0,0,0,3,3,14,40,25,8,6,4,0,117,33,41,174,420,299,198,118,46,20,1340
UCL515008,0,0,0,0,0,4,5,0,0,8,0,0,0,0,0,0,0,0,0,0,12,0,17,23,25,20,13,9,0,120,22,44,148,241,226,174,78,30,0,956
UCL515009,0,0,4,0,4,3,13,21,6,51,0,0,0,0,0,0,0,0,0,3,22,14,30,41,61,42,38,28,11,275,68,60,213,334,379,405,448,281,108,2295
UCL515010,9,4,4,4,11,18,22,25,4,99,0,0,0,0,4,0,3,8,6,20,49,66,163,113,119,115,81,27,4,729,108,216,549,413,458,564,478,127,26,2939
UCL515011,3,0,0,5,6,4,17,40,21,102,0,0,4,0,0,6,0,0,4,14,12,0,17,11,8,17,25,31,10,136,85,106,256,315,303,350,349,238,88,2089
UCL515012,5,0,0,0,0,5,6,5,4,21,0,0,0,0,0,0,0,0,0,3,9,0,16,9,8,9,9,3,0,62,69,85,346,272,289,178,143,46,15,1445
UCL515013,0,0,0,5,0,8,19,39,0,76,0,3,7,0,0,0,3,0,0,16,18,12,54,42,27,47,66,23,7,292,95,226,754,627,549,718,878,341,41,4231
UCL515014,3,5,6,10,7,12,15,5,0,60,0,0,0,0,0,3,7,0,3,16,10,34,49,27,42,41,38,9,0,241,35,106,236,184,199,216,154,35,3,1164
UCL515015,0,0,0,8,12,14,29,70,37,160,0,0,9,4,0,0,3,7,4,18,9,7,25,17,33,31,29,37,29,220,62,121,386,304,342,317,313,259,129,2225
UCL515016,0,0,0,0,0,6,14,14,9,38,0,0,0,0,0,0,0,0,0,3,0,3,12,14,21,21,29,17,6,132,18,40,172,172,181,265,323,127,37,1341
UCL515017,0,0,0,0,4,4,23,23,3,61,0,0,0,0,0,0,0,3,0,7,9,16,20,31,37,75,75,28,7,302,33,64,148,196,232,436,518,202,38,1875
UCL515018,0,0,3,6,3,10,12,0,0,40,0,0,0,0,0,0,0,0,0,9,19,22,39,46,40,24,15,8,6,226,56,103,219,233,243,225,113,34,11,1236
UCL515019,0,3,19,24,20,23,31,46,28,203,0,4,7,11,23,18,30,8,5,115,30,26,65,73,51,51,58,37,24,400,130,229,494,428,426,460,379,208,89,2830
UCL515020,15,4,15,13,16,31,29,20,3,145,0,0,0,0,0,8,10,4,0,29,51,68,176,114,132,96,64,27,16,751,162,305,989,701,715,784,651,126,22,4465
UCL515021,0,0,0,0,0,8,12,17,10,37,0,0,0,0,0,0,0,0,0,3,0,4,3,7,8,8,8,11,0,50,48,57,118,167,214,249,227,121,30,1229
UCL515022,0,0,6,7,7,10,31,65,31,158,0,0,8,10,7,3,4,3,5,44,23,9,14,24,41,24,30,28,20,204,115,221,476,443,482,534,445,290,114,3125
UCL515023,3,0,0,3,12,14,19,14,10,82,0,0,0,0,0,0,0,0,0,4,22,27,46,43,38,44,29,16,5,267,64,157,330,283,316,330,275,117,57,1926
UCL515024,0,0,5,0,4,6,14,18,3,48,0,0,0,0,0,0,0,0,0,0,9,18,32,23,28,38,40,16,13,213,38,98,191,162,181,236,199,100,43,1249
UCL515025,0,0,4,3,0,5,17,20,13,67,0,0,11,7,15,4,0,0,0,44,16,10,16,25,29,38,29,32,32,220,64,72,179,181,224,267,225,126,83,1419
UCL515026,0,0,4,3,6,3,5,13,13,45,0,0,6,0,0,0,3,0,0,0,3,3,21,8,11,12,13,6,3,82,70,153,398,251,261,236,150,52,23,1589
UCL515027,5,0,3,3,6,9,23,49,34,132,0,4,0,3,0,3,4,7,4,21,21,38,64,56,53,47,54,31,26,392,114,231,463,411,462,479,421,241,144,2968
UCL515028,0,0,0,3,16,4,5,4,0,32,0,0,0,0,3,6,0,0,0,12,28,28,140,111,107,62,24,7,0,502,104,262,977,860,747,488,150,23,0,3615
UCL515029,0,0,0,0,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,11,25,87,122,106,69,11,9,4,443,31,91,293,360,307,216,40,15,3,1354
UCL515030,5,0,5,5,5,11,21,44,27,122,0,0,0,0,0,0,0,0,0,6,27,11,20,37,30,27,46,64,51,302,143,157,330,420,434,458,487,315,133,2870
UCL515031,0,0,3,0,5,13,26,36,18,104,0,0,0,0,0,0,0,3,0,5,13,10,43,42,42,67,75,58,14,354,65,91,238,305,347,509,604,331,72,2562
UCL515032,0,0,0,0,0,3,6,7,4,15,0,0,0,0,0,0,0,0,0,5,6,7,6,14,13,16,10,0,0,70,47,77,153,171,234,192,113,36,16,1046
UCL515033,0,0,0,4,10,10,3,0,0,30,0,0,0,5,5,3,0,0,0,4,27,11,77,102,80,65,25,13,0,399,67,117,507,637,441,305,105,32,0,2208
UCL515034,0,3,0,4,11,6,12,13,0,49,0,0,0,0,3,0,0,0,0,3,12,15,6,34,19,21,22,14,4,141,72,117,316,319,365,336,289,152,32,1996
UCL515035,0,0,3,0,3,7,8,19,12,47,0,0,0,0,0,4,0,0,0,8,12,6,17,13,12,15,18,14,0,116,31,47,130,125,125,209,196,126,41,1028
UCL515036,0,0,0,3,3,13,23,49,23,116,0,0,0,0,0,0,0,4,4,12,8,5,18,11,26,15,24,38,31,177,61,95,218,233,281,325,306,186,85,1780
UCL515037,0,0,0,0,5,3,3,0,0,9,0,0,5,0,0,0,0,0,0,7,18,28,129,113,77,86,19,5,0,468,53,129,484,509,331,253,65,14,0,1833
UCL515038,0,0,0,3,0,8,16,40,17,89,0,0,0,0,0,0,0,0,0,0,12,5,16,16,34,35,33,42,21,214,55,59,182,219,267,390,474,287,93,2019
UCL521001,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,27,25,31,65,87,90,53,19,3,389
UCL521002,0,0,0,0,0,5,4,3,3,18,0,0,0,0,0,0,0,0,0,0,7,0,3,18,5,8,18,0,0,59,22,25,58,90,113,97,148,47,8,604
UCL521003,0,0,0,0,0,3,12,21,3,46,0,0,0,0,0,0,0,0,0,0,3,0,3,5,14,3,16,21,4,76,20,21,52,82,84,131,188,117,40,724
UCL521004,4,0,0,0,0,0,3,0,0,11,0,0,0,3,0,0,3,0,0,7,0,0,4,0,0,0,0,0,0,5,32,59,114,73,73,51,21,8,0,418
UCL521005,0,0,0,0,0,5,7,5,3,17,0,0,0,4,0,0,0,0,0,4,7,0,19,11,12,21,12,13,3,109,22,39,136,143,125,165,127,52,10,816
UCL521006,0,0,0,0,0,0,7,7,4,17,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,6,9,12,0,45,15,29,71,105,102,148,110,66,5,650
UCL521007,0,0,0,0,0,7,3,7,6,20,0,0,0,0,0,0,0,5,0,4,0,0,11,4,10,11,10,10,0,58,5,25,44,52,56,86,74,62,22,439
UCL521008,0,7,0,0,4,3,8,9,8,40,0,0,0,0,0,0,0,0,0,4,3,4,6,12,9,15,6,5,0,56,10,28,49,55,67,72,66,65,39,445
UCL521009,0,0,0,0,4,0,7,6,3,22,0,0,0,0,0,0,0,0,0,0,5,3,11,7,14,16,15,17,9,96,15,22,65,62,62,73,98,58,22,475
UCL521010,0,0,4,0,0,0,8,5,5,26,0,0,0,0,0,0,0,0,0,0,9,0,8,6,9,7,11,5,0,57,42,51,95,76,113,96,93,52,12,616
UCL521011,0,0,0,0,0,7,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,30,65,102,79,61,33,14,0,400
UCL521012,0,0,0,0,0,4,6,6,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,12,4,5,26,11,15,56,49,71,104,106,23,9,443
UCL521013,0,0,0,0,0,0,5,0,0,14,0,0,3,0,6,6,0,0,0,6,0,0,6,4,3,13,7,4,0,40,27,36,105,91,134,131,90,24,10,654
UCL521014,0,0,0,0,3,3,15,4,3,40,0,0,0,0,0,0,0,3,0,3,8,10,41,51,38,31,24,3,0,204,23,37,126,133,151,168,130,28,4,811
UCL521015,0,0,0,0,0,0,4,9,12,23,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,7,8,4,8,38,20,25,72,55,68,81,106,58,37,512
UCL521016,0,0,5,0,0,0,8,7,5,24,0,0,0,0,0,0,0,0,0,0,3,0,7,11,5,5,5,6,0,36,16,37,96,69,80,74,70,34,16,494
UCL521017,0,0,0,0,0,8,5,6,3,22,0,0,0,0,0,0,0,0,0,0,0,6,16,18,11,14,9,8,5,91,7,43,108,109,75,91,58,43,21,563
UCL521018,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,14,12,29,64,59,72,57,54,33,10,394
UCL521019,0,0,0,0,0,6,22,23,0,55,0,0,0,0,0,0,0,0,0,3,6,17,38,47,42,98,105,48,6,398,17,60,158,173,191,397,487,181,17,1678
UCL521020,0,0,5,0,0,4,12,9,0,32,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,4,3,3,0,20,20,32,52,60,102,110,141,49,4,563
UCL521021,0,0,0,0,0,0,3,7,7,20,0,0,0,0,0,0,0,0,0,0,0,0,10,10,6,3,11,11,0,50,13,30,79,114,89,104,103,63,12,613
UCL521022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,5,19,15,9,0,0,72,15,24,73,87,133,120,76,9,4,545
UCL521023,0,0,3,0,0,6,9,4,0,18,0,0,0,0,0,0,0,0,0,3,0,3,3,11,7,8,10,0,3,44,14,24,76,84,57,79,70,18,12,432
UCL521024,10,8,10,11,15,20,23,9,0,107,0,0,0,3,6,0,0,6,0,29,11,14,50,55,58,40,43,18,9,294,86,116,297,272,235,214,183,61,10,1468
UCL521025,0,0,0,0,0,0,3,9,5,21,0,0,0,0,0,0,0,0,0,0,0,3,11,0,5,14,8,9,0,50,3,26,122,89,100,113,82,56,15,612
UCL521026,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,3,8,9,0,4,0,33,22,38,63,97,147,109,54,36,3,570
UCL521027,0,0,0,0,0,3,6,3,0,11,0,0,0,0,0,0,0,0,0,0,20,35,121,106,111,65,26,8,0,492,45,72,243,199,215,144,66,17,4,1008
UCL521028,0,0,4,0,0,9,13,15,11,49,0,0,0,0,0,0,0,0,0,3,3,4,10,6,19,14,10,27,14,101,22,22,75,76,101,134,106,81,37,668
UCL521029,0,3,0,0,3,8,3,5,6,31,0,0,0,0,0,0,0,0,0,0,3,0,13,10,9,10,4,26,13,86,20,33,99,101,92,148,100,78,39,711
UCL521030,0,0,5,0,3,3,6,11,5,33,0,0,8,0,0,0,0,0,0,7,0,3,9,4,11,14,12,12,0,75,9,36,121,60,81,123,128,74,18,651
UCL521031,0,0,0,0,8,0,7,4,0,28,0,0,0,0,0,0,0,0,0,3,10,35,88,83,55,59,24,7,0,366,23,63,232,177,157,171,103,25,5,959
UCL521032,4,0,7,5,0,3,11,7,0,40,0,0,0,0,0,0,0,0,0,3,16,12,31,17,36,33,18,8,0,166,35,58,133,79,95,129,83,27,0,637
UCL521033,0,6,0,0,0,3,10,4,0,19,0,0,0,0,3,0,0,0,0,6,20,18,99,98,99,83,35,7,0,467,26,35,154,150,174,175,116,24,3,854
UCL521034,0,0,0,0,0,4,3,9,0,18,0,0,0,0,0,0,0,0,0,0,0,4,12,6,7,16,0,6,3,58,22,42,71,82,123,132,83,38,11,603
UCL521035,0,0,0,0,0,0,4,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,6,4,12,3,45,12,13,38,59,66,95,87,65,19,447
UCL521036,0,0,0,0,0,15,4,9,0,29,0,0,0,0,0,0,0,0,0,0,5,3,15,3,25,17,9,5,0,88,17,32,74,38,92,116,94,42,10,508
UCL521037,0,0,0,0,0,8,10,13,5,34,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,6,5,6,0,44,36,36,91,146,125,122,105,66,11,738
UCL521038,0,0,0,0,4,4,23,20,6,57,0,0,0,0,0,0,0,3,0,10,4,9,7,10,11,16,20,11,3,97,19,20,43,62,89,137,161,89,45,671
UCL521039,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,5,0,0,3,9,3,8,7,0,42,20,10,53,101,97,145,103,62,16,611
UCL521040,0,0,0,0,3,0,12,13,0,31,0,0,0,0,0,0,7,4,0,4,3,19,62,49,56,70,64,11,0,330,8,49,205,189,194,249,264,76,11,1241
UCL521041,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,14,4,38,171,151,76,74,18,0,0,535
UCL521042,0,0,0,0,7,0,0,6,12,22,0,0,0,0,0,0,0,0,0,0,0,5,7,7,6,6,3,5,8,49,11,31,66,76,101,95,79,45,28,537
UCL521043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,8,0,0,0,0,26,12,11,39,49,87,93,62,25,6,366
UCL521044,0,0,3,3,0,3,14,13,3,40,0,0,0,0,0,0,0,0,0,0,0,3,4,7,14,13,11,18,6,74,12,34,58,63,69,128,115,78,26,581
UCL521045,0,0,0,0,0,0,7,12,7,28,0,0,0,0,0,0,0,0,0,0,5,7,17,7,14,23,33,13,11,129,12,13,53,40,52,88,124,63,32,481
UCL521046,7,3,0,0,8,5,12,11,0,58,0,0,0,0,0,0,0,3,0,4,6,3,8,10,3,12,13,7,0,50,43,59,105,93,102,87,54,25,3,576
UCL521047,0,0,0,3,0,0,6,13,5,29,0,0,0,0,0,0,0,0,0,0,0,3,12,10,11,9,3,0,0,53,9,27,76,69,97,103,80,31,12,511
UCL521048,0,0,0,0,0,3,8,14,8,38,0,0,0,0,0,0,0,0,0,0,4,4,14,9,8,19,13,15,8,92,14,36,84,86,85,147,178,88,33,761
UCL521049,4,6,15,14,3,3,0,4,0,51,0,0,0,0,0,0,0,0,0,12,0,4,7,4,3,3,0,0,0,32,30,58,91,80,68,48,17,3,0,397
UCL521050,0,0,0,0,0,0,3,10,4,18,0,0,0,0,0,0,0,0,0,0,3,5,5,5,0,5,10,3,0,47,27,45,90,92,78,100,98,41,19,579
UCL521051,0,0,4,0,0,10,9,7,4,28,0,0,0,0,0,0,0,0,0,0,3,9,3,14,13,4,4,13,3,61,19,64,77,90,126,147,77,47,14,655
UCL521052,0,0,0,4,4,8,7,8,0,36,0,0,0,0,0,0,0,0,0,0,4,6,29,39,40,48,17,4,0,187,32,34,120,135,141,152,95,31,0,755
UCL522001,5,3,9,4,10,6,8,0,0,38,0,0,0,0,0,0,0,4,0,10,0,8,0,3,3,4,5,0,0,23,34,55,88,71,66,35,27,7,3,380
UCL522002,0,4,4,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,18,3,15,27,22,31,39,58,29,9,244
UCL522003,0,0,0,0,3,0,0,4,3,14,0,0,0,0,0,0,0,0,0,0,0,5,4,11,3,0,0,0,0,23,15,34,55,38,40,16,11,6,4,221
UCL522004,3,0,0,7,9,6,0,0,0,22,0,0,0,0,0,4,5,3,0,16,0,0,0,4,0,0,0,0,0,4,44,35,46,38,28,21,8,3,0,227
UCL522005,0,4,3,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,23,13,55,64,26,28,11,8,0,225
UCL522006,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,8,38,30,46,64,64,48,21,11,336
UCL522007,0,0,0,0,0,0,4,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,5,12,21,14,15,42,56,17,9,186
UCL522008,0,0,3,0,0,4,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,5,0,24,4,5,22,21,21,44,34,14,0,165
UCL522009,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,3,0,0,0,17,17,23,34,47,72,48,25,10,0,275
UCL522010,0,0,0,0,0,4,12,7,0,24,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,13,19,31,42,45,53,54,26,10,285
UCL522011,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,5,17,4,0,10,4,5,52,11,20,36,53,27,44,56,30,9,275
UCL522012,0,0,0,0,0,0,0,12,5,16,0,0,0,0,0,0,0,5,0,3,0,3,4,3,9,4,14,5,0,36,8,11,58,42,53,102,118,46,17,454
UCL522013,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,5,3,0,20,19,17,33,51,74,81,46,19,8,338
UCL522014,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,10,0,13,25,25,26,29,18,9,0,150
UCL522015,0,0,4,0,0,0,7,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,6,16,9,0,48,9,55,156,145,77,184,229,71,5,931
UCL522016,0,0,0,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,14,3,5,5,42,6,8,25,37,32,51,36,30,5,222
UCL522017,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,28,4,16,36,27,46,77,65,27,5,301
UCL522018,0,0,0,0,0,0,7,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,9,17,0,0,41,7,14,24,13,36,64,77,26,0,256
UCL522019,0,0,0,0,0,0,0,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,5,13,4,10,0,0,3,33,5,5,10,25,19,36,21,9,8,147
UCL522020,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,10,0,5,0,0,0,11,18,18,36,34,23,46,23,6,0,209
UCL522021,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,4,0,13,3,17,18,52,42,35,65,26,4,278
UCL522022,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,5,11,8,8,5,0,39,4,10,27,24,43,42,34,26,0,204
UCL522023,0,0,0,0,0,6,3,9,9,21,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,11,0,0,0,27,5,9,33,36,46,60,47,18,9,265
UCL522024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,8,3,10,12,23,55,64,39,10,210
UCL522025,0,0,0,0,0,0,10,3,3,26,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9,12,15,8,3,66,8,25,30,47,42,81,95,44,16,390
UCL522026,0,0,0,0,0,0,0,8,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,3,0,14,12,20,62,88,58,11,273
UCL522027,0,0,0,0,0,0,3,6,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,9,6,5,7,0,3,31,8,19,30,48,36,66,50,32,9,298
UCL522028,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,14,0,13,33,19,11,29,38,22,6,160
UCL522029,0,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,13,12,5,49,54,44,39,40,25,3,275
UCL522030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,6,6,5,4,4,0,0,36,7,17,42,37,37,44,22,12,0,213
UCL522031,0,0,0,0,0,3,0,0,0,11,0,0,0,0,4,3,0,0,0,10,0,0,6,0,0,4,0,0,0,8,24,15,49,43,30,25,6,0,0,188
UCL522032,4,0,0,0,4,11,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,0,0,24,37,42,43,52,50,47,18,5,0,294
UCL522033,0,0,0,0,4,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,6,7,0,34,14,10,30,24,55,68,95,51,4,349
UCL522034,4,0,7,5,3,3,5,0,0,35,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,6,16,12,40,33,19,22,10,6,0,155
UCL522035,0,0,0,0,0,0,5,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,5,3,21,8,3,22,18,41,43,33,10,10,189
UCL522036,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,0,14,6,5,21,17,38,28,50,14,3,183
UCL522037,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,3,0,0,4,5,5,8,3,0,0,36,9,4,28,37,35,35,32,21,9,215
UCL522038,0,0,0,0,0,0,4,4,3,4,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,8,0,0,0,26,14,34,70,69,46,62,44,28,9,376
UCL522039,0,0,0,0,0,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,14,4,5,17,9,0,0,58,8,29,68,55,56,98,46,13,5,388
UCL522040,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,14,4,3,10,3,39,50,53,22,3,190
