UCL_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
UCL513005,2695,1100,1340,1435,1298,1027,809,455,135,10294,7,0,4,5,0,0,5,0,7,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,36,39,27,18,16,12,5,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,42,28,22,15,16,4,0,209,47,35,44,34,22,15,19,4,3,231,0,3,22,6,0,4,0,0,0,39,2745,1139,1401,1480,1327,1044,827,464,146,10565
UCL514001,1241,687,733,750,818,905,892,463,156,6641,7,6,4,0,0,0,11,0,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,30,44,52,54,38,53,23,13,3,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,47,52,56,46,62,23,13,3,327,40,53,56,52,44,61,31,13,3,364,0,0,0,0,0,0,0,0,0,3,1283,736,788,801,860,966,926,480,163,7000
UCL514002,1492,482,620,1013,873,661,708,387,91,6325,3,0,0,9,0,4,9,4,3,42,0,4,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,50,23,61,53,41,69,123,32,4,461,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,56,35,62,56,45,76,125,30,4,489,62,35,66,60,47,80,138,41,7,532,0,0,5,0,0,5,0,6,0,12,1550,517,693,1068,925,745,851,429,97,6874
UCL514003,1569,619,864,1167,985,646,544,223,109,6717,4,4,3,7,4,3,0,0,0,20,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,7,4,3,12,10,0,0,33,0,0,0,4,7,0,0,0,0,11,38,44,91,58,59,133,66,28,9,519,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,40,42,103,61,71,149,84,29,9,594,48,46,104,68,73,152,86,29,9,611,0,8,26,20,0,0,0,0,0,54,1614,669,995,1256,1061,796,629,246,120,7388
UCL514004,1256,738,681,677,746,851,752,409,174,6281,0,3,0,4,0,5,0,4,0,22,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,4,0,0,4,0,0,9,0,0,0,0,0,0,0,6,0,8,30,32,32,26,48,45,36,16,5,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,35,31,55,47,42,17,5,299,30,37,36,35,54,52,50,26,7,324,0,0,0,6,6,0,0,4,0,6,1287,775,715,711,798,903,794,437,188,6616
UCL515001,107,55,61,80,115,169,249,148,93,1074,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,4,4,7,9,9,26,44,6,3,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,9,13,29,52,13,3,135,4,4,7,9,13,31,56,14,3,144,0,3,3,5,0,0,4,0,0,13,114,60,77,91,128,198,300,166,98,1228
UCL515002,220,104,118,153,162,184,164,44,10,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,4,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,4,4,0,0,0,36,0,4,5,8,4,4,0,0,0,36,0,0,0,0,0,0,0,0,0,0,226,104,126,165,167,192,164,49,10,1199
UCL515003,342,177,159,187,259,340,394,188,67,2113,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,8,9,5,17,19,16,4,12,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11,11,17,21,16,4,12,105,8,7,13,11,21,23,16,4,12,113,0,0,0,0,0,0,0,0,0,5,347,188,177,196,280,360,414,191,75,2228
UCL515004,528,303,385,239,231,156,145,65,16,2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,10,7,5,14,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,5,14,4,3,0,0,54,7,9,8,5,14,4,7,0,0,52,0,48,7,0,0,0,0,0,0,50,539,359,400,248,243,161,152,68,19,2177
UCL515005,486,238,212,278,326,261,253,124,38,2208,3,0,0,3,4,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,11,8,4,3,3,4,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,8,4,3,8,4,4,0,48,6,11,8,3,5,9,16,4,0,66,0,0,0,0,0,0,0,0,0,0,500,253,215,287,330,271,265,127,36,2276
UCL515006,747,432,500,452,540,539,390,192,54,3862,0,5,0,0,0,0,3,3,0,16,9,3,5,10,3,17,37,3,0,86,6,0,4,4,3,22,46,4,0,94,7,0,4,8,6,18,7,3,0,45,0,0,0,0,3,17,21,11,0,48,52,30,70,64,97,189,404,222,28,1153,0,0,0,5,0,0,9,0,0,17,0,0,0,3,0,3,0,0,0,7,4,0,0,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,74,36,86,94,110,268,521,239,28,1461,76,42,88,90,112,270,529,238,29,1476,0,22,26,13,11,0,0,0,0,64,828,494,614,560,664,805,919,437,88,5401
UCL515007,586,121,157,411,287,183,110,42,20,1919,0,0,0,0,5,0,0,0,0,10,6,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,4,4,10,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,12,8,5,15,4,0,0,51,7,6,12,14,9,15,7,0,0,63,0,0,6,0,0,0,0,0,0,9,590,125,179,425,300,198,118,46,20,1988
UCL515008,345,97,142,225,209,134,32,7,0,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,0,0,3,0,5,0,3,0,8,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,6,4,0,10,18,4,8,13,13,25,38,14,0,124,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,8,19,16,33,46,18,0,157,18,4,8,19,16,33,46,18,0,157,0,0,0,0,5,0,0,0,0,5,363,106,148,241,224,174,78,30,0,1355
UCL515009,473,271,181,299,337,350,407,263,95,2666,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,23,35,31,33,43,47,32,12,13,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,35,31,29,47,56,38,14,13,290,26,36,31,31,47,56,38,18,13,299,0,0,0,0,0,0,7,0,0,4,493,305,207,334,381,405,446,281,111,2971
