UCL_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
UCL521008,0,3,18,5,16,15,5,0,0,61,0,4,0,0,6,0,4,6,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,10,15,11,15,21,9,5,0,93,0,3,0,5,0,5,0,0,0,11,0,0,0,0,0,3,0,0,0,5,0,3,0,5,0,0,0,0,0,9,0,8,17,18,15,23,9,5,0,105,3,0,0,8,8,7,22,23,13,85,5,0,0,4,9,9,4,0,0,35,6,17,18,31,35,45,38,25,13,220,0,3,5,5,5,12,0,0,0,31,0,3,8,12,9,7,3,0,0,47,0,0,4,0,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,8,22,14,20,20,8,0,0,88,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5
UCL521009,5,12,24,19,20,23,4,0,0,104,0,0,3,9,0,7,5,0,0,20,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,10,26,31,25,29,11,0,0,132,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,30,31,22,29,9,0,0,140,10,0,4,0,0,10,30,12,11,81,5,3,6,7,8,9,8,9,0,57,18,15,40,38,38,41,56,25,11,276,0,3,5,14,8,4,5,0,0,38,0,0,5,9,8,8,0,0,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,15,21,18,12,3,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9
UCL521010,9,12,17,23,25,12,4,0,0,107,3,3,4,0,4,6,7,0,0,24,0,0,0,0,4,4,0,0,0,7,0,0,0,0,0,6,0,0,0,9,13,20,27,29,36,22,12,0,0,150,0,0,5,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,0,0,0,13,16,20,30,27,36,25,12,0,0,160,12,8,8,6,11,15,31,29,9,121,0,0,5,0,3,8,3,0,0,24,34,24,45,35,46,43,43,27,7,303,0,7,10,13,21,9,0,0,0,57,5,6,4,12,16,20,3,0,0,62,0,0,4,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,5,12,22,18,43,32,4,0,0,135,4,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,14
UCL521011,3,13,23,40,35,16,3,0,0,134,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,12,12,26,47,37,20,4,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,12,14,26,47,37,21,4,0,0,159,5,0,0,0,0,5,17,11,0,38,0,0,3,0,0,0,0,0,0,3,10,16,27,45,37,27,18,11,0,199,4,7,7,19,11,15,0,0,0,64,7,4,11,20,24,6,0,0,0,73,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,5,21,46,36,18,4,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,4
UCL521012,0,5,17,27,23,22,3,0,0,100,4,0,3,0,4,0,3,0,0,10,0,0,0,0,0,3,5,0,0,4,0,0,0,0,7,0,0,0,0,4,9,5,24,27,30,23,12,0,0,127,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,6,0,0,7,0,0,0,5,0,0,6,0,0,15,9,5,21,24,30,32,14,0,0,138,5,0,0,0,6,19,33,18,3,79,0,0,0,0,5,0,3,3,0,10,13,7,24,30,41,47,52,19,7,230,0,0,14,7,13,18,0,0,0,50,8,0,7,9,14,7,5,0,0,57,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,22,17,29,35,11,0,0,114,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL521013,5,14,29,27,28,29,9,0,0,151,7,4,3,5,8,13,3,0,0,42,0,0,0,3,7,9,0,0,0,20,3,0,0,0,4,0,0,0,0,8,19,16,34,33,47,48,12,0,0,216,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,11,21,16,39,31,51,52,12,0,0,228,23,4,6,3,4,11,28,12,4,101,0,0,0,0,4,0,4,5,0,17,44,20,51,41,59,68,46,14,4,338,0,5,10,20,24,20,0,0,0,83,12,3,20,21,27,22,9,0,0,116,4,0,4,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,6,21,9,39,43,56,38,11,0,0,212,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4
UCL521014,5,18,54,38,43,48,12,0,0,208,3,0,3,8,9,8,6,0,0,33,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,4,0,0,0,9,3,13,54,47,52,61,15,0,0,256,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,9,5,3,4,4,0,4,0,0,0,12,9,18,55,52,57,65,15,0,0,272,6,4,3,0,12,23,54,12,4,114,0,8,34,34,24,19,8,9,0,131,14,28,92,88,93,102,83,17,4,520,0,4,8,13,28,15,3,0,0,72,3,0,5,7,14,10,8,0,0,49,0,0,0,5,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,4,16,22,42,29,13,0,0,134,4,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,6,0,0,0,12
UCL521015,10,10,25,23,28,26,14,0,0,126,0,0,7,4,3,3,5,0,0,24,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,10,12,25,25,35,31,20,0,0,160,0,0,0,4,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,10,13,27,26,36,33,18,0,0,169,4,0,0,0,0,9,33,16,12,76,0,0,0,0,3,0,7,0,3,14,15,13,27,26,36,40,55,25,20,262,3,4,23,8,7,18,10,0,0,72,0,0,10,17,14,6,11,0,0,59,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,6,34,25,27,27,19,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
UCL521016,4,16,43,21,28,24,8,0,0,145,3,0,0,0,3,0,0,0,0,20,0,0,0,0,0,0,5,0,0,6,0,0,5,0,0,0,0,0,0,5,7,16,45,28,31,27,14,0,0,170,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,9,21,50,28,33,27,14,0,0,177,12,0,0,3,6,14,24,17,9,74,0,0,0,3,3,0,0,0,0,12,19,17,52,30,38,44,35,20,12,265,0,3,16,9,4,0,4,0,0,46,3,5,6,13,22,18,6,0,0,72,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,10,21,21,28,18,8,0,0,119,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,10
UCL521017,0,17,46,43,26,28,11,0,0,177,3,0,0,0,0,8,6,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,17,44,49,30,37,17,3,0,200,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,5,17,47,49,36,37,17,3,0,210,7,0,0,0,3,6,11,14,0,45,0,4,12,12,7,9,4,8,0,53,19,20,63,62,44,53,37,18,0,310,0,12,12,19,7,13,4,0,0,74,6,4,17,19,12,3,3,3,0,68,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,13,34,31,23,20,7,4,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL521018,6,12,31,21,24,8,7,0,0,102,6,0,0,5,3,5,3,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,12,13,31,22,30,13,9,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,31,27,30,15,9,0,0,133,14,0,0,0,0,11,22,14,9,66,0,0,0,0,6,0,0,0,0,8,23,13,35,27,37,23,31,14,9,210,0,3,13,12,8,7,4,0,0,49,5,3,10,15,11,7,0,0,0,58,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,12,21,21,26,15,8,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL521019,0,8,31,39,38,42,14,0,0,181,4,4,3,5,4,14,6,0,0,36,0,4,11,14,10,40,10,4,0,88,0,0,0,3,0,3,0,0,0,15,7,15,46,61,58,98,28,5,0,316,0,0,0,0,3,5,0,0,0,10,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,9,0,0,0,8,7,15,48,62,61,105,28,5,0,329,4,3,3,6,6,38,184,74,5,323,0,3,14,26,22,37,59,28,3,194,12,18,67,88,93,178,271,109,8,844,0,11,31,17,23,29,3,0,0,110,3,4,14,19,23,24,11,0,0,101,0,3,8,11,15,36,7,0,0,80,0,0,0,0,0,0,0,0,0,3,8,19,55,46,57,83,20,5,0,298,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,7
UCL521020,4,0,14,17,27,19,0,0,0,81,0,5,4,3,7,12,3,3,0,31,0,3,7,0,0,7,0,0,0,21,0,0,3,8,0,0,0,0,0,9,5,9,19,27,41,36,3,3,0,147,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,19,27,44,38,3,3,0,152,10,0,4,0,11,12,59,32,4,140,0,0,0,0,0,0,0,0,0,8,24,12,22,23,53,54,73,34,4,296,3,5,5,6,15,9,5,0,0,45,5,6,11,13,20,16,3,0,0,67,0,0,6,0,3,0,0,0,0,11,0,0,0,0,4,0,0,0,0,5,9,11,19,22,41,23,6,0,0,127,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8
UCL521021,0,10,17,39,31,24,8,0,0,141,3,0,3,0,4,13,5,5,0,34,0,0,0,0,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,5,6,13,27,43,45,34,13,5,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,27,44,45,34,18,5,0,191,12,0,0,3,0,13,31,33,9,100,0,0,6,3,5,3,0,0,0,18,20,15,27,51,46,55,49,41,9,306,4,4,17,14,24,12,3,0,0,77,3,4,16,32,12,17,3,3,0,96,0,0,5,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,6,11,13,46,48,35,32,10,3,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6
UCL521022,4,3,22,23,32,25,5,0,0,114,11,3,6,6,11,12,7,0,0,57,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,10,11,30,35,42,41,12,0,0,185,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,11,32,33,44,40,12,0,0,190,9,0,0,3,6,8,23,0,0,48,4,0,6,5,12,8,3,0,0,41,26,15,38,35,63,57,38,0,0,278,0,5,10,3,21,18,0,0,0,66,12,3,14,27,30,28,12,0,0,121,0,0,0,5,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,14,7,30,39,54,45,11,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL521023,5,9,19,21,24,19,13,0,0,114,0,3,0,3,3,3,7,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,23,29,27,27,19,3,0,140,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,10,9,8,21,30,25,26,17,3,0,147,9,0,6,0,5,14,18,5,3,63,0,0,0,5,6,5,4,3,0,23,10,13,30,38,34,44,37,13,4,231,4,9,10,10,5,7,7,0,0,39,0,4,16,14,10,11,8,0,0,52,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,9,27,27,14,16,13,0,0,98,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,5
UCL521024,6,14,51,44,39,29,11,0,0,184,0,7,4,8,3,5,5,0,0,28,0,0,4,4,4,7,0,0,0,19,0,0,0,5,5,6,0,0,0,17,6,20,61,54,52,51,16,4,0,254,0,0,6,9,7,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,4,0,0,0,31,3,27,70,62,57,52,16,4,0,291,50,26,38,35,36,28,63,24,0,300,4,7,27,37,33,24,15,13,3,159,58,59,141,130,122,101,95,36,3,749,3,12,43,28,33,31,7,0,0,161,0,6,5,9,4,8,3,0,0,36,0,0,4,7,0,9,0,0,0,21,0,0,5,3,3,3,0,0,0,17,6,17,61,45,52,45,15,0,0,231,5,0,0,6,0,0,0,0,0,15,3,0,4,0,0,0,0,0,0,8,10,0,4,5,0,0,0,0,0,21
UCL521025,0,3,44,34,36,32,8,0,0,157,0,0,5,4,3,10,3,0,0,29,0,0,5,3,5,3,0,0,0,13,0,0,0,0,0,0,3,0,0,7,0,7,51,43,46,44,13,0,0,210,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,7,0,9,51,43,47,49,14,0,0,215,0,0,3,8,12,5,28,16,6,75,0,3,7,0,4,8,3,0,0,25,3,10,62,52,59,65,45,16,9,316,0,11,17,12,16,14,0,0,0,71,3,5,16,12,10,9,0,0,0,70,0,0,4,6,5,6,0,0,0,20,0,0,5,0,0,0,0,0,0,6,6,15,40,32,31,34,3,0,0,158,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL521026,6,9,11,31,43,31,6,0,0,139,0,3,5,0,6,9,5,0,0,20,0,0,6,0,3,0,3,0,0,6,3,0,0,0,4,0,0,0,0,10,11,13,19,31,55,41,12,4,0,181,0,0,0,0,8,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,4,0,0,0,8,0,0,0,0,8,9,13,20,29,57,40,12,4,0,188,10,3,4,5,9,7,17,13,3,71,0,0,0,0,3,4,0,0,0,9,20,14,23,39,66,53,29,17,3,269,3,3,13,14,48,12,4,0,0,92,11,9,13,15,13,14,3,0,0,79,0,0,4,0,0,4,0,0,0,8,0,3,0,0,0,0,0,0,0,7,18,14,25,36,64,28,4,0,0,187,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,11
UCL521027,5,12,57,51,46,35,7,0,0,216,4,0,3,6,8,6,4,3,0,20,0,0,8,0,7,0,0,0,0,10,0,0,3,0,4,0,0,0,0,3,11,17,72,53,58,37,10,3,0,259,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,11,8,16,73,56,64,37,10,3,0,271,5,0,0,4,0,13,19,0,0,50,9,19,90,79,85,43,12,0,4,350,25,40,166,143,148,101,43,10,4,670,0,8,22,14,23,6,0,0,0,75,8,0,8,9,4,3,0,0,0,39,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,17,12,25,22,29,14,4,0,0,125,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
UCL521028,9,9,28,20,26,33,9,0,0,120,0,0,6,3,0,15,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,33,26,25,44,7,3,0,156,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,4,0,0,0,15,13,10,38,26,25,47,11,3,0,174,6,0,5,10,12,14,45,35,12,127,3,0,0,3,12,6,0,6,0,33,20,10,39,37,49,69,62,39,13,335,4,9,10,9,16,16,5,0,0,62,9,0,11,14,17,18,5,0,0,72,0,0,0,0,0,4,0,0,0,7,5,0,0,0,0,0,0,0,0,8,15,9,23,23,39,36,9,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
UCL521029,9,10,27,26,19,43,3,5,0,142,7,6,7,4,6,10,10,0,0,59,0,0,3,3,0,0,4,0,0,10,0,3,0,0,0,0,0,0,0,13,13,17,42,37,33,55,22,0,0,224,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,8,13,17,42,45,33,59,22,0,0,231,4,0,0,9,8,18,28,23,11,100,0,0,6,4,4,5,0,9,3,29,16,17,49,57,40,78,44,35,16,363,0,7,11,13,13,22,6,0,0,75,0,8,8,17,17,15,8,0,0,72,0,0,4,7,0,3,0,0,0,12,4,0,0,0,0,0,0,0,0,7,3,10,29,32,31,42,14,0,0,172,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3
UCL521030,4,5,26,13,24,22,11,3,0,108,3,6,9,7,4,12,0,0,0,38,0,0,0,0,5,5,0,3,0,15,0,0,3,0,3,0,0,0,0,13,10,16,39,18,29,34,13,4,0,170,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,16,39,18,32,34,17,4,0,177,3,0,3,5,3,17,40,30,4,117,0,5,6,0,0,9,8,3,0,28,14,19,52,30,39,62,64,39,9,319,0,3,39,11,7,12,4,0,0,75,0,12,21,13,13,16,3,0,0,78,0,0,8,4,3,0,0,0,0,14,0,0,0,4,0,0,0,0,0,4,0,11,64,29,24,33,11,6,0,166,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL521031,4,16,65,43,54,56,14,0,0,253,0,0,11,8,3,0,6,0,0,25,0,0,3,3,0,0,0,0,0,12,0,0,6,0,3,0,0,0,0,5,4,20,89,56,59,59,13,0,0,305,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,19,88,56,57,67,18,0,0,307,5,4,0,9,9,12,31,6,3,75,3,24,68,58,45,43,17,3,0,256,10,45,157,125,112,118,63,11,3,646,0,3,37,19,11,12,0,3,0,93,0,5,8,7,7,3,3,0,0,25,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,7,41,28,22,25,7,3,0,133,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7
UCL521032,0,6,25,8,19,36,12,0,0,98,0,0,0,4,0,4,5,0,0,13,0,0,0,0,0,6,0,0,0,14,0,0,0,0,4,0,0,0,0,7,0,7,26,15,24,40,13,0,0,126,0,0,3,0,5,0,0,0,0,7,3,0,0,0,0,0,0,0,0,10,3,0,4,4,5,5,0,0,0,16,5,7,30,16,24,45,13,4,0,142,10,7,16,14,8,12,26,15,0,104,6,6,19,11,19,16,12,3,0,87,20,23,66,38,57,70,49,14,0,339,0,4,25,3,14,13,3,0,0,63,0,0,6,6,4,10,0,0,0,23,0,0,0,0,0,7,3,0,0,10,4,4,0,0,0,0,0,0,0,12,4,7,34,14,19,25,4,0,0,102,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,12,0,6,0,0,0,0,4,0,0,18
