UCL_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
UCL513005,35,132,394,421,423,255,26,0,0,1699,74,42,64,69,50,66,39,9,0,405,6,7,29,34,29,22,9,0,0,134,3,0,25,23,11,3,0,0,0,67,117,191,510,542,512,344,73,7,0,2305,18,19,12,22,25,13,7,0,0,112,31,6,0,4,5,0,5,0,0,53,46,25,13,23,26,20,9,0,0,160,160,211,529,569,542,365,81,7,0,2463,163,32,54,47,66,103,290,201,41,996,16,11,22,31,28,24,13,17,18,189,346,260,606,653,635,491,374,224,54,3646,23,64,210,224,245,138,16,0,0,926,104,71,219,317,221,168,40,0,0,1146,0,10,39,22,27,16,0,0,0,122,4,5,12,4,3,6,0,0,0,33,129,145,485,572,500,326,65,0,0,2221,12,16,19,10,20,3,0,0,0,76,20,10,30,21,11,13,3,0,0,115,34,22,47,32,31,17,3,0,0,189
UCL514001,36,94,197,239,236,192,34,3,0,1027,38,31,54,29,27,39,18,6,0,243,4,3,10,9,17,20,3,5,0,73,0,5,12,9,5,0,3,0,0,34,78,130,265,288,279,258,62,12,5,1375,6,15,34,22,10,21,3,0,0,106,3,6,0,5,3,5,3,0,0,27,12,21,37,28,22,24,9,0,0,138,87,150,299,312,297,279,64,12,5,1511,93,22,35,46,64,172,397,193,40,1061,25,8,35,47,37,29,34,29,21,267,204,184,372,403,402,479,498,239,64,2846,19,45,87,93,130,66,9,7,0,467,70,39,123,152,138,126,35,5,0,687,0,4,16,6,17,13,0,0,0,64,6,4,6,10,7,7,0,0,0,29,93,94,235,262,292,209,47,9,0,1247,11,6,17,6,13,10,3,0,0,63,8,0,3,8,13,11,0,0,0,48,23,5,23,15,26,22,3,0,0,109
UCL514002,26,46,194,322,271,159,41,0,0,1065,77,22,53,63,77,72,78,8,0,453,5,4,9,31,27,22,4,5,0,105,6,0,0,7,8,3,0,0,0,34,124,73,261,426,376,260,119,15,0,1654,0,0,4,0,10,0,0,0,0,24,3,0,0,0,0,5,0,0,0,12,8,4,4,4,9,10,0,0,0,35,128,73,269,429,389,268,126,15,0,1691,59,6,14,18,23,58,267,173,38,661,7,8,26,29,18,24,14,20,0,137,196,85,308,476,430,344,400,211,43,2491,19,24,133,144,169,86,11,0,0,573,73,39,137,299,243,153,69,8,0,1011,8,4,20,41,10,16,7,0,0,106,4,3,3,8,7,5,0,0,0,24,101,68,294,486,428,258,83,8,0,1719,0,0,3,4,0,0,0,0,0,9,9,0,0,4,5,7,3,0,0,26,9,0,3,10,5,7,3,0,0,33
UCL514003,32,66,279,353,312,159,33,0,0,1235,81,43,86,75,84,82,43,6,0,503,10,6,17,30,28,18,7,0,0,110,7,4,14,8,6,4,0,0,0,38,125,115,406,463,425,265,87,8,0,1887,4,4,11,7,3,4,0,0,0,35,5,4,0,0,4,4,0,0,0,23,11,5,12,9,11,9,0,0,0,59,132,126,416,475,436,271,86,8,0,1945,79,12,25,36,37,60,183,100,42,565,16,17,44,37,39,36,17,3,4,223,224,153,484,546,507,370,294,112,43,2734,12,27,161,195,182,92,12,0,0,682,89,45,181,308,234,150,47,6,0,1067,7,5,28,28,19,20,4,0,0,106,0,0,7,9,4,5,0,0,0,19,108,77,369,543,437,265,65,6,0,1874,3,4,5,5,5,3,0,0,0,25,3,5,11,4,9,10,0,0,0,42,8,8,10,13,10,16,0,0,0,63
UCL514004,27,90,195,192,196,198,61,0,0,963,48,18,36,22,39,65,36,3,0,270,3,0,7,9,7,17,3,0,0,49,7,5,0,3,6,0,4,0,0,24,83,109,247,228,248,276,104,10,0,1308,16,6,19,18,15,7,3,0,0,83,4,4,3,5,5,3,0,0,0,26,17,10,26,24,16,12,3,0,0,103,104,120,271,251,267,291,105,12,0,1413,104,29,40,42,57,97,263,168,59,849,24,25,48,33,49,39,36,23,9,288,229,172,359,327,366,426,399,205,68,2551,19,70,102,116,155,139,26,0,0,636,60,32,87,120,131,122,48,3,0,609,5,6,15,14,6,8,3,0,0,53,0,0,4,9,0,0,0,0,0,10,87,117,205,249,291,272,73,5,0,1303,3,0,8,4,8,5,0,0,0,35,8,3,8,5,5,4,5,0,0,39,15,3,17,13,16,10,5,0,0,73
UCL515001,0,6,21,16,18,22,9,3,0,99,3,6,12,6,15,29,17,8,0,89,0,0,3,0,3,3,3,0,0,17,0,0,0,0,0,0,0,0,0,3,5,9,38,25,37,53,27,13,0,207,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,5,9,38,27,39,64,28,13,0,219,7,4,0,5,11,28,105,72,39,276,0,6,4,3,5,5,6,3,4,40,11,20,40,42,54,92,147,86,48,535,3,5,7,9,23,18,3,0,0,62,4,7,16,25,28,34,18,0,0,135,0,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,9,7,24,38,55,58,19,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,9
UCL515002,8,11,39,56,60,50,8,0,0,239,9,0,5,3,6,15,9,0,0,49,0,0,3,5,4,5,0,0,0,21,0,0,3,0,0,0,0,0,0,5,14,17,46,63,72,71,17,0,0,311,0,0,5,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,7,0,0,12,14,21,54,67,74,71,20,0,0,324,19,3,0,11,5,22,57,23,0,136,0,0,3,11,6,0,0,0,0,22,31,23,57,89,78,92,80,22,6,479,8,15,23,24,32,24,8,0,0,132,10,0,24,31,36,24,14,0,0,134,0,0,5,0,0,4,4,0,0,21,0,0,0,0,0,0,0,0,0,0,20,18,48,60,73,51,19,0,0,292,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,8,0,0,0,4,0,3,0,0,0,13
UCL515003,4,18,52,64,71,54,19,0,0,287,8,6,11,6,22,27,18,9,0,109,0,0,0,3,4,9,3,0,0,24,0,0,3,0,0,0,0,0,0,9,13,28,69,79,98,92,43,6,0,428,4,0,0,0,4,4,0,0,0,17,0,0,0,0,0,3,0,0,0,7,4,0,0,0,4,11,0,0,0,26,20,28,71,79,103,101,42,6,0,453,16,10,7,9,11,45,140,78,23,336,0,0,9,5,14,14,9,7,5,68,44,36,88,91,136,155,195,94,29,860,7,8,15,32,49,34,5,0,0,159,25,7,38,38,60,72,20,6,0,279,0,0,3,0,3,10,0,0,0,22,4,0,0,0,0,0,0,0,0,8,31,25,63,77,117,120,34,6,0,471,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,12,9,4,0,0,0,6,0,0,0,19
UCL515004,13,77,144,84,77,39,18,0,0,448,23,5,15,8,8,3,0,0,0,69,7,0,9,0,0,3,0,0,0,23,0,0,5,0,0,0,0,0,0,4,37,86,171,97,87,42,20,0,0,541,11,3,3,0,5,5,0,0,0,24,3,3,0,0,0,6,0,0,0,8,13,9,3,0,5,3,0,0,0,37,45,92,175,96,93,50,24,0,0,578,31,10,4,7,3,15,50,41,3,160,4,7,15,8,6,8,4,0,0,47,86,105,196,109,104,68,72,41,9,787,5,27,64,58,54,31,6,0,0,241,16,16,58,49,38,22,8,0,0,198,0,7,11,4,6,0,0,0,0,23,3,0,0,0,0,0,0,0,0,6,20,51,133,103,95,54,11,0,0,470,0,3,6,0,9,0,0,0,0,14,4,0,0,0,0,0,0,0,0,9,7,3,10,0,7,0,0,0,0,24
UCL515005,10,29,69,87,107,52,12,0,0,368,17,7,9,12,15,22,12,0,0,94,0,3,3,5,6,5,0,0,0,25,0,3,0,4,0,0,0,0,0,9,32,48,88,109,124,82,22,0,0,506,0,0,3,0,6,3,0,0,0,12,3,0,0,0,0,0,0,0,0,4,0,3,3,0,6,3,0,0,0,17,40,50,91,107,123,86,22,0,0,524,28,3,0,12,18,30,110,62,9,276,8,4,0,3,15,3,6,3,4,42,75,55,92,122,160,122,135,66,15,832,6,17,44,42,60,39,3,0,0,210,32,9,38,68,65,39,12,3,0,265,4,4,5,10,4,6,0,0,0,25,3,0,0,0,0,3,0,0,0,12,39,32,85,117,138,78,19,3,0,508,0,0,0,0,0,0,0,0,0,7,4,0,3,6,0,0,0,0,0,10,4,4,6,3,0,6,0,0,0,16
UCL515006,10,41,126,121,152,129,32,3,0,626,16,16,25,16,34,38,30,4,0,171,0,0,15,20,20,33,19,0,0,110,4,6,5,3,5,6,0,0,0,38,35,60,170,165,213,207,88,9,0,947,8,3,8,8,10,16,0,0,0,56,0,0,0,5,5,3,0,0,0,13,3,7,8,13,16,17,3,0,0,74,40,68,180,182,232,222,89,6,3,1024,43,20,33,29,52,115,361,205,39,908,33,39,77,64,67,49,45,27,5,397,112,131,290,277,346,393,494,243,50,2321,10,41,104,92,119,106,35,0,0,508,18,8,51,65,53,81,20,7,0,312,6,10,15,18,20,33,13,0,0,107,3,0,0,0,0,6,3,5,0,23,36,59,174,177,197,228,66,6,0,941,5,4,0,0,9,0,0,0,0,24,0,0,4,8,8,4,0,0,0,22,4,4,4,7,14,6,0,0,0,46
UCL515007,10,12,40,120,88,47,7,0,0,325,11,6,12,20,22,18,7,0,0,100,0,0,4,16,3,0,0,0,0,32,4,0,4,3,0,3,0,0,0,14,24,16,58,163,115,70,15,8,0,470,0,0,0,3,4,0,0,0,0,13,5,5,0,0,0,0,0,0,0,3,5,5,0,3,4,0,0,0,0,16,28,19,63,162,125,70,15,8,0,484,15,0,3,7,10,20,34,17,12,111,5,4,4,18,15,4,0,3,0,49,43,24,69,183,148,92,50,29,9,641,3,4,24,42,49,19,0,0,0,149,23,9,45,123,64,43,12,0,0,318,0,0,3,14,7,4,0,0,0,29,0,0,0,5,0,0,0,0,0,7,28,15,70,180,120,68,11,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,3,0,4,0,0,0,0,5
UCL515008,6,16,42,91,74,45,9,0,0,296,11,5,5,6,5,15,3,0,0,48,0,0,9,12,11,3,0,0,0,36,0,0,0,0,0,0,0,0,0,6,21,24,58,108,97,71,11,0,0,391,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,19,54,108,98,71,11,0,0,398,6,5,5,5,0,16,25,8,0,66,7,0,4,15,13,10,4,0,0,54,37,25,67,128,109,96,43,8,0,513,0,6,32,48,62,14,6,0,0,165,10,6,16,33,17,18,0,0,0,106,3,0,6,5,9,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,16,10,55,83,89,40,3,0,0,300,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8
UCL515009,6,10,48,75,82,53,18,3,0,297,33,8,14,28,33,41,20,12,0,185,8,0,5,6,5,9,5,0,0,24,3,0,3,3,0,0,4,0,0,12,45,16,66,108,117,106,44,14,0,522,0,7,5,3,7,4,0,0,0,22,4,0,0,0,0,0,4,0,0,14,8,7,7,3,6,4,0,0,0,33,52,23,74,113,123,110,46,14,0,555,63,0,4,24,17,55,148,108,43,464,18,5,14,17,25,24,15,11,3,126,125,29,91,152,171,189,207,136,40,1141,3,8,33,50,54,35,5,0,0,181,28,15,35,75,87,67,27,8,0,333,3,7,6,3,10,9,0,0,0,41,0,0,3,0,6,0,0,0,0,9,32,24,73,133,153,115,35,3,0,568,0,0,5,0,0,0,0,0,0,5,5,0,0,3,3,5,0,0,0,18,7,0,4,3,3,5,0,0,0,21
UCL515010,6,34,106,74,82,86,35,0,0,428,11,4,6,7,16,21,21,0,0,91,0,0,8,9,19,35,12,0,0,84,0,3,3,0,4,0,0,0,0,11,16,38,124,101,112,140,68,6,0,616,0,6,3,0,3,0,0,0,0,19,0,0,3,0,0,3,0,0,0,10,0,6,7,7,9,3,0,0,0,24,19,46,129,101,122,149,68,6,0,639,36,29,46,43,50,74,141,51,7,468,15,28,69,47,51,60,46,10,0,331,67,104,244,198,220,277,261,63,7,1443,10,21,95,75,85,84,29,0,0,394,7,9,29,25,15,24,8,3,0,129,0,7,16,11,22,28,8,0,0,88,0,0,7,0,3,4,0,0,0,15,18,42,140,107,120,146,46,9,0,624,0,6,5,3,4,0,0,0,0,14,0,0,6,0,0,0,3,0,0,11,0,4,9,3,6,0,0,0,0,29
UCL515011,17,30,77,104,101,82,13,0,0,418,28,9,13,16,18,10,13,4,0,108,4,0,0,0,4,6,0,0,0,21,3,0,0,4,3,0,0,0,0,19,47,36,95,127,127,110,28,5,0,569,0,8,9,0,3,8,0,0,0,26,4,6,0,0,0,0,0,0,0,13,4,14,3,3,3,10,3,0,0,40,53,46,98,129,128,113,33,5,0,606,37,7,5,14,11,34,121,96,33,360,15,5,9,8,4,7,9,13,0,63,103,57,118,145,150,160,153,113,35,1029,7,21,35,49,50,38,5,0,0,208,31,14,35,55,61,52,11,4,0,279,0,4,10,9,5,13,5,0,0,37,0,0,0,0,0,0,0,0,0,4,44,35,86,117,120,104,20,8,0,529,0,0,4,0,0,4,0,0,0,9,0,0,0,8,5,0,0,0,0,11,0,0,5,5,0,4,0,0,0,21
UCL515012,19,33,119,95,106,55,13,0,0,438,23,6,8,11,10,15,7,0,0,72,0,0,3,9,10,7,0,0,0,21,0,0,0,0,0,0,0,0,0,3,46,40,130,109,121,75,19,0,0,540,0,0,3,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,4,0,3,0,5,0,0,0,0,16,45,37,139,113,124,78,19,0,0,555,31,4,8,8,10,12,48,26,4,136,5,5,3,9,3,3,0,0,0,26,76,43,151,126,136,89,72,26,4,722,9,21,59,59,82,24,7,0,0,260,39,9,65,64,51,33,12,0,0,270,0,3,15,0,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,46,34,144,122,135,63,19,0,0,564,0,0,0,0,0,0,0,0,0,8,4,3,0,4,0,0,0,0,0,15,8,3,0,4,4,3,0,0,0,21
UCL515013,24,56,190,200,171,113,22,5,0,782,35,15,41,28,32,41,16,6,0,200,3,14,44,44,44,63,27,4,0,246,0,3,14,10,0,0,0,0,0,37,65,86,281,278,246,221,67,16,3,1270,0,0,4,3,8,3,0,0,0,19,4,0,0,5,5,0,0,0,0,17,5,0,7,5,15,6,0,0,0,40,70,86,287,289,260,228,70,16,3,1310,13,14,29,13,15,111,350,177,16,727,3,9,25,17,20,25,20,10,4,127,86,113,339,316,296,361,444,201,20,2166,15,40,161,111,103,73,15,0,0,517,32,40,116,111,78,64,20,0,0,464,7,9,49,35,35,54,24,3,0,218,4,9,9,3,0,5,0,0,0,24,50,96,329,263,217,192,57,10,0,1220,0,4,0,0,0,0,0,0,0,10,0,0,4,4,6,6,0,0,0,15,0,4,8,5,6,6,0,0,0,25
UCL515014,0,8,50,29,38,36,7,0,0,170,3,3,7,13,4,6,5,5,0,41,0,0,0,0,3,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,5,14,66,42,46,41,22,5,0,234,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,4,6,0,0,0,0,0,11,4,14,68,46,51,47,22,5,0,248,13,23,27,29,27,34,48,11,0,214,6,16,21,7,12,20,18,5,0,100,22,48,112,88,93,104,82,20,0,566,0,11,60,37,38,38,7,0,0,188,3,11,16,9,11,6,4,0,0,55,0,0,0,6,3,5,6,0,0,20,0,0,0,3,0,0,0,0,0,4,9,21,72,55,49,49,17,0,0,270,0,3,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,3,3,3,4,3,4,0,0,0,16
UCL515015,16,43,139,110,112,68,19,0,0,511,11,8,25,21,17,20,11,3,0,106,0,0,0,0,4,3,0,0,0,22,0,0,9,3,0,3,0,0,0,23,32,52,174,137,135,101,32,6,0,665,0,0,4,0,4,0,0,0,0,19,6,4,0,4,0,4,0,0,0,9,9,4,4,8,4,9,0,0,0,28,38,54,174,140,144,100,32,6,0,691,24,9,16,20,26,32,92,104,42,362,7,0,9,6,21,19,11,12,9,90,65,63,197,165,186,156,136,120,51,1142,6,20,85,48,49,39,3,0,0,248,22,12,48,49,51,41,15,0,0,244,0,0,3,0,4,4,0,0,0,6,0,0,0,0,5,0,0,0,0,3,35,33,133,96,110,79,20,0,0,505,0,0,0,0,3,4,0,0,0,12,3,0,3,4,0,0,0,0,0,16,6,3,6,6,3,3,0,0,0,31
UCL515016,3,6,54,44,53,49,16,0,0,231,12,3,11,6,16,23,23,4,0,96,0,0,10,5,5,9,3,0,0,22,0,3,0,0,0,4,0,0,0,7,10,15,74,57,72,80,39,5,0,359,0,0,0,3,5,4,0,0,0,18,3,0,0,0,0,0,0,0,0,4,3,0,4,3,5,5,0,0,0,22,17,18,74,66,79,86,42,5,0,384,6,0,4,6,3,27,112,60,9,238,0,4,0,5,14,5,20,7,0,57,26,24,81,80,100,124,164,70,15,678,0,3,36,28,29,34,0,0,0,132,8,3,31,31,34,44,24,3,0,172,0,0,8,9,4,3,4,0,0,33,0,0,6,0,0,0,0,0,0,8,14,14,71,69,66,81,32,3,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,3,0,0,0,12
UCL515017,10,14,35,39,50,57,5,5,0,222,9,3,10,12,13,35,23,3,0,107,5,0,8,18,18,32,17,0,0,100,0,0,4,3,0,0,0,0,0,13,21,22,53,74,85,127,48,9,0,437,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,5,0,0,15,21,22,58,74,94,128,53,9,0,450,16,0,4,8,21,52,180,87,20,383,3,8,7,14,22,34,37,18,3,146,37,32,72,94,127,210,271,113,20,973,0,11,14,22,29,29,6,0,0,107,5,6,22,24,25,49,17,0,0,156,0,5,7,9,16,28,13,0,0,93,0,0,0,0,5,0,0,0,0,8,11,24,42,61,73,110,40,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,5
UCL515018,12,18,65,60,76,68,11,0,0,313,8,4,6,9,11,10,5,0,0,43,0,0,6,4,3,6,0,0,0,28,4,4,0,4,0,4,0,0,0,19,17,26,84,75,88,88,22,4,0,401,0,6,4,0,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,9,0,0,0,22,19,32,90,74,94,93,20,4,0,422,27,7,7,10,14,20,31,14,0,130,3,4,19,23,23,10,10,3,0,100,51,39,118,105,136,123,60,25,5,652,0,31,27,45,44,24,3,0,0,181,17,3,14,29,22,19,4,0,0,113,0,0,5,5,7,3,0,0,0,22,0,0,5,0,3,0,0,0,0,10,13,37,52,76,77,52,11,0,0,318,0,4,0,8,4,5,0,0,0,14,0,0,3,0,0,0,0,0,0,5,0,4,3,8,4,6,0,0,0,18
UCL515019,23,60,143,114,123,126,34,5,0,629,26,16,30,25,22,37,25,3,0,184,0,0,7,0,5,4,3,0,0,32,3,6,11,9,3,0,0,0,0,27,49,86,191,150,153,170,56,9,0,874,3,4,4,9,9,9,0,0,0,36,0,0,5,0,0,3,0,0,0,12,4,4,14,10,10,7,0,0,0,51,54,89,202,164,164,181,56,9,0,923,50,18,24,26,29,43,111,83,29,411,22,10,36,35,32,18,16,11,6,174,124,120,261,225,220,237,188,101,30,1511,17,42,67,55,66,67,13,5,0,328,36,24,48,61,52,65,32,0,0,322,0,3,8,7,4,8,0,0,0,40,0,0,0,0,3,4,0,0,0,9,53,72,127,128,137,140,43,6,0,700,0,0,3,0,6,0,0,0,0,15,0,0,7,9,4,5,0,0,0,27,0,0,6,11,12,8,0,0,0,43
UCL515020,13,68,243,178,174,142,52,0,0,866,22,7,43,18,23,27,20,0,0,152,6,6,13,17,22,30,17,3,0,107,0,3,8,4,8,0,4,0,0,32,39,79,300,217,228,202,87,6,0,1166,0,3,12,0,9,8,0,0,0,33,0,0,3,4,3,4,4,0,0,25,5,4,20,5,13,8,4,0,0,59,43,84,323,222,238,217,87,11,0,1225,46,28,43,37,43,100,248,56,8,611,25,31,81,42,55,42,25,10,4,309,115,142,446,307,340,353,368,74,12,2148,13,62,238,163,137,127,20,0,0,763,26,24,76,78,63,54,19,0,0,343,0,0,27,23,26,40,12,0,0,128,0,0,4,7,8,3,0,0,0,27,44,84,351,276,229,218,56,0,0,1258,0,6,5,5,0,0,0,0,0,18,0,4,8,4,4,4,0,0,0,22,0,7,16,8,7,5,0,0,0,40
