UCL_CODE_2021,M_Agr_fstry_fsh_15_19,M_Agr_fstry_fsh_20_24,M_Agr_fstry_fsh_25_34,M_Agr_fstry_fsh_35_44,M_Agr_fstry_fsh_45_54,M_Agr_fstry_fsh_55_64,M_Agr_fstry_fsh_65_74,M_Agr_fstry_fsh_75_84,M_Agr_fstry_fsh_85_yr_over,M_Agr_fstry_fsh_Tot,M_Min_15_19_yr,M_Min_20_24_yr,M_Min_25_34_yr,M_Min_35_44_yr,M_Min_45_54_yr,M_Min_55_64_yr,M_Min_65_74_yr,M_Min_75_84_yr,M_Min_85_yr_over,M_Min_Tot,M_Manf_15_19_yr,M_Manf_20_24_yr,M_Manf_25_34_yr,M_Manf_35_44_yr,M_Manf_45_54_yr,M_Manf_55_64_yr,M_Manf_65_74_yr,M_Manf_75_84_yr,M_Manf_85_yr_over,M_Manf_Tot,M_Elec_gas_wtr_wst_sv_15_19,M_Elec_gas_wtr_wst_sv_20_24,M_Elec_gas_wtr_wst_sv_25_34,M_Elec_gas_wtr_wst_sv_35_44,M_Elec_gas_wtr_wst_sv_45_54,M_Elec_gas_wtr_wst_sv_55_64,M_Elec_gas_wtr_wst_sv_65_74,M_Elec_gas_wtr_wst_sv_75_84,M_Elec_gas_wtr_wst_sv_85_over,M_Elec_gas_wtr_wst_sv_Tot,M_Con_15_19_yr,M_Con_20_24_yr,M_Con_25_34_yr,M_Con_35_44_yr,M_Con_45_54_yr,M_Con_55_64_yr,M_Con_65_74_yr,M_Con_75_84_yr,M_Con_85_yr_over,M_Con_Tot,M_Whl_trd_15_19_yr,M_Whl_trd_20_24_yr,M_Whl_trd_25_34_yr,M_Whl_trd_35_44_yr,M_Whl_trd_45_54_yr,M_Whl_trd_55_64_yr,M_Whl_trd_65_74_yr,M_Whl_trd_75_84_yr,M_Whl_trd_85_yr_over,M_Whl_trd_Tot,M_Re_trd_15_19_yr,M_Re_trd_20_24_yr,M_Re_trd_25_34_yr,M_Re_trd_35_44_yr,M_Re_trd_45_54_yr,M_Re_trd_55_64_yr,M_Re_trd_65_74_yr,M_Re_trd_75_84_yr,M_Re_trd_85_yr_over,M_Re_trd_Tot,M_Acc_food_svc_15_19,M_Acc_food_svc_20_24,M_Acc_food_svc_25_34,M_Acc_food_svc_35_44,M_Acc_food_svc_45_54,M_Acc_food_svc_55_64,M_Acc_food_svc_65_74,M_Acc_food_svc_75_84,M_Acc_food_svc_85_yr_over,M_Acc_food_svc_Tot,M_Trp_pos_wh_15_19,M_Trp_pos_wh_20_24,M_Trp_pos_wh_25_34,M_Trp_pos_wh_35_44,M_Trp_pos_wh_45_54,M_Trp_pos_wh_55_64,M_Trp_pos_wh_65_74,M_Trp_pos_wh_75_84,M_Trp_pos_wh_85_yr_over,M_Trp_pos_wh_Tot,M_In_med_tcom_15_19,M_In_med_tcom_20_24,M_In_med_tcom_25_34,M_In_med_tcom_35_44,M_In_med_tcom_45_54,M_In_med_tcom_55_64,M_In_med_tcom_65_74,M_In_med_tcom_75_84,M_In_med_tcom_85_yr_over,M_In_med_tcom_Tot,M_Fin_in_svc_15_19,M_Fin_in_svc_20_24,M_Fin_in_svc_25_34,M_Fin_in_svc_35_44,M_Fin_in_svc_45_54,M_Fin_in_svc_55_64,M_Fin_in_svc_65_74,M_Fin_in_svc_75_84,M_Fin_in_svc_85_yr_over,M_Fin_in_svc_Tot,M_Rnt_hrg_rea_est_serv_15_19,M_Rnt_hrg_rea_est_serv_20_24,M_Rnt_hrg_rea_est_serv_25_34,M_Rnt_hrg_rea_est_serv_35_44,M_Rnt_hrg_rea_est_serv_45_54,M_Rnt_hrg_rea_est_serv_55_64,M_Rnt_hrg_rea_est_serv_65_74,M_Rnt_hrg_rea_est_serv_75_84,M_Rnt_hrg_rea_est_serv_85_ov,M_Rnt_hrg_rea_est_serv_Tot,M_Prof_sc_tech_serv_15_19,M_Prof_sc_tech_serv_20_24,M_Prof_sc_tech_serv_25_34,M_Prof_sc_tech_serv_35_44,M_Prof_sc_tech_serv_45_54,M_Prof_sc_tech_serv_55_64,M_Prof_sc_tech_serv_65_74,M_Prof_sc_tech_serv_75_84,M_Prof_sc_tech_serv_85_over,M_Prof_sc_tech_serv_Tot,M_Adm_sup_serv_15_19,M_Adm_sup_serv_20_24,M_Adm_sup_serv_25_34,M_Adm_sup_serv_35_44,M_Adm_sup_serv_45_54,M_Adm_sup_serv_55_64,M_Adm_sup_serv_65_74,M_Adm_sup_serv_75_84,M_Adm_sup_serv_85_over,M_Adm_sup_serv_Tot,M_PubAd_saf_15_19,M_PubAd_saf_20_24,M_PubAd_saf_25_34,M_PubAd_saf_35_44,M_PubAd_saf_45_54,M_PubAd_saf_55_64,M_PubAd_saf_65_74,M_PubAd_saf_75_84,M_PubAd_saf_85_over,M_PubAd_saf_Tot,M_Ed_trng_15_19,M_Ed_trng_20_24,M_Ed_trng_25_34,M_Ed_trng_35_44,M_Ed_trng_45_54,M_Ed_trng_55_64,M_Ed_trng_65_74,M_Ed_trng_75_84,M_Ed_trng_85_over,M_Ed_trng_Tot,M_Hlth_cre_socia_assist_15_19,M_Hlth_cre_socia_assist_20_24,M_Hlth_cre_socia_assist_25_34,M_Hlth_cre_socia_assist_35_44,M_Hlth_cre_socia_assist_45_54,M_Hlth_cre_socia_assist_55_64,M_Hlth_cre_socia_assist_65_74,M_Hlth_cre_socia_assist_75_84,M_Hlth_cre_socia_assist_85_ov,M_Hlth_cre_socia_assist_Tot,M_Arts_rec_svc_15_19,M_Arts_rec_svc_20_24,M_Arts_rec_svc_25_34,M_Arts_rec_svc_35_44,M_Arts_rec_svc_45_54,M_Arts_rec_svc_55_64,M_Arts_rec_svc_65_74,M_Arts_rec_svc_75_84,M_Arts_rec_svc_85_yr_over,M_Arts_rec_svc_Tot,M_Oth_svc_15_19_yr,M_Oth_svc_20_24_yr,M_Oth_svc_25_34_yr,M_Oth_svc_35_44_yr,M_Oth_svc_45_54_yr,M_Oth_svc_55_64_yr,M_Oth_svc_65_74_yr,M_Oth_svc_75_84_yr,M_Oth_svc_85_yr_over,M_Oth_svc_Tot,M_Inad_desc_Ns_15_19,M_Inad_desc_Ns_20_24,M_Inad_desc_Ns_25_34,M_Inad_desc_Ns_35_44,M_Inad_desc_Ns_45_54,M_Inad_desc_Ns_55_64,M_Inad_desc_Ns_65_74,M_Inad_desc_Ns_75_84,M_Inad_desc_Ns_85_yr_over,M_Inad_desc_Ns_Tot
UCL513005,3,6,23,8,4,8,4,0,0,60,0,18,88,114,85,41,0,0,0,358,8,8,28,34,37,17,6,4,0,133,0,5,3,5,11,7,0,0,0,27,26,46,137,128,96,76,12,0,0,528,4,5,18,15,16,10,0,0,0,67,13,22,32,22,30,14,3,3,0,154,38,11,19,18,4,12,3,0,0,102,4,0,17,20,32,25,0,0,0,103,0,3,5,5,0,4,0,0,0,19,0,0,8,9,7,4,0,0,0,26,0,0,3,4,9,3,3,0,0,28,0,8,15,21,23,11,5,0,0,89,0,0,15,10,20,14,3,0,0,73,0,3,26,28,49,12,7,0,0,127,6,3,10,16,25,22,0,0,0,79,5,5,7,23,23,26,8,0,0,97,7,4,3,7,5,3,0,0,0,29,0,9,24,17,10,19,4,0,0,80,7,15,30,25,28,12,3,0,0,124
UCL514001,0,0,5,0,0,9,0,0,0,21,6,24,74,67,102,78,12,0,0,373,3,11,37,38,31,17,5,0,0,145,5,8,26,38,32,28,6,0,0,142,12,9,36,37,32,29,5,0,0,168,0,0,3,4,5,0,0,0,0,14,13,12,14,9,10,11,0,0,0,67,30,11,13,9,4,0,6,0,0,73,0,0,3,8,8,10,9,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,3,11,6,6,0,0,0,33,0,0,7,8,9,6,4,0,0,34,0,3,10,14,15,22,9,0,0,71,0,0,5,5,3,6,0,0,0,25,0,4,8,9,5,5,3,0,0,31,0,0,0,0,3,0,0,0,0,8,4,9,17,14,14,7,0,0,0,62,3,12,13,15,8,12,4,5,0,69
UCL514002,0,5,3,5,9,9,3,5,0,40,0,3,22,54,45,15,7,0,0,147,16,7,25,37,22,27,7,0,0,144,0,0,4,9,6,3,0,0,0,22,26,17,69,106,93,47,12,0,0,377,0,0,7,4,11,0,6,0,0,33,19,8,7,18,19,19,12,0,0,105,35,21,41,51,23,26,9,0,0,203,0,0,4,8,12,6,9,0,0,35,0,0,0,7,0,3,0,0,0,10,0,0,0,3,10,4,0,0,0,20,0,0,0,6,15,9,3,0,0,36,0,0,13,18,27,21,16,0,0,99,0,0,9,14,19,17,3,0,0,66,0,0,10,12,16,11,4,0,0,49,0,0,7,10,11,9,9,0,0,51,0,0,7,14,16,16,6,0,0,62,9,0,8,7,3,0,0,0,0,26,8,0,11,7,5,7,7,0,0,44,6,12,6,24,18,14,3,4,0,77
UCL514003,0,8,42,27,38,5,8,0,0,139,0,0,30,64,42,20,5,0,0,161,9,9,59,58,49,26,8,0,0,228,0,0,3,7,13,6,0,0,0,33,24,24,67,91,61,38,10,0,0,317,4,5,0,7,10,4,5,0,0,39,25,19,24,14,33,20,7,0,0,144,42,21,61,54,25,16,7,0,0,224,0,0,10,4,12,17,7,0,0,50,0,0,3,4,6,0,0,0,0,14,0,0,0,0,0,6,3,0,0,18,0,0,3,0,0,4,0,0,0,19,0,0,14,14,14,14,8,0,0,57,0,0,16,14,17,11,3,0,0,70,0,0,5,18,15,21,0,0,0,60,0,0,8,25,24,18,3,0,0,84,0,6,11,15,17,12,3,0,0,61,5,0,7,5,5,4,3,0,0,30,9,7,18,21,13,8,0,0,0,68,0,7,25,15,20,14,0,0,0,82
UCL514004,3,4,15,10,8,10,7,0,0,58,0,4,8,5,9,11,5,0,0,44,12,13,19,10,23,21,0,0,0,95,0,4,5,13,17,10,4,0,0,52,13,22,33,44,31,29,11,0,0,180,0,6,15,8,15,8,0,0,0,62,26,14,28,17,11,17,9,0,0,118,18,12,12,5,8,0,6,0,0,66,0,4,20,10,23,40,14,0,0,114,0,0,0,4,0,6,5,0,0,11,0,0,0,3,0,5,0,0,0,9,0,0,0,0,0,8,4,0,0,10,0,0,8,8,9,7,0,0,0,34,0,0,10,4,6,4,6,0,0,29,3,3,16,19,23,39,8,0,0,113,0,3,10,17,20,17,4,0,0,69,3,0,12,22,16,23,10,0,0,86,0,0,0,3,0,3,0,3,0,11,0,11,12,10,8,10,6,0,0,65,0,8,14,14,20,14,7,0,0,73
UCL515001,4,0,10,5,4,7,0,0,0,22,0,0,4,5,5,4,0,0,0,8,0,0,0,3,4,0,0,0,0,12,0,0,0,0,0,4,0,0,0,4,0,3,6,6,7,13,5,0,0,42,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,5,5,0,0,17,0,0,3,0,4,0,0,3,0,17,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,12,0,0,0,4,7,5,0,0,0,15,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,5,0,0,0,5,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,0,6,0,0,0,0,0,13
UCL515002,0,0,10,5,0,4,3,0,0,15,0,5,8,7,19,17,0,0,0,57,5,0,7,13,12,19,0,0,0,59,0,0,3,0,0,0,0,0,0,9,3,6,7,22,16,14,3,0,0,67,0,0,4,3,0,0,0,0,0,6,0,3,0,0,3,0,0,0,0,13,7,0,0,0,0,0,0,0,0,3,0,0,0,6,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,6,0,0,0,15,0,0,0,4,0,5,5,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,0,0,0,14
UCL515003,0,0,6,0,0,7,5,0,0,18,0,8,18,26,25,16,6,0,0,98,0,4,10,7,13,8,3,0,0,33,0,0,0,6,6,7,0,0,0,26,3,10,4,3,12,13,5,0,0,46,0,0,0,5,5,0,6,0,0,8,0,3,6,3,9,9,6,0,0,29,3,0,4,0,7,4,0,0,0,18,0,0,0,0,0,11,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,11,0,0,0,4,4,3,0,0,0,8,0,0,3,7,10,5,0,0,0,29,0,0,0,4,5,0,4,0,0,15,3,0,0,5,5,4,4,0,0,23,0,0,0,0,0,4,5,0,0,7,0,0,4,0,4,9,0,0,0,13,0,4,5,3,0,0,0,0,0,16
UCL515004,0,0,0,3,0,0,0,0,0,8,0,0,25,14,10,3,0,0,0,59,3,0,12,14,10,10,4,0,0,49,4,0,0,0,0,3,0,0,0,6,7,3,29,17,22,3,4,0,0,78,0,4,6,0,4,4,0,0,0,19,7,9,13,7,5,3,0,0,0,40,8,0,0,0,0,0,0,0,0,12,9,0,8,11,11,0,4,0,0,43,0,0,3,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,15,0,0,7,0,0,6,3,0,0,16,0,42,37,6,14,5,0,0,0,105,0,0,0,0,3,0,0,0,0,6,0,3,6,6,0,0,0,0,0,13,5,4,0,0,0,0,0,0,0,7,0,11,9,5,0,4,3,0,0,27,0,3,11,7,3,6,0,0,0,31
UCL515005,5,0,8,10,6,4,4,5,0,39,0,5,10,12,19,13,4,0,0,55,0,8,3,3,15,3,3,0,0,39,0,4,4,0,3,3,0,0,0,19,5,14,18,25,22,14,0,0,0,101,0,0,0,6,3,0,0,0,0,8,7,0,6,5,7,3,0,0,0,30,9,0,0,0,0,4,0,0,0,15,0,0,3,5,13,14,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,4,0,0,12,0,0,3,3,3,0,0,0,0,16,0,6,3,11,9,3,0,0,0,42,0,0,0,8,3,3,0,0,0,19,0,0,0,4,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,3,0,0,0,18,6,0,6,12,5,7,0,0,0,42
UCL515006,3,5,21,29,17,26,17,7,0,121,5,5,18,21,24,15,4,0,0,97,0,4,0,4,3,7,6,0,0,23,0,0,7,5,11,4,3,0,0,28,11,9,19,20,32,28,4,0,0,125,0,0,0,4,0,0,3,0,0,14,5,15,8,14,16,11,4,5,0,71,0,6,7,6,10,10,0,0,0,46,0,0,8,5,14,25,6,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,4,0,0,4,3,0,0,0,13,0,0,9,3,8,16,3,0,0,38,4,0,25,27,16,24,3,0,0,99,0,6,8,8,5,12,8,0,0,42,0,4,12,9,17,18,3,0,0,62,0,0,0,0,4,0,0,0,0,4,0,3,5,6,8,9,5,0,0,34,5,0,8,3,14,7,9,0,0,48
UCL515007,0,0,5,4,7,9,0,0,0,25,0,0,12,37,11,10,0,0,0,70,3,3,7,27,17,8,4,0,0,65,0,0,0,0,6,0,0,0,0,6,9,4,9,29,26,16,4,0,0,97,0,0,0,3,0,0,0,0,0,9,4,3,0,4,3,4,0,0,0,17,4,4,7,15,9,0,0,0,0,30,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,4,7,6,7,0,0,0,18,0,0,0,7,5,0,0,0,0,16,0,0,0,8,10,5,0,0,0,28,0,0,4,3,8,9,0,0,0,21,0,0,4,6,5,0,4,0,0,19,0,0,0,4,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,16,0,0,0,3,6,4,0,0,0,17
UCL515008,0,0,0,0,0,0,0,0,0,5,0,12,19,51,48,31,0,0,0,163,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,8,3,3,15,11,12,3,5,0,0,51,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,13,0,0,3,0,5,0,0,0,28,0,0,6,11,16,10,5,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,6,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,13,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,10,0,0,6,7,8,5,0,0,0,13
UCL515009,5,0,0,3,0,0,0,0,0,19,0,0,8,5,3,5,4,0,0,28,6,0,3,13,9,6,3,0,0,40,0,0,0,0,0,0,0,0,0,7,0,7,24,26,12,10,5,0,0,82,0,0,0,5,3,0,0,0,0,8,12,0,6,4,13,11,0,0,0,48,10,4,4,3,6,8,0,0,0,34,4,0,0,3,8,11,0,0,0,27,0,0,0,0,0,0,3,0,0,13,0,0,0,0,4,5,0,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0,0,4,13,3,4,0,0,28,0,0,6,6,5,4,0,0,0,24,0,0,3,3,10,8,0,0,0,32,0,0,3,14,12,11,6,0,0,47,0,0,0,4,6,3,3,3,0,29,0,0,0,0,4,0,0,0,0,4,5,0,0,4,4,6,0,0,0,17,5,0,0,0,5,4,4,0,0,17
UCL515010,0,0,3,0,3,3,3,0,0,18,0,3,3,4,10,4,0,0,0,25,0,0,0,0,3,5,6,0,0,14,0,0,0,4,0,4,0,0,0,11,0,6,19,10,17,20,6,0,0,80,0,0,0,0,0,4,0,0,0,9,11,0,3,4,9,3,5,0,0,37,0,0,6,3,6,7,8,0,0,28,0,7,7,8,4,13,6,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,9,3,0,0,23,0,0,4,0,4,6,0,0,0,14,0,0,24,22,23,28,7,0,0,104,0,8,7,7,11,4,10,0,0,42,0,3,21,15,15,18,11,0,0,83,0,4,5,0,4,0,3,0,0,18,0,0,11,5,7,6,0,0,0,32,0,0,8,5,0,4,4,0,0,23
UCL515011,8,4,14,13,12,5,4,3,0,71,0,3,20,20,35,10,9,0,0,90,4,0,3,12,10,15,0,0,0,41,0,0,0,0,4,0,0,0,0,13,7,0,17,17,9,20,6,0,0,84,0,0,0,3,0,0,4,0,0,8,12,3,9,3,4,4,0,0,0,41,0,0,0,6,6,0,0,0,0,16,0,0,5,8,14,10,3,0,0,46,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,4,3,6,5,0,0,0,0,26,0,0,5,11,10,4,0,0,0,29,0,0,0,3,5,5,0,0,0,15,0,0,4,0,3,6,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,5,0,5,4,0,0,0,19,4,4,9,4,8,12,0,0,0,39
UCL515012,0,0,3,9,11,0,0,0,0,24,0,5,25,28,30,11,0,0,0,89,4,3,0,0,0,3,0,0,0,11,0,0,3,0,0,0,0,0,0,3,9,9,31,23,14,12,3,0,0,96,0,0,3,3,6,6,0,0,0,15,11,8,8,3,0,3,0,0,0,41,10,0,4,0,0,0,0,0,0,20,0,0,12,11,14,9,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,9,0,0,0,0,0,3,0,0,0,5,0,0,3,7,6,3,0,0,0,18,0,0,4,0,0,0,0,0,0,8,0,3,22,7,18,16,4,0,0,67,0,0,4,4,12,4,4,0,0,22,0,4,10,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,8,0,0,0,22,0,0,6,7,0,3,3,0,0,16
UCL515013,4,9,12,8,12,13,6,5,0,62,0,5,22,26,9,10,0,0,0,80,3,10,13,14,6,11,0,0,0,53,0,0,7,3,5,5,0,0,0,23,7,20,55,48,39,29,13,0,0,210,0,0,4,3,5,9,0,0,0,26,23,3,14,13,21,13,4,0,0,81,13,12,23,14,6,7,5,0,0,88,0,11,22,19,22,24,8,0,0,111,0,0,4,6,0,0,0,0,0,9,0,0,3,0,3,7,0,0,0,18,0,0,0,5,7,4,5,0,0,26,0,0,29,33,36,25,4,0,0,144,6,3,11,14,6,7,0,0,0,48,0,3,28,27,27,19,4,0,0,110,0,0,4,5,6,10,0,0,0,35,0,0,11,3,3,11,6,0,0,32,0,0,3,4,7,7,0,0,0,19,3,3,9,7,14,9,4,0,0,40,0,4,21,11,11,9,3,0,0,74
UCL515014,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,9,0,0,9,3,3,7,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,0,0,0,13,0,0,11,3,4,0,0,0,0,14,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,3,0,0,0,0,0,8,0,0,9,3,0,8,3,0,0,30,0,5,16,6,12,7,7,0,0,48,0,0,9,9,8,11,0,0,0,41,0,0,0,0,0,5,0,0,0,3,0,0,4,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4
UCL515015,0,6,18,12,5,7,0,0,0,57,0,3,17,10,16,4,0,0,0,50,13,19,89,56,38,27,5,0,0,259,0,0,3,3,0,0,0,0,0,11,8,8,14,14,19,14,0,0,0,76,0,0,0,0,3,0,0,0,0,13,6,8,6,5,3,8,0,0,0,34,3,0,5,3,3,0,0,0,0,12,0,0,0,8,0,8,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,6,0,4,0,3,0,0,10,0,0,6,4,8,9,4,0,0,39,0,0,0,3,7,5,4,0,0,16,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,4,5,6,0,0,0,20,0,3,5,12,7,3,4,0,0,31
UCL515016,0,0,3,11,4,6,4,4,0,23,0,0,7,7,15,11,0,0,0,51,0,0,4,3,3,11,0,0,0,26,0,0,0,5,0,0,0,0,0,18,0,0,14,16,15,12,7,0,0,65,0,0,0,0,4,0,0,0,0,4,6,5,3,0,0,9,4,0,0,27,0,0,7,5,3,4,0,0,0,21,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,7,0,0,4,0,0,0,0,0,0,9,0,0,3,0,4,3,0,0,0,7,0,0,6,6,3,15,3,0,0,38,0,0,3,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,7,7,0,0,0,0,0,0,10,0,3,9,4,0,3,5,0,0,22
UCL515017,0,0,9,10,7,11,10,3,0,50,0,5,7,11,16,9,5,0,0,44,0,0,0,0,3,3,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,6,17,18,9,27,3,0,0,88,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,4,0,0,15,7,4,12,3,8,7,0,0,0,50,0,0,3,8,5,11,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,7,0,0,0,13,0,0,0,0,5,6,0,0,0,15,0,0,4,0,3,13,3,0,0,21,0,0,0,0,11,0,0,0,0,12,0,0,0,3,3,6,5,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,14,0,0,4,7,5,11,5,0,0,30
UCL515018,0,0,0,0,0,0,0,0,0,0,5,20,61,59,59,54,9,4,0,265,0,0,6,0,4,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,4,0,0,19,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,10,3,0,0,0,0,3,0,0,0,5,0,0,3,4,0,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,7,4,0,0,23,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,5,0,0,4,3,0,0,0,14
UCL515019,3,3,25,15,21,19,11,3,0,107,0,0,5,0,4,0,0,0,0,14,8,20,61,41,39,33,3,0,0,205,4,6,0,5,3,4,0,0,0,22,4,9,18,7,6,10,3,0,0,59,3,10,11,10,8,11,0,0,0,55,10,12,21,13,5,7,3,0,0,70,6,3,4,9,6,8,0,0,0,31,0,0,5,4,10,7,5,0,0,38,0,0,0,5,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,6,0,0,18,0,5,5,6,5,3,6,0,0,22,0,0,10,9,12,14,3,0,0,48,0,0,8,8,9,8,4,0,0,33,0,0,0,5,3,14,10,0,0,37,0,0,0,0,0,0,0,0,0,0,8,15,5,3,6,7,3,0,0,50,0,5,7,6,9,15,0,0,0,48
UCL515020,3,10,41,28,18,22,10,3,0,129,0,0,11,8,11,4,0,0,0,34,0,0,3,4,8,0,3,0,0,19,0,0,9,4,6,13,0,0,0,34,7,13,42,27,23,29,11,0,0,147,0,0,5,0,4,0,0,0,0,18,7,6,19,7,16,6,3,0,0,62,4,4,19,12,17,11,0,0,0,62,3,18,26,11,13,18,5,0,0,97,0,0,3,0,3,4,5,0,0,18,0,0,0,7,0,0,0,0,0,10,0,0,3,0,0,4,3,0,0,12,0,0,16,5,5,3,0,0,0,39,3,0,7,11,10,6,4,0,0,42,0,4,27,40,36,18,8,0,0,129,0,0,15,11,17,16,3,0,0,69,0,5,23,20,17,22,11,0,0,100,0,0,5,0,3,0,0,0,0,8,4,4,20,12,10,8,0,0,0,58,5,6,15,16,13,10,7,3,0,77
UCL515021,0,0,5,0,11,6,3,0,0,23,0,0,6,6,4,6,0,0,0,19,0,4,6,5,0,12,3,0,0,32,0,0,4,4,3,8,0,0,0,15,7,7,13,16,21,3,3,0,0,72,0,0,4,0,3,0,0,0,0,12,12,0,5,9,5,4,0,0,0,34,16,0,3,4,0,0,0,0,0,27,0,0,0,6,8,6,0,0,0,24,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,5,0,0,0,13,0,0,0,0,7,4,0,0,0,15,0,0,0,13,8,15,4,0,0,41,0,0,3,4,4,11,0,0,0,28,0,5,4,3,5,9,4,0,0,22,0,0,0,0,0,4,0,0,0,7,0,0,3,5,3,0,0,0,0,17,0,4,5,0,6,0,0,0,0,16
