UCL_CODE_2021,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Agr_fstry_fsh_15_19,F_Agr_fstry_fsh_20_24,F_Agr_fstry_fsh_25_34,F_Agr_fstry_fsh_35_44,F_Agr_fstry_fsh_45_54,F_Agr_fstry_fsh_55_64,F_Agr_fstry_fsh_65_74,F_Agr_fstry_fsh_75_84,F_Agr_fstry_fsh_85_yr_over,F_Agr_fstry_fsh_Tot,F_Min_15_19_yr,F_Min_20_24_yr,F_Min_25_34_yr,F_Min_35_44_yr,F_Min_45_54_yr,F_Min_55_64_yr,F_Min_65_74_yr,F_Min_75_84_yr,F_Min_85_yr_over,F_Min_Tot,F_Manf_15_19_yr,F_Manf_20_24_yr,F_Manf_25_34_yr,F_Manf_35_44_yr,F_Manf_45_54_yr,F_Manf_55_64_yr,F_Manf_65_74_yr,F_Manf_75_84_yr,F_Manf_85_yr_over,F_Manf_Tot,F_Elec_gas_wtr_wst_sv_15_19,F_Elec_gas_wtr_wst_sv_20_24,F_Elec_gas_wtr_wst_sv_25_34,F_Elec_gas_wtr_wst_sv_35_44,F_Elec_gas_wtr_wst_sv_45_54,F_Elec_gas_wtr_wst_sv_55_64,F_Elec_gas_wtr_wst_sv_65_74,F_Elec_gas_wtr_wst_sv_75_84,F_Elec_gas_wtr_wst_sv_85_over,F_Elec_gas_wtr_wst_sv_Tot,F_Con_15_19_yr,F_Con_20_24_yr,F_Con_25_34_yr,F_Con_35_44_yr,F_Con_45_54_yr,F_Con_55_64_yr,F_Con_65_74_yr,F_Con_75_84_yr,F_Con_85_yr_over,F_Con_Tot,F_Whl_trd_15_19_yr,F_Whl_trd_20_24_yr,F_Whl_trd_25_34_yr,F_Whl_trd_35_44_yr,F_Whl_trd_45_54_yr,F_Whl_trd_55_64_yr,F_Whl_trd_65_74_yr,F_Whl_trd_75_84_yr,F_Whl_trd_85_yr_over,F_Whl_trd_Tot,F_Re_trd_15_19_yr,F_Re_trd_20_24_yr,F_Re_trd_25_34_yr,F_Re_trd_35_44_yr,F_Re_trd_45_54_yr,F_Re_trd_55_64_yr,F_Re_trd_65_74_yr,F_Re_trd_75_84_yr,F_Re_trd_85_yr_over,F_Re_trd_Tot,F_Acc_food_svc_15_19,F_Acc_food_svc_20_24,F_Acc_food_svc_25_34,F_Acc_food_svc_35_44,F_Acc_food_svc_45_54,F_Acc_food_svc_55_64,F_Acc_food_svc_65_74,F_Acc_food_svc_75_84,F_Acc_food_svc_85_yr_over,F_Acc_food_svc_Tot,F_Trp_pos_wh_15_19,F_Trp_pos_wh_20_24,F_Trp_pos_wh_25_34,F_Trp_pos_wh_35_44,F_Trp_pos_wh_45_54,F_Trp_pos_wh_55_64,F_Trp_pos_wh_65_74,F_Trp_pos_wh_75_84,F_Trp_pos_wh_85_yr_over,F_Trp_pos_wh_Tot,F_In_med_tcom_15_19,F_In_med_tcom_20_24,F_In_med_tcom_25_34,F_In_med_tcom_35_44,F_In_med_tcom_45_54,F_In_med_tcom_55_64,F_In_med_tcom_65_74,F_In_med_tcom_75_84,F_In_med_tcom_85_yr_over,F_In_med_tcom_Tot,F_Fin_in_svc_15_19,F_Fin_in_svc_20_24,F_Fin_in_svc_25_34,F_Fin_in_svc_35_44,F_Fin_in_svc_45_54,F_Fin_in_svc_55_64,F_Fin_in_svc_65_74,F_Fin_in_svc_75_84,F_Fin_in_svc_85_yr_over,F_Fin_in_svc_Tot,F_Rnt_hrg_rea_est_serv_15_19,F_Rnt_hrg_rea_est_serv_20_24,F_Rnt_hrg_rea_est_serv_25_34,F_Rnt_hrg_rea_est_serv_35_44,F_Rnt_hrg_rea_est_serv_45_54,F_Rnt_hrg_rea_est_serv_55_64,F_Rnt_hrg_rea_est_serv_65_74,F_Rnt_hrg_rea_est_serv_75_84,F_Rnt_hrg_rea_est_serv_85_ov,F_Rnt_hrg_rea_est_serv_Tot,F_Prof_sc_tech_serv_15_19,F_Prof_sc_tech_serv_20_24,F_Prof_sc_tech_serv_25_34,F_Prof_sc_tech_serv_35_44,F_Prof_sc_tech_serv_45_54,F_Prof_sc_tech_serv_55_64,F_Prof_sc_tech_serv_65_74,F_Prof_sc_tech_serv_75_84,F_Prof_sc_tech_serv_85_over,F_Prof_sc_tech_serv_Tot,F_Adm_sup_serv_15_19,F_Adm_sup_serv_20_24,F_Adm_sup_serv_25_34,F_Adm_sup_serv_35_44,F_Adm_sup_serv_45_54,F_Adm_sup_serv_55_64,F_Adm_sup_serv_65_74,F_Adm_sup_serv_75_84,F_Adm_sup_serv_85_over,F_Adm_sup_serv_Tot,F_PubAd_saf_15_19,F_PubAd_saf_20_24,F_PubAd_saf_25_34,F_PubAd_saf_35_44,F_PubAd_saf_45_54,F_PubAd_saf_55_64,F_PubAd_saf_65_74,F_PubAd_saf_75_84,F_PubAd_saf_85_over,F_PubAd_saf_Tot,F_Ed_trng_15_19,F_Ed_trng_20_24,F_Ed_trng_25_34,F_Ed_trng_35_44,F_Ed_trng_45_54,F_Ed_trng_55_64,F_Ed_trng_65_74,F_Ed_trng_75_84,F_Ed_trng_85_yr_over,F_Ed_trng_Tot,F_Hlth_cre_socia_assist_15_19,F_Hlth_cre_socia_assist_20_24,F_Hlth_cre_socia_assist_25_34,F_Hlth_cre_socia_assist_35_44,F_Hlth_cre_socia_assist_45_54,F_Hlth_cre_socia_assist_55_64,F_Hlth_cre_socia_assist_65_74,F_Hlth_cre_socia_assist_75_84,F_Hlth_cre_socia_assist_85ov,F_Hlth_cre_socia_assist_Tot,F_Arts_rec_svc_15_19,F_Arts_rec_svc_20_24,F_Arts_rec_svc_25_34,F_Arts_rec_svc_35_44,F_Arts_rec_svc_45_54,F_Arts_rec_svc_55_64,F_Arts_rec_svc_65_74,F_Arts_rec_svc_75_84,F_Arts_rec_svc_85_yr_over,F_Arts_rec_svc_Tot,F_Oth_svc_15_19_yr,F_Oth_svc_20_24_yr,F_Oth_svc_25_34_yr,F_Oth_svc_35_44_yr,F_Oth_svc_45_54_yr,F_Oth_svc_55_64_yr,F_Oth_svc_65_74_yr,F_Oth_svc_75_84_yr,F_Oth_svc_85_yr_over,F_Oth_svc_Tot
UCL513005,117,191,510,542,512,344,73,7,0,2305,0,5,4,7,9,6,0,0,0,35,0,9,17,26,12,7,0,0,0,66,0,0,14,11,14,3,0,0,0,49,0,0,6,0,5,3,0,0,0,15,0,4,23,22,18,8,4,0,0,83,0,3,3,8,11,9,3,0,0,44,34,28,52,59,56,40,6,0,0,278,59,26,28,35,22,13,3,0,0,188,0,6,14,6,7,10,0,0,0,43,0,0,3,0,0,0,0,0,0,8,3,0,10,16,12,4,0,0,0,45,0,0,11,12,10,4,0,0,0,28,0,6,24,29,21,13,3,0,0,98,4,6,16,32,25,11,0,0,0,88,0,10,21,18,24,24,4,0,0,93,6,12,59,101,88,35,7,0,0,309,7,28,113,133,124,101,23,0,0,532,6,0,4,14,10,3,0,0,0,39,8,9,45,29,20,12,0,0,0,116
UCL514001,78,130,265,288,279,258,62,12,5,1375,0,0,0,0,3,0,0,0,0,3,4,9,11,21,18,9,0,0,0,68,3,3,15,15,11,3,0,0,0,50,0,3,9,7,7,3,0,0,0,37,0,4,7,3,8,3,0,0,0,25,0,0,3,0,0,0,0,0,0,0,25,10,20,34,43,46,4,0,0,187,36,21,33,27,16,21,4,0,0,157,0,3,6,10,8,9,0,0,0,31,0,0,5,0,0,0,0,0,0,3,0,3,5,11,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,6,4,3,10,4,0,8,0,0,0,25,3,4,12,7,8,7,3,4,0,42,0,4,4,6,23,17,0,0,0,52,0,6,37,43,59,26,12,4,0,186,4,14,40,57,61,60,17,0,0,258,0,0,5,3,0,0,0,0,0,7,3,3,11,11,8,6,3,0,0,48
UCL514002,124,73,261,426,376,260,119,15,0,1654,0,0,5,3,6,6,9,0,0,25,4,0,4,9,3,0,3,0,0,25,0,5,20,32,16,9,0,0,0,82,0,0,0,4,0,3,0,0,0,10,0,0,9,25,20,13,3,0,0,70,0,0,6,4,11,9,0,0,0,33,18,10,22,43,48,32,9,0,0,196,47,20,54,65,45,31,10,0,0,275,0,0,0,8,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,5,11,4,7,5,0,0,34,0,0,8,17,19,12,6,0,0,56,0,0,14,41,24,17,6,0,0,102,3,0,7,30,23,11,4,0,0,77,0,0,5,10,14,11,4,0,0,48,8,5,31,68,59,29,16,0,0,204,4,6,64,69,79,53,10,0,0,279,0,4,9,11,7,4,0,0,0,37,6,0,14,18,26,11,3,0,0,71
UCL514003,125,115,406,463,425,265,87,8,0,1887,0,3,19,7,6,5,0,0,0,38,0,0,3,8,5,0,0,0,0,16,8,7,43,57,20,6,0,0,0,137,0,0,0,0,3,0,0,0,0,7,0,0,6,15,11,6,0,0,0,36,0,0,8,9,7,7,0,0,0,17,32,23,34,73,58,36,9,0,0,258,47,22,76,69,47,25,5,0,0,289,0,0,5,6,3,13,4,0,0,23,0,0,0,0,6,0,0,0,0,6,0,0,9,8,8,3,0,0,0,30,0,0,3,6,16,4,4,0,0,34,0,4,8,36,23,8,0,0,0,91,3,3,12,28,32,16,0,0,0,94,0,0,13,33,13,8,0,0,0,64,7,0,24,69,76,52,15,0,0,250,3,13,68,85,73,57,14,4,0,318,8,3,3,8,6,5,0,0,0,23,4,3,13,21,13,9,4,0,0,68
UCL514004,83,109,247,228,248,276,104,10,0,1308,0,3,3,4,4,3,4,0,0,12,0,0,5,0,0,0,0,0,0,11,4,4,7,11,5,6,0,0,0,38,0,0,4,0,4,3,0,0,0,14,0,8,8,8,9,4,0,0,0,30,0,3,3,4,4,5,0,0,0,16,39,20,20,33,45,35,13,0,0,195,22,21,15,14,18,20,3,0,0,113,0,0,4,0,13,11,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,4,6,3,9,4,0,0,0,26,0,0,3,0,3,0,0,0,0,12,0,6,12,10,12,3,0,0,0,44,3,3,4,14,13,11,3,0,0,46,3,9,20,27,24,26,4,0,0,120,5,12,28,46,42,45,8,0,0,190,11,20,49,54,70,76,29,0,0,317,0,0,0,0,4,0,5,0,0,6,0,4,9,9,11,11,0,0,0,48
UCL515001,5,9,38,25,37,53,27,13,0,207,0,0,0,0,0,3,6,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,5,0,5,8,7,9,4,0,0,35,4,7,7,7,9,3,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,6,0,0,15,0,0,0,6,3,4,0,0,0,10,0,0,0,0,7,0,0,0,0,4,0,0,0,3,6,7,0,0,0,20,0,0,0,8,10,17,8,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,7
UCL515002,14,17,46,63,72,71,17,0,0,311,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,4,5,0,9,4,5,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,0,0,13,0,3,0,0,0,0,0,0,0,11,0,0,6,6,4,10,0,0,0,26,10,0,0,5,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,7,0,0,0,3,5,0,0,0,0,10,0,0,5,0,0,0,0,0,0,5,0,0,0,7,3,3,0,0,0,14,0,0,9,15,18,10,3,0,0,54,5,6,8,14,23,17,4,0,0,66,0,0,0,0,0,0,0,0,0,4,4,0,3,5,0,4,0,0,0,11
UCL515003,13,28,69,79,98,92,43,6,0,428,0,0,0,0,0,0,0,0,0,5,0,0,4,3,3,3,0,0,0,14,0,4,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,7,0,0,0,0,0,4,0,0,0,5,14,5,6,9,16,14,3,0,0,59,9,8,7,4,5,16,6,0,0,45,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,4,5,3,0,0,0,14,0,0,4,9,5,3,0,0,0,17,0,0,3,4,3,0,0,0,0,17,0,0,3,8,8,5,0,0,0,23,0,0,8,11,23,20,3,0,0,83,4,0,10,19,35,36,14,5,0,121,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,10
UCL515004,37,86,171,97,87,42,20,0,0,541,0,4,4,3,6,3,0,0,0,20,0,0,0,3,4,6,0,0,0,12,0,0,3,5,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,8,7,3,4,0,0,0,22,0,0,8,13,4,0,0,0,0,19,4,7,12,11,11,8,5,0,0,57,6,9,10,4,9,4,0,0,0,32,0,0,4,3,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,5,0,0,6,6,3,0,0,0,0,23,0,5,0,8,5,7,0,0,0,21,0,7,14,4,11,3,3,0,0,43,0,3,11,19,10,5,0,0,0,44,5,4,22,14,11,11,0,0,0,67,0,0,0,0,0,0,0,0,0,6,0,0,11,0,3,3,0,0,0,29
UCL515005,32,48,88,109,124,82,22,0,0,506,4,5,0,0,10,0,0,0,0,17,0,0,3,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,6,0,0,0,18,0,0,0,0,0,0,0,0,0,7,17,6,14,13,19,8,0,0,0,81,10,0,8,6,10,0,0,0,0,27,0,0,0,4,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,6,0,6,0,0,0,0,15,0,0,7,8,6,0,0,0,0,25,0,0,7,11,10,9,0,0,0,41,0,0,13,15,16,6,0,0,0,56,0,3,20,38,39,38,8,0,0,139,0,0,0,0,0,0,0,0,0,8,0,6,0,5,9,0,0,0,0,22
UCL515006,35,60,170,165,213,207,88,9,0,947,0,0,9,0,9,15,11,0,0,52,0,0,6,10,0,6,0,0,0,19,0,0,0,0,0,0,4,0,0,10,0,0,3,0,3,3,0,0,0,11,0,0,5,6,10,0,0,0,0,26,0,0,0,0,0,4,0,0,0,7,15,7,19,26,16,27,12,0,0,120,0,9,14,16,8,24,3,0,0,73,0,6,3,6,0,9,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,12,3,4,0,0,0,0,0,0,0,6,0,5,7,9,8,4,3,0,0,29,0,0,9,12,19,9,0,0,0,41,0,7,21,20,24,16,5,0,0,91,5,9,29,32,35,24,9,0,0,140,7,11,43,24,39,66,19,0,0,204,0,0,0,6,0,0,0,0,0,9,0,0,5,3,10,5,0,0,0,26
UCL515007,24,16,58,163,115,70,15,8,0,470,0,0,3,4,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,10,7,0,9,21,10,4,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,13,0,0,0,4,0,0,5,0,0,7,8,4,8,24,5,15,0,0,0,61,13,3,5,17,15,4,0,0,0,54,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,5,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,6,0,0,3,16,3,0,0,0,0,24,0,0,6,5,8,3,0,0,0,23,0,0,0,5,5,0,0,0,0,17,0,0,10,31,24,13,0,0,0,78,0,0,19,28,31,9,0,0,0,81,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,14
UCL515008,21,24,58,108,97,71,11,0,0,391,0,0,0,0,0,0,0,0,0,6,3,0,7,16,20,3,0,0,0,52,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,3,0,0,0,17,7,0,11,5,3,4,0,0,0,33,0,0,3,8,11,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,10,0,0,4,0,0,6,0,0,0,9,0,0,6,5,5,0,0,0,0,16,0,0,9,11,19,14,0,0,0,55,0,6,7,7,10,7,0,0,0,36,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,12
UCL515009,45,16,66,108,117,106,44,14,0,522,0,0,0,0,0,0,0,4,0,7,0,0,0,0,4,0,0,0,0,3,6,4,3,7,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,4,13,3,10,12,14,14,3,0,0,68,8,4,6,15,11,6,3,0,0,63,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,4,8,11,3,4,4,0,0,35,0,0,0,5,9,3,3,0,0,23,0,0,4,11,7,9,0,0,0,32,0,0,13,28,32,23,3,3,0,100,0,0,18,23,36,29,11,0,0,117,0,0,0,3,0,4,0,0,0,10,0,0,4,7,6,0,0,0,0,26
UCL515010,16,38,124,101,112,140,68,6,0,616,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,20,0,0,0,0,3,3,0,0,0,6,5,4,11,0,3,13,4,0,0,41,0,0,3,3,8,12,0,0,0,27,3,0,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,7,0,0,0,0,0,3,0,0,0,9,0,0,3,3,3,3,0,0,0,17,0,0,3,6,4,6,0,0,0,26,0,0,13,16,18,24,8,0,0,93,6,18,24,21,18,17,6,0,0,111,4,8,52,38,44,44,13,0,0,195,0,0,5,3,0,0,0,0,0,10,0,0,3,5,8,5,0,0,0,17
UCL515011,47,36,95,127,127,110,28,5,0,569,0,6,9,3,0,9,3,0,0,34,0,8,5,0,4,0,0,0,0,17,4,3,8,3,0,0,0,0,0,15,0,0,0,5,6,0,0,0,0,10,0,0,4,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,11,6,14,14,16,10,3,0,0,76,16,6,5,4,4,6,0,0,0,44,0,3,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,4,0,0,0,7,5,0,0,0,0,12,0,3,11,5,0,6,0,0,0,34,0,0,9,4,14,10,4,0,0,36,0,4,4,10,17,22,5,0,0,55,4,5,20,22,29,37,4,0,0,120,0,0,0,8,0,0,0,0,0,8,0,0,4,3,0,0,0,0,0,21
UCL515012,46,40,130,109,121,75,19,0,0,540,0,0,0,0,3,0,3,0,0,8,0,4,0,5,6,0,0,0,0,11,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,25,0,0,0,4,3,0,0,0,0,3,12,8,11,10,15,7,4,0,0,70,11,0,6,6,0,0,0,0,0,32,0,0,4,6,4,0,0,0,0,17,0,0,6,0,0,0,0,0,0,6,0,0,6,0,3,0,0,0,0,12,0,0,3,5,0,0,0,0,0,10,0,0,9,4,0,0,0,0,0,21,0,3,3,0,3,3,0,0,0,12,0,0,0,3,13,9,3,0,0,36,0,4,14,25,38,13,0,0,0,93,8,7,48,35,24,24,4,0,0,154,0,0,0,3,3,0,0,0,0,8,4,0,7,5,3,0,0,0,0,23
UCL515013,65,86,281,278,246,221,67,16,3,1270,0,0,3,7,3,3,3,3,0,27,0,0,11,5,4,6,0,0,0,22,4,6,5,8,7,0,5,0,0,31,0,0,0,0,3,0,0,0,0,7,0,0,8,7,3,14,0,0,0,33,3,0,0,0,3,0,0,0,0,19,9,10,24,24,25,14,9,3,0,124,22,30,52,26,16,16,0,0,0,164,3,5,31,19,9,9,3,0,0,83,0,0,0,0,0,6,0,0,0,4,0,0,10,3,4,5,5,0,0,22,0,0,4,10,6,6,3,0,0,33,0,3,24,15,9,13,0,0,0,72,0,7,21,15,9,4,4,0,0,70,0,4,25,24,33,19,4,0,0,100,0,3,22,36,26,26,5,0,0,120,0,3,48,31,35,44,9,0,0,180,0,0,6,3,5,3,0,0,0,23,0,6,11,10,8,8,0,0,0,38
UCL515014,5,14,66,42,46,41,22,5,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,3,7,0,0,0,0,16,0,3,7,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,5,4,5,4,0,0,0,23,0,4,18,12,20,17,0,0,0,71,0,3,22,22,14,18,10,0,0,95,5,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4
UCL515015,32,52,174,137,135,101,32,6,0,665,0,0,5,6,7,4,0,0,0,25,0,0,3,3,0,0,0,0,0,7,9,5,54,27,17,11,0,0,0,120,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,8,5,7,8,11,9,4,0,0,55,11,0,3,0,10,0,3,0,0,34,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,9,0,0,0,0,4,5,0,0,0,10,0,0,6,4,0,9,0,0,0,23,0,0,10,11,22,18,8,0,0,69,3,4,20,21,20,12,0,0,0,86,0,0,0,0,0,0,0,0,0,5,0,0,7,0,4,3,0,0,0,13
UCL515016,10,15,74,57,72,80,39,5,0,359,0,0,0,0,0,0,0,0,0,9,0,0,0,4,4,0,0,0,0,9,0,5,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,6,3,0,0,30,3,0,13,7,7,16,4,0,0,52,0,0,0,0,0,6,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,12,0,0,0,4,3,6,0,0,0,18,0,0,7,3,8,7,4,0,0,25,0,0,13,16,10,10,4,0,0,45,0,3,17,10,10,9,5,3,0,56,0,0,0,0,0,4,0,0,0,5,0,0,6,0,7,3,0,0,0,14
UCL515017,21,22,53,74,85,127,48,9,0,437,0,0,0,4,0,0,10,0,0,18,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,4,4,5,8,16,3,0,0,44,4,7,11,5,16,16,6,0,0,71,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,9,0,4,3,0,0,11,0,0,0,8,3,5,0,0,0,26,0,0,5,0,0,3,0,0,0,14,0,3,4,4,12,16,6,0,0,51,0,0,8,7,13,31,7,0,0,66,0,0,0,0,0,0,5,0,0,4,0,0,4,3,0,3,0,0,0,10
UCL515018,17,26,84,75,88,88,22,4,0,401,0,0,0,0,0,0,0,0,0,0,3,7,7,13,18,16,0,0,0,74,0,5,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,6,4,0,12,13,3,3,0,0,39,4,3,8,7,0,0,0,0,0,18,0,0,3,0,4,4,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,10,0,6,5,6,5,4,0,0,0,11,0,5,13,10,13,10,0,0,0,52,0,7,10,7,5,3,0,0,0,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
UCL515019,49,86,191,150,153,170,56,9,0,874,3,4,11,3,9,6,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,5,12,12,18,9,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,7,6,0,0,4,3,0,0,17,12,9,11,23,13,14,8,0,0,88,12,4,6,12,17,7,0,0,0,61,0,0,0,5,4,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,0,0,0,0,15,0,0,6,0,0,0,0,0,0,5,0,0,0,4,3,5,4,0,0,13,0,3,3,4,0,4,0,0,0,23,3,0,14,8,10,3,6,0,0,39,5,7,26,21,22,26,3,0,0,119,3,21,25,28,26,32,10,0,0,139,0,5,0,0,0,0,0,0,0,5,5,0,6,0,3,6,0,0,0,22
UCL515020,39,79,300,217,228,202,87,6,0,1166,0,13,24,9,6,10,3,0,0,61,0,0,4,0,0,3,0,0,0,14,0,5,4,0,0,4,0,0,0,14,0,0,5,0,0,0,0,0,0,3,0,3,6,5,0,6,0,0,0,27,0,0,0,0,0,0,0,0,0,3,12,8,19,26,21,23,14,0,0,116,12,7,28,16,10,13,5,0,0,98,0,4,14,7,13,9,4,0,0,41,0,0,0,0,3,0,0,0,0,10,0,0,9,4,0,4,0,0,0,12,0,0,3,0,4,3,0,0,0,9,0,3,13,18,10,6,0,0,0,54,4,0,15,9,7,11,0,0,0,44,4,4,27,40,30,11,0,0,0,120,0,15,64,39,49,40,7,0,0,211,9,15,94,78,45,59,13,0,0,323,0,0,0,4,0,0,0,0,0,10,0,0,6,13,9,10,5,0,0,44
UCL515021,42,25,51,70,91,94,32,0,0,408,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,5,0,0,0,3,13,0,3,6,10,5,3,0,0,43,8,7,5,7,0,0,0,3,0,28,0,0,0,0,7,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,3,3,10,6,0,0,0,22,0,0,0,0,3,5,0,0,0,9,0,0,3,4,5,5,0,0,0,24,0,5,9,11,11,18,3,0,0,59,0,4,10,17,28,23,6,6,0,84,0,0,0,5,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,10
