UCL_CODE_2021,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Agr_fstry_fsh_15_19,F_Agr_fstry_fsh_20_24,F_Agr_fstry_fsh_25_34,F_Agr_fstry_fsh_35_44,F_Agr_fstry_fsh_45_54,F_Agr_fstry_fsh_55_64,F_Agr_fstry_fsh_65_74,F_Agr_fstry_fsh_75_84,F_Agr_fstry_fsh_85_yr_over,F_Agr_fstry_fsh_Tot,F_Min_15_19_yr,F_Min_20_24_yr,F_Min_25_34_yr,F_Min_35_44_yr,F_Min_45_54_yr,F_Min_55_64_yr,F_Min_65_74_yr,F_Min_75_84_yr,F_Min_85_yr_over,F_Min_Tot,F_Manf_15_19_yr,F_Manf_20_24_yr,F_Manf_25_34_yr,F_Manf_35_44_yr,F_Manf_45_54_yr,F_Manf_55_64_yr,F_Manf_65_74_yr,F_Manf_75_84_yr,F_Manf_85_yr_over,F_Manf_Tot,F_Elec_gas_wtr_wst_sv_15_19,F_Elec_gas_wtr_wst_sv_20_24,F_Elec_gas_wtr_wst_sv_25_34,F_Elec_gas_wtr_wst_sv_35_44,F_Elec_gas_wtr_wst_sv_45_54,F_Elec_gas_wtr_wst_sv_55_64,F_Elec_gas_wtr_wst_sv_65_74,F_Elec_gas_wtr_wst_sv_75_84,F_Elec_gas_wtr_wst_sv_85_over,F_Elec_gas_wtr_wst_sv_Tot,F_Con_15_19_yr,F_Con_20_24_yr,F_Con_25_34_yr,F_Con_35_44_yr,F_Con_45_54_yr,F_Con_55_64_yr,F_Con_65_74_yr,F_Con_75_84_yr,F_Con_85_yr_over,F_Con_Tot,F_Whl_trd_15_19_yr,F_Whl_trd_20_24_yr,F_Whl_trd_25_34_yr,F_Whl_trd_35_44_yr,F_Whl_trd_45_54_yr,F_Whl_trd_55_64_yr,F_Whl_trd_65_74_yr,F_Whl_trd_75_84_yr,F_Whl_trd_85_yr_over,F_Whl_trd_Tot,F_Re_trd_15_19_yr,F_Re_trd_20_24_yr,F_Re_trd_25_34_yr,F_Re_trd_35_44_yr,F_Re_trd_45_54_yr,F_Re_trd_55_64_yr,F_Re_trd_65_74_yr,F_Re_trd_75_84_yr,F_Re_trd_85_yr_over,F_Re_trd_Tot,F_Acc_food_svc_15_19,F_Acc_food_svc_20_24,F_Acc_food_svc_25_34,F_Acc_food_svc_35_44,F_Acc_food_svc_45_54,F_Acc_food_svc_55_64,F_Acc_food_svc_65_74,F_Acc_food_svc_75_84,F_Acc_food_svc_85_yr_over,F_Acc_food_svc_Tot,F_Trp_pos_wh_15_19,F_Trp_pos_wh_20_24,F_Trp_pos_wh_25_34,F_Trp_pos_wh_35_44,F_Trp_pos_wh_45_54,F_Trp_pos_wh_55_64,F_Trp_pos_wh_65_74,F_Trp_pos_wh_75_84,F_Trp_pos_wh_85_yr_over,F_Trp_pos_wh_Tot,F_In_med_tcom_15_19,F_In_med_tcom_20_24,F_In_med_tcom_25_34,F_In_med_tcom_35_44,F_In_med_tcom_45_54,F_In_med_tcom_55_64,F_In_med_tcom_65_74,F_In_med_tcom_75_84,F_In_med_tcom_85_yr_over,F_In_med_tcom_Tot,F_Fin_in_svc_15_19,F_Fin_in_svc_20_24,F_Fin_in_svc_25_34,F_Fin_in_svc_35_44,F_Fin_in_svc_45_54,F_Fin_in_svc_55_64,F_Fin_in_svc_65_74,F_Fin_in_svc_75_84,F_Fin_in_svc_85_yr_over,F_Fin_in_svc_Tot,F_Rnt_hrg_rea_est_serv_15_19,F_Rnt_hrg_rea_est_serv_20_24,F_Rnt_hrg_rea_est_serv_25_34,F_Rnt_hrg_rea_est_serv_35_44,F_Rnt_hrg_rea_est_serv_45_54,F_Rnt_hrg_rea_est_serv_55_64,F_Rnt_hrg_rea_est_serv_65_74,F_Rnt_hrg_rea_est_serv_75_84,F_Rnt_hrg_rea_est_serv_85_ov,F_Rnt_hrg_rea_est_serv_Tot,F_Prof_sc_tech_serv_15_19,F_Prof_sc_tech_serv_20_24,F_Prof_sc_tech_serv_25_34,F_Prof_sc_tech_serv_35_44,F_Prof_sc_tech_serv_45_54,F_Prof_sc_tech_serv_55_64,F_Prof_sc_tech_serv_65_74,F_Prof_sc_tech_serv_75_84,F_Prof_sc_tech_serv_85_over,F_Prof_sc_tech_serv_Tot,F_Adm_sup_serv_15_19,F_Adm_sup_serv_20_24,F_Adm_sup_serv_25_34,F_Adm_sup_serv_35_44,F_Adm_sup_serv_45_54,F_Adm_sup_serv_55_64,F_Adm_sup_serv_65_74,F_Adm_sup_serv_75_84,F_Adm_sup_serv_85_over,F_Adm_sup_serv_Tot,F_PubAd_saf_15_19,F_PubAd_saf_20_24,F_PubAd_saf_25_34,F_PubAd_saf_35_44,F_PubAd_saf_45_54,F_PubAd_saf_55_64,F_PubAd_saf_65_74,F_PubAd_saf_75_84,F_PubAd_saf_85_over,F_PubAd_saf_Tot,F_Ed_trng_15_19,F_Ed_trng_20_24,F_Ed_trng_25_34,F_Ed_trng_35_44,F_Ed_trng_45_54,F_Ed_trng_55_64,F_Ed_trng_65_74,F_Ed_trng_75_84,F_Ed_trng_85_yr_over,F_Ed_trng_Tot,F_Hlth_cre_socia_assist_15_19,F_Hlth_cre_socia_assist_20_24,F_Hlth_cre_socia_assist_25_34,F_Hlth_cre_socia_assist_35_44,F_Hlth_cre_socia_assist_45_54,F_Hlth_cre_socia_assist_55_64,F_Hlth_cre_socia_assist_65_74,F_Hlth_cre_socia_assist_75_84,F_Hlth_cre_socia_assist_85ov,F_Hlth_cre_socia_assist_Tot,F_Arts_rec_svc_15_19,F_Arts_rec_svc_20_24,F_Arts_rec_svc_25_34,F_Arts_rec_svc_35_44,F_Arts_rec_svc_45_54,F_Arts_rec_svc_55_64,F_Arts_rec_svc_65_74,F_Arts_rec_svc_75_84,F_Arts_rec_svc_85_yr_over,F_Arts_rec_svc_Tot,F_Oth_svc_15_19_yr,F_Oth_svc_20_24_yr,F_Oth_svc_25_34_yr,F_Oth_svc_35_44_yr,F_Oth_svc_45_54_yr,F_Oth_svc_55_64_yr,F_Oth_svc_65_74_yr,F_Oth_svc_75_84_yr,F_Oth_svc_85_yr_over,F_Oth_svc_Tot
UCL515022,62,95,200,173,172,177,70,14,0,971,0,7,16,11,11,6,0,0,0,51,0,0,3,0,0,0,0,0,0,3,0,0,6,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,16,0,0,0,0,6,3,0,0,0,21,20,13,15,22,30,21,5,0,0,122,22,8,15,14,9,11,3,0,0,79,0,4,0,0,9,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,0,0,0,10,0,0,4,3,0,0,0,0,0,8,0,4,3,3,5,5,0,0,0,18,0,3,6,7,7,6,5,0,0,38,0,0,9,11,21,12,0,0,0,48,0,0,24,31,38,35,7,0,0,129,3,11,44,23,40,53,19,0,0,186,0,0,0,6,0,0,0,0,0,13,0,6,12,4,9,7,0,0,0,41
UCL515023,29,65,131,100,117,107,45,7,0,600,0,0,3,5,4,6,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,0,3,7,0,4,0,0,0,0,19,11,11,11,9,10,17,4,0,0,74,14,7,7,9,7,0,3,0,0,49,0,0,0,0,3,3,0,0,0,13,4,0,0,4,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,9,9,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,10,0,0,6,4,11,3,0,0,0,26,5,3,19,18,13,15,0,0,0,84,0,7,21,18,21,29,11,0,0,106,0,0,4,0,0,0,0,0,0,10,3,3,4,10,5,0,0,0,0,20
UCL515024,16,28,62,52,58,90,35,3,0,351,0,8,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,7,0,4,6,7,17,3,6,0,0,43,0,0,3,0,4,6,4,0,0,21,0,0,0,4,0,4,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,10,0,0,0,0,3,3,0,0,0,9,0,4,4,8,5,4,0,0,0,19,0,3,19,19,10,6,0,0,0,60,0,7,10,14,12,18,7,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL515025,27,28,69,57,79,67,31,8,0,366,0,0,6,6,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0,3,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,4,0,0,0,10,5,0,9,7,6,13,0,0,0,43,6,3,3,3,9,7,0,0,0,24,0,0,0,3,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,6,0,0,0,0,5,0,0,0,0,4,0,4,3,0,0,0,0,0,0,14,0,0,0,0,5,0,0,0,0,6,0,4,11,3,10,8,4,0,0,34,0,0,7,14,15,9,0,0,0,47,0,0,9,13,17,18,6,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
UCL515026,31,72,161,110,111,76,19,0,0,581,0,0,0,0,0,0,0,0,0,4,0,0,7,3,0,3,0,0,0,17,0,4,8,0,3,3,0,0,0,18,0,0,7,0,3,0,0,0,0,9,0,0,10,6,3,3,0,0,0,21,0,0,5,0,0,0,0,0,0,4,9,11,18,10,18,6,0,0,0,72,12,5,3,0,4,0,0,0,0,27,0,0,8,3,11,4,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,9,4,3,0,0,0,0,19,0,0,0,3,0,0,0,0,0,6,0,0,5,6,6,0,0,0,0,14,0,4,3,6,6,5,0,0,0,26,0,0,8,8,7,8,0,0,0,24,0,11,22,10,16,9,8,0,0,59,4,12,38,21,22,18,0,0,0,117,0,0,0,3,0,0,0,0,0,3,0,0,5,3,0,4,0,0,0,22
UCL515027,47,81,169,139,166,156,64,9,0,827,0,3,0,3,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,10,0,3,0,4,8,7,0,0,0,13,16,14,15,23,15,10,11,0,0,99,8,4,6,6,14,4,0,0,0,46,0,0,0,5,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,10,0,5,4,0,0,0,28,0,0,4,0,0,0,0,0,0,11,0,3,3,3,3,4,3,0,0,20,0,0,3,0,6,6,0,0,0,17,3,5,9,14,11,0,6,0,0,50,0,10,20,28,36,34,9,0,0,148,5,20,59,41,49,59,10,0,0,241,0,0,0,0,0,0,0,0,0,12,0,7,4,9,7,4,0,0,0,32
UCL515028,50,99,417,409,410,263,53,0,0,1698,0,0,0,0,0,0,0,0,0,5,0,26,128,90,59,21,0,0,0,331,0,0,0,0,0,0,0,0,0,5,0,0,4,6,0,3,0,0,0,16,0,3,8,0,6,0,0,0,0,19,0,0,3,5,4,0,0,0,0,12,3,14,25,28,14,11,0,0,0,97,15,8,14,13,4,5,0,0,0,65,0,6,4,9,9,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,4,4,0,11,10,5,0,0,0,0,35,0,0,7,7,0,0,0,0,0,18,0,5,21,21,16,10,4,0,0,67,0,8,16,20,13,12,0,0,0,69,0,11,43,27,36,14,4,0,0,128,5,9,51,40,20,14,3,0,0,142,0,3,4,3,0,0,0,0,0,13,4,4,15,7,5,3,0,0,0,32
UCL515029,11,28,123,148,129,99,11,0,0,543,0,0,0,0,0,0,0,0,0,0,0,10,28,26,19,16,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,0,0,14,0,5,3,0,7,0,0,0,0,20,0,5,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,4,0,7,3,5,3,0,0,0,26,0,0,0,7,0,0,0,0,0,13,0,4,8,8,9,3,0,0,0,35,0,0,5,8,5,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
UCL515030,55,61,117,133,143,133,42,10,0,688,0,0,0,4,6,0,0,0,0,17,0,6,3,7,5,0,0,0,0,31,6,3,7,11,7,5,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,6,0,0,0,29,3,0,0,0,3,0,0,0,0,4,16,12,20,7,23,12,0,0,0,95,27,10,6,10,8,10,0,0,0,70,0,0,0,0,5,7,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,6,4,0,0,0,0,0,13,0,0,5,4,6,0,0,0,0,23,4,5,3,0,9,8,0,0,0,24,0,5,0,4,13,10,0,0,0,35,4,3,14,19,25,25,3,0,0,93,8,10,20,30,28,37,6,0,0,141,4,0,11,7,4,6,0,0,0,30,0,0,7,4,4,5,0,0,0,25
UCL515031,32,31,78,114,126,134,63,20,0,596,0,0,0,3,0,5,14,9,0,33,0,0,5,6,5,4,0,0,0,16,0,3,0,0,5,3,0,0,0,19,0,0,0,0,0,0,4,0,0,5,0,0,0,4,3,5,0,0,0,16,0,6,3,0,0,0,3,0,0,8,13,0,13,21,20,25,7,0,0,97,12,8,8,12,11,15,0,0,0,64,0,0,0,0,5,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,5,0,0,12,0,4,3,3,5,4,3,0,0,29,0,0,3,6,6,7,0,0,0,22,0,0,3,5,11,9,0,0,0,32,0,3,6,17,18,21,7,0,0,77,0,4,8,17,41,22,5,0,0,97,0,0,0,3,0,0,0,0,0,3,0,4,0,7,7,0,0,0,0,14
UCL515032,23,28,61,69,104,69,9,0,0,376,0,0,0,5,0,0,0,0,0,10,0,0,7,4,3,3,0,0,0,10,0,0,3,4,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,14,0,0,0,3,0,0,0,0,0,6,9,9,6,3,9,6,0,0,0,46,10,0,0,0,6,5,0,0,0,20,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,3,0,0,0,0,0,9,0,5,8,7,8,4,0,0,0,25,0,0,0,6,0,0,0,0,0,9,0,0,4,3,5,4,0,0,0,17,0,0,3,14,15,8,3,0,0,57,3,5,16,10,11,9,4,0,0,60,0,0,0,0,0,0,0,0,0,3,0,3,0,5,6,4,0,0,0,20
UCL515033,38,47,207,300,206,136,21,3,0,960,0,0,0,0,0,0,0,0,0,3,3,7,39,45,34,15,0,0,0,150,0,0,5,3,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,3,6,4,0,0,0,0,16,0,0,0,0,0,3,0,0,0,14,6,3,10,10,3,3,0,0,0,40,9,3,12,12,10,5,0,0,0,51,0,0,3,8,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,10,12,9,3,0,0,0,41,0,6,12,16,12,9,5,0,0,52,4,6,36,44,24,18,5,0,0,140,0,0,29,28,12,16,0,0,0,88,0,0,0,0,0,0,0,0,0,5,0,0,6,10,0,0,0,0,0,21
UCL515034,17,39,126,108,135,107,25,7,0,565,0,0,4,0,0,0,0,0,0,11,0,0,5,5,9,0,0,0,0,17,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,10,0,0,3,0,0,4,0,0,0,13,4,8,8,18,15,7,0,0,0,73,6,8,10,9,5,0,0,0,0,42,0,0,3,3,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,0,0,0,0,8,0,0,3,0,3,3,0,0,0,14,0,0,12,3,3,5,3,0,0,24,0,5,0,8,6,5,0,0,0,18,0,0,3,3,6,9,0,0,0,18,0,8,10,11,10,11,8,0,0,58,4,6,16,33,32,22,3,0,0,115,0,0,0,4,0,0,0,0,0,9,3,7,14,0,3,4,0,0,0,27
UCL515035,12,12,47,45,34,62,24,0,0,239,5,0,3,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,7,3,4,0,4,5,4,4,0,0,31,6,0,0,4,0,5,0,0,0,12,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,3,0,0,18,0,3,0,11,9,4,0,0,0,28,0,0,15,6,12,20,6,0,0,59,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11
UCL515036,28,37,80,76,101,108,31,8,0,461,0,0,3,5,0,0,0,0,0,12,0,3,3,12,7,0,0,0,0,23,8,0,8,7,4,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,3,15,6,10,0,0,0,44,6,0,0,0,6,0,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,9,0,5,0,0,0,6,0,0,0,13,0,0,0,12,6,8,5,0,0,28,0,0,8,17,9,10,4,0,0,52,0,8,8,11,27,22,6,0,0,86,0,0,0,0,3,0,0,0,0,12,0,5,7,9,0,0,0,0,0,12
UCL515037,33,43,214,237,154,122,14,0,0,822,0,0,0,0,0,0,0,0,0,0,0,9,47,32,15,9,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,10,3,11,4,3,4,0,0,0,26,7,0,3,5,5,3,0,0,0,32,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,5,15,6,4,0,0,0,34,0,0,0,12,0,6,0,0,0,24,0,4,19,28,13,5,0,0,0,70,7,5,18,21,21,4,0,0,0,73,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,0,0,0,0,10
UCL515038,26,22,76,68,83,114,49,8,0,456,0,0,4,6,0,3,8,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,10,0,0,0,0,3,3,0,0,0,4,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,9,7,0,4,11,12,11,0,0,0,48,7,0,4,7,6,7,0,0,0,36,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,3,10,0,0,4,0,0,0,17,0,0,8,0,5,8,0,0,0,13,0,0,5,10,9,4,4,0,0,36,0,4,10,10,18,13,0,0,0,59,0,5,10,20,28,33,7,5,0,104,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,8,0,0,0,12
UCL521001,17,6,15,28,32,22,9,0,0,137,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,0,0,0,12,4,0,0,4,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,6,0,0,5,5,12,3,0,0,0,23,0,0,0,4,5,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,10
UCL521002,12,6,23,33,36,24,13,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,5,0,4,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,5,0,0,0,4,4,0,6,0,0,16,0,0,6,0,10,3,3,0,0,24,0,3,0,3,7,4,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,11
UCL521003,3,3,16,24,22,30,14,3,0,122,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,6,0,0,0,14,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,9,0,0,0,10,3,6,0,0,0,18,0,0,0,5,9,10,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL521004,0,3,15,11,11,5,0,0,0,56,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,3,8,4,0,3,0,0,0,28,0,0,6,3,3,0,0,0,0,14,0,0,3,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
UCL521005,0,20,44,54,53,63,18,4,0,254,0,0,0,0,0,0,0,0,0,9,0,0,8,11,7,4,0,0,0,40,0,8,6,6,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,7,0,0,0,16,0,0,6,0,4,7,0,0,0,22,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,4,0,0,3,0,0,0,15,0,0,8,8,6,7,5,0,0,30,0,0,0,3,3,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,7
UCL521006,11,17,27,41,45,48,10,3,0,190,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,6,7,4,4,0,0,0,31,8,3,0,0,4,0,0,0,0,15,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,4,0,0,0,7,0,0,3,10,10,13,0,0,0,42,0,0,3,8,10,14,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
UCL521007,10,13,12,11,12,20,11,0,0,89,0,6,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,3,0,0,0,6,0,0,3,3,6,3,0,0,0,13,0,0,6,10,3,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL521008,0,10,15,11,15,21,9,5,0,93,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,6,0,3,0,0,0,9,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,3,0,0,0,9,0,0,0,8,8,4,0,0,0,20,0,0,4,5,7,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL521009,5,10,26,31,25,29,11,0,0,132,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4,0,0,0,16,0,0,3,6,4,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10
