UCL_CODE_2021,M_15_19_Mgrs,M_15_19_Profnls,M_15_19_Techs_trades_workers,M_15_19_Comm_psnl_serv_wrkrs,M_15_19_Cler_admin_wrkrs,M_15_19_Sales_wrkrs,M_15_19_Mach_oper_dvrs,M_15_19_Labrs,M_15_19_Inad_desc_Ns,M_15_19_Tot,M_20_24_Mgrs,M_20_24_Profnls,M_20_24_Techs_trades_wrkrs,M_20_24_Comm_psnl_serv_wrkrs,M_20_24_Cler_admin_wrkrs,M_20_24_Sales_wrkrs,M_20_24_Mach_oper_dvrs,M_20_24_Labrs,M_20_24_Inad_desc_Ns,M_20_24_Tot,M_25_34_Mgrs,M_25_34_Profnls,M_25_34_Techs_trades_wrkrs,M_25_34_Comm_psnl_serv_wrkrs,M_25_34_Cler_admin_wrkrs,M_25_34_Sales_wrkrs,M_25_34_Mach_oper_dvrs,M_25_34_Labrs,M_25_34_Inad_desc_Ns,M_25_34_Tot,M_35_44_Mgrs,M_35_44_Profnls,M_35_44_Techs_trades_wrkrs,M_35_44_Comm_psnl_serv_wrkrs,M_35_44_Cler_admin_wrkrs,M_35_44_Sales_wrkrs,M_35_44_Mach_oper_dvrs,M_35_44_Labrs,M_35_44_Inad_desc_Ns,M_35_44_Tot,M_45_54_Mgrs,M_45_54_Profnls,M_45_54_Techs_trades_wrkrs,M_45_54_Comm_psnl_serv_wrkrs,M_45_54_Cler_admin_wrkrs,M_45_54_Sales_wrkrs,M_45_54_Mach_oper_dvrs,M_45_54_Labrs,M_45_54_Inad_desc_Ns,M_45_54_Tot,M_55_64_Mgrs,M_55_64_Profnls,M_55_64_Techs_trades_wrkrs,M_55_64_Comm_psnl_serv_wrkrs,M_55_64_Cler_admin_wrkrs,M_55_64_Sales_wrkrs,M_55_64_Mach_oper_dvrs,M_55_64_Labrs,M_55_64_Inad_desc_Ns,M_55_64_Tot,M_65_74_Mgrs,M_65_74_Profnls,M_65_74_Techs_trades_wrkrs,M_65_74_Comm_psnl_serv_wrkrs,M_65_74_Cler_admin_wrkrs,M_65_74_Sales_wrkrs,M_65_74_Mach_oper_dvrs,M_65_74_Labrs,M_65_74_Inad_desc_Ns,M_65_74_Tot,M_75_84_Mgrs,M_75_84_Profnls,M_75_84_Techs_trades_wrkrs,M_75_84_Comm_psnl_serv_wrkrs,M_75_84_Cler_admin_wrkrs,M_75_84_Sales_wrkrs,M_75_84_Mach_oper_dvrs,M_75_84_Labrs,M_75_84_Inad_desc_Ns,M_75_84_Tot,M_85_yr_over_Mgrs,M_85_yr_over_Profnls,M_85ov_Techs_trades_wrkrs,M_85ov_Com_psnl_serv_wrkrs,M_85_yr_over_Cler_admin_wrkrs,M_85_yr_over_Sales_wrkrs,M_85_yr_over_Mach_oper_dvrs,M_85_yr_over_Labrs,M_85_yr_over_Inad_desc_Ns,M_85_yr_over_Tot,M_Tot_Mgrs,M_Tot_Profnls,M_Tot_Techs_trades_wrkrs,M_Tot_Comm_psnl_serv_wrkrs,M_Tot_Cler_admin_wrkrs,M_Tot_Sales_wrkrs,M_Tot_Mach_oper_dvrs,M_Tot_Labrs,M_Tot_Inad_desc_Ns,M_Tot_Tot,F_15_19_Mgrs,F_15_19_Profnls,F_15_19_Techs_trades_workers,F_15_19_Comm_psnl_serv_wrkrs,F_15_19_Cler_admin_wrkrs,F_15_19_Sales_wrkrs,F_15_19_Mach_oper_dvrs,F_15_19_Labrs,F_15_19_Inad_desc_Ns,F_15_19_Tot,F_20_24_Mgrs,F_20_24_Profnls,F_20_24_Techs_trades_wrkrs,F_20_24_Comm_psnl_serv_wrkrs,F_20_24_Cler_admin_wrkrs,F_20_24_Sales_wrkrs,F_20_24_Mach_oper_dvrs,F_20_24_Labrs,F_20_24_Inad_desc_Ns,F_20_24_Tot,F_25_34_Mgrs,F_25_34_Profnls,F_25_34_Techs_trades_wrkrs,F_25_34_Comm_psnl_serv_wrkrs,F_25_34_Cler_admin_wrkrs,F_25_34_Sales_wrkrs,F_25_34_Mach_oper_dvrs,F_25_34_Labrs,F_25_34_Inad_desc_Ns,F_25_34_Tot,F_35_44_Mgrs,F_35_44_Profnls,F_35_44_Techs_trades_wrkrs,F_35_44_Comm_psnl_serv_wrkrs,F_35_44_Cler_admin_wrkrs,F_35_44_Sales_wrkrs,F_35_44_Mach_oper_dvrs,F_35_44_Labrs,F_35_44_Inad_desc_Ns,F_35_44_Tot,F_45_54_Mgrs,F_45_54_Profnls,F_45_54_Techs_trades_wrkrs,F_45_54_Comm_psnl_serv_wrkrs,F_45_54_Cler_admin_wrkrs,F_45_54_Sales_wrkrs,F_45_54_Mach_oper_dvrs,F_45_54_Labrs,F_45_54_Inad_desc_Ns,F_45_54_Tot,F_55_64_Mgrs,F_55_64_Profnls,F_55_64_Techs_trades_wrkrs,F_55_64_Comm_psnl_serv_wrkrs,F_55_64_Cler_admin_wrkrs,F_55_64_Sales_wrkrs,F_55_64_Mach_oper_dvrs,F_55_64_Labrs,F_55_64_Inad_desc_Ns,F_55_64_Tot,F_65_74_Mgrs,F_65_74_Profnls,F_65_74_Techs_trades_wrkrs,F_65_74_Comm_psnl_serv_wrkrs,F_65_74_Cler_admin_wrkrs,F_65_74_Sales_wrkrs,F_65_74_Mach_oper_dvrs,F_65_74_Labrs,F_65_74_Inad_desc_Ns,F_65_74_Tot,F_75_84_Mgrs,F_75_84_Profnls,F_75_84_Techs_trades_wrkrs,F_75_84_Comm_psnl_serv_wrkrs,F_75_84_Cler_admin_wrkrs,F_75_84_Sales_wrkrs,F_75_84_Mach_oper_dvrs,F_75_84_Labrs,F_75_84_Inad_desc_Ns,F_75_84_Tot,F_85_yr_over_Mgrs,F_85_yr_over_Profnls,F_85_yr_over_Techs_tra_wrkrs,F_85ov_Com_psnl_serv_wrkrs,F_85ov_Cler_admin_wrkrs,F_85_yr_over_Sales_wrkrs,F_85_yr_over_Mach_oper_dvrs,F_85_yr_over_Labrs,F_85_yr_over_Inad_desc_Ns,F_85_yr_over_Tot,F_Tot_Mgrs,F_Tot_Profnls,F_Tot_Techs_trades_wrkrs,F_Tot_Comm_psnl_serv_wrkrs,F_Tot_Cler_admin_wrkrs,F_Tot_Sales_wrkrs,F_Tot_Mach_oper_dvrs,F_Tot_Labrs,F_Tot_Inad_desc_Ns,F_Tot_Tot
UCL515022,0,0,14,3,0,12,7,19,0,62,6,8,27,4,0,3,20,28,0,95,24,11,52,8,3,12,27,46,5,200,28,14,37,9,0,11,34,36,6,173,27,14,37,9,8,14,36,31,0,172,26,15,31,7,5,3,46,40,7,177,11,7,15,4,4,0,12,13,0,70,9,0,0,0,3,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,130,70,219,51,24,62,181,215,18,971,0,0,6,18,3,27,0,5,3,60,0,8,5,18,9,9,0,11,0,65,11,33,13,32,21,14,0,27,3,161,17,38,9,29,32,17,0,26,0,162,21,25,17,38,31,15,3,29,3,178,11,21,13,40,36,16,0,39,3,175,5,3,0,11,10,5,0,3,0,47,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,66,124,58,174,154,108,10,142,11,852
UCL515023,0,0,8,0,0,7,6,9,0,29,0,4,31,3,0,6,8,13,0,65,7,14,42,8,4,3,25,23,4,131,17,11,36,3,5,9,13,6,3,100,16,20,29,10,6,0,25,11,5,117,13,5,19,6,8,3,31,12,0,107,6,8,6,0,0,5,21,0,6,45,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,64,57,169,28,23,34,126,68,15,600,0,0,0,10,0,15,4,8,0,42,5,3,7,9,8,9,0,0,0,43,14,26,3,19,23,6,0,5,0,100,15,19,11,18,21,0,7,4,0,94,13,21,6,13,20,9,0,19,0,101,15,18,0,20,17,7,3,16,0,93,0,4,0,4,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,90,28,96,95,56,9,51,8,489
UCL515024,0,0,10,3,0,4,0,4,0,16,0,0,17,0,0,6,0,4,0,28,3,6,20,9,7,4,4,11,0,62,11,8,17,0,4,0,6,5,0,52,13,3,13,0,0,0,15,11,3,58,9,8,18,4,3,5,29,14,0,90,4,0,5,0,0,0,13,3,0,35,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,34,102,13,13,23,72,52,5,351,0,0,0,0,0,0,3,5,0,13,0,3,0,4,5,0,0,4,0,26,5,16,0,14,7,5,0,9,0,58,12,16,0,11,18,9,0,7,0,60,0,5,5,13,20,7,3,6,0,63,7,12,4,12,18,4,4,9,0,66,4,0,0,6,4,5,0,4,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,54,7,69,74,28,8,37,3,315
UCL515025,0,0,6,4,0,4,0,15,4,27,0,0,14,0,0,0,4,5,0,28,3,0,16,4,0,4,8,26,0,69,11,7,17,3,0,0,10,13,0,57,8,13,12,7,0,0,14,13,0,79,7,5,11,4,0,8,18,14,3,67,3,0,9,3,0,0,6,7,0,31,3,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,34,27,86,19,12,22,57,99,14,366,0,0,0,11,0,5,0,0,3,19,0,0,0,5,4,4,0,0,0,18,3,15,0,9,13,3,0,9,3,62,9,13,5,13,9,7,0,5,0,56,4,14,5,14,14,4,3,10,0,78,7,12,3,8,10,16,0,15,0,72,4,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,52,13,60,60,36,8,44,11,324
UCL515026,0,0,10,0,4,3,5,12,0,31,0,4,41,0,0,0,7,13,0,72,7,7,76,5,8,5,25,14,11,161,13,11,30,10,7,0,23,16,3,110,8,8,33,3,8,4,27,17,0,111,12,4,16,5,6,0,21,14,4,76,3,0,5,0,0,0,5,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,33,202,24,26,14,120,89,18,581,0,0,3,4,0,13,0,4,0,35,0,4,5,24,6,7,0,9,0,51,16,27,15,27,31,11,9,3,4,151,15,19,6,9,23,10,0,10,0,92,11,14,4,22,31,5,0,13,0,104,5,5,4,11,26,3,4,6,0,65,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,77,36,103,124,48,19,47,14,510
UCL515027,0,0,10,3,0,9,0,13,0,47,0,4,28,6,3,3,11,16,0,81,14,16,49,15,0,3,24,48,3,169,23,18,30,11,0,9,12,19,0,139,28,19,47,11,5,11,21,22,4,166,29,22,41,3,8,6,26,22,7,156,15,18,6,4,3,4,13,7,0,64,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,107,93,217,58,24,45,111,153,22,827,0,3,0,7,6,12,0,14,0,41,3,17,6,26,10,11,0,5,0,74,9,48,8,39,21,12,0,10,0,157,21,30,9,36,34,16,3,17,0,159,18,38,7,34,30,14,0,11,5,159,10,43,7,31,24,14,4,23,0,148,9,18,4,9,7,4,0,0,0,54,0,4,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,68,197,40,178,132,88,7,86,6,799
UCL515028,4,0,8,3,0,10,6,15,0,50,0,9,42,0,6,7,13,13,6,99,33,39,200,14,4,15,82,33,6,417,35,37,170,14,13,0,105,22,14,409,39,45,124,11,5,4,142,15,7,410,16,21,65,4,4,5,120,17,3,263,4,10,7,0,0,0,18,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,159,623,52,37,45,487,123,46,1698,0,0,8,12,7,7,0,4,0,41,7,11,14,7,20,9,20,10,6,104,20,77,51,49,55,15,59,22,11,359,30,46,34,36,46,15,46,25,8,286,22,22,19,25,30,14,44,23,0,202,13,17,6,10,14,10,18,13,8,108,0,0,0,10,3,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,182,131,148,179,81,195,102,25,1120
UCL515029,0,0,7,0,0,0,0,3,4,11,0,0,8,0,0,0,13,6,0,28,10,7,51,5,3,0,36,13,5,123,10,8,62,3,0,0,48,10,8,148,11,3,41,0,4,0,64,13,3,129,0,10,27,4,0,0,49,3,7,99,0,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,189,12,16,3,209,42,21,543,0,0,0,4,0,0,9,0,0,5,0,3,4,3,0,0,6,9,0,21,7,9,3,5,12,0,20,7,4,67,7,7,3,5,17,7,23,8,0,71,5,5,3,5,10,5,22,6,5,56,0,8,4,0,0,9,11,7,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,18,26,35,19,82,36,12,272
UCL515030,0,0,10,6,0,15,8,17,0,55,0,4,28,3,0,3,7,15,0,61,5,11,40,6,0,4,21,20,4,117,9,10,47,5,3,3,43,18,5,133,13,9,37,9,4,4,52,11,0,143,7,17,46,7,6,5,34,19,0,133,6,10,12,0,0,0,12,6,0,42,0,0,4,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,47,51,217,35,14,35,169,102,11,688,0,0,4,22,0,28,0,12,0,75,0,6,8,9,15,9,9,7,0,61,8,16,14,27,14,11,8,4,0,105,9,34,11,36,20,5,14,14,0,138,17,33,5,24,31,26,10,19,0,160,12,17,15,31,23,17,5,22,0,136,0,8,4,4,8,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,105,53,153,116,101,32,79,4,698
UCL515031,0,0,6,0,0,8,0,12,3,32,0,0,9,4,0,4,4,8,0,31,8,13,23,12,0,5,9,9,0,78,19,20,36,0,4,0,14,16,0,114,35,11,36,4,0,5,24,17,6,126,21,11,36,5,4,4,23,20,8,134,22,5,8,0,0,5,13,4,4,63,3,4,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,111,64,158,23,9,26,83,84,25,596,0,0,0,15,0,15,0,4,0,32,0,0,4,11,4,3,0,4,4,37,3,17,7,11,8,15,0,6,0,61,11,19,6,21,20,10,0,20,0,110,18,26,3,26,32,16,4,20,0,133,16,27,14,18,24,16,6,21,0,136,11,5,3,3,12,7,0,4,0,42,3,0,0,0,4,0,0,4,3,16,0,0,0,0,0,0,0,0,0,0,65,93,36,96,103,72,17,74,9,564
UCL515032,0,0,4,0,0,5,3,8,0,23,3,0,15,0,0,5,4,7,0,28,9,3,30,0,4,3,3,4,9,61,13,9,30,0,4,0,10,0,0,69,18,5,29,5,3,0,24,7,11,104,11,6,15,5,5,3,19,6,0,69,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,136,10,13,14,71,35,21,376,0,0,0,8,4,4,3,3,0,23,0,3,7,8,4,7,0,0,0,29,3,11,9,7,12,5,3,0,0,61,4,16,8,9,27,3,5,6,4,77,9,20,4,15,26,9,3,5,5,93,10,3,4,17,21,0,0,3,0,64,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,62,36,55,87,36,13,23,10,358
UCL515033,0,0,8,0,0,16,0,14,0,38,0,0,21,0,0,3,7,10,0,47,14,23,94,11,3,0,53,4,6,207,28,22,110,6,11,0,99,10,10,300,21,11,71,6,6,0,71,10,5,206,14,3,40,3,7,0,57,4,7,136,0,0,6,0,0,0,12,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,81,75,348,17,26,22,307,62,26,960,0,0,0,10,0,7,3,4,0,31,0,6,4,13,4,0,5,4,0,36,16,49,8,24,30,7,19,17,0,172,13,33,15,41,48,11,22,15,0,211,12,21,11,8,29,5,20,14,0,125,11,9,5,9,17,11,9,6,0,75,0,3,0,6,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,128,44,111,127,47,90,61,6,669
UCL515034,0,0,6,4,0,4,0,7,0,17,0,0,15,3,0,0,6,7,0,39,12,11,46,4,3,4,27,25,0,126,8,5,37,7,3,7,27,14,4,108,25,9,42,5,0,3,31,16,4,135,7,7,36,8,3,3,19,23,0,107,4,0,0,3,0,0,0,4,0,25,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,59,42,181,31,21,22,111,88,3,565,0,0,3,8,0,8,0,4,0,25,0,3,5,12,4,4,3,3,0,34,9,11,11,30,17,9,6,8,7,100,9,28,3,20,16,19,0,14,3,115,15,22,12,22,15,14,6,18,0,116,8,14,5,15,22,3,0,10,0,70,4,4,0,5,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,77,39,115,79,59,12,53,4,483
UCL515035,0,0,5,0,0,0,0,6,0,12,0,0,8,0,0,0,0,4,0,12,0,4,22,0,0,3,3,12,0,47,7,0,13,0,0,0,10,4,5,45,10,0,10,0,0,0,8,7,0,34,12,8,13,5,0,4,21,15,0,62,12,0,0,0,0,5,5,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18,69,3,3,9,40,50,9,239,0,0,0,4,0,6,0,5,0,14,0,3,0,0,4,4,0,0,0,16,0,9,0,15,9,0,0,6,0,44,0,5,0,3,5,3,0,10,0,36,5,11,6,14,10,4,8,8,0,49,8,9,5,10,8,6,7,9,3,56,0,6,0,0,8,4,0,7,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,35,13,46,48,27,9,42,4,242
UCL515036,0,0,16,0,0,3,3,5,0,28,0,0,17,0,5,0,4,10,0,37,7,0,32,3,5,0,15,10,5,80,0,9,24,4,0,0,24,13,0,76,7,5,35,0,3,0,42,5,0,101,3,6,30,4,6,5,48,11,0,108,3,0,11,0,0,0,11,8,0,31,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,24,24,167,10,12,9,135,68,9,461,0,0,3,3,0,8,0,6,0,25,0,0,0,12,4,0,0,6,0,30,0,9,12,11,8,0,3,8,0,57,5,14,12,10,9,10,5,8,0,85,6,11,10,20,18,8,0,15,8,91,5,7,10,20,15,7,3,14,0,78,3,0,0,3,4,0,0,7,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,43,43,77,68,42,19,71,7,390
UCL515037,0,0,6,0,0,9,3,17,0,33,0,0,21,0,0,3,7,8,0,43,10,12,115,4,10,6,25,35,5,214,13,23,105,4,7,0,43,21,7,237,10,3,68,0,7,0,40,16,6,154,6,17,53,0,6,0,29,10,4,122,0,0,5,5,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,57,380,11,31,12,149,106,27,822,0,0,0,6,0,6,0,3,0,23,0,7,4,3,5,0,7,10,5,38,4,22,20,21,29,9,9,7,0,117,17,18,16,19,26,5,11,14,4,125,12,10,10,13,13,6,5,9,0,76,0,9,0,7,7,4,8,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,61,52,71,69,30,39,53,7,414
UCL515038,0,0,5,6,0,6,0,11,0,26,0,0,13,0,0,0,0,7,0,22,6,12,20,7,0,10,14,16,0,76,11,11,18,3,3,0,9,10,0,68,13,11,17,7,0,0,26,7,0,83,18,7,29,10,6,9,25,18,0,114,12,10,11,0,0,4,8,5,0,49,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,59,45,118,29,13,27,89,74,5,456,0,0,0,9,3,4,0,7,0,20,0,6,0,7,4,6,0,3,0,20,4,23,8,7,7,4,0,9,0,59,6,16,3,17,21,8,0,11,0,83,12,18,5,19,24,8,0,3,0,93,8,16,8,31,19,9,4,15,7,112,4,8,5,3,9,0,0,3,0,36,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,38,79,29,88,82,46,6,51,11,432
UCL521001,0,0,4,0,0,0,0,4,0,17,0,0,0,0,0,0,3,0,0,6,0,0,7,0,0,0,3,0,0,15,0,0,11,0,3,0,9,0,0,28,0,4,15,0,0,0,8,0,0,32,7,3,10,0,0,0,9,3,0,22,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,52,0,3,5,35,17,6,137,0,0,6,0,0,3,0,5,0,10,0,0,0,0,0,0,3,0,0,7,0,0,0,3,0,0,0,0,0,12,4,8,3,8,7,7,0,0,0,28,4,13,3,3,7,3,0,5,0,32,3,4,4,3,5,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,18,18,21,13,6,12,0,120
UCL521002,0,0,4,0,0,4,0,0,0,12,0,0,4,0,0,0,5,0,0,6,0,0,12,0,0,0,0,0,0,23,0,4,12,0,0,0,8,5,4,33,6,4,16,3,3,0,3,5,0,36,0,3,5,7,0,0,9,5,0,24,8,0,3,3,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,54,6,4,7,24,10,9,151,0,0,0,6,0,4,0,0,0,13,0,0,5,0,4,0,0,0,0,12,0,6,3,3,0,0,0,0,0,15,0,6,3,3,3,4,0,0,0,25,0,8,0,14,8,8,4,4,0,44,5,9,0,5,5,0,0,0,5,25,0,7,0,4,3,0,0,0,0,18,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,32,12,42,28,19,7,12,5,151
UCL521003,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,0,16,3,0,7,0,0,0,9,5,0,24,0,0,5,7,0,0,6,4,0,22,7,3,9,5,4,0,11,3,0,30,7,0,0,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,0,30,6,5,4,30,24,5,122,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,15,0,8,0,8,5,4,0,0,0,27,3,5,5,5,6,0,0,5,0,25,6,5,0,3,6,3,0,4,0,31,0,0,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,22,9,20,19,15,0,11,6,113
UCL521004,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,15,0,7,0,0,0,0,3,0,0,11,0,3,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,3,0,5,6,4,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,3,5,0,0,0,0,21,3,0,0,0,0,0,0,0,0,10,3,5,0,5,5,0,0,0,0,16,5,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,4,13,9,3,0,0,0,65
UCL521005,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,3,0,20,6,5,18,4,0,0,11,5,0,44,7,0,14,4,0,0,22,0,0,54,3,0,18,0,0,0,18,0,3,53,4,9,12,0,4,6,24,0,0,63,4,0,3,0,0,0,7,0,0,18,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,20,74,6,6,5,82,22,10,254,0,0,0,0,0,0,0,4,0,5,0,0,4,0,0,0,3,0,0,18,0,10,3,9,10,0,10,5,0,40,7,10,0,4,9,0,15,6,0,49,5,4,0,8,9,0,7,8,0,40,4,4,4,4,9,7,3,6,0,51,5,3,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,13,24,39,14,38,33,0,210
UCL521006,0,0,6,0,0,0,0,0,0,11,0,0,10,0,0,3,0,0,0,17,0,6,4,0,0,0,10,4,0,27,0,3,15,3,0,0,8,0,0,41,3,3,7,8,0,0,12,6,0,45,0,0,6,3,0,0,13,12,4,48,8,0,6,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,19,52,20,5,5,52,24,5,190,0,0,0,6,0,3,0,0,0,16,0,0,0,3,4,0,0,0,0,6,0,4,3,0,8,0,0,3,0,22,8,8,4,7,9,6,6,3,0,44,0,10,5,6,8,6,0,7,0,42,8,7,3,8,11,5,5,9,0,53,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,37,12,35,40,20,7,26,0,195
UCL521007,0,0,0,0,0,0,0,3,0,10,0,0,3,0,0,0,0,7,0,13,0,0,8,0,0,0,5,3,0,12,0,0,6,0,0,0,0,0,0,11,0,0,3,0,0,0,4,0,0,12,0,0,3,0,0,0,4,4,0,20,3,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,27,0,3,7,17,16,0,89,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,4,0,6,0,9,0,3,3,0,5,0,0,0,0,19,0,9,0,6,0,5,0,6,0,25,0,6,0,3,0,5,0,0,0,17,3,6,0,3,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,19,5,21,14,9,0,16,0,98
UCL521008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,3,4,0,0,0,6,0,0,15,0,0,0,4,0,0,4,3,0,11,7,0,0,0,0,0,7,5,0,15,3,0,3,0,0,4,0,3,0,21,5,0,6,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,9,12,3,7,6,16,22,0,93,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,7,3,3,0,0,0,4,0,22,0,0,0,10,0,6,0,0,0,14,4,5,0,4,4,0,0,6,0,20,4,0,0,0,3,0,0,0,0,20,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,7,20,14,6,4,13,0,88
UCL521009,0,0,6,0,0,0,4,0,0,5,0,0,4,0,0,0,3,3,0,10,6,0,6,4,0,0,0,8,0,26,0,0,14,0,0,0,3,0,0,31,0,6,10,0,0,0,0,0,0,25,10,0,6,0,4,3,8,6,0,29,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,42,7,8,5,27,21,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,3,0,0,0,0,15,7,5,4,7,0,0,0,0,0,21,0,0,3,6,0,0,0,3,0,18,0,4,0,4,4,0,0,3,0,12,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,7,20,12,3,7,9,0,74
