UCL_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
UCL515033,17,88,137,817,8,1068,0,14,11,245,0,274,19,0,0,0,0,23,3,0,5,8,0,12,22,11,6,14,0,51,287,99,98,544,10,1040,54,0,7,0,0,59,7,0,0,6,0,10,26,6,11,65,0,108,0,0,0,5,0,8,0,0,0,0,0,6,19,0,0,6,0,23,72,15,21,142,3,248,10,11,4,44,0,73,0,0,0,0,0,0,9,0,0,7,0,11,3,4,0,3,0,7,4,6,0,0,0,6,79,12,12,6,0,106,27,7,5,3,0,46,7,6,3,4,0,17,6,9,5,0,0,13,7,3,0,0,0,8,76,20,24,126,3,252,0,0,0,0,0,3,14,4,0,0,0,23,0,0,0,4,0,8,5,0,0,0,0,3,4,0,0,0,0,4,6,3,0,0,0,9,199,19,31,45,0,294,8,0,0,9,481,500,778,188,216,1460,502,3147
UCL515034,30,153,125,617,0,935,0,13,9,108,0,133,18,5,0,0,0,23,9,0,0,7,0,18,35,11,3,25,3,73,533,137,110,468,12,1258,15,0,0,0,0,16,16,3,0,0,0,21,45,9,10,39,0,102,5,3,0,6,0,11,5,0,0,0,0,8,0,4,0,5,0,16,106,19,18,112,4,262,32,9,6,50,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,4,54,9,11,4,0,84,37,10,3,6,0,62,16,3,3,12,0,24,0,0,4,0,0,6,5,0,0,0,0,5,122,15,13,99,0,258,5,0,0,0,0,10,31,4,3,0,0,37,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,31,4,9,0,0,41,142,16,21,28,0,203,6,0,3,14,129,150,964,257,206,1118,147,2692
UCL515035,8,48,50,374,9,495,0,0,0,37,0,43,6,0,0,0,0,6,0,0,0,0,0,0,11,0,3,0,0,21,133,43,55,331,9,565,29,0,4,0,0,32,0,0,0,0,0,0,13,3,3,14,0,35,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,21,11,8,62,0,98,9,0,3,20,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,26,7,0,0,0,35,7,8,4,0,0,23,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,30,8,11,68,0,122,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,4,0,7,33,0,8,0,3,48,0,0,0,0,113,113,274,79,93,668,135,1243
UCL515036,25,93,76,608,14,813,0,3,4,83,0,91,11,0,0,0,0,12,4,0,0,0,0,8,6,5,3,7,0,23,240,94,100,550,15,992,43,0,0,3,0,40,0,0,0,9,0,14,22,11,6,56,0,90,0,0,0,0,0,0,3,3,0,0,0,7,5,0,0,0,0,3,48,20,15,106,0,186,112,31,21,127,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,3,23,14,8,0,0,0,31,10,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,80,18,11,109,3,226,0,0,0,0,0,0,6,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,7,0,18,60,5,9,8,0,83,3,0,0,17,139,159,579,179,152,1166,176,2260
UCL515037,9,84,118,629,8,848,0,12,11,207,3,237,17,0,0,0,0,18,0,0,6,9,0,13,11,10,0,17,0,35,174,73,86,397,6,732,42,0,6,4,0,49,6,0,0,0,0,10,19,9,5,46,0,83,0,0,0,0,0,4,0,0,3,0,0,3,18,0,0,0,0,17,40,15,19,98,0,165,11,12,5,54,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,3,3,0,5,52,6,6,3,0,68,20,5,0,4,0,29,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,45,15,11,81,0,161,0,0,0,0,0,0,18,3,4,3,0,30,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,11,121,19,9,65,3,221,6,6,0,10,546,569,484,158,178,1083,565,2465
UCL515038,17,117,77,717,14,949,0,10,0,85,3,93,0,0,0,0,0,4,3,0,0,7,0,15,23,9,11,9,0,46,331,102,82,582,23,1114,12,0,0,0,0,17,9,0,0,5,0,10,19,0,5,40,0,68,4,0,0,12,0,15,7,0,0,3,0,7,11,0,0,0,0,15,53,22,8,127,9,218,12,3,3,24,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,5,0,0,0,0,3,22,0,0,0,0,24,17,6,5,0,0,26,12,4,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,3,79,22,20,120,0,242,3,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,19,61,14,10,25,0,106,5,0,0,5,182,199,553,183,135,1290,228,2377
UCL521001,6,28,23,183,0,243,0,0,0,8,0,8,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,9,60,26,18,131,4,239,3,0,0,0,0,3,0,0,0,0,0,0,5,3,0,14,0,20,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,14,0,29,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,6,3,3,0,0,11,3,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,11,4,44,0,71,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,7,0,20,0,0,0,3,11,9,95,56,36,308,13,499
UCL521002,0,24,30,242,3,304,0,0,4,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,10,113,39,32,182,8,366,11,0,0,0,0,11,0,0,0,0,0,0,12,0,3,17,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,50,0,72,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,7,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,10,3,46,0,85,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,3,0,25,4,0,0,0,62,66,178,50,50,409,75,763
UCL521003,5,27,31,265,12,338,0,0,0,36,4,37,0,0,0,4,0,4,0,0,0,0,0,0,5,0,0,0,0,15,85,27,24,213,9,362,20,0,3,0,0,21,0,0,5,0,0,10,6,0,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,16,4,8,57,3,83,3,3,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,8,47,0,87,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,4,8,4,0,0,7,0,9,23,4,7,5,0,34,3,0,0,0,65,74,186,48,45,463,99,838
UCL521004,0,9,0,14,0,25,0,5,0,511,12,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,6,0,18,0,26,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,17,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,0,0,7,13,17,18,12,4,551,26,609
UCL521005,3,53,45,342,6,448,0,0,0,33,0,39,5,0,0,0,0,5,0,0,0,5,0,7,4,8,0,3,0,12,111,50,41,292,8,497,7,0,0,0,0,8,6,0,0,0,0,6,12,3,0,23,0,41,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,28,9,9,69,0,115,3,3,0,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,16,4,5,0,0,0,9,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,27,15,5,61,3,121,0,0,0,0,0,0,10,0,0,0,0,9,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,10,10,9,0,80,5,0,5,7,91,99,228,94,74,598,104,1103
UCL521006,11,38,36,317,3,405,0,0,0,24,0,28,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,16,126,42,35,191,3,391,9,0,0,0,0,7,0,0,0,0,0,0,13,4,5,10,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,13,3,3,45,0,70,5,5,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,10,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,11,4,47,0,79,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,4,0,3,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,4,0,7,28,5,4,6,3,40,0,0,0,0,33,41,190,72,51,483,44,847
UCL521007,0,18,14,150,0,190,0,0,0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,9,47,15,19,166,14,263,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,15,0,26,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,8,11,0,0,33,0,49,4,5,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,5,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,3,7,32,0,50,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,4,10,0,14,4,0,0,7,60,71,101,35,31,298,72,539
UCL521008,10,12,17,158,6,204,0,0,0,66,0,73,0,0,3,0,0,4,0,4,0,0,0,0,3,0,0,0,0,6,45,10,13,125,5,196,9,0,0,0,0,9,0,0,0,3,0,3,3,0,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,23,0,32,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,3,14,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,0,5,0,31,0,0,0,0,75,76,92,28,25,307,80,542
UCL521009,0,17,18,162,0,209,0,0,0,28,0,29,4,0,0,0,0,4,0,3,0,0,0,9,4,5,0,0,0,12,38,18,16,166,5,244,15,0,0,0,0,11,0,0,0,0,0,0,6,0,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,6,4,6,3,21,0,31,5,0,0,13,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,5,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,41,0,51,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,19,4,3,10,0,35,0,0,0,5,86,90,94,31,32,339,85,582
UCL521010,5,28,26,244,13,313,0,5,0,41,0,54,0,0,0,0,0,0,0,0,0,0,0,4,10,9,0,16,0,34,72,37,23,241,3,372,9,0,0,0,0,8,0,0,0,0,0,0,5,0,0,17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,5,11,49,0,76,26,7,5,25,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,4,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,21,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,18,0,4,4,0,29,0,0,0,3,48,50,148,62,38,461,69,775
UCL521011,8,29,22,215,6,274,0,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,12,61,34,15,163,3,274,5,0,3,0,0,8,4,0,0,0,0,4,11,5,8,10,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,11,3,0,35,0,46,4,5,3,39,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,7,4,5,0,0,8,3,0,0,0,0,6,5,4,0,0,0,3,0,0,0,0,0,0,13,5,4,22,0,50,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,13,3,0,0,3,0,16,0,0,0,0,3,3,106,49,33,376,11,579
UCL521012,3,18,22,141,3,183,0,0,5,20,0,28,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,10,53,21,26,144,0,249,0,0,0,0,0,0,3,0,0,0,0,5,9,0,0,8,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,40,0,59,6,4,0,14,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,12,52,0,77,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,19,7,3,7,0,34,5,0,0,7,8,20,125,36,38,320,13,531
UCL521013,5,47,48,284,13,399,0,6,0,16,0,17,5,0,0,5,0,10,0,0,0,0,0,4,10,5,3,5,0,15,161,35,42,195,10,448,4,0,0,0,0,4,4,3,0,0,0,6,9,8,0,6,0,25,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,24,4,0,40,0,76,4,0,0,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,6,0,0,0,10,4,3,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,27,9,3,49,4,92,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,5,0,9,24,4,4,4,4,30,0,4,0,12,33,45,244,76,63,433,55,875
UCL521014,14,24,21,213,12,291,0,6,0,102,6,110,0,0,0,0,0,0,0,0,0,0,0,4,7,6,0,0,0,10,81,19,23,165,19,302,9,0,0,0,0,10,5,0,0,0,0,4,9,0,9,19,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,5,0,44,4,77,3,3,3,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,4,0,0,0,0,7,3,0,0,0,0,5,0,0,0,0,0,0,17,7,5,39,3,64,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,10,32,3,0,4,0,47,3,0,0,6,210,223,175,46,40,441,247,946
UCL521015,6,18,12,237,12,286,0,0,0,25,0,25,3,0,0,0,0,3,0,0,0,0,0,0,7,4,0,4,0,12,48,31,15,166,10,260,4,0,0,0,0,6,0,0,0,0,0,5,6,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,31,0,41,8,0,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,3,4,44,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,6,9,3,0,0,0,14,0,0,0,5,31,43,101,33,22,394,52,601
UCL521016,5,15,26,235,8,285,0,3,0,18,0,25,7,0,0,0,0,7,0,0,0,0,0,0,9,0,0,4,0,19,55,21,25,158,3,255,56,0,0,0,0,56,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,4,3,31,0,42,0,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,18,0,29,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,0,3,4,0,12,0,0,0,0,37,37,145,26,41,379,44,637
UCL521017,9,28,23,180,0,252,0,4,0,42,0,48,0,0,0,6,0,7,0,3,0,0,0,3,4,0,0,0,0,7,52,28,24,173,0,282,73,0,0,0,0,75,6,0,0,0,0,8,7,4,0,10,0,20,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,21,0,42,4,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,6,0,0,17,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,33,0,58,0,0,0,0,0,0,7,0,0,0,0,8,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,21,0,0,4,0,27,9,0,0,3,93,110,184,49,44,360,98,738
UCL521018,7,35,23,187,0,256,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,6,0,10,58,34,25,139,0,262,4,0,3,0,0,3,0,0,0,0,0,0,3,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,5,34,0,52,8,5,4,22,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,11,30,0,69,0,3,0,0,0,3,0,0,0,4,0,7,3,0,0,0,0,3,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,12,0,0,0,0,10,7,99,54,40,316,14,526
UCL521019,9,66,55,463,11,607,0,3,0,68,0,73,14,0,0,0,0,15,3,0,0,6,0,14,11,3,0,4,0,12,197,73,51,405,8,738,4,0,0,0,0,4,9,0,0,0,0,12,18,9,0,36,0,54,9,0,0,3,0,7,0,0,0,0,0,0,7,0,0,0,0,7,25,15,12,84,4,133,21,12,5,35,0,66,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,7,4,0,0,0,0,6,9,0,0,0,0,9,5,6,0,4,0,17,6,0,0,0,0,6,0,0,0,0,0,0,40,20,7,64,0,129,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,4,64,14,8,13,0,105,0,0,4,11,420,438,393,135,79,845,442,1893
UCL521020,10,35,26,187,10,270,0,4,0,13,0,19,0,0,0,0,0,4,0,0,0,0,0,0,12,0,9,0,0,22,136,29,14,140,9,332,4,0,0,0,0,4,0,0,0,0,0,0,8,0,4,13,0,23,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,7,7,29,0,89,12,3,0,9,0,29,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,4,0,4,0,0,0,8,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,29,5,8,14,0,58,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,10,31,7,8,3,0,43,0,0,0,0,14,12,257,56,45,301,32,692
UCL521021,10,41,28,285,6,373,0,0,0,20,0,24,10,0,0,0,0,10,0,0,0,7,0,6,4,0,4,10,0,11,104,24,21,203,5,347,46,0,0,0,0,43,0,0,0,0,0,0,15,0,0,11,0,33,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,27,7,0,29,0,65,12,3,0,10,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,45,0,77,0,0,3,0,0,4,8,0,3,0,0,8,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,25,0,3,9,0,42,0,0,0,6,45,55,237,51,39,472,51,855
