UCL_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
UCL522019,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,8,17,0,0,0,0,4,3,8,4,5,0,6,19,9,0,0,0,4,14,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,36,7,9,0,25,77,0,0,0,0,6,6,0,0,0,0,3,3,4,0,0,0,3,10,10,0,0,0,4,12,6,3,0,0,0,9,8,0,7,0,4,15,3,0,3,0,0,7,3,0,0,0,0,4,3,0,0,3,0,4,0,0,0,0,0,0,32,6,9,4,23,76,0,0,0,0,8,8,0,0,0,0,5,5,4,0,0,0,10,10,14,4,0,0,8,25,3,3,0,0,7,19,14,4,9,0,10,36,13,0,0,0,4,21,3,0,0,0,0,9,9,0,0,3,0,8,0,0,0,0,0,0,66,6,21,3,45,146
UCL522020,0,0,0,0,12,12,0,0,0,0,8,7,0,0,0,0,18,21,4,0,0,0,15,20,4,0,0,0,4,14,10,0,3,0,9,26,8,0,3,0,3,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,0,6,6,69,114,0,0,0,0,11,11,3,0,0,0,11,15,3,0,0,0,16,19,8,0,0,0,14,17,3,0,0,0,10,13,8,0,3,0,6,20,6,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,3,6,63,106,0,0,0,0,21,21,0,0,0,0,20,18,4,0,0,0,35,36,11,0,0,0,21,34,12,0,0,0,14,23,16,6,4,5,15,46,14,0,3,0,5,23,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,60,7,7,8,137,215
UCL522021,0,0,0,0,8,8,0,0,0,0,12,12,3,0,0,0,3,9,15,3,0,0,0,23,8,0,4,0,7,26,6,0,7,0,8,19,20,0,6,3,0,33,12,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,68,9,19,6,40,148,0,0,0,0,9,9,0,0,0,0,8,8,6,0,0,0,7,9,15,5,0,0,12,32,10,5,3,0,3,14,6,0,5,5,0,13,22,0,6,4,0,34,4,0,0,9,0,12,0,0,0,4,0,4,0,0,0,0,0,0,55,3,18,18,36,133,0,0,0,0,11,11,0,0,0,0,17,17,5,0,0,0,10,18,23,8,0,0,15,52,19,5,10,0,8,42,15,0,5,5,9,35,38,0,12,4,4,65,15,4,4,9,0,26,0,0,0,7,0,4,0,0,0,0,0,0,122,19,36,26,81,282
UCL522022,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,5,9,5,0,0,0,6,14,10,0,0,0,7,18,8,0,10,0,4,25,11,3,0,0,0,18,10,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,45,5,10,4,39,99,0,0,0,0,6,6,0,0,0,0,6,6,9,0,0,0,4,12,8,0,0,0,7,6,8,3,0,0,9,24,8,0,6,0,10,21,8,0,6,3,4,20,9,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,46,3,10,10,34,102,0,0,0,0,7,7,0,0,0,0,10,10,12,0,0,0,12,27,10,0,0,0,11,24,16,8,0,0,13,43,19,3,7,0,14,42,17,3,10,3,5,34,17,0,3,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,93,12,18,13,73,205
UCL522023,0,0,0,0,3,3,0,0,0,0,5,5,8,0,0,0,11,18,10,0,0,0,3,14,10,0,8,0,9,22,13,0,7,0,12,35,19,0,5,0,0,26,8,0,4,0,0,11,4,0,0,0,0,9,0,0,0,0,0,0,65,9,24,4,39,140,0,0,0,0,5,5,0,0,0,0,4,4,11,0,0,0,10,19,6,0,3,0,9,13,12,0,3,0,4,26,13,0,9,0,0,26,14,0,3,0,0,23,4,0,0,7,0,8,0,0,0,5,0,5,0,0,0,0,0,0,64,3,18,15,39,134,0,0,0,0,15,15,0,0,0,0,9,9,16,0,0,0,16,33,21,0,3,0,10,36,21,0,13,0,13,46,25,7,14,0,11,60,32,0,9,7,4,47,8,0,3,3,0,18,5,0,0,3,0,9,0,0,0,0,0,0,131,8,40,18,76,272
UCL522024,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,3,3,3,0,0,0,0,4,8,0,0,0,0,8,18,0,4,0,0,19,26,0,6,3,5,31,13,0,5,0,0,22,0,0,0,0,0,4,0,0,0,0,0,0,74,5,6,4,19,100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,0,0,0,0,0,6,11,0,4,0,0,11,15,0,7,0,4,31,24,0,4,4,0,30,13,0,4,7,0,15,0,0,0,0,0,4,0,0,0,0,0,0,63,4,18,11,18,110,0,0,0,0,6,6,0,0,0,0,3,3,3,0,0,0,7,10,6,0,0,0,4,12,13,0,3,0,5,23,35,0,15,0,9,55,50,0,8,7,4,64,25,0,4,7,0,39,0,0,3,4,0,10,0,0,0,0,0,0,132,7,25,11,30,214
UCL522025,0,0,0,0,12,12,0,0,0,0,13,13,6,0,0,0,16,16,8,0,0,0,12,22,17,4,3,0,4,23,11,4,10,0,6,37,25,7,9,0,6,51,15,0,4,5,0,24,4,0,0,3,0,9,0,0,0,0,0,0,91,12,27,10,73,207,0,0,0,0,7,7,0,0,0,0,9,9,9,0,5,0,7,15,14,0,5,0,16,30,13,0,5,0,3,17,18,0,12,6,6,47,25,0,11,7,4,41,11,0,5,4,3,18,0,0,0,12,0,13,0,0,0,0,0,0,77,5,34,25,52,190,0,0,0,0,16,16,0,0,0,0,25,25,13,0,5,0,19,30,18,0,5,0,23,47,28,4,10,0,11,42,32,6,20,6,16,81,49,3,22,10,10,95,28,0,9,8,5,44,4,0,0,16,0,16,0,0,0,0,0,0,173,14,58,35,121,400
UCL522026,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,10,0,0,0,0,0,3,4,0,0,0,4,10,18,0,5,0,6,34,29,4,10,4,0,47,25,0,3,0,0,32,3,0,0,0,0,3,0,0,0,0,0,0,82,6,19,11,17,138,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,7,0,0,0,0,6,9,12,0,0,0,0,15,21,0,8,0,0,32,31,0,7,10,0,38,20,0,3,5,0,24,0,0,0,3,0,7,0,0,0,0,0,0,84,4,19,19,21,140,0,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,11,14,4,0,0,0,10,12,13,0,3,0,11,20,40,0,18,0,3,62,58,4,14,14,0,88,45,0,5,5,0,58,7,0,0,3,0,11,0,0,0,0,0,0,168,9,32,28,37,271
UCL522027,0,0,0,0,9,9,0,0,0,0,3,3,6,0,0,0,11,16,12,0,0,0,14,28,7,4,8,0,9,25,13,0,7,0,13,37,11,5,9,0,6,28,14,0,5,0,0,15,3,0,0,0,0,5,0,0,0,0,0,0,70,9,21,6,64,166,0,0,0,0,10,10,0,0,0,0,13,13,6,0,0,0,4,12,10,0,0,0,5,18,3,0,3,0,5,19,15,5,9,0,4,33,12,3,4,4,0,27,10,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,60,5,19,10,40,142,0,0,0,0,12,12,0,0,0,0,19,19,10,0,0,0,17,30,26,0,0,0,23,48,9,3,11,0,13,36,28,4,16,3,14,66,28,3,11,4,6,50,25,0,4,4,0,32,3,0,0,5,0,9,0,0,0,0,0,0,128,18,44,16,106,310
UCL522028,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,10,16,9,0,0,0,5,10,4,0,0,0,0,4,4,0,3,0,3,12,19,4,4,0,0,23,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,42,3,10,3,19,77,0,0,0,0,4,4,0,0,0,0,9,9,5,0,0,0,11,18,3,0,0,0,4,8,0,0,0,0,0,4,10,0,3,0,0,11,13,0,0,0,0,15,5,0,0,5,0,7,0,0,0,0,0,3,6,0,3,0,0,10,36,5,16,5,36,95,0,0,0,0,4,4,0,0,0,0,13,13,4,0,0,0,22,33,11,0,0,0,6,19,3,0,0,0,0,11,10,0,7,0,9,29,29,7,9,0,0,38,14,0,0,7,0,22,0,0,0,0,0,6,6,0,3,0,0,10,76,8,21,11,53,177
UCL522029,0,0,0,0,15,15,0,0,0,0,6,6,11,0,0,0,14,23,18,0,0,0,12,25,4,0,0,0,7,18,13,0,0,0,5,15,17,0,5,0,0,23,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,70,5,6,4,55,138,0,0,0,0,12,12,0,0,0,0,5,5,15,0,0,0,15,23,20,0,0,0,8,27,14,0,3,0,7,25,17,0,8,4,0,21,14,0,5,5,0,20,0,0,0,4,0,10,0,0,0,3,0,3,0,0,0,0,0,0,79,3,10,12,45,152,0,0,0,0,25,25,0,0,0,0,5,5,23,0,0,0,26,49,34,0,0,0,18,54,17,0,8,0,20,44,23,0,8,4,3,39,30,0,5,4,0,40,12,0,3,4,0,25,0,0,0,8,0,3,0,0,0,0,0,0,147,8,20,16,104,286
UCL522030,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,13,12,13,0,0,0,13,25,11,0,0,0,0,18,14,5,3,0,10,31,12,0,0,0,3,13,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,7,55,3,7,0,52,125,0,0,0,0,5,5,0,0,0,0,10,10,8,0,0,0,11,27,12,0,0,0,0,14,11,0,4,0,3,14,6,0,5,0,3,13,14,0,0,0,0,14,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,5,11,3,33,99,0,0,0,0,5,5,0,0,0,0,17,17,12,0,0,0,27,42,23,0,0,0,14,37,20,3,4,0,10,37,22,6,11,0,11,44,19,0,3,0,3,22,5,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,6,7,106,11,15,5,85,224
UCL522031,0,0,0,0,12,14,0,0,0,0,8,8,5,0,0,0,12,19,4,0,0,0,13,16,4,0,0,0,11,17,7,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,0,0,0,63,89,0,0,0,0,17,19,0,0,0,0,0,0,3,0,0,0,34,37,0,0,0,0,17,18,6,0,0,0,10,11,3,0,0,0,4,9,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,8,79,109,9,0,0,0,25,31,0,0,0,0,15,15,11,0,0,0,45,49,9,0,0,0,31,43,12,0,0,0,17,30,6,0,0,0,12,25,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,39,3,8,12,141,198
UCL522032,0,0,0,0,19,19,0,0,0,0,20,20,0,0,0,0,22,22,0,0,0,0,25,25,6,0,0,0,13,17,5,0,0,3,0,20,12,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,4,105,135,0,0,0,0,19,19,0,0,0,0,21,21,0,0,0,0,25,25,0,0,0,0,23,28,9,0,4,0,21,33,11,3,7,0,5,28,3,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,11,4,116,160,0,0,0,0,34,34,0,0,0,0,42,42,0,0,0,0,43,43,0,0,0,0,51,52,20,0,4,0,30,50,18,6,7,3,7,47,17,0,0,3,4,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,55,5,9,9,221,301
UCL522033,0,0,0,0,10,10,0,0,0,0,3,3,0,0,0,0,19,21,5,0,0,0,5,11,10,6,5,0,8,25,23,4,11,0,5,37,21,0,13,3,9,48,13,0,8,3,0,26,0,0,0,0,0,5,0,0,0,0,0,0,82,6,32,5,52,188,0,0,0,0,7,7,0,0,0,0,8,8,4,0,0,0,9,9,6,0,0,0,4,13,14,6,5,0,5,28,20,6,6,0,4,32,27,0,10,7,3,50,13,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,80,11,24,15,45,170,0,0,0,0,19,19,0,0,0,0,10,10,6,0,0,0,23,30,12,0,0,0,8,24,27,7,6,0,16,59,47,4,13,0,9,68,47,3,25,12,7,95,24,0,13,7,0,51,0,0,0,4,0,4,0,0,0,0,0,0,164,19,54,19,100,356
UCL522034,0,0,0,0,6,6,3,0,0,0,3,6,5,0,0,0,11,23,10,0,0,0,8,17,9,0,0,0,0,5,8,0,0,0,3,14,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,39,81,3,0,0,0,8,12,0,0,0,0,4,4,6,0,0,0,7,13,12,0,0,0,0,19,8,0,0,0,5,13,8,0,0,3,3,13,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,7,32,79,3,0,0,0,19,22,3,0,0,0,8,12,12,0,0,0,22,40,21,0,0,0,6,33,14,0,0,0,5,19,12,3,0,3,9,22,7,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,74,4,0,7,70,163
UCL522035,0,0,0,0,5,5,0,0,0,0,0,0,3,0,0,0,9,12,5,0,0,0,8,7,6,0,4,0,8,19,12,6,5,0,4,29,7,3,9,0,0,20,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,37,11,16,0,33,96,0,0,0,0,7,7,0,0,0,0,0,6,4,0,0,0,4,14,4,0,0,0,10,8,8,0,4,0,9,21,8,0,9,5,0,16,4,0,0,3,0,15,0,0,0,6,0,4,0,0,0,8,0,7,0,0,0,0,0,0,33,5,11,17,29,95,0,0,0,0,11,11,0,0,0,0,3,3,9,0,0,0,15,22,9,3,0,0,10,18,16,4,9,0,15,41,21,6,11,5,8,43,17,3,6,3,6,33,5,0,0,7,0,10,0,0,0,8,0,10,0,0,0,0,0,0,75,10,28,15,65,191
UCL522036,0,0,0,0,8,8,0,0,0,0,4,4,4,0,0,0,3,13,7,0,0,0,0,9,7,0,0,0,9,24,8,0,4,0,0,15,19,0,4,0,0,31,4,0,4,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,51,0,18,0,36,103,0,0,0,0,6,6,0,0,0,0,3,3,0,0,0,0,5,5,9,0,0,0,3,11,8,0,8,0,0,13,12,4,0,4,0,22,15,0,0,0,3,21,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,44,4,12,4,17,80,0,0,0,0,9,9,0,0,0,0,5,5,4,0,0,0,8,21,17,0,0,0,5,17,14,0,8,0,14,38,13,8,4,4,6,28,33,0,5,0,9,50,10,0,7,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,92,7,29,6,52,184
UCL522037,0,0,0,0,4,4,0,0,0,0,3,3,4,0,0,0,9,13,12,0,0,0,8,21,12,0,0,0,6,22,7,0,5,0,5,22,9,3,4,0,0,20,10,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,54,6,9,4,36,114,0,0,0,0,4,4,0,0,0,0,0,0,5,0,0,0,9,19,11,0,0,0,8,18,6,0,0,0,3,13,5,0,6,0,0,16,18,0,0,0,0,16,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,53,0,15,6,29,100,0,0,0,0,7,7,0,0,0,0,4,4,10,0,0,0,20,28,22,0,0,0,16,37,16,4,4,0,11,35,18,0,11,4,9,35,29,3,5,0,0,32,18,0,4,0,0,21,4,0,0,3,0,9,0,0,0,0,0,0,109,8,29,5,66,216
UCL522038,0,0,0,0,14,14,0,0,0,0,16,16,15,6,0,0,16,38,16,0,0,0,10,23,19,4,4,0,11,37,25,0,3,0,7,32,15,0,3,0,0,19,12,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,106,5,14,3,79,204,0,0,0,0,11,7,0,0,0,0,10,14,18,0,0,0,15,35,25,0,8,0,11,41,6,3,0,0,6,16,17,0,0,3,4,29,11,0,3,3,0,26,4,0,0,4,0,13,0,0,0,6,0,10,0,0,0,0,0,0,88,6,16,18,56,185,0,0,0,0,26,21,0,0,0,0,26,34,32,6,0,0,33,70,40,0,8,0,18,69,26,3,3,0,12,46,41,0,3,3,15,62,30,0,9,3,0,44,17,0,0,7,0,28,6,0,0,6,0,9,0,0,0,0,3,3,192,15,24,23,136,390
UCL522039,0,0,0,0,12,12,0,0,0,0,14,12,11,0,0,0,31,43,8,6,0,0,15,29,16,0,0,0,11,31,21,9,11,0,12,51,14,3,12,0,0,27,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,79,9,20,5,103,215,0,0,0,0,5,5,0,0,0,0,13,13,9,0,0,0,21,30,6,4,0,0,24,27,6,0,0,9,15,29,24,0,14,0,12,44,12,0,3,3,0,20,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,65,0,16,14,92,185,0,0,0,0,19,19,0,0,0,0,25,29,17,0,0,0,54,68,11,0,0,0,40,55,24,0,6,11,24,56,45,5,19,3,26,98,31,3,9,3,6,46,8,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,138,17,40,19,190,401
UCL522040,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,0,0,0,0,0,5,8,0,0,0,7,19,13,5,6,0,0,28,18,3,9,0,5,32,3,0,3,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,46,3,18,7,28,107,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,12,0,0,0,3,17,17,0,4,0,0,26,14,0,0,5,4,25,6,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,46,5,10,11,14,94,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,10,10,0,0,0,0,0,3,19,3,0,0,12,39,32,3,14,0,3,50,39,0,5,3,9,53,9,0,4,12,0,22,0,0,0,3,0,3,0,0,0,0,0,0,93,12,25,18,45,194
UCL522041,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,11,11,4,0,0,0,9,14,3,0,3,0,11,18,24,7,8,0,12,41,19,4,16,0,6,39,3,0,0,3,0,10,0,0,0,6,0,3,0,0,0,0,0,0,55,7,24,7,58,154,0,0,0,0,4,4,0,0,0,0,4,4,3,0,0,0,6,11,5,0,3,0,0,14,13,0,4,0,0,22,15,0,7,4,5,33,24,4,0,0,0,33,3,0,0,4,0,8,0,0,0,4,0,4,0,0,0,0,0,0,62,4,13,13,28,120,0,0,0,0,10,10,0,0,0,0,14,14,5,0,0,0,13,22,9,0,4,0,12,24,17,0,9,0,14,40,34,3,11,4,13,71,40,4,12,3,3,75,9,0,0,7,0,16,0,0,0,6,0,5,0,0,0,0,0,0,119,12,41,20,85,276
UCL522042,0,0,0,0,4,4,0,0,0,0,17,21,18,0,0,0,43,64,39,3,3,0,16,64,32,0,7,0,9,52,29,0,4,0,0,36,20,0,0,0,0,16,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,139,8,26,0,101,266,0,0,0,0,3,3,0,0,0,0,23,23,14,4,0,0,32,47,18,0,0,0,11,34,11,4,5,0,5,24,17,0,7,0,4,24,9,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,10,14,3,78,173,0,0,0,0,9,9,0,0,0,0,43,46,34,3,3,0,78,116,57,7,9,0,29,96,45,3,10,0,9,74,44,0,10,0,4,56,22,0,0,5,0,35,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,199,16,43,3,178,436
UCL522043,0,0,0,0,21,19,5,0,0,0,8,13,3,3,0,0,34,39,5,6,0,0,23,29,3,0,0,0,14,17,9,0,0,0,4,18,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,105,135,0,0,0,0,19,19,3,0,0,0,19,23,0,4,0,0,23,34,4,0,0,0,20,21,3,0,0,0,14,25,4,0,0,0,4,12,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,6,104,140,0,0,0,0,34,38,3,0,0,0,26,32,3,7,0,0,58,68,6,4,0,0,43,58,11,5,0,0,32,41,5,0,0,0,13,25,7,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,6,6,211,273
UCL522044,0,0,0,0,4,4,0,0,0,0,5,5,0,0,0,0,15,16,5,0,3,0,6,16,8,0,4,0,9,17,17,5,8,3,5,40,33,0,5,0,0,47,5,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,73,8,20,6,54,160,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,11,15,3,0,0,0,8,12,10,0,0,0,5,17,18,0,6,0,7,26,26,0,4,0,0,31,6,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,4,4,59,0,12,5,48,129,0,0,0,0,11,11,0,0,0,0,7,7,0,0,3,0,29,32,10,0,4,0,16,32,18,0,4,0,12,32,38,5,15,3,8,67,56,0,8,7,0,75,14,0,0,4,0,15,4,0,0,0,0,0,0,0,0,0,3,3,133,9,37,11,94,288
UCL522045,0,0,0,0,12,12,0,0,0,0,6,8,10,0,0,0,9,17,6,0,0,0,6,15,5,0,4,0,3,17,0,0,0,0,0,7,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,3,0,38,74,0,0,0,0,10,10,3,0,0,0,8,15,3,0,0,0,15,20,6,0,0,0,4,11,4,0,0,0,3,7,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,3,45,71,0,0,0,0,19,19,5,0,0,0,12,19,9,0,0,0,30,37,13,0,0,0,12,26,9,6,4,0,5,28,7,0,0,0,0,13,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4,8,6,85,150
UCL522046,0,0,0,0,6,6,0,0,0,0,3,3,7,0,0,0,10,13,5,0,0,0,3,14,8,3,0,3,9,25,29,0,9,0,6,46,36,3,3,3,3,45,8,0,4,4,4,19,3,0,0,0,0,7,0,0,0,0,0,0,98,7,14,17,36,173,0,0,0,0,3,3,0,0,0,0,3,3,4,0,0,0,8,9,13,0,0,0,6,21,7,0,5,0,10,18,29,0,4,0,0,36,19,3,4,0,3,34,9,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,79,4,15,7,31,132,0,0,0,0,6,6,0,0,0,0,6,6,10,0,0,0,12,17,22,0,0,0,14,36,20,3,4,3,12,39,60,0,11,3,4,80,57,3,11,4,3,75,17,0,8,5,4,34,3,0,0,3,0,4,0,0,0,0,0,0,175,13,30,19,66,305
