UCL_CODE_2021,F_Inad_desc_Ns_15_19,F_Inad_desc_Ns_20_24,F_Inad_desc_Ns_25_34,F_Inad_desc_Ns_35_44,F_Inad_desc_Ns_45_54,F_Inad_desc_Ns_55_64,F_Inad_desc_Ns_65_74,F_Inad_desc_Ns_75_84,F_Inad_desc_Ns_85_yr_over,F_Inad_desc_Ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Agr_fstry_fsh_15_19,P_Agr_fstry_fsh_20_24,P_Agr_fstry_fsh_25_34,P_Agr_fstry_fsh_35_44,P_Agr_fstry_fsh_45_54,P_Agr_fstry_fsh_55_64,P_Agr_fstry_fsh_65_74,P_Agr_fstry_fsh_75_84,P_Agr_fstry_fsh_85_yr_over,P_Agr_fstry_fsh_Tot,P_Min_15_19_yr,P_Min_20_24_yr,P_Min_25_34_yr,P_Min_35_44_yr,P_Min_45_54_yr,P_Min_55_64_yr,P_Min_65_74_yr,P_Min_75_84_yr,P_Min_85_yr_over,P_Min_Tot,P_Manf_15_19_yr,P_Manf_20_24_yr,P_Manf_25_34_yr,P_Manf_35_44_yr,P_Manf_45_54_yr,P_Manf_55_64_yr,P_Manf_65_74_yr,P_Manf_75_84_yr,P_Manf_85_yr_over,P_Manf_Tot,P_Elec_gas_wtr_wst_sv_15_19,P_Elec_gas_wtr_wst_sv_20_24,P_Elec_gas_wtr_wst_sv_25_34,P_Elec_gas_wtr_wst_sv_35_44,P_Elec_gas_wtr_wst_sv_45_54,P_Elec_gas_wtr_wst_sv_55_64,P_Elec_gas_wtr_wst_sv_65_74,P_Elec_gas_wtr_wst_sv_75_84,P_Elec_gas_wtr_wst_sv_85_ov,P_Elec_gas_wtr_wst_sv_Tot,P_Con_15_19_yr,P_Con_20_24_yr,P_Con_25_34_yr,P_Con_35_44_yr,P_Con_45_54_yr,P_Con_55_64_yr,P_Con_65_74_yr,P_Con_75_84_yr,P_Con_85_yr_over,P_Con_Tot,P_Whl_trd_15_19_yr,P_Whl_trd_20_24_yr,P_Whl_trd_25_34_yr,P_Whl_trd_35_44_yr,P_Whl_trd_45_54_yr,P_Whl_trd_55_64_yr,P_Whl_trd_65_74_yr,P_Whl_trd_75_84_yr,P_Whl_trd_85_yr_over,P_Whl_trd_Tot,P_Re_trd_15_19_yr,P_Re_trd_20_24_yr,P_Re_trd_25_34_yr,P_Re_trd_35_44_yr,P_Re_trd_45_54_yr,P_Re_trd_55_64_yr,P_Re_trd_65_74_yr,P_Re_trd_75_84_yr,P_Re_trd_85_yr_over,P_Re_trd_Tot,P_Acc_food_svc_15_19,P_Acc_food_svc_20_24,P_Acc_food_svc_25_34,P_Acc_food_svc_35_44,P_Acc_food_svc_45_54,P_Acc_food_svc_55_64,P_Acc_food_svc_65_74,P_Acc_food_svc_75_84,P_Acc_food_svc_85_yr_over,P_Acc_food_svc_Tot,P_Trp_pos_wh_15_19,P_Trp_pos_wh_20_24,P_Trp_pos_wh_25_34,P_Trp_pos_wh_35_44,P_Trp_pos_wh_45_54,P_Trp_pos_wh_55_64,P_Trp_pos_wh_65_74,P_Trp_pos_wh_75_84,P_Trp_pos_wh_85_yr_over,P_Trp_pos_wh_Tot,P_In_med_tcom_15_19,P_In_med_tcom_20_24,P_In_med_tcom_25_34,P_In_med_tcom_35_44,P_In_med_tcom_45_54,P_In_med_tcom_55_64,P_In_med_tcom_65_74,P_In_med_tcom_75_84,P_In_med_tcom_85_yr_over,P_In_med_tcom_Tot,P_Fin_in_svc_15_19,P_Fin_in_svc_20_24,P_Fin_in_svc_25_34,P_Fin_in_svc_35_44,P_Fin_in_svc_45_54,P_Fin_in_svc_55_64,P_Fin_in_svc_65_74,P_Fin_in_svc_75_84,P_Fin_in_svc_85_yr_over,P_Fin_in_svc_Tot,P_Rnt_hrg_rea_est_serv_15_19,P_Rnt_hrg_rea_est_serv_20_24,P_Rnt_hrg_rea_est_serv_25_34,P_Rnt_hrg_rea_est_serv_35_44,P_Rnt_hrg_rea_est_serv_45_54,P_Rnt_hrg_rea_est_serv_55_64,P_Rnt_hrg_rea_est_serv_65_74,P_Rnt_hrg_rea_est_serv_75_84,P_Rnt_hrg_rea_est_serv_85_ov,P_Rnt_hrg_rea_est_serv_Tot,P_Prof_sc_tech_serv_15_19,P_Prof_sc_tech_serv_20_24,P_Prof_sc_tech_serv_25_34,P_Prof_sc_tech_serv_35_44,P_Prof_sc_tech_serv_45_54,P_Prof_sc_tech_serv_55_64,P_Prof_sc_tech_serv_65_74,P_Prof_sc_tech_serv_75_84,P_Prof_sc_tech_serv_85_over,P_Prof_sc_tech_serv_Tot,P_Adm_sup_serv_15_19,P_Adm_sup_serv_20_24,P_Adm_sup_serv_25_34,P_Adm_sup_serv_35_44,P_Adm_sup_serv_45_54,P_Adm_sup_serv_55_64,P_Adm_sup_serv_65_74,P_Adm_sup_serv_75_84,P_Adm_sup_serv_85_over,P_Adm_sup_serv_Tot,P_PubAd_saf_15_19,P_PubAd_saf_20_24,P_PubAd_saf_25_34,P_PubAd_saf_35_44,P_PubAd_saf_45_54,P_PubAd_saf_55_64,P_PubAd_saf_65_74,P_PubAd_saf_75_84,P_PubAd_saf_85_yr_over,P_PubAd_saf_Tot,P_Ed_trng_15_19,P_Ed_trng_20_24,P_Ed_trng_25_34,P_Ed_trng_35_44,P_Ed_trng_45_54,P_Ed_trng_55_64,P_Ed_trng_65_74,P_Ed_trng_75_84,P_Ed_trng_85_yr_over,P_Ed_trng_Tot,P_Hlth_cre_socia_assist_15_19,P_Hlth_cre_socia_assist_20_24,P_Hlth_cre_socia_assist_25_34,P_Hlth_cre_socia_assist_35_44,P_Hlth_cre_socia_assist_45_54,P_Hlth_cre_socia_assist_55_64,P_Hlth_cre_socia_assist_65_74,P_Hlth_cre_socia_assist_75_84,P_Hlth_cre_socia_assist_85_ov,P_Hlth_cre_socia_assist_Tot,P_Arts_rec_svc_15_19,P_Arts_rec_svc_20_24,P_Arts_rec_svc_25_34,P_Arts_rec_svc_35_44,P_Arts_rec_svc_45_54,P_Arts_rec_svc_55_64,P_Arts_rec_svc_65_74,P_Arts_rec_svc_75_84,P_Arts_rec_svc_85_yr_over,P_Arts_rec_svc_Tot
UCL513005,3,0,15,21,14,13,3,0,0,70,129,145,485,572,500,326,65,0,0,2221,5,12,30,12,15,13,3,0,0,90,5,26,107,142,102,47,0,0,0,425,8,10,36,43,51,19,8,4,0,184,0,5,6,4,13,10,0,0,0,40,26,54,161,149,116,83,16,0,0,606,0,8,28,25,34,17,0,0,0,110,50,53,92,81,81,58,12,3,0,425,97,45,50,48,29,22,3,0,0,297,4,3,30,27,44,28,6,0,0,146,0,4,5,4,0,7,0,0,0,23,3,7,15,27,9,13,0,0,0,73,0,0,10,16,14,12,3,0,0,57,0,7,41,48,40,27,13,0,0,186,0,8,33,38,40,30,6,0,0,160,0,10,46,47,70,43,8,0,0,228,10,14,72,116,110,54,13,0,0,394,12,33,122,165,145,129,21,0,0,626,9,3,9,18,9,14,0,0,0,65
UCL514001,3,0,3,15,8,0,0,0,0,34,93,94,235,262,292,209,47,9,0,1247,4,0,5,6,3,9,0,0,0,26,8,36,86,88,121,84,12,0,0,438,7,21,49,53,49,22,5,0,0,191,5,11,33,46,41,34,4,0,0,177,14,19,44,38,39,36,5,0,0,189,0,0,5,4,3,0,0,0,0,18,35,27,40,42,55,53,7,0,0,253,63,28,50,30,24,21,13,0,0,226,0,3,9,12,12,24,9,0,0,76,0,0,0,0,0,0,0,0,0,6,0,3,5,11,3,5,0,0,0,23,0,0,0,4,0,4,0,0,0,12,4,6,14,15,10,11,0,0,0,56,3,4,15,13,14,10,10,3,0,74,0,7,13,25,36,31,6,0,0,126,0,8,40,49,63,33,11,4,0,212,4,14,49,70,62,67,16,5,0,279,0,0,6,7,4,0,3,0,0,18
UCL514002,8,9,8,18,24,5,5,0,0,75,101,68,294,486,428,258,83,8,0,1719,0,6,6,7,19,12,8,4,0,66,4,4,25,62,54,13,8,0,0,174,20,12,46,66,39,33,4,4,0,234,0,0,4,9,6,5,0,0,0,24,25,17,77,134,104,67,13,0,0,447,0,0,17,6,24,13,6,0,0,61,41,20,39,62,64,51,24,6,0,301,83,39,95,113,68,56,20,0,0,479,0,0,5,18,18,6,10,0,0,54,0,0,0,4,0,5,0,0,0,13,0,0,5,15,14,6,5,0,0,56,0,0,8,22,27,18,10,0,0,90,0,0,31,59,53,36,20,0,0,206,5,3,13,52,40,23,9,0,0,142,0,0,18,25,29,18,4,0,0,95,4,5,37,81,67,37,17,0,0,253,4,6,76,88,95,73,11,0,0,343,10,4,13,20,10,4,4,0,0,64
UCL514003,3,0,14,26,14,8,4,0,0,73,108,77,369,543,437,265,65,6,0,1874,0,16,60,36,46,16,4,0,0,174,0,0,34,66,44,21,5,0,0,183,13,15,97,116,66,38,10,0,0,363,0,0,5,7,13,6,0,0,0,35,24,24,78,107,74,44,8,0,0,360,4,5,9,14,18,11,3,0,0,60,53,42,58,85,92,54,12,0,0,402,88,41,141,123,73,37,12,0,0,511,0,3,8,6,18,19,12,0,0,73,0,0,0,4,7,3,0,0,0,18,0,0,12,10,11,11,3,0,0,47,0,0,8,8,19,6,4,0,0,50,0,4,22,50,36,26,3,0,0,141,7,3,27,46,50,23,3,0,0,164,0,0,19,50,29,31,0,0,0,125,5,0,38,93,106,73,19,0,0,327,3,17,76,99,95,66,19,4,0,381,8,3,11,7,9,7,5,0,0,53
UCL514004,0,0,3,8,7,4,0,0,0,31,87,117,205,249,291,272,73,5,0,1303,3,9,20,11,11,10,10,0,0,72,0,7,9,8,16,17,5,0,0,57,12,11,33,23,32,22,0,0,0,129,0,4,9,11,19,10,4,0,0,61,12,26,45,57,37,30,11,0,0,217,0,5,17,11,18,14,0,0,0,79,61,32,43,51,53,47,21,0,0,314,44,30,29,18,32,21,10,0,0,179,3,5,19,12,34,50,17,0,0,148,0,0,0,5,0,6,3,0,0,11,0,4,3,9,14,11,0,0,0,37,0,3,3,0,5,4,8,0,0,26,0,6,19,17,19,10,0,0,0,81,3,5,17,19,23,14,3,0,0,79,5,9,38,46,49,67,13,0,0,235,5,13,41,62,60,58,13,4,0,254,13,20,64,81,81,100,42,0,0,403,0,0,0,4,4,3,5,3,0,17
UCL515001,0,0,0,0,4,3,0,0,0,11,9,7,24,38,55,58,19,0,0,217,4,0,11,3,5,5,4,3,0,33,0,0,4,3,3,3,0,0,0,13,0,0,4,3,9,5,4,0,0,17,0,0,0,0,0,4,0,0,0,4,0,3,6,9,9,11,5,0,0,49,0,0,0,0,0,3,0,0,0,10,3,4,6,8,7,16,4,0,0,46,5,5,11,11,16,0,4,3,0,55,0,0,3,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,3,4,10,0,0,21,0,0,3,7,5,3,0,0,0,27,0,0,0,0,7,9,0,0,0,15,0,0,0,4,4,6,0,0,0,27,0,0,0,8,10,24,9,0,0,49,0,0,0,0,0,0,0,0,0,9
UCL515002,0,0,0,0,0,0,0,0,0,3,20,18,48,60,73,51,19,0,0,292,0,6,11,7,5,6,0,0,0,27,0,5,8,7,19,17,3,0,0,57,8,0,14,18,14,20,0,0,0,82,0,0,7,0,0,0,0,0,0,8,3,3,12,19,19,13,3,0,0,81,0,3,0,6,0,3,5,0,0,16,4,4,4,5,9,10,0,0,0,32,13,0,0,5,3,0,0,0,0,23,0,0,0,6,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,3,0,0,5,0,0,0,0,7,0,0,0,4,7,0,0,0,0,16,0,0,5,4,0,0,0,0,0,9,0,0,0,7,11,12,3,0,0,27,0,0,9,16,16,17,4,0,0,65,7,11,7,14,23,14,4,0,0,74,0,0,0,4,3,0,0,0,0,6
UCL515003,0,0,0,0,0,4,0,0,0,8,31,25,63,77,117,120,34,6,0,471,0,0,6,5,0,6,4,0,0,24,3,11,21,28,23,25,6,0,0,116,4,3,9,7,13,7,3,0,0,44,0,0,0,6,6,7,0,0,0,26,3,10,4,9,12,16,5,0,0,55,0,0,0,4,5,4,6,0,0,18,12,6,13,16,19,16,12,0,0,91,9,8,13,4,11,16,0,0,0,64,0,0,5,3,12,12,5,0,0,30,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,4,4,5,3,0,0,0,14,0,0,7,9,4,4,6,4,0,30,0,0,5,7,4,6,0,0,0,27,0,0,10,18,20,9,4,0,0,56,0,0,14,17,29,21,10,0,0,93,3,0,15,22,36,42,15,5,0,142,0,0,0,0,0,4,5,0,0,11
UCL515004,3,3,4,5,5,0,0,0,0,18,20,51,133,103,95,54,11,0,0,470,0,6,9,9,5,3,0,0,0,28,0,0,26,16,15,8,0,0,0,67,3,3,15,18,16,9,4,0,0,71,4,5,0,0,0,3,0,0,0,13,7,5,28,23,27,6,5,0,0,105,0,3,15,13,6,3,0,0,0,39,15,15,25,15,19,5,3,0,0,94,11,6,11,4,7,0,0,0,0,40,6,5,15,20,16,4,3,0,0,67,0,0,3,0,0,0,0,0,0,10,0,0,4,5,0,4,0,0,0,6,0,0,3,0,0,0,0,0,0,9,0,3,16,8,3,3,4,0,0,34,0,0,11,5,4,5,3,0,0,37,4,51,45,8,28,7,5,0,0,145,0,3,13,22,11,3,0,0,0,54,5,3,28,14,11,11,5,0,0,90,5,5,5,0,0,0,0,0,0,7
UCL515005,0,0,4,5,0,0,0,0,0,10,39,32,85,117,138,78,19,3,0,508,7,3,10,14,9,4,8,5,0,57,0,3,11,12,23,14,0,0,0,67,0,6,3,9,18,3,3,0,0,48,0,4,4,0,3,3,0,0,0,20,5,15,19,29,32,17,0,0,0,114,0,0,0,6,3,0,0,0,0,16,22,6,21,21,24,11,6,0,0,108,23,0,8,6,9,0,0,0,0,46,0,4,3,6,19,17,4,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,8,0,0,8,4,3,3,3,0,0,26,0,0,10,10,16,9,0,0,0,45,0,6,13,17,20,15,0,0,0,77,0,0,15,19,25,15,0,0,0,76,0,8,24,38,40,35,8,0,0,150,0,0,4,0,3,0,0,0,0,12
UCL515006,0,4,4,9,6,5,5,0,0,29,36,59,174,177,197,228,66,6,0,941,8,12,25,29,22,38,23,5,0,170,6,7,23,30,27,17,7,0,0,115,3,4,0,7,7,6,9,0,0,35,0,0,11,5,12,9,3,0,0,41,11,12,27,27,36,31,8,0,0,153,0,0,0,4,3,7,3,0,0,23,20,14,27,37,34,38,16,0,0,189,3,10,21,22,25,33,4,0,0,118,0,3,16,15,16,31,9,0,0,91,0,0,0,0,0,0,0,0,0,4,0,0,0,5,10,0,0,0,0,19,3,4,0,4,0,6,0,0,0,12,0,6,8,7,9,7,7,0,0,44,0,0,19,14,23,20,7,0,0,80,7,13,44,45,36,38,8,0,0,187,5,8,38,37,39,36,10,0,0,177,7,14,56,32,55,82,20,0,0,269,0,0,0,6,4,3,0,0,0,14
UCL515007,0,0,3,11,4,7,0,0,0,19,28,15,70,180,120,68,11,0,0,496,6,0,3,6,6,7,3,0,0,33,0,0,12,43,15,13,0,0,0,83,5,5,9,42,34,18,7,0,0,115,0,0,0,3,6,0,0,0,0,11,9,4,9,37,26,14,6,0,0,108,0,0,0,9,3,4,3,0,0,18,15,6,6,24,13,20,0,0,0,84,17,9,8,32,14,3,0,0,0,83,0,0,0,0,0,3,0,0,0,15,0,0,0,0,3,0,0,0,0,6,0,0,5,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,9,0,0,3,23,13,9,0,0,0,45,0,0,5,11,13,11,0,0,0,37,0,0,3,13,14,10,0,0,0,46,0,0,15,36,30,18,0,0,0,104,0,0,25,35,30,7,5,0,0,103,0,0,0,6,0,0,0,0,0,3
UCL515008,0,0,0,0,9,0,0,0,0,12,16,10,55,83,89,40,3,0,0,300,0,0,0,0,3,0,3,0,0,5,5,12,26,71,72,37,0,0,0,217,0,0,0,5,4,3,3,0,0,18,0,0,0,0,0,0,0,0,0,11,3,3,15,14,7,8,7,0,0,52,0,0,6,0,3,0,0,0,0,10,0,0,6,5,0,4,0,0,0,24,19,3,9,8,3,14,0,0,0,56,0,0,4,19,25,13,9,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,7,0,0,4,6,4,0,0,0,0,17,0,0,3,5,0,6,0,0,0,14,0,0,5,9,11,6,0,0,0,29,0,0,9,19,19,14,0,0,0,58,0,6,7,9,16,7,0,0,0,42,0,0,3,0,0,0,0,0,0,4
UCL515009,6,0,0,0,6,3,0,0,0,19,32,24,73,133,153,115,35,3,0,568,5,0,0,0,6,4,0,3,0,29,0,0,5,8,8,5,4,0,0,28,4,6,9,15,17,10,6,0,0,69,0,0,0,0,0,4,0,0,0,6,0,4,24,32,12,15,4,0,0,98,0,0,0,5,3,0,0,0,0,10,30,3,13,17,28,20,7,0,0,116,21,6,16,16,15,15,10,0,0,100,4,0,0,5,6,14,0,0,0,32,0,0,0,0,0,0,4,0,0,13,0,0,0,9,5,3,0,0,0,19,0,0,0,0,0,4,0,0,0,7,0,4,7,11,16,9,8,4,0,64,0,0,6,13,13,11,3,0,0,43,0,0,5,12,21,19,0,0,0,61,0,4,21,37,40,31,9,3,0,150,0,0,23,29,48,29,16,3,0,152,0,0,0,5,4,4,0,0,0,14
UCL515010,0,0,3,4,3,3,6,0,0,21,18,42,140,107,120,146,46,9,0,624,0,0,5,0,3,11,4,0,0,24,0,0,4,4,4,4,0,0,0,30,0,0,0,5,3,11,5,0,0,22,0,0,0,4,0,4,4,0,0,11,4,11,22,15,17,29,6,0,0,102,0,0,4,0,4,6,0,0,0,14,11,3,14,6,9,13,12,0,0,74,0,3,14,6,13,19,7,0,0,62,3,11,10,14,10,10,6,0,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,3,0,0,0,7,0,0,0,0,5,3,4,0,0,9,0,0,5,6,5,12,0,0,0,35,0,0,9,12,7,11,3,0,0,43,0,5,32,40,42,52,23,0,0,194,6,23,37,32,29,20,11,0,0,151,4,12,66,51,56,61,22,0,0,280,0,4,16,4,5,0,3,0,0,33
UCL515011,0,0,0,0,4,3,0,0,0,15,44,35,86,117,120,104,20,8,0,529,6,9,20,24,14,15,9,8,0,104,0,7,21,27,38,10,9,0,0,108,4,7,9,21,6,13,0,0,0,60,0,0,0,5,9,0,0,0,0,19,6,0,19,18,16,22,6,0,0,91,0,0,0,7,0,0,4,0,0,14,26,10,20,23,21,15,3,0,0,118,17,0,0,12,8,6,0,0,0,58,0,4,4,7,21,13,6,0,0,56,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,12,0,0,0,11,8,0,0,0,0,19,4,7,19,11,6,7,0,0,0,57,0,0,9,17,20,12,4,0,0,61,0,4,5,17,21,22,7,0,0,67,5,5,21,27,29,45,4,0,0,135,0,0,0,8,3,0,0,0,0,16
UCL515012,3,4,5,3,0,0,0,0,0,23,46,34,144,122,135,63,19,0,0,564,0,0,3,9,10,0,3,0,0,22,0,3,28,25,35,10,0,0,0,105,4,3,3,0,0,7,0,0,0,24,0,0,3,0,0,0,0,0,0,3,9,10,39,26,19,9,3,0,0,116,0,0,3,7,9,8,0,0,0,23,29,15,20,16,26,3,0,0,0,108,25,4,11,6,0,0,0,0,0,51,0,0,20,13,20,8,3,0,0,62,0,0,6,0,0,0,0,0,0,3,0,0,7,5,6,3,0,0,0,21,0,0,3,4,0,3,0,0,0,15,0,3,13,16,9,3,0,0,0,41,0,3,3,0,3,3,0,0,0,21,0,3,25,15,32,22,3,0,0,108,0,4,16,28,48,16,4,0,0,120,8,12,59,35,28,28,4,0,0,172,0,4,0,3,3,0,0,0,0,9
UCL515013,0,10,20,10,4,6,0,0,0,60,50,96,329,263,217,192,57,10,0,1220,5,5,13,13,12,14,10,4,0,85,0,5,32,34,16,14,0,0,0,104,3,14,23,16,10,12,5,0,0,85,0,0,5,7,3,3,0,0,0,30,7,17,58,57,44,40,14,0,0,242,3,5,9,6,5,8,0,0,0,38,30,12,35,30,45,28,10,5,0,199,30,41,77,49,27,19,7,0,0,250,3,16,51,42,30,34,10,0,0,190,0,0,3,6,0,6,4,0,0,11,0,0,9,5,6,6,0,0,0,31,0,4,11,17,14,8,6,0,0,58,0,7,51,57,48,39,9,0,0,213,3,10,31,33,20,11,12,0,0,122,0,9,47,48,59,34,6,0,0,208,0,7,24,44,37,36,10,0,0,149,0,3,61,36,37,57,12,0,0,214,0,0,11,10,7,6,0,0,0,43
UCL515014,0,0,3,0,4,0,0,0,0,7,9,21,72,55,49,49,17,0,0,270,0,0,3,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,9,0,0,4,3,3,7,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,10,6,5,3,0,0,0,32,0,3,16,3,4,0,0,0,0,33,0,0,0,0,0,0,3,0,0,13,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,0,0,0,17,0,0,0,4,3,0,0,0,0,13,0,4,17,13,8,6,0,0,0,50,0,4,36,20,29,19,3,0,0,120,3,3,34,31,24,30,9,0,0,136,0,0,3,3,0,5,0,0,0,13
UCL515015,0,0,3,0,7,4,0,0,0,13,35,33,133,96,110,79,20,0,0,505,0,6,27,20,13,8,5,0,0,84,0,3,21,13,16,4,0,0,0,56,14,32,146,83,60,35,5,0,0,378,0,0,3,0,4,0,0,0,0,8,8,8,15,14,22,15,0,0,0,88,0,0,0,0,3,6,0,0,0,13,12,12,13,12,16,15,4,0,0,83,12,0,4,5,16,3,3,0,0,44,0,6,0,9,7,13,5,0,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,6,0,0,0,6,5,0,0,0,0,4,0,0,3,5,0,0,0,0,0,13,0,0,3,0,6,3,3,0,0,25,0,4,11,12,5,20,4,0,0,58,0,0,10,13,28,23,9,0,0,86,3,4,20,21,25,12,0,0,0,93,0,0,0,0,0,0,0,0,0,12
UCL515016,0,0,8,3,6,5,3,0,0,13,14,14,71,69,66,81,32,3,0,346,3,0,7,9,4,7,8,4,0,31,0,3,11,11,20,15,0,0,0,58,0,5,6,4,3,15,4,0,0,32,0,0,3,5,3,3,0,0,0,16,0,0,14,18,14,18,6,0,0,71,0,0,0,0,4,0,0,0,0,6,8,3,12,8,16,12,3,0,0,62,5,0,16,11,5,22,5,0,0,73,0,0,3,0,6,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,8,0,0,0,3,0,6,4,0,0,18,0,0,3,9,4,5,0,0,0,17,0,0,3,4,12,4,0,0,0,23,0,0,11,11,12,16,4,0,0,61,0,0,12,17,10,11,6,0,0,56,0,3,15,10,17,9,5,3,0,65,0,0,0,0,0,4,0,0,0,9
UCL515017,0,0,3,4,0,4,0,0,0,12,11,24,42,61,73,110,40,0,0,366,0,0,5,8,10,11,23,3,0,69,0,0,4,21,16,7,8,0,0,58,0,0,3,0,3,8,10,0,0,22,0,0,0,5,0,0,0,0,0,3,0,7,17,24,14,32,3,0,0,97,0,0,0,0,0,0,0,0,0,3,3,7,4,5,13,19,8,0,0,61,14,13,18,13,19,27,5,0,0,119,0,0,5,9,5,11,3,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,7,0,0,0,14,0,0,0,7,10,7,3,0,0,23,0,0,0,10,12,14,3,0,0,36,0,0,5,6,8,20,3,0,0,36,0,3,3,6,24,14,4,0,0,61,0,0,4,13,16,34,9,6,0,81,0,0,0,3,0,5,0,0,0,13
UCL515018,0,0,0,0,8,3,0,0,0,11,13,37,52,76,77,52,11,0,0,318,0,0,0,0,4,0,0,0,0,4,7,25,75,80,78,70,9,4,0,341,0,9,6,4,7,8,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,4,0,0,31,0,0,0,5,0,0,0,0,0,8,13,3,0,10,14,3,3,0,0,52,5,3,4,7,0,0,0,0,0,29,4,0,3,0,0,8,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,12,0,5,0,0,0,0,0,0,0,8,0,0,0,3,0,4,4,0,0,11,0,6,7,6,9,15,3,0,0,36,0,5,13,10,12,18,0,0,0,54,0,7,9,7,9,3,0,0,0,34,0,0,0,4,0,0,0,0,0,3
UCL515019,0,0,0,3,5,11,0,0,0,26,53,72,127,128,137,140,43,6,0,700,10,9,33,21,25,20,7,4,0,141,0,0,5,0,4,0,0,0,0,14,7,29,73,50,59,45,3,0,0,270,4,6,0,5,3,4,0,0,0,25,4,9,19,7,6,18,6,0,0,71,3,11,18,10,10,15,5,0,0,81,25,15,28,34,23,23,6,0,0,156,23,9,8,15,16,14,0,0,0,91,0,3,9,8,13,14,9,0,0,61,0,0,0,5,0,0,0,0,0,7,0,4,9,3,4,3,0,0,0,25,0,0,6,0,0,0,0,0,0,5,0,0,0,5,7,10,6,0,0,28,0,3,9,11,3,9,8,0,0,44,3,6,20,15,22,14,11,0,0,91,5,7,31,31,27,35,4,0,0,149,3,22,25,29,33,43,20,0,0,176,0,0,0,0,0,0,0,0,0,4
UCL515020,0,4,18,4,12,7,3,0,0,50,44,84,351,276,229,218,56,0,0,1258,3,22,66,31,22,28,11,3,0,190,0,0,12,6,10,6,0,0,0,42,0,5,6,5,8,9,5,0,0,34,0,0,12,4,12,16,0,0,0,39,7,17,50,32,20,33,11,0,0,173,0,4,0,0,4,0,0,0,0,21,18,8,40,30,36,29,15,0,0,175,16,14,43,29,25,22,8,0,0,157,3,21,39,17,25,21,14,0,0,134,0,0,5,0,3,6,4,0,0,26,0,0,9,4,3,3,0,0,0,23,0,0,5,0,7,9,3,0,0,18,0,3,29,23,15,11,0,0,0,88,6,0,18,17,20,19,5,0,0,86,4,8,55,75,67,31,8,0,0,250,0,11,76,47,63,56,13,0,0,273,8,23,118,100,64,79,22,0,0,422,0,0,3,4,8,0,0,0,0,21
UCL515021,3,0,3,0,4,0,0,0,0,10,25,20,46,72,84,79,22,4,0,362,0,3,5,0,11,6,3,0,0,27,0,0,6,6,4,5,0,0,0,17,0,4,6,10,3,13,3,5,0,38,0,0,4,3,3,8,0,0,0,20,7,11,12,18,22,3,3,0,0,75,0,0,5,0,10,3,0,0,0,14,25,8,13,10,12,8,3,0,0,81,24,5,9,9,0,6,0,4,0,55,5,0,0,6,15,8,3,0,0,30,0,0,6,0,4,0,0,0,0,13,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,8,0,3,3,13,4,5,5,0,0,36,0,0,0,4,11,5,0,0,0,21,0,0,5,21,20,19,4,0,0,69,0,0,10,18,16,26,11,0,0,84,0,4,12,22,32,34,9,6,0,112,0,0,5,5,0,5,0,0,0,17
