UCL_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
UCL515037,0,0,12,6,0,14,5,20,0,53,0,8,26,3,3,5,17,16,5,84,14,27,133,19,36,10,35,48,8,336,34,43,119,18,32,5,58,40,12,357,23,16,80,15,15,6,49,23,7,234,6,23,57,7,12,4,26,17,3,155,0,0,5,5,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,124,430,81,104,43,188,156,38,1235
UCL515038,0,0,5,6,3,9,0,16,0,45,0,4,10,7,5,6,0,9,0,42,6,33,29,13,6,10,18,21,0,142,18,25,25,23,25,7,9,22,0,150,24,23,26,23,22,14,26,13,4,178,19,26,45,38,22,16,31,31,6,228,17,12,12,7,8,5,10,11,3,86,4,0,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,97,129,150,122,93,65,92,124,23,891
UCL521001,0,0,14,0,0,12,0,6,0,26,0,0,3,0,0,0,0,0,0,19,0,0,13,3,0,0,3,4,0,24,5,4,14,8,8,7,8,3,0,56,4,10,21,6,7,3,13,9,0,66,8,9,9,4,5,3,9,3,0,55,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,71,21,22,17,41,30,6,256
UCL521002,0,0,4,6,6,3,0,4,0,16,0,0,0,0,4,3,5,0,0,17,0,3,19,3,0,0,3,0,3,43,4,12,17,9,3,5,8,6,4,55,7,16,16,16,12,8,3,7,0,82,5,13,5,8,7,0,10,6,5,56,8,4,3,9,3,0,3,5,0,32,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,46,66,53,31,21,34,27,11,301
UCL521003,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,7,8,3,0,0,0,5,0,26,0,8,8,8,5,0,8,11,0,45,3,5,9,7,7,8,6,4,0,51,8,7,11,9,6,6,11,10,0,60,11,0,6,0,0,0,7,5,0,27,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,29,26,40,32,21,22,32,38,3,234
UCL521004,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,5,0,16,4,3,5,3,0,0,0,37,4,10,0,0,4,0,3,0,0,24,5,9,0,9,5,0,0,0,0,26,4,3,5,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,46,9,22,9,7,6,4,3,120
UCL521005,0,0,0,3,0,0,0,4,0,6,0,0,12,0,0,0,9,8,0,36,4,8,22,6,10,0,19,14,0,84,18,11,14,9,11,4,34,4,0,98,3,10,19,5,9,3,29,11,3,93,14,10,18,8,11,11,31,13,0,116,9,0,4,0,5,0,7,0,0,28,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,51,91,33,47,16,126,50,5,462
UCL521006,0,0,6,9,0,9,0,5,0,25,0,0,12,3,4,3,0,0,0,27,6,6,12,3,8,0,13,13,0,49,5,11,19,11,12,6,10,8,0,84,5,13,12,15,11,6,12,11,0,81,13,13,15,12,9,5,17,20,3,101,3,0,6,0,0,0,3,5,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,53,71,53,43,29,59,55,8,393
UCL521007,0,0,3,0,0,0,0,3,0,9,0,0,0,4,4,4,0,3,0,21,5,6,7,0,5,0,5,4,5,31,0,9,4,6,0,4,4,7,0,33,0,6,11,4,0,5,4,5,0,34,8,5,8,3,4,3,4,5,0,39,4,0,0,0,0,0,3,3,0,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,18,30,24,15,22,21,36,3,190
UCL521008,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,14,0,3,4,3,6,0,8,0,0,35,3,0,0,11,0,3,8,5,0,29,7,5,0,0,4,0,7,12,0,35,4,0,4,3,6,3,3,4,0,38,3,0,6,6,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,25,18,18,30,19,13,22,38,4,184
UCL521009,0,0,6,0,0,0,4,0,0,6,0,0,4,0,0,0,3,3,0,16,9,3,10,9,3,0,4,8,0,40,3,6,17,8,5,0,5,6,0,46,3,7,8,4,3,0,6,8,0,44,7,4,6,4,3,3,10,9,0,45,4,0,0,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,19,46,24,17,7,34,34,0,210
UCL521010,0,0,7,0,0,0,0,4,0,20,0,0,8,6,0,0,5,0,0,29,4,4,12,6,4,0,5,14,0,53,0,4,14,6,3,4,5,5,0,49,3,7,9,9,7,3,8,14,0,73,4,3,4,14,7,0,13,5,0,53,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,59,40,25,15,46,47,8,285
UCL521011,0,0,3,3,0,7,4,10,0,21,0,3,0,0,3,5,5,9,0,27,0,6,16,0,6,3,3,7,0,49,7,10,22,8,16,3,13,11,0,91,7,12,11,13,15,5,16,8,0,73,5,8,4,3,6,5,6,4,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38,63,31,45,18,38,43,0,299
UCL521012,0,0,0,5,0,11,0,0,0,15,0,0,4,0,0,0,3,0,0,11,3,0,14,5,11,5,0,8,0,44,4,9,13,0,0,4,0,7,0,38,11,13,5,8,3,5,7,4,0,60,10,7,5,7,8,3,13,5,0,62,0,5,0,4,4,0,3,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,45,27,32,20,26,31,3,238
UCL521013,0,0,8,3,0,8,0,13,0,34,0,3,7,0,3,0,0,5,0,25,5,9,25,12,11,3,8,0,0,77,3,16,15,10,13,6,7,4,6,71,14,13,15,19,14,11,11,10,4,107,9,14,17,16,11,6,12,12,5,89,0,0,4,5,5,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,49,85,68,60,35,45,47,18,428
UCL521014,0,0,6,0,0,4,0,0,0,11,0,0,0,0,0,0,7,0,0,19,5,8,20,6,6,4,23,6,5,69,9,4,25,4,3,3,23,5,0,77,13,3,15,11,10,3,24,6,4,97,5,11,9,9,12,3,31,5,4,84,3,0,0,0,5,5,10,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33,77,30,32,16,124,35,11,387
UCL521015,0,0,6,4,0,3,0,8,0,19,0,0,0,0,0,6,0,3,0,20,4,10,11,3,11,7,4,8,0,61,4,6,12,7,7,0,7,3,0,47,14,5,4,4,6,7,8,7,5,56,14,6,3,3,4,5,5,5,5,60,16,3,4,0,5,6,0,0,0,33,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,57,33,47,27,34,24,26,41,10,299
UCL521016,0,0,9,3,0,3,0,7,0,15,0,0,6,0,4,7,0,9,0,27,21,10,9,10,3,3,3,9,0,70,0,6,7,8,0,5,3,3,0,49,11,4,14,11,6,3,4,13,0,63,7,6,4,7,8,3,6,8,0,46,6,0,3,3,5,3,4,3,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,48,32,47,32,30,29,24,45,8,293
UCL521017,0,0,0,0,0,3,3,0,0,10,6,4,8,0,4,5,0,0,0,34,20,17,7,4,9,5,10,5,0,82,17,10,19,6,9,9,9,4,9,79,6,10,7,0,8,7,4,11,0,51,13,3,7,5,14,5,7,7,0,57,6,0,4,0,3,3,0,3,0,26,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,70,45,53,22,51,25,35,37,6,347
UCL521018,0,0,0,0,0,4,0,5,0,17,0,0,8,3,0,5,0,0,0,27,6,9,11,5,6,4,16,3,0,54,5,9,7,6,8,0,10,4,0,48,9,12,6,5,8,3,4,9,0,58,0,7,4,3,6,0,11,3,0,28,0,0,4,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,33,43,17,27,17,41,33,3,247
UCL521019,0,0,3,4,0,3,0,3,0,13,0,4,3,4,5,4,6,5,0,28,14,14,19,19,15,5,8,12,4,105,23,11,24,7,13,4,6,10,5,107,20,20,20,13,12,11,10,15,0,116,38,17,21,22,31,11,15,28,6,185,10,9,5,7,0,4,4,8,3,47,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,108,74,102,69,80,46,48,77,19,616
UCL521020,0,0,0,3,0,6,0,8,0,15,4,0,6,3,0,3,0,3,0,18,0,0,6,6,7,5,5,3,3,35,10,7,15,0,3,0,8,4,4,46,9,9,12,8,10,3,12,8,7,75,7,7,9,9,10,4,10,18,0,63,0,4,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,29,53,27,30,19,33,49,8,272
UCL521021,0,0,0,5,0,3,0,8,0,19,3,0,5,0,0,6,0,5,0,27,7,4,10,3,10,3,10,24,0,65,22,11,12,7,11,5,8,14,0,93,15,16,10,8,8,3,11,14,6,78,12,7,6,0,12,3,14,15,0,70,5,0,0,0,3,6,0,7,0,23,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,67,38,42,26,43,25,49,74,4,379
UCL521022,0,0,4,11,0,4,0,11,0,30,0,6,3,0,0,7,0,0,0,13,0,25,15,5,0,7,0,9,0,64,12,29,13,6,5,4,0,3,0,75,20,33,8,13,10,5,0,5,0,106,19,29,8,8,10,8,3,4,0,85,0,9,3,0,0,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,116,56,44,29,39,10,32,6,396
UCL521023,0,0,0,0,4,0,0,0,0,3,0,0,10,4,4,0,3,0,0,20,7,6,14,7,3,3,0,3,7,53,8,9,11,4,7,3,0,8,0,51,7,0,9,3,3,0,6,7,0,35,10,5,13,0,7,0,9,3,0,41,6,0,0,0,3,0,11,4,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,41,30,55,15,27,11,33,28,6,242
UCL521024,0,0,0,3,0,0,0,3,0,5,0,14,3,10,4,4,0,9,0,41,7,35,10,28,10,11,5,10,4,119,11,21,14,27,12,0,3,11,3,104,22,20,10,20,8,3,9,6,6,94,20,22,9,14,3,0,10,4,5,95,7,11,3,0,3,0,4,0,3,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,66,118,43,104,41,17,25,43,24,489
UCL521025,0,0,0,4,0,0,0,0,0,6,0,6,0,4,0,0,0,5,0,18,3,21,23,9,10,3,17,0,4,87,14,11,12,13,9,0,4,4,0,71,12,11,15,0,6,3,12,13,0,75,4,7,16,4,7,8,13,11,4,82,0,4,5,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,60,73,38,32,21,55,29,14,364
UCL521026,0,0,5,3,6,8,0,6,0,24,0,4,8,6,0,0,0,0,0,27,3,9,8,5,8,0,6,3,0,45,9,15,12,7,9,3,7,3,0,62,21,21,21,13,17,6,16,4,6,111,14,8,10,7,7,3,12,9,0,70,3,0,0,0,0,0,7,5,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,44,56,76,44,42,20,49,30,4,367
UCL521027,0,0,0,5,0,3,3,6,4,24,0,0,6,0,0,3,14,0,0,29,0,19,22,6,3,0,38,9,3,98,6,9,14,4,8,0,35,9,0,77,10,7,20,3,5,5,29,6,0,81,4,9,10,0,4,5,19,0,0,56,0,0,4,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,42,78,22,27,15,133,41,6,380
UCL521028,0,0,5,0,0,3,0,8,7,22,0,0,3,0,0,0,0,0,0,15,3,9,12,11,8,0,6,10,0,56,5,0,7,10,9,6,0,11,0,47,8,6,7,12,8,0,11,12,0,59,7,9,12,14,0,4,13,11,0,82,4,4,0,0,6,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,26,55,49,23,16,30,65,9,302
UCL521029,0,0,0,6,0,3,0,5,3,13,0,0,4,0,4,3,0,14,0,32,9,9,17,12,8,8,5,9,0,75,11,9,12,10,4,0,7,19,0,71,11,7,11,4,0,3,13,16,0,64,12,9,15,5,13,4,17,21,0,103,15,3,3,0,6,0,10,0,4,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,41,63,38,28,17,55,92,3,392
UCL521030,0,0,4,0,0,3,0,4,0,12,4,0,0,3,0,3,5,19,0,32,6,0,9,11,4,0,4,65,0,99,5,9,0,5,4,0,4,14,6,46,12,6,10,5,5,4,3,8,3,55,22,13,8,5,4,5,4,10,0,66,3,0,3,0,3,3,0,3,4,24,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,47,28,40,20,19,15,20,126,20,340
UCL521031,0,0,0,0,0,0,0,4,0,7,0,0,5,0,0,0,3,10,0,22,9,24,24,8,11,7,23,13,3,132,14,10,17,4,8,3,20,9,0,80,8,5,19,11,6,0,20,11,0,81,12,17,21,8,3,0,15,8,0,86,6,0,7,0,0,5,5,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,55,59,91,35,31,9,90,56,4,428
UCL521032,0,0,0,0,0,0,0,0,3,3,0,0,0,4,4,0,0,0,0,17,7,22,9,8,8,7,0,5,0,60,0,6,3,3,5,0,0,3,0,24,6,8,4,9,3,4,3,4,0,40,12,8,5,14,10,4,7,3,3,68,3,5,0,4,5,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,44,24,39,24,18,20,24,13,234
UCL521033,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,6,0,11,4,15,10,0,4,0,8,0,3,41,6,7,8,6,3,0,5,0,3,44,7,11,9,4,9,0,17,9,0,63,10,9,9,3,9,0,12,9,0,59,5,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,43,44,19,18,11,44,25,6,244
UCL521034,0,0,13,0,0,7,0,5,0,27,0,4,14,6,0,3,3,6,0,30,4,4,11,3,3,0,7,8,3,45,6,14,12,4,5,0,4,8,3,64,14,13,16,16,16,0,12,15,3,98,16,6,23,6,11,3,14,8,0,90,0,0,0,0,0,0,7,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,42,81,28,39,20,50,46,16,368
UCL521035,0,0,0,4,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,9,0,8,6,0,0,0,0,7,0,25,9,7,3,10,4,3,0,6,0,44,5,8,6,8,3,0,6,7,0,51,9,6,10,8,4,3,5,7,0,62,4,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,31,29,32,17,9,29,43,0,214
UCL521036,0,0,0,0,0,0,0,5,0,10,0,3,0,0,0,3,0,0,0,15,4,3,3,12,0,0,0,7,3,41,0,6,5,5,4,3,5,7,0,23,8,5,8,0,0,4,3,5,0,36,4,9,3,0,6,5,5,13,0,54,4,4,5,0,5,0,4,0,0,20,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,20,37,26,17,21,15,19,35,6,209
UCL521037,0,0,3,3,0,9,3,9,0,25,0,0,4,0,0,0,0,6,0,16,0,3,13,10,5,3,12,7,0,52,8,7,17,18,7,6,16,13,6,90,6,4,9,12,7,11,14,16,5,74,0,5,12,11,0,4,18,15,0,62,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,19,61,54,21,33,73,60,4,329
UCL521038,0,0,0,0,0,4,4,3,0,12,0,0,0,0,0,0,0,0,0,3,0,7,7,0,0,4,3,0,0,25,4,7,7,9,6,0,5,5,0,41,6,4,8,3,5,3,10,11,0,52,10,12,8,8,6,0,23,7,0,67,0,0,0,3,0,0,3,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,37,35,12,15,41,42,5,237
UCL521039,0,0,3,7,0,7,0,11,0,31,0,0,9,0,0,0,5,0,0,13,6,7,10,6,3,3,0,0,0,38,7,24,13,17,10,4,5,4,0,86,14,18,16,3,10,5,5,8,5,82,17,22,15,9,8,6,3,10,6,98,3,7,0,0,0,5,0,0,0,21,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,51,83,66,42,30,33,14,36,13,373
UCL521040,0,0,0,0,0,0,0,0,0,3,0,3,8,7,3,0,0,9,0,24,9,22,22,21,13,3,8,14,0,117,15,33,27,14,11,0,12,6,0,120,10,14,18,5,7,0,17,17,0,108,14,12,14,5,25,7,22,15,0,114,13,5,0,0,8,0,5,0,0,38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,72,85,98,56,64,19,63,58,6,527
UCL521041,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,4,4,12,3,31,7,16,50,15,4,0,33,6,0,134,10,9,43,5,9,0,44,6,4,138,4,8,17,0,0,0,25,4,0,68,7,4,17,0,0,5,23,5,3,67,0,0,0,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,47,137,31,25,6,139,31,11,452
UCL521042,0,0,0,6,0,6,0,5,3,20,0,0,3,0,0,3,3,9,0,21,6,3,3,6,3,0,0,22,0,45,10,3,7,3,5,7,6,17,0,60,18,14,3,15,5,6,9,18,0,81,9,20,0,3,12,4,8,13,0,69,9,5,0,5,0,3,7,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,47,23,38,28,28,29,75,3,324
UCL521043,0,0,0,4,0,4,0,3,0,15,0,0,0,0,0,0,0,6,0,11,0,7,6,0,3,0,5,0,0,30,6,11,6,9,6,0,0,0,0,41,7,22,9,11,3,4,5,7,0,65,16,19,5,13,14,6,7,8,0,73,0,4,5,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,66,36,39,23,10,15,21,0,248
UCL521044,0,0,4,0,0,6,0,7,0,14,4,0,8,0,0,0,0,4,0,22,0,0,9,3,4,0,4,8,0,30,8,8,6,0,0,4,0,0,0,33,4,7,8,9,0,0,4,3,0,36,5,7,5,11,12,0,12,3,0,59,0,0,6,0,0,0,0,4,0,16,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,25,40,32,22,12,19,37,4,204
UCL521045,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,3,0,3,0,27,3,3,0,4,0,0,0,3,0,18,8,0,5,4,0,0,3,0,0,22,6,0,6,8,4,4,4,8,0,37,13,0,0,0,0,4,4,7,0,24,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,36,10,15,18,7,15,15,23,0,147
UCL521046,0,0,0,0,3,0,0,4,0,12,0,4,5,6,0,3,3,4,0,17,0,6,4,16,3,5,3,5,0,49,4,7,5,13,3,0,5,4,0,50,8,7,12,6,4,0,0,8,0,38,11,3,4,4,0,0,7,3,0,30,0,4,0,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,23,30,30,49,17,12,22,33,0,211
UCL521047,0,0,0,0,0,0,3,0,0,6,3,0,8,0,4,0,0,0,0,14,5,3,11,4,3,4,6,9,4,51,6,4,12,9,9,3,9,3,0,53,15,9,13,0,12,5,14,9,0,74,8,4,11,3,8,0,15,20,0,71,4,0,3,0,0,0,5,4,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,41,20,59,20,35,19,57,54,6,307
UCL521048,0,0,0,0,0,0,0,4,0,13,0,0,6,3,0,5,0,0,0,19,0,5,14,4,9,0,0,8,0,45,8,12,9,13,0,5,3,4,0,59,4,14,3,9,8,4,3,3,0,55,14,8,9,7,20,5,11,8,4,84,4,10,0,3,6,0,6,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,54,48,41,44,20,21,35,3,307
UCL521049,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,8,0,9,0,3,0,4,0,3,0,17,4,11,0,0,3,0,0,7,0,24,3,8,0,8,0,4,0,0,0,21,7,4,0,0,3,0,0,3,0,11,5,5,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,4,17,12,10,0,6,0,98
UCL521050,0,0,9,0,0,3,0,8,0,22,0,3,12,4,3,3,4,3,0,31,5,11,16,3,5,4,4,15,0,61,8,11,10,5,7,4,5,11,0,68,7,5,11,10,6,5,3,7,0,55,3,8,12,13,4,9,11,4,0,63,0,3,4,3,0,0,13,5,0,28,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33,45,66,35,37,26,43,52,5,341
UCL521051,0,0,4,0,0,4,0,7,0,24,0,0,7,6,6,3,4,14,0,40,0,3,9,10,3,3,6,11,4,52,4,3,13,4,5,3,9,12,0,53,5,7,14,11,9,4,16,14,0,77,3,9,13,13,12,8,13,19,3,91,0,3,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,63,43,47,29,42,71,9,350
UCL521052,0,0,0,3,0,0,0,0,0,10,0,0,0,5,0,0,3,0,0,13,0,16,6,16,0,0,6,9,0,59,11,9,10,15,3,0,3,0,0,61,17,14,7,8,3,0,8,10,3,73,8,11,13,8,9,0,4,3,0,55,7,0,0,0,3,0,4,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,48,65,35,54,20,8,30,24,7,292
UCL522001,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,3,9,4,3,0,0,0,0,4,30,0,5,0,3,0,3,0,4,0,12,0,13,0,0,0,0,0,4,0,22,4,5,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37,4,15,3,6,5,10,6,97
UCL522002,0,0,6,0,0,0,0,0,0,3,0,4,6,0,0,0,0,4,0,12,4,0,5,0,0,0,3,3,0,22,3,7,0,0,0,0,0,0,0,17,5,6,0,0,0,0,3,8,0,22,0,3,3,0,0,0,0,0,0,18,0,3,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,15,8,9,3,11,17,3,114
UCL522003,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,7,0,9,7,5,0,0,4,0,0,27,0,0,0,4,0,0,4,0,0,18,4,0,0,4,5,4,0,4,0,20,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,4,19,10,4,8,7,0,76
UCL522004,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,5,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,7,3,0,9,0,33
UCL522005,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,3,0,19,0,8,0,11,10,0,3,0,4,28,0,5,0,0,4,0,0,0,3,12,0,3,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,7,22,10,4,3,7,3,78
UCL522006,0,0,4,4,0,0,0,6,0,17,0,0,6,4,0,5,4,0,0,25,0,11,4,4,0,0,0,0,0,26,5,10,11,0,0,5,0,0,0,41,12,23,7,5,3,4,0,0,5,56,9,9,6,3,6,3,0,0,0,41,0,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,64,35,22,18,18,10,19,9,221
