UCL_CODE_2021,M15_19_C_Own_chld_childr,M15_19_C_Oth_ch_chiln,M15_19_Ca_Ow_ch_ch_oth_ch_ch,M15_19_yr_C_for_Tot,M15_19_D_not_prov_ch_care,M15_19_U_ch_care_ns,M15_19_OS_vis,M15_19_yr_Tot,M20_24_C_Own_chld_childr,M20_24_C_Oth_ch_chiln,M20_24_Ca_Ow_ch_ch_oth_ch_ch,M20_24_yr_C_for_Tot,M20_24_D_not_prov_ch_care,M20_24_U_ch_care_ns,M20_24_OS_vis,M20_24_yr_Tot,M25_34_C_Own_chld_childr,M25_34_C_Oth_ch_chiln,M25_34_Ca_Ow_ch_ch_oth_ch_ch,M25_34_yr_C_for_Tot,M25_34_D_not_prov_ch_care,M25_34_U_ch_care_ns,M25_34_OS_vis,M25_34_yr_Tot,M35_44_C_Own_chld_childr,M35_44_C_Oth_ch_chiln,M35_44_Ca_Ow_ch_ch_oth_ch_ch,M35_44_yr_C_for_Tot,M35_44_D_not_prov_ch_care,M35_44_U_ch_care_ns,M35_44_OS_vis,M35_44_yr_Tot,M45_54_C_Own_chld_childr,M45_54_C_Oth_ch_chiln,M45_54_Ca_Ow_ch_ch_oth_ch_ch,M45_54_yr_C_for_Tot,M45_54_D_not_prov_ch_care,M45_54_U_ch_care_ns,M45_54_OS_vis,M45_54_yr_Tot,M55_64_C_Own_chld_childr,M55_64_C_Oth_ch_chiln,M55_64_Ca_Ow_ch_ch_oth_ch_ch,M55_64_yr_C_for_Tot,M55_64_D_not_prov_ch_care,M55_64_U_ch_care_ns,M55_64_OS_vis,M55_64_yr_Tot,M65_74_C_Own_chld_childr,M65_74_C_Oth_ch_chiln,M65_74_Ca_Ow_ch_ch_oth_ch_ch,M65_74_yr_C_for_Tot,M65_74_D_not_prov_ch_care,M65_74_U_ch_care_ns,M65_74_OS_vis,M65_74_yr_Tot,M75_84_C_Own_chld_childr,M75_84_C_Oth_ch_chiln,M75_84_Ca_Ow_ch_ch_oth_ch_ch,M75_84_yr_C_for_Tot,M75_84_D_not_prov_ch_care,M75_84_U_ch_care_ns,M75_84_OS_vis,M75_84_yr_Tot,M85ovr_C_Own_chld_childr,M85ovr_C_Oth_ch_chiln,M85ov_Ca_Ow_ch_ch_oth_ch_ch,M85ovr_C_for_Tot,M85ovr_D_not_prov_ch_care,M85ovr_U_ch_care_ns,M85ovr_OS_vis,M85ovr_Tot,MTot_C_Own_chld_childrn,MTot_C_Oth_ch_chiln,MTot_Ca_Ow_ch_ch_oth_ch_ch,MTot_C_for_Tot,MTot_D_not_prov_ch_care,MTot_U_ch_care_ns,MTot_OS_vis,MTot_Tot,F15_19_C_Own_chld_childr,F15_19_C_Oth_ch_chiln,F15_19_Ca_Ow_ch_ch_oth_ch_ch,F15_19_yr_C_for_Tot,F15_19_D_not_prov_ch_care,F15_19_U_ch_care_ns,F15_19_OS_vis,F15_19_yr_Tot,F20_24_C_Own_chld_childr,F20_24_C_Oth_ch_chiln,F20_24_Ca_Ow_ch_ch_oth_ch_ch,F20_24_yr_C_for_Tot,F20_24_D_not_prov_ch_care,F20_24_U_ch_care_ns,F20_24_OS_vis,F20_24_yr_Tot,F25_34_C_Own_chld_childr,F25_34_C_Oth_ch_chiln,F25_34_Ca_Ow_ch_ch_oth_ch_ch,F25_34_yr_C_for_Tot,F25_34_D_not_prov_ch_care,F25_34_U_ch_care_ns,F25_34_OS_vis,F25_34_yr_Tot,F35_44_C_Own_chld_childr,F35_44_C_Oth_ch_chiln,F35_44_Ca_Ow_ch_ch_oth_ch_ch,F35_44_yr_C_for_Tot,F35_44_D_not_prov_ch_care,F35_44_U_ch_care_ns,F35_44_OS_vis,F35_44_yr_Tot,F45_54_C_Own_chld_childr,F45_54_C_Oth_ch_chiln,F45_54_Ca_Ow_ch_ch_oth_ch_ch,F45_54_yr_C_for_Tot,F45_54_D_not_prov_ch_care,F45_54_U_ch_care_ns,F45_54_OS_vis,F45_54_yr_Tot,F55_64_C_Own_chld_childr,F55_64_C_Oth_ch_chiln,F55_64_Ca_Ow_ch_ch_oth_ch_ch,F55_64_yr_C_for_Tot,F55_64_D_not_prov_ch_care,F55_64_U_ch_care_ns,F55_64_OS_vis,F55_64_yr_Tot,F65_74_C_Own_chld_childr,F65_74_C_Oth_ch_chiln,F65_74_Ca_Ow_ch_ch_oth_ch_ch,F65_74_yr_C_for_Tot,F65_74_D_not_prov_ch_care,F65_74_U_ch_care_ns,F65_74_OS_vis,F65_74_yr_Tot,F75_84_C_Own_chld_childr,F75_84_C_Oth_ch_chiln,F75_84_Ca_Ow_ch_ch_oth_ch_ch,F75_84_yr_C_for_Tot,F75_84_D_not_prov_ch_care,F75_84_U_ch_care_ns,F75_84_OS_vis,F75_84_yr_Tot,F85ovr_C_Own_chld_childr,F85ovr_C_Oth_ch_chiln,F85ov_Ca_Ow_ch_ch_oth_ch_ch,F85ovr_C_for_Tot,F85ovr_D_not_prov_ch_care,F85ovr_U_ch_care_ns,F85ovr_OS_vis,F85ovr_Tot,FTot_C_Own_chld_childrn,FTot_C_Oth_ch_chiln,FTot_Ca_Ow_ch_ch_oth_ch_ch,FTot_C_for_Tot,FTot_D_not_prov_ch_care,FTot_U_ch_care_ns,FTot_OS_vis,FTot_Tot,P15_19_C_Own_chld_childr,P15_19_C_Oth_ch_chiln,P15_19_Ca_Ow_ch_ch_oth_ch_ch,P15_19_yr_C_for_Tot,P15_19_D_not_prov_ch_care,P15_19_U_ch_care_ns,P15_19_OS_vis,P15_19_yr_Tot,P20_24_C_Own_chld_childr,P20_24_C_Oth_ch_chiln,P20_24_Ca_Ow_ch_ch_oth_ch_ch,P20_24_yr_C_for_Tot,P20_24_D_not_prov_ch_care,P20_24_U_ch_care_ns,P20_24_OS_vis,P20_24_yr_Tot,P25_34_C_Own_chld_childr,P25_34_C_Oth_ch_chiln,P25_34_Ca_Ow_ch_ch_oth_ch_ch,P25_34_yr_C_for_Tot,P25_34_D_not_prov_ch_care,P25_34_U_ch_care_ns,P25_34_OS_vis,P25_34_yr_Tot,P35_44_C_Own_chld_childr,P35_44_C_Oth_ch_chiln,P35_44_Ca_Ow_ch_ch_oth_ch_ch,P35_44_yr_C_for_Tot,P35_44_D_not_prov_ch_care,P35_44_U_ch_care_ns,P35_44_OS_vis,P35_44_yr_Tot,P45_54_C_Own_chld_childr,P45_54_C_Oth_ch_chiln,P45_54_Ca_Ow_ch_ch_oth_ch_ch,P45_54_yr_C_for_Tot,P45_54_D_not_prov_ch_care,P45_54_U_ch_care_ns,P45_54_OS_vis,P45_54_yr_Tot
UCL513005,0,26,0,31,299,25,0,349,10,11,0,20,226,15,0,260,232,15,11,260,309,26,20,621,375,8,9,395,218,31,6,661,208,24,0,229,379,25,0,635,36,37,0,76,388,30,0,491,3,52,0,55,315,6,0,374,0,17,0,17,200,9,0,224,0,0,0,0,47,7,0,54,868,197,21,1087,2371,189,28,3677,0,31,0,36,249,15,0,303,29,18,5,58,155,12,0,221,442,21,39,504,231,47,0,787,543,18,23,593,194,37,0,820,186,63,12,256,408,29,0,684,14,109,0,126,403,21,4,550,0,77,0,74,348,19,0,445,0,15,0,15,207,17,0,239,0,0,0,0,74,17,0,89,1221,355,76,1655,2268,213,7,4140,5,59,0,65,547,38,3,651,41,32,10,82,379,27,0,483,675,41,44,759,548,74,22,1401,926,27,37,982,408,71,6,1480,389,81,13,484,786,54,0,1327
UCL514001,0,4,0,4,171,26,0,204,13,0,0,19,160,12,0,184,120,14,8,140,195,38,0,374,172,12,13,197,164,47,0,403,91,18,3,108,249,45,0,402,20,46,0,60,387,33,0,481,4,46,0,55,414,33,0,498,0,13,0,13,204,25,0,239,0,0,0,0,43,22,0,64,416,153,22,594,1979,275,3,2847,0,13,0,13,163,21,0,192,26,10,0,38,111,9,0,156,207,34,20,253,127,29,0,415,208,17,19,247,116,40,0,397,81,55,0,138,292,28,0,459,8,125,0,130,332,26,0,484,6,62,0,64,344,21,0,426,0,7,0,7,201,32,0,245,0,0,0,0,63,32,0,98,529,317,41,889,1741,240,0,2873,0,16,0,22,331,48,0,398,42,8,0,51,267,21,0,338,317,46,29,395,323,69,0,788,383,28,29,443,272,82,0,801,175,72,4,249,543,70,0,860
UCL514002,0,9,0,6,171,22,0,196,6,0,0,4,75,8,0,85,74,5,0,84,198,28,4,310,285,3,13,304,141,33,0,476,195,7,4,209,201,18,0,430,22,29,0,55,268,23,0,344,3,77,0,81,312,15,0,400,0,16,0,16,176,25,0,213,0,0,0,0,36,8,0,43,592,150,13,761,1569,169,5,2497,0,12,0,12,132,10,0,153,3,0,0,0,65,6,0,76,129,15,8,156,198,27,0,383,402,19,22,443,125,34,0,600,183,20,10,211,263,17,0,494,3,82,0,90,287,28,5,400,3,115,0,118,300,33,0,450,0,13,0,13,182,23,0,220,0,3,0,3,49,4,0,51,729,280,38,1049,1588,179,6,2823,0,22,0,23,303,32,0,357,6,4,0,5,138,16,0,160,206,23,8,237,397,58,5,693,690,20,33,746,263,60,0,1068,380,26,14,419,462,39,0,925
UCL514003,0,11,0,11,195,16,0,224,3,0,0,0,129,17,8,157,106,3,0,111,309,55,24,500,278,13,11,300,203,40,14,563,200,7,9,216,248,40,0,514,32,18,0,53,282,42,0,377,9,40,0,47,225,24,0,294,3,7,0,7,94,6,0,112,0,0,0,0,44,3,0,43,629,104,22,752,1733,247,44,2782,0,18,0,19,146,10,0,178,0,3,0,6,87,11,0,112,166,21,8,192,254,36,3,493,404,26,38,466,186,35,3,691,204,21,19,240,264,40,0,548,12,60,0,74,319,35,0,426,4,66,0,68,250,16,0,339,0,6,0,12,121,0,0,140,0,0,0,0,63,10,0,72,795,223,67,1091,1691,211,8,2998,0,30,0,30,337,31,0,403,11,4,0,10,220,31,8,262,268,29,14,310,571,92,26,995,681,37,53,771,391,76,20,1256,407,27,24,458,516,83,0,1061
UCL514004,3,15,0,19,180,29,0,229,14,4,0,18,127,26,0,172,103,12,0,117,190,50,0,363,144,8,6,162,129,36,4,325,84,9,10,101,211,51,0,368,19,30,0,54,332,38,0,426,4,23,0,24,331,42,0,399,0,6,0,6,179,19,0,204,0,0,0,0,55,14,0,68,377,111,18,505,1746,299,3,2555,5,15,0,19,162,17,0,204,23,13,5,38,108,30,0,168,170,10,10,193,135,30,0,354,197,18,14,225,120,36,0,387,91,31,8,134,245,52,0,433,12,88,0,101,346,33,0,481,0,60,0,62,308,28,0,399,0,6,0,6,196,28,0,235,0,0,0,0,100,18,0,118,490,253,35,780,1713,278,3,2773,7,31,0,36,348,46,0,432,35,13,5,55,235,51,0,339,272,23,13,310,331,78,0,715,344,23,20,390,247,71,6,711,178,46,14,238,458,102,6,798
UCL515001,0,0,0,0,11,0,0,11,0,0,0,0,10,0,3,18,17,0,0,17,20,4,3,39,22,0,0,17,17,5,5,44,12,0,0,12,34,5,0,54,3,5,0,11,82,5,0,92,0,7,0,13,126,8,4,147,0,6,0,6,77,8,0,86,0,0,0,0,38,4,0,48,54,23,0,74,427,36,13,541,0,5,0,6,12,0,0,12,0,3,0,3,9,0,0,12,18,0,0,19,8,0,0,36,25,4,5,31,20,4,0,48,16,6,0,18,48,9,0,76,0,16,0,17,90,4,0,104,0,18,0,20,127,9,0,155,0,0,0,0,73,5,0,78,0,0,0,0,43,5,0,54,58,40,3,110,428,40,0,575,0,5,0,6,21,0,0,26,0,5,0,7,21,6,3,31,31,0,0,31,34,8,3,77,36,5,5,44,37,8,5,91,32,6,0,31,87,8,0,128
UCL515002,0,0,0,0,27,4,0,31,0,0,0,0,22,0,0,23,15,0,3,16,37,3,0,57,41,0,0,42,31,8,0,90,28,4,0,31,42,6,0,78,3,9,0,13,81,0,0,92,0,4,0,4,70,0,0,80,0,5,0,5,20,0,0,22,0,0,0,0,0,0,0,6,94,16,3,115,339,21,0,485,0,0,0,0,27,0,0,28,0,0,0,0,21,0,0,27,35,0,0,33,28,4,0,68,43,4,5,55,18,5,0,72,24,12,0,33,52,5,0,87,0,13,0,16,79,0,0,95,0,16,0,16,74,0,0,87,0,4,0,4,14,0,0,22,0,0,0,0,5,0,0,8,109,44,4,160,324,14,0,497,0,0,0,0,55,4,0,59,0,0,0,0,45,0,0,49,48,0,6,53,63,10,0,126,89,8,7,97,49,13,0,165,54,11,0,63,100,5,0,167
UCL515003,0,5,0,5,42,0,0,44,3,0,0,3,30,7,0,36,29,5,0,33,44,9,0,88,50,4,0,56,28,11,0,91,33,3,0,35,82,15,0,136,6,11,0,22,129,16,0,155,5,10,0,16,166,7,0,196,0,0,0,0,82,8,0,94,0,0,0,0,23,5,0,29,129,40,0,170,620,68,0,863,0,4,0,5,56,10,0,70,5,0,0,4,24,3,0,34,53,11,0,65,25,5,0,90,57,8,10,69,29,4,0,104,44,8,0,52,90,7,0,149,7,18,0,23,171,10,0,204,0,26,0,24,182,8,0,222,0,3,0,8,90,5,0,102,0,0,0,0,40,4,0,49,165,78,6,247,697,72,0,1017,0,9,0,9,97,9,0,119,7,0,0,6,57,8,0,71,82,14,0,98,67,11,0,177,109,10,10,122,56,16,0,196,73,16,0,89,161,24,0,280
UCL515004,0,12,0,12,75,0,0,86,7,0,0,8,91,7,48,150,69,5,3,74,105,17,0,198,69,5,4,76,26,6,0,109,23,10,0,32,67,6,0,104,5,4,0,10,54,8,0,70,0,5,0,5,65,4,0,72,0,0,0,0,37,0,0,41,0,0,0,0,3,0,0,9,178,35,4,222,523,49,47,837,0,4,0,7,39,7,0,57,8,0,5,12,49,7,0,68,115,11,9,136,58,5,0,202,85,0,8,91,36,9,0,137,37,11,5,52,78,4,0,136,0,20,0,20,67,4,0,86,0,10,0,15,63,0,0,76,0,0,0,0,28,0,0,27,0,0,0,0,13,0,0,11,250,67,20,332,422,45,0,802,0,15,0,17,112,11,0,136,14,6,5,19,141,12,48,220,189,13,14,213,160,22,7,400,161,6,6,168,65,9,0,248,63,22,5,84,142,16,0,243
UCL515005,0,4,0,4,66,8,0,75,0,4,0,6,47,4,0,55,40,0,0,49,45,0,0,92,64,3,4,73,54,7,0,122,46,3,5,53,92,13,0,160,9,12,0,18,94,3,0,122,0,6,0,7,120,3,0,135,0,4,0,4,60,6,0,66,0,0,0,0,9,4,0,15,159,36,10,206,585,43,0,832,0,5,0,5,59,10,0,80,5,6,0,4,35,0,0,42,74,4,11,81,38,4,0,127,94,10,14,114,40,8,0,161,50,18,0,70,95,5,0,169,5,24,0,27,114,8,0,150,0,12,0,16,104,7,0,124,0,0,0,0,49,4,0,60,0,0,0,0,17,3,0,20,221,81,24,328,564,51,0,945,0,10,0,10,127,12,0,150,6,3,0,11,84,9,0,102,115,4,9,126,82,0,0,215,150,13,19,183,88,13,0,287,97,27,4,119,190,12,0,330
UCL515006,0,5,0,12,70,34,0,112,6,7,0,15,72,39,15,143,64,9,11,74,139,79,18,304,103,8,10,115,92,61,14,286,63,6,5,75,210,68,7,354,11,17,0,30,311,54,0,393,5,20,0,22,424,47,0,492,0,4,0,5,208,28,0,243,0,0,0,3,39,0,0,50,255,78,26,358,1562,410,54,2377,5,12,0,17,58,22,0,92,22,8,0,25,67,39,7,140,94,9,16,123,117,65,5,305,126,6,10,145,79,51,0,270,47,25,11,85,178,45,0,306,4,45,0,51,316,47,0,417,0,33,0,33,355,29,0,426,5,7,0,6,163,20,0,194,0,0,0,0,30,13,0,40,296,146,43,489,1370,330,16,2205,7,18,0,30,125,53,0,209,26,14,5,41,141,79,22,287,157,16,28,200,257,135,26,614,229,16,20,266,172,114,13,560,111,32,12,154,385,114,11,664
UCL515007,0,0,0,0,34,5,0,43,0,0,0,0,18,4,0,24,27,4,0,29,35,4,0,71,117,3,8,128,37,16,0,183,62,4,4,70,65,16,0,145,15,8,0,21,65,3,0,92,0,9,0,10,39,0,0,50,0,0,0,0,23,3,0,29,0,0,0,0,12,0,0,9,219,25,13,259,329,57,4,649,0,5,0,5,38,4,0,42,0,0,0,0,15,0,0,16,45,4,0,50,45,5,0,104,152,5,15,174,48,24,0,238,65,3,6,73,64,15,0,148,0,20,0,20,78,9,0,108,0,12,0,12,47,3,0,61,0,3,0,3,14,0,0,19,0,0,0,0,10,0,0,10,263,57,21,335,346,63,5,752,0,3,0,3,74,6,0,85,0,0,0,3,31,4,0,41,74,9,0,76,76,14,6,179,269,4,30,295,80,44,0,425,124,12,8,142,124,34,0,300
UCL515008,0,0,0,0,23,7,0,37,0,0,0,0,24,0,0,25,20,0,0,25,36,10,0,67,80,0,3,84,29,15,0,128,34,3,0,36,64,13,5,111,5,7,0,8,71,10,0,96,0,8,0,8,29,6,0,43,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,137,26,4,166,292,60,5,517,0,4,0,4,16,7,0,25,3,0,0,3,13,0,0,20,26,5,3,36,32,9,0,79,81,0,0,90,15,7,0,114,32,3,0,42,65,10,0,116,0,10,0,14,56,7,0,75,0,9,0,9,18,5,0,30,0,0,0,0,9,4,0,13,0,0,0,0,0,0,0,0,146,40,9,193,227,61,0,476,0,3,0,3,44,13,0,64,6,0,0,6,36,0,0,44,50,5,5,55,73,22,0,148,161,3,6,172,46,24,0,241,67,8,0,76,129,18,5,224
UCL515009,0,10,0,9,109,14,0,125,0,0,0,0,22,5,0,29,29,3,3,35,43,14,0,91,84,0,4,89,50,17,0,152,54,3,0,61,88,23,0,171,9,16,0,21,150,20,0,189,5,12,0,15,181,11,0,208,0,4,0,4,119,10,0,136,0,0,0,0,39,0,0,40,170,46,10,226,788,121,5,1142,0,13,0,13,86,16,0,115,3,4,0,3,23,6,0,35,40,0,5,55,53,15,0,119,96,5,13,118,43,23,0,184,59,13,6,81,103,30,0,214,6,28,0,34,170,16,0,218,4,20,0,25,192,19,4,241,0,3,0,3,131,11,0,151,0,0,0,0,59,3,0,64,216,92,26,330,865,136,7,1333,0,17,0,22,197,31,0,247,3,0,0,5,47,14,0,60,67,11,9,86,95,30,0,207,184,7,14,204,92,38,0,334,114,23,11,145,184,51,0,381
UCL515010,3,3,0,11,40,20,0,67,8,5,0,16,60,34,0,107,43,12,10,59,112,66,3,245,47,3,5,59,90,49,0,198,32,12,0,44,119,56,0,220,7,13,0,22,196,60,0,277,0,3,0,3,208,43,0,257,0,0,0,0,57,9,0,63,0,0,0,0,6,0,0,7,140,64,17,219,888,330,4,1444,0,6,3,12,39,25,0,77,20,14,0,32,51,36,0,115,68,23,13,98,113,93,3,310,76,10,7,98,60,62,0,222,26,22,4,52,121,60,0,236,6,23,0,28,198,56,0,282,0,24,0,24,164,38,0,218,0,0,0,0,44,12,0,64,0,0,0,0,11,0,0,19,195,122,29,339,803,386,4,1542,4,13,3,23,79,42,0,149,23,21,5,45,115,63,3,222,108,38,21,160,221,168,10,554,124,13,15,155,149,113,0,416,59,33,8,98,240,119,0,458
UCL515011,0,3,0,3,84,18,0,103,3,0,0,3,53,0,0,58,37,9,3,47,62,11,0,118,74,0,3,82,59,7,3,148,50,10,0,58,88,8,0,150,8,5,0,16,132,11,0,160,0,12,0,16,136,3,0,153,0,0,0,0,102,11,0,113,0,0,0,0,35,0,0,35,179,35,6,219,737,77,3,1034,0,4,0,4,64,7,0,71,8,5,0,12,41,0,0,52,61,4,8,72,59,7,6,146,100,5,6,110,50,11,6,172,44,16,3,59,86,4,0,152,0,31,0,30,148,7,0,193,0,26,0,26,151,15,0,191,0,3,0,3,115,6,0,129,0,0,0,0,53,6,0,56,219,96,17,328,760,59,20,1172,0,10,0,9,150,19,0,179,14,5,0,16,90,3,4,114,104,13,12,122,115,19,6,261,173,5,13,193,108,17,8,327,94,20,3,119,172,12,0,303
UCL515012,0,5,0,5,67,5,0,78,0,0,0,0,41,5,0,43,56,9,0,65,74,3,0,151,82,9,0,91,34,9,0,126,50,6,0,52,77,3,0,136,10,5,0,14,72,3,0,89,0,8,0,8,54,3,0,72,0,0,0,0,22,0,0,26,0,0,0,0,4,0,0,4,189,52,3,248,442,29,3,725,0,17,0,15,65,7,0,85,0,4,0,8,31,0,0,41,89,6,5,109,77,8,0,194,105,7,9,126,19,7,0,147,44,18,0,59,92,3,0,160,4,18,0,19,69,0,0,88,0,21,0,21,54,4,0,79,0,0,0,0,22,0,0,21,0,0,0,0,5,0,0,7,243,85,17,352,433,36,0,818,0,19,0,25,130,9,0,165,0,10,0,13,72,0,0,86,146,20,10,172,157,16,0,347,186,15,12,212,52,12,0,272,91,25,4,117,172,7,0,289
UCL515013,0,0,0,0,75,11,0,86,0,5,0,5,96,8,0,109,51,0,0,53,250,25,8,344,149,3,8,165,135,17,0,313,91,3,4,100,176,15,0,296,14,26,0,36,301,22,0,364,0,29,0,33,392,21,0,444,0,9,0,9,187,14,0,201,0,0,0,0,19,4,0,20,310,76,16,398,1634,136,18,2181,0,12,0,12,56,13,0,78,0,12,0,11,98,11,5,121,83,11,7,107,278,33,10,423,182,8,13,204,94,13,0,318,53,13,4,69,174,11,0,256,4,52,0,58,291,18,0,362,0,47,0,51,358,23,0,435,0,3,0,3,122,10,0,140,0,0,0,0,16,0,0,16,324,154,22,503,1491,130,15,2149,0,12,0,12,133,17,0,159,3,11,0,16,194,17,11,234,140,13,6,165,534,60,19,774,331,17,19,366,229,32,0,628,144,13,3,165,358,30,0,551
UCL515014,0,9,0,9,12,3,0,22,6,6,0,11,28,12,0,48,20,3,0,27,62,21,0,112,22,3,0,27,47,13,0,88,7,10,0,13,60,14,0,93,4,16,0,18,63,19,0,104,0,5,0,5,59,18,3,82,0,0,0,0,12,5,0,20,0,0,0,0,0,0,0,0,66,37,4,111,348,105,3,566,0,4,0,4,12,7,0,23,14,4,3,19,26,11,0,57,35,11,3,50,57,24,0,126,30,8,3,40,43,14,0,97,7,18,3,21,65,23,0,106,6,17,0,23,70,16,0,107,0,6,0,6,48,13,0,77,0,5,0,5,4,4,0,12,0,0,0,0,0,0,0,0,88,67,12,165,331,113,5,609,0,8,0,14,25,6,0,40,18,10,6,28,53,27,0,110,60,16,7,80,116,41,0,238,55,13,6,65,89,29,0,184,15,22,3,35,124,38,0,202
UCL515015,0,5,0,5,55,7,0,67,3,0,0,4,60,0,0,63,57,4,0,61,124,10,7,205,70,3,0,71,85,6,0,165,35,0,0,44,122,19,4,192,11,8,0,17,115,17,0,156,0,17,0,17,113,7,0,136,0,0,0,0,109,8,0,120,0,0,0,0,45,6,0,51,175,43,3,224,835,90,7,1151,0,10,0,11,53,0,0,64,9,6,3,16,28,9,0,47,71,11,4,90,92,7,0,185,77,8,3,88,51,3,0,143,40,15,6,60,89,12,0,156,4,41,0,44,107,12,0,165,0,25,0,25,139,15,0,175,0,3,0,3,124,11,0,139,0,0,0,0,64,6,0,77,195,116,14,323,761,73,3,1157,0,15,0,13,106,11,3,132,7,6,3,17,91,7,0,121,133,14,4,152,220,19,7,392,142,11,4,158,139,9,0,304,77,16,6,98,210,28,4,342
UCL515016,0,0,0,0,18,0,0,26,0,3,0,4,18,0,0,24,23,4,0,21,51,0,0,82,41,4,4,49,28,5,0,81,17,0,0,21,64,15,3,98,0,3,0,3,115,5,0,124,0,5,0,5,147,13,0,164,0,0,0,0,61,9,0,70,0,0,0,0,11,3,0,15,85,19,10,107,513,60,8,684,0,3,0,3,19,0,0,23,0,0,0,3,9,3,0,19,34,5,5,46,41,8,0,94,52,0,0,60,21,8,0,97,15,6,0,19,55,5,0,84,0,21,0,21,114,9,0,146,0,10,0,10,134,9,0,156,0,0,0,0,40,11,0,54,0,0,0,0,23,9,0,24,108,52,8,165,460,69,0,689,0,6,0,6,39,0,0,47,3,0,0,10,29,6,0,40,55,9,5,71,89,10,0,176,96,3,9,108,47,14,0,180,33,8,4,39,118,21,3,180
UCL515017,0,0,0,0,31,3,0,37,0,0,0,0,23,8,0,30,13,3,0,18,48,9,3,71,51,0,0,51,30,17,0,94,22,0,0,25,83,23,0,127,0,15,0,16,160,35,3,217,0,14,0,20,212,36,0,271,0,0,0,0,97,14,0,113,0,0,0,0,18,3,0,20,88,40,0,130,698,150,7,987,0,0,0,3,12,5,0,21,5,6,0,4,23,11,0,36,27,3,0,28,37,12,5,73,60,3,0,63,20,13,0,103,10,4,0,18,69,12,0,104,0,34,0,32,156,38,4,229,0,20,0,20,194,28,0,247,0,3,0,3,77,15,0,95,0,0,0,0,10,4,0,13,103,66,8,180,594,145,3,926,0,3,0,5,43,9,0,58,5,10,0,10,42,18,0,70,36,0,0,44,81,22,6,150,107,3,0,114,50,33,0,196,39,8,0,48,146,38,0,232
UCL515018,0,4,0,4,38,8,0,51,0,0,0,4,30,7,0,39,40,5,0,40,55,19,0,118,50,0,0,46,37,23,0,105,17,0,0,24,85,24,0,136,4,6,0,7,97,18,0,123,0,3,0,3,48,5,0,60,0,0,0,0,19,3,0,25,0,0,0,0,5,0,0,5,109,22,3,134,410,105,0,652,0,8,0,8,35,11,0,52,18,4,0,22,34,15,0,63,49,3,4,52,28,16,0,101,69,0,0,75,33,27,0,133,14,14,0,23,75,17,0,113,5,22,0,22,69,11,0,99,0,3,0,6,37,11,0,54,0,0,0,0,10,0,0,14,0,0,0,0,3,0,0,3,145,47,7,198,320,112,0,637,0,6,0,6,69,24,0,97,14,5,0,21,62,19,0,103,90,3,4,92,89,39,0,219,116,0,0,115,69,45,0,233,31,13,0,46,162,37,0,243
UCL515019,0,5,0,4,96,19,0,121,9,5,0,14,97,12,0,125,59,8,3,63,165,37,4,266,70,7,3,75,114,36,0,230,37,3,3,39,155,27,0,220,17,13,0,26,193,17,0,237,3,14,0,17,149,16,0,188,0,0,0,0,92,8,0,101,0,0,0,0,24,10,0,30,188,55,5,253,1080,181,3,1515,3,3,0,11,88,20,0,117,23,8,0,27,66,14,0,108,97,6,7,112,96,24,0,228,90,8,11,109,69,23,0,202,39,22,3,61,123,17,0,202,4,29,0,30,175,16,0,222,0,22,0,22,149,17,0,195,0,3,0,3,92,13,0,107,0,0,0,0,47,13,0,57,255,95,19,373,903,159,0,1436,9,10,0,16,180,43,0,244,30,9,0,40,163,24,0,226,155,14,6,174,260,59,4,495,163,13,9,191,181,60,0,426,80,19,3,102,281,42,0,426
UCL515020,0,6,0,7,74,29,0,115,9,12,0,20,89,28,5,145,80,14,3,100,264,81,16,458,135,13,9,153,110,45,5,310,70,13,4,83,195,57,6,340,21,15,4,34,279,44,0,357,0,21,0,25,315,32,0,368,0,0,0,0,59,10,0,74,0,0,0,0,10,4,0,12,308,87,19,419,1397,327,21,2171,0,18,0,19,71,30,0,122,25,13,0,37,95,36,5,175,122,23,19,164,292,82,26,567,171,14,21,208,128,66,0,405,62,32,13,106,205,68,0,380,9,42,3,49,335,44,5,437,3,21,0,22,240,23,4,285,0,0,0,0,38,9,0,54,0,0,0,0,7,6,0,12,385,160,55,604,1421,374,41,2435,4,22,0,25,147,61,0,242,32,21,4,61,187,64,16,319,203,42,18,264,559,166,36,1021,305,28,28,358,230,113,6,710,128,43,14,189,403,125,6,720
UCL515021,0,3,0,3,71,0,0,73,0,0,0,0,30,3,0,29,21,0,0,24,33,0,0,53,45,3,7,51,24,0,0,81,40,5,0,40,60,3,0,108,12,10,0,18,95,3,0,120,0,5,0,5,106,4,0,119,0,3,0,3,50,0,0,52,0,0,0,0,12,0,0,13,119,33,9,156,471,28,0,658,0,3,0,3,33,0,0,42,0,0,0,0,21,0,0,25,26,5,5,33,22,0,0,65,63,0,5,68,13,4,0,91,33,12,5,47,53,5,0,105,0,23,0,28,96,4,0,131,0,18,0,18,93,3,0,113,0,0,0,0,64,0,0,69,0,0,0,0,13,0,0,15,127,58,16,194,415,21,0,639,0,6,0,6,104,0,0,110,0,0,0,0,46,4,0,57,47,8,3,61,59,3,0,118,108,5,15,117,41,8,0,167,76,13,5,90,115,8,0,214
