UCL_CODE_2021,M_Neg_Nil_inc_15_19_yr,M_Neg_Nil_inc_20_24_yr,M_Neg_Nil_inc_25_34_yr,M_Neg_Nil_inc_35_44_yr,M_Neg_Nil_inc_45_54_yr,M_Neg_Nil_inc_55_64_yr,M_Neg_Nil_inc_65_74_yr,M_Neg_Nil_inc_75_84_yr,M_Neg_Nil_inc_85_yr_over,M_Neg_Nil_inc_Tot,M_1_149_15_19_yr,M_1_149_20_24_yr,M_1_149_25_34_yr,M_1_149_35_44_yr,M_1_149_45_54_yr,M_1_149_55_64_yr,M_1_149_65_74_yr,M_1_149_75_84_yr,M_1_149_85_yr_over,M_1_149_Tot,M_150_299_15_19_yr,M_150_299_20_24_yr,M_150_299_25_34_yr,M_150_299_35_44_yr,M_150_299_45_54_yr,M_150_299_55_64_yr,M_150_299_65_74_yr,M_150_299_75_84_yr,M_150_299_85_yr_over,M_150_299_Tot,M_300_399_15_19_yr,M_300_399_20_24_yr,M_300_399_25_34_yr,M_300_399_35_44_yr,M_300_399_45_54_yr,M_300_399_55_64_yr,M_300_399_65_74_yr,M_300_399_75_84_yr,M_300_399_85_yr_over,M_300_399_Tot,M_400_499_15_19_yr,M_400_499_20_24_yr,M_400_499_25_34_yr,M_400_499_35_44_yr,M_400_499_45_54_yr,M_400_499_55_64_yr,M_400_499_65_74_yr,M_400_499_75_84_yr,M_400_499_85_yr_over,M_400_499_Tot,M_500_649_15_19_yr,M_500_649_20_24_yr,M_500_649_25_34_yr,M_500_649_35_44_yr,M_500_649_45_54_yr,M_500_649_55_64_yr,M_500_649_65_74_yr,M_500_649_75_84_yr,M_500_649_85_yr_over,M_500_649_Tot,M_650_799_15_19_yr,M_650_799_20_24_yr,M_650_799_25_34_yr,M_650_799_35_44_yr,M_650_799_45_54_yr,M_650_799_55_64_yr,M_650_799_65_74_yr,M_650_799_75_84_yr,M_650_799_85_yr_over,M_650_799_Tot,M_800_999_15_19_yr,M_800_999_20_24_yr,M_800_999_25_34_yr,M_800_999_35_44_yr,M_800_999_45_54_yr,M_800_999_55_64_yr,M_800_999_65_74_yr,M_800_999_75_84_yr,M_800_999_85_yr_over,M_800_999_Tot,M_1000_1249_15_19_yr,M_1000_1249_20_24_yr,M_1000_1249_25_34_yr,M_1000_1249_35_44_yr,M_1000_1249_45_54_yr,M_1000_1249_55_64_yr,M_1000_1249_65_74_yr,M_1000_1249_75_84_yr,M_1000_1249_85_yr_over,M_1000_1249_Tot,M_1250_1499_15_19_yr,M_1250_1499_20_24_yr,M_1250_1499_25_34_yr,M_1250_1499_35_44_yr,M_1250_1499_45_54_yr,M_1250_1499_55_64_yr,M_1250_1499_65_74_yr,M_1250_1499_75_84_yr,M_1250_1499_85_yr_over,M_1250_1499_Tot,M_1500_1749_15_19_yr,M_1500_1749_20_24_yr,M_1500_1749_25_34_yr,M_1500_1749_35_44_yr,M_1500_1749_45_54_yr,M_1500_1749_55_64_yr,M_1500_1749_65_74_yr,M_1500_1749_75_84_yr,M_1500_1749_85_yr_over,M_1500_1749_Tot,M_1750_1999_15_19_yr,M_1750_1999_20_24_yr,M_1750_1999_25_34_yr,M_1750_1999_35_44_yr,M_1750_1999_45_54_yr,M_1750_1999_55_64_yr,M_1750_1999_65_74_yr,M_1750_1999_75_84_yr,M_1750_1999_85_yr_over,M_1750_1999_Tot,M_2000_2999_15_19_yr,M_2000_2999_20_24_yr,M_2000_2999_25_34_yr,M_2000_2999_35_44_yr,M_2000_2999_45_54_yr,M_2000_2999_55_64_yr,M_2000_2999_65_74_yr,M_2000_2999_75_84_yr,M_2000_2999_85_yr_over,M_2000_2999_Tot,M_3000_3499_15_19_yr,M_3000_3499_20_24_yr,M_3000_3499_25_34_yr,M_3000_3499_35_44_yr,M_3000_3499_45_54_yr,M_3000_3499_55_64_yr,M_3000_3499_65_74_yr,M_3000_3499_75_84_yr,M_3000_3499_85_yr_over,M_3000_3499_Tot,M_3500_more_15_19_yr,M_3500_more_20_24_yr,M_3500_more_25_34_yr,M_3500_more_35_44_yr,M_3500_more_45_54_yr,M_3500_more_55_64_yr,M_3500_more_65_74_yr,M_3500_more_75_84_yr,M_3500_more_85_yr_over,M_3500_more_Tot,M_Personal_inc_ns_15_19_yr,M_Personal_inc_ns_20_24_yr,M_Personal_inc_ns_25_34_yr,M_Personal_inc_ns_35_44_yr,M_Personal_inc_ns_45_54_yr,M_Personal_inc_ns_55_64_yr,M_Personal_inc_ns_65_74_yr,M_Personal_inc_ns_75_84_yr,M_Personal_inc_ns_85_yr_over,M_Personal_inc_ns_Tot,M_OS_vis_15_19_yr,M_OS_vis_20_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_OS_vis_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Neg_Nil_inc_15_19_yr,F_Neg_Nil_inc_20_24_yr,F_Neg_Nil_inc_25_34_yr,F_Neg_Nil_inc_35_44_yr,F_Neg_Nil_inc_45_54_yr,F_Neg_Nil_inc_55_64_yr,F_Neg_Nil_inc_65_74_yr,F_Neg_Nil_inc_75_84_yr,F_Neg_Nil_inc_85_yr_over,F_Neg_Nil_inc_Tot,F_1_149_15_19_yr,F_1_149_20_24_yr,F_1_149_25_34_yr,F_1_149_35_44_yr,F_1_149_45_54_yr,F_1_149_55_64_yr,F_1_149_65_74_yr,F_1_149_75_84_yr,F_1_149_85_yr_over,F_1_149_Tot
UCL521012,3,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,10,0,0,0,4,3,3,8,5,0,24,0,0,0,0,0,0,4,4,0,14,0,0,0,0,0,3,7,0,0,17,0,0,0,0,3,0,5,5,0,15,0,5,3,0,0,0,3,0,0,13,0,0,5,3,0,3,3,0,0,18,0,0,5,5,4,9,0,0,0,18,0,0,4,0,0,5,0,0,0,16,0,0,0,7,4,0,0,0,0,10,0,0,6,5,11,3,5,0,0,28,0,0,0,0,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,5,0,14,0,0,0,0,0,0,0,0,0,0,13,7,24,30,41,47,52,19,7,230,8,0,4,0,4,6,11,0,0,26,3,0,0,0,0,0,0,0,0,7
UCL521013,17,0,0,0,5,5,0,0,0,32,7,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,10,0,0,5,3,0,4,5,5,0,23,4,0,0,4,0,3,9,4,4,20,4,0,0,0,4,5,8,3,0,21,3,3,3,4,0,0,3,0,0,16,3,4,0,3,7,7,3,0,0,29,0,3,6,7,4,7,3,0,0,27,0,0,10,4,7,4,0,0,0,25,0,0,6,4,3,4,0,0,0,26,0,0,3,3,4,4,0,0,0,14,0,0,3,5,11,11,0,0,0,37,0,0,4,9,0,0,0,0,0,11,0,0,6,0,3,0,0,0,0,10,3,0,4,0,3,7,3,5,0,22,0,0,0,0,0,0,0,0,0,0,44,20,51,41,59,68,46,14,4,338,13,0,4,5,5,6,4,4,0,39,10,0,4,0,0,4,0,0,0,19
UCL521014,6,0,4,0,4,3,6,0,0,19,5,0,0,0,0,3,0,0,0,8,0,0,0,0,0,6,5,0,0,10,0,0,0,4,3,6,15,0,0,33,0,0,0,0,5,5,16,6,4,39,0,0,0,0,5,0,4,0,0,5,0,4,0,0,0,3,6,0,0,16,0,0,4,0,5,9,0,0,0,23,0,0,0,3,3,4,8,0,0,26,0,0,4,0,5,3,0,0,0,17,0,0,9,4,9,4,8,0,0,34,0,0,9,0,9,8,0,0,0,28,0,5,22,13,18,14,0,0,0,75,0,0,6,9,0,8,0,0,0,24,0,0,5,11,6,3,0,0,0,30,0,7,33,31,27,28,15,5,0,139,0,0,0,0,0,0,0,0,0,0,14,28,92,88,93,102,83,17,4,520,5,0,3,3,4,4,5,0,0,27,0,0,0,0,0,0,0,0,0,5
UCL521015,4,0,0,0,0,0,5,0,0,11,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,3,5,0,18,0,0,0,0,0,0,14,10,3,23,0,0,0,0,0,0,10,8,0,21,4,0,3,3,0,5,3,0,0,13,0,4,0,4,6,10,3,0,0,30,0,0,10,4,0,6,5,0,0,19,3,6,0,4,5,8,4,0,0,26,0,0,11,3,3,6,0,0,0,26,0,0,0,4,0,7,0,0,0,12,0,0,7,5,6,4,0,0,0,21,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,4,0,7,14,0,0,0,0,0,0,0,0,0,0,15,13,27,26,36,40,55,25,20,262,3,0,0,0,4,3,3,5,0,21,0,0,0,0,0,0,4,0,0,11
UCL521016,5,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,4,0,3,3,3,4,18,0,0,0,0,0,6,4,7,3,13,0,0,0,0,0,0,3,4,3,18,0,0,0,0,0,0,5,0,0,8,5,4,3,0,0,3,4,3,0,27,3,3,3,0,5,8,0,3,0,31,0,4,5,8,3,3,3,0,0,26,0,0,10,0,0,3,6,0,0,23,0,0,9,0,3,3,0,0,0,20,0,3,11,8,5,0,5,0,0,32,0,0,0,0,6,4,0,0,0,10,0,0,0,0,3,0,0,0,0,6,0,0,0,3,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19,17,52,30,38,44,35,20,12,265,10,0,0,4,4,4,0,0,0,37,6,0,3,0,0,0,0,0,0,9
UCL521017,3,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,10,0,0,4,0,0,5,0,0,0,12,0,0,0,0,0,5,4,0,0,10,0,0,0,0,0,0,0,3,0,15,0,3,0,6,6,3,0,0,0,12,0,3,6,3,3,8,9,0,0,35,0,3,9,7,4,10,0,0,0,37,0,0,9,9,4,3,5,0,0,34,0,0,0,6,4,5,4,0,0,16,0,0,11,9,9,9,0,0,0,32,0,0,3,3,0,0,0,0,0,11,0,0,3,0,0,0,3,0,0,11,0,4,12,12,7,9,6,6,0,58,0,0,0,0,0,0,0,0,0,0,19,20,63,62,44,53,37,18,0,310,3,3,10,0,0,3,0,0,4,27,0,0,0,0,0,0,4,3,0,11
UCL521018,13,0,0,0,0,3,0,0,0,20,8,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,6,3,16,0,0,0,0,5,0,4,0,0,11,4,0,0,0,0,0,3,0,0,14,0,5,0,0,4,3,4,0,0,13,0,4,0,5,0,0,7,0,0,11,0,0,0,0,0,0,0,6,0,15,0,4,4,0,3,0,0,0,0,18,0,0,12,4,0,0,0,0,0,21,0,6,6,3,10,3,0,0,0,21,0,0,3,0,6,6,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,23,13,35,27,37,23,31,14,9,210,7,0,3,0,0,7,4,0,0,30,3,0,0,0,0,5,0,4,0,12
UCL521019,0,0,4,0,3,7,12,3,0,34,0,0,0,0,0,0,10,3,0,13,0,0,0,0,5,11,19,4,0,43,0,0,0,4,3,6,39,25,0,71,0,0,0,3,0,13,25,11,0,56,0,0,0,0,4,12,21,8,5,50,3,0,0,3,0,5,22,10,0,46,0,3,0,12,5,12,16,7,0,64,0,5,9,4,10,19,20,4,0,65,0,0,5,7,7,6,9,6,0,45,0,0,7,9,14,9,3,3,0,58,0,0,7,0,4,13,0,0,0,23,0,0,11,16,13,18,7,0,0,61,0,0,0,0,0,9,0,0,0,9,0,0,0,3,6,11,3,0,0,22,3,4,14,20,25,44,62,27,3,203,0,0,0,0,0,0,0,0,0,7,12,25,71,88,93,178,271,109,8,853,7,0,5,5,6,32,12,0,0,65,0,0,0,0,3,10,4,0,0,26
UCL521020,11,0,0,0,3,5,3,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,14,0,0,0,0,5,8,23,13,0,47,0,0,0,0,0,3,12,3,0,25,0,0,0,0,0,4,5,0,0,12,0,3,4,6,0,3,6,3,0,19,3,0,0,3,10,4,3,0,0,27,0,0,4,0,6,9,6,0,0,22,0,0,0,3,3,3,0,0,0,17,0,0,0,3,3,3,0,0,0,12,0,0,0,0,3,3,0,0,0,12,0,0,0,5,8,11,0,0,0,28,0,0,5,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,7,6,3,0,14,0,0,0,0,0,0,0,0,0,0,24,12,22,23,53,54,67,34,4,297,9,0,0,5,5,10,9,5,0,41,0,0,3,0,0,4,0,0,0,8
UCL521021,15,0,0,0,0,3,0,4,0,25,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,6,11,0,26,0,0,0,0,0,3,8,3,0,18,0,0,0,0,0,4,3,4,0,10,0,0,3,0,0,6,4,0,0,17,0,5,4,3,0,6,5,0,0,25,0,0,0,10,3,10,7,5,0,32,0,0,4,4,11,11,0,0,0,24,0,0,4,12,12,6,3,0,0,34,0,4,4,3,4,0,0,0,0,18,0,0,8,16,4,8,0,0,0,32,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,4,0,0,12,0,0,6,3,5,4,7,4,0,24,0,0,0,0,0,0,0,0,0,0,20,15,27,51,46,55,49,41,9,306,11,0,0,11,3,9,9,0,0,48,6,0,0,5,0,0,0,0,0,13
UCL521022,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,15,3,0,0,0,0,5,6,0,0,11,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,4,0,0,0,11,0,5,3,4,0,0,0,0,0,14,0,0,3,3,0,3,3,0,0,13,0,5,3,4,6,10,0,0,0,28,0,0,3,5,10,3,5,0,0,26,0,0,8,11,6,9,4,0,0,28,0,0,4,3,7,0,3,0,0,18,0,0,3,5,15,7,3,0,0,30,0,0,0,0,6,5,0,0,0,6,0,0,0,3,5,0,4,0,0,15,5,0,6,5,8,9,3,0,0,36,0,0,0,0,0,0,0,0,0,0,26,15,38,35,63,60,38,0,0,277,6,0,3,4,0,0,3,0,0,14,7,0,0,4,0,0,0,0,0,20
UCL521023,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,3,6,0,0,14,0,0,3,4,0,0,3,0,0,13,0,0,0,0,0,6,4,0,0,11,0,0,3,0,0,0,3,0,0,8,0,0,0,0,4,0,0,0,0,7,0,0,0,8,6,0,6,0,0,23,0,7,0,0,7,8,0,0,0,20,0,0,3,4,3,3,4,0,0,23,0,0,0,6,3,0,0,0,0,10,0,0,3,5,10,5,3,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,3,0,0,0,9,0,0,0,8,3,0,4,7,3,27,0,0,0,0,0,0,0,0,0,0,10,13,30,38,34,44,37,13,4,231,12,0,3,7,6,5,0,0,0,32,0,0,0,3,0,0,0,0,0,8
UCL521024,29,5,7,0,0,0,4,0,0,45,0,6,0,0,0,0,4,0,0,18,11,10,20,21,13,5,12,5,0,96,9,13,15,6,7,3,14,0,0,67,0,0,8,5,12,4,12,14,0,44,0,0,3,3,6,3,6,3,0,30,0,0,4,9,3,3,0,0,0,20,0,3,10,0,4,4,3,0,0,25,6,4,11,6,8,6,7,0,0,47,0,3,10,8,8,9,3,0,0,40,0,0,10,5,4,10,7,0,0,39,0,0,9,6,0,8,0,0,0,27,0,0,4,14,13,9,6,0,0,44,0,0,3,0,0,0,0,0,0,13,0,0,0,0,11,5,0,0,0,17,19,13,28,39,35,20,19,11,3,180,0,0,0,0,0,0,0,0,0,3,58,59,139,130,122,101,98,36,3,749,22,5,0,3,3,3,3,0,0,40,0,0,7,5,3,5,3,0,0,30
UCL521025,3,0,0,0,0,0,4,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,9,0,0,0,0,3,7,8,7,0,24,0,0,0,0,0,0,7,0,4,19,0,0,0,0,4,3,6,4,0,16,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,6,4,0,0,9,0,0,4,0,4,7,4,0,0,22,0,0,3,4,3,3,0,0,0,10,0,0,3,3,3,4,0,0,0,15,0,0,4,0,0,4,0,0,0,11,0,0,21,15,15,11,0,0,0,65,0,0,11,5,9,3,0,0,0,26,0,0,3,11,15,5,4,0,0,29,0,3,7,0,4,11,0,3,0,34,0,0,0,0,0,0,0,0,0,0,3,10,62,52,59,65,45,16,9,313,0,0,10,4,3,8,3,0,0,36,0,0,3,0,8,0,0,0,0,12
UCL521026,12,0,0,4,0,9,0,0,0,23,0,0,3,0,0,0,0,0,0,7,3,0,3,0,4,0,0,0,0,10,0,0,0,0,5,3,0,4,0,16,0,0,0,0,0,5,0,0,5,13,0,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,3,7,0,12,0,0,0,0,3,4,0,4,0,20,0,0,0,0,9,10,6,0,0,24,0,3,0,6,6,5,5,0,0,22,0,0,6,4,9,6,0,0,0,26,0,4,0,7,3,0,0,0,0,20,0,0,0,11,17,9,0,0,0,40,0,0,4,0,7,0,0,0,0,4,0,0,0,10,5,4,0,0,0,14,0,0,0,3,5,6,0,3,0,22,0,0,0,0,0,0,0,0,0,0,20,14,23,39,66,53,29,17,3,269,8,0,9,12,9,8,5,0,0,43,5,5,5,0,3,5,0,0,0,20
UCL521027,11,5,3,0,0,6,0,0,0,23,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,8,0,0,0,0,4,0,5,0,0,14,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,3,0,0,7,0,0,5,0,0,0,4,0,0,12,0,5,0,0,0,0,0,0,0,10,0,6,3,0,0,0,0,0,0,14,0,0,5,6,6,5,0,0,0,20,0,5,11,14,0,11,0,0,0,35,0,0,29,23,21,13,0,0,0,88,0,0,15,3,8,4,0,0,0,36,0,0,7,9,13,10,0,0,0,38,9,17,90,79,88,44,17,0,4,351,0,0,0,0,0,0,0,0,0,3,25,40,166,139,149,101,43,10,4,678,6,3,8,3,4,8,4,0,0,39,5,0,4,0,0,5,0,0,0,10
UCL521028,3,0,0,0,3,4,7,0,0,20,0,0,0,0,0,0,3,0,0,4,0,0,0,0,6,3,0,4,0,16,0,0,0,0,4,10,15,7,0,44,0,0,3,0,3,5,16,10,0,36,3,0,0,0,0,6,6,9,5,26,0,0,0,0,0,0,3,0,0,17,0,0,6,4,8,4,3,0,0,28,0,0,10,5,3,8,0,0,0,34,0,0,0,3,6,5,0,0,0,20,0,0,5,5,0,8,0,4,0,21,0,0,3,8,0,0,0,0,0,12,0,0,0,4,3,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,6,0,5,0,35,0,0,0,0,0,0,0,0,0,0,20,10,39,37,49,69,62,39,13,335,8,0,4,0,0,6,4,5,7,39,5,0,0,5,0,6,0,0,0,16
UCL521029,0,0,0,4,0,5,0,0,0,16,0,0,0,0,5,0,0,0,0,8,0,0,0,3,0,0,5,3,0,14,0,0,4,0,0,5,6,4,0,25,4,0,0,3,0,4,4,3,0,25,3,0,0,0,3,5,10,0,0,20,0,4,6,4,0,9,0,0,0,26,0,6,0,8,6,4,5,0,5,36,0,5,10,9,8,14,0,6,0,51,0,3,5,5,5,11,5,0,0,33,0,0,8,7,5,4,0,0,0,23,0,0,3,4,7,6,0,0,0,19,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,3,5,0,0,7,0,0,0,4,0,3,0,0,0,8,4,0,5,4,7,7,0,9,5,40,0,0,0,0,0,0,0,0,0,0,16,17,49,57,40,78,44,35,16,363,8,0,3,0,3,3,6,0,0,34,0,4,0,0,0,4,0,0,0,14
UCL521030,3,0,0,6,0,3,3,3,0,14,3,0,0,0,0,3,4,0,0,11,0,0,0,0,3,0,12,0,0,14,0,0,0,0,0,8,11,6,0,29,0,0,0,0,4,0,4,6,0,20,5,0,0,0,0,4,8,3,0,21,0,4,4,0,0,7,7,0,0,17,0,3,17,0,6,0,3,0,0,32,0,0,5,3,4,5,3,4,0,17,0,0,3,9,8,6,0,0,0,22,0,0,0,3,4,6,0,0,0,18,0,0,3,0,3,0,0,0,0,12,0,0,4,0,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,10,0,3,11,0,0,9,4,0,0,36,0,0,3,3,0,0,0,0,0,9,14,19,49,28,39,62,67,39,9,327,0,0,9,4,0,13,4,4,4,29,0,0,0,3,5,4,6,0,0,18
UCL521031,3,0,3,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,4,3,0,0,27,0,0,0,3,0,0,13,0,0,29,0,0,0,0,0,6,0,0,0,17,0,0,3,0,6,0,3,4,0,14,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,8,0,0,9,0,4,4,4,0,0,23,0,3,5,0,5,5,0,0,0,21,0,4,13,5,6,8,4,0,0,34,0,3,12,4,3,6,3,0,0,34,0,7,25,21,19,19,3,0,0,93,0,0,11,5,4,12,0,0,0,40,0,0,13,16,16,13,0,0,0,48,3,19,69,62,42,47,19,3,0,252,0,0,0,0,0,0,0,0,0,0,10,46,161,125,112,118,63,11,3,644,6,0,3,0,0,10,5,0,0,23,0,0,0,0,0,0,4,0,0,5
UCL521032,3,0,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,7,4,10,3,0,0,3,0,38,4,0,7,3,7,6,6,0,0,31,0,0,0,0,0,3,9,9,0,23,0,4,4,0,0,6,0,4,0,15,0,0,4,3,0,0,6,0,0,10,0,0,7,0,0,0,3,0,0,13,0,5,0,0,3,9,7,0,0,22,0,0,9,0,0,3,0,0,0,16,0,0,0,0,0,5,0,0,0,14,0,0,3,0,3,4,5,0,0,15,0,0,6,0,8,7,6,0,0,27,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,7,0,0,0,16,8,0,22,11,20,17,7,4,0,95,0,0,0,0,0,0,0,0,0,0,20,23,66,38,57,70,49,14,0,342,14,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3
UCL521033,0,0,0,0,4,3,6,0,0,15,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,6,3,0,12,0,0,0,0,0,3,9,5,0,13,0,0,0,0,3,3,3,0,0,11,0,0,0,0,3,3,7,0,0,13,0,0,0,0,4,3,3,0,0,9,0,0,3,0,5,3,6,0,0,16,0,0,0,0,0,3,0,0,0,8,0,5,4,0,0,0,0,0,0,10,0,5,9,0,4,3,4,0,0,20,0,0,5,14,12,3,0,0,0,44,0,0,6,4,9,3,0,0,0,24,0,0,5,6,12,7,0,0,0,29,5,8,73,61,73,49,29,9,0,311,0,0,0,0,0,0,0,0,0,0,8,23,101,94,121,97,73,16,0,540,0,0,0,0,0,7,0,0,0,16,0,0,0,0,0,5,3,0,0,7
UCL521034,11,0,0,3,4,3,3,0,0,30,5,3,0,0,0,0,3,0,0,10,0,4,0,3,0,0,5,0,0,12,3,0,0,4,4,4,10,4,3,31,4,4,3,0,3,3,6,3,0,27,0,0,0,0,0,3,5,0,0,12,3,4,0,0,0,0,6,0,0,17,0,6,0,0,5,4,3,0,0,17,0,0,4,3,13,6,0,0,0,22,0,4,3,4,0,11,3,0,0,22,0,0,5,8,4,10,0,0,0,23,0,0,5,3,8,5,0,0,0,21,0,0,0,3,15,14,0,0,0,34,0,0,4,3,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,14,0,0,3,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,25,29,32,40,56,69,40,16,10,317,10,0,0,6,5,12,4,0,0,37,5,0,0,0,0,0,3,0,0,14
UCL521035,12,3,0,0,0,0,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,10,0,0,0,3,0,8,10,13,0,33,0,0,0,0,4,0,8,6,0,20,0,0,0,0,0,4,3,0,0,13,0,0,3,0,3,6,5,6,0,22,6,0,0,3,4,9,4,0,0,23,0,0,3,6,5,9,5,0,0,25,0,0,4,0,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,4,0,0,5,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,0,4,3,5,0,22,0,0,0,0,0,0,0,0,0,0,11,5,20,30,29,43,46,28,10,222,9,0,0,3,0,5,0,0,0,22,3,0,0,0,0,3,0,0,0,8
UCL521036,3,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,3,0,0,3,0,0,7,3,5,9,0,0,0,27,0,5,0,0,9,5,7,8,3,25,3,0,0,4,4,11,15,3,5,35,0,0,0,0,5,5,6,0,0,13,0,4,0,0,0,0,7,6,0,12,0,3,4,0,4,0,0,0,0,14,0,0,0,4,5,5,0,0,0,19,0,0,0,0,7,5,0,0,0,10,0,0,3,4,0,0,0,0,0,11,0,0,0,5,6,3,4,0,0,17,0,0,3,5,6,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,3,0,12,13,8,5,0,49,0,0,0,0,0,0,0,0,0,0,11,12,37,16,54,63,52,25,5,269,0,3,0,0,7,0,0,0,0,16,3,0,0,0,0,0,0,0,0,3
UCL521037,12,6,0,0,0,8,0,0,0,32,5,0,0,3,0,5,0,4,0,10,9,3,5,0,3,5,0,8,0,33,4,3,6,8,7,5,7,6,0,49,3,0,0,3,9,9,3,9,0,31,0,5,0,3,0,7,11,0,0,32,3,0,3,6,0,0,3,5,0,23,0,0,9,5,3,7,3,0,0,32,0,0,6,4,3,5,0,0,0,24,0,0,0,6,4,0,0,0,0,21,0,0,6,4,0,5,0,0,0,14,0,0,3,4,4,0,4,0,0,16,0,0,5,12,7,8,0,0,0,33,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,4,0,4,0,20,0,0,0,0,0,0,0,0,0,0,41,23,43,68,53,62,47,29,6,377,16,6,6,3,4,11,5,0,0,43,3,0,0,6,6,8,0,0,0,17
UCL521038,4,0,0,0,0,3,0,4,4,21,4,0,0,0,0,5,4,0,0,10,0,0,0,4,0,4,4,3,0,19,0,3,4,5,4,8,16,13,0,53,0,0,0,0,3,6,16,15,7,48,0,0,0,0,0,3,8,0,0,17,4,0,4,3,0,6,10,0,0,15,0,0,0,0,0,4,4,0,0,13,0,0,4,3,0,7,5,0,0,13,0,0,0,8,0,7,3,0,0,13,0,0,0,0,9,6,0,0,0,18,0,0,0,0,0,3,4,0,0,9,0,0,0,7,10,9,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,6,4,3,3,6,9,9,11,10,0,51,0,0,0,0,0,0,0,0,0,0,15,11,20,30,42,72,81,49,16,330,5,0,3,0,6,4,7,0,0,35,0,0,0,0,0,0,0,0,0,7
