UCL_CODE_2021,M_Neg_Nil_inc_15_19_yr,M_Neg_Nil_inc_20_24_yr,M_Neg_Nil_inc_25_34_yr,M_Neg_Nil_inc_35_44_yr,M_Neg_Nil_inc_45_54_yr,M_Neg_Nil_inc_55_64_yr,M_Neg_Nil_inc_65_74_yr,M_Neg_Nil_inc_75_84_yr,M_Neg_Nil_inc_85_yr_over,M_Neg_Nil_inc_Tot,M_1_149_15_19_yr,M_1_149_20_24_yr,M_1_149_25_34_yr,M_1_149_35_44_yr,M_1_149_45_54_yr,M_1_149_55_64_yr,M_1_149_65_74_yr,M_1_149_75_84_yr,M_1_149_85_yr_over,M_1_149_Tot,M_150_299_15_19_yr,M_150_299_20_24_yr,M_150_299_25_34_yr,M_150_299_35_44_yr,M_150_299_45_54_yr,M_150_299_55_64_yr,M_150_299_65_74_yr,M_150_299_75_84_yr,M_150_299_85_yr_over,M_150_299_Tot,M_300_399_15_19_yr,M_300_399_20_24_yr,M_300_399_25_34_yr,M_300_399_35_44_yr,M_300_399_45_54_yr,M_300_399_55_64_yr,M_300_399_65_74_yr,M_300_399_75_84_yr,M_300_399_85_yr_over,M_300_399_Tot,M_400_499_15_19_yr,M_400_499_20_24_yr,M_400_499_25_34_yr,M_400_499_35_44_yr,M_400_499_45_54_yr,M_400_499_55_64_yr,M_400_499_65_74_yr,M_400_499_75_84_yr,M_400_499_85_yr_over,M_400_499_Tot,M_500_649_15_19_yr,M_500_649_20_24_yr,M_500_649_25_34_yr,M_500_649_35_44_yr,M_500_649_45_54_yr,M_500_649_55_64_yr,M_500_649_65_74_yr,M_500_649_75_84_yr,M_500_649_85_yr_over,M_500_649_Tot,M_650_799_15_19_yr,M_650_799_20_24_yr,M_650_799_25_34_yr,M_650_799_35_44_yr,M_650_799_45_54_yr,M_650_799_55_64_yr,M_650_799_65_74_yr,M_650_799_75_84_yr,M_650_799_85_yr_over,M_650_799_Tot,M_800_999_15_19_yr,M_800_999_20_24_yr,M_800_999_25_34_yr,M_800_999_35_44_yr,M_800_999_45_54_yr,M_800_999_55_64_yr,M_800_999_65_74_yr,M_800_999_75_84_yr,M_800_999_85_yr_over,M_800_999_Tot,M_1000_1249_15_19_yr,M_1000_1249_20_24_yr,M_1000_1249_25_34_yr,M_1000_1249_35_44_yr,M_1000_1249_45_54_yr,M_1000_1249_55_64_yr,M_1000_1249_65_74_yr,M_1000_1249_75_84_yr,M_1000_1249_85_yr_over,M_1000_1249_Tot,M_1250_1499_15_19_yr,M_1250_1499_20_24_yr,M_1250_1499_25_34_yr,M_1250_1499_35_44_yr,M_1250_1499_45_54_yr,M_1250_1499_55_64_yr,M_1250_1499_65_74_yr,M_1250_1499_75_84_yr,M_1250_1499_85_yr_over,M_1250_1499_Tot,M_1500_1749_15_19_yr,M_1500_1749_20_24_yr,M_1500_1749_25_34_yr,M_1500_1749_35_44_yr,M_1500_1749_45_54_yr,M_1500_1749_55_64_yr,M_1500_1749_65_74_yr,M_1500_1749_75_84_yr,M_1500_1749_85_yr_over,M_1500_1749_Tot,M_1750_1999_15_19_yr,M_1750_1999_20_24_yr,M_1750_1999_25_34_yr,M_1750_1999_35_44_yr,M_1750_1999_45_54_yr,M_1750_1999_55_64_yr,M_1750_1999_65_74_yr,M_1750_1999_75_84_yr,M_1750_1999_85_yr_over,M_1750_1999_Tot,M_2000_2999_15_19_yr,M_2000_2999_20_24_yr,M_2000_2999_25_34_yr,M_2000_2999_35_44_yr,M_2000_2999_45_54_yr,M_2000_2999_55_64_yr,M_2000_2999_65_74_yr,M_2000_2999_75_84_yr,M_2000_2999_85_yr_over,M_2000_2999_Tot,M_3000_3499_15_19_yr,M_3000_3499_20_24_yr,M_3000_3499_25_34_yr,M_3000_3499_35_44_yr,M_3000_3499_45_54_yr,M_3000_3499_55_64_yr,M_3000_3499_65_74_yr,M_3000_3499_75_84_yr,M_3000_3499_85_yr_over,M_3000_3499_Tot,M_3500_more_15_19_yr,M_3500_more_20_24_yr,M_3500_more_25_34_yr,M_3500_more_35_44_yr,M_3500_more_45_54_yr,M_3500_more_55_64_yr,M_3500_more_65_74_yr,M_3500_more_75_84_yr,M_3500_more_85_yr_over,M_3500_more_Tot,M_Personal_inc_ns_15_19_yr,M_Personal_inc_ns_20_24_yr,M_Personal_inc_ns_25_34_yr,M_Personal_inc_ns_35_44_yr,M_Personal_inc_ns_45_54_yr,M_Personal_inc_ns_55_64_yr,M_Personal_inc_ns_65_74_yr,M_Personal_inc_ns_75_84_yr,M_Personal_inc_ns_85_yr_over,M_Personal_inc_ns_Tot,M_OS_vis_15_19_yr,M_OS_vis_20_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_OS_vis_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Neg_Nil_inc_15_19_yr,F_Neg_Nil_inc_20_24_yr,F_Neg_Nil_inc_25_34_yr,F_Neg_Nil_inc_35_44_yr,F_Neg_Nil_inc_45_54_yr,F_Neg_Nil_inc_55_64_yr,F_Neg_Nil_inc_65_74_yr,F_Neg_Nil_inc_75_84_yr,F_Neg_Nil_inc_85_yr_over,F_Neg_Nil_inc_Tot,F_1_149_15_19_yr,F_1_149_20_24_yr,F_1_149_25_34_yr,F_1_149_35_44_yr,F_1_149_45_54_yr,F_1_149_55_64_yr,F_1_149_65_74_yr,F_1_149_75_84_yr,F_1_149_85_yr_over,F_1_149_Tot
UCL513005,191,14,16,14,24,32,18,8,0,323,34,9,7,0,3,9,6,3,0,67,37,24,17,10,20,22,31,9,0,162,15,16,18,26,24,23,90,70,13,280,11,21,6,18,14,17,62,33,12,183,19,28,26,15,15,17,35,26,4,179,12,29,26,18,14,15,27,20,5,171,9,34,66,29,35,31,22,10,0,227,4,24,90,61,51,54,15,9,0,309,0,22,78,72,59,60,24,8,0,322,0,11,66,72,72,35,4,0,0,264,0,7,41,72,52,49,4,0,0,221,0,15,90,129,146,65,8,5,0,457,0,0,15,39,46,16,5,3,0,117,0,0,23,45,32,15,5,0,0,120,21,15,33,43,36,32,17,19,23,244,0,0,20,6,0,0,0,0,0,28,349,260,621,661,635,491,374,224,54,3677,138,15,96,99,70,76,39,4,0,533,53,5,25,25,17,15,16,4,0,162
UCL514001,91,7,12,10,9,30,29,5,0,193,28,5,5,5,8,3,8,0,0,65,20,17,16,12,21,13,27,14,0,144,5,16,25,24,34,49,111,78,12,343,4,7,12,12,12,41,93,54,10,238,12,4,17,13,11,18,34,15,6,125,9,23,20,10,11,20,42,16,9,162,6,17,20,15,11,26,39,11,0,141,0,18,36,33,23,50,35,10,0,202,4,13,28,32,26,33,15,8,0,154,3,15,26,37,26,32,7,0,0,144,0,17,34,41,33,27,9,0,0,159,0,12,72,89,102,71,6,0,0,352,0,7,11,12,27,14,5,0,0,77,0,0,8,13,14,13,0,4,0,48,31,8,36,44,45,32,37,30,21,284,0,0,0,0,0,0,0,0,0,3,204,184,374,403,402,481,498,239,64,2847,64,15,36,22,49,69,41,8,4,302,42,6,12,5,5,4,8,3,0,99
UCL514002,37,7,3,6,8,9,21,11,0,97,79,0,5,0,4,3,10,3,0,103,3,4,5,3,8,10,17,11,0,67,10,3,6,3,5,9,39,28,8,116,16,0,3,3,5,9,46,23,11,116,8,10,8,6,7,21,42,35,5,146,7,19,15,17,12,20,36,22,9,159,5,15,37,38,33,23,43,21,0,219,3,12,51,57,37,37,40,12,4,250,0,3,39,39,36,41,24,9,0,197,3,4,31,40,51,38,22,12,3,204,0,3,24,49,45,16,12,0,0,154,0,0,40,102,78,33,17,0,0,272,0,0,11,30,23,16,0,3,0,81,0,0,0,45,53,28,19,0,0,153,20,3,22,29,21,20,16,20,3,160,0,0,4,0,0,0,0,0,0,5,196,85,310,476,430,344,400,213,43,2497,37,0,27,33,18,38,30,11,3,203,59,0,6,24,3,12,22,8,3,139
UCL514003,73,8,3,8,9,11,19,6,0,128,68,4,0,0,0,0,5,0,0,82,23,5,10,3,18,13,14,13,3,91,7,10,10,12,8,20,45,24,5,135,19,12,8,11,6,27,30,15,22,142,12,12,27,15,22,20,32,18,8,157,10,20,41,20,23,20,26,10,4,172,0,28,64,47,44,26,34,3,3,255,0,24,93,102,94,39,20,8,4,381,0,3,63,65,44,33,8,3,0,234,0,3,32,64,47,37,17,4,0,197,0,5,23,37,35,22,13,3,0,134,0,0,50,85,65,48,5,3,0,261,0,0,5,21,27,11,3,0,0,64,0,0,14,18,25,11,7,0,0,79,14,14,46,39,39,35,26,3,4,223,0,8,24,14,0,0,0,0,0,44,224,157,500,563,514,377,294,112,43,2782,53,4,28,32,25,30,23,0,3,191,65,0,17,26,13,15,12,5,3,155
UCL514004,95,7,8,10,6,10,25,8,0,178,31,3,4,7,0,3,11,3,4,60,19,11,21,13,22,16,15,11,3,142,4,12,17,15,14,30,87,63,11,254,7,8,16,15,20,29,57,31,17,197,16,7,12,15,13,34,32,20,4,154,8,10,12,7,12,14,24,20,8,123,7,13,34,18,26,34,21,3,0,155,5,29,45,45,32,50,31,3,0,249,4,14,45,21,41,27,9,4,0,165,0,11,28,22,26,28,15,0,0,126,0,9,19,31,21,34,9,0,0,120,0,3,32,52,61,56,17,0,0,221,0,0,7,10,9,17,3,0,0,42,0,0,8,12,13,11,4,0,0,49,28,24,52,34,48,43,41,24,15,318,0,0,0,4,0,0,0,0,0,3,229,172,363,325,368,426,399,204,68,2555,74,7,31,23,22,56,35,3,0,248,43,5,16,11,10,20,14,7,3,124
UCL515001,5,0,0,0,4,4,11,0,0,26,0,0,0,0,0,0,3,3,0,11,0,0,0,4,0,7,11,0,4,29,0,6,0,3,0,10,25,21,6,75,0,5,0,4,5,5,17,15,5,57,0,5,4,0,4,14,14,20,7,69,0,0,4,5,9,8,12,8,3,52,0,0,9,3,5,6,12,0,4,34,0,3,6,5,0,10,12,3,0,36,0,0,3,3,3,8,8,0,0,28,0,0,3,3,5,8,5,0,5,13,0,0,0,3,3,3,0,0,0,7,0,0,3,6,8,10,6,0,0,36,0,0,3,0,0,5,0,0,0,7,0,0,0,0,4,3,3,0,0,14,3,0,4,3,10,4,8,9,3,42,0,3,3,5,0,0,4,0,0,13,11,18,39,44,54,92,147,86,48,541,8,0,0,4,4,13,7,9,5,38,4,3,0,0,3,7,3,3,0,25
UCL515002,10,0,0,0,0,0,5,0,0,33,6,0,0,0,0,0,4,0,0,11,0,3,0,0,0,9,8,0,0,23,0,0,0,4,0,6,16,7,0,30,0,0,0,0,4,7,12,5,0,34,0,3,0,7,0,4,7,0,0,29,0,0,0,0,4,9,6,0,0,16,3,3,0,0,9,0,0,4,0,27,0,0,5,4,0,6,9,0,0,27,0,0,8,5,8,8,0,0,0,32,0,0,3,11,9,10,5,0,0,37,0,0,3,9,11,11,0,0,0,28,0,0,18,24,23,20,7,0,0,94,0,0,4,7,6,4,0,0,0,25,0,0,0,6,6,3,0,0,0,9,6,0,5,8,6,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,31,23,57,90,78,92,80,22,6,485,3,3,10,4,7,14,11,0,0,59,12,0,0,0,0,6,3,0,0,27
UCL515003,15,0,0,6,3,12,11,0,0,52,8,4,0,0,0,8,3,0,0,27,13,0,6,0,3,9,11,6,0,43,0,0,4,8,0,17,31,33,3,99,5,0,5,5,6,17,34,19,8,92,0,4,3,0,4,11,23,6,3,50,0,0,4,6,4,16,17,3,3,54,6,5,6,7,14,7,15,3,0,65,0,5,8,8,12,15,11,0,0,56,0,0,5,5,4,6,3,0,0,32,0,5,10,8,9,14,3,4,0,49,0,0,10,11,16,7,7,0,0,49,0,0,17,21,24,15,3,0,0,81,0,0,0,0,7,7,0,0,0,10,0,0,0,3,4,3,3,0,0,17,0,4,9,6,18,11,14,4,3,79,0,0,0,0,0,0,0,0,0,0,44,36,88,91,136,155,196,94,29,863,24,7,10,5,10,22,14,0,0,91,21,0,0,5,0,11,6,3,0,51
UCL515004,41,3,0,3,3,5,8,0,0,60,11,0,0,0,0,3,0,0,0,19,8,4,3,0,0,3,9,7,0,33,0,0,0,4,5,0,11,13,0,38,3,0,4,0,0,0,11,6,0,31,5,7,5,0,0,5,9,4,0,28,4,20,4,5,5,0,4,3,0,44,0,9,10,4,0,8,0,0,0,33,0,11,20,19,17,12,7,3,0,86,0,8,29,20,15,3,3,0,0,79,0,20,37,13,14,5,0,0,0,88,0,6,23,11,6,7,6,0,0,62,0,3,30,25,18,10,0,0,0,82,0,0,6,4,6,0,0,0,0,20,0,0,5,0,5,0,0,0,0,16,4,7,12,7,11,8,4,0,0,61,0,48,0,0,0,0,0,0,0,47,86,150,198,109,104,70,72,41,9,837,22,0,25,14,18,13,12,0,0,97,4,0,5,8,0,4,3,4,0,27
UCL515005,31,0,0,0,3,5,11,3,0,62,16,0,0,0,0,6,0,0,0,23,3,4,0,4,4,9,12,4,0,37,3,5,4,0,7,13,31,20,3,85,3,3,3,4,7,5,18,8,3,56,4,5,0,3,0,7,15,5,0,39,5,9,10,5,6,10,9,6,3,59,0,8,8,10,7,13,8,0,0,59,0,3,11,17,24,8,4,3,0,82,0,4,18,21,20,12,8,0,0,82,0,8,12,16,10,10,6,0,0,58,0,0,3,9,25,3,0,0,0,51,0,3,18,17,23,14,0,0,0,83,0,0,0,3,3,0,0,0,0,13,0,0,0,0,3,3,0,0,0,10,12,4,4,3,11,9,8,3,4,53,0,0,0,0,0,0,0,0,0,0,75,55,92,122,160,122,135,66,15,832,26,0,13,12,16,17,17,5,0,100,13,6,9,9,3,9,0,0,0,44
UCL515006,31,7,0,13,8,14,38,5,7,127,17,0,0,0,0,4,10,5,0,44,8,12,16,14,18,11,35,11,10,123,3,6,11,8,21,41,77,49,12,230,0,8,13,0,12,16,72,39,0,175,8,9,3,3,14,20,49,40,6,161,4,8,7,15,7,31,36,8,0,124,5,12,17,10,23,36,28,12,0,155,0,7,25,20,31,40,30,14,4,177,3,9,27,21,31,15,21,9,0,120,0,3,24,16,14,26,16,5,0,101,0,5,18,19,20,25,11,0,0,92,0,5,35,49,47,31,10,0,0,177,0,0,5,9,7,10,4,0,0,37,0,0,5,15,20,16,3,0,0,63,34,39,75,61,74,59,51,38,0,426,0,15,18,14,7,0,0,0,0,54,112,143,304,286,354,393,492,243,50,2377,20,0,15,8,11,37,29,6,0,127,13,0,6,5,0,6,16,3,0,53
UCL515007,16,5,0,0,6,4,0,0,0,30,10,0,0,0,0,0,0,0,0,12,5,0,5,0,0,0,9,0,0,12,0,0,0,0,0,4,12,7,4,19,4,0,4,0,0,3,4,6,0,18,4,0,4,3,7,4,7,3,0,42,5,3,3,8,4,3,3,3,0,34,0,5,4,6,12,10,4,4,0,48,0,3,4,24,20,8,4,3,0,71,0,0,4,20,13,5,6,0,0,53,0,0,9,25,17,10,3,0,0,59,0,0,3,15,16,3,0,0,0,38,0,0,12,41,26,17,3,0,0,102,0,0,3,15,9,0,0,0,0,25,0,0,4,10,8,0,0,0,0,22,3,5,6,18,12,3,4,3,0,51,0,0,0,0,0,0,0,0,0,4,43,24,71,183,145,92,50,29,9,649,12,0,10,18,8,8,7,0,0,60,20,0,0,4,5,0,3,0,0,37
UCL515008,4,0,0,5,0,8,4,0,0,24,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,4,0,12,0,0,0,0,0,4,6,0,0,11,0,0,0,0,4,0,4,0,0,11,0,0,0,0,0,5,0,0,0,13,0,4,5,0,0,6,4,0,0,12,3,5,4,0,6,11,6,0,0,30,0,7,0,0,5,6,0,0,0,18,0,5,8,6,3,7,0,0,0,25,0,0,4,7,5,8,5,0,0,30,0,3,11,27,15,20,0,0,0,80,0,0,17,28,25,9,0,0,0,79,0,0,12,32,40,9,4,0,0,95,6,0,9,15,13,10,10,3,0,59,0,0,0,0,5,0,0,0,0,5,37,25,67,128,111,96,43,8,0,517,10,0,9,14,8,14,9,6,0,65,9,0,0,0,0,0,0,0,0,17
UCL515009,59,0,0,4,3,6,15,0,5,90,27,4,4,3,8,11,8,0,0,60,8,0,6,9,5,12,8,7,0,62,8,4,0,5,14,17,31,36,9,121,5,0,0,8,12,20,36,18,8,110,0,0,8,4,4,10,22,17,3,79,0,0,4,5,15,14,13,7,3,71,4,3,10,10,10,8,20,9,3,77,0,0,16,24,16,24,13,4,0,98,0,0,8,8,14,8,12,0,0,50,0,0,6,9,11,4,4,0,0,51,0,0,7,16,8,9,0,5,0,49,0,0,9,22,21,17,8,0,0,79,0,0,3,3,4,0,3,0,0,16,0,0,0,7,8,7,0,3,0,26,13,0,10,12,18,15,12,13,3,102,0,0,0,0,0,0,0,0,0,5,125,29,91,152,171,189,208,136,40,1142,63,0,7,7,3,15,7,0,0,110,26,3,5,6,7,10,6,4,0,66
UCL515010,23,5,11,7,0,14,12,5,0,79,10,4,0,0,0,3,8,0,0,22,9,16,20,22,15,14,11,0,0,99,5,0,17,15,11,9,15,9,0,80,0,4,8,5,17,22,34,15,4,107,9,5,7,4,14,7,31,3,0,76,0,7,11,9,3,13,19,3,0,58,5,12,5,7,7,6,23,3,0,74,0,8,17,8,25,22,17,4,0,103,0,11,27,6,18,16,8,5,0,85,0,3,23,15,15,24,8,5,0,96,0,3,11,10,10,16,9,0,0,53,0,4,18,29,29,30,14,0,0,117,0,0,5,6,5,4,0,0,0,21,0,0,0,8,15,17,3,0,0,39,22,33,66,48,58,56,42,14,0,329,0,0,3,0,0,0,0,0,0,4,67,107,245,198,220,277,257,63,7,1444,22,6,14,3,6,17,11,0,0,88,3,3,3,0,4,3,8,0,0,22
UCL515011,28,3,3,4,5,8,11,4,3,74,22,0,0,0,0,3,9,3,0,35,9,5,0,5,5,0,13,4,0,47,6,6,0,0,6,18,30,36,10,93,4,7,0,0,0,7,21,28,15,83,10,5,3,5,6,0,18,11,6,67,5,10,14,5,12,9,13,10,0,73,0,9,17,13,22,10,10,5,0,75,0,5,15,23,12,30,7,4,0,89,0,6,10,11,14,13,3,3,0,53,0,4,14,17,11,6,6,0,0,60,0,5,9,16,15,11,0,0,0,52,0,0,23,24,26,22,6,0,0,102,0,0,4,6,3,5,0,0,0,21,0,0,0,11,0,4,0,0,0,18,19,5,8,8,5,12,11,14,3,78,0,0,0,3,0,0,0,0,0,3,103,58,118,148,150,160,153,113,35,1034,26,10,16,17,15,34,12,6,0,128,20,0,10,3,5,8,14,0,0,59
UCL515012,29,0,6,0,0,4,6,0,0,51,11,0,0,0,0,0,0,0,0,17,9,0,0,6,0,0,5,0,0,22,0,0,0,3,3,0,9,10,0,29,7,3,0,0,0,9,13,7,0,33,3,3,0,3,0,0,4,0,0,19,4,7,3,3,0,9,8,0,0,37,4,10,11,5,7,0,0,4,0,39,0,0,15,10,8,10,8,0,0,53,0,4,15,10,8,0,0,0,0,45,0,5,23,9,13,8,5,0,0,69,0,0,25,23,13,9,0,0,0,73,0,5,40,38,49,18,3,0,0,149,0,0,3,9,9,7,0,0,0,26,0,0,3,0,10,0,0,0,0,20,5,5,11,5,4,10,0,6,0,39,0,0,0,0,0,0,0,0,0,3,78,43,151,126,136,89,72,26,4,725,24,0,20,7,3,10,5,4,0,79,30,0,8,9,0,0,0,0,0,45
UCL515013,10,0,5,0,3,23,25,7,4,81,21,3,5,4,0,7,9,3,0,49,13,5,3,0,7,8,10,3,0,55,3,4,0,6,6,14,63,32,3,125,4,0,0,6,3,10,62,24,9,124,8,11,8,8,5,18,52,20,5,134,10,13,26,5,6,14,45,37,0,162,8,14,32,21,15,19,32,9,0,150,0,15,38,37,27,35,43,13,0,199,0,14,34,35,35,21,24,12,0,172,0,8,30,34,33,23,15,0,0,153,0,4,39,35,31,27,11,0,0,146,0,7,56,59,61,58,16,7,0,262,0,0,16,22,23,11,3,3,0,82,0,0,13,32,27,28,10,3,0,112,3,14,23,21,19,30,25,20,6,165,0,0,8,0,0,0,0,0,0,18,86,109,344,313,296,364,444,201,20,2181,13,3,25,13,3,44,32,7,0,145,17,0,8,4,3,11,19,0,0,60
UCL515014,5,3,5,0,0,0,5,0,0,21,0,0,0,3,0,0,0,0,0,9,3,11,13,17,6,5,4,0,0,56,0,3,15,10,14,9,9,9,0,65,0,0,0,3,0,8,8,5,0,32,0,0,0,4,4,9,7,0,0,15,0,0,0,3,3,3,4,0,0,17,0,0,10,0,4,11,7,0,0,30,0,8,16,10,3,0,7,0,0,44,0,0,8,4,3,9,3,0,0,39,0,0,9,7,8,9,6,0,0,35,0,0,4,3,8,6,3,0,0,26,0,0,10,3,14,4,0,0,0,35,0,0,0,0,0,0,4,0,0,5,0,0,3,4,0,3,0,0,0,13,10,13,24,12,19,20,18,5,0,118,0,0,0,0,0,0,3,0,0,3,22,48,112,88,93,104,82,20,0,566,8,0,0,0,5,5,4,0,0,21,0,3,0,4,0,0,0,0,0,14
UCL515015,21,4,6,0,3,3,9,4,0,56,11,0,0,0,0,3,3,0,0,19,5,0,4,9,0,9,9,11,5,47,3,4,4,3,14,13,31,28,11,107,0,0,7,6,10,9,19,19,7,76,3,7,6,8,7,10,7,15,0,54,3,6,9,3,7,9,3,8,0,42,5,13,20,22,10,11,9,3,3,98,0,10,50,29,24,19,9,5,0,144,0,3,32,28,26,12,4,0,0,110,0,9,27,17,23,16,4,0,0,95,0,0,5,12,19,8,4,0,0,59,0,6,20,14,29,19,0,0,0,86,0,0,5,3,3,4,0,0,0,20,0,0,0,0,0,0,4,0,0,12,8,0,12,11,21,21,13,21,21,125,0,0,7,0,4,0,0,0,0,7,67,63,205,165,192,156,136,120,51,1151,20,3,20,12,10,29,16,10,0,121,15,0,5,4,10,5,0,0,0,40
UCL515016,8,0,0,4,0,9,11,0,0,34,5,0,0,0,7,0,8,0,0,19,3,3,0,3,0,6,9,0,4,30,0,0,0,0,9,9,31,19,0,79,0,5,4,3,5,3,14,8,0,46,0,4,0,3,0,8,15,10,3,51,0,4,0,0,3,9,10,4,0,38,0,3,9,4,7,9,14,8,0,48,0,3,9,3,5,4,9,0,0,45,0,0,7,5,12,3,9,3,0,34,0,0,12,8,9,11,6,0,0,43,0,0,3,8,0,3,7,0,0,28,0,0,19,13,16,19,7,0,0,79,0,0,3,5,10,8,3,0,0,25,0,0,0,5,4,3,5,0,0,16,0,5,0,10,17,5,16,6,0,60,0,0,0,0,3,0,0,0,0,8,26,24,82,81,98,124,164,70,15,684,8,0,7,8,0,20,14,0,0,68,8,0,0,0,4,5,4,3,0,24
UCL515017,7,0,0,0,0,6,9,3,0,33,10,0,0,0,0,0,4,0,0,10,9,0,0,5,0,3,16,8,6,48,4,0,3,0,5,19,43,26,10,109,3,0,0,3,5,11,25,20,0,68,0,0,0,4,5,13,29,17,0,73,0,3,3,0,3,15,22,9,0,63,4,3,8,5,9,13,21,3,0,62,0,3,12,11,10,24,20,0,0,73,0,0,4,9,13,17,12,0,0,57,0,3,10,4,13,12,6,0,0,52,0,5,5,10,9,12,9,0,0,48,0,0,9,15,17,23,10,0,0,69,0,0,4,0,0,5,0,0,0,15,0,0,3,9,4,6,3,0,0,26,5,8,14,16,23,37,39,11,3,157,0,0,3,0,0,3,0,0,0,7,37,30,71,94,127,217,271,113,20,987,0,4,11,3,3,25,15,3,0,64,0,0,0,4,0,9,3,3,0,19
UCL515018,18,5,4,8,3,10,0,0,0,50,5,0,0,0,0,0,5,0,0,6,3,0,0,4,0,6,4,0,0,29,0,0,8,0,6,8,12,3,0,33,0,0,3,0,0,3,7,3,0,24,0,5,3,0,0,0,4,3,0,14,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,11,0,0,0,8,5,7,3,0,0,22,0,5,3,5,0,6,0,0,0,24,0,5,11,0,5,7,0,0,0,26,0,3,3,8,6,7,0,0,0,31,0,8,34,26,38,30,6,0,0,145,0,0,15,10,9,11,0,0,0,53,0,0,10,10,21,14,6,0,0,57,7,7,28,22,28,14,5,3,0,110,0,0,0,0,0,0,0,0,0,0,51,39,118,105,136,123,60,25,5,652,18,3,20,19,12,15,9,0,0,95,5,0,0,3,0,0,5,0,0,17
UCL515019,45,9,6,4,4,4,9,4,4,82,25,0,0,0,0,4,8,4,0,49,9,6,8,6,7,10,14,8,0,61,5,0,6,10,9,12,43,32,3,123,6,7,13,9,7,3,17,24,4,99,5,6,23,11,12,5,22,10,0,89,3,14,28,17,19,24,11,10,5,134,3,22,40,41,31,32,14,9,5,190,0,25,28,25,16,38,12,0,0,146,0,5,22,9,20,17,7,0,0,85,0,3,20,12,19,9,0,0,0,66,0,7,15,15,13,13,4,0,0,65,0,0,17,20,22,23,5,0,0,83,0,0,0,3,4,6,0,0,0,16,0,5,3,3,10,8,3,0,0,24,20,10,31,38,32,19,15,7,7,189,0,0,4,0,0,0,0,0,0,3,121,125,266,230,220,237,188,101,30,1515,41,3,30,13,14,15,14,14,4,153,15,7,4,5,0,8,4,0,0,44
UCL515020,35,9,13,8,12,19,29,0,0,122,9,0,4,3,3,9,7,0,0,40,12,8,18,11,5,12,15,4,0,85,4,6,9,9,12,17,40,9,0,109,3,4,7,10,6,9,31,12,0,75,10,0,16,4,12,7,37,3,4,99,4,9,14,0,15,11,29,0,0,78,0,21,36,13,21,20,26,7,0,139,0,22,43,30,25,43,30,9,0,205,0,14,49,34,35,35,27,5,0,193,0,6,45,28,31,31,23,0,0,158,0,3,30,29,29,26,14,0,0,126,0,4,65,57,48,38,25,0,0,232,0,0,5,10,18,7,4,0,0,41,0,0,9,16,18,23,11,0,0,71,30,31,92,48,54,50,30,16,3,357,0,5,16,5,6,0,0,0,0,21,115,145,458,310,340,357,368,74,12,2171,35,7,20,11,13,40,33,0,0,160,16,4,6,0,7,17,11,0,0,53
UCL515021,26,0,0,0,0,5,3,0,0,35,20,0,0,0,0,4,3,3,0,23,10,4,0,0,0,8,15,4,0,43,0,0,3,0,0,10,17,10,10,51,0,0,6,0,7,5,12,7,3,40,6,4,0,7,5,8,18,9,0,57,0,3,3,4,4,7,8,4,0,31,0,9,10,8,11,4,6,5,0,60,0,0,7,3,12,13,13,3,0,57,3,0,11,4,12,14,10,0,0,47,0,0,8,16,14,17,3,3,0,56,0,0,6,10,10,11,9,0,0,41,0,0,3,18,12,19,8,4,0,67,0,0,0,0,7,3,0,0,0,7,0,0,0,0,3,5,0,0,0,10,0,3,0,5,7,4,5,0,0,38,0,0,0,0,0,0,0,0,0,0,73,29,53,81,108,120,119,52,13,658,14,0,5,6,0,15,8,0,0,49,12,3,3,0,3,4,0,3,5,26
UCL515022,56,3,0,4,4,6,12,8,3,96,14,0,0,0,0,10,5,4,3,35,8,7,7,12,3,8,12,6,6,76,0,4,13,12,10,27,41,37,10,145,9,4,12,3,7,12,28,23,5,102,19,12,11,14,14,21,19,16,0,122,6,13,25,16,11,13,23,16,3,128,9,28,39,28,21,32,4,14,0,184,4,19,43,19,23,33,19,0,0,166,0,11,28,20,23,26,6,0,0,113,0,3,26,27,26,28,5,0,0,121,0,0,12,14,14,12,10,3,0,75,5,0,14,23,28,17,6,0,0,103,0,0,0,4,3,0,0,0,0,14,0,0,0,7,4,5,4,0,0,22,6,8,8,8,30,9,13,16,9,101,0,0,7,0,0,0,0,0,0,13,139,121,249,209,231,262,216,147,41,1619,31,5,23,14,11,10,21,5,3,121,25,0,6,9,4,19,12,3,7,88
