SAL_CODE_2021,One_f_h_N_pe_UR_One_ATSIF,One_f_h_N_pe_UR_Two_ATSIF,One_f_h_N_pe_UR_Three_ATSIF,One_f_h_N_pe_UR_Four_ATSIF,One_f_h_N_pe_UR_Five_ATSIF,One_f_h_N_pe_UR_Six_m_ATSIF,One_f_h_Tot_ATSIF,Two_f_h_N_pe_UR_One_ATSIF,Two_f_h_N_pe_UR_Two_ATSIF,Two_f_h_N_pe_UR_Three_ATSIF,Two_f_h_N_pe_UR_Four_ATSIF,Two_f_h_N_pe_UR_Five_ATSIF,Two_f_h_N_pe_UR_Six_m_ATSIF,Two_f_h_Tot_ATSIF,Thr_m_f_h_N_pe_UR_One_ATSIF,Thr_m_f_h_N_pe_UR_Two_ATSIF,Thr_m_f_h_N_pe_UR_Three_ATSIF,Thr_m_f_h_N_pe_UR_Four_ATSIF,Thr_m_f_h_N_pe_UR_Five_ATSIF,Thr_m_f_h_N_pe_UR_Six_m_ATSIF,Thr_m_f_h_Tot_ATSIF,Tot_N_pe_UR_One_ATSIF,Tot_N_pe_UR_Two_ATSIF,Tot_N_pe_UR_Three_ATSIF,Tot_N_pe_UR_Four_ATSIF,Tot_N_pe_UR_Five_ATSIF,Tot_N_pe_UR_Six_m_ATSIF,Tot_Tot_ATSIF,One_f_h_N_pe_UR_One_Oth_f,One_f_h_N_pe_UR_Two_Oth_f,One_f_h_N_pe_UR_Three_Oth_f,One_f_h_N_pe_UR_Four_Oth_f,One_f_h_N_pe_UR_Five_Oth_f,One_f_h_N_pe_UR_Six_m_Oth_f,One_f_h_Tot_Oth_f,Two_f_h_N_pe_UR_One_Oth_f,Two_f_h_N_pe_UR_Two_Oth_f,Two_f_h_N_pe_UR_Three_Oth_f,Two_f_h_N_pe_UR_Four_Oth_f,Two_f_h_N_pe_UR_Five_Oth_f,Two_f_h_N_pe_UR_Six_m_Oth_f,Two_f_h_Tot_Oth_f,Thr_m_f_h_N_pe_UR_One_Oth_f,Thr_m_f_h_N_pe_UR_Two_Oth_f,Thr_m_f_h_N_pe_UR_Three_Oth_f,Thr_m_f_h_N_pe_UR_Four_Oth_f,Thr_m_f_h_N_pe_UR_Five_Oth_f,Thr_m_f_h_N_pe_UR_Six_m_Oth_f,Thr_m_f_h_Tot_Oth_f,Tot_N_pe_UR_One_Oth_f,Tot_N_pe_UR_Two_Oth_f,Tot_N_pe_UR_Three_Oth_f,Tot_N_pe_UR_Four_Oth_f,Tot_N_pe_UR_Five_Oth_f,Tot_N_pe_UR_Six_m_Oth_f,Tot_Tot_Oth_f
SAL50011,..,15,16,16,8,3,58,..,..,..,3,0,6,3,..,..,..,..,..,0,0,..,15,16,21,8,5,64,..,937,725,702,258,69,2697,..,..,..,42,30,33,99,..,..,..,..,..,0,0,..,937,725,741,289,107,2796
SAL50012,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,5,0,0,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,5,0,0,0,10
SAL50013,..,3,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,4,..,70,32,30,17,5,155,..,..,..,0,0,5,8,..,..,..,..,..,0,0,..,70,32,34,17,6,158
SAL50014,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,22,0,5,0,0,35,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,22,0,5,0,0,35
SAL50015,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,5,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,0,0,0,4
SAL50016,..,6,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,0,0,0,0,3,..,53,18,26,21,7,129,..,..,..,6,7,6,23,..,..,..,..,..,0,0,..,53,18,38,27,10,148
SAL50017,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,5,3,4,0,0,18,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,3,4,0,0,18
SAL50018,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50019,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,30,15,16,3,3,75,..,..,..,0,0,10,10,..,..,..,..,..,0,0,..,30,15,16,3,10,79
SAL50020,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,8,0,4,0,0,13,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,0,4,0,0,13
SAL50021,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50022,..,5,4,3,0,0,11,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,4,3,0,0,11,..,963,392,430,151,36,1967,..,..,..,22,27,32,78,..,..,..,..,..,0,0,..,963,392,456,181,69,2048
SAL50023,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,13,0,0,3,0,20,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,13,0,0,3,0,20
SAL50024,..,3,5,0,0,0,12,..,..,..,0,0,0,7,..,..,..,..,..,0,0,..,3,5,0,0,0,16,..,513,293,311,113,23,1247,..,..,..,15,14,24,50,..,..,..,..,..,0,0,..,513,293,323,125,42,1294
SAL50025,..,3,0,0,0,4,8,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,4,8,..,99,22,31,6,4,164,..,..,..,3,8,0,7,..,..,..,..,..,0,0,..,99,22,33,14,4,169
SAL50026,..,74,58,44,27,27,232,..,..,..,7,5,29,40,..,..,..,..,..,0,0,..,74,58,58,36,52,275,..,1506,637,434,174,105,2856,..,..,..,46,40,41,122,..,..,..,..,..,11,11,..,1506,637,477,212,156,2987
SAL50027,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,7,0,8,0,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,0,8,0,0,10
SAL50028,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,3
SAL50029,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,5,0,9,0,0,15,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,9,0,0,15
SAL50030,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,9,9,0,4,0,21,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,9,0,4,0,21
SAL50031,..,3,10,0,3,0,20,..,..,..,4,0,0,4,..,..,..,..,..,0,0,..,3,10,3,3,0,24,..,459,148,119,39,12,779,..,..,..,10,4,3,20,..,..,..,..,..,0,0,..,459,148,131,47,19,804
SAL50032,..,3,3,3,4,0,19,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,3,3,4,0,19,..,329,168,166,49,13,738,..,..,..,12,18,18,44,..,..,..,..,..,0,0,..,329,168,175,72,36,785
SAL50033,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50034,..,3,4,4,5,8,18,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,4,4,5,8,18,..,157,76,68,13,7,326,..,..,..,3,0,5,7,..,..,..,..,..,0,0,..,157,76,76,13,9,336
SAL50035,..,8,3,7,0,3,22,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,3,7,0,3,22,..,742,348,444,190,34,1755,..,..,..,17,11,23,51,..,..,..,..,..,0,0,..,742,348,457,204,58,1811
SAL50036,..,15,7,18,6,5,50,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,15,7,18,6,5,50,..,755,552,780,276,62,2429,..,..,..,22,31,39,94,..,..,..,..,..,0,0,..,755,552,805,311,109,2524
SAL50037,..,10,6,8,6,4,33,..,..,..,0,0,0,4,..,..,..,..,..,0,0,..,10,6,10,6,5,35,..,458,414,612,202,53,1739,..,..,..,13,19,25,55,..,..,..,..,..,3,3,..,458,414,628,214,80,1790
SAL50038,..,5,0,3,0,0,7,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,3,0,0,7,..,270,61,31,8,5,381,..,..,..,3,5,0,5,..,..,..,..,..,0,0,..,270,61,38,15,5,379
SAL50039,..,47,38,46,22,16,178,..,..,..,0,0,7,7,..,..,..,..,..,0,0,..,47,38,46,22,23,187,..,1831,859,944,348,133,4118,..,..,..,44,49,54,145,..,..,..,..,..,8,8,..,1831,859,990,396,191,4269
SAL50040,..,39,39,30,16,5,127,..,..,..,0,4,10,12,..,..,..,..,..,0,0,..,39,39,32,12,16,142,..,1244,892,987,331,135,3587,..,..,..,37,65,89,189,..,..,..,..,..,11,11,..,1244,892,1021,394,240,3787
SAL50041,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50042,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,6,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,6,0,0,3
SAL50043,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,4,0,0,13,..,..,..,6,0,0,6,..,..,..,..,..,0,0,..,4,0,6,0,0,16
SAL50044,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,7,0,0,0,0,7,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,0,0,0,0,7
SAL50045,..,0,0,0,0,0,0,..,..,..,0,0,5,5,..,..,..,..,..,0,0,..,0,0,0,0,5,5,..,4,0,3,0,0,12,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,3,0,0,12
SAL50046,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,0,0,6
SAL50047,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,3
SAL50048,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,19,3,3,0,0,31,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,19,3,3,0,0,31
SAL50049,..,3,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,3,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50050,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,12,5,5,0,0,12,..,..,..,4,3,0,3,..,..,..,..,..,0,0,..,12,5,5,3,0,18
SAL50051,..,5,0,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,0,0,0,6,..,169,58,60,22,12,324,..,..,..,3,4,11,25,..,..,..,..,..,0,0,..,169,58,66,28,26,346
SAL50052,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,4,..,20,9,8,3,0,40,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,20,9,8,3,0,36
SAL50053,..,28,12,9,6,0,45,..,..,..,3,3,0,3,..,..,..,..,..,0,0,..,28,12,9,3,3,47,..,1329,640,535,144,38,2693,..,..,..,43,33,55,126,..,..,..,..,..,4,4,..,1329,640,576,175,97,2821
SAL50054,..,85,77,82,52,25,315,..,..,..,8,9,15,23,..,..,..,..,..,0,0,..,85,77,83,56,34,335,..,3325,2172,2501,1057,410,9469,..,..,..,104,146,187,444,..,..,..,..,..,19,19,..,3325,2172,2604,1205,619,9929
SAL50055,..,47,29,23,14,8,128,..,..,..,4,0,0,8,..,..,..,..,..,0,0,..,47,29,31,14,7,133,..,1310,806,569,244,119,3047,..,..,..,30,53,68,146,..,..,..,..,..,5,5,..,1310,806,594,295,190,3200
SAL50056,..,0,4,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,4,0,0,0,4,..,101,11,15,12,4,140,..,..,..,0,0,5,10,..,..,..,..,..,0,0,..,101,11,17,13,6,150
SAL50057,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,9,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,0,0,0,0,4
SAL50058,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50059,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,13,0,0,0,0,24,..,..,..,0,0,5,5,..,..,..,..,..,0,0,..,13,0,0,0,0,24
SAL50060,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50061,..,31,42,30,21,10,128,..,..,..,5,4,10,16,..,..,..,..,..,0,0,..,31,42,29,22,15,146,..,1746,1128,1043,464,228,4607,..,..,..,83,87,166,337,..,..,..,..,..,16,16,..,1746,1128,1123,551,411,4957
SAL50062,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,5,0,0,4,0,8,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,0,4,0,8
SAL50063,..,4,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,0,0,4,..,15,0,0,0,0,15,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,15,0,0,0,0,15
SAL50064,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,9,0,3,0,0,16,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,0,3,0,0,16
SAL50065,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,15,0,4,0,0,17,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,15,0,4,0,0,23
SAL50066,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,53,18,19,8,9,99,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,53,18,19,8,9,99
SAL50067,..,8,0,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,0,0,0,0,5,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50068,..,3,0,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,6,..,154,81,69,41,9,349,..,..,..,7,13,17,35,..,..,..,..,..,7,7,..,154,81,73,52,37,397
SAL50069,..,17,15,19,7,5,67,..,..,..,4,0,5,9,..,..,..,..,..,0,0,..,17,15,24,7,11,77,..,888,762,754,313,151,2874,..,..,..,34,28,72,132,..,..,..,..,..,4,4,..,888,762,787,334,228,3008
SAL50070,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50071,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,6,4,6,5,0,21,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,4,6,5,0,21
SAL50072,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,4,0,0,0,9,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,4,0,0,0,9
SAL50073,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,3,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,3,0,0,3
SAL50074,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,0,0,0,6,..,..,..,0,4,0,4,..,..,..,..,..,0,0,..,4,0,0,4,0,12
SAL50075,..,0,0,3,0,0,8,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,3,0,0,8,..,82,48,55,25,11,220,..,..,..,5,7,15,30,..,..,..,..,..,0,0,..,82,48,61,27,22,245
SAL50076,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50077,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,45,16,14,9,3,84,..,..,..,7,3,5,11,..,..,..,..,..,0,0,..,45,16,21,7,9,96
SAL50078,..,27,19,19,7,7,82,..,..,..,3,0,3,5,..,..,..,..,..,0,0,..,27,19,24,7,6,81,..,1287,664,580,162,42,2731,..,..,..,43,29,15,85,..,..,..,..,..,6,6,..,1287,664,621,185,59,2822
SAL50079,..,4,0,3,0,0,7,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,3,0,0,7,..,391,221,255,117,25,1002,..,..,..,5,15,24,42,..,..,..,..,..,3,3,..,391,221,258,128,54,1053
SAL50080,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50081,..,23,17,27,19,14,101,..,..,..,4,0,5,6,..,..,..,..,..,0,0,..,23,17,30,19,15,104,..,275,179,279,137,35,908,..,..,..,0,4,11,22,..,..,..,..,..,8,8,..,275,179,279,141,56,930
SAL50082,..,14,12,12,6,10,43,..,..,..,0,0,6,6,..,..,..,..,..,0,0,..,14,12,12,6,6,50,..,468,167,149,66,21,866,..,..,..,0,4,9,17,..,..,..,..,..,0,0,..,468,167,148,71,25,883
SAL50083,..,34,30,12,10,3,86,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,34,30,14,10,3,88,..,1866,967,885,221,52,3995,..,..,..,25,17,23,70,..,..,..,..,..,3,3,..,1866,967,909,243,78,4065
SAL50084,..,14,9,6,0,0,30,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,14,9,7,0,4,35,..,166,63,48,14,4,294,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,166,63,48,14,6,299
SAL50085,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,19,3,0,4,0,31,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,19,3,0,4,4,34
SAL50086,..,12,15,6,3,0,37,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,12,15,6,3,6,40,..,667,299,295,81,28,1367,..,..,..,12,17,14,43,..,..,..,..,..,0,0,..,667,299,305,102,43,1407
SAL50087,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50088,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,4,4,0,0,14,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,4,4,0,0,14
SAL50089,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,7,5,0,0,0,14,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,5,0,0,0,14
SAL50090,..,21,13,12,11,6,69,..,..,..,0,4,3,10,..,..,..,..,..,0,0,..,21,13,12,13,14,74,..,847,541,455,188,102,2136,..,..,..,22,47,73,133,..,..,..,..,..,4,4,..,847,541,475,233,181,2281
SAL50091,..,15,10,10,3,4,37,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,15,10,13,3,4,40,..,663,389,369,100,24,1535,..,..,..,17,12,9,35,..,..,..,..,..,0,0,..,663,389,391,109,27,1574
SAL50092,..,4,3,4,0,6,13,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,3,4,0,6,13,..,345,151,175,91,41,807,..,..,..,9,14,30,59,..,..,..,..,..,8,8,..,345,151,184,104,79,873
SAL50093,..,30,18,24,18,13,108,..,..,..,9,0,9,17,..,..,..,..,..,3,3,..,30,18,32,18,26,130,..,906,533,433,192,104,2172,..,..,..,26,44,47,121,..,..,..,..,..,11,11,..,906,533,461,241,160,2299
SAL50094,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,12,3,10,0,0,31,..,..,..,0,0,4,4,..,..,..,..,..,0,0,..,12,3,10,0,4,31
SAL50095,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,9,0,0,0,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,0,0,0,0,10
SAL50096,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,4,0,4,0,11,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,4,0,4,0,11
