SAL_CODE_2021,One_f_h_N_pe_UR_One_ATSIF,One_f_h_N_pe_UR_Two_ATSIF,One_f_h_N_pe_UR_Three_ATSIF,One_f_h_N_pe_UR_Four_ATSIF,One_f_h_N_pe_UR_Five_ATSIF,One_f_h_N_pe_UR_Six_m_ATSIF,One_f_h_Tot_ATSIF,Two_f_h_N_pe_UR_One_ATSIF,Two_f_h_N_pe_UR_Two_ATSIF,Two_f_h_N_pe_UR_Three_ATSIF,Two_f_h_N_pe_UR_Four_ATSIF,Two_f_h_N_pe_UR_Five_ATSIF,Two_f_h_N_pe_UR_Six_m_ATSIF,Two_f_h_Tot_ATSIF,Thr_m_f_h_N_pe_UR_One_ATSIF,Thr_m_f_h_N_pe_UR_Two_ATSIF,Thr_m_f_h_N_pe_UR_Three_ATSIF,Thr_m_f_h_N_pe_UR_Four_ATSIF,Thr_m_f_h_N_pe_UR_Five_ATSIF,Thr_m_f_h_N_pe_UR_Six_m_ATSIF,Thr_m_f_h_Tot_ATSIF,Tot_N_pe_UR_One_ATSIF,Tot_N_pe_UR_Two_ATSIF,Tot_N_pe_UR_Three_ATSIF,Tot_N_pe_UR_Four_ATSIF,Tot_N_pe_UR_Five_ATSIF,Tot_N_pe_UR_Six_m_ATSIF,Tot_Tot_ATSIF,One_f_h_N_pe_UR_One_Oth_f,One_f_h_N_pe_UR_Two_Oth_f,One_f_h_N_pe_UR_Three_Oth_f,One_f_h_N_pe_UR_Four_Oth_f,One_f_h_N_pe_UR_Five_Oth_f,One_f_h_N_pe_UR_Six_m_Oth_f,One_f_h_Tot_Oth_f,Two_f_h_N_pe_UR_One_Oth_f,Two_f_h_N_pe_UR_Two_Oth_f,Two_f_h_N_pe_UR_Three_Oth_f,Two_f_h_N_pe_UR_Four_Oth_f,Two_f_h_N_pe_UR_Five_Oth_f,Two_f_h_N_pe_UR_Six_m_Oth_f,Two_f_h_Tot_Oth_f,Thr_m_f_h_N_pe_UR_One_Oth_f,Thr_m_f_h_N_pe_UR_Two_Oth_f,Thr_m_f_h_N_pe_UR_Three_Oth_f,Thr_m_f_h_N_pe_UR_Four_Oth_f,Thr_m_f_h_N_pe_UR_Five_Oth_f,Thr_m_f_h_N_pe_UR_Six_m_Oth_f,Thr_m_f_h_Tot_Oth_f,Tot_N_pe_UR_One_Oth_f,Tot_N_pe_UR_Two_Oth_f,Tot_N_pe_UR_Three_Oth_f,Tot_N_pe_UR_Four_Oth_f,Tot_N_pe_UR_Five_Oth_f,Tot_N_pe_UR_Six_m_Oth_f,Tot_Tot_Oth_f
SAL50097,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,15,7,6,0,0,28,..,..,..,0,3,0,3,..,..,..,..,..,0,0,..,15,7,6,5,0,32
SAL50098,..,10,24,15,12,10,73,..,..,..,4,4,4,6,..,..,..,..,..,0,0,..,10,24,19,10,8,78,..,826,513,608,230,55,2231,..,..,..,22,39,43,101,..,..,..,..,..,7,7,..,826,513,630,264,104,2337
SAL50099,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,5
SAL50100,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,14,8,0,0,8,22,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,14,8,0,0,8,22
SAL50101,..,0,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,3,..,27,11,3,4,3,44,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,27,11,3,4,3,44
SAL50102,..,10,4,4,3,0,24,..,..,..,3,0,0,9,..,..,..,..,..,0,0,..,10,4,4,5,5,30,..,506,284,230,75,20,1117,..,..,..,20,10,14,41,..,..,..,..,..,3,3,..,506,284,243,88,36,1165
SAL50103,..,0,6,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,6,0,0,0,0,..,29,20,12,3,4,73,..,..,..,3,0,3,10,..,..,..,..,..,0,0,..,29,20,12,4,7,80
SAL50104,..,0,6,3,4,3,20,..,..,..,0,0,6,3,..,..,..,..,..,0,0,..,0,6,3,4,6,27,..,200,82,66,13,7,361,..,..,..,4,5,9,12,..,..,..,..,..,0,0,..,200,82,68,15,13,371
SAL50105,..,16,30,14,14,6,77,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,16,30,14,14,6,77,..,788,379,279,105,37,1591,..,..,..,12,14,23,45,..,..,..,..,..,3,3,..,788,379,293,118,62,1636
SAL50106,..,0,0,0,0,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,10,..,22,0,10,4,0,37,..,..,..,4,0,0,4,..,..,..,..,..,0,0,..,22,0,8,4,0,36
SAL50107,..,3,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,3,..,20,11,12,4,0,45,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,20,11,12,4,0,45
SAL50108,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,3,3,0,0,7,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,3,3,0,0,7
SAL50109,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,21,5,5,9,0,39,..,..,..,4,0,0,4,..,..,..,..,..,0,0,..,21,5,14,9,0,37
SAL50110,..,8,12,0,0,4,26,..,..,..,0,3,0,4,..,..,..,..,..,0,0,..,8,12,3,5,4,31,..,334,314,399,166,118,1333,..,..,..,23,48,91,161,..,..,..,..,..,19,19,..,334,314,420,213,225,1511
SAL50111,..,16,15,11,4,5,47,..,..,..,0,0,5,5,..,..,..,..,..,4,4,..,16,15,14,4,12,53,..,656,327,241,98,64,1382,..,..,..,31,23,27,85,..,..,..,..,..,5,5,..,656,327,274,122,101,1476
SAL50112,..,14,9,4,0,0,24,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,14,9,4,0,3,22,..,220,68,54,8,4,354,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,220,68,54,8,7,357
SAL50113,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,8,0,0,0,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,0,0,0,0,10
SAL50114,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50115,..,9,15,17,7,9,55,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,15,17,7,7,55,..,421,345,425,192,78,1463,..,..,..,20,22,54,92,..,..,..,..,..,9,9,..,421,345,444,209,143,1564
SAL50116,..,6,3,5,0,0,17,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,3,5,0,0,20,..,171,43,26,19,3,264,..,..,..,0,3,0,9,..,..,..,..,..,0,0,..,171,43,26,18,9,268
SAL50117,..,4,5,10,4,7,27,..,..,..,0,3,4,8,..,..,..,..,..,0,0,..,4,5,10,6,12,34,..,745,365,339,104,33,1587,..,..,..,23,32,19,75,..,..,..,..,..,6,6,..,745,365,365,138,54,1667
SAL50118,..,0,0,0,0,0,0,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,0,0,0,0,3,4,..,86,35,43,22,12,197,..,..,..,6,7,5,15,..,..,..,..,..,0,0,..,86,35,49,27,12,210
SAL50119,..,7,0,0,0,6,20,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,0,0,0,6,20,..,881,342,412,135,32,1797,..,..,..,9,21,7,35,..,..,..,..,..,0,0,..,881,342,422,157,36,1836
SAL50120,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,8,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,8
SAL50121,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,34,3,8,8,0,53,..,..,..,0,0,4,4,..,..,..,..,..,0,0,..,34,3,8,8,4,54
SAL50122,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,6,0,0,0,8,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,6,0,0,0,8
SAL50123,..,24,23,19,5,7,81,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,24,23,19,5,10,87,..,117,55,74,30,7,277,..,..,..,5,4,0,9,..,..,..,..,..,0,0,..,117,55,77,36,7,293
SAL50124,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50125,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,7,6,6,0,0,17,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,6,6,0,0,17
SAL50126,..,3,8,5,0,0,13,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,8,5,0,0,11,..,181,65,41,20,8,304,..,..,..,8,3,0,8,..,..,..,..,..,0,0,..,181,65,45,20,8,319
SAL50127,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50128,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,4
SAL50129,..,4,0,4,0,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,4,0,0,10,..,202,39,70,24,7,346,..,..,..,3,6,0,10,..,..,..,..,..,0,0,..,202,39,73,34,7,352
SAL50130,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,8,3,0,5,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,3,0,5,0,10
SAL50131,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,16,0,6,3,0,20,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,16,0,6,3,0,20
SAL50132,..,9,5,5,0,0,17,..,..,..,0,3,4,4,..,..,..,..,..,0,0,..,9,5,5,6,6,20,..,200,53,49,6,5,310,..,..,..,3,0,4,14,..,..,..,..,..,0,0,..,200,53,52,6,13,321
SAL50133,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,18,0,3,0,0,20,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,18,0,9,0,0,26
SAL50134,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,11,0,0,0,0,9,..,..,..,0,3,0,3,..,..,..,..,..,0,0,..,11,0,0,3,0,12
SAL50135,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,11,0,0,0,0,14,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,11,0,0,0,0,14
SAL50136,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,5,3,0,0,0,7,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,3,0,0,0,7
SAL50137,..,3,3,0,0,0,13,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,3,0,0,0,13,..,134,57,52,27,9,277,..,..,..,4,3,0,3,..,..,..,..,..,0,0,..,134,57,50,29,9,279
SAL50138,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,3,0,0,9,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,3,0,0,9
SAL50139,..,0,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,3,..,7,0,0,0,0,7,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,0,0,0,0,7
SAL50140,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,19,11,4,0,0,36,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,19,11,4,0,0,36
SAL50141,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,4,0,0,12,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,3,0,4,0,3,15
SAL50142,..,0,0,0,3,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,3,0,6,..,28,12,5,6,0,54,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,28,12,5,6,0,54
SAL50143,..,5,5,5,0,0,13,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,5,5,0,0,13,..,8,0,9,5,0,24,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,0,9,6,0,27
SAL50144,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50145,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,22,8,8,7,0,37,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,22,8,5,7,0,40
SAL50146,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,4,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,4,0,0,4
SAL50147,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50148,..,6,0,6,0,0,17,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,0,6,0,0,17,..,602,320,365,154,33,1470,..,..,..,10,10,23,43,..,..,..,..,..,9,9,..,602,320,373,169,60,1517
SAL50149,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,4
SAL50150,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50151,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,18,8,0,7,0,35,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,18,8,0,7,0,35
SAL50152,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,9,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,9
SAL50153,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,5,0,0,0,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,0,0,0,10
SAL50154,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50155,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,7,3,0,0,0,11,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,3,0,0,0,11
SAL50156,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,6,0,0,0,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,0,0,0,0,10
SAL50157,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,18,9,5,0,0,34,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,18,9,5,0,0,34
SAL50158,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,5,0,0,11,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,5,0,0,11
SAL50159,..,34,20,22,18,11,108,..,..,..,5,0,7,14,..,..,..,..,..,0,0,..,34,20,20,19,23,121,..,430,202,178,79,30,926,..,..,..,13,15,15,38,..,..,..,..,..,0,0,..,430,202,191,93,48,961
SAL50160,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,11,0,3,4,0,15,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,11,0,3,4,0,15
SAL50161,..,0,8,0,0,0,12,..,..,..,0,0,0,5,..,..,..,..,..,0,0,..,0,8,0,0,0,11,..,173,41,29,9,4,259,..,..,..,6,6,9,17,..,..,..,..,..,0,0,..,173,41,36,13,14,277
SAL50162,..,0,3,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,3,0,0,0,3,..,59,19,31,12,5,134,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,59,19,31,12,10,133
SAL50163,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,5,0,3,0,0,16,..,..,..,3,0,0,3,..,..,..,..,..,0,0,..,5,0,3,0,0,17
SAL50164,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,9,0,8,0,0,21,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,0,8,0,0,21
SAL50165,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,24,0,5,0,0,32,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,24,0,5,0,0,32
SAL50166,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,10
SAL50167,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,10,5,4,0,0,19,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,10,5,9,0,3,22
SAL50168,..,0,0,0,3,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,3,0,3,..,91,39,34,20,0,183,..,..,..,0,0,5,5,..,..,..,..,..,0,0,..,91,39,34,20,10,186
SAL50169,..,5,0,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,0,3,0,7,..,171,63,64,36,11,350,..,..,..,7,0,6,12,..,..,..,..,..,0,0,..,171,63,69,36,12,363
SAL50170,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,6,0,3,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,0,3,0,0,4
SAL50171,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,4,0,0,0,12,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,4,0,0,0,12
SAL50172,..,7,0,4,0,0,9,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,0,4,0,0,9,..,154,38,29,14,3,234,..,..,..,3,0,6,4,..,..,..,..,..,0,0,..,154,38,30,14,9,238
SAL50173,..,20,20,27,9,10,82,..,..,..,3,0,5,9,..,..,..,..,..,0,0,..,20,20,26,8,12,89,..,683,589,589,217,87,2164,..,..,..,8,35,89,124,..,..,..,..,..,13,13,..,683,589,594,255,188,2307
SAL50174,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,11,9,4,0,0,23,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,11,9,4,0,3,29
SAL50175,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,6,0,0,0,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,0,0,0,0,10
SAL50176,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,7,4,0,0,0,7,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,4,0,0,0,7
SAL50177,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,73,8,22,6,0,109,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,73,8,22,6,0,109
SAL50178,..,4,6,0,3,0,23,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,6,0,3,5,24,..,213,116,135,48,9,522,..,..,..,0,0,8,8,..,..,..,..,..,0,0,..,213,116,135,48,17,529
SAL50179,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50180,..,3,9,0,0,0,22,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,9,0,0,3,21,..,518,131,114,51,18,835,..,..,..,5,10,10,22,..,..,..,..,..,0,0,..,518,131,120,58,31,854
SAL50181,..,0,0,3,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,3,0,0,5,..,118,42,74,34,8,275,..,..,..,4,0,10,12,..,..,..,..,..,0,0,..,118,42,79,35,23,294
SAL50182,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,5,0,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,0,0,0,6
SAL50183,..,6,15,11,0,4,35,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,15,11,0,5,41,..,622,175,197,58,14,1065,..,..,..,4,11,6,27,..,..,..,..,..,0,0,..,622,175,197,68,23,1091
SAL50184,..,7,0,4,3,0,7,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,0,4,7,0,9,..,68,42,50,18,10,192,..,..,..,3,0,4,5,..,..,..,..,..,0,0,..,68,42,56,22,19,198
SAL50185,..,30,15,11,8,5,56,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,30,15,11,8,5,56,..,86,31,33,12,0,158,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,86,31,33,12,0,158
SAL50186,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,3
SAL50187,..,11,20,20,12,6,68,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,11,20,20,12,7,70,..,243,156,124,82,46,653,..,..,..,13,8,18,34,..,..,..,..,..,0,0,..,243,156,135,86,70,691
SAL50188,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,34,8,13,4,0,60,..,..,..,0,3,6,9,..,..,..,..,..,0,0,..,34,8,13,6,7,66
SAL50189,..,8,4,4,4,5,22,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,4,3,4,5,23,..,91,23,23,9,5,152,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,91,23,23,9,5,151
SAL50190,..,91,65,65,34,16,275,..,..,..,9,8,27,36,..,..,..,..,..,7,7,..,91,65,68,40,49,318,..,206,90,73,28,16,415,..,..,..,6,4,7,16,..,..,..,..,..,0,0,..,206,90,80,33,20,430
SAL50191,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,13,0,6,6,0,28,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,13,0,6,6,0,28
SAL50192,..,4,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,0,0,4,..,36,11,5,0,0,57,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,36,11,5,0,0,57
SAL50193,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,16,5,8,8,0,43,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,16,5,8,7,0,45
SAL50194,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50195,..,4,5,0,0,0,9,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,5,0,0,0,9,..,21,6,9,0,0,34,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,21,6,9,0,0,34
SAL50196,..,0,0,7,0,0,7,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,7,0,0,11,..,87,19,25,20,5,164,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,87,19,25,23,5,163
SAL50197,..,9,3,6,0,0,19,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,3,6,0,0,19,..,155,55,55,25,4,298,..,..,..,5,8,8,16,..,..,..,..,..,0,0,..,155,55,55,33,8,311
SAL50198,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,6,0,0,0,0,7,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,0,0,0,0,7
SAL50199,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,6,3,0,0,0,13,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,3,0,0,0,13
SAL50200,..,21,21,16,13,0,70,..,..,..,0,0,3,9,..,..,..,..,..,0,0,..,21,21,16,11,6,80,..,233,127,146,54,10,569,..,..,..,0,4,0,9,..,..,..,..,..,0,0,..,233,127,148,62,10,580
SAL50201,..,9,3,0,5,0,18,..,..,..,0,0,0,6,..,..,..,..,..,0,0,..,9,3,5,5,0,23,..,854,450,538,189,53,2088,..,..,..,21,29,71,118,..,..,..,..,..,5,5,..,854,450,564,223,121,2212
SAL50202,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50203,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,16,7,3,5,0,26,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,16,7,3,5,0,26
